Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,obs_id,subgroup,genus_species,asfis_scientific_name,scientific_name,common_name,part,food_name_in_english,location,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,cine_id,biblio_id,part_edited,food_item_id,processing,asfis_english_name,season,other,comments_on_data_processing_methods,publication_year,bc_id,af_id,type,bibliography,exclude_for_wrong_units,seanuts_id2,sea_id,subgroup2,submitted_name,score,exclude,realm
Scardinius erythrophthalmus,4,mainly animals (troph. 2.8 and up),variable,2.89,temperate,fusiform / normal,benthopelagic,NA,NA,bc172,Finfish,Scardinius erythrophthalmus,Scardinius erythrophthalmus,Scardinius erythrophthalmus,Rudd,muscle,"Rudd, wild, skinless fillet, raw","Greece, Evros River",61,0.5,0.6,NA,NA,19,2.5,NA,fi32,muscle_skinless,0900172,r,Rudd,Summer 1987,"mean length and weight: 18cm, 100g",NA,1989,bc172,NA,NA,NA,NA,NA,NA,NA,Scardinius erythrophthalmus,0.988,NA,freshbrack
Scardinius erythrophthalmus,4,mainly animals (troph. 2.8 and up),variable,2.89,temperate,fusiform / normal,benthopelagic,NA,NA,bc173,Finfish,Scardinius erythrophthalmus,Scardinius erythrophthalmus,Scardinius erythrophthalmus,Rudd,muscle,"Rudd, wild, skinless fillet, raw","Greece, Evros River",58,0.6,0.6,NA,NA,19,1.8,NA,fi32,muscle_skinless,0900173,r,Rudd,Summer 1988,"mean length and weight: 17cm, 80g",NA,1989,bc173,NA,NA,NA,NA,NA,NA,NA,Scardinius erythrophthalmus,0.988,NA,freshbrack
Scomber japonicus,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,64,bc291,Finfish,Scomber japonicus,Scomber japonicus,Scomber japonicus,Chub mackerel,muscle,"Mackerel, wild, skinless muscle tissue, raw","Italy, Adriatic Sea, Gulf of Manfredonia",NA,NA,NA,0.054496688,0.287629461,21.73,0.93,NA,fi63,muscle_skinless,0900310,r,Chub mackerel,NA,NA,FA converted using XFA,2009,bc291,NA,NA,NA,NA,NA,NA,NA,Scomber japonicus,0.988,NA,marine
Scomber japonicus,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,64,bc478,Finfish,Somber japonicus,Somber japonicus,Somber japonicus,Chub mackerel,muscle,"Chub mackerel, wild, skinless fillet, raw","Turkey, Iskenderun Bay, Mediterranean Sea",NA,NA,NA,0.007219944,0.030212316,22.63,0.18,NA,fi82,muscle_skinless,0900497,r,Chub mackerel,Jan 2004,"mean length and weight: 22.24cm, 100.22g",FA converted using XFA,2008,bc478,NA,NA,NA,NA,NA,NA,NA,Somber japonicus,0.75,NA,marine
Scomber japonicus,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,64,bc479,Finfish,Somber japonicus,Somber japonicus,Somber japonicus,Chub mackerel,muscle,"Chub mackerel, wild, skinless fillet, raw","Turkey, Iskenderun Bay, Mediterranean Sea",NA,NA,NA,0.064239966,0.247839375,20.56,1.57,NA,fi82,muscle_skinless,0900498,r,Chub mackerel,Apr 2004,"mean length and weight: 22.24cm, 100.22g",FA converted using XFA,2008,bc479,NA,NA,NA,NA,NA,NA,NA,Somber japonicus,0.75,NA,marine
Scomber japonicus,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,64,bc480,Finfish,Somber japonicus,Somber japonicus,Somber japonicus,Chub mackerel,muscle,"Chub mackerel, wild, skinless fillet, raw","Turkey, Iskenderun Bay, Mediterranean Sea",NA,NA,NA,0.034610989,0.136845296,21.62,1.01,NA,fi82,muscle_skinless,0900499,r,Chub mackerel,Oct 2004,"mean length and weight: 22.24cm, 100.22g",FA converted using XFA,2008,bc480,NA,NA,NA,NA,NA,NA,NA,Somber japonicus,0.75,NA,marine
Scomber japonicus,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,64,bc887,Finfish,Scomber japonicus,Scomber japonicus,Scomber japonicus,Chub mackerel,NA,"Chub mackerel, wild, fillet, frozen","USA, Gulf of Mexico",NA,NA,NA,0.07855154,0.28699017,22.2,1.9,NA,fi138,muscle,0900906,r,Chub mackerel,May 1991,"mean length and weight of fish: 21.4cm, 104.2g",FA converted using XFA,1997,bc887,NA,NA,NA,NA,NA,NA,NA,Scomber japonicus,0.988,NA,marine
Scomber japonicus,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,64,bc888,Finfish,Scomber japonicus,Scomber japonicus,Scomber japonicus,Chub mackerel,NA,"Chub mackerel, wild, fillet, frozen","USA, Gulf of Mexico",NA,NA,NA,0.30790002,1.3226691,20.7,7.9,NA,fi138,muscle,0900907,r,Chub mackerel,Oct 1992,"mean length and weight of fish: 22.7cm, 162g",FA converted using XFA,1997,bc888,NA,NA,NA,NA,NA,NA,NA,Scomber japonicus,0.988,NA,marine
Scomber japonicus,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,subtropical,fusiform / normal,pelagic-neritic,300,64,bc889,Finfish,Scomber japonicus,Scomber japonicus,Scomber japonicus,Chub mackerel,NA,"Chub mackerel, wild, fillet, frozen","USA, Gulf of Mexico",NA,NA,NA,0.26101162,1.5055834,23.5,7.2,NA,fi138,muscle,0900908,r,Chub mackerel,Oct 1992,"mean length and weight of fish: 23.5cm, 182g",FA converted using XFA,1997,bc889,NA,NA,NA,NA,NA,NA,NA,Scomber japonicus,0.988,NA,marine
Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,c797,Finfish,Scomber scombrus,NA,NA,Atlantic Mackerel,muscle,"Atlantic Mackerel, muscle",NA,8,1.01,0.639,NA,NA,19.6,9.6,c797,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,0.988,NA,brackmarine
Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,c799,Finfish,Scomber scombrus,NA,NA,Atlantic Mackerel,"muscle, light muscle","Atlantic Mackerel, muscle, light muscle",NA,NA,NA,NA,NA,NA,NA,9.6,c799,55,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,0.988,NA,brackmarine
Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,c800,Finfish,Scomber scombrus,NA,NA,Atlantic Mackerel,"muscle, dark muscle","Atlantic Mackerel, muscle, dark muscle",NA,NA,NA,NA,NA,NA,18.6,11.8,c800,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,0.988,NA,brackmarine
Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,c801,Finfish,Scomber scombrus,NA,NA,Atlantic Mackerel,"muscle, dark muscle","Atlantic Mackerel, muscle, dark muscle",NA,NA,NA,NA,NA,NA,NA,12.3,c801,55,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,0.988,NA,brackmarine
Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,c802,Finfish,Scomber scombrus,NA,NA,Atlantic Mackerel,offal,"Atlantic Mackerel, offal",NA,NA,NA,NA,NA,NA,14.7,17.7,c802,27,viscera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,0.988,NA,brackmarine
Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,c808,Finfish,Scomber scombrus,NA,NA,Atlantic Mackerel,muscle,"Atlantic Mackerel, muscle",NA,NA,NA,NA,1.45,2.16,NA,NA,c808,55,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,0.988,NA,brackmarine
Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,bc405,Finfish,Scomber scombrus,Scomber scombrus,Scomber scombrus,Atlantic mackerel,NA,"Atlantic mackerel, wild, edible flesh, raw","Greece, Aegean Sea",NA,NA,NA,NA,NA,NA,NA,NA,fi80,muscle,0900424,r,Atlantic mackerel,NA,NA,"mean of lipid value (fall, winter) used for FA calculation; FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet",1995,bc405,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,0.988,NA,brackmarine
Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,bc447,Finfish,Scomber scombrus,Scomber scombrus,Scomber scombrus,Atlantic mackerel,NA,"Atlantic mackerel, wild, edible flesh, raw","Greece, Aegean Sea",NA,NA,NA,NA,NA,18,10,NA,fi80,muscle,0900466,r,Atlantic mackerel,Fall,NA,FAT- (analyzed according to AOAC 1975),1995,bc447,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,0.988,NA,brackmarine
Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,bc657,Finfish,Scomber scombrus,Scomber scombrus,Scomber scombrus,Atlantic mackerel,muscle,"Mackerel, wild, skinless fillet, raw","Unknown, East of Copensay",NA,NA,NA,NA,NA,NA,18.7,NA,fi105,muscle_skinless,0900676,r,Atlantic mackerel,Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc657,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,0.988,NA,brackmarine
Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,bc658,Finfish,Scomber scombrus,Scomber scombrus,Scomber scombrus,Atlantic mackerel,muscle,"Mackerel, wild, skinless fillet, raw","Unknown, East of Copensay",NA,NA,NA,NA,NA,NA,16.9,NA,fi105,muscle_skinless,0900677,r,Atlantic mackerel,Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc658,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,0.988,NA,brackmarine
Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,bc679,Finfish,Scomber scombrus,Scomber scombrus,Scomber scombrus,Atlantic mackerel,NA,"Atlantic macerel, wild, fillet, less skin, raw","Canada, Mill Cove, Halifax",NA,NA,NA,NA,NA,17.5,20.6,NA,fi116,muscle_skinless,0900698,r,Atlantic mackerel,Oct 1982,NA,NA,1986,bc679,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,0.988,NA,brackmarine
Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,bc680,Finfish,Scomber scombrus,Scomber scombrus,Scomber scombrus,Atlantic mackerel,NA,"Atlantic macerel, wild, fillet, less skin, raw","Canada, Mill Cove, Halifax",NA,NA,NA,NA,NA,18.3,1.8,NA,fi116,muscle_skinless,0900699,r,Atlantic mackerel,Jun 1983,NA,NA,1986,bc680,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,0.988,NA,brackmarine
Scomber scombrus,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,bc1411,Finfish,Scomber scombrus,Scomber scombrus,Scomber scombrus,Atlantic mackerel,NA,"Mackerel, wild, raw","Norway, The North Sea",15,0.8,0.62,1.76,2.8,17,25,NA,fi361,muscle_organs,0902328,r,Atlantic mackerel,Oct 2007,Whole fillet,NA,2012,bc1411,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,0.988,NA,brackmarine
Scomberomorus commerson,1.8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.380000114440918,tropical,fusiform / normal,pelagic-neritic,70,240,bc36,Finfish,Scomberomorus commerson,Scomberomorus commerson,Scomberomorus commerson,Narrow-barred spanish mackerel,NA,"Spanish mackerel (portion), raw","Thailand, Gulf of Thailand",NA,NA,NA,NA,NA,21.5,3.6,NA,fi2,muscle_organs,0900036,r,Narrow-barred spanish mackerel,Oct-Nov,NA,NNP calc. as % of TN,1999,bc36,NA,NA,NA,NA,NA,NA,NA,Scomberomorus commerson,0.988,NA,marine
Scophthalmus rhombus,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.22,temperate,short and / or deep,demersal,50,75,bc606,Finfish,Scophthalmus rhombus,Scophthalmus rhombus,Scophthalmus rhombus,Brill,muscle,"Brill, wild, skinless fillet, raw","Unknown, East Frisia, North Sea",NA,NA,NA,NA,NA,NA,1,NA,fi105,muscle_skinless,0900625,r,Brill,May 2004,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc606,NA,NA,NA,NA,NA,NA,NA,Scophthalmus rhombus,0.988,NA,marine
Scophthalmus rhombus,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.22,temperate,short and / or deep,demersal,50,75,bc607,Finfish,Scophthalmus rhombus,Scophthalmus rhombus,Scophthalmus rhombus,Brill,muscle,"Brill, wild, skinless fillet, raw","Unknown, East Frisia, North Sea",NA,NA,NA,NA,NA,NA,0.8,NA,fi105,muscle_skinless,0900626,r,Brill,May 2004,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc607,NA,NA,NA,NA,NA,NA,NA,Scophthalmus rhombus,0.988,NA,marine
Scorpaena porcus,1.25,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.78,temperate,fusiform / normal,demersal,800,40.5,bc299,Finfish,Scorpaena porcus,Scorpaena porcus,Scorpaena porcus,Black scorpionfish,NA,"Black scorpionfish, wild, fillet, raw","Italy, Egadi Islands",NA,NA,NA,NA,NA,NA,NA,NA,fi65,muscle,0900318,r,Black scorpionfish,Jun 2003,weight: 250-350g,FA calc. for individual month based on a mean lipid value (Jun/Jul); FA converted using XFA,2006,bc299,NA,NA,NA,NA,NA,NA,NA,Scorpaena porcus,0.988,NA,marine
Scorpaena porcus,1.25,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.78,temperate,fusiform / normal,demersal,800,40.5,bc300,Finfish,Scorpaena porcus,Scorpaena porcus,Scorpaena porcus,Black scorpionfish,NA,"Black scorpionfish, wild, fillet, raw","Italy, Egadi Islands",NA,NA,NA,NA,NA,NA,NA,NA,fi65,muscle,0900319,r,Black scorpionfish,Jul 2003,weight: 250-350g,FA calc. for individual month based on a mean lipid value (Jun/Jul); FA converted using XFA,2006,bc300,NA,NA,NA,NA,NA,NA,NA,Scorpaena porcus,0.988,NA,marine
Scorpaena porcus,1.25,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.78,temperate,fusiform / normal,demersal,800,40.5,bc1366,Finfish,Scorpaena porcus,Scorpaena porcus,Scorpaena porcus,Black scorpionfish,NA,"Black scorpionfish, wild, fillet, raw","Italy, Egadi Islands",NA,NA,NA,NA,NA,17.78,0.8,NA,fi65,muscle,0902283,r,Black scorpionfish,Jun/Jul 2003,weight: 250-350g,NA,2006,bc1366,NA,NA,NA,NA,NA,NA,NA,Scorpaena porcus,0.988,NA,marine
Scorpaena porcus,1.25,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.78,temperate,fusiform / normal,demersal,800,40.5,seadata126,Finfish,Scorpaena porcus,NA,NA,NA,edible muscle,"NA, edible muscle",Marmara Sea,78.3,1.1207,NA,NA,NA,20.46,0.55,NA,sea11,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,Scorpaena porcus,0.988,NA,marine
Sebastes alutus,8.14,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,deep-water,fusiform / normal,bathydemersal,825,53,af582,Finfish,Sebastes alutus,Sebastes alutus,Sebastes alutus,Pacific ocean perch,muscle,"Pacific ocean perch, skinless fillet, raw","USA, Washington/Oregon/N Carolina",NA,NA,NA,NA,NA,19,1.43,NA,fi195,muscle_skinless,0901886,r,Pacific ocean perch,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes alutus,0.988,NA,marine
Sebastes crameri,3,NA,NA,NA,temperate,fusiform / normal,bathydemersal,600,58,af574,Finfish,Sebastes crameri,Sebastes crameri,Sebastes crameri,Darkblotched rockfish,muscle,"Darkblotched rockfish, skinless fillet, raw","USA, SE Alaska",NA,NA,NA,NA,NA,19.8,2.19,NA,fi195,muscle_skinless,0901878,r,Darkblotched rockfish,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes crameri,0.988,NA,marine
Sebastes elongatus,5,NA,NA,NA,temperate,fusiform / normal,demersal,425,39,af579,Finfish,Sebastes elongatus,Sebastes elongatus,Sebastes elongatus,Greenstriped rockfish,muscle,"Greenstriped rockfish, skinless fillet, raw","USA, Washington/Oregon",NA,NA,NA,NA,NA,20.3,0.73,NA,fi195,muscle_skinless,0901883,r,Greenstriped rockfish,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes elongatus,0.988,NA,marine
Sebastes entomelas,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.29,temperate,fusiform / normal,pelagic-neritic,549,60,af586,Finfish,Sebastes entomelas,Sebastes entomelas,Sebastes entomelas,Widow rockfish,muscle,"Widow rockfish, skinless fillet, raw","USA, SE Alaska",NA,NA,NA,NA,NA,19.6,1.6,NA,fi195,muscle_skinless,0901890,r,Widow rockfish,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes entomelas,0.988,NA,marine
Sebastes flavidus,6.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.51,temperate,fusiform / normal,reef-associated,549,66,c817,Finfish,Sebastes flavidus,NA,NA,Yellowtail Rockfish,muscle,"Yellowtail Rockfish, muscle",NA,8,NA,NA,NA,NA,NA,NA,c817,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes flavidus,0.988,NA,marine
Sebastes flavidus,6.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.51,temperate,fusiform / normal,reef-associated,549,66,c818,Finfish,Sebastes flavidus,NA,NA,Yellowtail Rockfish,muscle,"Yellowtail Rockfish, muscle",NA,NA,NA,NA,NA,NA,18.9,1.6,c818,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes flavidus,0.988,NA,marine
Sebastes flavidus,6.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.51,temperate,fusiform / normal,reef-associated,549,66,bc960,Finfish,Sebastes flavidus,Sebastes flavidus,Sebastodes flavidus,Yellowtail rockfish,NA,"Yellowtail rockfish, wild, fillet, raw","USA, south of Astoria Canyon, North Pacific",NA,NA,NA,NA,NA,18.78,3.58,NA,fi156,muscle,0900979,r,Yellowtail rockfish,Aug 1977,"mean length and weight of fish: 53cm, 2200g",NA,1979,bc960,NA,NA,NA,NA,NA,NA,NA,Sebastes flavidus,0.988,NA,marine
Sebastes flavidus,6.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.51,temperate,fusiform / normal,reef-associated,549,66,af585,Finfish,Sebastes flavidus,Sebastes flavidus,Sebastes flavidus,Yellowtail rockfish,muscle,"Yellowtail rockfish, skinless fillet, raw","USA, Washington/Oregon",NA,NA,NA,NA,NA,18.9,1.56,NA,fi195,muscle_skinless,0901889,r,Yellowtail rockfish,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes flavidus,0.988,NA,marine
Sebastes goodei,2.5,mainly animals (troph. 2.8 and up),variable,3.46,temperate,fusiform / normal,demersal,425,56,af577,Finfish,Sebastes goodei,Sebastes goodei,Sebastes goodei,Chilipepper rockfish,muscle,"Chilipepper rockfish, skinless fillet, raw","USA, N California",NA,NA,NA,NA,NA,20.8,2.35,NA,fi195,muscle_skinless,0901881,r,Chilipepper rockfish,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes goodei,0.988,NA,brackmarine
Sebastes melanops,6.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.9,temperate,fusiform / normal,reef-associated,366,63,bc962,Finfish,Sebastes melanops,Sebastes melanops,Sebastodes melanops,Black rockfish,NA,"Black rockfish, wild, fillet, raw","USA, mouth of Columbia River",NA,NA,NA,NA,NA,19.15,3.88,NA,fi156,muscle,0900981,r,Black rockfish,Aug 1977,"mean length and weight of fish: 53cm, 2500g",NA,1979,bc962,NA,NA,NA,NA,NA,NA,NA,Sebastes melanops,0.988,NA,marine
Sebastes melanops,6.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.9,temperate,fusiform / normal,reef-associated,366,63,af573,Finfish,Sebastes melanops,Sebastes melanops,Sebastes melanops,Black rockfish,muscle,"Black rockfish, skinless fillet, raw","USA, SE Alaska",NA,NA,NA,NA,NA,18.7,1.84,NA,fi195,muscle_skinless,0901877,r,Black rockfish,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes melanops,0.988,NA,marine
Sebastes mentella,11,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathypelagic,1441,77.5,bc643,Finfish,Sebastes mentella,Sebastes mentella,Sebastes mentella,Beaked redfish,muscle,"Beaked redfish, wild, skinless fillet, raw","Unknown, Tampen",NA,NA,NA,NA,NA,NA,1.8,NA,fi105,muscle_skinless,0900662,r,Beaked redfish,Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc643,NA,NA,NA,NA,NA,NA,NA,Sebastes mentella,0.988,NA,marine
Sebastes mentella,11,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathypelagic,1441,77.5,bc644,Finfish,Sebastes mentella,Sebastes mentella,Sebastes mentella,Beaked redfish,muscle,"Beaked redfish, wild, skinless fillet, raw","Unknown, Tampen",NA,NA,NA,NA,NA,NA,3.3,NA,fi105,muscle_skinless,0900663,r,Beaked redfish,Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc644,NA,NA,NA,NA,NA,NA,NA,Sebastes mentella,0.988,NA,marine
Sebastes mentella,11,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathypelagic,1441,77.5,bc1215,Finfish,Sebastes mentella,Sebastes mentella,"Sebastes mentella (Travin, 1951)",Beaked redfish,NA,"Deepwater redfish, wild, fillet, raw","Iceland, North Atlantic",12,0.15,0.26,NA,NA,18.5,2.1,NA,im11,muscle,0901254,r,Beaked redfish,NA,data entered without mean/max/SD,NA,2011,bc1215,NA,NA,NA,NA,NA,NA,NA,Sebastes mentella,0.988,NA,marine
Sebastes norvegicus,10,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic-oceanic,1000,100,c821,Finfish,Sebastes norvegicus,NA,NA,Golden Redfish,muscle,"Golden Redfish, muscle",NA,141,0.633,0.683,NA,NA,18.4,3.1,c821,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes norvegicus,0.988,NA,marine
Sebastes norvegicus,10,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic-oceanic,1000,100,c823,Finfish,Sebastes norvegicus,NA,NA,Golden Redfish,whole,"Golden Redfish, whole",NA,NA,NA,NA,NA,NA,17.3,2.2,c823,27,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes norvegicus,0.988,NA,marine
Sebastes norvegicus,10,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic-oceanic,1000,100,c825,Finfish,Sebastes norvegicus,NA,NA,Golden Redfish,offal,"Golden Redfish, offal",NA,NA,NA,NA,NA,NA,16.3,6.8,c825,27,viscera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes norvegicus,0.988,NA,marine
Sebastes norvegicus,10,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic-oceanic,1000,100,c827,Finfish,Sebastes norvegicus,NA,NA,Golden Redfish,muscle,"Golden Redfish, muscle",NA,NA,NA,NA,0.14,0.07,NA,NA,c827,55,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes norvegicus,0.988,NA,marine
