threshold1,number_of_targets,number_of_species,threshold
0.61,5.0,92.0,61
0.61,5.0,93.0,61
0.61,5.0,94.0,61
0.61,5.0,95.0,61
0.61,5.0,96.0,61
0.61,5.0,97.0,61
0.61,5.0,98.0,61
0.61,5.0,99.0,61
0.61,5.0,100.0,61
0.61,5.0,101.0,61
0.61,5.0,102.0,61
0.61,5.0,103.0,61
0.61,5.0,104.0,61
0.61,5.0,105.0,61
0.61,5.0,106.0,61
0.61,5.0,107.0,61
0.61,5.0,108.0,61
0.62,0.57,1.0,62
0.62,0.98,2.0,62
0.62,1.3,3.0,62
0.62,1.61,4.0,62
0.62,1.88,5.0,62
0.62,2.17,6.0,62
0.62,2.48,7.0,62
0.62,2.61,8.0,62
0.62,2.77,9.0,62
0.62,2.89,10.0,62
0.62,3.0,11.0,62
0.62,3.09,12.0,62
0.62,3.2,13.0,62
0.62,3.29,14.0,62
0.62,3.4,15.0,62
0.62,3.45,16.0,62
0.62,3.53,17.0,62
0.62,3.58,18.0,62
0.62,3.69,19.0,62
0.62,3.78,20.0,62
0.62,3.82,21.0,62
0.62,3.87,22.0,62
0.62,3.94,23.0,62
0.62,3.98,24.0,62
0.62,4.02,25.0,62
0.62,4.14,26.0,62
0.62,4.24,27.0,62
0.62,4.28,28.0,62
0.62,4.32,29.0,62
0.62,4.41,30.0,62
0.62,4.44,31.0,62
0.62,4.46,32.0,62
0.62,4.49,33.0,62
0.62,4.52,34.0,62
0.62,4.55,35.0,62
0.62,4.57,36.0,62
0.62,4.61,37.0,62
0.62,4.62,38.0,62
0.62,4.67,39.0,62
0.62,4.71,40.0,62
0.62,4.74,41.0,62
0.62,4.75,42.0,62
0.62,4.76,43.0,62
0.62,4.76,44.0,62
0.62,4.79,45.0,62
0.62,4.79,46.0,62
0.62,4.84,47.0,62
0.62,4.84,48.0,62
0.62,4.85,49.0,62
0.62,4.87,50.0,62
0.62,4.88,51.0,62
0.62,4.89,52.0,62
0.62,4.89,53.0,62
0.62,4.89,54.0,62
0.62,4.9,55.0,62
0.62,4.91,56.0,62
0.62,4.96,57.0,62
0.62,4.97,58.0,62
0.62,4.98,59.0,62
0.62,4.98,60.0,62
0.62,4.98,61.0,62
0.62,4.98,62.0,62
0.62,4.98,63.0,62
0.62,4.98,64.0,62
0.62,4.98,65.0,62
0.62,4.98,66.0,62
0.62,4.98,67.0,62
0.62,4.98,68.0,62
0.62,4.98,69.0,62
0.62,4.99,70.0,62
0.62,4.99,71.0,62
0.62,4.99,72.0,62
0.62,4.99,73.0,62
0.62,4.99,74.0,62
0.62,5.0,75.0,62
0.62,5.0,76.0,62
0.62,5.0,77.0,62
0.62,5.0,78.0,62
0.62,5.0,79.0,62
0.62,5.0,80.0,62
0.62,5.0,81.0,62
0.62,5.0,82.0,62
0.62,5.0,83.0,62
0.62,5.0,84.0,62
0.62,5.0,85.0,62
0.62,5.0,86.0,62
0.62,5.0,87.0,62
0.62,5.0,88.0,62
0.62,5.0,89.0,62
0.62,5.0,90.0,62
0.62,5.0,91.0,62
0.62,5.0,92.0,62
0.62,5.0,93.0,62
0.62,5.0,94.0,62
0.62,5.0,95.0,62
0.62,5.0,96.0,62
0.62,5.0,97.0,62
0.62,5.0,98.0,62
0.62,5.0,99.0,62
0.62,5.0,100.0,62
0.62,5.0,101.0,62
0.62,5.0,102.0,62
0.62,5.0,103.0,62
0.62,5.0,104.0,62
0.62,5.0,105.0,62
0.62,5.0,106.0,62
0.62,5.0,107.0,62
0.62,5.0,108.0,62
0.63,0.57,1.0,63
0.63,0.85,2.0,63
0.63,1.14,3.0,63
0.63,1.5,4.0,63
0.63,1.71,5.0,63
0.63,2.08,6.0,63
0.63,2.33,7.0,63
0.63,2.49,8.0,63
0.63,2.59,9.0,63
0.63,2.69,10.0,63
0.63,2.82,11.0,63
0.63,2.98,12.0,63
0.63,3.08,13.0,63
0.63,3.21,14.0,63
0.63,3.25,15.0,63
0.63,3.37,16.0,63
0.63,3.48,17.0,63
0.63,3.55,18.0,63
0.63,3.63,19.0,63
0.63,3.68,20.0,63
0.63,3.75,21.0,63
0.63,3.82,22.0,63
0.63,3.86,23.0,63
0.63,3.89,24.0,63
0.63,3.92,25.0,63
0.63,3.96,26.0,63
0.63,4.02,27.0,63
0.63,4.02,28.0,63
0.63,4.08,29.0,63
0.63,4.11,30.0,63
0.63,4.17,31.0,63
0.63,4.23,32.0,63
0.63,4.25,33.0,63
0.63,4.27,34.0,63
0.63,4.3,35.0,63
0.63,4.37,36.0,63
0.63,4.39,37.0,63
0.63,4.42,38.0,63
0.63,4.46,39.0,63
0.63,4.48,40.0,63
0.63,4.5,41.0,63
0.63,4.52,42.0,63
0.63,4.59,43.0,63
0.63,4.63,44.0,63
0.63,4.65,45.0,63
0.63,4.67,46.0,63
0.63,4.68,47.0,63
0.63,4.71,48.0,63
0.63,4.73,49.0,63
0.63,4.75,50.0,63
0.63,4.75,51.0,63
0.63,4.75,52.0,63
0.63,4.76,53.0,63
0.63,4.76,54.0,63
0.63,4.77,55.0,63
0.63,4.79,56.0,63
0.63,4.8,57.0,63
0.63,4.81,58.0,63
0.63,4.83,59.0,63
0.63,4.84,60.0,63
0.63,4.84,61.0,63
0.63,4.84,62.0,63
0.63,4.85,63.0,63
0.63,4.86,64.0,63
0.63,4.86,65.0,63
0.63,4.87,66.0,63
0.63,4.9,67.0,63
0.63,4.91,68.0,63
0.63,4.92,69.0,63
0.63,4.94,70.0,63
0.63,4.94,71.0,63
0.63,4.96,72.0,63
0.63,4.96,73.0,63
0.63,4.97,74.0,63
0.63,4.97,75.0,63
0.63,4.98,76.0,63
0.63,4.98,77.0,63
0.63,4.98,78.0,63
0.63,4.99,79.0,63
0.63,4.99,80.0,63
0.63,4.99,81.0,63
0.63,4.99,82.0,63
0.63,4.99,83.0,63
0.63,4.99,84.0,63
0.63,4.99,85.0,63
0.63,4.99,86.0,63
0.63,4.99,87.0,63
0.63,4.99,88.0,63
0.63,4.99,89.0,63
0.63,4.99,90.0,63
0.63,5.0,91.0,63
0.63,5.0,92.0,63
0.63,5.0,93.0,63
0.63,5.0,94.0,63
0.63,5.0,95.0,63
0.63,5.0,96.0,63
0.63,5.0,97.0,63
0.63,5.0,98.0,63
0.63,5.0,99.0,63
0.63,5.0,100.0,63
0.63,5.0,101.0,63
0.63,5.0,102.0,63
0.63,5.0,103.0,63
0.63,5.0,104.0,63
0.63,5.0,105.0,63
0.63,5.0,106.0,63
0.63,5.0,107.0,63
0.63,5.0,108.0,63
0.64,0.46,1.0,64
0.64,0.74,2.0,64
0.64,1.12,3.0,64
0.64,1.59,4.0,64
0.64,1.79,5.0,64
0.64,2.05,6.0,64
0.64,2.19,7.0,64
0.64,2.33,8.0,64
0.64,2.56,9.0,64
0.64,2.67,10.0,64
0.64,2.77,11.0,64
0.64,2.89,12.0,64
0.64,3.02,13.0,64
0.64,3.13,14.0,64
0.64,3.26,15.0,64
0.64,3.33,16.0,64
0.64,3.37,17.0,64
0.64,3.45,18.0,64
0.64,3.58,19.0,64
0.64,3.67,20.0,64
0.64,3.74,21.0,64
0.64,3.81,22.0,64
0.64,3.89,23.0,64
0.64,3.94,24.0,64
0.64,3.97,25.0,64
0.64,4.06,26.0,64
0.64,4.08,27.0,64
0.64,4.09,28.0,64
0.64,4.12,29.0,64
0.64,4.21,30.0,64
0.64,4.26,31.0,64
0.64,4.31,32.0,64
0.64,4.34,33.0,64
0.64,4.36,34.0,64
0.64,4.37,35.0,64
0.64,4.39,36.0,64
0.64,4.41,37.0,64
0.64,4.42,38.0,64
0.64,4.44,39.0,64
0.64,4.45,40.0,64
0.64,4.47,41.0,64
0.64,4.5,42.0,64
0.64,4.52,43.0,64
0.64,4.55,44.0,64
0.64,4.57,45.0,64
0.64,4.59,46.0,64
0.64,4.61,47.0,64
0.64,4.62,48.0,64
0.64,4.65,49.0,64
0.64,4.66,50.0,64
0.64,4.68,51.0,64
0.64,4.68,52.0,64
0.64,4.69,53.0,64
0.64,4.7,54.0,64
0.64,4.73,55.0,64
0.64,4.76,56.0,64
0.64,4.8,57.0,64
0.64,4.81,58.0,64
0.64,4.83,59.0,64
0.64,4.83,60.0,64
0.64,4.86,61.0,64
0.64,4.88,62.0,64
0.64,4.89,63.0,64
0.64,4.89,64.0,64
0.64,4.89,65.0,64
0.64,4.9,66.0,64
0.64,4.9,67.0,64
0.64,4.93,68.0,64
0.64,4.93,69.0,64
0.64,4.93,70.0,64
0.64,4.93,71.0,64
0.64,4.94,72.0,64
0.64,4.94,73.0,64
0.64,4.95,74.0,64
0.64,4.96,75.0,64
0.64,4.98,76.0,64
0.64,4.98,77.0,64
0.64,4.99,78.0,64
0.64,4.99,79.0,64
0.64,4.99,80.0,64
0.64,4.99,81.0,64
0.64,4.99,82.0,64
0.64,4.99,83.0,64
0.64,5.0,84.0,64
0.64,5.0,85.0,64
0.64,5.0,86.0,64
0.64,5.0,87.0,64
0.64,5.0,88.0,64
0.64,5.0,89.0,64
0.64,5.0,90.0,64
0.64,5.0,91.0,64
0.64,5.0,92.0,64
0.64,5.0,93.0,64
0.64,5.0,94.0,64
0.64,5.0,95.0,64
0.64,5.0,96.0,64
0.64,5.0,97.0,64
0.64,5.0,98.0,64
0.64,5.0,99.0,64
0.64,5.0,100.0,64
0.64,5.0,101.0,64
0.64,5.0,102.0,64
0.64,5.0,103.0,64
0.64,5.0,104.0,64
0.64,5.0,105.0,64
0.64,5.0,106.0,64
0.64,5.0,107.0,64
0.64,5.0,108.0,64
0.65,0.59,1.0,65
0.65,1.06,2.0,65
0.65,1.42,3.0,65
0.65,1.78,4.0,65
0.65,2.21,5.0,65
0.65,2.36,6.0,65
0.65,2.58,7.0,65
0.65,2.7,8.0,65
0.65,2.83,9.0,65
0.65,2.98,10.0,65
0.65,3.05,11.0,65
0.65,3.11,12.0,65
0.65,3.19,13.0,65
0.65,3.27,14.0,65
0.65,3.33,15.0,65
0.65,3.44,16.0,65
0.65,3.51,17.0,65
0.65,3.56,18.0,65
0.65,3.64,19.0,65
0.65,3.69,20.0,65
0.65,3.74,21.0,65
0.65,3.79,22.0,65
0.65,3.84,23.0,65
0.65,3.86,24.0,65
0.65,3.9,25.0,65
0.65,3.94,26.0,65
0.65,3.99,27.0,65
0.65,4.04,28.0,65
0.65,4.13,29.0,65
0.65,4.16,30.0,65
0.65,4.19,31.0,65
0.65,4.21,32.0,65
0.65,4.26,33.0,65
0.65,4.32,34.0,65
0.65,4.33,35.0,65
0.65,4.36,36.0,65
0.65,4.38,37.0,65
0.65,4.4,38.0,65
0.65,4.45,39.0,65
0.65,4.46,40.0,65
0.65,4.5,41.0,65
0.65,4.5,42.0,65
0.65,4.53,43.0,65
0.65,4.56,44.0,65
0.65,4.59,45.0,65
0.65,4.61,46.0,65
0.65,4.62,47.0,65
0.65,4.62,48.0,65
0.65,4.66,49.0,65
0.65,4.67,50.0,65
0.65,4.7,51.0,65
0.65,4.72,52.0,65
0.65,4.72,53.0,65
0.65,4.74,54.0,65
0.65,4.74,55.0,65
0.65,4.75,56.0,65
0.65,4.76,57.0,65
0.65,4.77,58.0,65
0.65,4.77,59.0,65
0.65,4.79,60.0,65
0.65,4.81,61.0,65
0.65,4.81,62.0,65
0.65,4.83,63.0,65
0.65,4.84,64.0,65
0.65,4.85,65.0,65
0.65,4.88,66.0,65
0.65,4.88,67.0,65
0.65,4.88,68.0,65
0.65,4.91,69.0,65
0.65,4.92,70.0,65
0.65,4.94,71.0,65
0.65,4.94,72.0,65
0.65,4.95,73.0,65
0.65,4.95,74.0,65
0.65,4.95,75.0,65
0.65,4.95,76.0,65
0.65,4.95,77.0,65
0.65,4.95,78.0,65
0.65,4.96,79.0,65
0.65,4.97,80.0,65
0.65,4.97,81.0,65
0.65,4.97,82.0,65
0.65,4.98,83.0,65
0.65,4.98,84.0,65
0.65,4.98,85.0,65
0.65,4.98,86.0,65
0.65,4.98,87.0,65
0.65,4.98,88.0,65
0.65,4.99,89.0,65
0.65,4.99,90.0,65
0.65,5.0,91.0,65
0.65,5.0,92.0,65
0.65,5.0,93.0,65
0.65,5.0,94.0,65
0.65,5.0,95.0,65
0.65,5.0,96.0,65
0.65,5.0,97.0,65
0.65,5.0,98.0,65
0.65,5.0,99.0,65
0.65,5.0,100.0,65
0.65,5.0,101.0,65
0.65,5.0,102.0,65
0.65,5.0,103.0,65
0.65,5.0,104.0,65
0.65,5.0,105.0,65
0.65,5.0,106.0,65
0.65,5.0,107.0,65
0.65,5.0,108.0,65
0.66,0.67,1.0,66
0.66,0.99,2.0,66
0.66,1.25,3.0,66
0.66,1.62,4.0,66
0.66,1.93,5.0,66
0.66,2.32,6.0,66
0.66,2.54,7.0,66
0.66,2.71,8.0,66
0.66,2.8,9.0,66
0.66,2.86,10.0,66
0.66,2.98,11.0,66
0.66,3.02,12.0,66
0.66,3.15,13.0,66
0.66,3.18,14.0,66
0.66,3.23,15.0,66
0.66,3.32,16.0,66
0.66,3.4,17.0,66
0.66,3.44,18.0,66
0.66,3.49,19.0,66
0.66,3.54,20.0,66
0.66,3.66,21.0,66
0.66,3.74,22.0,66
0.66,3.78,23.0,66
0.66,3.8,24.0,66
0.66,3.85,25.0,66
0.66,3.92,26.0,66
0.66,3.95,27.0,66
0.66,4.0,28.0,66
0.66,4.05,29.0,66
0.66,4.09,30.0,66
0.66,4.11,31.0,66
0.66,4.16,32.0,66
0.66,4.22,33.0,66
0.66,4.25,34.0,66
0.66,4.3,35.0,66
0.66,4.33,36.0,66
0.66,4.37,37.0,66
0.66,4.38,38.0,66
0.66,4.39,39.0,66
0.66,4.44,40.0,66
0.66,4.45,41.0,66
0.66,4.48,42.0,66
0.66,4.5,43.0,66
0.66,4.54,44.0,66
0.66,4.58,45.0,66
0.66,4.61,46.0,66
0.66,4.63,47.0,66
0.66,4.66,48.0,66
0.66,4.7,49.0,66
0.66,4.7,50.0,66
0.66,4.73,51.0,66
0.66,4.77,52.0,66
0.66,4.78,53.0,66
0.66,4.82,54.0,66
0.66,4.83,55.0,66
0.66,4.84,56.0,66
0.66,4.84,57.0,66
0.66,4.84,58.0,66
0.66,4.85,59.0,66
0.66,4.86,60.0,66
0.66,4.88,61.0,66
0.66,4.88,62.0,66
0.66,4.88,63.0,66
0.66,4.88,64.0,66
0.66,4.89,65.0,66
0.66,4.89,66.0,66
0.66,4.89,67.0,66
0.66,4.91,68.0,66
0.66,4.93,69.0,66
0.66,4.93,70.0,66
0.66,4.93,71.0,66
0.66,4.94,72.0,66
0.66,4.94,73.0,66
0.66,4.94,74.0,66
0.66,4.95,75.0,66
0.66,4.95,76.0,66
0.66,4.96,77.0,66
0.66,4.96,78.0,66
0.66,4.96,79.0,66
0.66,4.96,80.0,66
0.66,4.98,81.0,66
0.66,4.98,82.0,66
0.66,4.98,83.0,66
0.66,4.98,84.0,66
0.66,4.98,85.0,66
0.66,4.98,86.0,66
0.66,4.98,87.0,66
0.66,4.98,88.0,66
0.66,4.98,89.0,66
0.66,4.98,90.0,66
0.66,4.98,91.0,66
0.66,4.98,92.0,66
0.66,4.99,93.0,66
0.66,4.99,94.0,66
0.66,4.99,95.0,66
0.66,4.99,96.0,66
0.66,4.99,97.0,66
0.66,5.0,98.0,66
0.66,5.0,99.0,66
0.66,5.0,100.0,66
0.66,5.0,101.0,66
0.66,5.0,102.0,66
0.66,5.0,103.0,66
0.66,5.0,104.0,66
0.66,5.0,105.0,66
0.66,5.0,106.0,66
0.66,5.0,107.0,66
0.66,5.0,108.0,66
0.67,0.58,1.0,67
0.67,0.9,2.0,67
0.67,1.2,3.0,67
0.67,1.4,4.0,67
0.67,1.87,5.0,67
0.67,2.05,6.0,67
0.67,2.33,7.0,67
0.67,2.54,8.0,67
0.67,2.67,9.0,67
0.67,2.88,10.0,67
0.67,2.98,11.0,67
0.67,3.09,12.0,67
0.67,3.2,13.0,67
0.67,3.34,14.0,67
0.67,3.45,15.0,67
0.67,3.52,16.0,67
0.67,3.6,17.0,67
0.67,3.63,18.0,67
0.67,3.67,19.0,67
0.67,3.7,20.0,67
0.67,3.73,21.0,67
0.67,3.78,22.0,67
0.67,3.85,23.0,67
0.67,3.88,24.0,67
0.67,3.89,25.0,67
0.67,3.94,26.0,67
0.67,3.94,27.0,67
0.67,4.04,28.0,67
0.67,4.08,29.0,67
0.67,4.13,30.0,67
0.67,4.18,31.0,67
0.67,4.2,32.0,67
0.67,4.22,33.0,67
0.67,4.24,34.0,67
0.67,4.3,35.0,67
0.67,4.33,36.0,67
0.67,4.4,37.0,67
0.67,4.43,38.0,67
0.67,4.47,39.0,67
0.67,4.51,40.0,67
0.67,4.55,41.0,67
0.67,4.55,42.0,67
0.67,4.55,43.0,67
0.67,4.56,44.0,67
0.67,4.6,45.0,67
0.67,4.61,46.0,67
0.67,4.65,47.0,67
0.67,4.67,48.0,67
0.67,4.69,49.0,67
0.67,4.72,50.0,67
0.67,4.72,51.0,67
0.67,4.73,52.0,67
0.67,4.73,53.0,67
0.67,4.74,54.0,67
0.67,4.74,55.0,67
0.67,4.75,56.0,67
0.67,4.79,57.0,67
0.67,4.8,58.0,67
0.67,4.8,59.0,67
0.67,4.82,60.0,67
0.67,4.83,61.0,67
0.67,4.85,62.0,67
0.67,4.88,63.0,67
0.67,4.89,64.0,67
0.67,4.9,65.0,67
0.67,4.93,66.0,67
0.67,4.93,67.0,67
0.67,4.93,68.0,67
0.67,4.93,69.0,67
0.67,4.94,70.0,67
0.67,4.94,71.0,67
0.67,4.95,72.0,67
0.67,4.95,73.0,67
0.67,4.95,74.0,67
0.67,4.96,75.0,67
0.67,4.97,76.0,67
0.67,4.97,77.0,67
0.67,4.97,78.0,67
0.67,4.97,79.0,67
0.67,4.97,80.0,67
0.67,4.97,81.0,67
0.67,4.97,82.0,67
0.67,4.98,83.0,67
0.67,4.98,84.0,67
0.67,4.98,85.0,67
0.67,4.98,86.0,67
0.67,4.98,87.0,67
0.67,4.98,88.0,67
0.67,4.98,89.0,67
0.67,4.99,90.0,67
0.67,4.99,91.0,67
0.67,4.99,92.0,67
0.67,5.0,93.0,67
0.67,5.0,94.0,67
0.67,5.0,95.0,67
0.67,5.0,96.0,67
0.67,5.0,97.0,67
0.67,5.0,98.0,67
0.67,5.0,99.0,67
0.67,5.0,100.0,67
0.67,5.0,101.0,67
0.67,5.0,102.0,67
0.67,5.0,103.0,67
0.67,5.0,104.0,67
0.67,5.0,105.0,67
0.67,5.0,106.0,67
0.67,5.0,107.0,67
0.67,5.0,108.0,67
0.68,0.45,1.0,68
0.68,0.96,2.0,68
0.68,1.41,3.0,68
0.68,1.67,4.0,68
0.68,1.81,5.0,68
0.68,1.95,6.0,68
0.68,2.2,7.0,68
0.68,2.37,8.0,68
0.68,2.6,9.0,68
0.68,2.67,10.0,68
0.68,2.84,11.0,68
0.68,2.93,12.0,68
0.68,3.01,13.0,68
0.68,3.08,14.0,68
0.68,3.15,15.0,68
0.68,3.32,16.0,68
0.68,3.42,17.0,68
0.68,3.44,18.0,68
0.68,3.51,19.0,68
0.68,3.58,20.0,68
0.68,3.6,21.0,68
0.68,3.62,22.0,68
0.68,3.71,23.0,68
0.68,3.76,24.0,68
0.68,3.82,25.0,68
0.68,3.89,26.0,68
0.68,3.94,27.0,68
0.68,3.98,28.0,68
0.68,3.99,29.0,68
0.68,4.01,30.0,68
0.68,4.05,31.0,68
0.68,4.11,32.0,68
0.68,4.15,33.0,68
0.68,4.16,34.0,68
0.68,4.18,35.0,68
0.68,4.25,36.0,68
0.68,4.25,37.0,68
0.68,4.26,38.0,68
0.68,4.29,39.0,68
0.68,4.36,40.0,68
0.68,4.37,41.0,68
0.68,4.39,42.0,68
0.68,4.42,43.0,68
0.68,4.43,44.0,68
0.68,4.47,45.0,68
0.68,4.48,46.0,68
0.68,4.53,47.0,68
0.68,4.54,48.0,68
0.68,4.55,49.0,68
0.68,4.57,50.0,68
0.68,4.6,51.0,68
0.68,4.63,52.0,68
0.68,4.65,53.0,68
0.68,4.67,54.0,68
0.68,4.67,55.0,68
0.68,4.68,56.0,68
0.68,4.72,57.0,68
0.68,4.75,58.0,68
0.68,4.77,59.0,68
0.68,4.79,60.0,68
0.68,4.82,61.0,68
0.68,4.83,62.0,68
0.68,4.83,63.0,68
0.68,4.84,64.0,68
0.68,4.84,65.0,68
0.68,4.85,66.0,68
0.68,4.87,67.0,68
0.68,4.87,68.0,68
0.68,4.87,69.0,68
0.68,4.87,70.0,68
0.68,4.89,71.0,68
0.68,4.89,72.0,68
0.68,4.91,73.0,68
0.68,4.93,74.0,68
0.68,4.93,75.0,68
0.68,4.93,76.0,68
0.68,4.93,77.0,68
0.68,4.94,78.0,68
0.68,4.96,79.0,68
0.68,4.96,80.0,68
0.68,4.97,81.0,68
0.68,4.98,82.0,68
0.68,4.98,83.0,68
0.68,4.98,84.0,68
0.68,4.99,85.0,68
0.68,4.99,86.0,68
0.68,4.99,87.0,68
0.68,4.99,88.0,68
0.68,4.99,89.0,68
0.68,4.99,90.0,68
0.68,4.99,91.0,68
0.68,4.99,92.0,68
0.68,4.99,93.0,68
0.68,4.99,94.0,68
0.68,5.0,95.0,68
0.68,5.0,96.0,68
0.68,5.0,97.0,68
0.68,5.0,98.0,68
0.68,5.0,99.0,68
0.68,5.0,100.0,68
0.68,5.0,101.0,68
0.68,5.0,102.0,68
0.68,5.0,103.0,68
0.68,5.0,104.0,68
0.68,5.0,105.0,68
0.68,5.0,106.0,68
0.68,5.0,107.0,68
0.68,5.0,108.0,68
0.69,0.57,1.0,69
0.69,0.9,2.0,69
0.69,1.12,3.0,69
0.69,1.44,4.0,69
0.69,1.66,5.0,69
0.69,1.97,6.0,69
0.69,2.18,7.0,69
0.69,2.29,8.0,69
0.69,2.48,9.0,69
0.69,2.6,10.0,69
0.69,2.77,11.0,69
0.69,2.88,12.0,69
0.69,3.05,13.0,69
0.69,3.16,14.0,69
0.69,3.26,15.0,69
0.69,3.34,16.0,69
0.69,3.43,17.0,69
0.69,3.46,18.0,69
0.69,3.51,19.0,69
0.69,3.6,20.0,69
0.69,3.7,21.0,69
0.69,3.73,22.0,69
0.69,3.78,23.0,69
0.69,3.83,24.0,69
0.69,3.87,25.0,69
0.69,3.89,26.0,69
0.69,3.95,27.0,69
0.69,3.95,28.0,69
0.69,3.98,29.0,69
0.69,4.01,30.0,69
0.69,4.06,31.0,69
0.69,4.12,32.0,69
0.69,4.17,33.0,69
0.69,4.2,34.0,69
0.69,4.25,35.0,69
0.69,4.3,36.0,69
0.69,4.33,37.0,69
0.69,4.36,38.0,69
0.69,4.4,39.0,69
0.69,4.44,40.0,69
0.69,4.46,41.0,69
0.69,4.5,42.0,69
0.69,4.52,43.0,69
0.69,4.54,44.0,69
0.69,4.55,45.0,69
0.69,4.57,46.0,69
0.69,4.57,47.0,69
0.69,4.59,48.0,69
0.69,4.61,49.0,69
0.69,4.64,50.0,69
0.69,4.64,51.0,69
0.69,4.65,52.0,69
0.69,4.65,53.0,69
0.69,4.66,54.0,69
0.69,4.67,55.0,69
0.69,4.69,56.0,69
0.69,4.7,57.0,69
0.69,4.7,58.0,69
0.69,4.7,59.0,69
0.69,4.74,60.0,69
0.69,4.75,61.0,69
0.69,4.76,62.0,69
0.69,4.77,63.0,69
0.69,4.77,64.0,69
0.69,4.78,65.0,69
0.69,4.78,66.0,69
0.69,4.8,67.0,69
0.69,4.8,68.0,69
0.69,4.8,69.0,69
0.69,4.81,70.0,69
0.69,4.83,71.0,69
0.69,4.84,72.0,69
0.69,4.87,73.0,69
0.69,4.88,74.0,69
0.69,4.88,75.0,69
0.69,4.9,76.0,69
0.69,4.92,77.0,69
0.69,4.93,78.0,69
0.69,4.94,79.0,69
0.69,4.94,80.0,69
0.69,4.95,81.0,69
0.69,4.95,82.0,69
0.69,4.96,83.0,69
0.69,4.96,84.0,69
0.69,4.96,85.0,69
0.69,4.96,86.0,69
0.69,4.97,87.0,69
0.69,4.97,88.0,69
0.69,4.97,89.0,69
0.69,4.98,90.0,69
0.69,4.98,91.0,69
0.69,4.98,92.0,69
0.69,5.0,93.0,69
0.69,5.0,94.0,69
0.69,5.0,95.0,69
0.69,5.0,96.0,69
0.69,5.0,97.0,69
0.69,5.0,98.0,69
0.69,5.0,99.0,69
0.69,5.0,100.0,69
0.69,5.0,101.0,69
0.69,5.0,102.0,69
0.69,5.0,103.0,69
0.69,5.0,104.0,69
0.69,5.0,105.0,69
0.69,5.0,106.0,69
0.69,5.0,107.0,69
0.69,5.0,108.0,69
0.7,0.52,1.0,70
0.7,0.9,2.0,70
0.7,1.4,3.0,70
0.7,1.66,4.0,70
0.7,1.89,5.0,70
0.7,2.05,6.0,70
0.7,2.23,7.0,70
0.7,2.38,8.0,70
0.7,2.55,9.0,70
0.7,2.74,10.0,70
0.7,2.8,11.0,70
0.7,2.94,12.0,70
0.7,3.02,13.0,70
0.7,3.15,14.0,70
0.7,3.22,15.0,70
0.7,3.25,16.0,70
0.7,3.29,17.0,70
0.7,3.33,18.0,70
0.7,3.37,19.0,70
0.7,3.5,20.0,70
0.7,3.52,21.0,70
0.7,3.67,22.0,70
0.7,3.7,23.0,70
0.7,3.8,24.0,70
0.7,3.82,25.0,70
0.7,3.87,26.0,70
0.7,3.92,27.0,70
0.7,3.94,28.0,70
0.7,3.97,29.0,70
0.7,3.99,30.0,70
0.7,4.04,31.0,70
0.7,4.07,32.0,70
0.7,4.12,33.0,70
0.7,4.15,34.0,70
0.7,4.17,35.0,70
0.7,4.21,36.0,70
0.7,4.27,37.0,70
0.7,4.29,38.0,70
0.7,4.32,39.0,70
0.7,4.35,40.0,70
0.7,4.4,41.0,70
0.7,4.42,42.0,70
0.7,4.43,43.0,70
0.7,4.46,44.0,70
0.7,4.47,45.0,70
0.7,4.48,46.0,70
0.7,4.52,47.0,70
0.7,4.56,48.0,70
0.7,4.57,49.0,70
0.7,4.57,50.0,70
0.7,4.59,51.0,70
0.7,4.61,52.0,70
0.7,4.63,53.0,70
0.7,4.64,54.0,70
0.7,4.65,55.0,70
0.7,4.66,56.0,70
0.7,4.7,57.0,70
0.7,4.7,58.0,70
0.7,4.73,59.0,70
0.7,4.76,60.0,70
0.7,4.79,61.0,70
0.7,4.79,62.0,70
0.7,4.81,63.0,70
0.7,4.82,64.0,70
0.7,4.83,65.0,70
0.7,4.83,66.0,70
0.7,4.84,67.0,70
0.7,4.85,68.0,70
0.7,4.86,69.0,70
0.7,4.88,70.0,70
0.7,4.88,71.0,70
0.7,4.88,72.0,70
0.7,4.88,73.0,70
0.7,4.88,74.0,70
0.7,4.89,75.0,70
0.7,4.92,76.0,70
0.7,4.92,77.0,70
0.7,4.92,78.0,70
0.7,4.93,79.0,70
0.7,4.93,80.0,70
0.7,4.93,81.0,70
0.7,4.94,82.0,70
0.7,4.94,83.0,70
0.7,4.96,84.0,70
0.7,4.98,85.0,70
0.7,4.98,86.0,70
0.7,4.98,87.0,70
0.7,4.98,88.0,70
0.7,4.99,89.0,70
0.7,4.99,90.0,70
0.7,4.99,91.0,70
0.7,4.99,92.0,70
0.7,5.0,93.0,70
0.7,5.0,94.0,70
0.7,5.0,95.0,70
0.7,5.0,96.0,70
0.7,5.0,97.0,70
0.7,5.0,98.0,70
0.7,5.0,99.0,70
0.7,5.0,100.0,70
0.7,5.0,101.0,70
0.7,5.0,102.0,70
0.7,5.0,103.0,70
0.7,5.0,104.0,70
0.7,5.0,105.0,70
0.7,5.0,106.0,70
0.7,5.0,107.0,70
0.7,5.0,108.0,70
0.71,0.59,1.0,71
0.71,1.0,2.0,71
0.71,1.4,3.0,71
0.71,1.68,4.0,71
0.71,1.83,5.0,71
0.71,2.0,6.0,71
0.71,2.14,7.0,71
0.71,2.37,8.0,71
0.71,2.57,9.0,71
