sample,FD,region,sample_size
1,4.023463775531053,global,40
2,5.118553379078119,global,40
3,4.959429214191542,global,40
4,5.110963825319007,global,40
5,4.573032659557605,global,40
6,4.889688887710382,global,40
7,4.886879365257978,global,40
8,4.701900132974471,global,40
9,4.376881759328612,global,40
10,5.567925382405762,global,40
11,4.495903141126356,global,40
12,4.838666349995955,global,40
13,4.817719381417173,global,40
14,4.9224008555581396,global,40
15,4.261291255675353,global,40
16,5.351650689204852,global,40
17,4.52353615380566,global,40
18,4.082815086111512,global,40
19,4.297106474395727,global,40
20,4.721302732072303,global,40
21,5.500089148617032,global,40
22,5.133249323900153,global,40
23,5.239981961750373,global,40
24,5.111081788794337,global,40
25,4.484904251009527,global,40
26,4.799717869393916,global,40
27,4.244429441587706,global,40
28,4.869369359613572,global,40
29,4.505401918536981,global,40
30,4.957451206025994,global,40
31,4.585360123402298,global,40
32,4.562940039147668,global,40
33,5.625619550640344,global,40
34,4.46831277720755,global,40
35,4.611121858195298,global,40
36,4.400719361199749,global,40
37,4.7341416505517655,global,40
38,4.742755915222893,global,40
39,4.559587137350432,global,40
40,4.615843871376986,global,40
41,4.579566150377525,global,40
42,5.195261867864121,global,40
43,4.255809092572724,global,40
44,4.864992042235617,global,40
45,5.161935791433842,global,40
46,4.609318720654493,global,40
47,4.500684075173165,global,40
48,4.824707837371868,global,40
49,5.314553272661632,global,40
50,4.270333520947894,global,40
51,4.5604880443868225,global,40
52,4.644825103654707,global,40
53,5.110499266015839,global,40
54,4.154202339429151,global,40
55,4.222550796755171,global,40
56,5.6588182105650295,global,40
57,4.67753943205222,global,40
58,5.4911418238193495,global,40
59,4.449413427601607,global,40
60,4.672877460342675,global,40
61,4.881239852398847,global,40
62,5.013942687971138,global,40
63,4.08935609680051,global,40
64,4.393598415543672,global,40
65,5.106505791502369,global,40
66,4.492646589572554,global,40
67,5.353078753259713,global,40
68,4.718795501453044,global,40
69,4.273490561574565,global,40
70,4.7072959775937795,global,40
71,5.026350963145408,global,40
72,4.486750853850007,global,40
73,4.9944910763290205,global,40
74,4.863345006819737,global,40
75,4.414157045551132,global,40
76,5.663660292951635,global,40
77,4.595804927819024,global,40
78,5.593438088366494,global,40
79,5.362587365737541,global,40
80,4.654735509455039,global,40
81,4.684578121014333,global,40
82,4.420862530887805,global,40
83,4.979156607255812,global,40
84,5.19559491743643,global,40
85,4.226262620926228,global,40
86,4.832379572491351,global,40
87,4.627426864049641,global,40
88,4.617606528734725,global,40
89,4.962602993067943,global,40
90,4.876034191642516,global,40
91,5.232045354584992,global,40
92,4.467860469511331,global,40
93,4.581475071811825,global,40
94,4.494659636649667,global,40
95,5.275274490347613,global,40
96,4.794999904941512,global,40
97,5.21085815430098,global,40
98,4.9378224638877954,global,40
99,5.0218534717419505,global,40
100,4.926599811878669,global,40
101,5.233859461571144,global,40
102,4.725857668804656,global,40
103,4.459632211918898,global,40
104,5.253639484674492,global,40
105,4.34342889664896,global,40
106,4.804339696348957,global,40
107,3.887935253834576,global,40
108,4.846224947596709,global,40
109,4.506041300225211,global,40
110,5.322103196881951,global,40
111,5.5448731090921815,global,40
112,4.287640663888501,global,40
113,5.029074973946266,global,40
114,4.985670846947143,global,40
115,4.806009579180869,global,40
116,4.765792510147508,global,40
117,4.291347606246149,global,40
118,4.626695652906866,global,40
119,4.986923485172455,global,40
120,5.614738194023245,global,40
121,5.059042796212551,global,40
122,4.5037724128515455,global,40
123,4.437545104044126,global,40
124,5.320477603109651,global,40
125,4.491870102798135,global,40
126,4.75117227382761,global,40
127,5.258404630601493,global,40
128,4.954149217066814,global,40
129,4.425940773949,global,40
130,4.534524614715958,global,40
131,5.08187612090377,global,40
132,5.801077054921067,global,40
133,5.011857429361378,global,40
134,4.212242646380027,global,40
135,4.706360700626511,global,40
136,4.673165129581523,global,40
137,4.423926252827476,global,40
138,4.310857309884612,global,40
139,4.820010871258814,global,40
140,4.507426439957882,global,40
141,4.7810882699294615,global,40
142,4.2588774685629005,global,40
143,5.454087375689616,global,40
144,4.520490016727651,global,40
145,4.645875986159174,global,40
146,4.516688892133445,global,40
147,5.743488483611745,global,40
148,5.8791692723380935,global,40
149,4.636014436553309,global,40
150,4.931286792144689,global,40
151,5.109567061275754,global,40
152,5.013666888216195,global,40
153,4.5913683920601835,global,40
154,4.737495393294656,global,40
155,5.133078693096061,global,40
156,5.10157031525503,global,40
157,4.467437897786593,global,40
158,4.464608848015948,global,40
159,5.027384993959428,global,40
160,4.492565456043688,global,40
161,4.770846485526573,global,40
162,4.964757365847436,global,40
163,4.702456042064328,global,40
164,4.569315114850234,global,40
165,5.018024744755186,global,40
166,5.293534510388082,global,40
167,4.7976673372518315,global,40
168,5.231334438212111,global,40
169,5.444762296851519,global,40
170,4.771900516767963,global,40
171,4.483024630907486,global,40
172,4.2638128235895945,global,40
173,4.430201744870622,global,40
174,4.489593666359695,global,40
175,4.992656952462646,global,40
176,4.744719057492932,global,40
177,4.230824344681841,global,40
178,5.0425428675437205,global,40
179,4.3796230734579265,global,40
180,4.567345542512225,global,40
181,4.588678691079714,global,40
182,5.861081379148269,global,40
183,6.1268582305323385,global,40
184,4.896541131029514,global,40
185,4.691069299582348,global,40
