Median,2.5%,97.5%,rda_threshold
1150.3553002492777,1066.7340521088868,1198.8925320192072,0.33
-0.32520421510063396,-0.3648932892707475,-0.2787645233498554,0.33
1186.2307606574072,1103.8325348316746,1233.2709277559302,0.34
-0.32506031564578347,-0.36275693566716016,-0.2791965790120454,0.34
1218.9720770197046,1127.7300337146576,1270.2703820301488,0.35000000000000003
-0.3246419494008689,-0.3638365131184507,-0.27716094408485387,0.35000000000000003
1254.8592138332933,1160.734858514463,1306.9401068081606,0.36000000000000004
-0.3253546377318683,-0.3614808809280394,-0.2775624438924465,0.36000000000000004
1290.2140225003086,1198.7652569133922,1340.5460595693062,0.37
-0.3250524016709801,-0.3617097424347812,-0.27846462858656046,0.37
1323.902279501762,1225.4563323761843,1378.3816886349312,0.38
-0.3250956737602609,-0.3602375490853597,-0.27698466766655205,0.38
1357.288717586044,1257.8693989303254,1417.2332093964824,0.39
-0.32502578115372555,-0.3627122562323778,-0.27540376412821427,0.39
1395.0745237459112,1293.3225547822694,1452.448795875811,0.4
-0.3254279684305956,-0.3624718647390643,-0.27795330571466703,0.4
1428.3144366886045,1320.0935613590839,1488.4370192399922,0.41000000000000003
-0.32464337017122635,-0.36323262363397824,-0.27696235099868494,0.41000000000000003
1463.3277891039065,1354.3250931839016,1529.79406750924,0.42000000000000004
-0.3250533394576217,-0.36288904119679616,-0.2738061406069428,0.42000000000000004
1499.3001165261958,1395.7489683684037,1559.682715640093,0.43
-0.3256042796414718,-0.3626064807937247,-0.27808350152778977,0.43
1533.445388425202,1416.8423249747393,1596.747839824167,0.44
-0.32454339194970416,-0.3616217481759487,-0.2751086898301085,0.44
1567.6163703438438,1461.6917146958656,1634.9483244437533,0.45
-0.3241186533068951,-0.363611755864854,-0.2783723594662153,0.45
1601.2003072647303,1483.83996353963,1669.1760143430333,0.46
-0.3241413961197504,-0.36346139061392013,-0.2757734719762861,0.46
1637.980328397037,1517.0621110116895,1707.6590811377098,0.47000000000000003
-0.32539098341090716,-0.3618260136522345,-0.27645831069506144,0.47000000000000003
1673.1406471737098,1547.5917272256565,1745.2943845691912,0.48000000000000004
-0.3253086779862865,-0.36524344787441204,-0.2736502625032554,0.48000000000000004
1707.5408190213418,1580.0215549366726,1776.2243298875646,0.49
-0.3246938118865004,-0.36379467929163234,-0.2754811862507702,0.49
1744.1791216188942,1613.9558370331972,1812.078699277677,0.5
-0.32460044659730874,-0.36047239065685793,-0.2740860326602552,0.5
1776.3788215558718,1642.1363858612815,1850.2855518345568,0.51
-0.32490852735050735,-0.36015365813686656,-0.27545928948239373,0.51
1810.720132526745,1670.110218526768,1884.6570565810086,0.52
-0.3240357304256177,-0.3618948043271663,-0.2746922587673893,0.52
1847.552432415786,1703.7860168946038,1927.796269526067,0.53
-0.32480465106881073,-0.3651748504173601,-0.27365283131577145,0.53
1881.4300534085687,1747.2969347458056,1964.0702487383735,0.54
-0.32454756868468615,-0.36344001086284383,-0.27620972318578574,0.54
1918.6638339313079,1781.4765215744462,2002.6727800694955,0.55
-0.3258956430021355,-0.3667261442348956,-0.2807775869016788,0.55
1952.172618488354,1816.1366188941356,2031.6555609378124,0.56
-0.3242331867536681,-0.36400378883171824,-0.2775627760529136,0.56
1986.7001087406366,1844.8052835625763,2063.8185020472483,0.5700000000000001
-0.32486524350375506,-0.3617622277267458,-0.27743993891187646,0.5700000000000001
2020.6955947950246,1868.5062102281047,2105.8800196042357,0.5800000000000001
-0.32476948890833496,-0.3609518856451238,-0.2767551607178302,0.5800000000000001
2055.8727170982597,1906.1806960864951,2142.562100353243,0.59
-0.32424855954278897,-0.36197952220420043,-0.27787219716016626,0.59
2092.355239232652,1936.3371437226622,2179.0891979771704,0.6
-0.3260174191699657,-0.3651378865741027,-0.2763096130821067,0.6
2129.010649400357,1969.4011506380207,2217.3560055466564,0.61
-0.32534787728151526,-0.3628729903513453,-0.2748833872519166,0.61
2161.7184760636183,2004.4229313408646,2251.443945307271,0.62
-0.3255220329024069,-0.36153663946333997,-0.2764099543289125,0.62
2198.3446638644837,2035.9616384566743,2286.3708644012177,0.63
-0.3248027750008551,-0.36445394319329405,-0.2766218813325968,0.63
2231.379619192833,2064.620338347952,2326.0213528095746,0.64
-0.32565182233788786,-0.36688872584680604,-0.2762516298618233,0.64
2266.364080007909,2096.8568749768883,2361.9108203190904,0.65
-0.32488754604661096,-0.36503177231756084,-0.2744116731135964,0.65
2300.9366404057105,2132.108620987617,2402.206507593961,0.66
-0.32475031040269714,-0.3656775168063559,-0.2746426400070822,0.66
2337.089708943337,2158.733452464487,2435.9014654839657,0.67
-0.3250614338740861,-0.3624303745026872,-0.27745156180349856,0.67
2370.506459005033,2191.105454123853,2472.779674369624,0.68
-0.3254916437095822,-0.3647361174626858,-0.2755282053819291,0.68
2403.863445397288,2228.0037315493782,2513.3255996521298,0.6900000000000001
-0.32661479093155604,-0.3673259192859575,-0.27777592669867335,0.6900000000000001
2439.94025374838,2265.231498343502,2541.974701778572,0.7000000000000001
-0.3253031891207682,-0.364243582892846,-0.27788571905191417,0.7000000000000001
2479.3119570870886,2290.648300504481,2588.7868709516188,0.7100000000000001
-0.3254345782998085,-0.3651838851462635,-0.27669361466327813,0.7100000000000001
2508.768838781032,2318.8318806237216,2622.9656193482815,0.72
-0.32578868545769313,-0.36630269631578144,-0.2771358123373723,0.72
2542.5442822958653,2354.641736419723,2654.562284261353,0.73
-0.3246482632470917,-0.36258990020321497,-0.2760166630791309,0.73
2577.4531137991535,2378.6976880837565,2688.6916607000385,0.74
-0.32398266238900036,-0.36483514869206357,-0.275691670390255,0.74
2615.0878751299747,2408.0735690491556,2724.067076000539,0.75
-0.32517558993768564,-0.3635628208339064,-0.2756648887804022,0.75
2650.473037710734,2451.972428618542,2760.9350579239267,0.76
-0.3258907756506031,-0.36493544234539876,-0.2739816079922316,0.76
2682.68405364742,2491.565886203362,2804.8801031282487,0.77
-0.3246040323616342,-0.3639217106398722,-0.27566288700723357,0.77
2719.894184386205,2517.714067053091,2837.5276375454055,0.78
-0.3248327822295227,-0.36208286512810006,-0.2789606734072339,0.78
2755.231010467424,2553.832975580915,2869.366489237353,0.79
-0.3244650468652323,-0.36310650104879494,-0.2772072051422842,0.79
2788.999028497522,2581.6099605320114,2910.856908335943,0.8
-0.32482788990905015,-0.3648347341557526,-0.2785579257690877,0.8
2820.812129026078,2605.117149578463,2941.173792242504,0.81
-0.32426589577561005,-0.3611624655281589,-0.27364744427031185,0.81
2860.123517012639,2655.196124816616,2982.528070984629,0.8200000000000001
-0.32488694234653337,-0.36272073232708024,-0.2784292452732323,0.8200000000000001
2888.69210023483,2677.2206496589292,3023.7143494144134,0.8300000000000001
-0.3248497355135975,-0.36663703509233314,-0.2764663178849819,0.8300000000000001
2926.973324839081,2722.9259135917837,3054.150565072776,0.8400000000000001
-0.32526921500122574,-0.3617714307154422,-0.2795444436538206,0.8400000000000001
2961.0514363770017,2733.8535952887123,3094.161230898828,0.85
-0.3249651951633896,-0.3627755869390494,-0.2782865213145887,0.85
2998.0805295464806,2784.0198148432833,3120.269766965683,0.86
-0.325179886347316,-0.3624966212583255,-0.2783525196909346,0.86
3034.7652438390414,2801.2848479726326,3165.0757467290614,0.87
-0.32564648764999343,-0.3613127616869988,-0.27558152733818375,0.87
3068.445028411996,2849.1697816963015,3194.9433354585335,0.88
-0.32571593902171814,-0.3622193623456889,-0.2755416984434938,0.88
3102.2273438355005,2862.1146201622514,3232.6846594998683,0.89
-0.3247387332215267,-0.3630585843568284,-0.27806026563481395,0.89
3133.5504964047645,2911.5156004790397,3282.449984463134,0.9
-0.32443546582597094,-0.36287051525848363,-0.2763287623402374,0.9
3177.235119889686,2941.543126912006,3307.1533025389413,0.91
-0.32542199294811025,-0.36466203541331804,-0.2788570931733206,0.91
3201.7663160328716,2975.3896465497673,3357.1814921882774,0.92
-0.32447733047293076,-0.3644778132050193,-0.2770423094293278,0.92
3244.1967694087098,3000.265015605136,3376.498535293668,0.93
-0.32444875802626516,-0.36547212135412804,-0.27876166315254863,0.93
3277.3802019070035,3045.6966427617294,3408.5501412601475,0.9400000000000001
-0.3249377300873561,-0.36198944635267694,-0.2793931987983591,0.9400000000000001
3312.0714047301594,3057.729471451961,3456.46582954748,0.9500000000000001
-0.3256393159858234,-0.3652322875846031,-0.27454153142100185,0.9500000000000001
3346.887182063506,3105.8362883329087,3499.1672123473495,0.9600000000000001
-0.3244854996225106,-0.36437257876326534,-0.2769279182758269,0.9600000000000001
3380.0224285857867,3123.420443168627,3520.192100087093,0.97
-0.3242308915391115,-0.36171189740799026,-0.2760699261674843,0.97
3411.7501027974995,3165.242829460051,3556.6665741299757,0.98
-0.32451926133920406,-0.3643671893378237,-0.2766669880422763,0.98
3447.3142255432804,3193.5698639159364,3594.4470085210114,0.99
-0.32410897886333995,-0.3650305580347265,-0.2758342746999205,0.99
3488.153362061288,3246.6914626446446,3639.8397943690666,1
-0.32687662361361985,-0.3653244883605015,-0.280776066492179,1
