Median,2.5%,97.5%,rda_threshold
34.89752218704486,32.39993203100902,36.3894710553034,0.01
-0.3268932840299386,-0.36699486150842225,-0.2777209006060949,0.01
69.73627966596385,64.34073992617996,72.62157351209905,0.02
-0.32472852133494295,-0.3642575686537154,-0.2706160331456841,0.02
104.45417410175111,97.3094521334229,108.68937799518088,0.03
-0.3251212943081906,-0.3626787232563546,-0.28027168231930066,0.03
139.19012947578824,128.90190645731806,145.53715099030856,0.04
-0.3244161970499681,-0.36292858848174847,-0.27918405393203466,0.04
174.12980814664553,161.35956489583347,181.04069304370208,0.05
-0.3244778374450471,-0.3629587131134579,-0.27590819360799806,0.05
208.93648221140657,194.29108257435715,218.6166543957798,0.060000000000000005
-0.32569948675691224,-0.36714205287480045,-0.2773109692405633,0.060000000000000005
244.08661824565087,224.4482600332004,254.7536467770134,0.06999999999999999
-0.32518093292349437,-0.3627575470752306,-0.2771260206760354,0.06999999999999999
278.5991535472905,258.37754446997343,290.4887959436143,0.08
-0.32447169454482405,-0.36189238305482135,-0.2770471350375339,0.08
313.6148527422296,289.584350142462,326.7575416266659,0.09
-0.3245806602024341,-0.3622576042168714,-0.2743795828009789,0.09
348.86702968026555,323.90454722301627,363.068605750123,0.09999999999999999
-0.32549911410812876,-0.36514927989343426,-0.279399772035408,0.09999999999999999
383.52340861589016,353.3407990305575,401.5170252456871,0.11
-0.3243545723594993,-0.36631245609136664,-0.2742097710814027,0.11
418.82395375930554,386.9112347028646,437.89244193935235,0.12
-0.3247741615215412,-0.3669984359042466,-0.27633311026735874,0.12
452.9779096939986,419.2794433171873,472.04863817358574,0.13
-0.3243410493625154,-0.36332112527967486,-0.276806725400613,0.13
488.3378114148963,452.39694886914094,508.52900954454714,0.14
-0.324364024584383,-0.3637738820780455,-0.27912854818162863,0.14
523.1158227978352,484.24093466347176,545.1495309795205,0.15000000000000002
-0.3240778739558975,-0.3616809868169346,-0.27866984348186224,0.15000000000000002
557.8252603678521,514.3736292738561,581.8790114091241,0.16
-0.3244214215322627,-0.36486554816830213,-0.2740613552481178,0.16
592.6895708412733,548.2050913225091,618.0873467201097,0.17
-0.32464949485569833,-0.3660854083029378,-0.2765670107613081,0.17
628.0580500486788,581.5631107925511,653.9426355297488,0.18000000000000002
-0.3255123629581034,-0.36327013288708987,-0.2756496875367141,0.18000000000000002
661.8255922561791,614.7618589608287,689.7698428868692,0.19
-0.32609722264802077,-0.36302442788204625,-0.2788257424148306,0.19
697.4273622122315,648.5687064506968,725.1910038765707,0.2
-0.3260395049347833,-0.36291185631867123,-0.2766405071474001,0.2
731.4562311074359,677.2566229403988,762.8488882293539,0.21000000000000002
-0.3252290537978894,-0.3625540517725018,-0.2781943510519101,0.21000000000000002
766.4945409611006,707.56723266578,800.2632048221902,0.22
-0.3248052845006297,-0.3637363817441278,-0.2751352699985883,0.22
801.3993172636133,744.2467741274661,838.0784211969559,0.23
-0.3250031371411135,-0.36284917882605394,-0.27629219555071205,0.23
835.4041047230536,776.0574009705772,872.2848665788943,0.24000000000000002
-0.32408161754291415,-0.36401709025420337,-0.2770949525083946,0.24000000000000002
871.4650952146271,807.6320640292915,909.1901675193827,0.25
-0.3244936398874501,-0.36403702042550684,-0.2768610743134596,0.25
907.011699110434,843.3694515057282,945.487794209596,0.26
-0.325781451871889,-0.3643624557493179,-0.2760303773778495,0.26
942.1695718961372,872.1076057457549,977.7359865829014,0.27
-0.3257180621511621,-0.3632370770418688,-0.2777230257173511,0.27
977.1486150565702,904.3018854273164,1018.6265376381101,0.28
-0.3249504066073048,-0.3630713740030948,-0.278096622009962,0.28
1009.0278923233816,931.77891034971,1055.3665245816776,0.29000000000000004
-0.3231260468210682,-0.3666234732545141,-0.27555522014898454,0.29000000000000004
1045.2899278896994,968.7785650980394,1086.4773742168184,0.3
-0.3257152113486005,-0.3625457047330972,-0.2782021715302963,0.3
1080.639422664929,996.5400485675384,1127.383194406601,0.31
-0.3258945622958923,-0.36133490474560004,-0.2767383202230361,0.31
1116.4408362553781,1032.4873213695846,1162.9107846877275,0.32
-0.3248171672578784,-0.36518441978118343,-0.2769854576910404,0.32
