replicate,res,sample_size
1,0.7284190447422451,29
2,0.6941002067520784,40
3,0.7521319976166428,42
4,0.6412415730488769,27
5,0.699967881481469,36
6,0.6811143504896473,52
7,0.6101859026940912,40
8,0.7203369555398728,57
9,0.8227557286303423,25
10,0.6638725678544227,49
11,0.8272296717930447,51
12,0.6760132074324918,41
13,0.7046711945942524,35
14,0.6175694667771849,38
15,0.6278539018353965,29
16,0.6902891864383046,40
17,0.6386745349803826,42
18,0.6978598990823681,27
19,0.6992696936038283,36
20,0.6802897154471167,52
21,0.6789652607251964,40
22,0.6922909856029364,57
23,0.7144199759300501,25
24,0.6546563150625203,49
25,0.6521978903014581,51
26,0.6775964206008067,41
27,0.7147947586286464,35
28,0.7208171198911979,38
29,0.6625765230595896,29
30,0.7112650523321513,40
31,0.6844969828909517,42
32,0.76696684855725,27
33,0.6076353272255577,36
34,0.7332326899118887,52
35,0.688472158840327,40
36,0.6211413187481519,57
37,0.6507406965590764,25
38,0.813830853644427,49
39,0.7666708908395304,51
40,0.7111232375581945,41
41,0.6578599700046381,35
42,0.6760004753968574,38
43,0.714501553105166,29
44,0.764944746883614,40
45,0.6771742236643137,42
46,0.7708191917230098,27
47,0.7878358645797248,36
48,0.7098389672832279,52
49,0.624238577582309,40
50,0.6420569031654502,57
51,0.7251297669800474,25
52,0.6156096605368304,49
53,0.6896769778954892,51
54,0.6597932203709592,41
55,0.576113271023938,35
56,0.6279556372812358,38
57,0.6632993094786827,29
58,0.6824653126902726,40
59,0.7229478153402876,42
60,0.6404403212852134,27
61,0.8072481478816874,36
62,0.6576391171913119,52
63,0.6497306712171482,40
64,0.6171866333462794,57
65,0.8041267464653249,25
66,0.6521464155189529,49
67,0.6614430418987436,51
68,0.6031123240252005,41
69,0.6804463102810956,35
70,0.675308780695505,38
71,0.7820581840363467,29
72,0.6700323727520547,40
73,0.6797839301134772,42
74,0.8145207394800478,27
75,0.7242655232031859,36
76,0.6993289194581748,52
77,0.7091448010890998,40
78,0.6662761025291042,57
79,0.7258706828648626,25
80,0.7152855465902874,49
81,0.6994345682751264,51
82,0.6778173007904765,41
83,0.7952866770362395,35
84,0.6807233879492887,38
85,0.8191320055630593,29
86,0.6317854237582587,40
87,0.7481397751352183,42
88,0.7117738259732442,27
89,0.7274533236954963,36
90,0.6597445981940535,52
91,0.6807236772946903,40
92,0.6756090932319012,57
93,0.7063610544639571,25
94,0.7325733562136163,49
95,0.7493851243098996,51
96,0.7232307409328322,41
97,0.6303845798761072,35
98,0.6903023068614614,38
99,0.6883586226993227,29
100,0.7385693543789769,40
101,0.6710222388526915,42
102,0.7672145367665328,27
103,0.6864051749311554,36
104,0.6942415189565935,52
105,0.7156350715006949,40
106,0.75554701189957,57
107,0.74911502001733965,25
108,0.6565688883540228,49
109,0.7305919049252264,51
110,0.6879910544069598,41
111,0.7205415995617163,35
112,0.6218141437329525,38
113,0.8483710255710394,29
114,0.6825290772590575,40
115,0.725053847864604,42
116,0.770479649131867,27
117,0.7452367621487881,36
118,0.6960549961715685,52
119,0.7062652817349577,40
120,0.6193083222937693,57
121,0.7284975473680749,25
122,0.6248465634123718,49
123,0.70446792944781,51
124,0.733957069330332,41
125,0.6654225976186735,35
126,0.7728753496369019,38
127,0.7347088812591719,29
128,0.7750859798025462,40
129,0.6512471541207877,42
130,0.80624889174488,27
131,0.6732890060432919,36
132,0.6200704438587971,52
133,0.672370406883521,40
134,0.7540748440265701,57
135,0.5557744066122977,25
136,0.6893260493228552,49
137,0.7495203495723575,51
138,0.7476779935275967,41
139,0.8249351985207324,35
140,0.6877144976655328,38
141,0.6763803792180869,29
142,0.7324951527025503,40
143,0.6620590796857334,42
144,0.7023871715432649,27
145,0.5887538025781371,36
146,0.708348285417025,52
147,0.7454900941002914,40
148,0.7247903428453588,57
149,0.7832692581839082,25
150,0.598304912474595,49
151,0.7055327703132739,51
152,0.7236811861517533,41
153,0.8177100779906694,35
154,0.6469845474747508,38
155,0.7664698306339188,29
156,0.6022244107721392,40
157,0.660697329810259,42
158,0.7478036278336055,27
159,0.7527244420177844,36
160,0.7353665153252918,52
161,0.6856354219727805,40
162,0.6759489756654128,57
163,0.7791472557890345,25
164,0.7528225172150929,49
165,0.6859556188553321,51
166,0.6630448292062454,41
167,0.6414221248340043,35
168,0.6451808709496017,38
169,0.7185436689197352,29
170,0.6112676407803611,40
171,0.7430358417822908,42
172,0.7787540224045579,27
173,0.7616682160069995,36
174,0.6814319162451734,52
175,0.6925210704706485,40
176,0.6759446209102294,57
177,0.7493650943041396,25
178,0.6723444444685764,49
179,0.6337861333417664,51
180,0.7371107606820204,41
181,0.6628054323730803,35
182,0.7151627941969786,38
183,0.7636759973498161,29
184,0.6656794426702699,40
185,0.6556298592777685,42
186,0.732915689553863,27
187,0.7326989463186514,36
188,0.7182633367587178,52
189,0.6274670196775332,40
190,0.6925287188303574,57
191,0.6778049664468773,25
192,0.6606762014704962,49
193,0.7095430988840691,51
194,0.6797208296898345,41
195,0.7432179436529726,35
196,0.6679947080075597,38
197,0.7856460752723929,29
198,0.6817980169356265,40
199,0.6526734848263701,42
200,0.8148568162423095,27
201,0.6750148315283137,36
202,0.7080917878919539,52
203,0.7859322791467149,40
204,0.7536912924686624,57
205,0.7870142266721176,25
206,0.683359655601315,49
207,0.6105028192101012,51
208,0.6744932403126828,41
209,0.6853247700303848,35
210,0.7205953128704015,38
211,0.7164108057944282,29
212,0.7390733580543254,40
213,0.7362783328722988,42
214,0.7023448628477621,27
215,0.7097559674723799,36
216,0.7729135889752398,52
