ref_info,Bibliography,biblioid2,seanuts_id2,food_item_id_2,food_name_clean,database,nutrient_ref,species_name,genus_species,subgroup,prot_g,protcnt_g,protein_g,fat_g,fapun3,fapun_all_g,epa,dha,ca_mg,zn_mg,fe_mg,tl,length_from_study,length_source,abs_lat,latitude,slmax,slmax_nov28,slmax_source,lwa,lwb,country_region,isscaap_cat,isscaap,season,asfis_scientific_name_fishbase_swap_in_progress,season.x,season.y,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,FoodTroph,FoodSeTroph,IsoTroph,IsoseTroph,EcoTroph,EcoseTroph,StockCode,SpecCode.x,SpecCode.y,Genus,Species,FBname,Subfamily,DemersPelag,AnaCat,DepthRangeShallow,DepthRangeDeep,LTypeMaxM,LTypeMaxF,LTypeComM,LTypeComF,Length,CommonLength,CommonLengthF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Sp2000_HierarchyCode,reference,Fresh,Marine,BrackishWater,Brack,LengthFemale,MaxLengthRef,notes,weight_from_study,Mar_fresh,wild_farmed,body_parts_included_excluded,included_excluded,X20,vit_a_IU,K_mg,mg_mg,X32
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586","Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",fi89,79,900558,Atlantic_bonito_wild_muscle_tissue_raw,NA,NA,Sarda sarda,Sarda sarda,Finfish,NA,17.78,NA,1.13,NA,NA,NA,NA,71.08,0.513,13.37,4.2,NA,NA,41.00527,41.00527,90.0,NA,NA,0.0051,3.180000067,NA,"Tunas, bonitos, billfishes",NA,07-Jul,NA,NA,NA,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,4.5,NA,4.34,0.83,NA,NA,NA,NA,129,115,115,Sarda,sarda,Atlantic bonito,Scombrinae,pelagic-neritic,oceanodromous,80,200,FL,NA,FL,NA,91.4,50.0,NA,168,11e3,NA,40637,NA,NA,0,NA,NA,-1,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213","Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",fi103,80,900602,Snakehead_murrel_wild_skin-on_raw,NA,NA,Channa striata,Channa striata,Finfish,NA,18.6,NA,0.4,0.0301504,0.0748376,NA,0.022882,71.0,0.7,0.3,3.7,NA,NA,14.903036,14.903036,100.0,NA,http://www.fishbase.org/summary/Channa-striata.html,0.01096,2.92,NA,Miscellaneous freshwater fishes,NA,dry season,NA,NA,NA,mainly animals (troph. 2.8 and up),13497,hunting macrofauna (predator),9497,NA,NA,3.36,0.45,NA,NA,NA,NA,357,343,343,Channa,striata,Striped snakehead,NA,benthopelagic,potamodromous,1,10,SL,NA,TL,NA,100.0,61.0,NA,44091,3e3,NA,40637,NA,NA,-1,NA,NA,-1,NA,2686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363","Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",fi92,81,NA,NA,NA,NA,Solea solea,Solea solea,Finfish,NA,18.36,NA,1.62,NA,NA,NA,NA,70.4694,1.4187,6.0642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solea solea,"Spring (Mar, Apr, May 2007)","Spring (Mar, Apr, May 2007)",mainly animals (troph. 2.8 and up),4645,hunting macrofauna (predator),4645,3.21,0.148,3.29999995231628,0.6585,NA,NA,NA,NA,541,525,525,Solea,solea,Common sole,NA,demersal,oceanodromous,0,150,SL,NA,SL,NA,70.0,35.0,NA,5504,3e3,NA,5504,NA,NA,0,NA,NA,-1,NA,4710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586","Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",fi89,82,900561,Atlantic_bonito_wild_muscle_tissue_raw,NA,NA,Sarda sarda,Sarda sarda,Finfish,NA,20.67,NA,17.37,NA,NA,NA,NA,70.05,0.412,13.22,4.2,NA,NA,41.00527,41.00527,90.0,NA,NA,0.0051,3.180000067,NA,"Tunas, bonitos, billfishes",NA,07-Oct,NA,NA,NA,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,4.5,NA,4.34,0.83,NA,NA,NA,NA,129,115,115,Sarda,sarda,Atlantic bonito,Scombrinae,pelagic-neritic,oceanodromous,80,200,FL,NA,FL,NA,91.4,50.0,NA,168,11e3,NA,40637,NA,NA,0,NA,NA,-1,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381","Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",fi32,83,900156,Aspe_wild_skinless_fillet_raw,NA,NA,Aspius aspius,NA NA,Finfish,NA,21.0,NA,7.3,NA,NA,NA,NA,70.0,0.6,0.9,4.5,NA,NA,41.53,41.53,120.0,NA,http://www.fishbase.org/summary/4783,NA,NA,NA,"Carps, barbels and other cyprinids",NA,Summer 1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381","Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",fi32,84,900157,Aspe_wild_skinless_fillet_raw,NA,NA,Aspius aspius,NA NA,Finfish,NA,23.0,NA,6.2,NA,NA,NA,NA,70.0,0.7,1.0,4.5,NA,NA,41.53,41.53,120.0,NA,http://www.fishbase.org/summary/4783,NA,NA,NA,"Carps, barbels and other cyprinids",NA,Summer 1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381","Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",fi32,85,900161,Carp_wild_skinless_fillet_raw,NA,NA,Cyprinus carpio,Cyprinus carpio,Finfish,NA,19.0,NA,1.2,NA,NA,NA,NA,69.0,0.9,0.6,3.0,NA,NA,41.53,41.53,110.0,NA,http://www.fishbase.org/summary/1452,0.02089,2.91,NA,"Carps, barbels and other cyprinids",NA,Summer 1988,NA,NA,NA,plants/detritus+animals (troph. 2.2-2.79),6258,hunting macrofauna (predator),6258,3.06,NA,3.05,0.39,NA,NA,NA,NA,1643,1450,1450,Cyprinus,carpio,Common carp,Cyprininae,benthopelagic,potamodromous,NA,NA,TL,NA,TL,NA,120.0,31.0,NA,3561,40090.0,NA,72380,NA,NA,-1,NA,NA,-1,NA,27549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Álvarez V., Medina I., Prego R., Aubourg S.P. (2009). Lipid and mineral distribution in different zones of farmed and wild blackspot seabream (Pagellus bogaraveo). Eur. J. Lipid Sci. Technol. 111: 957-966","Álvarez V., Medina I., Prego R., Aubourg S.P. (2009). Lipid and mineral distribution in different zones of farmed and wild blackspot seabream (Pagellus bogaraveo). Eur. J. Lipid Sci. Technol. 111: 957-966",fi76,86,900405,Blackspot_seabream_wild_tail_white_muscle_fillet_raw,NA,NA,Pagellus bogaraveo,Pagellus bogaraveo,Finfish,NA,NA,NA,0.52,NA,0.26,0.018,0.203,69.0,0.356,0.19,3.66,37.0,NA,42.575055,42.575055,70.0,NA,NA,0.0124,3.137000084,NA,Miscellaneous coastal fishes,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3688,hunting macrofauna (predator),3688,4.21,0.55,3.73,0.56,NA,NA,NA,NA,906,890,890,Pagellus,bogaraveo,Blackspot seabream,NA,benthopelagic,NA,NA,700,SL,NA,SL,NA,70.0,30.0,NA,4781,4e3,NA,9987,NA,NA,0,NA,NA,0,NA,4781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Álvarez V., Medina I., Prego R., Aubourg S.P. (2009). Lipid and mineral distribution in different zones of farmed and wild blackspot seabream (Pagellus bogaraveo). Eur. J. Lipid Sci. Technol. 111: 957-966","Álvarez V., Medina I., Prego R., Aubourg S.P. (2009). Lipid and mineral distribution in different zones of farmed and wild blackspot seabream (Pagellus bogaraveo). Eur. J. Lipid Sci. Technol. 111: 957-966",fi76,86,900405,Blackspot_seabream_wild_tail_white_muscle_fillet_raw,NA,NA,Pagellus bogaraveo,Pagellus bogaraveo,Finfish,NA,NA,NA,0.52,NA,0.26,0.018,0.203,69.0,0.356,0.19,3.66,37.0,NA,42.575055,42.575055,70.0,NA,NA,0.0124,3.137000084,NA,Miscellaneous coastal fishes,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3688,hunting macrofauna (predator),3688,4.21,0.55,3.73,0.56,NA,NA,NA,NA,906,890,890,Pagellus,bogaraveo,Blackspot seabream,NA,benthopelagic,NA,NA,700,SL,NA,SL,NA,70.0,30.0,NA,4781,4e3,NA,9987,NA,NA,0,NA,NA,0,NA,4781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194","Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",fi99,87,NA,NA,NA,NA,Epinephelus striatus,Epinephelus striatus,Finfish,NA,19.73,NA,1.68,0.2350326,0.2350326,0.04415764,0.16665948,69.0,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Epinephelus striatus,NA,NA,mainly animals (troph. 2.8 and up),5231,hunting macrofauna (predator),5231,4.06,NA,4.03,0.0214,NA,NA,NA,NA,26,18,18,Epinephelus,striatus,Nassau grouper,Epinephelinae,reef-associated,oceanodromous,1,90,TL,NA,NA,NA,122.0,NA,NA,NA,25e3,NA,5222,NA,NA,0,NA,NA,0,NA,5227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209","Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",fi144,88,900933,Indian_shad_wild_muscle_flesh_raw,NA,NA,Tenualosa ilisha,Tenualosa ilisha,Finfish,NA,15.94,NA,10.18,NA,NA,NA,NA,68.75,NA,NA,2.04,NA,NA,23.232099,23.232099,60.0,NA,NA,0.026900001,2.890000105,NA,Shads,NA,07-May,NA,NA,NA,mainly plants/detritus (troph. 2-2.19),4837,grazing on aquatic plants,4837,NA,NA,2.89,0.29,NA,NA,NA,NA,1789,1596,1596,Tenualosa,ilisha,Hilsa shad,Dorosomatinae,pelagic-neritic,anadromous,NA,200,SL,NA,SL,TL,60.0,36.0,42.0,4832,680.0,2490.0,4832,NA,NA,-1,NA,NA,-1,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209","Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",fi144,88,900933,Indian_shad_wild_muscle_flesh_raw,NA,NA,Tenualosa ilisha,Tenualosa ilisha,Finfish,NA,15.94,NA,10.18,NA,NA,NA,NA,68.75,NA,NA,2.04,NA,NA,23.232099,23.232099,60.0,NA,NA,0.026900001,2.890000105,NA,Shads,NA,07-May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51400,1596,1596,Tenualosa,ilisha,Hilsa shad,Dorosomatinae,pelagic-neritic,anadromous,NA,200,SL,NA,SL,TL,60.0,36.0,42.0,4832,680.0,2490.0,4832,NA,NA,-1,1,0,-1,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carvalho A.F.U., Farias D.F., Barroso C.X., Sombra C.M.L., Silvino A.S., Menezes M.O.T., Soares M.O., Fernandes D.A.O., Gouveia S.T. (2007). Nutritive value of three organisms from mangrove ecosystem: Ucides cordatus (Linnaeus, 1763), Mytella sp. (Soot-Ryen, 1955) and Crassostrea rhizophorae (Guilding, 1828). Braz. J. Biol. 67(4): 787-788","Carvalho A.F.U., Farias D.F., Barroso C.X., Sombra C.M.L., Silvino A.S., Menezes M.O.T., Soares M.O., Fernandes D.A.O., Gouveia S.T. (2007). Nutritive value of three organisms from mangrove ecosystem: Ucides cordatus (Linnaeus, 1763), Mytella sp. (Soot-Ryen, 1955) and Crassostrea rhizophorae (Guilding, 1828). Braz. J. Biol. 67(4): 787-788",fi203,89,902226,Mussel_edible_part_raw,NA,NA,Mytella sp.,NA NA,Molluscs,NA,16.09,NA,1.19,NA,NA,NA,NA,67.76,1.265025,38.48,NA,NA,NA,2.852432,-2.852432,11.0,NA,http://www.sealifebase.ca/summary/Mytilus-edulis.html,NA,NA,NA,Mussels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carvalho A.F.U., Farias D.F., Barroso C.X., Sombra C.M.L., Silvino A.S., Menezes M.O.T., Soares M.O., Fernandes D.A.O., Gouveia S.T. (2007). Nutritive value of three organisms from mangrove ecosystem: Ucides cordatus (Linnaeus, 1763), Mytella sp. (Soot-Ryen, 1955) and Crassostrea rhizophorae (Guilding, 1828). Braz. J. Biol. 67(4): 787-788","Carvalho A.F.U., Farias D.F., Barroso C.X., Sombra C.M.L., Silvino A.S., Menezes M.O.T., Soares M.O., Fernandes D.A.O., Gouveia S.T. (2007). Nutritive value of three organisms from mangrove ecosystem: Ucides cordatus (Linnaeus, 1763), Mytella sp. (Soot-Ryen, 1955) and Crassostrea rhizophorae (Guilding, 1828). Braz. J. Biol. 67(4): 787-788",fi203,89,902226,Mussel_edible_part_raw,NA,NA,Mytella sp.,NA NA,Molluscs,NA,16.09,NA,1.19,NA,NA,NA,NA,67.76,1.265025,38.48,NA,NA,NA,2.852432,-2.852432,11.0,NA,http://www.sealifebase.ca/summary/Mytilus-edulis.html,NA,NA,NA,Mussels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orban E., Di Lana G., Nevigato T., Casini I., Caproni R., Santaroni G., Giulini G. (2006). Nutritional and commercial quality of the striped venus clam, Chamelea gallina, from the Adriatic sea. Food Chemistry 101: 1063-1070","Orban E., Di Lana G., Nevigato T., Casini I., Caproni R., Santaroni G., Giulini G. (2006). Nutritional and commercial quality of the striped venus clam, Chamelea gallina, from the Adriatic sea. Food Chemistry 101: 1063-1070",fi158,90,901004,Venus_clam_wild_edible_meat_incl._intervalvar_fluid_raw,NA,NA,Chamelea gallina,NA NA,Molluscs,NA,10.8,NA,1.59,0.4773756,0.52144104,0.2386878,0.15422904,67.5,1.48,10.7,NA,NA,NA,44.067829,44.067829,5.0,NA,http://www.sealifebase.ca/summary/Chamelea-gallina.html,NA,NA,NA,"Clams, cockles, arkshells",NA,03-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,91,NA,NA,NA,NA,Oncorhynchus kisutch,Oncorhynchus kisutch,Finfish,NA,NA,NA,8.0,NA,NA,NA,NA,66.0,0.7,0.6,4.25,NA,NA,52.372895,52.372895,88.0,108.0,http://www.fishbase.us/summary/245,0.01148,3.08,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),1998,hunting macrofauna (predator),1998,NA,NA,4.18,0.7,NA,NA,NA,NA,259,245,245,Oncorhynchus,kisutch,Coho salmon,Salmoninae,demersal,anadromous,0,250,TL,NA,TL,NA,107.95,71.0,59.5,593,15170.0,NA,40637,NA,NA,-1,NA,NA,-1,65.5,40637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381","Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",fi32,92,900177,Tench_wild_skinless_fillet_raw,NA,NA,Tinca tinca,Tinca tinca,Finfish,NA,19.0,NA,1.2,NA,NA,NA,NA,66.0,1.1,0.9,3.5,NA,NA,41.53,41.53,70.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=269,0.01906,3.03,NA,"Carps, barbels and other cyprinids",NA,Summer 1988,NA,NA,NA,mainly animals (troph. 2.8 and up),12053,hunting macrofauna (predator),NA,3.69,NA,3.27,0.46,NA,NA,NA,NA,283,269,269,Tinca,tinca,Tench,Tincinae,demersal,potamodromous,1,NA,SL,NA,TL,NA,70.0,20.0,NA,556,7500.0,NA,556,NA,NA,-1,NA,NA,-1,NA,44894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Álvarez V., Medina I., Prego R., Aubourg S.P. (2009). Lipid and mineral distribution in different zones of farmed and wild blackspot seabream (Pagellus bogaraveo). Eur. J. Lipid Sci. Technol. 111: 957-966","Álvarez V., Medina I., Prego R., Aubourg S.P. (2009). Lipid and mineral distribution in different zones of farmed and wild blackspot seabream (Pagellus bogaraveo). Eur. J. Lipid Sci. Technol. 111: 957-966",fi76,93,900403,Blackspot_seabream_wild_ventral_white_muscle_fillet_raw,NA,NA,Pagellus bogaraveo,Pagellus bogaraveo,Finfish,NA,NA,NA,0.53,NA,0.277,0.018,0.22,64.0,0.256,0.14,3.66,37.0,NA,42.575055,42.575055,70.0,NA,NA,0.0124,3.137000084,NA,Miscellaneous coastal fishes,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3688,hunting macrofauna (predator),3688,4.21,0.55,3.73,0.56,NA,NA,NA,NA,906,890,890,Pagellus,bogaraveo,Blackspot seabream,NA,benthopelagic,NA,NA,700,SL,NA,SL,NA,70.0,30.0,NA,4781,4e3,NA,9987,NA,NA,0,NA,NA,0,NA,4781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Álvarez V., Medina I., Prego R., Aubourg S.P. (2009). Lipid and mineral distribution in different zones of farmed and wild blackspot seabream (Pagellus bogaraveo). Eur. J. Lipid Sci. Technol. 111: 957-966","Álvarez V., Medina I., Prego R., Aubourg S.P. (2009). Lipid and mineral distribution in different zones of farmed and wild blackspot seabream (Pagellus bogaraveo). Eur. J. Lipid Sci. Technol. 111: 957-966",fi76,93,900403,Blackspot_seabream_wild_ventral_white_muscle_fillet_raw,NA,NA,Pagellus bogaraveo,Pagellus bogaraveo,Finfish,NA,NA,NA,0.53,NA,0.277,0.018,0.22,64.0,0.256,0.14,3.66,37.0,NA,42.575055,42.575055,70.0,NA,NA,0.0124,3.137000084,NA,Miscellaneous coastal fishes,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3688,hunting macrofauna (predator),3688,4.21,0.55,3.73,0.56,NA,NA,NA,NA,906,890,890,Pagellus,bogaraveo,Blackspot seabream,NA,benthopelagic,NA,NA,700,SL,NA,SL,NA,70.0,30.0,NA,4781,4e3,NA,9987,NA,NA,0,NA,NA,0,NA,4781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209","Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",fi144,94,900937,Indian_shad_wild_muscle_flesh_raw,NA,NA,Tenualosa ilisha,Tenualosa ilisha,Finfish,NA,17.28,NA,22.08,NA,NA,NA,NA,63.82,NA,NA,2.04,NA,NA,23.232099,23.232099,60.0,NA,NA,0.026900001,2.890000105,NA,Shads,NA,07-Sep,NA,NA,NA,mainly plants/detritus (troph. 2-2.19),4837,grazing on aquatic plants,4837,NA,NA,2.89,0.29,NA,NA,NA,NA,1789,1596,1596,Tenualosa,ilisha,Hilsa shad,Dorosomatinae,pelagic-neritic,anadromous,NA,200,SL,NA,SL,TL,60.0,36.0,42.0,4832,680.0,2490.0,4832,NA,NA,-1,NA,NA,-1,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209","Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",fi144,94,900937,Indian_shad_wild_muscle_flesh_raw,NA,NA,Tenualosa ilisha,Tenualosa ilisha,Finfish,NA,17.28,NA,22.08,NA,NA,NA,NA,63.82,NA,NA,2.04,NA,NA,23.232099,23.232099,60.0,NA,NA,0.026900001,2.890000105,NA,Shads,NA,07-Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51400,1596,1596,Tenualosa,ilisha,Hilsa shad,Dorosomatinae,pelagic-neritic,anadromous,NA,200,SL,NA,SL,TL,60.0,36.0,42.0,4832,680.0,2490.0,4832,NA,NA,-1,1,0,-1,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586","Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",fi89,95,900552,Atlantic_bonito_wild_muscle_tissue_raw,NA,NA,Sarda sarda,Sarda sarda,Finfish,NA,18.99,NA,5.69,NA,NA,NA,NA,63.77,1.7805,7.97,4.2,NA,NA,41.00527,41.00527,90.0,NA,NA,0.0051,3.180000067,NA,"Tunas, bonitos, billfishes",NA,07-Jan,NA,NA,NA,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,4.5,NA,4.34,0.83,NA,NA,NA,NA,129,115,115,Sarda,sarda,Atlantic bonito,Scombrinae,pelagic-neritic,oceanodromous,80,200,FL,NA,FL,NA,91.4,50.0,NA,168,11e3,NA,40637,NA,NA,0,NA,NA,-1,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209","Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",fi144,96,900935,Indian_shad_wild_muscle_flesh_raw,NA,NA,Tenualosa ilisha,Tenualosa ilisha,Finfish,NA,17.54,NA,18.41,NA,NA,NA,NA,63.36,NA,NA,2.04,NA,NA,23.232099,23.232099,60.0,NA,NA,0.026900001,2.890000105,NA,Shads,NA,07-Jul,NA,NA,NA,mainly plants/detritus (troph. 2-2.19),4837,grazing on aquatic plants,4837,NA,NA,2.89,0.29,NA,NA,NA,NA,1789,1596,1596,Tenualosa,ilisha,Hilsa shad,Dorosomatinae,pelagic-neritic,anadromous,NA,200,SL,NA,SL,TL,60.0,36.0,42.0,4832,680.0,2490.0,4832,NA,NA,-1,NA,NA,-1,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209","Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",fi144,96,900935,Indian_shad_wild_muscle_flesh_raw,NA,NA,Tenualosa ilisha,Tenualosa ilisha,Finfish,NA,17.54,NA,18.41,NA,NA,NA,NA,63.36,NA,NA,2.04,NA,NA,23.232099,23.232099,60.0,NA,NA,0.026900001,2.890000105,NA,Shads,NA,07-Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51400,1596,1596,Tenualosa,ilisha,Hilsa shad,Dorosomatinae,pelagic-neritic,anadromous,NA,200,SL,NA,SL,TL,60.0,36.0,42.0,4832,680.0,2490.0,4832,NA,NA,-1,1,0,-1,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
