seanuts_id2,Species,subgroup,food_name_clean,species_name,part
923,Perca fluviatilis,finfish,Eurasian_perch_wild_muscle_fillet_raw,Perca fluviatilis,muscle
924,Perca fluviatilis,finfish,Eurasian_perch_wild_muscle_fillet_raw,Perca fluviatilis,muscle
925,Perca fluviatilis,finfish,Eurasian_perch_wild_muscle_fillet_raw,Perca fluviatilis,muscle
926,Perca fluviatilis,finfish,Eurasian_perch_wild_muscle_fillet_raw,Perca fluviatilis,muscle
927,Perca fluviatilis,finfish,Eurasian_perch_wild_muscle_fillet_raw,Perca fluviatilis,muscle
928,Perca fluviatilis,finfish,Eurasian_perch_wild_muscle_fillet_raw,Perca fluviatilis,muscle
929,Perca fluviatilis,finfish,Eurasian_perch_wild_muscle_fillet_raw,Perca fluviatilis,muscle
203,Perca fluviatilis,finfish,European_perch_wild_dorsal_muscle_raw,Perca fluviatilis,muscle
209,Perca fluviatilis,finfish,European_perch_wild_dorsal_muscle_raw,Perca fluviatilis,muscle
243,Perca fluviatilis,finfish,European_perch_wild_dorsal_muscle_raw,Perca fluviatilis,muscle
251,Perca fluviatilis,finfish,European_perch_wild_dorsal_muscle_raw,Perca fluviatilis,muscle
261,Perca fluviatilis,finfish,European_perch_wild_dorsal_muscle_raw,Perca fluviatilis,muscle
912,Perca fluviatilis,finfish,Perch_wild_skinless_fillet_raw,Perca fluviatilis,muscle-skinless
913,Perca fluviatilis,finfish,Perch_wild_skinless_fillet_raw,Perca fluviatilis,muscle-skinless
914,Perca fluviatilis,finfish,Perch_wild_skinless_fillet_raw,Perca fluviatilis,muscle-skinless
915,Perca fluviatilis,finfish,Perch_wild_skinless_fillet_raw,Perca fluviatilis,muscle-skinless
916,Perca fluviatilis,finfish,Perch_wild_skinless_fillet_raw,Perca fluviatilis,muscle-skinless
917,Perca fluviatilis,finfish,Perch_wild_skinless_fillet_raw,Perca fluviatilis,muscle-skinless
918,Perca fluviatilis,finfish,Perch_wild_skinless_fillet_raw,Perca fluviatilis,muscle-skinless
919,Perca fluviatilis,finfish,Perch_wild_skinless_fillet_raw,Perca fluviatilis,muscle-skinless
934,Phycis blennoides,finfish,Forked_hake_wild_skinless_fillet_raw,Phycis blennoides,muscle-skinless
942,Platichthys flesus,finfish,Flounder_wild_skinless_fillet_raw,Platichthys flesus,muscle-skinless
943,Platichthys flesus,finfish,Flounder_wild_skinless_fillet_raw,Platichthys flesus,muscle-skinless
944,Platichthys stellatus,finfish,Starry_flounder_wild_fillet_raw,Platichthys stellatus,muscle
217,Pleurogrammus monopterygius,finfish,Atka_mackerel_wild_fillet_raw,Pleurogrammus monopterygius,muscle
947,Pleuronectes platessa,finfish,European_plaice_wild_fillet_with_skin_raw,Pleuronectes platessa,muscle
174,Pleuronectes platessa,finfish,European_plaice_wild_fillet_with_skin_raw,Pleuronectes platessa,muscle
945,Pleuronectes platessa,finfish,Plaice_wild_skinless_fillet_raw,Pleuronectes platessa,muscle-skinless
946,Pleuronectes platessa,finfish,Plaice_wild_skinless_fillet_raw,Pleuronectes platessa,muscle-skinless
950,Pogonias cromis,finfish,Black_drum_wild_fillet_raw,Pogonias cromis,muscle
953,Pollachius virens,finfish,Pollock_saithe_wild_fillet_raw,Pollachius virens,muscle
254,Pollachius virens,finfish,Pollock_saithe_wild_fillet_raw,Pollachius virens,muscle
954,Pollachius virens,finfish,Saithe_wild_skinless_fillet_raw,Pollachius virens,muscle-skinless
955,Pollachius virens,finfish,Saithe_wild_skinless_fillet_raw,Pollachius virens,muscle-skinless
956,Polyprion oxygeneios,finfish,Hapauku_wild_skinless_fillet_frozen,Polyprion oxygeneios,muscle-skinless
957,Pomatomus saltatrix,finfish,Bluefish_adult_fish_muscle_flesh_middle_portion_raw,Pomatomus saltatrix,muscle
180,Pseudoplatystoma fasciatum,finfish,Sorubim_wild_boneless_skinless_fillet_raw,Pseudoplatystoma fasciatum,muscle-skinless
977,Pseudoplatystoma fasciatum,finfish,Barred_sorubim_wild_muscle_flesh_raw,Pseudoplatystoma fasciatum,muscle
978,Pseudoplatystoma fasciatum,finfish,Barred_sorubim_wild_muscle_flesh_raw,Pseudoplatystoma fasciatum,muscle
279,Reinhardtius hippoglossoides,finfish,Greenland_halibut_wild_fillet_raw,Reinhardtius hippoglossoides,muscle
992,Reinhardtius hippoglossoides,finfish,Greenland_halibut_wild_skinless_fillet_raw,Reinhardtius hippoglossoides,muscle-skinless
993,Reinhardtius hippoglossoides,finfish,Greenland_halibut_wild_skinless_fillet_raw,Reinhardtius hippoglossoides,muscle-skinless
994,Rhizoprionodon terraenovae,finfish,Atlantic_sharpnose_shark_wild_fillet_along_dorsal_line_raw,Rhizoprionodon terraenovae,muscle
995,Rutilus frisii,finfish,Kutum_wild_muscle_tissue_raw,Rutilus frisii,muscle
996,Rutilus frisii,finfish,Caspian_kutum_wild_edible_flesh_raw,Rutilus frisii kutum,muscle
269,Rutilus frisii,finfish,Caspian_kutum_wild_edible_flesh_raw,Rutilus frisii kutum,muscle
186,Rutilus rutilus,finfish,Roach_wild_dorsal_muscle_raw,Rutilus rutilus,muscle
199,Rutilus rutilus,finfish,Roach_wild_dorsal_muscle_raw,Rutilus rutilus,muscle
201,Rutilus rutilus,finfish,Roach_wild_dorsal_muscle_raw,Rutilus rutilus,muscle
223,Rutilus rutilus,finfish,Roach_wild_dorsal_muscle_raw,Rutilus rutilus,muscle
227,Rutilus rutilus,finfish,Roach_wild_dorsal_muscle_raw,Rutilus rutilus,muscle
998,Rutilus rutilus,finfish,Roach_wild_skinless_fillet_raw,Rutilus rutilus,muscle-skinless
999,Salmo salar,finfish,Baltic_salmon_wild_skinless_fillet_raw,Salmo salar,muscle-skinless
1000,Salmo salar,finfish,Salmon_wild_skinless_fillet_raw,Salmo salar,muscle-skinless
1001,Salmo salar,finfish,Salmon_wild_skinless_fillet_raw,Salmo salar,muscle-skinless
228,Salvelinus fontinalis,finfish,Brook_trout_wild_female_flesh_raw,Salvelinus fontinalis,muscle
283,Salvelinus fontinalis,finfish,Brook_trout_wild_female_flesh_raw,Salvelinus fontinalis,muscle
284,Salvelinus namaycush,finfish,Lake_trout_wild_female_flesh_raw,Salvelinus namaycush,muscle
68,Sander lucioperca,finfish,Zander_wild_fillet_frozen,Sander lucioperca,muscle
73,Sander lucioperca,finfish,Zander_wild_fillet_frozen,Sander lucioperca,muscle
1002,Sander lucioperca,finfish,Pike_perch_wild_skinless_fillet_raw,Sander lucioperca,muscle-skinless
1004,Sander lucioperca,finfish,Zander_wild_fillet_raw,Sander lucioperca,muscle
1005,Sander lucioperca,finfish,Zander_wild_fillet_raw,Sander lucioperca,muscle
1008,Sander lucioperca,finfish,Pike_perch_wild_edible_flesh_raw,Sander lucioperca,muscle
1009,Sander lucioperca,finfish,Zander_wild_muscle_tissue_raw,Sander lucioperca,muscle
216,Sander lucioperca,finfish,Pike_perch_wild_edible_flesh_raw,Sander lucioperca,muscle
1003,Sander lucioperca,finfish,Pike_perch_wild_boneless_fillet_raw,Sander lucioperca,muscle
1031,Sardinella aurita,finfish,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,whole
1038,Sardinella aurita,finfish,Sardine_wild_fillet_raw,Sardinella aurita,muscle
1039,Sardinella aurita,finfish,Round_sardinella_red_muscle_flesh_raw,Sardinella aurita,muscle
1040,Sardinella aurita,finfish,Round_sardinella_white_muscle_flesh_raw,Sardinella aurita,muscle
1030,Sardinella aurita,finfish,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,whole
1032,Sardinella aurita,finfish,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,whole
1033,Sardinella aurita,finfish,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,whole
1034,Sardinella aurita,finfish,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,whole
1035,Sardinella aurita,finfish,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,whole
1036,Sardinella aurita,finfish,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,whole
1037,Sardinella aurita,finfish,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,whole
1046,Sardinops sagax,finfish,Sardine_wild_whole_fish_raw,Sardinops sagax,whole
106,Scardinius erythrophthalmus,finfish,Rudd_wild_skinless_fillet_raw,Scardinius erythrophthalmus,muscle-skinless
123,Scardinius erythrophthalmus,finfish,Rudd_wild_skinless_fillet_raw,Scardinius erythrophthalmus,muscle-skinless
1053,Scomber japonicus,finfish,Chub_mackerel_wild_skinless_fillet_raw,Scomber japonicus,muscle-skinless
1054,Scomber japonicus,finfish,Chub_mackerel_wild_fillet_frozen,Scomber japonicus,muscle
1055,Scomber japonicus,finfish,Chub_mackerel_wild_skinless_fillet_raw,Scomber japonicus,muscle-skinless
1056,Scomber japonicus,finfish,Mackerel_wild_skinless_muscle_tissue_raw,Scomber japonicus,muscle-skinless
1057,Scomber japonicus,finfish,Chub_mackerel_wild_fillet_frozen,Scomber japonicus,muscle
1058,Scomber japonicus,finfish,Chub_mackerel_wild_skinless_fillet_raw,Scomber japonicus,muscle-skinless
1059,Scomber japonicus,finfish,Chub_mackerel_wild_fillet_frozen,Scomber japonicus,muscle
1066,Scomber japonicus,finfish,Chub_mackerel_wild_edible_flesh_raw,Scomber japonicus/colias,muscle
1065,Scomber scombrus,finfish,Atlantic_mackerel_wild_edible_flesh_raw,Scomber scombrus,muscle
1060,Scomber scombrus,finfish,Atlantic_macerel_wild_fillet_less_skin_raw,Scomber scombrus,muscle
1061,Scomber scombrus,finfish,Atlantic_mackerel_wild_edible_flesh_raw,Scomber scombrus,muscle
1062,Scomber scombrus,finfish,Atlantic_macerel_wild_fillet_less_skin_raw,Scomber scombrus,muscle
1063,Scomber scombrus,finfish,Mackerel_wild_skinless_fillet_raw,Scomber scombrus,muscle-skinless
1064,Scomber scombrus,finfish,Mackerel_wild_skinless_fillet_raw,Scomber scombrus,muscle-skinless
1067,Scomberomorus commerson,finfish,Spanish_mackerel_portion_raw,Scomberomorus commerson,muscle
972,Scophthalmus maximus,finfish,Turbot_wild_fillet_without_visible_fat_raw,Scophthalmus maximus,muscle
1071,Scophthalmus rhombus,finfish,Brill_wild_skinless_fillet_raw,Scophthalmus rhombus,muscle-skinless
1072,Scophthalmus rhombus,finfish,Brill_wild_skinless_fillet_raw,Scophthalmus rhombus,muscle-skinless
1074,Scorpaena porcus,finfish,Black_scorpionfish_wild_fillet_raw,Scorpaena porcus,muscle
1075,Scorpaena porcus,finfish,Black_scorpionfish_wild_fillet_raw,Scorpaena porcus,muscle
2007,Scorpaena porcus,finfish,brown scorpion fish,Scorpaena porcus,muscle
1073,Scorpaena porcus,finfish,Black_scorpionfish_wild_fillet_raw,Scorpaena porcus,muscle
1084,Sebastes caurinus,finfish,Ocean_perch_wild_fillet_raw,Sebastes caurinus,muscle
1085,Sebastes caurinus,finfish,Ocean_perch_wild_fillet_raw,Sebastes caurinus,muscle
1086,Sebastes caurinus,finfish,Ocean_perch_wild_fillet_raw,Sebastes caurinus,muscle
1087,Sebastes caurinus,finfish,Ocean_perch_wild_fillet_raw,Sebastes caurinus,muscle
1089,Sebastes caurinus,finfish,Ocean_perch_wild_fillet_raw,Sebastes caurinus,muscle
224,Sebastes caurinus,finfish,Ocean_perch_wild_fillet_raw,Sebastes caurinus,muscle
1082,Sebastes caurinus,finfish,Golden_redfish_wild_skinless_fillet_raw,Sebastes caurinus,muscle-skinless
1083,Sebastes caurinus,finfish,Golden_redfish_wild_skinless_fillet_raw,Sebastes caurinus,muscle-skinless
1081,Sebastes flavidus,finfish,Yellowtail_rockfish_wild_fillet_raw,Sebastes flavidus,muscle
1090,Sebastes melanops,finfish,Black_rockfish_wild_fillet_raw,Sebastes melanops,muscle
233,Sebastes mentella,finfish,Deepwater_redfish_wild_fillet_raw,"Sebastes mentella Travin, 1951_",muscle
1091,Sebastes mentella,finfish,Beaked_redfish_wild_skinless_fillet_raw,Sebastes mentella,muscle-skinless
1092,Sebastes mentella,finfish,Beaked_redfish_wild_skinless_fillet_raw,Sebastes mentella,muscle-skinless
1094,Sebastes pinniger,finfish,Canary_rock_Fish_wild_skinless_fillet_raw,Sebastes pinniger,muscle-skinless
1093,Sebastes pinniger,finfish,Orange_rockfish_wild_fillet_raw,Sebastes pinniger,muscle
167,Sebastes ruberrimus,finfish,Yelloweye_rockfish,Sebastes ruberrimus,muscle
1095,Sebastes viviparus,finfish,Red_fish_wild_skinless_fillet_raw,Sebastes viviparus,muscle-skinless
1096,Sebastes viviparus,finfish,Red_fish_wild_skinless_fillet_raw,Sebastes viviparus,muscle-skinless
1126,Sillago sihama,finfish,silver_sillago_wild_fillet_raw,Sillago sihama,muscle
1128,Silurus glanis,finfish,Wels_catfish_wild_muscle_tissue_raw,Silurus glanis,muscle
1129,Silurus glanis,finfish,Sheatfish_wild_skinless_boneless_fillet_raw,Silurus glanis,muscle-skinless
176,Silurus glanis,finfish,Sheatfish_wild_skinless_fillet_raw,Silurus glanis,muscle-skinless
182,Silurus glanis,finfish,Sheatfish_wild_skinless_fillet_raw,Silurus glanis,muscle-skinless
1127,Silurus glanis,finfish,European_catfish_wild_boneless_fillet_raw,Silurus glanis,muscle
1133,Solea solea,finfish,Common_sole_wild_fillet_raw,Solea solea,muscle
1137,Sparus aurata,finfish,Gilthead_sea_bream_wild_skinless_fillet_raw,Sparus aurata,muscle-skinless
1138,Sparus aurata,finfish,Gilthead_sea_bream_wild_skinless_fillet_raw,Sparus aurata,muscle-skinless
1148,Spondyliosoma cantharus,finfish,Black_seabream_wild_fully_grown_muscle_tissue_raw,Spondyliosoma cantharus,muscle
1150,Sprattus sprattus,finfish,Sprat_wild_skinless_fillet_raw,Sprattus sprattus,muscle-skinless
1151,Sprattus sprattus,finfish,Sprat_wild_skinless_fillet_raw,Sprattus sprattus,muscle-skinless
1152,Squalus acanthias,finfish,Spiny_dogfish_wild_skinless_fillet_frozen,Squalus acanthias,muscle-skinless
205,Thunnus alalunga,finfish,Albacore_tuna_wild_white_muscle_flesh_caudal_end_skinless_boneless_raw,Thunnus alalunga,muscle-skinless
1173,Thunnus alalunga,finfish,Albacore_tuna_wild_white_meat_raw,Thunnus alalunga,muscle
1174,Thunnus alalunga,finfish,White_tuna_wild_white_meat_raw,Thunnus alalunga,muscle
1176,Thunnus thynnus,finfish,Atlantic_bluefin_tuna_adult_fish_muscle_flesh_middle_portion_raw,Thunnus thynnus,muscle
1177,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1178,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1179,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1180,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1181,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1182,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1183,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1184,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1185,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1186,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1187,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1188,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1189,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1190,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1191,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1192,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1193,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1194,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1195,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1196,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1197,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1198,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1199,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1200,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1201,Thymallus arcticus,finfish,Serbian_grayling_wild_muscle_tissues_below_dorsal_fin_fillet_raw,Thymallus arcticus,muscle
1214,Tinca tinca,finfish,Tench_wild_muscle_tissue_raw,Tinca tinca,muscle
92,Tinca tinca,finfish,Tench_wild_skinless_fillet_raw,Tinca tinca,muscle-skinless
114,Tinca tinca,finfish,Tench_wild_skinless_fillet_raw,Tinca tinca,muscle-skinless
1239,Trachurus trachurus,finfish,Horse_mackerel_wild_skinless_fillet_raw,Trachurus trachurus,muscle-skinless
1241,Trachurus trachurus,finfish,Horse_mackerel_wild_skinless_fillet_raw,Trachurus trachurus,muscle-skinless
1242,Trachurus trachurus,finfish,Horse_mackerel_wild_skinless_fillet_raw,Trachurus trachurus,muscle-skinless
1244,Trachurus trachurus,finfish,Horse_mackerel_wild_edible_flesh_raw,Trachurus trachurus,muscle
1246,Trachurus trachurus,finfish,Horse_mackerel_wild_edible_flesh_raw,Trachurus trachurus,muscle
1247,Trachurus trachurus,finfish,Horse_mackerel_wild_edible_flesh_raw,Trachurus trachurus,muscle
1248,Trachurus trachurus,finfish,Horse_mackerel_wild_edible_flesh_raw,Trachurus trachurus,muscle
1249,Trachurus trachurus,finfish,Horse_mackerel_wild_edible_flesh_raw,Trachurus trachurus,muscle
1250,Trachurus trachurus,finfish,Horse_mackerel_wild_edible_flesh_raw,Trachurus trachurus,muscle
1251,Trachurus trachurus,finfish,Horse_mackerel_wild_skinless_fillet_raw,Trachurus trachurus,muscle-skinless
1252,Trachurus trachurus,finfish,Horse_mackerel_wild_edible_flesh_raw,Trachurus trachurus,muscle
1253,Trachurus trachurus,finfish,Horse_mackerel_wild_edible_flesh_raw,Trachurus trachurus,muscle
1254,Trachurus trachurus,finfish,Scad/Horse_mackerel_wild_edible_flesh_raw,Trachurus trachurus,muscle
1256,Trachurus trachurus,finfish,Horse_mackerel_wild_skinless_fillet_raw,Trachurus trachurus,muscle-skinless
1257,Trachurus trachurus,finfish,Horse_mackerel_wild_edible_flesh_raw,Trachurus trachurus,muscle
1258,Trachurus trachurus,finfish,Horse_mackerel_wild_edible_flesh_raw,Trachurus trachurus,muscle
1259,Trachurus trachurus,finfish,Horse_mackerel_wild_edible_flesh_raw,Trachurus trachurus,muscle
1243,Trachurus trachurus,finfish,Atlantic_horse_mackerel_adult_fish_muscle_flesh_middle_portion_raw,Trachurus trachurus,muscle
27,Trachurus trachurus,finfish,Horse_mackerel_wild_muscle_tissue_raw,Trachurus trachurus,muscle
33,Trachurus trachurus,finfish,Horse_mackerel_wild_muscle_tissue_raw,Trachurus trachurus,muscle
34,Trachurus trachurus,finfish,Horse_mackerel_wild_muscle_tissue_raw,Trachurus trachurus,muscle
42,Trachurus trachurus,finfish,Horse_mackerel_wild_muscle_tissue_raw,Trachurus trachurus,muscle
45,Trachurus trachurus,finfish,Horse_mackerel_wild_muscle_tissue_raw,Trachurus trachurus,muscle
50,Trachurus trachurus,finfish,Horse_mackerel_wild_muscle_tissue_raw,Trachurus trachurus,muscle
51,Trachurus trachurus,finfish,Horse_mackerel_wild_muscle_tissue_raw,Trachurus trachurus,muscle
54,Trachurus trachurus,finfish,Horse_mackerel_wild_muscle_tissue_raw,Trachurus trachurus,muscle
55,Trachurus trachurus,finfish,Horse_mackerel_wild_muscle_tissue_raw,Trachurus trachurus,muscle
57,Trachurus trachurus,finfish,Horse_mackerel_wild_muscle_tissue_raw,Trachurus trachurus,muscle
58,Trachurus trachurus,finfish,Horse_mackerel_wild_muscle_tissue_raw,Trachurus trachurus,muscle
64,Trachurus trachurus,finfish,Horse_mackerel_wild_muscle_tissue_raw,Trachurus trachurus,muscle
1238,Trachurus trachurus,finfish,Scad/Horse_mackerel_wild_edible_flesh_raw,Trachurus trachurus,muscle
1240,Trachurus trachurus,finfish,Scad/Horse_mackerel_wild_edible_flesh_raw,Trachurus trachurus,muscle
1245,Trachurus trachurus,finfish,Horse_mackerel_wild_skinless_fillet_raw,Trachurus trachurus,muscle-skinless
1255,Trachurus trachurus,finfish,Horse_mackerel_wild_skinless_fillet_raw,Trachurus trachurus,muscle-skinless
1263,Trichiurus lepturus,finfish,Largehead_hairtail_adult_fish_muscle_flesh_middle_portion_raw,Trichiurus lepturus,muscle
1262,Trichiurus lepturus,finfish,Largehead_hairtail_wild_edible_portion_raw,Trichiurus lepturus,muscle
159,Xiphias gladius,finfish,Swordfish_wild_white_muscle_flesh_caudal_end_skinless_boneless_raw,Xiphias gladius,muscle-skinless
2011,Zeus faber,finfish,John Dory,Zeus faber,muscle
1271,Zeus faber,finfish,Jhan_Dory_wild_edible_flesh_raw,Zeus faber,muscle
289,Abramis sp.,finfish,Bream_wild_skinless_fillet_raw,Abramis sp.,muscle-skinless
1147,Acanthurus lineatus,finfish,Black_bream_wild_edible_flesh_raw,Acanthurus lineatus,muscle
292,Alectis alexandrina,finfish,African_threadfish_wild_fillet_raw,Alectis alexandrina,muscle
294,Alepocephalus agassizii,finfish,Smooth_head_wild_dorsal_muscle_raw,Alepocephalus agassizii,muscle
293,Alepocephalus bairdii,finfish,Smooth_head_wild_dorsal_muscle_raw,Alepocephalus bairdii,muscle
296,Aluterus monoceros,finfish,Unicorn_leatherjacket_filefish_adult_fish_muscle_flesh_middle_portion_raw,Aluterus monoceros,muscle
311,Anabas testudineus,finfish,Climbing_perch_wild_edible_portion_raw,Anabas testudineus,muscle
312,Anabas testudineus,finfish,Climbing_perch_wild_boneless_skinless_fillet_raw,Anabas testudineus,muscle-skinless
313,Anabas testudineus,finfish,Climbing_perch_wild_boneless_skinless_fillet_raw,Anabas testudineus,muscle-skinless
314,Anabas testudineus,finfish,Climbing_perch_wild_boneless_skinless_fillet_raw,Anabas testudineus,muscle-skinless
1964,Anabas testudineus,finfish,Koi,Anabas testudineus,muscle
320,Anchoa hepsetus,finfish,Broad-striped_anchovy_wild_edible_portion_raw,Anchoa hepsetus,muscle
323,Anguilla japonica,finfish,Japanese_eel_wild_dorsal_muscle_raw,Anguilla japonica,muscle
327,Ariomma bondi,finfish,silver_rag_wild_fillet_frozen,Ariomma bondi,muscle
328,Ariomma bondi,finfish,silver_rag_wild_fillet_frozen,Ariomma bondi,muscle
362,Auxis thazard,finfish,Frigate_tuna_wild_ventral_muscle_raw,Auxis thazard,muscle
363,Auxis thazard,finfish,Frigate_tuna_wild_dorsal_muscle_raw,Auxis thazard,muscle
361,Auxis thazard thazard,finfish,Frigate_tuna_adult_fish_muscle_flesh_middle_portion_raw,Auxis thazard thazard,muscle
368,Balistes capriscus,finfish,Grey_triggerfish_wild_fillet_raw,Balistes capriscus,muscle
367,Balistes capriscus,finfish,Grey_triggerfish_wild_edible_portion_raw,Balistes capriscus,muscle
16,Barbonymus altus,finfish,cleaned_fish_raw,Barbonymus altus,muscle
375,Boops boops,finfish,Bogue_wild_fillet_raw,Boops boops,muscle
376,Boops boops,finfish,Bogue_seabream_wild_edible_flesh_raw,Boops boops,muscle
372,Boops boops,finfish,Bogue_seabream_wild_edible_flesh_raw,Boops boops,muscle
373,Boops boops,finfish,Bogue_seabream_wild_edible_flesh_raw,Boops boops,muscle
374,Boops boops,finfish,Bogue_seabream_wild_edible_flesh_raw,Boops boops,muscle
377,Bothus podas,finfish,Wide-eyed_flounder_wild_fillet_raw,Bothus podas,muscle
260,Brama japonica,finfish,Pomfret_wild_fillet_raw,Brama japonica,muscle
379,Brevoortia aurea,finfish,Brazilian_menhaden_adult_fish_muscle_flesh_middle_portion_raw,Brevoortia aurea,muscle
386,Caranx crysos,finfish,Blue_runner_wild_fillet_raw,Caranx crysos,muscle
387,Caranx crysos,finfish,Blue_runner_adult_fish_muscle_flesh_middle_portion_raw,Caranx crysos,muscle
378,Caulolatilus intermedius,finfish,Gulf_bareye_tilefish_wild_edible_portion_raw,Caulolatilus intermedius,muscle
392,Centrophorus squamosus,finfish,Leafscale_gulper_shark_wild_dorsal_muscle_raw,Centrophorus squamosus,muscle
393,Centroscyllium fabricii,finfish,Black_dogfish_wild_dorsal_muscle_raw,Centroscyllium fabricii,muscle
394,Centroscymnus coelolepis,finfish,Portuguese_dogfish_wild_dorsal_muscle_raw,Centroscymnus coelolepis,muscle
403,Chaenocephalus aceratus,finfish,Blackfin_icefish_Icefish_adult_fish_muscle_flesh_middle_portion_raw,Chaenocephalus aceratus,muscle
402,Chaenocephalus aceratus,finfish,Blackfin_icefish_wild_fillet_belly_flaps_removed_raw,Chaenocephalus aceratus,muscle
1977,Channa marulius,finfish,Gojar,Channa marulius,muscle
3,Channa marulius,finfish,cleaned_fish_raw,Channa marulius,muscle
10,Channa micropeltes,finfish,Indonesian_snakehead_cleaned_fish_raw,Channa micropeltes,muscle
410,Channa punctata,finfish,Spotted_snakehead_wild_edible_portion_raw,Channa punctata,muscle
421,Chelidonichthys lucerna,finfish,Tub_gurnard_wild_boneless_skinless_fillet_raw,Chelidonichthys lucerna,muscle-skinless
422,Chelidonichthys lucerna,finfish,Tub_gurnard_wild_boneless_skinless_fillet_raw,Chelidonichthys lucerna,muscle-skinless
423,Chelidonichthys lucerna,finfish,Tub_gurnard_wild_boneless_skinless_fillet_raw,Chelidonichthys lucerna,muscle-skinless
430,Chirocentrus dorab,finfish,Dorab_wolfherring_wild_fillet_raw,Chirocentrus dorab,muscle
432,Clarias batrachus,finfish,Philippine_catfish_wild_edible_portion_raw,Clarias batrachus,muscle
44,Clarias batrachus,finfish,Walking_catfish_wild_skin-on_fillet_raw,Clarias batrachus,muscle
1966,Clarias batrachus,finfish,Magur,Clarias batrachus,muscle
446,Clarias macrocephalus,finfish,Walking_catfish_wild_boneless_skinless_fillet_raw,Clarias macrocephalus,muscle-skinless
447,Clarias macrocephalus,finfish,Walking_catfish_wild_boneless_skinless_fillet_raw,Clarias macrocephalus,muscle-skinless
448,Clarias macrocephalus,finfish,Walking_catfish_wild_boneless_skinless_fillet_raw,Clarias macrocephalus,muscle-skinless
445,Clarias macrocephalus,finfish,Walking_catfish_wild_muscle_fillet_raw,Clarias macrocephalus,muscle
270,Coregonus clupeaformis,finfish,Whitefish_wild_female_flesh_raw,Coregonus clupeaformis,muscle
