food_item_id,subgroup,country_region,type,isscaap,x3_alpha,food_name_in_own_language,food_name_in_english,processing,scientific_name,asfis_english_name,asfis_scientific_name,season,other,n,comments_on_data_processing_methods,publication_year,biblioid,compiler,latest_revision_in_version,fat_g,fatce_g,fat_g_2,fapu_g,faun_g,xfa_internal_use,facid_g,fapun3_g,fapun6_g,f20d5n3_g,f22d6n3_g,asfis_scientific_name_fishbase_swap
0901424,Finfish,Unknown,NA,31,PLZ,NA,"Halibut, skinless fillet, raw/frozen",r,Hippoglossus hippoglossus/Reinhardtius hippoglossoides,Righteye flounders nei,Pleuronectidae,NA,NA,1,"HAL/GHL; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3/n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,11.7,NA,NA,4.186,NA,NA,NA,3.959,0.191,0.969,1.4,Limanda limanda
0901425,Finfish,Unknown,NA,32,LNZ,NA,"Ling, skinless fillet, raw/frozen",r,Molva molva/Molva dypterygia dypterygia,Lings nei,Molva spp,NA,NA,4,"LIN/BLI; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3/n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,0.33,NA,NA,0.117,NA,NA,NA,0.113,0.005,0.045,0.065,Molva molva
0901426,Finfish,Unknown,NA,31,PLZ,NA,"Plaice, skinless fillet, raw/frozen",r,Pleuronectes platessa/Glyptocephalus cynoglossus,Righteye flounders nei,Pleuronectidae,NA,NA,4,"PLE/WIT; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3/n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,0.37,NA,NA,0.111,NA,NA,NA,0.096,0.015,0.046,0.041,Limanda limanda
0901427,Finfish,Unknown,NA,32,GAD,NA,"Pout, skinless fillet, raw",r,Trisopterus luscus/Trisopterus minutus capelanus,Gadiformes,Gadiformes nei/Gadidae,NA,NA,1,"BIB/POD; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3/n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,0.29,NA,NA,0.091,NA,NA,NA,0.077,0.014,0.036,0.03,Trisopterus luscus
0901428,Finfish,Unknown,NA,38,SKA,NA,"Ray, skinless fillet, raw/frozen",r,Raja clavata/Raja naevus/Raja circularis,Raja rays nei,Raja spp,NA,NA,4,"RJC/RJN/RJI; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3/n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,0.61,NA,NA,0.216,NA,NA,NA,0.195,0.023,0.017,0.156,Raja clavata
0901429,Finfish,Unknown,NA,34,SCO,NA,"Scorpionfish, skinless fillet, raw/frozen",r,Scorpaena porcus/Scorpaena scrofa/Helicolenus dactylopterus,Scorpionfishes nei,Scorpaenidae,NA,NA,1,"BBS/RSE/BRF; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3/n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,2.27,NA,NA,0.949,NA,NA,NA,0.89,0.058,0.121,0.507,Scorpaena porcus
0901430,Finfish,Unknown,NA,33,SBX,NA,"Sea bream, skinless fillet, raw",r,Spondyliosoma cantharus/Sparus aurata/Pagellus bogaraveo,"Porgies, seabreams nei",Sparidae,NA,NA,4,"BRB/SBG/SBR; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3/n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,4.89,NA,NA,1.859,NA,NA,NA,1.507,0.35,0.497,0.773,Spondyliosoma cantharus
0901431,Finfish,Unknown,NA,32,GAD,NA,"Whiting, skinless fillet, raw/frozen",r,Merlangius merlangus/Micromesistius poutassou,Gadiformes,Gadiformes nei/Gadidae,NA,NA,4,"WHG/WHB; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3/n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,0.25,NA,NA,0.098,NA,NA,NA,0.094,0.004,0.015,0.069,Trisopterus luscus
0901432,Molluscs,Unknown,NA,57,CTC,NA,"Cuttle fish, edible flesh, raw/frozen",r,Sepia officinalis,Common cuttlefish,Sepia officinalis,NA,NA,2,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,0.85,NA,NA,0.282,NA,NA,NA,0.261,0.022,0.069,0.156,Sepia officinalis
0901433,Molluscs,Unknown,NA,55,SCE,NA,"Great scallop, edible flesh, raw/frozen",r,Pecten maximus,Great Atlantic scallop,Pecten maximus,NA,NA,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,0.8,NA,NA,0.263,NA,NA,NA,0.242,0.02,0.105,0.105,Pecten maximus
0901434,Crustacean,Unknown,NA,43,LBE,NA,"Lobster, edible flesh raw/frozen",r,Homarus gammarus,European lobster,Homarus gammarus,NA,NA,1,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,1.53,NA,NA,0.334,NA,NA,NA,0.302,0.019,0.028,0.178,Homarus gammarus
0901436,Molluscs,Unknown,NA,57,OCC,NA,"Octopus, edible flesh raw/frozen",r,Octopus vulgaris,Common octopus,Octopus vulgaris,NA,NA,1,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,0.36,NA,NA,0.122,NA,NA,NA,0.102,0.016,0.037,0.056,Octopus vulgaris
0901438,Crustacean,Unknown,NA,45,DCP,NA,"Shrimp, edible flesh, raw/frozen",r,Palaemon serratus/Crangon crangon,Natantian decapods nei,"Natantia/Palaemonidae, Crangonidae",NA,NA,4,"CPR/CSH; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,0.76,NA,NA,0.235,NA,NA,NA,0.15,0.084,0.071,0.066,Palaemon serratus
0901439,Molluscs,Unknown,NA,57,SQR,NA,"Squid, edible flesh raw/frozen",r,Loligo vulgaris,European squid,Loligo vulgaris,NA,NA,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,1.33,NA,NA,0.44,NA,NA,NA,0.29,0.149,0.068,0.167,Loligo vulgaris
0901452,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,36,COM,Tenggiri papan,"Spanish mackerel, fillet, raw",r,Scomberomorus commersonii,Narrow-barred Spanish mackerel,Scomberomorus commerson,NA,NA,NA,FA converted using XFA,2001,fi51,DR,1.0,1.46,NA,NA,NA,0.39928145,0.835054795,NA,0.522906302,0.13532898,0.07132203,0.28406894,Scomberomorus commerson
0901453,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,38,RBY,Pari,"Whiptail stingray, fillet, raw",r,Gymnura spp.,Butterfly rays,Gymnura spp.,NA,NA,NA,FA converted using XFA,2001,fi51,DR,1.0,1.95,NA,NA,NA,0.57901129,0.859666667,NA,0.652603055,0.30274881,0.086332025,0.29336125,Dasyatis brevis
0901454,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,33,FOT,Senangin,"Fourfinger threadfin, fillet, raw",r,Eleutheronema tradactylum,Fourfinger threadfin,Eleutheronema tradactylum,NA,NA,NA,FA converted using XFA,2001,fi51,DR,1.0,2.24,NA,NA,NA,0.778768,0.869160714,NA,0.577651164,0.385100776,0.115452356,0.192550388,Eleutheronema tetradactylum
0901455,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,33,CAE,Sembilang,"Striped sea catfish, fillet, raw",r,Plotosus spp.,Eeltail catfishes,Plotosus spp.,NA,NA,NA,FA converted using XFA,2001,fi51,DR,1.0,2.79,NA,NA,NA,0.836669807,0.88174552,NA,0.7872224,0.441828572,0.166300732,0.25584728,Plotosus lineatus
0901456,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,37,POB,Bawal Hitam,"Black pomfret, fillet, raw",r,Parastromateus niger,Black pomfret,Parastromateus niger,NA,NA,NA,FA converted using XFA,2001,fi51,DR,1.0,2.79,NA,NA,NA,0.752043399,0.88174552,NA,0.749829336,0.331617436,0.127431626,0.230262552,Parastromateus niger
0901457,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,37,SIP,Bawal Putih,"Silver pomfret, fillet, raw",r,Pampus argenteus,Silver pomfret,Pampus argenteus,NA,NA,NA,FA converted using XFA,2001,fi51,DR,1.0,2.91,NA,NA,NA,0.934418499,0.883859107,NA,0.816105119,0.346195238,0.021090646,0.48611367,Pampus argenteus
0901458,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,35,FRS,Tamban,"Fringescale sardine, fillet, raw",r,Clupea fimbriata,Fringescale sardinella,Sardinella fimbriata,NA,NA,NA,FA converted using XFA,2001,fi51,DR,1.0,3.06,NA,NA,NA,0.949735396,0.886267974,NA,0.836917028,0.298588998,0.11797113,0.46917254,Sardinella fimbriata
0901459,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,37,HAS,Cencaru,"Hardtail pomfret, fillet, raw",r,Magalapsis cordyla,Torpedo scad,Megalapsis cordyla,NA,NA,NA,FA converted using XFA,2001,fi51,DR,1.0,3.08,NA,NA,NA,0.756933408,0.886571429,NA,1.307703496,0.307470064,0.157284864,0.78096304,Megalaspis cordyla
0901460,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,37,RAG,Kembung,"Indian mackerel, fillet, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,NA,NA,NA,FA converted using XFA,2001,fi51,DR,1.0,4.54,NA,NA,NA,1.366183316,0.901502203,NA,1.366183316,0.819791846,0.193181104,0.5934589,Rastrelliger kanagurta
0901461,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,37,TRY,Selar Kuning,"Yellow striped scad, fillet, raw",r,Selarides leptolejus,Yellowstripe scad,Selaroides leptolepis,NA,NA,NA,FA converted using XFA,2001,fi51,DR,1.0,5.77,NA,NA,NA,1.691080307,0.908216638,NA,2.161669125,0.627277077,0.208044277,1.43063193,Selaroides leptolepis
0901470,Finfish,"Unknown (samples from local fish market in Riyadh, Saudi Arabia)",NA,36,SSM,Kanad,"Spanish mackerel, muscle tissue (dorsal fillet), raw",r,Scomberomorus maculatus,Atlantic Spanish mackerel,NA,NA,NA,1,FA converted using XFA,2009,fi64,DR,1.0,NA,4.1,NA,0.82004821,NA,0.898121951,NA,0.56928358,0.10199971,0.11525599,0.35239611,Pimelodus maculatus
0901471,Finfish,"Unknown (samples from local fish market in Riyadh, Saudi Arabia)",NA,33,ENI,Hammour,"Grouper, muscle tissue (dorsal fillet), raw",r,Epinephelus coioides,Orange-spotted grouper,Epinephelus coioides,NA,NA,1,FA converted using XFA,2009,fi64,DR,1.0,NA,0.75,NA,0.1111273,NA,0.742333333,NA,0.053058275,0.025888875,0.0077945,0.0249424,Epinephelus coioides
0901472,Finfish,"Unknown (samples from local fish market in Riyadh, Saudi Arabia)",NA,37,NGU,Hammam,"Yellow-spotted trevally, muscle tissue (dorsal fillet), raw",r,Carangoides fulvoguttatus,Yellowspotted trevally,NA,NA,NA,1,FA converted using XFA,2009,fi64,DR,1.0,NA,0.24,NA,0.06161988,NA,0.673,NA,0.047519184,0.006428496,0.009804264,0.032756256,Pimelodus maculatus
0901481,Finfish,"Unknown (samples from local fish market, India)",NA,11,LRH,NA,"Rohu, meat, raw",r,Labeo rohita,Roho labeo,Labeo rohita,May-Oct,NA,1,FA converted using XFA,2010,fi75,DR,1.0,2.9,NA,NA,0.5754677,NA,0.790586207,NA,NA,NA,0.0366832,0.1238058,Labeo rohita
0901482,Finfish,"Unknown (samples from local fish market, India)",NA,11,CTT,NA,"Catla, meat, raw",r,Catla catla,Catla,Catla catla,May-Oct,NA,1,FA converted using XFA,2010,fi75,DR,1.0,1.2,NA,NA,0.166051,NA,0.588833333,NA,NA,NA,0.0374498,0.0445158,Catla catla
0901483,Finfish,"Unknown (samples from local fish market, India)",NA,11,CMG,NA,"Mrigal, meat, raw",r,Cirrhinus mrigala,Mrigal carp,Cirrhinus mrigala,May-Oct,NA,1,FA converted using XFA,2010,fi75,DR,1.0,1.8,NA,NA,0.1532344,NA,0.703555556,NA,NA,NA,0.0265944,0.0392584,Cirrhinus mrigala
0901484,Finfish,"Unknown (samples from local fish market, India)",NA,12,TLM,NA,"Tilapia, meat, raw",r,Oreochromis mossambicus,Mozambique tilapia,Oreochromis mossambicus,May-Oct,NA,1,FA converted using XFA,2010,fi75,DR,1.0,0.8,NA,NA,0.118357,NA,0.41675,NA,NA,NA,0.0170034,0.023338,Oreochromis mossambicus
0901485,Finfish,"Unknown (samples from local fish market, India)",NA,11,FCP,NA,"Common carp, meat, raw",r,Cyprinus carpio,Common carp,Cyprinus carpio,May-Oct,NA,1,FA converted using XFA,2010,fi75,DR,1.0,3.8,NA,NA,1.1965768,NA,0.824315789,NA,NA,NA,0.1597524,0.2380624,Cyprinus carpio
0901506,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Winter (Dec 2006, Jan, Feb 2007)",NA,1,NA,2010,fi92,DR,1.0,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solea solea
0901507,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Spring (Mar, Apr, May 2007)",NA,1,NA,2010,fi92,DR,1.0,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solea solea
0901508,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Summer (Jun, Jul, Aug 2007)",NA,1,NA,2010,fi92,DR,1.0,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solea solea
0901509,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Autumn (Sep, Oct, Nov 2007)",NA,1,NA,2010,fi92,DR,1.0,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solea solea
0901510,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,33,MUR,NA,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Winter (Dec 2006, Jan, Feb 2007)",NA,1,NA,2010,fi92,DR,1.0,17.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mullus surmuletus
0901511,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,33,MUR,NA,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Spring (Mar, Apr, May 2007)",NA,1,NA,2010,fi92,DR,1.0,9.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mullus surmuletus
0901512,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,33,MUR,NA,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Summer (Jun, Jul, Aug 2007)",NA,1,NA,2010,fi92,DR,1.0,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mullus surmuletus
0901513,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,33,MUR,NA,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Autumn (Sep, Oct, Nov 2007)",NA,1,NA,2010,fi92,DR,1.0,12.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mullus surmuletus
0901514,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,32,WHG,NA,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Winter (Dec 2006, Jan, Feb 2007)",NA,1,NA,2010,fi92,DR,1.0,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merlangius merlangus
0901515,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,32,WHG,NA,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Spring (Mar, Apr, May 2007)",NA,1,NA,2010,fi92,DR,1.0,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merlangius merlangus
0901516,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,32,WHG,NA,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Summer (Jun, Jul, Aug 2007)",NA,1,NA,2010,fi92,DR,1.0,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merlangius merlangus
0901517,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,32,WHG,NA,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Autumn (Sep, Oct, Nov 2007)",NA,1,NA,2010,fi92,DR,1.0,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merlangius merlangus
0901523,Finfish,"Unknown (samples from Turkey, Hatay, local fish market)",NA,13,CLZ,NA,"African catfish, fillet, raw",r,Clarias gariepinus,North African catfish,Clarias gariepinus,NA,"length and weight of fish: 25-30cm, 250-300g",1,Minerals expressed per DM - conversion to FW; Vitamins assumed to be expressed on a FW basis,2009,fi97,DR,1.0,5.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clarias gariepinus
0901528,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,36,GUT,NA,"Seer, wild, skinless, muscle flesh, raw",r,Scomberomorus guttatus,Indo-Pacific king mackerel,Scomberomorus guttatus,Dec 1988-Mar 1989,NA,1,NA,1993,fi98,DR,1.0,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scomberomorus guttatus
0901529,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,24,HIL,NA,"Hilsa (marine), wild, skinless, muscle flesh, raw",r,Hilsa hilsa,Hilsa shad,Tenualosa ilisha,Dec 1988-Mar 1990,NA,1,NA,1993,fi98,DR,1.0,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tenualosa ilisha
0901530,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,35,EYP,NA,"Anchovy, wild, skinless, muscle flesh, raw",r,Thryssa purava,Oblique-jaw thryssa,Thryssa purava,Dec 1988-Mar 1991,NA,1,NA,1993,fi98,DR,1.0,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thryssa purava
0901531,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,37,POB,NA,"Pomfret (Black), wild, skinless, muscle flesh, raw",r,Parastromteur niger,Black pomfret,Parastromateus niger,Dec 1988-Mar 1992,NA,1,NA,1993,fi98,DR,1.0,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parastromateus niger
0901532,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,OTI,NA,"Jew fish, wild, skinless, muscle flesh, raw",r,Pseudosciaena diacanthus,Blackspotted croaker,Protonibea diacanthus,Dec 1988-Mar 1993,NA,1,NA,1993,fi98,DR,1.0,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protonibea diacanthus
0901533,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,MUF,NA,"Mullet, wild, skinless, muscle flesh, raw",r,Mugil cephalus,Flathead grey mullet,Mugil cephalus,Dec 1988-Mar 1994,NA,1,NA,1993,fi98,DR,1.0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mugil cephalus
0901534,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,37,RAG,NA,"Mackerel, wild, skinless, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,Dec 1988-Mar 1995,NA,1,NA,1993,fi98,DR,1.0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rastrelliger kanagurta
0901535,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,34,PCX,NA,"Conger eel, wild, skinless, muscle flesh, raw",r,Muraenesox talabon,Pike-congers nei,Muraenesox spp,Dec 1988-Mar 1996,NA,1,NA,1993,fi98,DR,1.0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muraenesox bagio
0901536,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,37,SIP,NA,"Pomfret (White), wild, skinless, muscle flesh, raw",r,Pampus argenteus,Silver pomfret,Pampus argenteus,Dec 1988-Mar 1997,NA,1,NA,1993,fi98,DR,1.0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pampus argenteus
0901537,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,37,TRE,NA,"Trevally, wild, skinless, muscle flesh, raw",r,Caranx sansun,"Jacks, crevalles nei",Caranx spp,Dec 1988-Mar 1996,NA,1,NA,1993,fi98,DR,1.0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caranx ignobilis
0901538,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,NNJ,NA,"Pinkperch, wild, skinless, muscle flesh, raw",r,Nemipterus japonicus,Japanese threadfin bream,Nemipterus japonicus,Dec 1988-Mar 1999,NA,1,NA,1993,fi98,DR,1.0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nemipterus japonicus
0901539,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,35,FRS,NA,"Lesser sardine, wild, skinless, muscle flesh, raw",r,Sardinella fimbriata,Fringescale sardinella,Sardinella fimbriata,Dec 1988-Mar 2000,NA,1,NA,1993,fi98,DR,1.0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sardinella fimbriata
0901540,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,OYD,NA,"Thread fins, wild, skinless, muscle flesh, raw",r,Polynemus indicus,Indian threadfin,Leptomelanosoma indicum,Dec 1988-Mar 2001,NA,1,NA,1993,fi98,DR,1.0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leptomelanosoma indicum
0901541,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,BUC,NA,"Bombay duck, wild, skinless, muscle flesh, raw",r,Harpodon nehereus,Bombay-duck,Harpadon nehereus,Dec 1988-Mar 2002,NA,1,NA,1993,fi98,DR,1.0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harpadon nehereus
0901542,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,25,GIP,NA,"Giant perch (marine), wild, skinless, muscle flesh, raw",r,Lates calcarifer,Barramundi,Lates calcarifer,Dec 1988-Mar 2003,NA,1,NA,1993,fi98,DR,1.0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lates calcarifer
0901543,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,38,RSK,NA,"Shark, wild, skinless, muscle flesh, raw",r,Scoliodon sorrakowah,Requiem sharks nei,Carcharhinidae,Dec 1988-Mar 2004,NA,1,NA,1993,fi98,DR,1.0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scoliodon laticaudus
0901544,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,CAX,NA,"Cat fish, wild, skinless, muscle flesh, raw",r,Tachysurus zona,NA,Ariidae,Dec 1988-Mar 2005,NA,1,NA,1993,fi98,DR,1.0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachysurus fulvidraco
0901545,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,13,KNA,NA,"Murrel, wild, skinless, muscle flesh, raw",r,Ophiocephalus marules,Great snakehead,Channa marulius,Dec 1988-Mar 2006,NA,1,NA,1993,fi98,DR,1.0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Channa marulius
0901546,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,11,LRH,NA,"Rohu, wild, skinless, muscle flesh, raw",r,Labeo rohita,Roho labeo,Labeo rohita,Dec 1988-Mar 2007,NA,1,NA,1993,fi98,DR,1.0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Labeo rohita
0901547,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,11,CTT,NA,"Catla, wild, skinless, muscle flesh, raw",r,Catla catla,Catla,Catla catla,Dec 1988-Mar 2008,NA,1,NA,1993,fi98,DR,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catla catla
