unique(a20$species_name)
Pagrus caeruleosticuts
Pagrus pagrus
Palaemon serratus
Potamon sp.
Palinurus elephas
Palinurus vulgaris
Pampus punctatissimus
Panaeus brasiliensis
Pandalus borealis
Pandalus jordani
Pangasius sutchi
Panope generosa
Paralithodes camtschaticus
Paralithodes platypus
Parapenaeopsis atlantica
Parapenaeopsis stylifera
Parapenaeus longirostris
Parona signata
Penaeus indicus
Penaeus kerathurus
Penaeus monodon
Panaeus notialis
Panaeus schimitti
Perca Fluviatilis
Perna viridis
Phycis blennoides
Phycis phycis
Piaractus mesopotamicus
Pimelodus argenteus
Pimelodus maculatus
Pinctada radiata
Pinirampus pinirampu
Platichthys flesus
Platichthys stellatus
Parophrys vetulus
Plotosus spp.
Pogonias cromis
Pollachius pollachius
Polyprion oxygeneios
Pomatomus saltatrix
Pomatomus saltator
Pomoxis nigromaculatus
Procambarus acutus acutus
Procambarus clarkii
Protopterus aethiopicus
Protopterus spp.
Scophthalmus maximus
Psetta maxima
Pseudoplatystoma corruscans
Puntius brevis
Puntius chola
Puntius ticto
Rasbora tornieri
Rastrelliger brachysoma
Rastrineobola argentea
Rhizoprionodon terraenovae
Rutilus frisii
Rutilus frissi kutum
Salmo salar
Stizostedion vitreum
Sarda orientalis
Clupea pilchardus
Sardina pilchardus
Sardinella aurita
Sardinella brasiliensis
Clupea fimbrata
Sardinella maderensis
Sardinops sagax
Boops salpa
Saurida undosquamis
Sciaena umbra
Somber japonicus
Scomber japonicus
Scomber scombrus
Scomber japonicus/colias
Scomberomorus commerson
Scromberomorus guttatus
Scomber colias
Scopthalmus maeticus
Scophthalmus rhombus
Scorpaena porcus
Scorpaena scropha
Scorppaena scrofa
Scorpaena scrofa
Sebastodes flavidus
Sebastodes melanops
Sebastes mentella
Sebastodes pinniger
Sebastes pinniger
Sebastes viviparus
Selaroides leptolepis
Selene vomer
Sepia officinalis
Seriolina nigrofasciata
Serranus scriba
Siganus rivulatus
Sillago sihama
Siluris glanis
Pegusa lascaris
Solea vulgaris
Surubim lima
Euscarus cretensis
Sparus aurata
Sphyraena chrysotaenia
Sphyraena sphyraena
Spicara maena
Smaris alcedo
Spicara vulgaris
Spicara alcedo
Cantharus lineatus
Spondyliosoma cantharus
Sprattus sprattus sprattus
Sprattus sprattus
Squalus acanthias
Stolothrissa tanganicae
NA
Syacium gunteri
Synodus foetens
Synodontis victoriae
Quidnipagus palatum
Hilsa macrura
Thaleichthys�pacificus
Thunnus orientalis
Thunnus thynnus
Thynnichthys thynnoides
Tilapia rendalli
Tilapia zillii
Tilapia zilli
Todarodes saggitatus
Trachinotus blochii
Trachinotus ovatus
Trachinus draco
Trachurus lathami
Trachurus mediterraneus
Trachypenaeus curvirostris
Galeorhinus australis
Trichiurus lepturus
Trigla lyra
Gadus minutus capelanus
Umbrina cirrosa
Upenus moluccensis
Upeneus parvus
Xenentodon cancila
Xiphopenaeus kroyeri
Zeus faber
Paulicea luetkeni
Pinirampus pirinampu
Megalancistrus parananus
Pterodoras granulosus
Plagioscion squamosissimus
Prochilodus lineatus
Salminus brasiliensis
Leporinus elongatus
Leporinus friderici
Serrasalmus marginatus
Hoplias malabaricus
Chelidonichthys lucerna
Hypophthalmichthys nobilis
Callorhinchus capensis
Barbus grypus
Salmo trutta
Anguilla anguilla
Hoplostethus atlanticus
Coryphaenoides rupestris
Scyliorhinus canicula
Limanda limanda
Trisopterus luscus
Raja clavata
Pecten maximus
Dasyatis brevis
Plotosus lineatus
Megalaspis cordyla
Cirrhinus mrigala
Brycon cephalus
Ctenopharyngodon idella
Katsuwonus pelamis
Gymnura marmorata
Bagre marinus
Rhomboplites aurorubens
Carcharhinus porosus
Caranx crysos
Lutjanus campechanus
Lutjanus peru
Caranx hippos
Epinephelus morio
Diapterus rhombeus
Scomberomorus cavalla
Cynoscion nebulosus
Lutjanus synagris
Acanthurus xanthopterus
Arius jella
Ariomma indicum
Strongylura strongylura
Pseudorhombus arsius
Scomberoides tol
Decapterus russelli
Carangoides malabaricus
Atropus atropos
Chanos chanos
Chirocentrus nudus
Etroplus maculatus
Opisthopterus tardoore
Dussumieria acuta
Sardinella melanura
Dussumieria elopsoides
Cynoglossus dubius
Cynoglossus semilaevis
Elops machnata
Thryssa dussumieri
Ephippus orbis
Gerres filamentosus
Pomadasys furcatus
Pomadasys kaakan
Hemiramphus lutkei
Lactarius lactarius
Leiognathus equulus
Eubleekeria splendens
Photopectoralis bindus
Lethrinus lentjan
Lutjanus gibbus
Pristipomoides filamentosus
Megalops cyprinoides
Moolgarda cunnesius
Upeneus vittatus
Aetomylaeus nichofii
Nemipterus bipunctatus
Parascolopsis eriomma
Polydactylus sextarius
Priacanthus sagittarius
Psettodes erumei
Nibea maculata
Johnius carutta
Johnius dussumieri
Otolithes ruber
Epinephelus latifasciatus
Argyrops spinifer
Sphyraena forsteri
Sphyraena obtusata
Sphyraena jello
Terapon jarbua
Narcine bancroftii
Lepidoperca pulchella
Lepturacanthus savala
Uranoscopus scaber
Fenneropenaeus indicus
Metapenaeus dobsoni
Metapenaeopsis stridulans
Scylla serrata
Portunus sanguinolentus
Charybdis natator
Haliotis rufescens
Clinocardium nuttallii
Thaleichthys pacificus
Panopea generosa
Hippoglossus stenolepis
Clupea pallasii pallasii
Ostrea lurida
Hydrolagus colliei
Sebastes melanops
Sebastes crameri
Sebastes aleutianus
Sebastes paucispinis
Sebastes goodei
Sebastes norvegicus
Sebastes elongatus
Sebastes alutus
Sebastes ruberrimus
Sebastes rosaceus
Sebastes flavidus
Sebastes entomelas
Oncorhynchus keta
Hippoglossoides elassodon
Eopsetta jordani
Glyptocephalus zachirus
Psettichthys melanostictus
Evasterias troscheli
Oncorhynchus clarkii
Salvelinus malma
Lutjanus purpureus
Prochilodus brevis
Triportheus angulatus
Mullus barbatus barbatus
Spicara smaris
Doryteuthis opalescens
Aequipecten opercularis
Argopecten irradians
Hypophthalmichthys molitrix
Rasbora tawarensis
Sardinella brachysoma
Micropogonias furnieri
Ommastrephes bartramii
Dosidicus gigas
Corbicula japonica
Mytilus coruscus
Farfantepenaeus brasiliensis
Rapana venosa
Sinonovacula constricta
Turbo cornutus
Patinopecten yessoensis
Haliotis discus
Meretrix lusoria
Ruditapes philippinarum
Anadara broughtonii
Bivalvia
Venerupis philippinarum
Octopodidae
Apostichopus californicus
Protothaca staminea
Saxidomus nuttalli
Loligo duvauceli
Sepia aculeata
Siganus canaliculatus
Lethrinus microdon
Salmus sp.
Lobatus galeatus
