genus_species,culture,ca_mg,zn_mg,fe_mg,epa,dha,ca_na,fe_na,zn_na,epa_na,dha_na,nutrient_na
Morone saxatilis,Inuit-Inupiaq,15,0.335,0.84,0.129233796125,0.18620952362499998,0,0,0,0,0,0
Morone saxatilis,Kwakiutl,15,0.335,0.84,0.129233796125,0.18620952362499998,0,0,0,0,0,0
Morone saxatilis,Micmac,15,0.335,0.84,0.129233796125,0.18620952362499998,0,0,0,0,0,0
Morone saxatilis,Nootkan,15,0.335,0.84,0.129233796125,0.18620952362499998,0,0,0,0,0,0
Morone saxatilis,Tlingit,15,0.335,0.84,0.129233796125,0.18620952362499998,0,0,0,0,0,0
Morone saxatilis,Tsimshian,15,0.335,0.84,0.129233796125,0.18620952362499998,0,0,0,0,0,0
Morone saxatilis,Wampanoag,15,0.335,0.84,0.129233796125,0.18620952362499998,0,0,0,0,0,0
Morone saxatilis,Yupik,15,0.335,0.84,0.129233796125,0.18620952362499998,0,0,0,0,0,0
Mugil cephalus,Bella Coola,75.675,1.0393333333333334,1.1733333333333333,0.19256584433333335,0.11115106466666666,0,0,0,0,0,0
Mugil cephalus,Central Salish,75.675,1.0393333333333334,1.1733333333333333,0.19256584433333335,0.11115106466666666,0,0,0,0,0,0
Mugil cephalus,Haida,75.675,1.0393333333333334,1.1733333333333333,0.19256584433333335,0.11115106466666666,0,0,0,0,0,0
Mugil cephalus,Inuit-Inupiaq,75.675,1.0393333333333334,1.1733333333333333,0.19256584433333335,0.11115106466666666,0,0,0,0,0,0
Mugil cephalus,Kwakiutl,75.675,1.0393333333333334,1.1733333333333333,0.19256584433333335,0.11115106466666666,0,0,0,0,0,0
Mugil cephalus,Micmac,75.675,1.0393333333333334,1.1733333333333333,0.19256584433333335,0.11115106466666666,0,0,0,0,0,0
Mugil cephalus,Nootkan,75.675,1.0393333333333334,1.1733333333333333,0.19256584433333335,0.11115106466666666,0,0,0,0,0,0
Mugil cephalus,Tlingit,75.675,1.0393333333333334,1.1733333333333333,0.19256584433333335,0.11115106466666666,0,0,0,0,0,0
Mugil cephalus,Tsimshian,75.675,1.0393333333333334,1.1733333333333333,0.19256584433333335,0.11115106466666666,0,0,0,0,0,0
Mugil cephalus,Wampanoag,75.675,1.0393333333333334,1.1733333333333333,0.19256584433333335,0.11115106466666666,0,0,0,0,0,0
Mugil cephalus,Yupik,75.675,1.0393333333333334,1.1733333333333333,0.19256584433333335,0.11115106466666666,0,0,0,0,0,0
Mytilidae,Bella Coola,101,3.63,17,0.13,0.17,0,0,0,0,0,0
Mytilidae,Haida,101,3.63,17,0.13,0.17,0,0,0,0,0,0
Mytilidae,Inuit-Inupiaq,101,3.63,17,0.13,0.17,0,0,0,0,0,0
Mytilidae,Kwakiutl,101,3.63,17,0.13,0.17,0,0,0,0,0,0
Mytilidae,Micmac,101,3.63,17,0.13,0.17,0,0,0,0,0,0
Mytilidae,Nootkan,101,3.63,17,0.13,0.17,0,0,0,0,0,0
Mytilidae,Tlingit,101,3.63,17,0.13,0.17,0,0,0,0,0,0
Mytilidae,Tsimshian,101,3.63,17,0.13,0.17,0,0,0,0,0,0
Mytilidae,Wampanoag,101,3.63,17,0.13,0.17,0,0,0,0,0,0
Mytilidae,Yupik,101,3.63,17,0.13,0.17,0,0,0,0,0,0
Mytilus edulis,Bella Coola,47,2.9833333333333334,7.483333333333333,0.17566666666666667,0.16933333333333334,0,0,0,0,0,0
Mytilus edulis,Haida,47,2.9833333333333334,7.483333333333333,0.17566666666666667,0.16933333333333334,0,0,0,0,0,0
Mytilus edulis,Inuit-Inupiaq,47,2.9833333333333334,7.483333333333333,0.17566666666666667,0.16933333333333334,0,0,0,0,0,0
Mytilus edulis,Kwakiutl,47,2.9833333333333334,7.483333333333333,0.17566666666666667,0.16933333333333334,0,0,0,0,0,0
Mytilus edulis,Micmac,47,2.9833333333333334,7.483333333333333,0.17566666666666667,0.16933333333333334,0,0,0,0,0,0
Mytilus edulis,Nootkan,47,2.9833333333333334,7.483333333333333,0.17566666666666667,0.16933333333333334,0,0,0,0,0,0
Mytilus edulis,Tlingit,47,2.9833333333333334,7.483333333333333,0.17566666666666667,0.16933333333333334,0,0,0,0,0,0
Mytilus edulis,Tsimshian,47,2.9833333333333334,7.483333333333333,0.17566666666666667,0.16933333333333334,0,0,0,0,0,0
Mytilus edulis,Wampanoag,47,2.9833333333333334,7.483333333333333,0.17566666666666667,0.16933333333333334,0,0,0,0,0,0
Mytilus edulis,Yupik,47,2.9833333333333334,7.483333333333333,0.17566666666666667,0.16933333333333334,0,0,0,0,0,0
Nephropidae,Abenaki,39,1.51,1.57,0.24,0.12,0,0,0,0,0,0
Nephropidae,Micmac,39,1.51,1.57,0.24,0.12,0,0,0,0,0,0
Nephropidae,Wampanoag,39,1.51,1.57,0.24,0.12,0,0,0,0,0,0
Oncorhynchus gorbuscha,Abenaki,10,0.39,0.655,0.21270199833333334,0.44883549666666667,0,0,0,0,0,0
Oncorhynchus gorbuscha,Bella Coola,10,0.39,0.655,0.21270199833333334,0.44883549666666667,0,0,0,0,0,0
Oncorhynchus gorbuscha,Central Salish,10,0.39,0.655,0.21270199833333334,0.44883549666666667,0,0,0,0,0,0
Oncorhynchus gorbuscha,Cree,10,0.39,0.655,0.21270199833333334,0.44883549666666667,0,0,0,0,0,0
Oncorhynchus gorbuscha,Haida,10,0.39,0.655,0.21270199833333334,0.44883549666666667,0,0,0,0,0,0
Oncorhynchus gorbuscha,Inuit-Inupiaq,10,0.39,0.655,0.21270199833333334,0.44883549666666667,0,0,0,0,0,0
Oncorhynchus gorbuscha,Kwakiutl,10,0.39,0.655,0.21270199833333334,0.44883549666666667,0,0,0,0,0,0
Oncorhynchus gorbuscha,Micmac,10,0.39,0.655,0.21270199833333334,0.44883549666666667,0,0,0,0,0,0
Oncorhynchus gorbuscha,Montagnais-Naskapi,10,0.39,0.655,0.21270199833333334,0.44883549666666667,0,0,0,0,0,0
Oncorhynchus gorbuscha,Nootkan,10,0.39,0.655,0.21270199833333334,0.44883549666666667,0,0,0,0,0,0
Oncorhynchus gorbuscha,Tlingit,10,0.39,0.655,0.21270199833333334,0.44883549666666667,0,0,0,0,0,0
Oncorhynchus gorbuscha,Tsimshian,10,0.39,0.655,0.21270199833333334,0.44883549666666667,0,0,0,0,0,0
Oncorhynchus gorbuscha,Yupik,10,0.39,0.655,0.21270199833333334,0.44883549666666667,0,0,0,0,0,0
Oncorhynchus keta,Abenaki,11.333333333333334,0.92,0.5125,0.233,0.394,0,0,0,0,0,0
Oncorhynchus keta,Bella Coola,11.333333333333334,0.92,0.5125,0.233,0.394,0,0,0,0,0,0
Oncorhynchus keta,Central Salish,11.333333333333334,0.92,0.5125,0.233,0.394,0,0,0,0,0,0
Oncorhynchus keta,Cree,11.333333333333334,0.92,0.5125,0.233,0.394,0,0,0,0,0,0
Oncorhynchus keta,Haida,11.333333333333334,0.92,0.5125,0.233,0.394,0,0,0,0,0,0
Oncorhynchus keta,Inuit-Inupiaq,11.333333333333334,0.92,0.5125,0.233,0.394,0,0,0,0,0,0
Oncorhynchus keta,Kwakiutl,11.333333333333334,0.92,0.5125,0.233,0.394,0,0,0,0,0,0
Oncorhynchus keta,Micmac,11.333333333333334,0.92,0.5125,0.233,0.394,0,0,0,0,0,0
Oncorhynchus keta,Montagnais-Naskapi,11.333333333333334,0.92,0.5125,0.233,0.394,0,0,0,0,0,0
Oncorhynchus keta,Nootkan,11.333333333333334,0.92,0.5125,0.233,0.394,0,0,0,0,0,0
Oncorhynchus keta,Tlingit,11.333333333333334,0.92,0.5125,0.233,0.394,0,0,0,0,0,0
Oncorhynchus keta,Tsimshian,11.333333333333334,0.92,0.5125,0.233,0.394,0,0,0,0,0,0
Oncorhynchus keta,Yupik,11.333333333333334,0.92,0.5125,0.233,0.394,0,0,0,0,0,0
Oncorhynchus kisutch,Abenaki,36,0.41,0.9525,0.429,0.656,0,0,0,0,0,0
Oncorhynchus kisutch,Bella Coola,36,0.41,0.9525,0.429,0.656,0,0,0,0,0,0
Oncorhynchus kisutch,Central Salish,36,0.41,0.9525,0.429,0.656,0,0,0,0,0,0
Oncorhynchus kisutch,Cree,36,0.41,0.9525,0.429,0.656,0,0,0,0,0,0
Oncorhynchus kisutch,Haida,36,0.41,0.9525,0.429,0.656,0,0,0,0,0,0
Oncorhynchus kisutch,Inuit-Inupiaq,36,0.41,0.9525,0.429,0.656,0,0,0,0,0,0
Oncorhynchus kisutch,Kwakiutl,36,0.41,0.9525,0.429,0.656,0,0,0,0,0,0
Oncorhynchus kisutch,Micmac,36,0.41,0.9525,0.429,0.656,0,0,0,0,0,0
Oncorhynchus kisutch,Montagnais-Naskapi,36,0.41,0.9525,0.429,0.656,0,0,0,0,0,0
Oncorhynchus kisutch,Nootkan,36,0.41,0.9525,0.429,0.656,0,0,0,0,0,0
Oncorhynchus kisutch,Tlingit,36,0.41,0.9525,0.429,0.656,0,0,0,0,0,0
Oncorhynchus kisutch,Tsimshian,36,0.41,0.9525,0.429,0.656,0,0,0,0,0,0
Oncorhynchus kisutch,Yupik,36,0.41,0.9525,0.429,0.656,0,0,0,0,0,0
Oncorhynchus mykiss,Bella Coola,60.055,3.66,1.6623999999999999,0.270026,0.8602392,0,0,0,0,0,0
Oncorhynchus mykiss,Central Salish,60.055,3.66,1.6623999999999999,0.270026,0.8602392,0,0,0,0,0,0
Oncorhynchus mykiss,Cree,60.055,3.66,1.6623999999999999,0.270026,0.8602392,0,0,0,0,0,0
Oncorhynchus mykiss,Haida,60.055,3.66,1.6623999999999999,0.270026,0.8602392,0,0,0,0,0,0
Oncorhynchus mykiss,Inuit-Inupiaq,60.055,3.66,1.6623999999999999,0.270026,0.8602392,0,0,0,0,0,0
Oncorhynchus mykiss,Kwakiutl,60.055,3.66,1.6623999999999999,0.270026,0.8602392,0,0,0,0,0,0
Oncorhynchus mykiss,Micmac,60.055,3.66,1.6623999999999999,0.270026,0.8602392,0,0,0,0,0,0
Oncorhynchus mykiss,Montagnais-Naskapi,60.055,3.66,1.6623999999999999,0.270026,0.8602392,0,0,0,0,0,0
Oncorhynchus mykiss,Nootkan,60.055,3.66,1.6623999999999999,0.270026,0.8602392,0,0,0,0,0,0
Oncorhynchus mykiss,Tlingit,60.055,3.66,1.6623999999999999,0.270026,0.8602392,0,0,0,0,0,0
Oncorhynchus mykiss,Tsimshian,60.055,3.66,1.6623999999999999,0.270026,0.8602392,0,0,0,0,0,0
Oncorhynchus mykiss,Yupik,60.055,3.66,1.6623999999999999,0.270026,0.8602392,0,0,0,0,0,0
Oncorhynchus nerka,Abenaki,93,0.42,0.7999999999999999,0.816,1.6403333333333334,0,0,0,0,0,0
Oncorhynchus nerka,Bella Coola,93,0.42,0.7999999999999999,0.816,1.6403333333333334,0,0,0,0,0,0
Oncorhynchus nerka,Central Salish,93,0.42,0.7999999999999999,0.816,1.6403333333333334,0,0,0,0,0,0
Oncorhynchus nerka,Cree,93,0.42,0.7999999999999999,0.816,1.6403333333333334,0,0,0,0,0,0
Oncorhynchus nerka,Haida,93,0.42,0.7999999999999999,0.816,1.6403333333333334,0,0,0,0,0,0
Oncorhynchus nerka,Inuit-Inupiaq,93,0.42,0.7999999999999999,0.816,1.6403333333333334,0,0,0,0,0,0
Oncorhynchus nerka,Kwakiutl,93,0.42,0.7999999999999999,0.816,1.6403333333333334,0,0,0,0,0,0
Oncorhynchus nerka,Micmac,93,0.42,0.7999999999999999,0.816,1.6403333333333334,0,0,0,0,0,0
Oncorhynchus nerka,Montagnais-Naskapi,93,0.42,0.7999999999999999,0.816,1.6403333333333334,0,0,0,0,0,0
Oncorhynchus nerka,Nootkan,93,0.42,0.7999999999999999,0.816,1.6403333333333334,0,0,0,0,0,0
Oncorhynchus nerka,Tlingit,93,0.42,0.7999999999999999,0.816,1.6403333333333334,0,0,0,0,0,0
Oncorhynchus nerka,Tsimshian,93,0.42,0.7999999999999999,0.816,1.6403333333333334,0,0,0,0,0,0
Oncorhynchus nerka,Yupik,93,0.42,0.7999999999999999,0.816,1.6403333333333334,0,0,0,0,0,0
Oncorhynchus tshawytscha,Abenaki,21.6,0.62,1.25,0.6293333333333333,0.6813333333333333,0,0,0,0,0,0
Oncorhynchus tshawytscha,Bella Coola,21.6,0.62,1.25,0.6293333333333333,0.6813333333333333,0,0,0,0,0,0
Oncorhynchus tshawytscha,Central Salish,21.6,0.62,1.25,0.6293333333333333,0.6813333333333333,0,0,0,0,0,0
Oncorhynchus tshawytscha,Cree,21.6,0.62,1.25,0.6293333333333333,0.6813333333333333,0,0,0,0,0,0
Oncorhynchus tshawytscha,Haida,21.6,0.62,1.25,0.6293333333333333,0.6813333333333333,0,0,0,0,0,0
Oncorhynchus tshawytscha,Inuit-Inupiaq,21.6,0.62,1.25,0.6293333333333333,0.6813333333333333,0,0,0,0,0,0
Oncorhynchus tshawytscha,Kwakiutl,21.6,0.62,1.25,0.6293333333333333,0.6813333333333333,0,0,0,0,0,0
Oncorhynchus tshawytscha,Micmac,21.6,0.62,1.25,0.6293333333333333,0.6813333333333333,0,0,0,0,0,0
Oncorhynchus tshawytscha,Montagnais-Naskapi,21.6,0.62,1.25,0.6293333333333333,0.6813333333333333,0,0,0,0,0,0
Oncorhynchus tshawytscha,Nootkan,21.6,0.62,1.25,0.6293333333333333,0.6813333333333333,0,0,0,0,0,0
Oncorhynchus tshawytscha,Tlingit,21.6,0.62,1.25,0.6293333333333333,0.6813333333333333,0,0,0,0,0,0
Oncorhynchus tshawytscha,Tsimshian,21.6,0.62,1.25,0.6293333333333333,0.6813333333333333,0,0,0,0,0,0
Oncorhynchus tshawytscha,Yupik,21.6,0.62,1.25,0.6293333333333333,0.6813333333333333,0,0,0,0,0,0
Ophiodon elongatus,Bella Coola,18,0.24,0.6033333333333333,0,0,0,0,0,0,0,0
Ophiodon elongatus,Central Salish,18,0.24,0.6033333333333333,0,0,0,0,0,0,0,0
Ophiodon elongatus,Cree,18,0.24,0.6033333333333333,0,0,0,0,0,0,0,0
Ophiodon elongatus,Inuit-Inupiaq,18,0.24,0.6033333333333333,0,0,0,0,0,0,0,0
Ophiodon elongatus,Kwakiutl,18,0.24,0.6033333333333333,0,0,0,0,0,0,0,0
Ophiodon elongatus,Nootkan,18,0.24,0.6033333333333333,0,0,0,0,0,0,0,0
Ophiodon elongatus,Tlingit,18,0.24,0.6033333333333333,0,0,0,0,0,0,0,0
Ophiodon elongatus,Tsimshian,18,0.24,0.6033333333333333,0,0,0,0,0,0,0,0
Ophiodon elongatus,Yupik,18,0.24,0.6033333333333333,0,0,0,0,0,0,0,0
Osmerus mordax,Abenaki,67,1.7666666666666666,0.8,0.1975,0.299,0,0,0,0,0,0
Osmerus mordax,Inuit-Inupiaq,67,1.7666666666666666,0.8,0.1975,0.299,0,0,0,0,0,0
Osmerus mordax,Micmac,67,1.7666666666666666,0.8,0.1975,0.299,0,0,0,0,0,0
Osmerus mordax,Montagnais-Naskapi,67,1.7666666666666666,0.8,0.1975,0.299,0,0,0,0,0,0
Osmerus mordax,Wampanoag,67,1.7666666666666666,0.8,0.1975,0.299,0,0,0,0,0,0
Pectinidae,Haida,27.6,1.22,0.6035,0.19,0.18,0,0,0,0,0,0
Pectinidae,Micmac,27.6,1.22,0.6035,0.19,0.18,0,0,0,0,0,0
Pectinidae,Nootkan,27.6,1.22,0.6035,0.19,0.18,0,0,0,0,0,0
Pectinidae,Tlingit,27.6,1.22,0.6035,0.19,0.18,0,0,0,0,0,0
Pectinidae,Wampanoag,27.6,1.22,0.6035,0.19,0.18,0,0,0,0,0,0
Perca flavescens,Cree,31.381,0.6271293333333333,0.28531833333333334,3.84852e-4,0.056503323,0,0,0,0,0,0
Perca flavescens,Micmac,31.381,0.6271293333333333,0.28531833333333334,3.84852e-4,0.056503323,0,0,0,0,0,0
Pomatomus saltatrix,Bella Coola,24.266666666666666,0.7865,2.044,0.34492361833333335,1.10445271,0,0,0,0,0,0
Pomatomus saltatrix,Central Salish,24.266666666666666,0.7865,2.044,0.34492361833333335,1.10445271,0,0,0,0,0,0
Pomatomus saltatrix,Haida,24.266666666666666,0.7865,2.044,0.34492361833333335,1.10445271,0,0,0,0,0,0
Pomatomus saltatrix,Inuit-Inupiaq,24.266666666666666,0.7865,2.044,0.34492361833333335,1.10445271,0,0,0,0,0,0
Pomatomus saltatrix,Kwakiutl,24.266666666666666,0.7865,2.044,0.34492361833333335,1.10445271,0,0,0,0,0,0
Pomatomus saltatrix,Micmac,24.266666666666666,0.7865,2.044,0.34492361833333335,1.10445271,0,0,0,0,0,0
Pomatomus saltatrix,Nootkan,24.266666666666666,0.7865,2.044,0.34492361833333335,1.10445271,0,0,0,0,0,0
Pomatomus saltatrix,Tlingit,24.266666666666666,0.7865,2.044,0.34492361833333335,1.10445271,0,0,0,0,0,0
Pomatomus saltatrix,Tsimshian,24.266666666666666,0.7865,2.044,0.34492361833333335,1.10445271,0,0,0,0,0,0
Pomatomus saltatrix,Wampanoag,24.266666666666666,0.7865,2.044,0.34492361833333335,1.10445271,0,0,0,0,0,0
Pomatomus saltatrix,Yupik,24.266666666666666,0.7865,2.044,0.34492361833333335,1.10445271,0,0,0,0,0,0
Pseudopleuronectes americanus,Abenaki,13.2,0.394,0.103,0.07,0.12,0,0,0,0,0,0
Pseudopleuronectes americanus,Bella Coola,13.2,0.394,0.103,0.07,0.12,0,0,0,0,0,0
Pseudopleuronectes americanus,Central Salish,13.2,0.394,0.103,0.07,0.12,0,0,0,0,0,0
Pseudopleuronectes americanus,Haida,13.2,0.394,0.103,0.07,0.12,0,0,0,0,0,0
Pseudopleuronectes americanus,Inuit-Inupiaq,13.2,0.394,0.103,0.07,0.12,0,0,0,0,0,0
Pseudopleuronectes americanus,Kwakiutl,13.2,0.394,0.103,0.07,0.12,0,0,0,0,0,0
Pseudopleuronectes americanus,Micmac,13.2,0.394,0.103,0.07,0.12,0,0,0,0,0,0
Pseudopleuronectes americanus,Nootkan,13.2,0.394,0.103,0.07,0.12,0,0,0,0,0,0
Pseudopleuronectes americanus,Tlingit,13.2,0.394,0.103,0.07,0.12,0,0,0,0,0,0
Pseudopleuronectes americanus,Tsimshian,13.2,0.394,0.103,0.07,0.12,0,0,0,0,0,0
Pseudopleuronectes americanus,Wampanoag,13.2,0.394,0.103,0.07,0.12,0,0,0,0,0,0
Pseudopleuronectes americanus,Yupik,13.2,0.394,0.103,0.07,0.12,0,0,0,0,0,0
Salmo salar,Abenaki,14.65,0.6875,0.7875,0.5366574736666667,1.6619942016666667,0,0,0,0,0,0
Salmo salar,Bella Coola,14.65,0.6875,0.7875,0.5366574736666667,1.6619942016666667,0,0,0,0,0,0
Salmo salar,Central Salish,14.65,0.6875,0.7875,0.5366574736666667,1.6619942016666667,0,0,0,0,0,0
Salmo salar,Cree,14.65,0.6875,0.7875,0.5366574736666667,1.6619942016666667,0,0,0,0,0,0
Salmo salar,Haida,14.65,0.6875,0.7875,0.5366574736666667,1.6619942016666667,0,0,0,0,0,0
Salmo salar,Inuit-Inupiaq,14.65,0.6875,0.7875,0.5366574736666667,1.6619942016666667,0,0,0,0,0,0
Salmo salar,Kwakiutl,14.65,0.6875,0.7875,0.5366574736666667,1.6619942016666667,0,0,0,0,0,0
Salmo salar,Micmac,14.65,0.6875,0.7875,0.5366574736666667,1.6619942016666667,0,0,0,0,0,0
Salmo salar,Montagnais-Naskapi,14.65,0.6875,0.7875,0.5366574736666667,1.6619942016666667,0,0,0,0,0,0
Salmo salar,Nootkan,14.65,0.6875,0.7875,0.5366574736666667,1.6619942016666667,0,0,0,0,0,0
Salmo salar,Tlingit,14.65,0.6875,0.7875,0.5366574736666667,1.6619942016666667,0,0,0,0,0,0
Salmo salar,Tsimshian,14.65,0.6875,0.7875,0.5366574736666667,1.6619942016666667,0,0,0,0,0,0
Salmo salar,Yupik,14.65,0.6875,0.7875,0.5366574736666667,1.6619942016666667,0,0,0,0,0,0
Salvelinus alpinus,Cree,15.6,2.37125,0.7616666666666667,0.78,0.69,0,0,0,0,0,0
Salvelinus alpinus,Inuit-Inupiaq,15.6,2.37125,0.7616666666666667,0.78,0.69,0,0,0,0,0,0
Salvelinus alpinus,Micmac,15.6,2.37125,0.7616666666666667,0.78,0.69,0,0,0,0,0,0
Salvelinus alpinus,Montagnais-Naskapi,15.6,2.37125,0.7616666666666667,0.78,0.69,0,0,0,0,0,0
Salvelinus fontinalis,Bella Coola,15.48,0.6062000000000001,0.4472,0.112,0.322,0,0,0,0,0,0
Salvelinus fontinalis,Central Salish,15.48,0.6062000000000001,0.4472,0.112,0.322,0,0,0,0,0,0
Salvelinus fontinalis,Cree,15.48,0.6062000000000001,0.4472,0.112,0.322,0,0,0,0,0,0
Salvelinus fontinalis,Haida,15.48,0.6062000000000001,0.4472,0.112,0.322,0,0,0,0,0,0
Salvelinus fontinalis,Inuit-Inupiaq,15.48,0.6062000000000001,0.4472,0.112,0.322,0,0,0,0,0,0
Salvelinus fontinalis,Kwakiutl,15.48,0.6062000000000001,0.4472,0.112,0.322,0,0,0,0,0,0
Salvelinus fontinalis,Micmac,15.48,0.6062000000000001,0.4472,0.112,0.322,0,0,0,0,0,0
Salvelinus fontinalis,Montagnais-Naskapi,15.48,0.6062000000000001,0.4472,0.112,0.322,0,0,0,0,0,0
Salvelinus fontinalis,Nootkan,15.48,0.6062000000000001,0.4472,0.112,0.322,0,0,0,0,0,0
Salvelinus fontinalis,Tlingit,15.48,0.6062000000000001,0.4472,0.112,0.322,0,0,0,0,0,0
Salvelinus fontinalis,Tsimshian,15.48,0.6062000000000001,0.4472,0.112,0.322,0,0,0,0,0,0
Salvelinus fontinalis,Yupik,15.48,0.6062000000000001,0.4472,0.112,0.322,0,0,0,0,0,0
Salvelinus namaycush,Bella Coola,4.55,0.37,0.326,0.072,0.232,0,0,0,0,0,0
Salvelinus namaycush,Central Salish,4.55,0.37,0.326,0.072,0.232,0,0,0,0,0,0
Salvelinus namaycush,Cree,4.55,0.37,0.326,0.072,0.232,0,0,0,0,0,0
Salvelinus namaycush,Haida,4.55,0.37,0.326,0.072,0.232,0,0,0,0,0,0
Salvelinus namaycush,Inuit-Inupiaq,4.55,0.37,0.326,0.072,0.232,0,0,0,0,0,0
Salvelinus namaycush,Kwakiutl,4.55,0.37,0.326,0.072,0.232,0,0,0,0,0,0
Salvelinus namaycush,Micmac,4.55,0.37,0.326,0.072,0.232,0,0,0,0,0,0
Salvelinus namaycush,Montagnais-Naskapi,4.55,0.37,0.326,0.072,0.232,0,0,0,0,0,0
Salvelinus namaycush,Nootkan,4.55,0.37,0.326,0.072,0.232,0,0,0,0,0,0
Salvelinus namaycush,Tlingit,4.55,0.37,0.326,0.072,0.232,0,0,0,0,0,0
Salvelinus namaycush,Tsimshian,4.55,0.37,0.326,0.072,0.232,0,0,0,0,0,0
Salvelinus namaycush,Yupik,4.55,0.37,0.326,0.072,0.232,0,0,0,0,0,0
Scomber scombrus,Abenaki,10.98,0.5178,0.9339999999999999,1.0057536453333333,1.89593776,0,0,0,0,0,0
Scomber scombrus,Inuit-Inupiaq,10.98,0.5178,0.9339999999999999,1.0057536453333333,1.89593776,0,0,0,0,0,0
Scomber scombrus,Micmac,10.98,0.5178,0.9339999999999999,1.0057536453333333,1.89593776,0,0,0,0,0,0
Scomber scombrus,Nootkan,10.98,0.5178,0.9339999999999999,1.0057536453333333,1.89593776,0,0,0,0,0,0
Scomber scombrus,Wampanoag,10.98,0.5178,0.9339999999999999,1.0057536453333333,1.89593776,0,0,0,0,0,0
Scomber spp.,Abenaki,22,0.538,1.409,1.45,2.16,0,0,0,0,0,0
Scomber spp.,Inuit-Inupiaq,22,0.538,1.409,1.45,2.16,0,0,0,0,0,0
Scomber spp.,Micmac,22,0.538,1.409,1.45,2.16,0,0,0,0,0,0
Scomber spp.,Nootkan,22,0.538,1.409,1.45,2.16,0,0,0,0,0,0
Scomber spp.,Wampanoag,22,0.538,1.409,1.45,2.16,0,0,0,0,0,0
Sebastes norvegicus,Bella Coola,141,0.683,0.633,0.14,0.07,0,0,0,0,0,0
Sebastes norvegicus,Central Salish,141,0.683,0.633,0.14,0.07,0,0,0,0,0,0
Sebastes norvegicus,Inuit-Inupiaq,141,0.683,0.633,0.14,0.07,0,0,0,0,0,0
Sebastes norvegicus,Kwakiutl,141,0.683,0.633,0.14,0.07,0,0,0,0,0,0
Sebastes norvegicus,Micmac,141,0.683,0.633,0.14,0.07,0,0,0,0,0,0
Sebastes norvegicus,Nootkan,141,0.683,0.633,0.14,0.07,0,0,0,0,0,0
Sebastes norvegicus,Tlingit,141,0.683,0.633,0.14,0.07,0,0,0,0,0,0
Sebastes norvegicus,Tsimshian,141,0.683,0.633,0.14,0.07,0,0,0,0,0,0
Sparidae,Bella Coola,41,1.92,0.9575,0.199,0.273,0,0,0,0,0,0
Sparidae,Central Salish,41,1.92,0.9575,0.199,0.273,0,0,0,0,0,0
Sparidae,Haida,41,1.92,0.9575,0.199,0.273,0,0,0,0,0,0
Sparidae,Inuit-Inupiaq,41,1.92,0.9575,0.199,0.273,0,0,0,0,0,0
Sparidae,Kwakiutl,41,1.92,0.9575,0.199,0.273,0,0,0,0,0,0
Sparidae,Micmac,41,1.92,0.9575,0.199,0.273,0,0,0,0,0,0
Sparidae,Nootkan,41,1.92,0.9575,0.199,0.273,0,0,0,0,0,0
Sparidae,Tlingit,41,1.92,0.9575,0.199,0.273,0,0,0,0,0,0
Sparidae,Tsimshian,41,1.92,0.9575,0.199,0.273,0,0,0,0,0,0
Sparidae,Wampanoag,41,1.92,0.9575,0.199,0.273,0,0,0,0,0,0
Sparidae,Yupik,41,1.92,0.9575,0.199,0.273,0,0,0,0,0,0
Thaleichthys pacificus,Bella Coola,196.95,1.3,1.6,0.12,0.18,0,0,0,0,0,0
Thaleichthys pacificus,Central Salish,196.95,1.3,1.6,0.12,0.18,0,0,0,0,0,0
Thaleichthys pacificus,Haida,196.95,1.3,1.6,0.12,0.18,0,0,0,0,0,0
Thaleichthys pacificus,Inuit-Inupiaq,196.95,1.3,1.6,0.12,0.18,0,0,0,0,0,0
Thaleichthys pacificus,Kwakiutl,196.95,1.3,1.6,0.12,0.18,0,0,0,0,0,0
Thaleichthys pacificus,Nootkan,196.95,1.3,1.6,0.12,0.18,0,0,0,0,0,0
Thaleichthys pacificus,Tlingit,196.95,1.3,1.6,0.12,0.18,0,0,0,0,0,0
Thaleichthys pacificus,Tsimshian,196.95,1.3,1.6,0.12,0.18,0,0,0,0,0,0
Thunnus alalunga,Abenaki,10.45,0.43,0.77,0.31654000000000004,0.9108400000000001,0,0,0,0,0,0
Thunnus alalunga,Inuit-Inupiaq,10.45,0.43,0.77,0.31654000000000004,0.9108400000000001,0,0,0,0,0,0
Thunnus alalunga,Micmac,10.45,0.43,0.77,0.31654000000000004,0.9108400000000001,0,0,0,0,0,0
Thunnus alalunga,Nootkan,10.45,0.43,0.77,0.31654000000000004,0.9108400000000001,0,0,0,0,0,0
Thunnus alalunga,Wampanoag,10.45,0.43,0.77,0.31654000000000004,0.9108400000000001,0,0,0,0,0,0
Thunnus thynnus,Abenaki,8.666666666666666,0.33999999999999997,1.34,0.138185,0.7217425,0,0,0,0,0,0
Thunnus thynnus,Inuit-Inupiaq,8.666666666666666,0.33999999999999997,1.34,0.138185,0.7217425,0,0,0,0,0,0
Thunnus thynnus,Micmac,8.666666666666666,0.33999999999999997,1.34,0.138185,0.7217425,0,0,0,0,0,0
Thunnus thynnus,Nootkan,8.666666666666666,0.33999999999999997,1.34,0.138185,0.7217425,0,0,0,0,0,0
Thunnus thynnus,Wampanoag,8.666666666666666,0.33999999999999997,1.34,0.138185,0.7217425,0,0,0,0,0,0
