run,species_no,mean,std.error
62,1,1.7,0.15275252316519466
62,2,1.9333333333333333,0.03760507165451774
62,3,1.9916666666666667,0.008333333333333333
62,4,2,0
62,5,2,0
62,6,2,0
62,7,2,0
62,8,2,0
62,9,2,0
62,10,2,NA
63,1,1.9,0.09999999999999999
63,2,1.9777777777777779,0.022222222222222223
63,3,2,0
63,4,2,0
63,5,2,0
63,6,2,0
63,7,2,0
63,8,2,0
63,9,2,0
63,10,2,NA
64,1,1.5,0.16666666666666666
64,2,1.7333333333333334,0.08645662192537638
64,3,1.9416666666666667,0.054613274124070674
64,4,2.0952380952380953,0.041638583772550294
64,5,2.246031746031746,0.038292219285811384
64,6,2.1333333333333333,0.03826573829713236
64,7,1.8666666666666667,0.03116175682952018
64,8,1.9333333333333333,0.03760507165451774
64,9,1.9,0.09999999999999999
64,10,2,NA
65,1,1.8,0.13333333333333333
65,2,1.8666666666666667,0.07521014330903548
65,3,1.7416666666666667,0.0418343962948195
65,4,1.819047619047619,0.02662953506360121
65,5,1.8412698412698412,0.023065375254180554
65,6,1.9095238095238096,0.01984271279024388
65,7,1.9583333333333333,0.018318048122588696
65,8,1.9777777777777779,0.022222222222222223
65,9,2,0
65,10,2,NA
66,1,1.5,0.16666666666666666
66,2,1.6,0.07385489458759964
66,3,1.7,0.042008402520840295
66,4,1.7714285714285714,0.02904595687156655
66,5,1.8333333333333333,0.02352322653906819
66,6,1.8952380952380952,0.021183505372546808
66,7,1.9333333333333333,0.02286647801900118
66,8,1.9777777777777779,0.022222222222222223
66,9,2,0
66,10,2,NA
67,1,1.7,0.15275252316519466
67,2,1.7777777777777777,0.06267511942419625
67,3,1.8583333333333334,0.03196600376689893
67,4,1.9238095238095239,0.018351366913658917
67,5,1.9642857142857142,0.011713508310198273
67,6,1.9857142857142858,0.008208302674107883
67,7,2,0
67,8,2,0
67,9,2,0
67,10,2,NA
68,1,1.7,0.15275252316519466
68,2,1.6888888888888889,0.0697920592732311
68,3,1.8166666666666667,0.035470691206128516
68,4,1.8857142857142857,0.022007446520957746
68,5,1.9325396825396826,0.015831460814083174
68,6,1.9714285714285715,0.011523867896490826
68,7,1.9916666666666667,0.008333333333333333
68,8,2,0
68,9,2,0
68,10,2,NA
69,1,1.5,0.16666666666666666
69,2,1.7777777777777777,0.06267511942419625
69,3,1.875,0.030316953129541618
69,4,1.9095238095238096,0.01984271279024388
69,5,1.9484126984126984,0.01396153679115185
69,6,1.9857142857142858,0.008208302674107883
69,7,2,0
69,8,2,0
69,9,2,0
69,10,2,NA
7,1,1.3,0.15275252316519466
7,2,1.4666666666666666,0.07521014330903548
7,3,1.4333333333333333,0.04542567625794979
7,4,1.5,0.03458572319330373
7,5,1.5158730158730158,0.03154381303686605
7,6,1.519047619047619,0.03456061786511147
7,7,1.5916666666666666,0.04505805985803133
7,8,1.6,0.07385489458759964
7,9,1.7,0.15275252316519466
7,10,2,NA
70,1,1.8,0.13333333333333333
70,2,1.8888888888888888,0.047377936967913425
70,3,1.975,0.01431195069769
70,4,1.9904761904761905,0.006718220093499974
70,5,2,0
70,6,2,0
70,7,2,0
70,8,2,0
70,9,2,0
70,10,2,NA
71,1,1.5,0.16666666666666666
71,2,1.6444444444444444,0.0721639236343101
71,3,1.725,0.04093189670742399
71,4,1.7857142857142858,0.028382836222822366
71,5,1.8531746031746033,0.02233997539584809
71,6,1.9095238095238096,0.01984271279024388
71,7,1.95,0.01997898055120797
71,8,1.9777777777777779,0.022222222222222223
71,9,2,0
71,10,2,NA
72,1,1.7,0.15275252316519466
72,2,1.8,0.06030226891555272
72,3,1.9,0.027500954910846337
72,4,1.9619047619047618,0.013241227289874992
72,5,1.9880952380952381,0.006845779386845438
72,6,1.9952380952380953,0.004761904761904762
72,7,2,0
72,8,2,0
72,9,2,0
72,10,2,NA
73,1,1.9,0.09999999999999999
73,2,2,0
73,3,2,0
73,4,2,0
73,5,2,0
73,6,2,0
73,7,2,0
73,8,2,0
73,9,2,0
73,10,2,NA
74,1,1.6,0.1632993161855452
74,2,1.8222222222222222,0.05763774795025092
74,3,1.925,0.02414504490112435
74,4,1.9714285714285715,0.011523867896490826
74,5,1.992063492063492,0.005600768223587665
74,6,2,0
74,7,2,0
74,8,2,0
74,9,2,0
74,10,2,NA
75,1,1.5,0.16666666666666666
75,2,1.4444444444444444,0.07491109582924912
75,3,1.4833333333333334,0.04580945392704768
75,4,1.5238095238095237,0.034546488100476745
75,5,1.5476190476190477,0.03141626613878561
75,6,1.5857142857142856,0.03407373521784959
75,7,1.6083333333333334,0.04474614568527821
75,8,1.6666666666666667,0.07106690545187014
75,9,1.8,0.13333333333333333
75,10,2,NA
76,1,1.5,0.16666666666666666
76,2,1.7333333333333334,0.06666666666666667
76,3,1.775,0.03827970917410138
76,4,1.8476190476190477,0.024859509336697897
76,5,1.9126984126984128,0.017817134435896678
76,6,1.9476190476190476,0.015410986606158606
76,7,1.975,0.01431195069769
76,8,2,0
76,9,2,0
76,10,2,NA
77,1,1.5,0.16666666666666666
77,2,1.7555555555555555,0.08501666833333661
77,3,1.9166666666666667,0.05369189691736082
77,4,1.8476190476190477,0.03479059169568185
77,5,1.7936507936507937,0.02554343316084324
77,6,1.8666666666666667,0.023513770327249908
77,7,1.9333333333333333,0.02286647801900118
77,8,1.9777777777777779,0.022222222222222223
77,9,2,0
77,10,2,NA
78,1,1.7,0.15275252316519466
78,2,1.6222222222222222,0.07309112127323451
78,3,1.6416666666666666,0.04395667801920045
78,4,1.7142857142857142,0.031248474232843364
78,5,1.7817460317460319,0.026072162620821272
78,6,1.8285714285714285,0.026069544122384464
78,7,1.8583333333333334,0.03196600376689893
78,8,1.9111111111111112,0.04290254662948546
78,9,2,0
78,10,2,NA
79,1,1.7,0.15275252316519466
79,2,2,0.07106690545187014
79,3,2.191666666666667,0.04474614568527821
79,4,2.3476190476190477,0.034295902387454724
79,5,2.4722222222222223,0.03151097924525567
79,6,2.5904761904761906,0.03401477718256439
79,7,2.7,0.042008402520840295
79,8,2.8,0.06030226891555272
79,9,2.9,0.09999999999999999
79,10,3,NA
8,1,1.5,0.16666666666666666
8,2,1.7777777777777777,0.06267511942419625
8,3,1.8916666666666666,0.028491075150158012
8,4,1.9428571428571428,0.016055756769971896
8,5,1.9761904761904763,0.009622895669065483
8,6,1.9952380952380953,0.004761904761904762
8,7,2,0
8,8,2,0
8,9,2,0
8,10,2,NA
80,1,1.6,0.1632993161855452
80,2,1.8,0.06030226891555272
80,3,1.8833333333333333,0.02942810003883066
80,4,1.9428571428571428,0.016055756769971896
80,5,1.9761904761904763,0.009622895669065483
80,6,1.9904761904761905,0.006718220093499974
80,7,2,0
80,8,2,0
80,9,2,0
80,10,2,NA
81,1,1.3,0.15275252316519466
81,2,1.3111111111111111,0.0697920592732311
81,3,1.3333333333333333,0.043213581570144294
81,4,1.4,0.0338869496834943
81,5,1.5,0.031559720154890156
81,6,1.6,0.0338869496834943
81,7,1.7,0.042008402520840295
81,8,1.7777777777777777,0.06267511942419625
81,9,1.8,0.13333333333333333
81,10,2,NA
82,1,1.9,0.09999999999999999
82,2,1.8444444444444446,0.05463890236888291
82,3,1.9666666666666666,0.01645524161649806
82,4,1.9857142857142858,0.008208302674107883
82,5,2,0
82,6,2,0
82,7,2,0
82,8,2,0
82,9,2,0
82,10,2,NA
83,1,1.8,0.13333333333333333
83,2,2.022222222222222,0.05936438486834389
83,3,2.216666666666667,0.041307979935470175
83,4,2.357142857142857,0.03382445862444599
83,5,2.484126984126984,0.03154381303686605
83,6,1.9952380952380953,0.004761904761904762
83,7,2,0
83,8,2,0
83,9,2,0
83,10,2,NA
84,1,1.8,0.13333333333333333
84,2,1.8222222222222222,0.05763774795025092
84,3,1.9,0.027500954910846337
84,4,1.9476190476190476,0.015410986606158606
84,5,1.9801587301587302,0.008802298199620532
84,6,1.9952380952380953,0.004761904761904762
84,7,2,0
84,8,2,0
84,9,2,0
84,10,2,NA
85,1,1.6,0.1632993161855452
85,2,1.8222222222222222,0.07970202644274288
85,3,1.75,0.03969420930187224
85,4,1.8428571428571427,0.025173938410200315
85,5,1.9087301587301588,0.01817792292453337
85,6,1.957142857142857,0.014009635809613891
85,7,1.975,0.01431195069769
85,8,2,0
85,9,2,0
85,10,2,NA
86,1,1.5,0.16666666666666666
86,2,1.7777777777777777,0.06267511942419625
86,3,1.9166666666666667,0.025336208004377515
86,4,1.9714285714285715,0.011523867896490826
86,5,1.9880952380952381,0.006845779386845438
86,6,1.9952380952380953,0.004761904761904762
86,7,2,0
86,8,2,0
86,9,2,0
86,10,2,NA
87,1,1.5,0.22360679774997896
87,2,1.7777777777777777,0.06267511942419625
87,3,1.8666666666666667,0.03116175682952018
87,4,1.9095238095238096,0.01984271279024388
87,5,1.9563492063492063,0.012896369337508916
87,6,1.9904761904761905,0.006718220093499974
87,7,2,0
87,8,2,0
87,9,2,0
87,10,2,NA
88,1,1.6,0.1632993161855452
