culture,latin_name,subgroup,calcium,zinc,iron,epa,dha
Tanana,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Tanana,Esox lucius,Fish,70.45488888888889,1.646777777777778,0.4177,0.05525,0.14266666666666666
Tanana,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Tanana,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Tanana,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Tanana,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Tanana,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Tanana,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Tanana,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Tanana,Thymallus arcticus,Fish,273.8375,0.7,1,0.1,0.1
Tillamook,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Tillamook,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Tillamook,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Tillamook,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Tillamook,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Tillamook,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Tillamook,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Tillamook,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Tillamook,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Tlingit,Anoplopoma fimbria,Fish,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Tlingit,Boreogadus saida,Fish,20.2,0.5,0.6,0.165,0.329
Tlingit,Callinectes sapidus,Marine Invertebrates,74.46666666666667,2014.5,1.46,0.2,0.2
Tlingit,Cancer magister,Marine Invertebrates,52,3.42,0.3825,0.2,0.1
Tlingit,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Tlingit,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Tlingit,Centropristes striata,Fish,48.1,0.29433333333333334,0.812,0.1,0.3
Tlingit,Clupea harengus,Fish,41.25,0.83525,1.1,0.7733333333333333,1.1466666666666667
Tlingit,Clupea pallasii,Fish,51,0.5,1.8800000000000001,1,0.7
Tlingit,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Tlingit,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Tlingit,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Tlingit,Crassostrea virginica,Marine Invertebrates,58,96.25,6.85,0.15,0.14500000000000002
Tlingit,Esox lucius,Fish,70.45488888888889,1.646777777777778,0.4177,0.05525,0.14266666666666666
Tlingit,Gadiformes,Fish,29,0.71,0.364,0.09,0.21500000000000002
Tlingit,Gadus macrocephalus,Fish,10,0.3,0.2,0.1,0.1
Tlingit,Gadus morhua,Fish,15.5,1.1418,1.36,1.1045,0.9751666666666666
Tlingit,Hippoglossus hippoglossus,Fish,15.5,0.4,0.5,0.22050000000000003,0.315
Tlingit,Hippoglossus stenolepis,Fish,28,0.19,0.095,0.1,0.3
Tlingit,Lota lota,Fish,44.4,1.238888888888889,0.9,0.426,0.5585454545454546
Tlingit,Melanogrammus aeglefinus,Fish,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Tlingit,Mercenaria mercenaria ,Marine Invertebrates,49,2.3,2.8,0.09,0.08
Tlingit,Micropogonias undulatus,Fish,56,0.3855,0.976,0.1,0.1
Tlingit,Microstomus pacificus,Fish,39.5,0.2,0.2,0.08,0.09
Tlingit,Morone saxatillis,Fish,15,0.32333333333333336,0.8200000000000001,0.2,0.6
Tlingit,Mugil cephalus,Fish,93,0.499,1.45,0.4,0.4
Tlingit,Mya arenaria,Marine Invertebrates,53,1.7,40.5,0.2,0.2
Tlingit,Mytilidae,Marine Invertebrates,101,3.63,17,0.13,0.17
Tlingit,Mytilus edulis,Marine Invertebrates,45.142857142857146,2.55,8.95,0.155,0.1774
Tlingit,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Tlingit,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Tlingit,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Tlingit,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Tlingit,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Tlingit,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Tlingit,Ostreidae,Marine Invertebrates,84.66666666666667,53.6,2050.14,0.22349999999999998,0.183
Tlingit,Pectinidae,Marine Invertebrates,26.4,1.085,0.499,0.14500000000000002,0.14
Tlingit,Pleuronectinae,Fish,23.5,0.78,0.55,0.192,0.1165
Tlingit,Pomatomus saltatrix,Fish,47.36,0.791,2.233,0.4,0.8
Tlingit,Pseudopleuronectes americanus,Fish,13.1,0.397,0.1015,0.07,0.12
Tlingit,Reinhardtius hippoglossoides,Fish,12.5,0.4,0.6366666666666667,0.725,0.635
Tlingit,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Tlingit,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Tlingit,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Tlingit,Sebastes norvegicus,Fish,101.66666666666667,0.6915,0.7343333333333334,0.093,0.07150000000000001
Tlingit,Sebastes pinniger,Fish,9,0.4,0.4,0.2,0.3
Tlingit,Sebastes spp.,Fish,12,0.3385,0.53,0.2565,0.35950000000000004
Tlingit,Sparidae,Fish,48.333333333333336,0.9466666666666667,0.785,0.14950000000000002,0.1865
Tlingit,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Tlingit,Thaleichthys pacificus,Fish,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Tlingit,Thymallus arcticus,Fish,273.8375,0.7,1,0.1,0.1
Tsimshian,Anoplopoma fimbria,Fish,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Tsimshian,Boreogadus saida,Fish,20.2,0.5,0.6,0.165,0.329
Tsimshian,Callinectes sapidus,Marine Invertebrates,74.46666666666667,2014.5,1.46,0.2,0.2
Tsimshian,Cancer magister,Marine Invertebrates,52,3.42,0.3825,0.2,0.1
Tsimshian,Centropristes striata,Fish,48.1,0.29433333333333334,0.812,0.1,0.3
Tsimshian,Clupea harengus,Fish,41.25,0.83525,1.1,0.7733333333333333,1.1466666666666667
Tsimshian,Clupea pallasii,Fish,51,0.5,1.8800000000000001,1,0.7
Tsimshian,Gadiformes,Fish,29,0.71,0.364,0.09,0.21500000000000002
Tsimshian,Gadus macrocephalus,Fish,10,0.3,0.2,0.1,0.1
Tsimshian,Gadus morhua,Fish,15.5,1.1418,1.36,1.1045,0.9751666666666666
Tsimshian,Hippoglossus hippoglossus,Fish,15.5,0.4,0.5,0.22050000000000003,0.315
Tsimshian,Hippoglossus stenolepis,Fish,28,0.19,0.095,0.1,0.3
Tsimshian,Melanogrammus aeglefinus,Fish,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Tsimshian,Mercenaria mercenaria ,Marine Invertebrates,49,2.3,2.8,0.09,0.08
Tsimshian,Micropogonias undulatus,Fish,56,0.3855,0.976,0.1,0.1
Tsimshian,Microstomus pacificus,Fish,39.5,0.2,0.2,0.08,0.09
Tsimshian,Morone saxatillis,Fish,15,0.32333333333333336,0.8200000000000001,0.2,0.6
Tsimshian,Mugil cephalus,Fish,93,0.499,1.45,0.4,0.4
Tsimshian,Mya arenaria,Marine Invertebrates,53,1.7,40.5,0.2,0.2
Tsimshian,Mytilidae,Marine Invertebrates,101,3.63,17,0.13,0.17
Tsimshian,Mytilus edulis,Marine Invertebrates,45.142857142857146,2.55,8.95,0.155,0.1774
Tsimshian,Octopoda,Marine Invertebrates,30.714285714285715,1.68,3.07,0.1,0.1
Tsimshian,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Tsimshian,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Tsimshian,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Tsimshian,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Tsimshian,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Tsimshian,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Tsimshian,Pleuronectinae,Fish,23.5,0.78,0.55,0.192,0.1165
Tsimshian,Pomatomus saltatrix,Fish,47.36,0.791,2.233,0.4,0.8
Tsimshian,Pseudopleuronectes americanus,Fish,13.1,0.397,0.1015,0.07,0.12
Tsimshian,Reinhardtius hippoglossoides,Fish,12.5,0.4,0.6366666666666667,0.725,0.635
Tsimshian,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Tsimshian,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Tsimshian,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Tsimshian,Sebastes norvegicus,Fish,101.66666666666667,0.6915,0.7343333333333334,0.093,0.07150000000000001
Tsimshian,Sebastes pinniger,Fish,9,0.4,0.4,0.2,0.3
Tsimshian,Sebastes spp.,Fish,12,0.3385,0.53,0.2565,0.35950000000000004
Tsimshian,Sparidae,Fish,48.333333333333336,0.9466666666666667,0.785,0.14950000000000002,0.1865
Tsimshian,Squalus acanthias,Fish,11,0.613,1.25,0.7,1.2
Tsimshian,Thaleichthys pacificus,Fish,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Tutchone,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Tutchone,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Tutchone,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Tutchone,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Tutchone,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Tutchone,Esox lucius,Fish,70.45488888888889,1.646777777777778,0.4177,0.05525,0.14266666666666666
Tutchone,Lota lota,Fish,44.4,1.238888888888889,0.9,0.426,0.5585454545454546
Tutchone,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Tutchone,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Tutchone,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Tutchone,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Tutchone,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Tutchone,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Tutchone,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Tutchone,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Tutchone,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Tutchone,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Tutchone,Thaleichthys pacificus,Fish,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Tutchone,Thymallus arcticus,Fish,273.8375,0.7,1,0.1,0.1
Wampanoag,Anguilla rostrata,Fish,34.166666666666664,1.31125,0.972,0.5,0.88
Wampanoag,Anoplopoma fimbria,Fish,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Wampanoag,Boreogadus saida,Fish,20.2,0.5,0.6,0.165,0.329
Wampanoag,Callinectes sapidus,Marine Invertebrates,74.46666666666667,2014.5,1.46,0.2,0.2
Wampanoag,Cancer magister,Marine Invertebrates,52,3.42,0.3825,0.2,0.1
Wampanoag,Centropristes striata,Fish,48.1,0.29433333333333334,0.812,0.1,0.3
Wampanoag,Crassostrea virginica,Marine Invertebrates,58,96.25,6.85,0.15,0.14500000000000002
Wampanoag,Gadiformes,Fish,29,0.71,0.364,0.09,0.21500000000000002
Wampanoag,Gadus macrocephalus,Fish,10,0.3,0.2,0.1,0.1
Wampanoag,Gadus morhua,Fish,15.5,1.1418,1.36,1.1045,0.9751666666666666
Wampanoag,Hippoglossus hippoglossus,Fish,15.5,0.4,0.5,0.22050000000000003,0.315
Wampanoag,Hippoglossus stenolepis,Fish,28,0.19,0.095,0.1,0.3
Wampanoag,Melanogrammus aeglefinus,Fish,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Wampanoag,Mercenaria mercenaria ,Marine Invertebrates,49,2.3,2.8,0.09,0.08
Wampanoag,Micropogonias undulatus,Fish,56,0.3855,0.976,0.1,0.1
Wampanoag,Microstomus pacificus,Fish,39.5,0.2,0.2,0.08,0.09
Wampanoag,Morone saxatillis,Fish,15,0.32333333333333336,0.8200000000000001,0.2,0.6
Wampanoag,Mugil cephalus,Fish,93,0.499,1.45,0.4,0.4
Wampanoag,Mya arenaria,Marine Invertebrates,53,1.7,40.5,0.2,0.2
Wampanoag,Mytilidae,Marine Invertebrates,101,3.63,17,0.13,0.17
Wampanoag,Mytilus edulis,Marine Invertebrates,45.142857142857146,2.55,8.95,0.155,0.1774
Wampanoag,Nephropidae,Marine Invertebrates,34,2.54,0.935,0.18733333333333332,0.108
Wampanoag,Osmerus mordax,Fish,69.33333333333333,1.75,0.8,0.12,0.18
Wampanoag,Ostreidae,Marine Invertebrates,84.66666666666667,53.6,2050.14,0.22349999999999998,0.183
Wampanoag,Pectinidae,Marine Invertebrates,26.4,1.085,0.499,0.14500000000000002,0.14
Wampanoag,Pleuronectinae,Fish,23.5,0.78,0.55,0.192,0.1165
Wampanoag,Pomatomus saltatrix,Fish,47.36,0.791,2.233,0.4,0.8
Wampanoag,Pseudopleuronectes americanus,Fish,13.1,0.397,0.1015,0.07,0.12
Wampanoag,Reinhardtius hippoglossoides,Fish,12.5,0.4,0.6366666666666667,0.725,0.635
Wampanoag,Scomber scombrus,Fish,10,0.44633333333333336,1.1320000000000001,1.2166666666666668,2.31
Wampanoag,Scomber spp.,Fish,23,0.519,705,1.45,2.16
Wampanoag,Sparidae,Fish,48.333333333333336,0.9466666666666667,0.785,0.14950000000000002,0.1865
Wampanoag,Squalus acanthias,Fish,11,0.613,1.25,0.7,1.2
Wampanoag,Thunnus spp.,Fish,8.666666666666666,0.33999999999999997,1.4,0.4,1.2
Wampanoag,Thymallus arcticus,Fish,273.8375,0.7,1,0.1,0.1
Yupik,Anoplopoma fimbria,Fish,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Yupik,Boreogadus saida,Fish,20.2,0.5,0.6,0.165,0.329
Yupik,Callinectes sapidus,Marine Invertebrates,74.46666666666667,2014.5,1.46,0.2,0.2
Yupik,Cancer magister,Marine Invertebrates,52,3.42,0.3825,0.2,0.1
Yupik,Centropristes striata,Fish,48.1,0.29433333333333334,0.812,0.1,0.3
Yupik,Clupea harengus,Fish,41.25,0.83525,1.1,0.7733333333333333,1.1466666666666667
Yupik,Clupea pallasii,Fish,51,0.5,1.8800000000000001,1,0.7
Yupik,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Yupik,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Yupik,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Yupik,Esox lucius,Fish,70.45488888888889,1.646777777777778,0.4177,0.05525,0.14266666666666666
Yupik,Gadiformes,Fish,29,0.71,0.364,0.09,0.21500000000000002
Yupik,Gadus macrocephalus,Fish,10,0.3,0.2,0.1,0.1
Yupik,Gadus morhua,Fish,15.5,1.1418,1.36,1.1045,0.9751666666666666
Yupik,Hippoglossus hippoglossus,Fish,15.5,0.4,0.5,0.22050000000000003,0.315
Yupik,Hippoglossus stenolepis,Fish,28,0.19,0.095,0.1,0.3
Yupik,Melanogrammus aeglefinus,Fish,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Yupik,Micropogonias undulatus,Fish,56,0.3855,0.976,0.1,0.1
Yupik,Microstomus pacificus,Fish,39.5,0.2,0.2,0.08,0.09
Yupik,Morone saxatillis,Fish,15,0.32333333333333336,0.8200000000000001,0.2,0.6
Yupik,Mugil cephalus,Fish,93,0.499,1.45,0.4,0.4
Yupik,Mytilidae,Marine Invertebrates,101,3.63,17,0.13,0.17
Yupik,Mytilus edulis,Marine Invertebrates,45.142857142857146,2.55,8.95,0.155,0.1774
Yupik,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Yupik,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Yupik,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Yupik,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Yupik,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Yupik,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Yupik,Pleuronectinae,Fish,23.5,0.78,0.55,0.192,0.1165
Yupik,Pomatomus saltatrix,Fish,47.36,0.791,2.233,0.4,0.8
Yupik,Pseudopleuronectes americanus,Fish,13.1,0.397,0.1015,0.07,0.12
Yupik,Reinhardtius hippoglossoides,Fish,12.5,0.4,0.6366666666666667,0.725,0.635
Yupik,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Yupik,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Yupik,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Yupik,Sparidae,Fish,48.333333333333336,0.9466666666666667,0.785,0.14950000000000002,0.1865
Yupik,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
