culture,latin_name,subgroup,calcium,zinc,iron,epa,dha
Gwich'in,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Gwich'in,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Gwich'in,Salvelinus alpinus,Fish,39.166666666666664,2.079090909090909,1.676923076923077,0.6266666666666667,0.49666666666666665
Gwich'in,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Gwich'in,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Gwich'in,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Gwich'in,Thaleichthys pacificus,Fish,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Gwich'in,Thymallus arcticus,Fish,273.8375,0.7,1,0.1,0.1
Haida,Anoplopoma fimbria,Fish,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Haida,Boreogadus saida,Fish,20.2,0.5,0.6,0.165,0.329
Haida,Centropristes striata,Fish,48.1,0.29433333333333334,0.812,0.1,0.3
Haida,Clupea harengus,Fish,41.25,0.83525,1.1,0.7733333333333333,1.1466666666666667
Haida,Clupea pallasii,Fish,51,0.5,1.8800000000000001,1,0.7
Haida,Gadiformes,Fish,29,0.71,0.364,0.09,0.21500000000000002
Haida,Gadus macrocephalus,Fish,10,0.3,0.2,0.1,0.1
Haida,Gadus morhua,Fish,15.5,1.1418,1.36,1.1045,0.9751666666666666
Haida,Hippoglossus hippoglossus,Fish,15.5,0.4,0.5,0.22050000000000003,0.315
Haida,Hippoglossus stenolepis,Fish,28,0.19,0.095,0.1,0.3
Haida,Melanogrammus aeglefinus,Fish,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Haida,Mercenaria mercenaria ,Marine Invertebrates,49,2.3,2.8,0.09,0.08
Haida,Micropogonias undulatus,Fish,56,0.3855,0.976,0.1,0.1
Haida,Microstomus pacificus,Fish,39.5,0.2,0.2,0.08,0.09
Haida,Morone saxatillis,Fish,15,0.32333333333333336,0.8200000000000001,0.2,0.6
Haida,Mugil cephalus,Fish,93,0.499,1.45,0.4,0.4
Haida,Mya arenaria,Marine Invertebrates,53,1.7,40.5,0.2,0.2
Haida,Mytilidae,Marine Invertebrates,101,3.63,17,0.13,0.17
Haida,Mytilus edulis,Marine Invertebrates,45.142857142857146,2.55,8.95,0.155,0.1774
Haida,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Haida,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Haida,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Haida,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Haida,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Haida,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Haida,Pectinidae,Marine Invertebrates,26.4,1.085,0.499,0.14500000000000002,0.14
Haida,Pleuronectinae,Fish,23.5,0.78,0.55,0.192,0.1165
Haida,Pomatomus saltatrix,Fish,47.36,0.791,2.233,0.4,0.8
Haida,Pseudopleuronectes americanus,Fish,13.1,0.397,0.1015,0.07,0.12
Haida,Reinhardtius hippoglossoides,Fish,12.5,0.4,0.6366666666666667,0.725,0.635
Haida,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Haida,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Haida,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Haida,Sparidae,Fish,48.333333333333336,0.9466666666666667,0.785,0.14950000000000002,0.1865
Haida,Squalus acanthias,Fish,11,0.613,1.25,0.7,1.2
Haida,Thaleichthys pacificus,Fish,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Haisla,Hippoglossus hippoglossus,Fish,15.5,0.4,0.5,0.22050000000000003,0.315
Haisla,Hippoglossus stenolepis,Fish,28,0.19,0.095,0.1,0.3
Haisla,Mercenaria mercenaria ,Marine Invertebrates,49,2.3,2.8,0.09,0.08
Haisla,Microstomus pacificus,Fish,39.5,0.2,0.2,0.08,0.09
Haisla,Mya arenaria,Marine Invertebrates,53,1.7,40.5,0.2,0.2
Haisla,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Haisla,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Haisla,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Haisla,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Haisla,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Haisla,Pleuronectinae,Fish,23.5,0.78,0.55,0.192,0.1165
Haisla,Pseudopleuronectes americanus,Fish,13.1,0.397,0.1015,0.07,0.12
Haisla,Reinhardtius hippoglossoides,Fish,12.5,0.4,0.6366666666666667,0.725,0.635
Haisla,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Haisla,Thaleichthys pacificus,Fish,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Han,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Han,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Han,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Han,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Han,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Han,Esox lucius,Fish,70.45488888888889,1.646777777777778,0.4177,0.05525,0.14266666666666666
Han,Lota lota,Fish,44.4,1.238888888888889,0.9,0.426,0.5585454545454546
Han,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Han,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Han,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Han,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Han,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Han,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Han,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Han,Thymallus arcticus,Fish,273.8375,0.7,1,0.1,0.1
Heiltsuk,Callinectes sapidus,Marine Invertebrates,74.46666666666667,2014.5,1.46,0.2,0.2
Heiltsuk,Cancer magister,Marine Invertebrates,52,3.42,0.3825,0.2,0.1
Heiltsuk,Clupea harengus,Fish,41.25,0.83525,1.1,0.7733333333333333,1.1466666666666667
Heiltsuk,Clupea pallasii,Fish,51,0.5,1.8800000000000001,1,0.7
Heiltsuk,Hippoglossus hippoglossus,Fish,15.5,0.4,0.5,0.22050000000000003,0.315
Heiltsuk,Hippoglossus stenolepis,Fish,28,0.19,0.095,0.1,0.3
Heiltsuk,Mercenaria mercenaria ,Marine Invertebrates,49,2.3,2.8,0.09,0.08
Heiltsuk,Microstomus pacificus,Fish,39.5,0.2,0.2,0.08,0.09
Heiltsuk,Mya arenaria,Marine Invertebrates,53,1.7,40.5,0.2,0.2
Heiltsuk,Mytilidae,Marine Invertebrates,101,3.63,17,0.13,0.17
Heiltsuk,Mytilus edulis,Marine Invertebrates,45.142857142857146,2.55,8.95,0.155,0.1774
Heiltsuk,Octopoda,Marine Invertebrates,30.714285714285715,1.68,3.07,0.1,0.1
Heiltsuk,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Heiltsuk,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Heiltsuk,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Heiltsuk,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Heiltsuk,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Heiltsuk,Pectinidae,Marine Invertebrates,26.4,1.085,0.499,0.14500000000000002,0.14
Heiltsuk,Pleuronectinae,Fish,23.5,0.78,0.55,0.192,0.1165
Heiltsuk,Pseudopleuronectes americanus,Fish,13.1,0.397,0.1015,0.07,0.12
Heiltsuk,Reinhardtius hippoglossoides,Fish,12.5,0.4,0.6366666666666667,0.725,0.635
Heiltsuk,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Heiltsuk,Thaleichthys pacificus,Fish,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Huron,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Huron,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Huron,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Huron,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Huron,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Huron,Esox lucius,Fish,70.45488888888889,1.646777777777778,0.4177,0.05525,0.14266666666666666
Huron,Ictalurus punctatus,Fish,46,0.815,1,0.1,0.2
Huron,Mercenaria mercenaria ,Marine Invertebrates,49,2.3,2.8,0.09,0.08
Huron,Mya arenaria,Marine Invertebrates,53,1.7,40.5,0.2,0.2
Huron,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Huron,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Huron,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Huron,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Ingalik,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Ingalik,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Ingalik,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Ingalik,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Ingalik,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Ingalik,Esox lucius,Fish,70.45488888888889,1.646777777777778,0.4177,0.05525,0.14266666666666666
Ingalik,Lota lota,Fish,44.4,1.238888888888889,0.9,0.426,0.5585454545454546
Ingalik,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Ingalik,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Ingalik,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Ingalik,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Ingalik,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Ingalik,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Ingalik,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Ingalik,Thymallus arcticus,Fish,273.8375,0.7,1,0.1,0.1
Interior Salish,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Interior Salish,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Interior Salish,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Interior Salish,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Interior Salish,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Interior Salish,Cyprinus carpio,Fish,53.333333333333336,3.05,1.3166666666666667,0.2,0.1
Interior Salish,Lota lota,Fish,44.4,1.238888888888889,0.9,0.426,0.5585454545454546
Interior Salish,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Interior Salish,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Interior Salish,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Interior Salish,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Interior Salish,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Interior Salish,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Interior Salish,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Interior Salish,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Interior Salish,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Interior Salish,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Inuit-Inupiaq,Anoplopoma fimbria,Fish,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Inuit-Inupiaq,Boreogadus saida,Fish,20.2,0.5,0.6,0.165,0.329
Inuit-Inupiaq,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Inuit-Inupiaq,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Inuit-Inupiaq,Centropristes striata,Fish,48.1,0.29433333333333334,0.812,0.1,0.3
Inuit-Inupiaq,Clupea harengus,Fish,41.25,0.83525,1.1,0.7733333333333333,1.1466666666666667
Inuit-Inupiaq,Clupea pallasii,Fish,51,0.5,1.8800000000000001,1,0.7
Inuit-Inupiaq,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Inuit-Inupiaq,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Inuit-Inupiaq,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Inuit-Inupiaq,Esox lucius,Fish,70.45488888888889,1.646777777777778,0.4177,0.05525,0.14266666666666666
Inuit-Inupiaq,Gadiformes,Fish,29,0.71,0.364,0.09,0.21500000000000002
Inuit-Inupiaq,Gadus macrocephalus,Fish,10,0.3,0.2,0.1,0.1
Inuit-Inupiaq,Gadus morhua,Fish,15.5,1.1418,1.36,1.1045,0.9751666666666666
Inuit-Inupiaq,Hippoglossus hippoglossus,Fish,15.5,0.4,0.5,0.22050000000000003,0.315
Inuit-Inupiaq,Hippoglossus stenolepis,Fish,28,0.19,0.095,0.1,0.3
Inuit-Inupiaq,Lota lota,Fish,44.4,1.238888888888889,0.9,0.426,0.5585454545454546
Inuit-Inupiaq,Melanogrammus aeglefinus,Fish,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Inuit-Inupiaq,Mercenaria mercenaria ,Marine Invertebrates,49,2.3,2.8,0.09,0.08
Inuit-Inupiaq,Micropogonias undulatus,Fish,56,0.3855,0.976,0.1,0.1
Inuit-Inupiaq,Microstomus pacificus,Fish,39.5,0.2,0.2,0.08,0.09
Inuit-Inupiaq,Morone saxatillis,Fish,15,0.32333333333333336,0.8200000000000001,0.2,0.6
Inuit-Inupiaq,Mugil cephalus,Fish,93,0.499,1.45,0.4,0.4
Inuit-Inupiaq,Mya arenaria,Marine Invertebrates,53,1.7,40.5,0.2,0.2
Inuit-Inupiaq,Mytilidae,Marine Invertebrates,101,3.63,17,0.13,0.17
Inuit-Inupiaq,Mytilus edulis,Marine Invertebrates,45.142857142857146,2.55,8.95,0.155,0.1774
Inuit-Inupiaq,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Inuit-Inupiaq,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Inuit-Inupiaq,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Inuit-Inupiaq,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Inuit-Inupiaq,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Inuit-Inupiaq,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Inuit-Inupiaq,Osmerus mordax,Fish,69.33333333333333,1.75,0.8,0.12,0.18
Inuit-Inupiaq,Pleuronectinae,Fish,23.5,0.78,0.55,0.192,0.1165
Inuit-Inupiaq,Pomatomus saltatrix,Fish,47.36,0.791,2.233,0.4,0.8
Inuit-Inupiaq,Pseudopleuronectes americanus,Fish,13.1,0.397,0.1015,0.07,0.12
Inuit-Inupiaq,Reinhardtius hippoglossoides,Fish,12.5,0.4,0.6366666666666667,0.725,0.635
Inuit-Inupiaq,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Inuit-Inupiaq,Salvelinus alpinus,Fish,39.166666666666664,2.079090909090909,1.676923076923077,0.6266666666666667,0.49666666666666665
Inuit-Inupiaq,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Inuit-Inupiaq,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Inuit-Inupiaq,Scomber scombrus,Fish,10,0.44633333333333336,1.1320000000000001,1.2166666666666668,2.31
Inuit-Inupiaq,Scomber spp.,Fish,23,0.519,705,1.45,2.16
Inuit-Inupiaq,Sebastes norvegicus,Fish,101.66666666666667,0.6915,0.7343333333333334,0.093,0.07150000000000001
Inuit-Inupiaq,Sebastes pinniger,Fish,9,0.4,0.4,0.2,0.3
Inuit-Inupiaq,Sebastes spp.,Fish,12,0.3385,0.53,0.2565,0.35950000000000004
Inuit-Inupiaq,Sparidae,Fish,48.333333333333336,0.9466666666666667,0.785,0.14950000000000002,0.1865
Inuit-Inupiaq,Squalus acanthias,Fish,11,0.613,1.25,0.7,1.2
Inuit-Inupiaq,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Inuit-Inupiaq,Thaleichthys pacificus,Fish,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Inuit-Inupiaq,Thunnus spp.,Fish,8.666666666666666,0.33999999999999997,1.4,0.4,1.2
Inuit-Inupiaq,Thymallus arcticus,Fish,273.8375,0.7,1,0.1,0.1
Kolchan,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Kolchan,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Kolchan,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Kolchan,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Kolchan,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Kolchan,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Kolchan,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Kolchan,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Kolchan,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Kolchan,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Koyukon,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Koyukon,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Koyukon,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Koyukon,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Koyukon,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Koyukon,Esox lucius,Fish,70.45488888888889,1.646777777777778,0.4177,0.05525,0.14266666666666666
Koyukon,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Koyukon,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Koyukon,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Koyukon,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Koyukon,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Koyukon,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Koyukon,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Koyukon,Thymallus arcticus,Fish,273.8375,0.7,1,0.1,0.1
Kwakiutl,Anoplopoma fimbria,Fish,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Kwakiutl,Boreogadus saida,Fish,20.2,0.5,0.6,0.165,0.329
Kwakiutl,Callinectes sapidus,Marine Invertebrates,74.46666666666667,2014.5,1.46,0.2,0.2
Kwakiutl,Cancer magister,Marine Invertebrates,52,3.42,0.3825,0.2,0.1
Kwakiutl,Centropristes striata,Fish,48.1,0.29433333333333334,0.812,0.1,0.3
Kwakiutl,Clupea harengus,Fish,41.25,0.83525,1.1,0.7733333333333333,1.1466666666666667
Kwakiutl,Clupea pallasii,Fish,51,0.5,1.8800000000000001,1,0.7
Kwakiutl,Gadiformes,Fish,29,0.71,0.364,0.09,0.21500000000000002
Kwakiutl,Gadus macrocephalus,Fish,10,0.3,0.2,0.1,0.1
Kwakiutl,Gadus morhua,Fish,15.5,1.1418,1.36,1.1045,0.9751666666666666
Kwakiutl,Hippoglossus hippoglossus,Fish,15.5,0.4,0.5,0.22050000000000003,0.315
Kwakiutl,Hippoglossus stenolepis,Fish,28,0.19,0.095,0.1,0.3
Kwakiutl,Melanogrammus aeglefinus,Fish,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Kwakiutl,Mercenaria mercenaria ,Marine Invertebrates,49,2.3,2.8,0.09,0.08
Kwakiutl,Micropogonias undulatus,Fish,56,0.3855,0.976,0.1,0.1
Kwakiutl,Microstomus pacificus,Fish,39.5,0.2,0.2,0.08,0.09
Kwakiutl,Morone saxatillis,Fish,15,0.32333333333333336,0.8200000000000001,0.2,0.6
Kwakiutl,Mugil cephalus,Fish,93,0.499,1.45,0.4,0.4
Kwakiutl,Mya arenaria,Marine Invertebrates,53,1.7,40.5,0.2,0.2
Kwakiutl,Mytilidae,Marine Invertebrates,101,3.63,17,0.13,0.17
Kwakiutl,Mytilus edulis,Marine Invertebrates,45.142857142857146,2.55,8.95,0.155,0.1774
Kwakiutl,Octopoda,Marine Invertebrates,30.714285714285715,1.68,3.07,0.1,0.1
Kwakiutl,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Kwakiutl,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Kwakiutl,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Kwakiutl,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Kwakiutl,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Kwakiutl,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Kwakiutl,Pleuronectinae,Fish,23.5,0.78,0.55,0.192,0.1165
Kwakiutl,Pomatomus saltatrix,Fish,47.36,0.791,2.233,0.4,0.8
Kwakiutl,Pseudopleuronectes americanus,Fish,13.1,0.397,0.1015,0.07,0.12
Kwakiutl,Reinhardtius hippoglossoides,Fish,12.5,0.4,0.6366666666666667,0.725,0.635
Kwakiutl,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Kwakiutl,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Kwakiutl,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Kwakiutl,Sebastes norvegicus,Fish,101.66666666666667,0.6915,0.7343333333333334,0.093,0.07150000000000001
Kwakiutl,Sebastes pinniger,Fish,9,0.4,0.4,0.2,0.3
Kwakiutl,Sebastes spp.,Fish,12,0.3385,0.53,0.2565,0.35950000000000004
Kwakiutl,Sparidae,Fish,48.333333333333336,0.9466666666666667,0.785,0.14950000000000002,0.1865
Kwakiutl,Thaleichthys pacificus,Fish,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Maliseet-Passamaquoddy,Mercenaria mercenaria ,Marine Invertebrates,49,2.3,2.8,0.09,0.08
Maliseet-Passamaquoddy,Mya arenaria,Marine Invertebrates,53,1.7,40.5,0.2,0.2
Maliseet-Passamaquoddy,Nephropidae,Marine Invertebrates,34,2.54,0.935,0.18733333333333332,0.108
Maliseet-Passamaquoddy,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Maliseet-Passamaquoddy,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Maliseet-Passamaquoddy,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Maliseet-Passamaquoddy,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Maliseet-Passamaquoddy,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Maliseet-Passamaquoddy,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Maliseet-Passamaquoddy,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Maliseet-Passamaquoddy,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Maliseet-Passamaquoddy,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Metis,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Metis,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Metis,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Metis,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Metis,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Metis,Esox lucius,Fish,70.45488888888889,1.646777777777778,0.4177,0.05525,0.14266666666666666
Metis,Lota lota,Fish,44.4,1.238888888888889,0.9,0.426,0.5585454545454546
Metis,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Metis,Salvelinus alpinus,Fish,39.166666666666664,2.079090909090909,1.676923076923077,0.6266666666666667,0.49666666666666665
Metis,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Metis,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Metis,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Micmac,Anguilla rostrata,Fish,34.166666666666664,1.31125,0.972,0.5,0.88
Micmac,Anoplopoma fimbria,Fish,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Micmac,Boreogadus saida,Fish,20.2,0.5,0.6,0.165,0.329
Micmac,Callinectes sapidus,Marine Invertebrates,74.46666666666667,2014.5,1.46,0.2,0.2
Micmac,Cancer magister,Marine Invertebrates,52,3.42,0.3825,0.2,0.1
Micmac,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
