food_item_id,subgroup,country_region,type_farmed_wild,isscaap,x3_alpha,food_name_in_own_language,food_name_in_english,processing,scientific_name,asfis_english_name,asfis_scientific_name,season,other,n,comments_on_data_processing_methods,publication_year,biblioid,ca_mg,fe_mg,zn_mg,hg_mcg,mg_mg,mn_mg
901631,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,11,FCY,Dagaa mchete,"Dagaa mchete, wild, whole fish, raw",r,NA,Cyprinids nei,(Cyprinidae),Nov-Dec 1993,"mean length and weight: 10.4cm, 8.5g; Iodine given in mcg/kg wet weight",6,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901632,Finfish,"Ethiopia, Zwai, Lake Zwai",W,11,HXP,NA,"Carp, wild (small size), dorsal muscle fillet, skinless, raw",r,NA,Carps nei,Hypophthalmichthys spp,11/1/1993,"mean length and weight: 24cm, 191g; Iodine given in mcg/kg wet weight",1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901657,Finfish,"Unknown (samples from fish market, Hangzhou, China)",NA,11,FCG,NA,"Grass carp, skinless, boneless fillet, raw",r,Ctenopharyngodon idellus,Grass carp(=White amur),Ctenopharyngodon idellus,NA,NA,NA,FA converted using XFA,2008,fi127,NA,NA,NA,NA,NA,NA
901694,Finfish,"India, Tamilnadu, Tuticorin fish-landing center",NA,36,SKJ,NA,"Skipjack tuna, wild, steak, raw",r,Katsuwonus pelamis,Skipjack tuna,Katsuwonus pelamis,NA,"mean length and weight of fish: 74cm, 6000g",1,CHOLE- (analyzed according to AOAC 1995); FAT expressed per DM - conversion to FW; FAME converted using XFA,2010,fi150,NA,NA,NA,NA,NA,NA
901707,Finfish,Unknown,NA,23,COH,Salmón coho,"Salmon, skinless fillet, frozen",r,Oncorhynchus kisutch,Coho(=Silver)salmon,Oncorhynchus kisutch,NA,NA,NA,all values given as range (proximates/FA/minerals),2008,fi151,41206.0,40945.0,NA,NA,NA,NA
901711,Finfish,Unknown (samples from fish market in Mexico City),NA,36,ALB,Albacora,"Albacore, fillet, raw",r,Thunnus alalunga,Albacore,Thunnus alalunga,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901712,Finfish,Unknown (samples from fish market in Mexico City),NA,38,RGM,Aleta mantarraya,"California butterfly ray, fillet, raw",r,Gymnura marmorata,California butterfly ray,Gymnura marmorata,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901713,Finfish,Unknown (samples from fish market in Mexico City),NA,36,BFT,Atún,"Atlantic bluefin tuna, fillet, raw",r,Thunnus thynnus,Atlantic bluefin tuna,Thunnus thynnus,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901714,Finfish,Unknown (samples from fish market in Mexico City),NA,33,BEM,Bagre,"Gafftopsail sea catfish, fillet, raw",r,Bagre marinus,Gafftopsail sea catfish,Bagre marinus,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901715,Finfish,Unknown (samples from fish market in Mexico City),NA,33,RPU,Besuga,"Vermilion snapper, fillet, raw",r,Rhomboplites aurorubens,Vermilion snapper,Rhomboplites aurorubens,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901716,Finfish,Unknown (samples from fish market in Mexico City),NA,38,CCR,Cazón,"Smalltail shark, fillet, raw",r,Carcharhinus porosus,Smalltail shark,Carcharhinus porosus,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901717,Finfish,Unknown (samples from fish market in Mexico City),NA,33,LHT,Cintilla,"Largehead hairtail, fillet, raw",r,Trichiurus lepturus,Largehead hairtail,Trichiurus lepturus,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901718,Finfish,Unknown (samples from fish market in Mexico City),NA,37,RUB,Cojinuda,"Blue runner, fillet, raw",r,Caranx crysus,Blue runner,Caranx crysos,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901719,Finfish,Unknown (samples from fish market in Mexico City),NA,33,SNR,Huachinango golfo,"Northern red snapper, fillet, raw",r,Lutjanus campechanus,Northern red snapper,Lutjanus campechanus,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901720,Finfish,Unknown (samples from fish market in Mexico City),NA,33,LWP,Huachinango pacifico,"Pacific red snapper, fillet, raw",r,Lutjanus peru,Pacific red snapper,Lutjanus peru,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901721,Finfish,Unknown (samples from fish market in Mexico City),NA,37,CVJ,Jurel,"Crevalle jack, fillet, raw",r,Caranx hippos,Crevalle jack,Caranx hippos,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901722,Finfish,Unknown (samples from fish market in Mexico City),NA,33,GPR,Mero,"Red grouper, fillet, raw",r,Epinephelus morio,Red grouper,Epinephelus morio,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901723,Finfish,Unknown (samples from fish market in Mexico City),NA,33,DUX,Mojarra,"Caitipa mojarra, fillet, raw",r,Diapterus rhombeus,NA,Diapterus spp,NA,NA,4,NA,2005,fi152,NA,NA,NA,NA,NA,NA
901724,Finfish,Unknown (samples from fish market in Mexico City),NA,36,KGM,Peto carito,"King mackerel, fillet, raw",r,Scomberomorus cavalla,King mackerel,Scomberomorus cavalla,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901725,Finfish,Unknown (samples from fish market in Mexico City),NA,33,SNO,Robalo,"Common snook, fillet, raw",r,Centropomus undecimalis,Common snook,Centropomus undecimalis,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901726,Finfish,Unknown (samples from fish market in Mexico City),NA,33,SWF,Trucha,"Spotted weakfish, fillet, raw",r,Cynoscion nebulosus,Spotted weakfish,Cynoscion nebulosus,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901727,Finfish,Unknown (samples from fish market in Mexico City),NA,33,SNL,Villajaiba,"Lane snapper, fillet, raw",r,Lutjanus synagris,Lane snapper,Lutjanus synagris,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901728,Finfish,Unknown (samples from fish market in Mexico City),NA,37,LNM,Jorobado,"Lookdown, fillet, raw",r,Selene vomer,Lookdown,Selene vomer,NA,NA,4,NA,2004,fi152,NA,NA,NA,NA,NA,NA
901736,Finfish,Unknown,NA,33,SUR,NA,"Yellowfin surgeon fish, muscle flesh, raw",r,Acanthurus xanthopterus,NA,Acanthuridae,Oct,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901737,Finfish,Unknown,NA,33,AUJ,NA,"Black fin sea catfish, muscle flesh, raw",r,Arius jella,Blackfin sea catfish,Arius jella,Jul,"mean length and weight of fish: 25cm, 300g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901738,Finfish,Unknown,NA,33,AUJ,NA,"Black fin sea catfish, muscle flesh, raw",r,Arius jella,Blackfin sea catfish,Arius jella,Mar,"mean length and weight of fish: 32cm, 315g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901739,Finfish,Unknown,NA,34,DRI,NA,"Indian drift fish, muscle flesh, raw",r,Ariomma indicus,Indian driftfish,Ariomma indica,NA,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901740,Finfish,Unknown,NA,37,SGY,NA,"Spot tail needle fish, muscle flesh, raw",r,Strongylura strongylura,Spottail needlefish,Strongylura strongylura,Feb,"mean length and weight of fish: 35cm, 145g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901741,Finfish,Unknown,NA,31,UKX,NA,"Flounder, muscle flesh, raw",r,Pseudorhombus sp,NA,Pseudorhombus spp,Mar,"mean length and weight of fish: 15cm, 40g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901742,Finfish,Unknown,NA,31,UKX,NA,"Flounder, muscle flesh, raw",r,Pseudorhombus sp,NA,Pseudorhombus spp,Mar,"mean length and weight of fish: 14cm, 29.5g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901743,Finfish,Unknown,NA,37,HAS,NA,"Torpedo scad, muscle flesh, raw",r,Megalaspis cordyla,Torpedo scad,Megalaspis cordyla,Feb,"mean length and weight of fish: 21cm, 100g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901744,Finfish,Unknown,NA,37,HAS,NA,"Torpedo scad, skin-on fillet, raw",r,Megalaspis cordyla,Torpedo scad,Megalaspis cordyla,Mar,"mean length and weight of fish: 21cm, 100g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901745,Finfish,Unknown,NA,37,POP,NA,"Pompano, muscle flesh, raw",r,Trachynotus ovatus,Pompano,Trachinotus ovatus,NA,"mean length and weight of fish: 19cm, 193g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901746,Finfish,Unknown,NA,37,CVJ,NA,"Black tailed trevally, muscle flesh, raw",r,Caranx hippos,Crevalle jack,Caranx hippos,Oct,"mean length and weight of fish: 14cm, 968g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901747,Finfish,Unknown,NA,37,OBJ,NA,"Needle scaled queen fish, muscle flesh, raw",r,Scomberoides tol,Needlescaled queenfish,Scomberoides tol,Mar,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901748,Finfish,Unknown,NA,37,POP,NA,"Pompano, muscle flesh, raw",r,Trachynotus ovatus,Pompano,Trachinotus ovatus,Oct,"mean length and weight of fish: 20cm, 220g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901749,Finfish,Unknown,NA,37,HAS,NA,"Torpedo scad, muscle flesh, raw",r,Megalaspis cordyla,Torpedo scad,Megalaspis cordyla,Mar,"mean length and weight of fish: 20cm, 120g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901750,Finfish,Unknown,NA,37,POB,NA,"Black pomfret, muscle flesh, raw",r,Parastromateus niger,Black pomfret,Parastromateus niger,Mar,"mean length and weight of fish: 23cm, 250g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901751,Finfish,Unknown,NA,37,RUS,NA,"Indian scad, muscle flesh, raw",r,Decapterus russelli,Indian scad,Decapterus russelli,Mar,"mean length and weight of fish: 18cm, 49g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901752,Finfish,Unknown,NA,37,OBJ,NA,"Needle scaled queen fish, muscle flesh, raw",r,Scomberoides tol,Needlescaled queenfish,Scomberoides tol,Mar,"mean length and weight of fish: 36cm, 285g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901753,Finfish,Unknown,NA,37,HAS,NA,"Torpedo scad, muscle flesh, raw",r,Megalaspis cordyla,Torpedo scad,Megalaspis cordyla,Mar,"mean length and weight of fish: 37cm,424g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901754,Finfish,Unknown,NA,37,NGS,NA,"Malabar trevelly, muscle flesh, raw",r,Carangoides malabaricus,Malabar trevally,Carangoides malabaricus,Mar,mean length and weight of fish: 16cm75g,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901755,Finfish,Unknown,NA,37,NGS,NA,"Malabar trevelly, muscle flesh, raw",r,Carangoides malabaricus,Malabar trevally,Carangoides malabaricus,NA,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901756,Finfish,Unknown,NA,37,CVJ,NA,"Black tailed trevally, muscle flesh, raw",r,Caranx hippos,Crevalle jack,Caranx hippos,Mar,"mean length and weight of fish: 20cm, 99g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901757,Finfish,Unknown,NA,37,TRE,NA,"Banded scad, muscle flesh, raw",r,Caranx para,"Jacks, crevalles nei",Caranx spp,Mar,"mean length and weight of fish: 15cm, 32g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901758,Finfish,Unknown,NA,37,TUP,NA,"Cleft belly trevally, muscle flesh, raw",r,Atropus atropus female,Cleftbelly trevally,Atropus atropos,Mar,"mean length and weight of fish: 23cm, 181g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901759,Finfish,Unknown,NA,37,TUP,NA,"Cleft belly trevally, muscle flesh, raw",r,Atropus atropus,Cleftbelly trevally,Atropus atropos,Mar,"mean length and weight of fish: 18cm,91g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901760,Finfish,Unknown,NA,25,MIL,NA,"Mikfish, muscle flesh, raw",r,Chanos chanos,Milkfish,Chanos chanos,Dec,"mean length and weight of fish: 35cm, 300g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901761,Finfish,Unknown,NA,35,DOB,NA,"Silver bar, muscle flesh, raw",r,Chirocentrus dorab,Dorab wolf-herring,Chirocentrus dorab,Oct,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901762,Finfish,Unknown,NA,35,CNU,NA,"White fin wolf herring, muscle flesh, raw",r,Chirocentrus nudus,Whitefin wolf-herring,Chirocentrus nudus,Mar,"mean length and weight of fish: 49cm, 94g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901763,Finfish,Unknown,NA,35,CNU,NA,"White fin wolf herring, muscle flesh, raw",r,Chirocentrus nudus,Whitefin wolf-herring,Chirocentrus nudus,Mar,"mean length and weight of fish: 45cm, 364g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901764,Finfish,Unknown,NA,12,TLM,NA,"Tilapia, female, muscle flesh, raw",r,Oreochromis mossambica,Mozambique tilapia,Oreochromis mossambicus,Dec,"mean length and weight of fish: 16cm, 65g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901765,Finfish,Unknown,NA,12,ERC,NA,"Orange chromicle, muscle flesh, raw",r,Etroplus maculatus,Orange chromide,Etroplus maculatus,Dec,"mean length and weight of fish: 7cm, 7.5g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901766,Finfish,Unknown,NA,24,PHT,NA,"Tardoore, muscle flesh, raw",r,Opisthoptertus tardoor,Tardoore,Opisthopterus tardoore,Jul,"mean length and weight of fish: 15cm, 30g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901767,Finfish,Unknown,NA,24,PHT,NA,"Tardoore, muscle flesh, raw",r,Opisthoptertus tardoor,Tardoore,Opisthopterus tardoore,Oct,"mean length and weight of fish: 16cm, 44g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901768,Finfish,Unknown,NA,24,PHT,NA,"Tardoore, muscle flesh, raw",r,Opisthoptertus tardoor,Tardoore,Opisthopterus tardoore,Mar,"mean length and weight of fish: 24cm, 110g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901769,Finfish,Unknown,NA,35,RAS,NA,"Rainbow sardine, muscle flesh, raw",r,Dussumieria acuta,Rainbow sardine,Dussumieria acuta,Mar,"mean length and weight of fish: 17cm, 41g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901770,Finfish,Unknown,NA,35,SDM,NA,"Blacktrip sardinella, muscle flesh, raw",r,Sardinella melanura,Blacktip sardinella,Sardinella melanura,Mar,"mean length and weight of fish: 16cm, 49g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901771,Finfish,Unknown,NA,35,RAL,NA,"Oil sardine, muscle flesh, raw",r,Dussumieria hasselti,Slender rainbow sardine,Dussumieria elopsoides,Jun,"mean length and weight of fish: 16cm, 25g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901772,Finfish,Unknown,NA,31,YOD,NA,"Carrot tongue sole, muscle flesh, raw",r,Cynoglossus dubius,Carrot tonguesole,Cynoglossus dubius,Mar,"mean length and weight of fish: 33cm, 213g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901773,Finfish,Unknown,NA,31,YOX,NA,"Flounder, muscle flesh, raw",r,Cynoglossus sp,Tonguesole nei,Cynoglossus spp,Mar,"mean length and weight of fish: 19cm, 38g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901774,Finfish,Unknown,NA,11,CMG,NA,"Mrigal, muscle flesh, raw",r,Cirrhinal mrigata,Mrigal carp,Cirrhinus mrigala,NA,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901775,Finfish,Unknown,NA,11,LRH,NA,"Rohu (adult), muscle flesh, raw",r,Labeo rohita,Roho labeo,Labeo rohita,NA,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901776,Finfish,Unknown,NA,33,CEV,NA,"Ladyfish, muscle flesh, raw",r,Elops machnata,Tenpounder,Elops machnata,Dec,"mean length and weight of fish: 52cm, 900g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901777,Finfish,Unknown,NA,35,EYD,NA,"Dussumier's thryssa, muscle flesh, raw",r,Tryssa dusumeri,Dussumier's thryssa,Thryssa dussumieri,Feb,"mean length and weight of fish: 15cm, 30g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901778,Finfish,Unknown,NA,33,HUO,NA,"Spade fish, muscle flesh, raw",r,Ephippus orbis,Orbfish,Ephippus orbis,Mar,"mean length and weight of fish: 11cm, 42g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901779,Finfish,Unknown,NA,33,GEF,NA,"Whipfin silver biddy, muscle flesh, raw",r,Gerres filamentoses,Whipfin silver-biddy,Gerres filamentosus,NA,"mean length and weight of fish:15cm, 84g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901780,Finfish,Unknown,NA,34,GEF,NA,"Whipfin silver biddy, muscle flesh, raw",r,Gerres filamentoses,Whipfin silver-biddy,Gerres filamentosus,Oct,"mean length and weight of fish: 18cm, 84g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901781,Finfish,Unknown,NA,33,BGX,NA,"Grunter, muscle flesh, raw",r,Pomadasys furcatum,NA,Pomadasys spp,Feb,"mean length and weight of fish: 19cm, 100g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901782,Finfish,Unknown,NA,33,KAH,NA,"Javelin grunter, muscle flesh, raw",r,Pomadasys kaakan,Javelin grunter,Pomadasys kaakan,Mar,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901783,Finfish,Unknown,NA,33,BGX,NA,"Grunter, muscle flesh, raw",r,Pomadasys sp,NA,Pomadasys spp,Mar,"mean length and weight of fish: 15cm, 63g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901784,Finfish,Unknown,NA,37,HAX,NA,"Needle fish, muscle flesh, raw",r,Hemiramphus lutkei,NA,Hemiramphus spp,Oct,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901785,Finfish,Unknown,NA,37,TRF,NA,"False trevally, muscle flesh, raw",r,Lactarius lactarius,False trevally,Lactarius lactarius,Jul,"mean length and weight of fish: 14cm, 40g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901786,Finfish,Unknown,NA,33,LGE,NA,"Pugnose ponyfish, muscle flesh, raw",r,Leiognathus equulus,Common ponyfish,Leiognathus equulus,May,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901787,Finfish,Unknown,NA,33,LGP,NA,"Splendid ponyfish, muscle flesh, raw",r,Leiognathus splendens,Splendid ponyfish,Leiognathus splendens,May,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901788,Finfish,Unknown,NA,33,LCV,NA,"Orange fin pony fish, muscle flesh, raw",r,Leiognathus bindus,Orangefin ponyfish,Leiognathus bindus,Mar,"mean length and weight of fish: 8cm, 7g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901789,Finfish,Unknown,NA,33,LTS,NA,"Emperor, muscle flesh, raw",r,Lethrinus cinerius,Pink ear emperor,Lethrinus lentjan,Oct,"mean length and weight of fish: 244cm, 1200g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901790,Finfish,Unknown,NA,33,LJG,NA,"Humpback red snapper, muscle flesh, raw",r,Lutjanus gibbus,Humpback red snapper,Lutjanus gibbus,Mar,"mean length and weight of fish: 31cm, 850g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901791,Finfish,Unknown,NA,33,PFM,NA,"Blue spotted job fish, muscle flesh, raw",r,Pristipomoides filamentoses,Crimson jobfish,Pristipomoides filamentosus,Oct,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901792,Finfish,Unknown,NA,33,TAI,NA,"Oxeye tarpon, muscle flesh, raw",r,Megalops cyprinoides,Indo-Pacific tarpon,Megalops cyprinoides,Dec,"mean length and weight of fish: 18cm, 69g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901793,Finfish,Unknown,NA,33,VMC,NA,"Long arm mullet, muscle flesh, raw",r,Vaiamugil cunnesius,Longarm mullet,Valamugil cunnesius,NA,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901794,Finfish,Unknown,NA,33,UPI,NA,"Striped goatfish, muscle flesh, raw",r,Upenus vittatus,Yellowstriped goatfish,Upeneus vittatus,Mar,"mean length and weight of fish: 15cm, 50g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901795,Finfish,Unknown,NA,34,UPI,NA,"Striped goatfish, muscle flesh, raw",r,Upenus vittatus,Yellowstriped goatfish,Upeneus vittatus,NA,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901796,Finfish,Unknown,NA,38,RYH,NA,"Eagle ray, muscle flesh, raw",r,Myliobatis nieuhofli,Banded eagle ray,Aetomylaeus niehofii,Mar,"mean length and weight of fish: 27cm, 1040g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901797,Finfish,Unknown,NA,33,THB,NA,"Pink perch, muscle flesh, raw",r,Nemipterus bleekeri,Threadfin breams nei,Nemipterus spp,Mar,"mean length and weight of fish: 22cm, 119g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901798,Finfish,Unknown,NA,33,NNJ,NA,"Pink perch, muscle flesh, raw",r,Nemipterus japonicus,Japanese threadfin bream,Nemipterus japonicus,Mar,"mean length and weight of fish: 21cm, 130g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901799,Finfish,Unknown,NA,33,THD,NA,"Rosy monacle bream, muscle flesh, raw",r,Parascolopsis eriomma,NA,Nemipteridae,Feb,"mean length and weight of fish: 27cm, 375g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901800,Finfish,Unknown,NA,33,FOT,NA,"Four finger thread fin, muscle flesh, raw",r,Eleutheronema tetradactylus,Fourfinger threadfin,Eleutheronema tetradactylum,NA,"mean length and weight of fish: 33cm, 500g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901801,Finfish,Unknown,NA,33,OAX,NA,"Blackspot threadfin, muscle flesh, raw",r,Polynemus sextarius,Blackspot threadfin,Polydactylus sextarius,Mar,"mean length and weight of fish: 15cm, 43g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901802,Finfish,Unknown,NA,33,BIG,NA,"Bull eye, muscle flesh, raw",r,Priacanthus sp,Bigeyes nei,Priacanthus spp,Mar,"mean length and weight of fish: 18cm, 75g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901803,Finfish,Unknown,NA,31,HAI,NA,"Indian tiny turbot, muscle flesh, raw",r,Psettodes erumei,Indian halibut,Psettodes erumei,Mar,"mean length and weight of fish: 33cm, 587g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
