fapun_all_g,dha,epa,fapun3,ca_mg,fat_g,asfis_scientific_name.x.x,food_name_in_english.x.x,taxonkey,lwa,lwb,slmax,slmax_nov28,slmax_source,tl,tl_se,tl_nov28,tlse_nov28,number,sci_name,food_item_id,subgroup.x.x,country_region.x.x,type.x,isscaap.x.x,isscaap_cat,habitat,x3_alpha.x.x,food_name_in_own_language.x.x,processing.x.x,asfis_english_name.x.x,season,other,latitude,abs_lat,length_from_study,length_3,n_x,water_g.x,fat_g.x,fatce_g.x,fat_g_2,fasat_g.x,fams_g.x,faun_g,fatrn_g.x,facid_g.x,fapun6_g.x,fapun9_g,food_item_id_2,max_length_study,comments_on_data_processing_methods_y,publication_year,biblioid_y,compiler,edible.x,enerc_kj_original.x,enerc_kcal_original.x,enera_kcal.x,dm_g.x,water_g_2,xn.x,nt_g.x,protcnt_g.x,protcnp_g.x,prot_g.x,npro_g.x,nnp_mg.x,fasat_g_2,fams_g_2,faun_g_2,fe_mg,id_mcg.x,k_mg.x,mg_mg.x,mn_mg.x,se_mcg,hg_mcg,pb_mcg.x,sr_mcg,retol_mcg,retol13_mcg,retoldh_mcg,retolsum_mcg.x,carta_mcg,cartb_mcg,atx_mcg,zea_mcg,cartoid_mcg,chocal_mcg,tocpha_mg,vitb6a_mg,vitb12_mcg,vitc_mg,zn_mg,food_name_clean,database,nutrient_ref,biblioid,subgroup.y,country_region.y,type.y,isscaap.y,x3_alpha.y,food_name_in_own_language.y,food_name_in_english.y,processing.y,scientific_name,asfis_english_name.y,asfis_scientific_name.y,asfis_scientific_name_fishbase_swap.x,asfis_scientific_name_fishbase_swap_in_progress,season.x,other.x,n.x,comments_on_data_processing_methods.x,publication_year.x,biblioid.x,compiler.x,latest_revision_in_version.x,faun_g.x,xfa_internal_use,facid_g.y,fapun6_g.y,subgroup.x,country_region.x,type_farmed_wild.x,isscaap.x,x3_alpha.x,food_name_in_own_language.x,food_name_in_english.x,processing.x,scientific_name.x,asfis_english_name.x,asfis_scientific_name.x,season.y,other.y,n.y,comments_on_data_processing_methods.y,publication_year.y,biblioid.y,compiler.y,latest_revision_in_version.y,edible.y,enerc_kj_original.y,enerc_kcal_original.y,enera_kcal.y,dm_g.y,water_g.y,xn.y,nt_g.y,protcnt_g.y,protcnp_g.y,prot_g.y,npro_g.y,nnp_mg.y,fat_g.y,fat_g_2.y,fasat_g.y,fams_g.y,fatrn_g.y,choavldf_g,chocdf_g,cho_g,glyc_g,fibnd_g,fibc_g,id_mcg.y,k_mg.y,li_mcg,mg_mg.y,mn_mg.y,mo_mcg,na_mg,nacl_mg,ni_mcg,p_mg,al_mcg,as_mcg,ba_mcg,cd_mcg,pb_mcg.y,retolsum_mcg.y,vita_rae_mcg,vita_mcg,fafre_g,subgroup.y.y,country_region.y.y,type_farmed_wild.y,isscaap.y.y,x3_alpha.y.y,food_name_in_own_language.y.y,processing.y.y,scientific_name.y,asfis_english_name.y.y,asfis_scientific_name.y.y,asfis_scientific_name_fishbase_swap.y
0.100764925,0.057926456,0.015765698,0.074655217,NA,0.53,Balistidae,"Grey triggerfish,  wild, fillet, raw",NA,0.01905,2.93,60.0,NA,http://www.fishbase.org/summary/7327,3.6,0.5,NA,NA,88,Balsistes capriscus,900330,Finfish,"Turkey, Mediterranean Sea",W,33,Miscellaneous coastal fishes,marine,TRI,NA,r,"Triggerfishes, durgons nei",NA,NA,37.370157,37.370157,NA,NA,1,NA,0.53,NA,NA,0.155552509,0.072978774,0.027393792,NA,NA,0.026109708,NA,900330,NA,FA converted using XFA,2009,fi67,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.07,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grey_triggerfish_wild_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,7.4,Barbonymus goniontus,"Common silver barb, wild, muscle fillet, raw",NA,0.01514,2.9,40.5,NA,http://www.fishbase.se/summary/286,2.4,0.13,2.4,0.13,837,Puntius gonionotus,900001,Finfish,"Thailand, main rivers _Chaopraya, Bangprakong, Mae-klong, Thajean",W,11,"Carps, barbels and other cyprinids",freshwater,PTG,Pla Ta-pien,r,silver barb,May-Oct,NA,15.484682,15.484682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900001,NA,NNP calc. as % of TN,1999,fi2,DR,0.54,NA,NA,NA,NA,73.4,6.25,2.9,17.9,NA,NA,2.7,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common_silver_barb_wild_muscle_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.667559918,2.161174356,0.490163256,2.98925319,NA,13.42,Belone belone,"Garfish, wild, edible part, raw",600047,5.5e-4,3.177999973,89.0,NA,NA,4.21,0.74,NA,NA,94,Belone belone,900289,Finfish,"Turkey, Black Sea",W,37,Miscellaneous pelagic fishes,marine,GAR,NA,r,Garfish,fall 1995-spring 1996,NA,42.163403,42.163403,NA,NA,1,65.11,13.42,NA,NA,4.439938382,4.160198746,0.110162954,NA,NA,0.678306728,NA,900289,NA,FA converted using XFA,1998,fi57,DR,NA,849.2,NA,NA,NA,65.11,6.25,NA,20.05,NA,NA,NA,NA,4.44,4.16,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfish_wild_edible_part_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,Bivalvia,"Mussel, wild, soft body, raw",NA,NA,NA,2.3,NA,http://www.sealifebase.ca/summary/Brachidontes-pharaonis.html,NA,NA,NA,NA,105,Brachidontes pharaonis,901168,Molluscs,"Turkey, Iel, Akkuyu bay, Mediterranean Sea",W,54,Mussels,marine,CLX,NA,r,NA,May 1999-Apr 2000,"mean length and weight: 1.91cm, 0.022g",36.632173,36.632173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901168,1.91,NA,2005,fi208,V.N.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01579,Mussel_wild_soft_body_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.5,Boops boops,"Bogue seabream, wild, edible flesh, raw",600203,0.0097,3.0,30.0,NA,NA,3.0,0.03,NA,NA,95,Boops boops,900455,Finfish,"Greece, Aegean Sea",W,33,Miscellaneous coastal fishes,marine,BOG,Gopa,r,Bogue,Spring,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900455,NA,FAT- _analyzed according to AOAC 1975,1995,fi80,DR,NA,NA,NA,NA,NA,81,6.25,NA,17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bogue_seabream_wild_edible_flesh_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2.0,Boops boops,"Bogue seabream, wild, edible flesh, raw",600203,0.0097,3.0,30.0,NA,NA,3.0,0.03,NA,NA,99,Boops boops,900456,Finfish,"Greece, Aegean Sea",W,33,Miscellaneous coastal fishes,marine,BOG,Gopa,r,Bogue,Fall,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900456,NA,FAT- _analyzed according to AOAC 1975,1995,fi80,DR,NA,NA,NA,NA,NA,78,6.25,NA,18.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bogue_seabream_wild_edible_flesh_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1.0,Boops boops,"Bogue seabream, wild, edible flesh, raw",600203,0.0097,3.0,30.0,NA,NA,3.0,0.03,NA,NA,97,Boops boops,900457,Finfish,"Greece, Aegean Sea",W,33,Miscellaneous coastal fishes,marine,BOG,Gopa,r,Bogue,Winter,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900457,NA,FAT- _analyzed according to AOAC 1975,1995,fi80,DR,NA,NA,NA,NA,NA,79,6.25,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bogue_seabream_wild_edible_flesh_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.894608,0.60833344,0.165583808,0.8458112,NA,3.64,Boops boops,"Bogue, wild, fillet, raw",600203,0.0097,3.0,30.0,NA,NA,3.0,0.03,NA,NA,96,Boops boops,900320,Finfish,"Turkey, local fish market _Meiterranean and Aegean Sea",W,33,Miscellaneous coastal fishes,marine,BOG,NA,r,Bogue,NA,NA,38.963745,38.963745,NA,NA,NA,NA,3.64,NA,NA,1.05075776,0.8783424,0.43266496,NA,NA,0.040338688,NA,900320,NA,FA converted using XFA,2007,fi66,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,0.88,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bogue_wild_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.2086942,0.1138332,0.0569166,NA,NA,1.17,Boops boops,"Bogue seabream, wild, edible flesh, raw",600203,0.0097,3.0,30.0,NA,NA,3.0,0.03,NA,NA,98,Boops boops,900415,Finfish,"Greece, Aegean Sea",W,33,Miscellaneous coastal fishes,marine,BOG,Gopa,r,Bogue,NA,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,1.17,0.29406910000000003,0.4458467,tr,NA,NA,NA,NA,900415,NA,"mean of lipid value _spring, fall, winter used for FA calculation; FAT- _analyzed according to AOAC 1975; FA converted using XFA; FA tr= <0.1g/100g fillet",1995,fi80,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.45,tr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bogue_seabream_wild_edible_flesh_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.155972461,0.08477108,0.025146645,0.110581976,NA,0.47,Bothus podus,"Wide-eyed flounder, wild, fillet, raw",NA,0.00912,3.02,45.0,NA,http://www.fishbase.org/summary/Bothus-podas.html,3.4,0.5,NA,NA,104,Bothus podus,900332,Finfish,"Turkey, Mediterranean Sea",W,31,"Flounders, halibuts, soles",marine,OUB,NA,r,Wide-eyed flounder,NA,NA,37.370157,37.370157,NA,NA,1,NA,0.47,NA,NA,0.107355614,0.037545997,0.015435928,NA,NA,0.005661949,NA,900332,NA,FA converted using XFA,2009,fi67,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.04,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wide-eyed_flounder_wild_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2.1,Branchiostegidae,"Gulf bareye tilefish, wild, edible portion, raw",NA,0.00832,3.11,60.0,NA,http://www.fishbase.se/summary/986,3.8,0.59,NA,NA,126,Caulolatilus intermedius,900964,Finfish,"Mexico, Veracruz, Gulf of Mexico",W,34,Miscellaneous demersal fishes,marine,TIS,NA,r,NA,Sep-94,NA,19.173773,19.173773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900964,NA,"FAT- _analyzed according to AOAC 1990, method 932.02",1998,fi149,DR,NA,NA,NA,113.0,NA,77.8,NA,NA,16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gulf_bareye_tilefish_wild_edible_portion_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2.38108,1.11824,3.83672,NA,9.64,Brevoortia aurea,"Brazilian menhaden, adult fish, muscle flesh, middle portion, raw",NA,0.00741,3.05,26.0,NA,http://www.fishbase.org/summary/1587,2.75,0.31,NA,NA,107,Brevoortia aurea,900884,Finfish,"Brazil, S†o Paulo, Santos cost",W,35,"Herrings, sardines, anchovies",marine,MHS,Savelha,r,Brazilian menhaden,NA,NA,-23.372169,23.372169,NA,NA,NA,NA,9.64,NA,NA,2.47748,2.30396,NA,NA,NA,0.51092,NA,900884,NA,NA,2007,fi131,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brazilian_menhaden_adult_fish_muscle_flesh_middle_portion_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.7548582,1.5180418,1.2169426,NA,NA,13.6,Brevoortia spp,"Brazilian menhaden, wild, fillet, raw",NA,0.00741,3.05,26.0,NA,http://www.fishbase.org/summary/1587,2.8,0.31,NA,NA,108,Brevoortia spp.,902187,Finfish,"Uruguay, RÍo de la Plata",W,35,"Herrings, sardines, anchovies",marine,MVX,Lacha,r,Menhadens nei,Dec 1991-Jan 1992 _Summer,NA,-34.941407,34.941407,NA,NA,1,NA,13.6,NA,NA,3.8139232,3.13645,NA,NA,NA,NA,NA,902187,NA,FA converted using XFA,1996,fi95,DR,NA,NA,NA,NA,NA,NA,6.25,NA,19.4,NA,NA,NA,NA,3.81,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brazilian_menhaden_wild_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.7,Brosme brosme,"Tusk, wild, skinless fillet, raw",NA,0.00457,3.13,120.0,NA,http://www.fishbase.org/summary/51,4.0,0.42,NA,NA,109,Brosme brosme,900646,Finfish,"Unknown, West of Shetland Islands",W,32,"Cods, hakes, haddocks",marine,USK,NA,r,Tusk_=Cusk,01-Sep,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",60.529651,60.529651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900646,NA,NA,2006,fi105,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,Tusk_wild_skinless_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.6,Brosme brosme,"Tusk, wild, skinless fillet, raw",NA,0.00457,3.13,120.0,NA,http://www.fishbase.org/summary/52,4.0,0.42,NA,NA,110,Brosme brosme,900647,Finfish,"Unknown, West of Shetland Islands",W,32,"Cods, hakes, haddocks",marine,USK,NA,r,Tusk_=Cusk,01-Sep,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",60.529651,60.529651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900647,NA,NA,2006,fi105,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,Tusk_wild_skinless_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.228532712,0.03337404,0.015256704,0.097261488,NA,3.56,Brycon orbignyanus,"Piracanjuba, wild, fillet, raw",NA,NA,NA,79.5,NA,NA,2.5,0.3,NA,NA,112,Brycon orbignyanus,900687,Finfish,"Brazil, Porto Primavera dam, Paranˆ river",W,13,Miscellaneous freshwater fishes,freshwater,BNO,Piracanjuba,r,NA,Sep-Dec 1999,NA,18.327778,18.327778,NA,NA,3,73.15,3.56,NA,NA,1.13153888,NA,NA,NA,NA,0.110611104,NA,900687,NA,PROT- _analyzed according to AOAC 1998; FA converted using XFA,2001,fi108,DR,NA,NA,NA,NA,NA,73.15,NA,NA,NA,NA,18.94,NA,NA,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Piracanjuba_wild_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.79,Callinectes sapidus,"Blue crab, wild, body meat, raw",NA,NA,NA,23.0,NA,NA,4.0,0.64,NA,NA,113,Callinectes sapidus,901198,Crustacean,"Turkey, Gulf of Antalya, Mediterranean Sea",W,42,"Crabs, sea-spiders",marine,CRB,NA,r,Blue crab,01-Jul,"mean length and weight: 4.85cm, 73.28g",36.5,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901198,4.85,NA,2003,fi221,DR,NA,NA,NA,NA,NA,81.58,6.25,NA,14.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue_crab_wild_body_meat_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
