page_id,level_1,level_2,common_name,latin_name,part,preparation,reference,ca_mg,zn_mg,fe_mg,protein_g,fat_g,fapun3,fapun_all_g,mn_mg,mg_mg,epa,dha,latin_name_cleaned,old_species1,cine_id,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,realm,source
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,muscle,raw,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus nasus,Coregonus nasus,177,5.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.28,polar,fusiform / normal,pelagic-neritic,NA,71,freshbrack,cine
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,"head, eyes, cheeks + soft bones",raw,7,NA,NA,3.9,18.6,3.6,NA,NA,NA,NA,NA,NA,Coregonus nasus,Coregonus nasus,178,5.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.28,polar,fusiform / normal,pelagic-neritic,NA,71,freshbrack,cine
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,"head, eyes, cheeks + soft bones",raw,34,NA,NA,3.9,18.6,3.6,NA,NA,NA,NA,NA,NA,Coregonus nasus,Coregonus nasus,179,5.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.28,polar,fusiform / normal,pelagic-neritic,NA,71,freshbrack,cine
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,liver,raw,7,53,NA,8.6,11,4.4,NA,NA,NA,NA,NA,NA,Coregonus nasus,Coregonus nasus,180,5.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.28,polar,fusiform / normal,pelagic-neritic,NA,71,freshbrack,cine
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,liver,raw,34,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus nasus,Coregonus nasus,181,5.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.28,polar,fusiform / normal,pelagic-neritic,NA,71,freshbrack,cine
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,eggs,raw,7,54,NA,0.9,8,5,NA,NA,NA,NA,NA,NA,Coregonus nasus,Coregonus nasus,182,5.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.28,polar,fusiform / normal,pelagic-neritic,NA,71,freshbrack,cine
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,eggs,raw,34,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus nasus,Coregonus nasus,183,5.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.28,polar,fusiform / normal,pelagic-neritic,NA,71,freshbrack,cine
6438,Fish,Saltwater Fish,Sculpins,Cottidae,"whole, no skin",raw,4,429,0.9,0.5,18,1.5,NA,NA,0.05,26,NA,NA,Cottidae,Cottidae,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6438,Fish,Saltwater Fish,Sculpins,Cottidae,muscle,raw,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cottidae,Cottidae,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6438,Fish,Saltwater Fish,Sculpins,Cottidae,muscle,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cottidae,Cottidae,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6438,Fish,Saltwater Fish,Sculpins,Cottidae,muscle + bones,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cottidae,Cottidae,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6408,Fish,Freshwater Fish,Lake Chub,Couesius plumbeus,muscle,raw,27,NA,NA,NA,18.7,1.2,NA,NA,NA,NA,NA,NA,Couesius plumbeus,Couesius plumbeus,188,2.5,mainly animals (troph. 2.8 and up),NA,3.38,temperate,fusiform / normal,demersal,NA,23,fresh,cine
6507,Marine Invertebrates,Bivalves,Eastern Oyster,Crassostrea virginica,muscle,raw,79,69,110,7.1,8.2,2.2,0.51,0.86,NA,NA,NA,NA,Crassostrea virginica,Crassostrea virginica,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6507,Marine Invertebrates,Bivalves,Eastern Oyster,Crassostrea virginica,muscle,raw,55,NA,NA,NA,NA,NA,NA,0.22,NA,NA,0.11,0.09,Crassostrea virginica,Crassostrea virginica,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6507,Marine Invertebrates,Bivalves,Eastern Oyster,Crassostrea virginica,muscle,raw,65,61,82.5,7.65,8.59,2.36,NA,NA,0.387,54.4,NA,NA,Crassostrea virginica,Crassostrea virginica,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6507,Marine Invertebrates,Bivalves,Eastern Oyster,Crassostrea virginica,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crassostrea virginica,Crassostrea virginica,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6507,Marine Invertebrates,Bivalves,Eastern Oyster,Crassostrea virginica,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crassostrea virginica,Crassostrea virginica,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6507,Marine Invertebrates,Bivalves,Eastern Oyster,Crassostrea virginica,not specified,raw,86,44,NA,5.8,5,1,NA,NA,NA,NA,0.19,0.2,Crassostrea virginica,Crassostrea virginica,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6548,Marine Invertebrates,Primitive Mollusks,Giant Pacific Chiton,Cryptochiton stelleri,muscle,raw,77,121,NA,16,17.1,1.6,NA,NA,NA,NA,NA,NA,Cryptochiton stelleri,Cryptochiton stelleri,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6437,Fish,Saltwater Fish,Lumpfish,Cyclopterus lumpus,muscle,raw,27,NA,NA,NA,7.7,5.7,NA,NA,NA,NA,NA,NA,Cyclopterus lumpus,Cyclopterus lumpus,196,3.25,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.64,polar,short and / or deep,benthopelagic,868,61,marine,cine
6437,Fish,Saltwater Fish,Lumpfish,Cyclopterus lumpus,eggs,raw,27,NA,NA,NA,13.6,3.6,NA,NA,NA,NA,NA,NA,Cyclopterus lumpus,Cyclopterus lumpus,197,3.25,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.64,polar,short and / or deep,benthopelagic,868,61,marine,cine
6437,Fish,Saltwater Fish,Lumpfish,Cyclopterus lumpus,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyclopterus lumpus,Cyclopterus lumpus,198,3.25,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.64,polar,short and / or deep,benthopelagic,868,61,marine,cine
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,23,NA,NA,NA,NA,5.6,NA,1.4,NA,NA,0.2,0.1,Cyprinus carpio,Cyprinus carpio,199,1.9742857142857142,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.05,subtropical,fusiform / normal,benthopelagic,NA,120,freshbrack,cine
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,46,99,NA,1.7,18.4,1.2,NA,NA,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,200,1.9742857142857142,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.05,subtropical,fusiform / normal,benthopelagic,NA,120,freshbrack,cine
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,201,1.9742857142857142,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.05,subtropical,fusiform / normal,benthopelagic,NA,120,freshbrack,cine
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,202,1.9742857142857142,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.05,subtropical,fusiform / normal,benthopelagic,NA,120,freshbrack,cine
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,27,37,4.7,1.25,17.8,2.5,NA,NA,NA,36,NA,NA,Cyprinus carpio,Cyprinus carpio,203,1.9742857142857142,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.05,subtropical,fusiform / normal,benthopelagic,NA,120,freshbrack,cine
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,204,1.9742857142857142,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.05,subtropical,fusiform / normal,benthopelagic,NA,120,freshbrack,cine
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,205,1.9742857142857142,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.05,subtropical,fusiform / normal,benthopelagic,NA,120,freshbrack,cine
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,79,24,1.4,1,16.4,8.5,0.5,1.7,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,206,1.9742857142857142,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.05,subtropical,fusiform / normal,benthopelagic,NA,120,freshbrack,cine
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,56,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,207,1.9742857142857142,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.05,subtropical,fusiform / normal,benthopelagic,NA,120,freshbrack,cine
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,72,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,208,1.9742857142857142,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.05,subtropical,fusiform / normal,benthopelagic,NA,120,freshbrack,cine
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,whole,raw,7,236,NA,4.6,15.5,1.75,NA,NA,NA,NA,NA,NA,Dallia pectoralis,Dallia pectoralis,209,2,mainly animals (troph. 2.8 and up),variable,3.31,boreal,fusiform / normal,demersal,NA,33,fresh,cine
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,whole,raw,34,236,NA,4.6,15.5,1.75,NA,NA,NA,NA,NA,NA,Dallia pectoralis,Dallia pectoralis,210,2,mainly animals (troph. 2.8 and up),variable,3.31,boreal,fusiform / normal,demersal,NA,33,fresh,cine
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,muscle,raw,11,880,NA,NA,16.9,0.7,NA,NA,NA,NA,NA,NA,Dallia pectoralis,Dallia pectoralis,211,2,mainly animals (troph. 2.8 and up),variable,3.31,boreal,fusiform / normal,demersal,NA,33,fresh,cine
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,muscle,raw,33,880,NA,NA,16.9,0.7,NA,NA,NA,NA,NA,NA,Dallia pectoralis,Dallia pectoralis,212,2,mainly animals (troph. 2.8 and up),variable,3.31,boreal,fusiform / normal,demersal,NA,33,fresh,cine
6432,Fish,Saltwater Fish,Saffron Cod,Eleginus gracilis,muscle,raw,34,NA,NA,NA,14.7,0.8,NA,NA,NA,NA,NA,NA,Eleginus gracilis,Eleginus gracilis,213,2.2,mainly animals (troph. 2.8 and up),variable,3.78,polar,fusiform / normal,demersal,300,55,freshbrackmarine,cine
6432,Fish,Saltwater Fish,Saffron Cod,Eleginus gracilis,liver,raw,34,6,NA,3.8,8,45.1,NA,NA,NA,NA,NA,NA,Eleginus gracilis,Eleginus gracilis,214,2.2,mainly animals (troph. 2.8 and up),variable,3.78,polar,fusiform / normal,demersal,300,55,freshbrackmarine,cine
6445,Fish,Saltwater Fish,Anchovies,Engraulidae,muscle,raw,23,NA,NA,NA,NA,4.8,NA,1.6,NA,NA,0.5,0.9,Engraulidae,Engraulidae,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6445,Fish,Saltwater Fish,Anchovies,Engraulidae,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engraulidae,Engraulidae,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6445,Fish,Saltwater Fish,Anchovies,Engraulidae,muscle,raw,27,150,0.88,1.53,19.6,3.1,NA,NA,NA,NA,NA,NA,Engraulidae,Engraulidae,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6445,Fish,Saltwater Fish,Anchovies,Engraulidae,whole,raw,27,2150,NA,NA,17.1,2.9,NA,NA,NA,300,NA,NA,Engraulidae,Engraulidae,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6445,Fish,Saltwater Fish,Anchovies,Engraulidae,muscle,raw,79,150,0.9,1.5,19.6,4.8,1.4,1.7,NA,NA,NA,NA,Engraulidae,Engraulidae,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6445,Fish,Saltwater Fish,Anchovies,Engraulidae,muscle,raw,72,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,Engraulidae,Engraulidae,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6504,Marine Invertebrates,Bivalves,Atlantic Jackknife Clam,Ensis directus,whole,raw,27,50,6.32,11,11.2,1.5,NA,NA,NA,NA,NA,NA,Ensis directus,Ensis directus,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6527,Marine Invertebrates,Cephalopods,Pacific Giant Octopus,Enteroctopus dofleini,muscle,raw,7,35,1.43,4.9,12.3,0.8,NA,0.2,0.021,NA,NA,NA,Enteroctopus dofleini,Enteroctopus dofleini,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6527,Marine Invertebrates,Cephalopods,Pacific Giant Octopus,Enteroctopus dofleini,muscle,raw,19,24,NA,5.3,11.9,0.6,NA,NA,NA,NA,NA,NA,Enteroctopus dofleini,Enteroctopus dofleini,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6527,Marine Invertebrates,Cephalopods,Pacific Giant Octopus,Enteroctopus dofleini,muscle,raw,77,24,NA,5.3,11.9,0.6,NA,NA,NA,NA,NA,NA,Enteroctopus dofleini,Enteroctopus dofleini,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,225,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,23,NA,NA,NA,NA,1.2,NA,0.4,NA,NA,0.1,0.2,Esox lucius,Esox lucius,226,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,23,NA,NA,NA,NA,0.7,NA,0.2,NA,NA,NA,0.1,Esox lucius,Esox lucius,227,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,13,57,0.67,0.55,19.3,0.69,NA,0.202,NA,NA,0.033,0.074,Esox lucius,Esox lucius,228,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,229,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,82,50,0.96,0.3,19,1.2,NA,0.044,0.04,29,NA,NA,Esox lucius,Esox lucius,230,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,24,60,0.7,0.4,19,0.8,NA,NA,0.03,28,NA,NA,Esox lucius,Esox lucius,231,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,34,NA,NA,0.55,NA,1.1,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,232,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,44,19.894,0.581,0.217,18.1,1.29,NA,NA,0.047,NA,NA,NA,Esox lucius,Esox lucius,233,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,20,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,0.1,Esox lucius,Esox lucius,234,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,43,8,1.1,0.1,17,0.4,0.4,0.7,NA,NA,NA,NA,Esox lucius,Esox lucius,235,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,0.217,Esox lucius,Esox lucius,236,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,237,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,238,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,27,259,1.11,0.47,18.7,0.9,NA,NA,0.236,NA,NA,NA,Esox lucius,Esox lucius,239,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,2,32.6,0.4,0.2,21.8,0.7,NA,NA,NA,17.3,0.044,0.165,Esox lucius,Esox lucius,240,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,offal,raw,27,NA,NA,NA,16.5,5.3,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,241,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,79,143,0.9,0.4,18.5,0.9,0.1,0.3,NA,NA,NA,NA,Esox lucius,Esox lucius,242,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,72,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,243,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,56,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,244,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,liver,raw,43,4.6,8.4,0.99,5.1,5.8,0.97,1.6,NA,NA,NA,NA,Esox lucius,Esox lucius,245,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,liver,raw,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,246,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,freshbrack,cine
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,36,20.38,0.665,0.615,18.4,0.85,NA,NA,NA,27.57,NA,NA,Esox spp.,Esox spp.,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,40,NA,NA,NA,18.7,0.2,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,53,19,0.4,0.2,20,0.8,NA,NA,0.02,28,NA,0.2,Esox spp.,Esox spp.,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,7,NA,NA,0.6,18.3,1.1,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,41,NA,NA,NA,19,0.8,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,11,80,NA,NA,18.4,0.4,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,33,80,NA,NA,18.4,0.4,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,11,62,NA,NA,18.7,0.2,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,33,62,NA,NA,18.7,0.2,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,11,28,NA,NA,17.5,0.7,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,33,28,NA,NA,17.5,0.7,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6404,Fish,Freshwater Fish,Pike,Esox spp.,liver,raw,7,28,NA,2.1,16.6,8,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,27,40,NA,0.59,18.3,0.7,NA,NA,0.019,31,NA,NA,Esox spp.,Esox spp.,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6432,Fish,Saltwater Fish,Cod and Relatives,Gadidae,muscle,raw,23,NA,NA,NA,NA,0.5,NA,0.1,NA,NA,NA,0.1,Gadidae,Gadidae,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6432,Fish,Saltwater Fish,Cod and Relatives,Gadidae,muscle,raw,82,50,0.5,0.3,18.3,0.6,NA,0,NA,NA,NA,NA,Gadidae,Gadidae,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6432,Fish,Saltwater Fish,Cod and Relatives,Gadidae,muscle,raw,27,30,0.793,NA,18.9,1.3,NA,NA,NA,NA,NA,NA,Gadidae,Gadidae,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6432,Fish,Saltwater Fish,Cod and Relatives,Gadidae,muscle,raw,48,NA,NA,NA,NA,1.3,0.5,NA,NA,NA,NA,NA,Gadidae,Gadidae,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6432,Fish,Saltwater Fish,Cod and Relatives,Gadidae,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gadidae,Gadidae,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,muscle,raw,53,43,0.37,0.25,NA,NA,NA,NA,0.01,26,0.1,0.2,Gadiformes,Gadiformes,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,muscle,raw,55,NA,NA,NA,NA,0.73,0.32,NA,NA,NA,0.08,0.23,Gadiformes,Gadiformes,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,muscle,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gadiformes,Gadiformes,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,muscle,raw,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gadiformes,Gadiformes,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gadiformes,Gadiformes,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,muscle,raw,27,15,1.05,0.478,17.4,0.5,NA,NA,0.028,35,NA,NA,Gadiformes,Gadiformes,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
