page_id,level_1,level_2,common_name,latin_name,part,preparation,reference,ca_mg,zn_mg,fe_mg,protein_g,fat_g,fapun3,fapun_all_g,mn_mg,mg_mg,epa,dha,latin_name_cleaned,old_species1,cine_id,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,realm,source
6432,Fish,Saltwater Fish,Atlantic Tomcod,Microgadus tomcod,muscle,raw,7,NA,NA,0.65,14.7,0.8,NA,NA,NA,NA,NA,NA,Microgadus tomcod,Microgadus tomcod,443,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.81,temperate,elongated,demersal,69,38.1,freshbrackmarine,cine
6432,Fish,Saltwater Fish,Atlantic Tomcod,Microgadus tomcod,muscle,raw,61,494,NA,NA,20.2,3.8,NA,NA,NA,NA,NA,NA,Microgadus tomcod,Microgadus tomcod,444,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.81,temperate,elongated,demersal,69,38.1,freshbrackmarine,cine
6432,Fish,Saltwater Fish,Atlantic Tomcod,Microgadus tomcod,liver,raw,7,6,NA,3.8,8,45.1,NA,NA,NA,NA,NA,NA,Microgadus tomcod,Microgadus tomcod,445,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.81,temperate,elongated,demersal,69,38.1,freshbrackmarine,cine
6432,Fish,Saltwater Fish,Atlantic Tomcod,Microgadus tomcod,muscle,raw,27,NA,NA,NA,17,0.4,NA,NA,NA,NA,NA,NA,Microgadus tomcod,Microgadus tomcod,446,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.81,temperate,elongated,demersal,69,38.1,freshbrackmarine,cine
6432,Fish,Saltwater Fish,Atlantic Tomcod,Microgadus tomcod,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microgadus tomcod,Microgadus tomcod,447,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.81,temperate,elongated,demersal,69,38.1,freshbrackmarine,cine
6432,Fish,Saltwater Fish,Atlantic Tomcod,Microgadus tomcod,skin,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microgadus tomcod,Microgadus tomcod,448,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.81,temperate,elongated,demersal,69,38.1,freshbrackmarine,cine
6437,Fish,Saltwater Fish,Atlantic Croaker,Micropogonias undulatus,muscle,raw,23,NA,NA,NA,NA,3.2,NA,0.5,NA,NA,0.1,0.1,Micropogonias undulatus,Micropogonias undulatus,449,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,subtropical,fusiform / normal,demersal,100,55,brackmarine,cine
6437,Fish,Saltwater Fish,Atlantic Croaker,Micropogonias undulatus,muscle,raw,46,NA,NA,NA,21.4,NA,NA,NA,NA,NA,NA,NA,Micropogonias undulatus,Micropogonias undulatus,450,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,subtropical,fusiform / normal,demersal,100,55,brackmarine,cine
6437,Fish,Saltwater Fish,Atlantic Croaker,Micropogonias undulatus,muscle,raw,65,15,0.371,0.372,18.1,1.9,NA,NA,0.032,39.8,NA,NA,Micropogonias undulatus,Micropogonias undulatus,451,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,subtropical,fusiform / normal,demersal,100,55,brackmarine,cine
6437,Fish,Saltwater Fish,Atlantic Croaker,Micropogonias undulatus,muscle,raw,27,118,NA,1.58,17.5,1.7,NA,NA,NA,23,NA,NA,Micropogonias undulatus,Micropogonias undulatus,452,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,subtropical,fusiform / normal,demersal,100,55,brackmarine,cine
6437,Fish,Saltwater Fish,Atlantic Croaker,Micropogonias undulatus,whole,raw,27,NA,NA,NA,16.8,3.5,NA,NA,NA,NA,NA,NA,Micropogonias undulatus,Micropogonias undulatus,453,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,subtropical,fusiform / normal,demersal,100,55,brackmarine,cine
6437,Fish,Saltwater Fish,Atlantic Croaker,Micropogonias undulatus,muscle,raw,79,35,0.4,NA,17.8,1.7,NA,0.3,NA,NA,NA,NA,Micropogonias undulatus,Micropogonias undulatus,454,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,subtropical,fusiform / normal,demersal,100,55,brackmarine,cine
6409,Fish,Freshwater Fish,Largemouth Bass,Micropterus salmoides,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Micropterus salmoides,Micropterus salmoides,455,2.6666666666666665,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.42,subtropical,fusiform / normal,benthopelagic,7,97,fresh,cine
6409,Fish,Freshwater Fish,Bass,Micropterus spp.,muscle,raw,44,14.8,0.419,0.283,19,1.98,NA,NA,0.016,NA,NA,NA,Micropterus spp.,Micropterus spp.,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6152,Fish,Saltwater Fish,Dover Sole,Microstomus pacificus,muscle,raw,25,NA,NA,NA,NA,1,0.2,0.23,NA,NA,0.08,0.09,Microstomus pacificus,Microstomus pacificus,457,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,marine,cine
6152,Fish,Saltwater Fish,Dover Sole,Microstomus pacificus,muscle,raw,27,50,NA,NA,15.1,0.9,NA,NA,NA,NA,NA,NA,Microstomus pacificus,Microstomus pacificus,458,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,marine,cine
6152,Fish,Saltwater Fish,Dover Sole,Microstomus pacificus,whole,raw,27,NA,NA,NA,12.7,3.5,NA,NA,NA,NA,NA,NA,Microstomus pacificus,Microstomus pacificus,459,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,marine,cine
6152,Fish,Saltwater Fish,Dover Sole,Microstomus pacificus,offal,raw,27,NA,NA,NA,11.7,4.4,NA,NA,NA,NA,NA,NA,Microstomus pacificus,Microstomus pacificus,460,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,marine,cine
6152,Fish,Saltwater Fish,Dover Sole,Microstomus pacificus,muscle,raw,79,29,0.2,0.2,15.1,0.9,NA,NA,NA,NA,NA,NA,Microstomus pacificus,Microstomus pacificus,461,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,marine,cine
6437,Fish,Saltwater Fish,White Perch,Morone americana,muscle,raw,23,NA,NA,NA,NA,2.5,NA,0.7,NA,NA,0.2,0.1,Morone americana,Morone americana,462,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.14,temperate,elongated,demersal,NA,58,freshbrackmarine,cine
6437,Fish,Saltwater Fish,White Perch,Morone americana,muscle,raw,56,NA,NA,NA,19.8,2.5,NA,NA,NA,NA,NA,NA,Morone americana,Morone americana,463,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.14,temperate,elongated,demersal,NA,58,freshbrackmarine,cine
6437,Fish,Saltwater Fish,Striped Bass,Morone saxatillis,muscle,raw,23,NA,NA,NA,NA,2.3,NA,0.8,NA,NA,0.2,0.6,Morone saxatilis,Morone saxatillis,464,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,fusiform / normal,demersal,NA,200,freshbrackmarine,cine
6437,Fish,Saltwater Fish,Striped Bass,Morone saxatillis,muscle,raw,62,15,0.4,0.84,17.7,2.3,NA,0.78,0.015,40,NA,NA,Morone saxatilis,Morone saxatillis,465,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,fusiform / normal,demersal,NA,200,freshbrackmarine,cine
6437,Fish,Saltwater Fish,Striped Bass,Morone saxatillis,muscle,raw,27,15,0.27,NA,17.3,2.3,NA,NA,NA,NA,NA,NA,Morone saxatilis,Morone saxatillis,466,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,fusiform / normal,demersal,NA,200,freshbrackmarine,cine
6437,Fish,Saltwater Fish,Striped Bass,Morone saxatillis,offal,raw,27,NA,NA,NA,16.1,8.3,NA,NA,NA,NA,NA,NA,Morone saxatilis,Morone saxatillis,467,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,fusiform / normal,demersal,NA,200,freshbrackmarine,cine
6437,Fish,Saltwater Fish,Striped Bass,Morone saxatillis,muscle,raw,79,15,0.3,0.8,17.3,2.2,0.7,0.7,NA,NA,NA,NA,Morone saxatilis,Morone saxatillis,468,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,fusiform / normal,demersal,NA,200,freshbrackmarine,cine
6437,Fish,Saltwater Fish,Striped Bass,Morone saxatillis,muscle,raw,72,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,Morone saxatilis,Morone saxatillis,469,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,fusiform / normal,demersal,NA,200,freshbrackmarine,cine
6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mugil cephalus,Mugil cephalus,470,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,freshbrackmarine,cine
6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,46,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,Mugil cephalus,Mugil cephalus,471,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,freshbrackmarine,cine
6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,23,NA,NA,NA,NA,4.1,NA,1.3,NA,NA,0.4,0.4,Mugil cephalus,Mugil cephalus,472,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,freshbrackmarine,cine
6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mugil cephalus,Mugil cephalus,473,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,freshbrackmarine,cine
6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,27,51,0.398,1.7,20.1,4.6,NA,NA,NA,33,NA,NA,Mugil cephalus,Mugil cephalus,474,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,freshbrackmarine,cine
6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,whole,raw,27,195,NA,NA,15.7,5.1,NA,NA,NA,NA,NA,NA,Mugil cephalus,Mugil cephalus,475,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,freshbrackmarine,cine
6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,79,33,0.6,1.2,19.2,3.7,0.4,0.7,NA,NA,NA,NA,Mugil cephalus,Mugil cephalus,476,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,freshbrackmarine,cine
6504,Marine Invertebrates,Bivalves,Softshell Clam,Mya arenaria,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mya arenaria,Mya arenaria,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6504,Marine Invertebrates,Bivalves,Softshell Clam,Mya arenaria,muscle,raw,23,NA,NA,NA,NA,2,NA,0.6,NA,NA,0.2,0.2,Mya arenaria,Mya arenaria,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6504,Marine Invertebrates,Bivalves,Softshell Clam,Mya arenaria,whole,raw,27,53,1.7,40.5,10.7,1.2,NA,NA,0.67,NA,NA,NA,Mya arenaria,Mya arenaria,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6504,Marine Invertebrates,Bivalves,Softshell Clam,Mya arenaria,whole,raw,79,53,1.7,NA,10.7,1.2,0.24,0.44,NA,NA,NA,NA,Mya arenaria,Mya arenaria,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6504,Marine Invertebrates,Bivalves,Softshell Clam,Mya arenaria,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mya arenaria,Mya arenaria,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6504,Marine Invertebrates,Bivalves,Truncate Softshell Clam,Mya truncata,muscle,raw,4,172,3.9,2.5,NA,NA,NA,NA,0.25,107,NA,NA,Mya truncata,Mya truncata,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6438,Fish,Saltwater Fish,Shorthorn Sculpin,Myoxocephalus scorpius,"muscle, bone + inside",raw,37,NA,NA,NA,NA,1.5,NA,NA,NA,NA,0.1,0.1,Myoxocephalus scorpius,Myoxocephalus scorpius,483,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,polar,fusiform / normal,demersal,451,60,brackmarine,cine
6438,Fish,Saltwater Fish,Shorthorn Sculpin,Myoxocephalus scorpius,muscle,raw,50,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myoxocephalus scorpius,Myoxocephalus scorpius,484,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,polar,fusiform / normal,demersal,451,60,brackmarine,cine
6438,Fish,Saltwater Fish,Shorthorn Sculpin,Myoxocephalus scorpius,liver,raw,50,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myoxocephalus scorpius,Myoxocephalus scorpius,485,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,polar,fusiform / normal,demersal,451,60,brackmarine,cine
6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,11,329,NA,NA,11.7,5.3,NA,NA,NA,NA,NA,NA,Myoxocephalus spp.,Myoxocephalus spp.,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,33,329,NA,NA,11.7,5.3,NA,NA,NA,NA,NA,NA,Myoxocephalus spp.,Myoxocephalus spp.,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,7,12,NA,0.4,11.7,5.3,NA,NA,NA,NA,NA,NA,Myoxocephalus spp.,Myoxocephalus spp.,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,34,12,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,Myoxocephalus spp.,Myoxocephalus spp.,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6505,Marine Invertebrates,Bivalves,Mussels,Mytilidae,muscle,raw,55,NA,NA,NA,NA,1.27,0.36,NA,NA,NA,0.13,0.17,Mytilidae,Mytilidae,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6505,Marine Invertebrates,Bivalves,Mussels,Mytilidae,whole,raw,27,101,3.63,17,12.2,1.6,NA,NA,0.436,23,NA,NA,Mytilidae,Mytilidae,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6505,Marine Invertebrates,Bivalves,Mussels,Mytilidae,whole,raw,27,NA,NA,NA,15,0.4,NA,NA,NA,NA,NA,NA,Mytilidae,Mytilidae,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,23,NA,NA,NA,NA,2.2,NA,0.6,NA,NA,0.2,0.3,Mytilus edulis,Mytilus edulis,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,13,26,1.6,3.95,11.9,2.24,NA,0.606,NA,34,0.188,0.253,Mytilus edulis,Mytilus edulis,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,79,20,2.8,7.3,12,2.2,0.43,0.75,NA,NA,NA,NA,Mytilus edulis,Mytilus edulis,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,55,NA,NA,NA,NA,NA,NA,0.42,NA,NA,0.13,0.17,Mytilus edulis,Mytilus edulis,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,4,85,1,15,NA,1.7,NA,NA,0.16,58,NA,NA,Mytilus edulis,Mytilus edulis,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,Mytilus edulis,Mytilus edulis,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mytilus edulis,Mytilus edulis,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,whole,raw,27,85,3.95,10.8,11.6,1.7,NA,NA,3.41,102,NA,NA,Mytilus edulis,Mytilus edulis,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,whole,raw,47,60,NA,NA,5.9,0.8,NA,NA,NA,NA,NA,NA,Mytilus edulis,Mytilus edulis,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,whole,raw,82,30,3.4,7.7,14.4,2.2,NA,0.36,0.23,39,0.157,0.064,Mytilus edulis,Mytilus edulis,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,liver,raw,47,10,NA,NA,4.3,0.6,NA,NA,NA,NA,NA,NA,Mytilus edulis,Mytilus edulis,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6515,Marine Invertebrates,Sea Snails,Mudsnails,Nassarius spp.,whole,raw,27,NA,NA,NA,18.5,2.2,NA,NA,NA,NA,NA,NA,Nassarius spp.,Nassarius spp.,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6520,Marine Invertebrates,Crustaceans,Lobsters,Nephropidae,muscle,raw,23,NA,NA,NA,NA,0.9,NA,0.2,NA,NA,0.1,0.1,Nephropidae,Nephropidae,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6520,Marine Invertebrates,Crustaceans,Lobsters,Nephropidae,muscle,raw,55,NA,NA,NA,NA,1.2,0.38,NA,NA,NA,0.24,0.12,Nephropidae,Nephropidae,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6520,Marine Invertebrates,Crustaceans,Lobsters,Nephropidae,muscle,raw,82,29,4.6,0.3,19.6,1.3,NA,0.426,0.04,29,0.222,0.104,Nephropidae,Nephropidae,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6520,Marine Invertebrates,Crustaceans,Lobsters,Nephropidae,muscle,raw,27,39,0.82,1.57,17.6,1.4,NA,NA,0.109,174,NA,NA,Nephropidae,Nephropidae,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6520,Marine Invertebrates,Crustaceans,Lobsters,Nephropidae,whole,raw,27,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nephropidae,Nephropidae,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6408,Fish,Freshwater Fish,Spottail Shiner,Notropis hudsonius,whole,raw,27,NA,NA,NA,13,11.9,NA,NA,NA,NA,NA,NA,Notropis hudsonius,Notropis hudsonius,510,NA,plants/detritus+animals (troph. 2.2-2.79),variable,2.74,temperate,elongated,benthopelagic,NA,15,freshbrack,cine
6527,Marine Invertebrates,Cephalopods,Octopus,Octopoda,muscle,raw,15,53,1.69,5.32,15,1.1,NA,0.2,0.025,NA,NA,NA,Octopoda,Octopoda,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6527,Marine Invertebrates,Cephalopods,Octopus,Octopoda,muscle,raw,21,29,NA,0.7,15,8,NA,NA,NA,NA,NA,NA,Octopoda,Octopoda,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6527,Marine Invertebrates,Cephalopods,Octopus,Octopoda,muscle,raw,46,12,NA,2.6,16.7,1,NA,NA,NA,NA,NA,NA,Octopoda,Octopoda,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6527,Marine Invertebrates,Cephalopods,Octopus,Octopoda,muscle,raw,23,NA,NA,NA,NA,1,NA,0.3,NA,NA,0.1,0.1,Octopoda,Octopoda,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6527,Marine Invertebrates,Cephalopods,Octopus,Octopoda,muscle,raw,62,53,1.68,5.3,14.9,1,NA,0.24,0.025,30,NA,NA,Octopoda,Octopoda,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6527,Marine Invertebrates,Cephalopods,Octopus,Octopoda,muscle,raw,79,18,NA,4.8,14.8,0.8,0.21,0.26,NA,NA,NA,NA,Octopoda,Octopoda,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6527,Marine Invertebrates,Cephalopods,Octopus,Octopoda,muscle,raw,82,28,1.62,1.5,16.4,0.9,NA,0,0.01,NA,NA,NA,Octopoda,Octopoda,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6527,Marine Invertebrates,Cephalopods,Octopus,Octopoda,muscle,raw,27,22,1.73,1.27,14.2,1.2,NA,NA,0.025,NA,NA,NA,Octopoda,Octopoda,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6527,Marine Invertebrates,Cephalopods,Octopus,Octopoda,eggs,raw,27,NA,NA,NA,26.5,3.7,NA,NA,NA,NA,NA,NA,Octopoda,Octopoda,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6527,Marine Invertebrates,Cephalopods,Octopus,Octopoda,not specified,raw,87,NA,NA,NA,10,2,NA,NA,NA,NA,NA,NA,Octopoda,Octopoda,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,23,NA,NA,NA,NA,3.4,NA,1.4,NA,NA,0.4,0.6,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,521,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,freshbrackmarine,cine
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,NA,0.55,0.77,19.9,3.45,NA,1.35,0.015,NA,NA,NA,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,522,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,freshbrackmarine,cine
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,NA,0.55,0.77,19.9,3.45,NA,1.35,0.015,NA,0.419,0.586,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,523,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,freshbrackmarine,cine
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,58,13,NA,1.1,20,4,NA,NA,NA,NA,NA,NA,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,524,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,freshbrackmarine,cine
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,525,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,freshbrackmarine,cine
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,27,13,NA,0.93,20.1,4.8,NA,NA,NA,NA,NA,NA,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,526,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,freshbrackmarine,cine
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,eggs,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,527,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,freshbrackmarine,cine
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,13,0.5,0.9,20.1,5,1.5,2,NA,NA,NA,NA,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,528,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,freshbrackmarine,cine
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,72,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,529,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,freshbrackmarine,cine
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,55,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,530,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,freshbrackmarine,cine
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,23,NA,NA,NA,NA,6.6,NA,1.5,NA,NA,0.4,0.6,Oncorhynchus keta,Oncorhynchus keta,531,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,freshbrackmarine,cine
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,7,11,0.47,0.55,20.1,3.77,NA,0.898,0.015,NA,NA,NA,Oncorhynchus keta,Oncorhynchus keta,532,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,freshbrackmarine,cine
