median,lower,upper,culture
0.11008310300926842,0.1021293060736117,0.11873784213487021,CS
0.1871333214421022,0.18493659313711586,0.18902708955892614,CR
0.09032693600248105,0.08320001213997183,0.09856438121645623,II
0.10113532212036366,0.09307073348936935,0.10988436743572062,HA
0.12100417585566256,0.11885402596066924,0.12336605232183903,MN
0.18794151457267047,0.17314558819793255,0.20044398539057529,NO
0.14458396580249608,0.13585074604177122,0.1536553620159856,BC
0.22720479783821934,0.21351117506894945,0.24264472343452628,GL
0.14468020380389024,0.13515028949842472,0.15272185911567274,KW
0.1389813842557562,0.13012559612770727,0.14807387992655646,TS
0.14647483797068162,0.14123177547500487,0.15116823258040515,TL
0.1368448279957712,0.11997138212391036,0.1519839453125179,WA
0.12764386862427118,0.12037695165587813,0.1348032748720501,YU
0.15889375366771713,0.14032614902209822,0.1740016345811956,AB
0.14264069982878597,0.13671580258448668,0.14861393698348668,MI
