"run","species_no","sample_id","min_percentage","grams_required"
"1",4,"175",0.0299742,3336.2
"1",4,"176",0.0423768,2359.78
"1",4,"177",0.0393629,2540.46
"1",4,"178",0.0366546,2728.17
"1",4,"179",0.0506824,1973.07
"1",4,"18",0.0682257,1465.72
"1",4,"180",0.0244479,4090.33
"1",4,"181",0.0171215,5840.6
"1",4,"182",0.020059,4985.29
"1",4,"183",0.0206354,4846.04
"1",4,"184",0.0235729,4242.16
"1",4,"185",0.0162465,6155.16
"1",4,"186",0.0430018,2325.48
"1",4,"187",0.0402935,2481.79
"1",4,"188",0.0543213,1840.9
"1",4,"189",0.0372796,2682.43
"1",4,"19",0.0843939,1184.92
"1",4,"190",0.0513074,1949.04
"1",4,"191",0.048599,2057.65
"1",4,"192",0.0225764,4429.4
"1",4,"193",0.0255139,3919.43
"1",4,"194",0.0181875,5498.28
"1",4,"195",0.0217014,4608
"1",4,"196",0.0358379,2790.34
"1",4,"197",0.0331296,3018.45
"1",4,"198",0.0471574,2120.56
"1",4,"199",0.0301157,3320.53
"1",4,"2",0.0779151,1283.45
"1",4,"20",0.0864773,1156.37
"1",4,"200",0.0441435,2265.34
"1",4,"201",0.0414351,2413.41
"1",4,"202",0.0200938,4976.67
"1",4,"203",0.0230312,4341.93
"1",4,"204",0.0157049,6367.46
"1",4,"205",0.0192187,5203.25
"1",4,"206",0.0337546,2962.56
"1",4,"207",0.0477824,2092.82
"1",4,"208",0.045074,2218.57
"1",4,"209",0.0420601,2377.55
"1",4,"21",0.0856818,1167.11
"1",4,"210",0.0211597,4725.96
"1",4,"22",0.102727,973.451
"1",4,"23",0.0635985,1572.36
"1",4,"24",0.062803,1592.28
"1",4,"25",0.0701667,1425.18
"1",4,"26",0.0648864,1541.16
"1",4,"27",0.0736806,1357.21
"1",4,"28",0.0663542,1507.06
"1",4,"29",0.0361235,2768.28
"1",4,"3",0.112934,885.472
"1",4,"30",0.0585026,1709.33
"1",4,"31",0.0380645,2627.12
"1",4,"32",0.0415784,2405.1
"1",4,"33",0.034252,2919.54
"1",4,"34",0.0371895,2688.93
"1",4,"35",0.0513387,1947.85
"1",4,"36",0.0355818,2810.42
"1",4,"37",0.0390957,2557.83
"1",4,"38",0.0317693,3147.69
"1",4,"39",0.0347068,2881.28
"1",4,"4",0.0798561,1252.25
"1",4,"40",0.0549776,1818.92
"1",4,"41",0.0519637,1924.42
"1",4,"42",0.0492554,2030.24
"1",4,"43",0.0632832,1580.2
"1",4,"44",0.0410367,2436.84
"1",4,"45",0.0337103,2966.45
"1",4,"46",0.0366478,2728.68
"1",4,"47",0.0372242,2686.43
"1",4,"48",0.0401617,2489.94
"1",4,"49",0.0328353,3045.5
"1",4,"5",0.08337,1199.47
"1",4,"50",0.0578119,1729.75
"1",4,"51",0.027309,3661.79
"1",4,"52",0.0308229,3244.34
"1",4,"53",0.0234965,4255.95
"1",4,"54",0.026434,3783
"1",4,"55",0.059453,1682
"1",4,"56",0.0584369,1711.25
"1",4,"57",0.0557286,1794.41
"1",4,"58",0.063381,1577.76
"1",4,"59",0.0327639,3052.14
"1",4,"6",0.0760436,1315.03
"1",4,"60",0.0254375,3931.2
"1",4,"61",0.028375,3524.23
"1",4,"62",0.0289514,3454.06
"1",4,"63",0.0318889,3135.89
"1",4,"64",0.0245625,4071.25
"1",4,"65",0.0542869,1842.06
"1",4,"66",0.0512731,1950.34
"1",4,"67",0.0485647,2059.11
"1",4,"68",0.0608984,1642.08
"1",4,"69",0.0302812,3302.37
"1",4,"7",0.0789811,1266.13
"1",4,"70",0.0229549,4356.38
"1",4,"71",0.0258924,3862.14
"1",4,"72",0.0264687,3778.04
"1",4,"73",0.0294063,3400.64
"1",4,"74",0.0220799,4529.02
"1",4,"75",0.0549119,1821.1
"1",4,"76",0.0522036,1915.58
"1",4,"77",0.0628394,1591.36
"1",4,"78",0.0491897,2032.95
"1",4,"79",0.0632175,1581.84
"1",4,"8",0.0696424,1435.91
"1",4,"80",0.0590269,1694.14
"1",4,"81",0.0284097,3519.92
"1",4,"82",0.0313472,3190.07
"1",4,"83",0.0240208,4163.05
"1",4,"84",0.0275347,3631.78
"1",4,"85",0.0720818,1387.31
"1",4,"86",0.109029,917.189
"1",4,"87",0.0740228,1350.94
"1",4,"88",0.0775367,1289.71
"1",4,"89",0.0702103,1424.29
"1",4,"9",0.0892636,1120.28
"1",4,"90",0.0731478,1367.1
"1",4,"91",0.102427,976.307
"1",4,"92",0.0715401,1397.82
"1",4,"93",0.075054,1332.37
"1",4,"94",0.0677276,1476.5
"1",4,"95",0.0706651,1415.12
"1",4,"96",0.096575,1035.46
"1",4,"97",0.103052,970.386
"1",4,"98",0.100343,996.577
"1",4,"99",0.107612,929.263
"1",5,"1",0.0672321,1487.38
"1",5,"10",0.0637488,1568.66
"1",5,"100",0.028425,3518.03
"1",5,"101",0.0225639,4431.86
"1",5,"102",0.0538829,1855.88
"1",5,"103",0.0517162,1933.63
"1",5,"104",0.0551715,1812.53
"1",5,"105",0.0493051,2028.19
"1",5,"106",0.0579826,1724.65
"1",5,"107",0.0521215,1918.59
"1",5,"108",0.0276278,3619.54
"1",5,"109",0.0299778,3335.8
"1",5,"11",0.0660988,1512.89
"1",5,"110",0.0241167,4146.51
"1",5,"111",0.0269278,3713.64
"1",5,"112",0.0481518,2076.77
"1",5,"113",0.0459851,2174.62
"1",5,"114",0.0531854,1880.22
"1",5,"115",0.043574,2294.95
"1",5,"116",0.0547962,1824.94
"1",5,"117",0.0501354,1994.6
"1",5,"118",0.0256417,3899.9
"1",5,"119",0.0279917,3572.49
"1",5,"12",0.0956806,1045.14
"1",5,"120",0.0221306,4518.64
"1",5,"121",0.0249417,4009.36
"1",5,"122",0.0464851,2151.23
"1",5,"123",0.0575493,1737.64
"1",5,"124",0.0516882,1934.68
"1",5,"125",0.0531296,1882.19
"1",5,"126",0.0264944,3774.38
"1",5,"127",0.0901369,1109.42
"1",5,"128",0.0621321,1609.47
"1",5,"129",0.0649432,1539.81
"1",5,"13",0.0973473,1027.25
"1",5,"130",0.0590821,1692.56
"1",5,"131",0.0614321,1627.81
"1",5,"132",0.0916897,1090.63
"1",5,"133",0.0923947,1082.31
"1",5,"134",0.0886397,1128.16
"1",5,"135",0.0909897,1099.03
"1",5,"136",0.066496,1503.85
"1",5,"137",0.0606349,1649.22
"1",5,"138",0.0629849,1587.68
"1",5,"139",0.063446,1576.14
"1",5,"14",0.0933064,1071.74
"1",5,"140",0.065796,1519.85
"1",5,"141",0.0599349,1668.48
"1",5,"142",0.0890747,1122.65
"1",5,"143",0.0866636,1153.89
"1",5,"144",0.084497,1183.47
"1",5,"145",0.0890036,1123.55
"1",5,"146",0.0645099,1550.15
"1",5,"147",0.0586488,1705.07
"1",5,"148",0.0609988,1639.38
"1",5,"149",0.0614599,1627.08
"1",5,"15",0.0956564,1045.41
"1",5,"150",0.0638099,1567.15
"1",5,"151",0.0579488,1725.66
"1",5,"152",0.0895747,1116.39
"1",5,"153",0.0874081,1144.06
"1",5,"154",0.0905564,1104.28
"1",5,"155",0.084997,1176.51
"1",5,"156",0.0933675,1071.04
"1",5,"157",0.0875064,1142.77
"1",5,"158",0.0630127,1586.98
"1",5,"159",0.0653627,1529.92
"1",5,"16",0.0711627,1405.23
"1",5,"160",0.0595016,1680.63
"1",5,"161",0.0623127,1604.81
"1",5,"162",0.0830854,1203.58
"1",5,"163",0.0858965,1164.19
"1",5,"164",0.0800354,1249.45
"1",5,"165",0.0823854,1213.81
"1",5,"166",0.0578917,1727.36
"1",5,"167",0.0520306,1921.95
"1",5,"168",0.0543805,1838.89
"1",5,"169",0.0548417,1823.43
"1",5,"17",0.0653016,1531.36
"1",5,"170",0.0571917,1748.51
"1",5,"171",0.0513306,1948.16
"1",5,"172",0.0743806,1344.44
"1",5,"173",0.0737442,1356.04
"1",5,"174",0.0839382,1191.35
"1",5,"175",0.0754109,1326.07
"1",5,"176",0.0867493,1152.75
"1",5,"177",0.0808882,1236.27
"1",5,"178",0.0563944,1773.22
"1",5,"179",0.0587445,1702.29
"1",5,"18",0.0676516,1478.16
"1",5,"180",0.0528833,1890.95
"1",5,"181",0.0556945,1795.51
"1",5,"182",0.0854632,1170.09
"1",5,"183",0.079602,1256.25
"1",5,"184",0.081952,1220.23
"1",5,"185",0.0824132,1213.4
"1",5,"186",0.0847632,1179.76
"1",5,"187",0.0789021,1267.39
"1",5,"188",0.0544083,1837.95
"1",5,"189",0.0567583,1761.86
"1",5,"19",0.0681127,1468.16
"1",5,"190",0.0508972,1964.74
"1",5,"191",0.0537083,1861.91
"1",5,"192",0.0715151,1398.31
"1",5,"193",0.0851515,1174.38
"1",5,"194",0.0804548,1242.93
"1",5,"195",0.083266,1200.97
"1",5,"196",0.0552611,1809.59
"1",5,"197",0.0386762,2585.57
"1",5,"198",0.0362651,2757.47
"1",5,"199",0.0340984,2932.69
"1",5,"2",0.0967897,1033.17
"1",5,"20",0.0704627,1419.19
"1",5,"200",0.0453206,2206.5
"1",5,"201",0.0308059,3246.14
"1",5,"202",0.0252155,3965.82
"1",5,"203",0.0275654,3627.73
"1",5,"204",0.0262281,3812.71
"1",5,"205",0.0303766,3292.01
"1",5,"206",0.0245155,4079.06
"1",5,"207",0.0391762,2552.57
"1",5,"208",0.0370095,2702.01
"1",5,"209",0.0482317,2073.32
"1",5,"21",0.0646016,1547.95
"1",5,"210",0.0345984,2890.31
"1",5,"211",0.0458206,2182.42
"1",5,"212",0.043654,2290.74
"1",5,"213",0.0291392,3431.8
"1",5,"214",0.0319293,3131.91
"1",5,"215",0.0260682,3836.09
"1",5,"216",0.0288794,3462.68
"1",5,"217",0.0334451,2989.98
"1",5,"218",0.0312784,3197.09
"1",5,"219",0.0425006,2352.91
"1",5,"22",0.0881854,1133.97
"1",5,"220",0.0288673,3464.13
"1",5,"221",0.0400895,2494.42
"1",5,"222",0.0379229,2636.93
"1",5,"223",0.0234081,4272.03
"1",5,"224",0.0299432,3339.65
"1",5,"225",0.0240821,4152.46
"1",5,"226",0.0268932,3718.41
"1",5,"227",0.0317784,3146.79
"1",5,"228",0.0430006,2325.55
"1",5,"229",0.040834,2448.94
"1",5,"23",0.0601806,1661.67
"1",5,"230",0.0384229,2602.62
"1",5,"231",0.028446,3515.43
"1",5,"232",0.0386237,2589.09
"1",5,"233",0.036457,2742.96
"1",5,"234",0.0476792,2097.35
"1",5,"235",0.0340459,2937.21
"1",5,"236",0.0452681,2209.06
"1",5,"237",0.0431014,2320.11
"1",5,"238",0.020975,4767.58
"1",5,"239",0.023325,4287.25
"1",5,"24",0.0629917,1587.51
"1",5,"240",0.0174639,5726.1
"1",5,"241",0.020275,4932.18
"1",5,"242",0.036957,2705.85
"1",5,"243",0.0481792,2075.58
"1",5,"244",0.0460126,2173.32
"1",5,"245",0.0436014,2293.5
"1",5,"246",0.0218278,4581.32
"1",5,"247",0.0312259,3202.47
"1",5,"248",0.0424481,2355.82
"1",5,"249",0.0402814,2482.53
"1",5,"25",0.0571305,1750.38
"1",5,"250",0.0378703,2640.59
"1",5,"251",0.0198417,5039.9
"1",5,"252",0.0407814,2452.1
"1",5,"26",0.0594806,1681.22
"1",5,"27",0.0767442,1303.03
"1",5,"28",0.0784109,1275.33
"1",5,"29",0.0777745,1285.77
"1",5,"3",0.0687849,1453.81
"1",5,"30",0.0890382,1123.11
"1",5,"31",0.0601079,1663.68
"1",5,"32",0.0586833,1704.06
"1",5,"33",0.0610333,1638.45
"1",5,"34",0.0611382,1635.64
"1",5,"35",0.0638444,1566.31
"1",5,"36",0.0579833,1724.63
"1",5,"37",0.087752,1139.57
"1",5,"38",0.0905632,1104.2
"1",5,"39",0.0847021,1180.61
"1",5,"4",0.071596,1396.73
"1",5,"40",0.0870521,1148.74
"1",5,"41",0.0625583,1598.51
"1",5,"42",0.0566972,1763.76
"1",5,"43",0.0590472,1693.56
"1",5,"44",0.0595083,1680.44
"1",5,"45",0.0618583,1616.6
"1",5,"46",0.0559972,1785.8
"1",5,"47",0.0745151,1342.01
"1",5,"48",0.0738788,1353.57
"1",5,"49",0.0875151,1142.66
"1",5,"5",0.0657349,1521.26
"1",5,"50",0.0755455,1323.71
"1",5,"51",0.0891818,1121.3
"1",5,"52",0.0855548,1168.84
"1",5,"53",0.0572424,1746.96
"1",5,"54",0.0634111,1577.01
"1",5,"55",0.05755,1737.62
"1",5,"56",0.0603611,1656.7
"1",5,"57",0.0510243,1959.85
"1",5,"58",0.0333654,2997.11
"1",5,"59",0.0361766,2764.22
"1",5,"6",0.0680849,1468.75
"1",5,"60",0.0303155,3298.65
"1",5,"61",0.0326654,3061.34
"1",5,"62",0.0539354,1854.07
"1",5,"63",0.0515243,1940.83
"1",5,"64",0.0493576,2026.03
"1",5,"65",0.0605799,1650.71
"1",5,"66",0.0377293,2650.46
"1",5,"67",0.0318682,3137.92
"1",5,"68",0.0342182,2922.42
"1",5,"69",0.0346793,2883.56
"1",5,"7",0.0948036,1054.81
"1",5,"70",0.0370294,2700.56
"1",5,"71",0.0311682,3208.39
"1",5,"72",0.0482043,2074.5
"1",5,"73",0.0457932,2183.73
"1",5,"74",0.0436265,2292.18
"1",5,"75",0.0548487,1823.2
"1",5,"76",0.0357432,2797.73
"1",5,"77",0.0298821,3346.48
"1",5,"78",0.0322321,3102.5
"1",5,"79",0.0326932,3058.74
"1",5,"8",0.0667988,1497.03
"1",5,"80",0.0350432,2853.62
"1",5,"81",0.0291821,3426.76
"1",5,"82",0.0487043,2053.21
"1",5,"83",0.0465376,2148.8
"1",5,"84",0.0577599,1731.31
"1",5,"85",0.0441265,2266.21
"1",5,"86",0.0553487,1806.73
"1",5,"87",0.0531821,1880.33
"1",5,"88",0.034246,2920.05
"1",5,"89",0.036596,2732.54
"1",5,"9",0.0696099,1436.58
"1",5,"90",0.0307349,3253.63
"1",5,"91",0.033546,2980.98
"1",5,"92",0.0533829,1873.26
"1",5,"93",0.0509718,1961.87
"1",5,"94",0.0488051,2048.97
"1",5,"95",0.0536187,1865.02
"1",5,"96",0.029125,3433.48
"1",5,"97",0.0232639,4298.51
"1",5,"98",0.0256139,3904.13
"1",5,"99",0.026075,3835.09
"1",6,"1",0.0830863,1203.57
"1",6,"10",0.0633856,1577.65
"1",6,"100",0.0303832,3291.29
"1",6,"101",0.0427165,2341.01
"1",6,"102",0.0520684,1920.55
"1",6,"103",0.0502628,1989.54
"1",6,"104",0.0482536,2072.38
"1",6,"105",0.0316772,3156.84
"1",6,"106",0.0484209,2065.22
"1",6,"107",0.0464462,2153.03
"1",6,"108",0.0484045,2065.92
"1",6,"109",0.0446061,2241.85
"1",6,"11",0.0585013,1709.36
"1",6,"110",0.0507471,1970.56
"1",6,"111",0.0458628,2180.42
"1",6,"112",0.0254514,3929.06
"1",6,"113",0.0274097,3648.34
"1",6,"114",0.0225255,4439.42
"1",6,"115",0.0248681,4021.22
"1",6,"116",0.047032,2126.21
"1",6,"117",0.0520411,1921.56
"1",6,"118",0.0471568,2120.58
"1",6,"119",0.0494994,2020.23
"1",6,"12",0.0604596,1654
"1",6,"120",0.026162,3822.33
"1",6,"121",0.0422561,2366.52
"1",6,"122",0.050386,1984.68
"1",6,"123",0.0455017,2197.72
"1",6,"124",0.0477931,2092.35
"1",6,"125",0.0245069,4080.48
"1",6,"126",0.0491383,2035.07
"1",6,"127",0.0788363,1268.45
"1",6,"128",0.0805141,1242.02
"1",6,"129",0.0762947,1310.71
"1",6,"13",0.0608439,1643.55
"1",6,"130",0.078253,1277.91
"1",6,"131",0.0578416,1728.86
"1",6,"132",0.0529573,1888.31
"1",6,"133",0.0549157,1820.97
"1",6,"134",0.0552999,1808.32
"1",6,"135",0.0572583,1746.47
"1",6,"136",0.052374,1909.34
"1",6,"137",0.0824729,1212.52
"1",6,"138",0.0775887,1288.85
"1",6,"139",0.079547,1257.12
"1",6,"14",0.0628022,1592.3
"1",6,"140",0.0791252,1263.82
"1",6,"141",0.0818896,1221.16
"1",6,"142",0.0770053,1298.61
"1",6,"143",0.0565939,1766.97
"1",6,"144",0.0585522,1707.88
"1",6,"145",0.053668,1863.31
"1",6,"146",0.0560106,1785.38
"1",6,"147",0.0781641,1279.36
"1",6,"148",0.0759336,1316.94
"1",6,"149",0.0778919,1283.83
"1",6,"15",0.057918,1726.58
"1",6,"150",0.0743493,1345
"1",6,"151",0.0802345,1246.35
"1",6,"152",0.0753502,1327.14
"1",6,"153",0.0549388,1820.21
"1",6,"154",0.0568971,1757.56
"1",6,"155",0.0520129,1922.6
"1",6,"156",0.0543555,1839.74
"1",6,"157",0.0767753,1302.5
"1",6,"158",0.0815285,1226.57
"1",6,"159",0.0766442,1304.73
"1",6,"16",0.0827252,1208.82
"1",6,"160",0.0789868,1266.03
"1",6,"161",0.0556495,1796.96
"1",6,"162",0.0753026,1327.97
"1",6,"163",0.0704184,1420.08
"1",6,"164",0.0723767,1381.66
"1",6,"165",0.072761,1374.36
"1",6,"166",0.0747193,1338.34
"1",6,"167",0.069835,1431.95
"1",6,"168",0.0494236,2023.32
"1",6,"169",0.0513819,1946.21
"1",6,"17",0.0850678,1175.53
"1",6,"170",0.0464977,2150.64
"1",6,"171",0.0488403,2047.49
"1",6,"172",0.0672869,1486.17
"1",6,"173",0.0760133,1315.56
"1",6,"174",0.071129,1405.9
"1",6,"175",0.0734716,1361.07
"1",6,"176",0.0501343,1994.64
"1",6,"177",0.0723999,1381.22
"1",6,"178",0.0743582,1344.84
"1",6,"179",0.0694739,1439.39
"1",6,"18",0.0801836,1247.14
"1",6,"180",0.0718165,1392.44
"1",6,"181",0.0484792,2062.74
"1",6,"182",0.0731105,1367.79
"1",6,"183",0.0361653,2765.08
"1",6,"184",0.0343598,2910.38
"1",6,"185",0.0437116,2287.72
"1",6,"186",0.0323505,3091.14
"1",6,"187",0.0417024,2397.94
"1",6,"188",0.0398968,2506.47
"1",6,"189",0.0270777,3693.08
"1",6,"19",0.0821419,1217.41
"1",6,"190",0.029036,3444
"1",6,"191",0.0241518,4140.48
"1",6,"192",0.0264944,3774.39
