"run","species_no","sample_id","min_percentage","grams_required"
"1",1,"1",0.0468182,2135.92
"1",1,"10",0.0188333,5309.73
"1",1,"2",0.145909,685.358
"1",1,"3",0.0238737,4188.71
"1",1,"4",0.0245,4081.63
"1",1,"5",0.0145694,6863.69
"1",1,"6",0.0629628,1588.24
"1",1,"7",0,Inf
"1",1,"8",0.0236111,4235.29
"1",1,"9",0.00708333,14117.6
"1",2,"1",0.0963636,1037.74
"1",2,"10",0.124629,802.382
"1",2,"11",0.0960273,1041.37
"1",2,"12",0.103118,969.762
"1",2,"13",0.132045,757.315
"1",2,"14",0.0755,1324.5
"1",2,"15",0.0904545,1105.53
"1",2,"16",0.0888636,1125.32
"1",2,"17",0.10525,950.119
"1",2,"18",0.0368202,2715.9
"1",2,"19",0.0224924,4445.94
"1",2,"2",0.0527123,1897.09
"1",2,"20",0.0434182,2303.18
"1",2,"21",0.0254,3937.01
"1",2,"22",0.0237424,4211.87
"1",2,"23",0.0183258,5456.8
"1",2,"24",0.0382122,2616.96
"1",2,"25",0.0195347,5119.09
"1",2,"26",0.0563647,1774.16
"1",2,"27",0.0234167,4270.46
"1",2,"28",0.0304445,3284.67
"1",2,"29",0.0157917,6332.45
"1",2,"3",0.0361667,2764.98
"1",2,"30",0.0216667,4615.38
"1",2,"31",0.0420369,2378.86
"1",2,"32",0.0184514,5419.65
"1",2,"33",0.0223611,4472.05
"1",2,"34",0.0108264,9236.7
"1",2,"35",0.0167014,5987.53
"1",2,"36",0.0493147,2027.79
"1",2,"37",0.0432869,2310.17
"1",2,"38",0.0378703,2640.59
"1",2,"39",0.0659258,1516.86
"1",2,"4",0.0312014,3204.99
"1",2,"40",0.0293611,3405.86
"1",2,"41",0.0147083,6798.87
"1",2,"42",0.0205833,4858.3
"1",2,"43",0.0181944,5496.18
"1",2,"44",0.0276111,3621.73
"1",2,"45",0.0129583,7717.04
"1",2,"5",0.080185,1247.12
"1",2,"6",0.0350833,2850.36
"1",2,"7",0.0409091,2444.44
"1",2,"8",0.0274583,3641.88
"1",2,"9",0.0333333,3000
"1",3,"1",0.0990304,1009.79
"1",3,"10",0.039998,2500.13
"1",3,"100",0.0168056,5950.41
"1",3,"101",0.0399135,2505.42
"1",3,"102",0.035895,2785.9
"1",3,"103",0.0322839,3097.52
"1",3,"104",0.0509876,1961.26
"1",3,"105",0.0244306,4093.23
"1",3,"106",0.014662,6820.34
"1",3,"107",0.0185787,5382.51
"1",3,"108",0.0191667,5217.39
"1",3,"109",0.0232639,4298.51
"1",3,"11",0.0614146,1628.28
"1",3,"110",0.0134954,7409.95
"1",3,"111",0.0407469,2454.18
"1",3,"112",0.0371357,2692.82
"1",3,"113",0.0558394,1790.85
"1",3,"114",0.0331172,3019.58
"1",3,"115",0.0518209,1929.72
"1",3,"116",0.0482098,2074.27
"1",3,"117",0.0219352,4558.88
"1",3,"118",0.0258519,3868.19
"1",3,"119",0.0160833,6217.62
"1",3,"12",0.0425859,2348.19
"1",3,"120",0.0207685,4814.98
"1",3,"13",0.0472711,2115.46
"1",3,"14",0.0375026,2666.48
"1",3,"15",0.0414193,2414.33
"1",3,"16",0.0289676,3452.13
"1",3,"17",0.0700456,1427.64
"1",3,"18",0.0315556,3169.01
"1",3,"19",0.0362408,2759.32
"1",3,"2",0.0796242,1255.9
"1",3,"20",0.0264722,3777.54
"1",3,"21",0.0303889,3290.68
"1",3,"22",0.0604937,1653.06
"1",3,"23",0.0282454,3540.4
"1",3,"24",0.0329306,3036.69
"1",3,"25",0.023162,4317.41
"1",3,"26",0.0270787,3692.94
"1",3,"27",0.0638889,1565.22
"1",3,"28",0.061327,1630.6
"1",3,"29",0.0577159,1732.62
"1",3,"3",0.0846898,1180.78
"1",3,"30",0.0763414,1309.91
"1",3,"31",0.0355185,2815.43
"1",3,"32",0.02575,3883.5
"1",3,"33",0.0296667,3370.79
"1",3,"34",0.0304352,3285.67
"1",3,"35",0.0343519,2911.05
"1",3,"36",0.0245833,4067.8
"1",3,"37",0.0912526,1095.86
"1",3,"38",0.0879424,1137.11
"1",3,"39",0.128767,776.598
"1",3,"4",0.103636,964.912
"1",3,"40",0.0887667,1126.55
"1",3,"41",0.0952156,1050.25
"1",3,"42",0.0854471,1170.32
"1",3,"43",0.0893637,1119.02
"1",3,"44",0.076912,1300.19
"1",3,"45",0.103412,967.005
"1",3,"46",0.0729071,1371.61
"1",3,"47",0.0756848,1321.27
"1",3,"48",0.0744167,1343.78
"1",3,"49",0.0783333,1276.6
"1",3,"5",0.0731313,1367.4
"1",3,"50",0.122865,813.905
"1",3,"51",0.0761898,1312.51
"1",3,"52",0.080875,1236.48
"1",3,"53",0.0711065,1406.34
"1",3,"54",0.0750231,1332.92
"1",3,"55",0.0969192,1031.79
"1",3,"56",0.099697,1003.04
"1",3,"57",0.0986364,1013.82
"1",3,"58",0.121364,823.97
"1",3,"59",0.0691919,1445.26
"1",3,"6",0.0759091,1317.37
"1",3,"60",0.0681313,1467.75
"1",3,"61",0.0776111,1288.48
"1",3,"62",0.0709091,1410.26
"1",3,"63",0.0822963,1215.12
"1",3,"64",0.0725278,1378.78
"1",3,"65",0.0315838,3166.18
"1",3,"66",0.0455344,2196.14
"1",3,"67",0.0348082,2872.89
"1",3,"68",0.0324172,3084.79
"1",3,"69",0.0288061,3471.49
"1",3,"7",0.0748485,1336.03
"1",3,"70",0.0336415,2972.52
"1",3,"71",0.0359825,2779.13
"1",3,"72",0.0268838,3719.71
"1",3,"73",0.0228653,4373.44
"1",3,"74",0.0192542,5193.67
"1",3,"75",0.0303313,3296.92
"1",3,"76",0.0408344,2448.92
"1",3,"77",0.0368159,2716.22
"1",3,"78",0.0332048,3011.62
"1",3,"79",0.0519085,1926.47
"1",3,"8",0.0861111,1161.29
"1",3,"80",0.0277172,3607.87
"1",3,"81",0.0241061,4148.34
"1",3,"82",0.0329193,3037.73
"1",3,"83",0.0200875,4978.21
"1",3,"84",0.0376045,2659.26
"1",3,"85",0.0278359,3592.48
"1",3,"86",0.0446135,2241.47
"1",3,"87",0.0204676,4885.77
"1",3,"88",0.0251528,3975.7
"1",3,"89",0.0153842,6500.15
"1",3,"9",0.0433082,2309.03
"1",3,"90",0.0193009,5181.1
"1",3,"91",0.0494654,2021.62
"1",3,"92",0.0454469,2200.37
"1",3,"93",0.0418357,2390.3
"1",3,"94",0.0605394,1651.82
"1",3,"95",0.0277407,3604.81
"1",3,"96",0.0179722,5564.14
"1",3,"97",0.0218889,4568.53
"1",3,"98",0.0226574,4413.57
"1",3,"99",0.0265741,3763.06
"1",4,"1",0.0803978,1243.82
"1",4,"10",0.0663848,1506.37
"1",4,"100",0.076995,1298.79
"1",4,"101",0.0696686,1435.37
"1",4,"102",0.0726061,1377.29
"1",4,"103",0.0731825,1366.45
"1",4,"104",0.07612,1313.71
"1",4,"105",0.0687936,1453.62
"1",4,"106",0.0982734,1017.57
"1",4,"107",0.0632674,1580.59
"1",4,"108",0.0667813,1497.43
"1",4,"109",0.0594549,1681.95
"1",4,"11",0.0684682,1460.53
"1",4,"110",0.0623924,1602.76
"1",4,"111",0.0842258,1187.29
"1",4,"112",0.0863091,1158.63
"1",4,"113",0.0855136,1169.4
"1",4,"114",0.0993394,1006.65
"1",4,"115",0.0634303,1576.53
"1",4,"116",0.0613958,1628.78
"1",4,"117",0.0643333,1554.4
"1",4,"118",0.0647182,1545.16
"1",4,"119",0.0678472,1473.9
"1",4,"12",0.0676727,1477.7
"1",4,"120",0.0605208,1652.32
"1",4,"121",0.0977317,1023.21
"1",4,"122",0.101246,987.697
"1",4,"123",0.0939192,1064.74
"1",4,"124",0.0968567,1032.45
"1",4,"125",0.0662396,1509.67
"1",4,"126",0.0589132,1697.41
"1",4,"127",0.0618507,1616.8
"1",4,"128",0.0624271,1601.87
"1",4,"129",0.0653646,1529.88
"1",4,"13",0.0707083,1414.26
"1",4,"130",0.0580382,1723
"1",4,"131",0.0814394,1227.91
"1",4,"132",0.0806439,1240.02
"1",4,"133",0.0976894,1023.65
"1",4,"134",0.0827273,1208.79
"1",4,"135",0.0997727,1002.28
"1",4,"136",0.0949852,1052.8
"1",4,"137",0.0598485,1670.89
"1",4,"138",0.0673056,1485.76
"1",4,"139",0.0599792,1667.25
"1",4,"14",0.104107,960.553
"1",4,"140",0.0634931,1574.98
"1",4,"141",0.0394286,2536.23
"1",4,"142",0.0297485,3361.52
"1",4,"143",0.0295907,3379.45
"1",4,"144",0.025936,3855.65
"1",4,"145",0.0288735,3463.39
"1",4,"146",0.0430675,2321.94
"1",4,"147",0.0400536,2496.66
"1",4,"148",0.0373452,2677.72
"1",4,"149",0.051373,1946.55
"1",4,"15",0.0691007,1447.16
"1",4,"150",0.0332295,3009.37
"1",4,"151",0.027877,3587.19
"1",4,"152",0.0308145,3245.23
"1",4,"153",0.0275073,3635.4
"1",4,"154",0.0343284,2913.04
"1",4,"155",0.027002,3703.44
"1",4,"156",0.0359036,2785.24
"1",4,"157",0.0328897,3040.47
"1",4,"158",0.0301813,3313.3
"1",4,"159",0.0442091,2261.98
"1",4,"16",0.0726146,1377.13
"1",4,"160",0.0260657,3836.47
"1",4,"161",0.0233573,4281.31
"1",4,"162",0.0283318,3529.6
"1",4,"163",0.0203434,4915.59
"1",4,"164",0.0318457,3140.14
"1",4,"165",0.0245193,4078.42
"1",4,"166",0.0365286,2737.58
"1",4,"167",0.0338202,2956.81
"1",4,"168",0.047848,2089.95
"1",4,"169",0.0308063,3246.08
"1",4,"17",0.0652882,1531.67
"1",4,"170",0.0448341,2230.44
"1",4,"171",0.0421258,2373.84
"1",4,"172",0.0239823,4169.74
"1",4,"173",0.0337867,2959.75
"1",4,"174",0.0264603,3779.25
