run,species_no,rdi_micro_tot_mean,rdi_micro_tot_std.error,dataset
18,1,2,0.21081851067789192,AB
18,2,1.9777777777777779,0.022222222222222223,AB
18,3,2,0,AB
18,4,2,0,AB
18,5,2,0,AB
18,6,2,0,AB
18,7,2,0,AB
18,8,2,0,AB
18,9,2,0,AB
18,10,2,NA,AB
19,1,2,0.2981423969999719,AB
19,2,2.3555555555555556,0.07885260226777269,AB
19,3,2.533333333333333,0.04573295603800236,AB
19,4,2.6666666666666665,0.03260773253630123,AB
19,5,2.7777777777777777,0.026241257787125154,AB
19,6,2.8666666666666667,0.023513770327249908,AB
19,7,2.933333333333333,0.02286647801900118,AB
19,8,2.977777777777778,0.022222222222222223,AB
19,9,3,0,AB
19,10,3,NA,AB
2,1,2.3,0.2603416558635551,AB
2,2,2.488888888888889,0.12957670877434002,AB
2,3,2.6333333333333333,0.08446016856895648,AB
2,4,2.8047619047619046,0.06767216857077414,AB
2,5,3,0.06311944030978031,AB
2,6,3.2,0.0677738993669886,AB
2,7,3.4,0.08401680504168059,AB
2,8,3.6,0.12060453783110545,AB
2,9,3.8,0.19999999999999998,AB
2,10,4,NA,AB
20,1,2.2,0.3590109871423003,AB
20,2,2.8222222222222224,0.13214962780950537,AB
20,3,3.158333333333333,0.07000983657711028,AB
20,4,3.2523809523809524,0.049056676603083035,AB
20,5,3.357142857142857,0.03973309875981501,AB
20,6,3.466666666666667,0.03885659781871954,AB
20,7,3.6333333333333333,0.04573295603800236,AB
20,8,3.7777777777777777,0.06267511942419625,AB
20,9,3.9,0.09999999999999999,AB
20,10,4,NA,AB
21,1,1.8,0.3265986323710904,AB
21,2,2.1777777777777776,0.1533757809786045,AB
21,3,2.5166666666666666,0.09241798039292261,AB
21,4,2.7714285714285714,0.06966844819027869,AB
21,5,2.6785714285714284,0.04917653109264791,AB
21,6,2.5952380952380953,0.03395252139627758,AB
21,7,2.7,0.042008402520840295,AB
21,8,2.8,0.06030226891555272,AB
21,9,2.9,0.09999999999999999,AB
21,10,3,NA,AB
22,1,2.4,0.39999999999999997,AB
22,2,2.977777777777778,0.13291179154691654,AB
22,3,3.275,0.06794554171287077,AB
22,4,3.4523809523809526,0.04628455912004677,AB
22,5,3.5992063492063493,0.037409610126726806,AB
22,6,3.6952380952380954,0.03650711098290338,AB
22,7,3.775,0.0400673452684695,AB
22,8,3.8,0.06030226891555272,AB
22,9,3.9,0.09999999999999999,AB
22,10,4,NA,AB
23,1,2.4,0.30550504633038933,AB
23,2,2.9555555555555557,0.14892054540591607,AB
23,3,3.216666666666667,0.08214843889613421,AB
23,4,3.4047619047619047,0.060489993993429095,AB
23,5,3.5674603174603177,0.05151428170840165,AB
23,6,3.7285714285714286,0.047139301287493905,AB
23,7,3.8333333333333335,0.047828670265295956,AB
23,8,3.933333333333333,0.04923659639173309,AB
23,9,4,0,AB
23,10,4,NA,AB
24,1,2.2,0.19999999999999998,AB
24,2,2.3777777777777778,0.10678444675880816,AB
24,3,2.533333333333333,0.054146462510746146,AB
24,4,2.5952380952380953,0.04010559032573475,AB
24,5,2.5992063492063493,0.034781627458218174,AB
24,6,2.623809523809524,0.03484200984524107,AB
24,7,2.7,0.042008402520840295,AB
24,8,2.8,0.06030226891555272,AB
24,9,2.9,0.09999999999999999,AB
24,10,3,NA,AB
25,1,2.2,0.3590109871423003,AB
25,2,2.7333333333333334,0.15699192541804385,AB
25,3,2.9916666666666667,0.08895269360365882,AB
25,4,3.1476190476190475,0.0585430710814873,AB
25,5,3.4126984126984126,0.0462122776715377,AB
25,6,3.5095238095238095,0.04879055641777402,AB
25,7,3.6333333333333333,0.05542468245138263,AB
25,8,3.7777777777777777,0.07027283689263064,AB
25,9,3.9,0.09999999999999999,AB
25,10,4,NA,AB
26,1,2,0.3333333333333333,AB
26,2,2.466666666666667,0.13333333333333333,AB
26,3,2.6083333333333334,0.08558239541651518,AB
26,4,2.795238095238095,0.06820873804480647,AB
26,5,2.8492063492063493,0.05738205030805766,AB
26,6,2.676190476190476,0.042151348885017176,AB
26,7,2.7,0.042008402520840295,AB
26,8,2.8,0.06030226891555272,AB
26,9,2.9,0.09999999999999999,AB
26,10,3,NA,AB
27,1,2.5,0.30731814857642953,AB
27,2,3,0.12309149097933272,AB
27,3,3.225,0.06638156826289973,AB
27,4,3.3476190476190477,0.050430773533654716,AB
27,5,3.5436507936507935,0.040650158155767786,AB
27,6,3.580952380952381,0.038520073601464415,AB
27,7,3.691666666666667,0.04395667801920045,AB
27,8,3.8,0.06030226891555272,AB
27,9,3.9,0.09999999999999999,AB
27,10,4,NA,AB
28,1,2,0.2981423969999719,AB
28,2,2.422222222222222,0.11231669191044555,AB
28,3,2.533333333333333,0.06141803918134654,AB
28,4,2.6095238095238096,0.04049729389679197,AB
28,5,2.6825396825396823,0.037847271562990746,AB
28,6,2.738095238095238,0.038363432791036496,AB
28,7,2.7416666666666667,0.04505805985803133,AB
28,8,2.8,0.06030226891555272,AB
28,9,2.9,0.09999999999999999,AB
28,10,3,NA,AB
29,1,2.5,0.26874192494328497,AB
29,2,2.6666666666666665,0.1145919418253881,AB
29,3,2.8333333333333335,0.06073007429137594,AB
29,4,2.9,0.043981603063844986,AB
29,5,2.988095238095238,0.03995275733258795,AB
29,6,3.0142857142857142,0.03665096585603873,AB
29,7,2.975,0.030085080103232686,AB
29,8,2.977777777777778,0.022222222222222223,AB
29,9,3,0,AB
29,10,3,NA,AB
3,1,2.2,0.19999999999999998,AB
3,2,2.2666666666666666,0.08040302522073697,AB
3,3,2.2583333333333333,0.0418343962948195,AB
3,4,2.1857142857142855,0.026899110619750623,AB
3,5,2.1865079365079363,0.024586032873566886,AB
3,6,2.1095238095238096,0.02160191652307418,AB
3,7,2,0,AB
3,8,2,0,AB
3,9,2,0,AB
3,10,2,NA,AB
30,1,2.6,0.339934634239519,AB
30,2,3.111111111111111,0.13189459451717772,AB
30,3,3.3666666666666667,0.06893886925199864,AB
30,4,3.5952380952380953,0.0428520793950674,AB
30,5,3.75,0.030606033284021956,AB
30,6,3.8523809523809525,0.02544827514322108,AB
30,7,3.925,0.02414504490112435,AB
30,8,3.977777777777778,0.022222222222222223,AB
30,9,4,0,AB
30,10,4,NA,AB
31,1,2.6,0.26666666666666666,AB
31,2,3.066666666666667,0.12870763988845638,AB
31,3,3.3833333333333333,0.07216474046633367,AB
31,4,3.5142857142857142,0.052388201408134695,AB
31,5,3.6944444444444446,0.038850926896056175,AB
31,6,3.8190476190476192,0.0320641763351447,AB
31,7,3.875,0.03254494844776662,AB
31,8,3.9555555555555557,0.031067790907534743,AB
31,9,4,0,AB
31,10,4,NA,AB
32,1,2.2,0.38873012632302,AB
32,2,2.7333333333333334,0.15042028661807097,AB
32,3,3.066666666666667,0.09146591207600473,AB
32,4,3.3333333333333335,0.06521546507260247,AB
32,5,3.488095238095238,0.052594166018267774,AB
32,6,3.480952380952381,0.04970264955320804,AB
32,7,3.6333333333333333,0.05542468245138263,AB
32,8,3.7777777777777777,0.07027283689263064,AB
32,9,3.9,0.09999999999999999,AB
32,10,4,NA,AB
33,1,2.8,0.24944382578492943,AB
33,2,3.3333333333333335,0.11009637651263605,AB
33,3,3.525,0.05287597136071294,AB
33,4,3.5904761904761906,0.03841854152785072,AB
33,5,3.761904761904762,0.028035187875625464,AB
33,6,3.7904761904761903,0.02815061871097538,AB
33,7,3.8583333333333334,0.03196600376689893,AB
33,8,3.933333333333333,0.03760507165451774,AB
33,9,4,0,AB
33,10,4,NA,AB
34,1,2.4,0.26666666666666666,AB
34,2,2.688888888888889,0.13788526273323173,AB
34,3,2.8916666666666666,0.08008734144401658,AB
34,4,2.9857142857142858,0.0624109560010261,AB
34,5,3.138888888888889,0.05791259342069255,AB
34,6,3.342857142857143,0.05948711559804836,AB
34,7,3.4833333333333334,0.0757625412174602,AB
34,8,3.6,0.12060453783110545,AB
34,9,3.8,0.19999999999999998,AB
34,10,4,NA,AB
35,1,2,0.3333333333333333,AB
35,2,2.533333333333333,0.14070529413628968,AB
35,3,2.7416666666666667,0.08409664419519143,AB
35,4,2.8142857142857145,0.06746342229909352,AB
35,5,3,0.06311944030978031,AB
35,6,3.2,0.0677738993669886,AB
35,7,3.4,0.08401680504168059,AB
35,8,3.6,0.12060453783110545,AB
35,9,3.8,0.19999999999999998,AB
35,10,4,NA,AB
36,1,2.2,0.24944382578492943,AB
36,2,2.3333333333333335,0.08989331499509894,AB
36,3,2.4,0.049365724849494176,AB
36,4,2.433333333333333,0.034935303505218715,AB
36,5,2.5,0.031559720154890156,AB
36,6,2.6,0.0338869496834943,AB
36,7,2.7,0.042008402520840295,AB
36,8,2.8,0.06030226891555272,AB
36,9,2.9,0.09999999999999999,AB
36,10,3,NA,AB
37,1,2.4,0.22110831935702663,AB
37,2,2.577777777777778,0.12097620138650399,AB
37,3,2.8333333333333335,0.07879816195062793,AB
37,4,3.066666666666667,0.05905511531951641,AB
37,5,3.2777777777777777,0.050694842394455195,AB
37,6,3.466666666666667,0.0496666184986333,AB
37,7,3.6333333333333333,0.05542468245138263,AB
37,8,3.7777777777777777,0.07027283689263064,AB
37,9,3.9,0.09999999999999999,AB
37,10,4,NA,AB
38,1,2,0.14907119849998596,AB
38,2,1.9777777777777779,0.022222222222222223,AB
38,3,2,0,AB
38,4,2,0,AB
38,5,2,0,AB
38,6,2,0,AB
38,7,2,0,AB
38,8,2,0,AB
38,9,2,0,AB
38,10,2,NA,AB
39,1,2.1,0.40688518719112343,AB
39,2,2.688888888888889,0.15834440861495047,AB
39,3,3.05,0.09231689424794051,AB
39,4,3.3285714285714287,0.06515637838193498,AB
39,5,3.5238095238095237,0.05257806001084119,AB
39,6,3.6,0.04923659639173309,AB
39,7,3.65,0.055065532642062605,AB
39,8,3.7777777777777777,0.07027283689263064,AB
39,9,3.9,0.09999999999999999,AB
39,10,4,NA,AB
4,1,2.1,0.348010216963685,AB
4,2,2.466666666666667,0.11281521496355323,AB
4,3,2.5833333333333335,0.05867745635438157,AB
4,4,2.7285714285714286,0.04036983601401977,AB
4,5,2.7817460317460316,0.02667165569023517,AB
4,6,2.8666666666666667,0.023513770327249908,AB
4,7,2.933333333333333,0.02286647801900118,AB
4,8,2.977777777777778,0.022222222222222223,AB
4,9,3,0,AB
4,10,3,NA,AB
40,1,2.7,0.21343747458109494,AB
40,2,2.7333333333333334,0.10249414863810764,AB
40,3,2.8916666666666666,0.056503926803049116,AB
40,4,2.9,0.03268915022243241,AB
40,5,2.988095238095238,0.02481968289458252,AB
40,6,2.966666666666667,0.012416654624658324,AB
40,7,2.9916666666666667,0.008333333333333333,AB
40,8,3,0,AB
40,9,3,0,AB
40,10,3,NA,AB
41,1,2.2,0.3590109871423003,AB
41,2,2.488888888888889,0.11730226096067839,AB
41,3,2.625,0.06269228125416669,AB
41,4,2.6333333333333333,0.048857222357619357,AB
41,5,2.738095238095238,0.04881351465099369,AB
41,6,2.7666666666666666,0.04950579794096241,AB
41,7,2.7666666666666666,0.051222223234919415,AB
41,8,2.8,0.06030226891555272,AB
41,9,2.9,0.09999999999999999,AB
41,10,3,NA,AB
42,1,2.1,0.27688746209726917,AB
42,2,2.2666666666666666,0.11634153830577251,AB
42,3,2.2916666666666665,0.04331474498966922,AB
42,4,2.4,0.0338869496834943,AB
42,5,2.5,0.031559720154890156,AB
42,6,2.6,0.0338869496834943,AB
42,7,2.7,0.042008402520840295,AB
42,8,2.8,0.06030226891555272,AB
42,9,2.9,0.09999999999999999,AB
42,10,3,NA,AB
43,1,2.5,0.30731814857642953,AB
43,2,3.022222222222222,0.12508134278144353,AB
43,3,3.2416666666666667,0.06588742769237417,AB
43,4,3.3333333333333335,0.0515573520741455,AB
43,5,3.5555555555555554,0.04059224146785666,AB
43,6,3.538095238095238,0.03883565048778316,AB
43,7,3.6333333333333333,0.04573295603800236,AB
43,8,3.7777777777777777,0.06267511942419625,AB
43,9,3.9,0.09999999999999999,AB
43,10,4,NA,AB
44,1,2.4,0.26666666666666666,AB
44,2,2.533333333333333,0.10824588545146514,AB
44,3,2.6416666666666666,0.061261062950296465,AB
44,4,2.719047619047619,0.038312492831253514,AB
44,5,2.7976190476190474,0.02830577504861986,AB
44,6,2.8666666666666667,0.023513770327249908,AB
44,7,2.933333333333333,0.02286647801900118,AB
44,8,2.977777777777778,0.022222222222222223,AB
44,9,3,0,AB
44,10,3,NA,AB
45,1,2.5,0.26874192494328497,AB
45,2,2.6666666666666665,0.12309149097933272,AB
45,3,2.875,0.07720838331283406,AB
45,4,3.066666666666667,0.05905511531951641,AB
45,5,3.2698412698412698,0.05055356527148238,AB
45,6,3.3904761904761904,0.04913954360310862,AB
45,7,3.475,0.05671010857480196,AB
45,8,3.6,0.08040302522073697,AB
45,9,3.8,0.13333333333333333,AB
45,10,4,NA,AB
46,1,2.3,0.3,AB
46,2,2.466666666666667,0.12552918289216958,AB
46,3,2.591666666666667,0.05736491052769635,AB
46,4,2.6809523809523808,0.034295902387454724,AB
46,5,2.7777777777777777,0.026241257787125154,AB
46,6,2.8666666666666667,0.023513770327249908,AB
46,7,2.933333333333333,0.02286647801900118,AB
46,8,2.977777777777778,0.022222222222222223,AB
46,9,3,0,AB
46,10,3,NA,AB
47,1,2.5,0.30731814857642953,AB
47,2,2.888888888888889,0.13566976477075404,AB
47,3,3.066666666666667,0.07365349008232529,AB
47,4,3.2095238095238097,0.05976733052176337,AB
47,5,3.4166666666666665,0.05233587512119383,AB
47,6,3.5428571428571427,0.04963165431373058,AB
47,7,3.6333333333333333,0.05542468245138263,AB
47,8,3.7777777777777777,0.07027283689263064,AB
47,9,3.9,0.09999999999999999,AB
47,10,4,NA,AB
48,1,2.1,0.27688746209726917,AB
48,2,2.311111111111111,0.09960640836865493,AB
48,3,2.5,0.05675639625104965,AB
48,4,2.4523809523809526,0.03635970315826763,AB
48,5,2.5,0.031559720154890156,AB
48,6,2.6,0.0338869496834943,AB
48,7,2.7,0.042008402520840295,AB
48,8,2.8,0.06030226891555272,AB
48,9,2.9,0.09999999999999999,AB
48,10,3,NA,AB
49,1,2.3,0.15275252316519466,AB
49,2,2.3333333333333335,0.07106690545187014,AB
49,3,2.3333333333333335,0.043213581570144294,AB
49,4,2.2666666666666666,0.030588764516074906,AB
49,5,2.261904761904762,0.02775179241879099,AB
49,6,2.238095238095238,0.029461344042368855,AB
49,7,2.1333333333333333,0.03116175682952018,AB
49,8,2,0,AB
49,9,2,0,AB
49,10,2,NA,AB
5,1,2,0.3333333333333333,AB
5,2,2.2444444444444445,0.12372809695177826,AB
5,3,2.341666666666667,0.053577652921938605,AB
5,4,2.4047619047619047,0.034617079249783404,AB
5,5,2.5,0.031559720154890156,AB
5,6,2.6,0.0338869496834943,AB
5,7,2.7,0.042008402520840295,AB
5,8,2.8,0.06030226891555272,AB
5,9,2.9,0.09999999999999999,AB
5,10,3,NA,AB
50,1,2.4,0.1632993161855452,AB
50,2,2.488888888888889,0.08178699991918044,AB
50,3,2.533333333333333,0.054146462510746146,AB
50,4,2.533333333333333,0.03885659781871954,AB
50,5,2.6547619047619047,0.03621666517902391,AB
50,6,2.6,0.0338869496834943,AB
50,7,2.7,0.042008402520840295,AB
50,8,2.8,0.06030226891555272,AB
50,9,2.9,0.09999999999999999,AB
50,10,3,NA,AB
51,1,2,0.21081851067789192,AB
51,2,2.2,0.0816496580927726,AB
51,3,2.275,0.04577759534198053,AB
51,4,2.395238095238095,0.03448519222016263,AB
51,5,2.5,0.031559720154890156,AB
51,6,2.6,0.0338869496834943,AB
51,7,2.7,0.042008402520840295,AB
51,8,2.8,0.06030226891555272,AB
51,9,2.9,0.09999999999999999,AB
51,10,3,NA,AB
52,1,2.2,0.29059326290271154,AB
52,2,2.488888888888889,0.11291465545440096,AB
52,3,2.6,0.05601120336112039,AB
52,4,2.676190476190476,0.03374578018258081,AB
52,5,2.7777777777777777,0.026241257787125154,AB
52,6,2.8666666666666667,0.023513770327249908,AB
52,7,2.933333333333333,0.02286647801900118,AB
52,8,2.977777777777778,0.022222222222222223,AB
52,9,3,0,AB
52,10,3,NA,AB
53,1,2.2,0.29059326290271154,AB
53,2,2.5555555555555554,0.1253502388483925,AB
53,3,2.8333333333333335,0.07879816195062793,AB
53,4,3.066666666666667,0.05905511531951641,AB
53,5,3.2777777777777777,0.050694842394455195,AB
53,6,3.466666666666667,0.0496666184986333,AB
53,7,3.6333333333333333,0.05542468245138263,AB
53,8,3.7777777777777777,0.07027283689263064,AB
53,9,3.9,0.09999999999999999,AB
53,10,4,NA,AB
54,1,2.4,0.30550504633038933,AB
54,2,2.8222222222222224,0.1282708974011244,AB
54,3,3.0083333333333333,0.07050819263573681,AB
54,4,3.2333333333333334,0.04950579794096241,AB
54,5,3.4166666666666665,0.04040246837860963,AB
54,6,3.5285714285714285,0.03887474304203171,AB
54,7,3.6333333333333333,0.04573295603800236,AB
54,8,3.7777777777777777,0.06267511942419625,AB
54,9,3.9,0.09999999999999999,AB
54,10,4,NA,AB
55,1,2.5,0.26874192494328497,AB
55,2,2.7555555555555555,0.11957650674445892,AB
55,3,3.066666666666667,0.07365349008232529,AB
55,4,3.1952380952380954,0.055047202780467715,AB
55,5,3.3412698412698414,0.04782150935130387,AB
55,6,3.466666666666667,0.0496666184986333,AB
55,7,3.6333333333333333,0.05542468245138263,AB
55,8,3.7777777777777777,0.07027283689263064,AB
55,9,3.9,0.09999999999999999,AB
55,10,4,NA,AB
56,1,2.1,0.31446603773522014,AB
56,2,2.3333333333333335,0.13483997249264842,AB
56,3,2.591666666666667,0.08492527060481814,AB
56,4,2.8,0.0677738993669886,AB
56,5,2.9325396825396823,0.0608043295044473,AB
56,6,2.857142857142857,0.05519581037241602,AB
56,7,2.7333333333333334,0.04694196508350526,AB
56,8,2.8,0.06030226891555272,AB
56,9,2.9,0.09999999999999999,AB
56,10,3,NA,AB
57,1,2.5,0.22360679774997896,AB
57,2,2.422222222222222,0.12097620138650399,AB
57,3,2.6,0.08401680504168059,AB
57,4,2.8,0.0677738993669886,AB
57,5,3,0.06311944030978031,AB
57,6,3.2,0.0677738993669886,AB
57,7,3.4,0.08401680504168059,AB
57,8,3.6,0.12060453783110545,AB
57,9,3.8,0.19999999999999998,AB
57,10,4,NA,AB
58,1,2.2,0.29059326290271154,AB
58,2,2.466666666666667,0.08761716542303612,AB
58,3,2.591666666666667,0.04806600464972996,AB
58,4,2.6809523809523808,0.032940430891650864,AB
58,5,2.7777777777777777,0.026241257787125154,AB
58,6,2.8666666666666667,0.023513770327249908,AB
58,7,2.933333333333333,0.02286647801900118,AB
58,8,2.977777777777778,0.022222222222222223,AB
58,9,3,0,AB
58,10,3,NA,AB
59,1,2,0.3333333333333333,AB
59,2,2.488888888888889,0.14078503644597018,AB
59,3,2.825,0.07997067039389691,AB
59,4,3.066666666666667,0.05905511531951641,AB
59,5,3.2777777777777777,0.050694842394455195,AB
59,6,3.466666666666667,0.0496666184986333,AB
59,7,3.6333333333333333,0.05542468245138263,AB
59,8,3.7777777777777777,0.07027283689263064,AB
59,9,3.9,0.09999999999999999,AB
59,10,4,NA,AB
6,1,2.6,0.22110831935702663,AB
6,2,2.977777777777778,0.12508134278144353,AB
6,3,3.091666666666667,0.07100305092010238,AB
6,4,3.276190476190476,0.05184694345135885,AB
6,5,3.4365079365079363,0.04427370969481212,AB
6,6,3.585714285714286,0.0429481830932648,AB
6,7,3.7083333333333335,0.04792009182740539,AB
6,8,3.7777777777777777,0.07027283689263064,AB
6,9,3.9,0.09999999999999999,AB
6,10,4,NA,AB
60,1,2,0.2581988897471611,AB
60,2,2.022222222222222,0.022222222222222223,AB
60,3,2,0,AB
60,4,2,0,AB
60,5,2,0,AB
60,6,2,0,AB
60,7,2,0,AB
60,8,2,0,AB
60,9,2,0,AB
60,10,2,NA,AB
61,1,2.6,0.3711842908553348,AB
61,2,3.1555555555555554,0.14197579661263918,AB
61,3,3.4166666666666665,0.06959600641064105,AB
61,4,3.604761904761905,0.04918919679392231,AB
61,5,3.7738095238095237,0.03689626954754874,AB
61,6,3.857142857142857,0.030080883488955122,AB
61,7,3.9,0.029939247542604793,AB
61,8,3.9555555555555557,0.031067790907534743,AB
61,9,4,0,AB
61,10,4,NA,AB
62,1,2.5,0.30731814857642953,AB
62,2,2.8666666666666667,0.13706888336846837,AB
62,3,3.1166666666666667,0.08042545597168828,AB
62,4,3.3095238095238093,0.05665566598372997,AB
62,5,3.4682539682539684,0.04849372698324991,AB
62,6,3.6285714285714286,0.04554136811026383,AB
62,7,3.725,0.05287597136071294,AB
62,8,3.8444444444444446,0.06321005190772531,AB
62,9,3.9,0.09999999999999999,AB
62,10,4,NA,AB
63,1,2.1,0.2333333333333333,AB
63,2,2.1333333333333333,0.07521014330903548,AB
63,3,2.2916666666666665,0.04331474498966922,AB
63,4,2.4,0.0338869496834943,AB
63,5,2.5,0.031559720154890156,AB
63,6,2.6,0.0338869496834943,AB
63,7,2.7,0.042008402520840295,AB
63,8,2.8,0.06030226891555272,AB
63,9,2.9,0.09999999999999999,AB
63,10,3,NA,AB
64,1,1.9,0.31446603773522014,AB
64,2,2.577777777777778,0.14386051356266608,AB
64,3,2.75,0.0847223178888502,AB
64,4,2.8142857142857145,0.06712484548723172,AB
64,5,2.9761904761904763,0.062345381103063396,AB
64,6,3.0476190476190474,0.06359830103365934,AB
64,7,3.1333333333333333,0.07754399973837328,AB
64,8,3.066666666666667,0.10249414863810764,AB
64,9,2.9,0.09999999999999999,AB
64,10,3,NA,AB
65,1,2,0.3333333333333333,AB
65,2,2.3333333333333335,0.13104089885114942,AB
65,3,2.591666666666667,0.08492527060481814,AB
65,4,2.8,0.0677738993669886,AB
65,5,2.8968253968253967,0.05941884545797239,AB
65,6,2.7285714285714286,0.046653459242075784,AB
65,7,2.7,0.042008402520840295,AB
65,8,2.8,0.06030226891555272,AB
65,9,2.9,0.09999999999999999,AB
65,10,3,NA,AB
66,1,1.9,0.17950549357115014,AB
66,2,1.9333333333333333,0.03760507165451774,AB
66,3,1.9916666666666667,0.008333333333333333,AB
66,4,2,0,AB
66,5,2,0,AB
66,6,2,0,AB
66,7,2,0,AB
66,8,2,0,AB
66,9,2,0,AB
66,10,2,NA,AB
67,1,2.1,0.27688746209726917,AB
67,2,2.2666666666666666,0.11634153830577251,AB
67,3,2.3666666666666667,0.05789652381321808,AB
67,4,2.419047619047619,0.036702733827317834,AB
67,5,2.5,0.031559720154890156,AB
67,6,2.6,0.0338869496834943,AB
67,7,2.7,0.042008402520840295,AB
67,8,2.8,0.06030226891555272,AB
67,9,2.9,0.09999999999999999,AB
67,10,3,NA,AB
68,1,2,0.3651483716701107,AB
68,2,2.3555555555555556,0.16254154264808657,AB
68,3,2.625,0.09618966150471762,AB
68,4,2.8333333333333335,0.07098670955784453,AB
68,5,2.757936507936508,0.05187835334285182,AB
68,6,2.604761904761905,0.03641337504715623,AB
68,7,2.7,0.042008402520840295,AB
68,8,2.8,0.06030226891555272,AB
68,9,2.9,0.09999999999999999,AB
68,10,3,NA,AB
69,1,1.9,0.31446603773522014,AB
69,2,2.488888888888889,0.10358338378419611,AB
69,3,2.808333333333333,0.05712023945475731,AB
69,4,2.780952380952381,0.03439540944025798,AB
69,5,2.7777777777777777,0.026241257787125154,AB
69,6,2.8666666666666667,0.023513770327249908,AB
69,7,2.933333333333333,0.02286647801900118,AB
69,8,2.977777777777778,0.022222222222222223,AB
69,9,3,0,AB
69,10,3,NA,AB
7,1,2.4,0.22110831935702663,AB
7,2,2.4444444444444446,0.10803831884542171,AB
