culture,number_of_targets,subgroup,number_of_species,sd,se
Tlingit,4.718,all,24,0.45019848809017415,0.09189638156611471
Tlingit,4.739,all,25,0.4393996723622721,0.08787993447245443
Tlingit,4.76,all,26,0.42729683193604723,0.08379980323608775
Tlingit,4.785,all,27,0.4110279113928201,0.07910235842903143
Tlingit,4.798,all,28,0.40169311340544206,0.07591286295986183
Tlingit,4.819,all,29,0.38521083498181535,0.07153185627141273
Tlingit,4.838,all,30,0.36863517451796685,0.06730326685778135
Tlingit,4.851,all,31,0.3562666500332664,0.06398737928129213
Tlingit,4.863,all,32,0.3440194025768741,0.06081461310546312
Tlingit,4.88,all,33,0.3251241389157466,0.05659684799706785
Tlingit,4.889,all,34,0.3142893217686178,0.053900174008716654
Tlingit,4.903,all,35,0.296105857217784,0.05005102501552895
Tlingit,4.914,all,36,0.28050433629924987,0.04675072271654165
Tlingit,4.928,all,37,0.2586172517116422,0.042516414281088655
Tlingit,4.936,all,38,0.24487540497968344,0.039724036195775254
Tlingit,4.947,all,39,0.22414558046332575,0.03589201798316196
Tlingit,4.96,all,40,0.19605723255834873,0.03099937033168514
Tlingit,4.971,all,41,0.1678904023081343,0.026220075713452844
Tlingit,4.977,all,42,0.1499783100768024,0.023142155666503975
Tlingit,4.979,all,43,0.14345584540052586,0.021876811329435357
Tlingit,4.987,all,44,0.11333068359382575,0.01708524339614575
Tlingit,4.993,all,45,0.08341437500789632,0.012434680854554382
Tlingit,4.995,all,46,0.07056897321046962,0.010404827453994172
Tlingit,4.998,all,47,0.04469897088298564,0.006520015007811337
Tlingit,4.999,all,48,0.03162277660168379,0.004564354645876384
Tlingit,4.999,all,49,0.03162277660168379,0.004517539514526256
Tlingit,5,all,50,0,0
Tlingit,5,all,51,0,0
Tsimshian,2.108,all,1,1.0823620039097397,1.0823620039097397
Tsimshian,2.835,all,2,0.9668038631023925,0.6836335676770523
Tsimshian,3.202,all,3,0.8921838330702883,0.5151025761897631
Tsimshian,3.465,all,4,0.8327475418567553,0.41637377092837763
Tsimshian,3.658,all,5,0.7782298128712635,0.34803495273941715
Tsimshian,3.814,all,6,0.7042016045848659,0.28748910121368076
Tsimshian,3.929,all,7,0.6545130918380375,0.24738269583420378
Tsimshian,4.003,all,8,0.6126714995545055,0.21661208598736081
Tsimshian,4.065,all,9,0.5823350531387529,0.1941116843795843
Tsimshian,4.133,all,10,0.5528260274413792,0.17481893965375048
Tsimshian,4.197,all,11,0.5024375020273103,0.15149060680254717
Tsimshian,4.247,all,12,0.49420161395450263,0.1426637174252898
Tsimshian,4.289,all,13,0.489610782886487,0.1357935986705612
Tsimshian,4.332,all,14,0.4899142945618305,0.13093510279524412
Tsimshian,4.36,all,15,0.48850653899271257,0.12613184600214666
Tsimshian,4.382,all,16,0.48817447118250085,0.12204361779562521
Tsimshian,4.413,all,17,0.4946470212946558,0.11996952448205965
Tsimshian,4.44,all,18,0.49663532561291557,0.11705806883922723
Tsimshian,4.473,all,19,0.4995202903992194,0.11459781400517303
Tsimshian,4.496,all,20,0.5002341793942455,0.11185576297943575
Tsimshian,4.514,all,21,0.5000540511325291,0.10912074004210157
Tsimshian,4.548,all,22,0.4979396991041626,0.10616110055090457
Tsimshian,4.578,all,23,0.49412565219806204,0.10303232083864883
Tsimshian,4.616,all,24,0.48660125439704816,0.09932706512258312
Tsimshian,4.637,all,25,0.4811054587743341,0.09622109175486682
Tsimshian,4.663,all,26,0.4729214043101186,0.092747518037423
Tsimshian,4.68,all,27,0.46670956473787617,0.0898182976115953
Tsimshian,4.707,all,28,0.45536618051668964,0.08605611922260761
Tsimshian,4.726,all,29,0.44623214039681536,0.08286322821645632
Tsimshian,4.744,all,30,0.43664018900538076,0.07971922701052209
Tsimshian,4.767,all,31,0.42295376802895357,0.0759647392502027
Tsimshian,4.792,all,32,0.4060799193519681,0.07178546616936574
Tsimshian,4.813,all,33,0.3901066305296325,0.0679088478153739
Tsimshian,4.835,all,34,0.37136627864268035,0.06368879135685837
Tsimshian,4.874,all,35,0.3320154126456093,0.05612084772657616
Tsimshian,4.902,all,36,0.29746341705239066,0.04957723617539844
Tsimshian,4.93,all,37,0.25527468571161765,0.04196689981568331
Tsimshian,4.953,all,38,0.21174474216810163,0.03434953299147635
Tsimshian,4.965,all,39,0.18387171834952978,0.029443038796279165
Tsimshian,4.977,all,40,0.1499783100768024,0.023713652973283917
Tsimshian,5,all,41,0,0
Tutchone,2.38,all,1,0.8320410400288512,0.8320410400288512
Tutchone,3.035,all,2,0.7889216674660403,0.5578518608902355
Tutchone,3.405,all,3,0.7794758383571505,0.4500305851023101
Tutchone,3.71,all,4,0.7539684797579196,0.3769842398789598
Tutchone,3.911,all,5,0.7318569632206928,0.3272963839136065
Tutchone,4.09,all,6,0.7088035005573847,0.2893678173773541
Tutchone,4.253,all,7,0.6793029165640705,0.2567523688727699
Tutchone,4.393,all,8,0.6316248490599067,0.22331310696809475
Tutchone,4.515,all,9,0.591713718892105,0.19723790629736834
Tutchone,4.613,all,10,0.5472938246778695,0.17306950353269362
Tutchone,4.697,all,11,0.5034326612809745,0.15179065860718846
Tutchone,4.769,all,12,0.4425322980696831,0.12774807070781763
Tutchone,4.831,all,13,0.38805874502398424,0.1076281310058601
Tutchone,4.879,all,14,0.33833928751103304,0.09042497816796351
Tutchone,4.927,all,15,0.2602666685127751,0.06720056484819094
Tutchone,4.96,all,16,0.19605723255834873,0.04901430813958718
Tutchone,4.987,all,17,0.11333068359382575,0.027486728181223417
Tutchone,5,all,18,0,0
Tutchone,5,all,19,0,0
Wampanoag,2.131,all,1,1.1468017065535585,1.1468017065535585
Wampanoag,2.997,all,2,0.9601629616439664,0.6789377412226075
Wampanoag,3.358,all,3,0.8285665468280279,0.4783731188526806
Wampanoag,3.6,all,4,0.7632709758549597,0.38163548792747987
Wampanoag,3.801,all,5,0.676651207681518,0.3026076194866404
Wampanoag,3.945,all,6,0.6002793810679619,0.24506303112170122
Wampanoag,4.049,all,7,0.5664979434383852,0.21411609665250028
Wampanoag,4.139,all,8,0.5214891666669126,0.18437426303274776
Wampanoag,4.212,all,9,0.509230120196474,0.16974337339882464
Wampanoag,4.251,all,10,0.5022462058107072,0.15882419565395295
Wampanoag,4.294,all,11,0.4937689822252992,0.14887694974154383
Wampanoag,4.336,all,12,0.4953275172543409,0.14298873771191137
Wampanoag,4.368,all,13,0.4988234405326446,0.13834873017260094
Wampanoag,4.396,all,14,0.4974247997752338,0.13294236974596801
Wampanoag,4.441,all,15,0.4987662456178924,0.12878089086189967
Wampanoag,4.476,all,16,0.4996735671152454,0.12491839177881135
Wampanoag,4.517,all,17,0.49996095943679536,0.12125834379076787
Wampanoag,4.548,all,18,0.4979396991041626,0.11736551261951414
Wampanoag,4.568,all,19,0.49560228169533443,0.11369896116306002
Wampanoag,4.596,all,20,0.4909429956981004,0.10977819114583393
Wampanoag,4.633,all,21,0.48222768848702946,0.10523070879501893
Wampanoag,4.661,all,22,0.47360669685225454,0.10097328703971509
Wampanoag,4.685,all,23,0.4647483092933109,0.09690672139631089
Wampanoag,4.724,all,24,0.44724045436881493,0.09129257546117503
Wampanoag,4.751,all,25,0.43265018916693676,0.08653003783338735
Wampanoag,4.776,all,26,0.41713067256915787,0.08180605535185456
Wampanoag,4.804,all,27,0.39716714584887525,0.0764348528563745
Wampanoag,4.84,all,28,0.366789496216201,0.06931669932133817
Wampanoag,4.865,all,29,0.34189456253630574,0.0634882264110745
Wampanoag,4.89,all,30,0.31304631925323445,0.0571541768663201
Wampanoag,4.912,all,31,0.28343665312788385,0.050906725690491816
Wampanoag,4.939,all,32,0.239450070654273,0.04232919217880859
Wampanoag,4.958,all,33,0.20068950215762726,0.03493555811051572
Wampanoag,4.984,all,34,0.12553788177183714,0.02152956910565762
Wampanoag,5,all,35,0,0
Yupik,2.055,all,1,1.0014878820924284,1.0014878820924284
Yupik,2.681,all,2,0.8269963258219004,0.5847747100050252
Yupik,2.991,all,3,0.7972167550638625,0.46027330813860096
Yupik,3.226,all,4,0.7385590494127531,0.36927952470637654
Yupik,3.389,all,5,0.6900399663462654,0.3085952543883833
Yupik,3.507,all,6,0.6405945374114279,0.2615216247787046
Yupik,3.619,all,7,0.5780771342763639,0.21849261941545015
Yupik,3.723,all,8,0.49851732118304526,0.1762524891737417
Yupik,3.791,all,9,0.43990057116638587,0.14663352372212862
Yupik,3.838,all,10,0.38197107469270747,0.12078985963312562
Yupik,3.874,all,11,0.3379914765763158,0.10190826455834867
Yupik,3.913,all,12,0.28550396234117753,0.08241789475619182
Yupik,3.936,all,13,0.24487540497968344,0.06791621759648143
Yupik,3.954,all,14,0.20958990416508122,0.05601525807946561
Yupik,3.969,all,15,0.17340435135563662,0.04477281099735201
Yupik,3.973,all,16,0.162164414398774,0.0405411035996935
Yupik,3.979,all,17,0.14345584540052586,0.034793153129332094
Yupik,3.988,all,18,0.10893974420691407,0.025677343956478953
Yupik,3.992,all,19,0.08912880535463237,0.02044755028943944
Yupik,3.994,all,20,0.07726558075864033,0.017277109089731953
Yupik,3.998,all,21,0.04469897088298564,0.00975411512180518
Yupik,3.998,all,22,0.04469897088298564,0.009529852612611111
Yupik,3.999,all,23,0.03162277660168379,0.00659380473395787
Yupik,3.999,all,24,0.03162277660168379,0.006454972243679028
Yupik,4,all,25,0,0
Yupik,4,all,26,0,0
Yupik,4,all,27,0,0
Yupik,4,all,28,0,0
Yupik,4,all,29,0,0
Yupik,4,all,30,0,0
Yupik,4,all,31,0,0
Yupik,4,all,32,0,0
Yupik,4,all,33,0,0
Yupik,4,all,34,0,0
Yupik,4,all,35,0,0
Yupik,4,all,36,0,0
Yupik,4,all,37,0,0
Yupik,4,all,38,0,0
global,2.11,all,1,1.1710129253220356,1.1710129253220356
global,3.176,all,2,1.0918865399922357,0.7720803767148262
global,3.679,all,3,0.985357767478356,0.5688965723017175
global,4.027,all,4,0.8677695685053861,0.43388478425269306
global,4.224,all,5,0.7889527529874311,0.35283039734309923
global,4.371,all,6,0.6912574316684319,0.28220466474907796
global,4.472,all,7,0.6209682774519175,0.2347039477425616
global,4.555,all,8,0.5632870425389637,0.19915204376690823
global,4.626,all,9,0.5257379579223859,0.17524598597412863
global,4.674,all,10,0.48369200733313544,0.1529568429191574
global,4.723,all,11,0.44997052511633856,0.1356712180481896
global,4.761,all,12,0.4290257137550884,0.12384905566288582
global,4.788,all,13,0.40892936214366316,0.11341659871167387
global,4.82,all,14,0.38437969216355294,0.10272979389354654
global,4.852,all,15,0.3552776691859794,0.09173229973577908
global,4.872,all,16,0.3342569785774528,0.0835642446443632
global,4.895,all,17,0.3067068128833611,0.07438732856556761
global,4.919,all,18,0.27297163499805893,0.0643400313929022
global,4.939,all,19,0.239450070654273,0.0549336136845079
global,4.95,all,20,0.21805400144814482,0.04875835700038894
global,4.959,all,21,0.19838941090279583,0.04329211869236949
global,4.97,all,22,0.17067257872642908,0.03638751604673399
global,4.974,all,23,0.15921478998305827,0.03319857864253761
global,4.979,all,24,0.14345584540052586,0.029282801820906458
global,4.985,all,25,0.12161327966052798,0.024322655932105596
global,4.988,all,26,0.10893974420691407,0.021364841596802363
global,4.991,all,27,0.09448771310560929,0.018184168865545216
global,4.993,all,28,0.08341437500789632,0.015763835145626792
global,4.995,all,29,0.07056897321046962,0.01310432934512547
global,4.999,all,30,0.03162277660168379,0.005773502691896257
global,5,all,31,0,0
global,5,all,32,0,0
global,5,all,33,0,0
global,5,all,34,0,0
global,5,all,35,0,0
global,5,all,36,0,0
global,5,all,37,0,0
global,5,all,38,0,0
global,5,all,39,0,0
global,5,all,40,0,0
