fdis,replicate,grams_required
1.8151391695991403,10,363.515852623403
1.737408171103418,10,228.95955499420896
1.776222856037632,10,207.2658452615667
1.7388623829182754,10,493.3759707629054
1.8147641627231574,10,212.24384725932174
1.758273469508164,10,274.1424391170801
1.7056091511930098,10,306.9507287237671
1.745513949869245,10,309.8506691913758
1.8620900804613991,10,159.91755361680202
1.7154972786016696,10,290.4692349558697
1.6867614182835229,10,239.05864019903845
1.7418237258684162,10,265.88304279418907
1.786224063500374,10,158.9237491075589
1.8075242867696093,10,283.3227462069043
1.716105797632902,10,388.6095203233469
1.692788051000268,10,498.67251529493245
1.6737369337576293,10,273.7049384734107
1.6739914002786285,10,369.2546106840591
1.7440955768855262,10,396.49958948274826
1.7035319871401533,10,315.3438943421762
1.7736443271245599,10,251.74649128327778
1.7377229749105028,10,214.420352398658
1.8215923126815867,10,493.8271604938272
1.7568587443391865,10,372.5551071095933
1.7457097801397023,10,230.5445975715969
1.7272323915656873,10,364.00760061351843
1.7643532012453143,10,241.44869215291752
1.6471252145216724,10,337.9948455786049
1.8076094072439985,10,485.6931649199877
1.8451967657003023,10,441.05304793099805
1.7463910415612465,10,236.41438187489737
1.8379788439552016,10,319.0587658978818
1.7791086051894944,10,885.282183696053
1.6643715999367763,10,268.2299486529112
1.7225043215312028,10,188.00147715446337
1.7049812963961735,10,412.2160942928285
1.6756750042439648,10,654.1944494871933
1.76913326750774,10,537.3306182500506
1.8237455084584737,10,420.057757941717
1.6739348134424574,10,336.8247715907017
1.6630428312274343,10,299.04022003047123
1.7160949898576188,10,340.9763282551329
1.7353648860532935,10,208.61744582707158
1.711565710085131,10,618.8331557052979
1.669124947206224,10,168.0113202209126
1.7117932254510202,10,164.38752075946257
1.7779624461249621,10,190.71952725775597
1.7294110096958684,10,245.7744743969009
1.7187724699205067,10,381.7817370439964
1.7812833334694862,10,379.88617804286673
1.7304474051618999,10,544.5634416409512
1.7590305262999262,10,169.0351713895899
1.7748515320909237,10,351.97497066875246
1.7668898585697672,10,151.8065887673968
1.7539341276236757,10,396.9128996692392
1.7933201406437997,10,317.25382404162906
1.8139030606332789,10,214.83346975791486
1.7577196611669463,10,245.49750751836118
1.8405940593301284,10,231.20609454371967
1.722813135800071,10,189.53371652136977
1.7981987708730114,10,554.1203612202889
1.748729484810175,10,215.8611704301034
1.85169794548102,10,391.177342195504
1.7019661711814464,10,203.937327340144
1.7705557006263561,10,266.1648768680616
1.7809170289784124,10,213.13504301449996
1.621001633833854,10,256.0491614389963
1.8188459240266401,10,207.9974472200175
1.7027017355259435,10,354.23308537017357
1.7714909401669767,10,198.57065897879522
1.8290859172093619,10,264.30701567312633
1.6858489181397545,10,483.4276485212424
1.796351763958036,10,226.99117009077332
1.8207409159204087,10,254.55188262329855
1.8438939593546313,10,316.23473589099694
1.745727714997559,10,361.0449202659905
1.6742148813135027,10,198.5938342903258
1.6121638567093703,10,236.05009507573274
1.7477353660264843,10,228.6050734323947
