seanuts_id2,food_name_clean,species_name
375,Bogue_wild_fillet_raw,Boops boops
376,Bogue_seabream_wild_edible_flesh_raw,Boops boops
1049,Salema_wild_fillet_raw,Boops salpa
1050,Salema/Strepie_wild_edible_flesh_raw,Boops salpa
377,Wide-eyed_flounder_wild_fillet_raw,Bothus podas
1971,"Rani, Bou",Botia dario
380,Brazilian_menhaden_wild_fillet_raw,Brevoortia spp.
386,Blue_runner_wild_fillet_raw,Caranx crysos
389,Blacktip_shark_wild_fillet_along_dorsal_line_raw,Carcharhinus limbatus
392,Leafscale_gulper_shark_wild_dorsal_muscle_raw,Centrophorus squamosus
393,Black_dogfish_wild_dorsal_muscle_raw,Centroscyllium fabricii
394,Portuguese_dogfish_wild_dorsal_muscle_raw,Centroscymnus coelolepis
395,Bluespotted_seabass_white_muscle_flesh_raw,Cephalopholis taeniops
396,Blue_spotted_sea_bass_wild_dorsal_muscle_fillet_skin-on_raw,Cephalopholis taeniops
397,Blue_spotted_sea_bass_wild_dorsal_muscle_fillet_skin-on_raw,Cephalopholis taeniops
398,Blue_spotted_sea_bass_wild_dorsal_muscle_fillet_skin-on_raw,Cephalopholis taeniops
399,Blue_spotted_sea_bass_wild_dorsal_muscle_fillet_skin-on_raw,Cephalopholis taeniops
400,Blue_spotted_sea_bass_wild_dorsal_muscle_fillet_skin-on_raw,Cephalopholis taeniops
401,Blue_spotted_sea_bass_wild_dorsal_muscle_fillet_skin-on_raw,Cephalopholis taeniops
40,Venus_clam_wild_edible_meat_incl._intervalvar_fluid_raw,Chamelea gallina
41,Venus_clam_wild_edible_meat_incl._intervalvar_fluid_raw,Chamelea gallina
49,Venus_clam_wild_edible_meat_incl._intervalvar_fluid_raw,Chamelea gallina
56,Venus_clam_wild_edible_meat_incl._intervalvar_fluid_raw,Chamelea gallina
90,Venus_clam_wild_edible_meat_incl._intervalvar_fluid_raw,Chamelea gallina
80,Snakehead_murrel_wild_skin-on_raw,Channa striata
415,Snakehead_wild_boneless_skinless_fillet_raw,Channa striata
416,Snakehead_wild_boneless_skinless_fillet_raw,Channa striata
417,Snakehead_wild_boneless_skinless_fillet_raw,Channa striata
421,Tub_gurnard_wild_boneless_skinless_fillet_raw,Chelidonichthys lucerna
422,Tub_gurnard_wild_boneless_skinless_fillet_raw,Chelidonichthys lucerna
423,Tub_gurnard_wild_boneless_skinless_fillet_raw,Chelidonichthys lucerna
424,Thicklip_grey_mullet_wild_fillet_raw,Chelon labrosus
426,Crab_wild_male_hepatopancreas_raw,Chionoecetes angulatus
427,Crab_wild_male_muscle_flesh_raw,Chionoecetes angulatus
428,Crab_wild_male_hepatopancreas_raw,Chionoecetes japonicus
429,Crab_wild_male_muscle_flesh_raw,Chionoecetes japonicus
425,Queen_crab_wild_male_muscle_flesh_raw,Chionoecetes opilio
6,Small_apple_snail_wild_shelled_raw,Cipangopaludina chinensis
44,Walking_catfish_wild_skin-on_fillet_raw,Clarias batrachus
435,African_catfish_wild_skinless_boneless_dorsal_muscle_raw,Clarias gariepinus
436,African_catfish_wild_skinless_boneless_dorsal_muscle_raw,Clarias gariepinus
437,Catfish_B_wild_muscle_fillet_raw,Clarias gariepinus
438,North_African_catfish_wild_muscle_tissue_raw,Clarias gariepinus
446,Walking_catfish_wild_boneless_skinless_fillet_raw,Clarias macrocephalus
447,Walking_catfish_wild_boneless_skinless_fillet_raw,Clarias macrocephalus
448,Walking_catfish_wild_boneless_skinless_fillet_raw,Clarias macrocephalus
449,Herring_wild_skinless_fillet_frozen,Clupea harengus membras
457,Pacific_hering_wild_skinless_fillet_raw,Clupea harengus pallasi
1026,Sardine/Pilchard_wild_edible_flesh_raw,Clupea pilchardus
459,Common_kilka_wild_edible_flesh_raw,Clupeonella cultriventris caspia
270,Whitefish_wild_female_flesh_raw,Coregonus clupeaformis
280,Whitefish_wild_female_flesh_raw,Coregonus clupeaformis
281,Whitefish_wild_female_flesh_raw,Coregonus clupeaformis
471,Whitefishes_wild_2yr_fillets_raw,Coregonus forma hybrida
161,Whitefish_wild_skinless_fillets_raw,Coregonus lavaretus
164,Whitefish_wild_skinless_fillets_raw,Coregonus lavaretus
175,Whitefish_wild_skinless_fillets_raw,Coregonus lavaretus
469,Whitefish_wild_fillets_raw,Coregonus macrophthalmus
470,Whitefish_wild_fillets_raw,Coregonus macrophthalmus
481,Brown_shrimp_wild_deheaded_peeled_raw,Crangon crangon
483,Mangrove_oyster_wild_meat_removed_from_shell_raw,Crassostrea rhizophorae
484,Mangrove_oyster_wild_meat_removed_from_shell_raw,Crassostrea rhizophorae
485,Mangrove_oyster_wild_meat_removed_from_shell_raw,Crassostrea rhizophorae
486,Mangrove_oyster_wild_meat_removed_from_shell_raw,Crassostrea rhizophorae
489,Lumpsucker_wild_male_fillet_raw,Cyclopterus lumpus
490,Lumpsucker_wild_male_fillet_raw,Cyclopterus lumpus
491,Lumpsucker_wild_male_fillet_raw,Cyclopterus lumpus
507,Common_carp_wild_edible_flesh_raw,Cyprinus carpio
508,Common_carp_wild_muscle_tissue_raw,Cyprinus carpio
512,Atlantic_stingray_wild_male_fillet_center_of_pectoral_fin_raw,Dasyatis sabina
513,Atlantic_stingray_wild_male_fillet_center_of_pectoral_fin_raw,Dasyatis sabina
515,Round_scad_wild_fillet_frozen,Decapterus punctatus
516,Round_scad_wild_fillet_frozen,Decapterus punctatus
517,Common_dentex_wild_fillet_raw,Dentex dentex
48,Sea_bream_wild_skin-on_fillet_raw,Dentex sp.
520,Sea_bass_wild_fillet_raw,Dicentrarchus labrax
526,Annular_seabream_wild_fillet_raw,Diplodus annularis
527,Sharp-snout_sea_bream_wild_fillet_raw,Diplodus puntazzo
528,Sharpsnout_sea_bream_young_<1yr_wild_dorsal_white_muscle_raw,Diplodus puntazzo
529,Sharpsnout_seabream_wild_fillet_raw,Diplodus puntazzo
539,Common_two-banded_seabream_wild_fillet_raw,Diplodus vulgaris
540,Painted_eel_wild_fillet_raw,Echelus myrus
546,Anchovy_wild_edible_part_raw,Engraulis encrasicolus
550,Anchovy_wild_edible_flesh_raw,Engraulis encrasicolus
551,Anchovy_wild_skin-on_fillet_raw,Engraulis encrasicolus
552,Anchovy_wild_skin-on_fillet_raw,Engraulis encrasicolus
553,White_grouper_wild_dorsal_muscle_fillet_skin-on_raw,Epinephelus aeneus
554,White_grouper_wild_dorsal_muscle_fillet_skin-on_raw,Epinephelus aeneus
555,White_grouper_wild_dorsal_muscle_fillet_skin-on_raw,Epinephelus aeneus
556,White_grouper_wild_dorsal_muscle_fillet_skin-on_raw,Epinephelus aeneus
557,White_grouper_wild_dorsal_muscle_fillet_skin-on_raw,Epinephelus aeneus
558,White_grouper_wild_dorsal_muscle_fillet_skin-on_raw,Epinephelus aeneus
562,Chinese_mitten_crab_farmed_male_lake-stocked_muscle_raw,Eriocheir sinensis
563,Chinese_mitten_crab_farmed_female_lake-stocked_muscle_raw,Eriocheir sinensis
265,Pike_wild_female_flesh_raw,Esox lucius
271,Pike_wild_female_flesh_raw,Esox lucius
569,Northern_pike_wild_fillet_raw,Esox lucius
576,Round_herring_wild_boneless_skinless_fillet_raw,Etrumeus teres
577,Round_herring_wild_boneless_skinless_fillet_raw,Etrumeus teres
578,Round_herring_wild_fillet_frozen,Etrumeus teres
579,Round_herring_wild_boneless_skinless_fillet_raw,Etrumeus teres
580,Round_herring_wild_fillet_frozen,Etrumeus teres
777,Red_mullet_wild_edible_part_raw,Eualus barbatus
778,Red_mullet_wild_muscle_raw,Eualus barbatus
780,Red_mullet_wild_muscle_raw,Eualus barbatus
783,Red_mullet_wild_muscle_raw,Eualus barbatus
784,Red_mullet_wild_edible_flesh_raw,Eualus barbatus
584,Little_tuna_wild_red_muscle_flesh_raw,Euthynnus alletteratus
585,Little_tuna_wild_red_muscle_flesh_raw,Euthynnus alletteratus
586,Little_tuna_wild_white_muscle_flesh_cephalal_and_caudal_ventral_and_dorsal_raw,Euthynnus alletteratus
587,Little_tuna_wild_white_muscle_flesh_cephalal_and_caudal_ventral_and_dorsal_raw,Euthynnus alletteratus
588,Little_tuna_wild_white_muscle_flesh_cephalal_and_caudal_ventral_and_dorsal_raw,Euthynnus alletteratus
589,Little_tuna_wild_white_muscle_flesh_cephalal_and_caudal_ventral_and_dorsal_raw,Euthynnus alletteratus
590,Little_tuna_wild_red_muscle_flesh_raw,Euthynnus alletteratus
591,Little_tuna_wild_red_muscle_flesh_raw,Euthynnus alletteratus
635,Skipjack/Oceanic_bonito_wild_edible_flesh_raw,Euthynnus pelamis
600,Pacific_cod_wild_fillets_raw,Gadus macrocephalus
601,Cod_wild_skinless_fillet_frozen,Gadus morhua
602,Atlantic_cod_wild_fillet_raw,Gadus morhua
607,Atlantic_cod_wild_fillet_raw,Gadus morhua
608,Atlantic_cod_wild_fillet_raw,Gadus morhua
616,Blackbelly_rosefish_wild_fillet_raw,Helicolenus dactylopterus
618,Jurupoca_wild_skinless_fillet_raw,Hemisorubim platyrhynchos
26,Marine_snail_muscle_raw,Hexaplex trunculus
623,Atlantic_halibut_wild_ventral_white_fillet_skinless_boneless_visible_fat_removed_raw,Hippoglossus hippoglossus
628,Surf_smelt_marine_waters_wild_whole_fish_raw,Hypomesus pretiosus
636,Oceanic_puffer_wild_fillet_raw,Lagocephalus lagocephalus
651,Asian_seabass_wild_skinless_fillet_frozen,Lates calcarifer
652,Nile_perch_wild_skinless_boneless_dorsal_muscle_raw,Lates niloticus
653,Nile_perch_wild_skinless_boneless_dorsal_muscle_raw,Lates niloticus
654,Nile_perch_wild_skinless_boneless_dorsal_muscle_raw,Lates niloticus
655,Nile_perch_wild_muscle_fillet_raw,Lates niloticus
663,Sole_frozen_wild_skinless_fillet_frozen,Limanda aspera
668,Striped_seabream_wild_fillet_raw,Lithognathus mormyrus
669,Golden_grey_mullet_wild_edible_flesh_raw,Liza aurata
670,Golden_grey_mullet_wild_fillet_raw,Liza aurata
676,Keeled_mullet_wild_fillet_raw,Liza carinata
1999,Parse,Liza parsia
674,Thinlip_mullet_wild_fillet_raw,Liza ramada
675,Leaping_mullet_wild_fillet_raw,Liza saliens
680,Common_squid_edible_portion_gutted_raw,Loligo vulgaris
684,Common_squid_wild_edible_flesh_raw,Loligo vulgaris
685,Black-bellied_angler_wild_fillet_raw,Lophius budegassa
692,Freshwater_prawn_wild_flesh_raw,Macrobrachium nipponense
694,Kink_weakfish_wild_fillet_raw,Macrodon ancylodon
698,Roughhead_grenadier_wild_dorsal_muscle_raw,Macrourus berglax
709,Capelin_wild_whole_fish_raw,Mallotus villosus
715,Haddock_wild_fillet_raw,Melanogrammus aeglefinus
716,Haddock_wild_fillet_raw,Melanogrammus aeglefinus
717,Haddock_wild_fillet_raw,Melanogrammus aeglefinus
510,Southern_stingray_wild_fillet_center_of_pectoral_fin_raw,Menticirrhus americanus
511,Southern_stingray_wild_fillet_center_of_pectoral_fin_raw,Menticirrhus americanus
719,Southern_kingcroaker_wild_fillet_raw,Menticirrhus americanus
721,Whiting_wild_edible_flesh_raw,Merlangius merlangus
720,Whiting_wild_edible_part_raw,Merlangius merlangus euxinus
732,Hake_wild_skinless_muscle_tissue_raw,Merluccius merluccius
735,European_hake_wild_fillet_raw,Merluccius merluccius
738,Pacific_hake_wild_skinless_fillet_raw,Merluccius productus
745,White_croaker_wild_fillet_raw,Micropogonias furnieri
753,Dover_sole_wild_boneless_skinless_fillet_raw,Microstomus pacificus
30,Swamp_eel_wild_gutted_and_beheaded_raw,Monopterus albus
759,Mora/deep-sea_cod_wild_dorsal_muscle_raw,Mora moro
760,Striped_bass_wild_skinless_fillet_incl._belly_flaps_male_4y_raw,Morone saxatilis
761,Striped_bass_wild_skinless_fillet_incl._belly_flaps_male_4y_raw,Morone saxatilis
762,Striped_bass_wild_skinless_fillet_incl._belly_flaps_male_4-5y_raw,Morone saxatilis
763,Striped_bass_wild_skinless_fillet_incl._belly_flaps_male_4y_raw,Morone saxatilis
764,Striped_bass_wild_skinless_fillet_incl._belly_flaps_male_4y_raw,Morone saxatilis
765,Striped_bass_wild_skinless_fillet_incl._belly_flaps_male_4y_raw,Morone saxatilis
766,Striped_bass_wild_skinless_fillet_incl._belly_flaps_male_2y_raw,Morone saxatilis
767,Onychotheuthid_squid_wild_mantle_raw,Moroteuthis ingens
768,Onychotheuthid_squid_wild_mantle_raw,Moroteuthis ingens
772,Flathead_mullet_wild_fillet_raw,Mugil cephalus
773,Mullet_wild_fillet_raw,Mugil cephalus
774,Grey_mullet_wild_edible_flesh_raw,Mugil cephalus
788,Mottled_grouper_wild_fillet_raw,Mycteroperca rubra
792,Mediterranean_mussel_edible_flesh_raw,Mytilus galloprovincialis
795,Mediterranean_mussel_wild_edible_flesh_raw,Mytilus galloprovincialis
801,Norway_lobster_wild_edible_flesh_raw,Nephrops norvegicus
802,Lobster_wild_raw,Nephrops norvegicus
803,Lobster_wild_raw,Nephrops norvegicus
804,Langoustine_wild_edible_muscle_raw,Nephrops norvegicus
807,Lobster_wild_raw,Nephrops norvegicus
817,Common_octopus_wild_edible_flesh_raw,Octopus vulgaris
1968,Modhu Pabda,Ompok pabda
823,Pink_salmon_marine_waters_wild_skinless_fillet_raw,Oncorhynchus gorbuscha
830,Chinook_salmon_wild_boneless_skinless_fillet_raw,Oncorhynchus tshawytscha
855,Nile_tilapia_wild_skinless_boneless_dorsal_muscle_raw,Oreochromis niloticus
857,Nile_tilapia_wild_muscle_fillet_raw,Oreochromis niloticus
858,Nile_tilapia_wild_skinless_boneless_dorsal_muscle_raw,Oreochromis niloticus
859,Nile_tilapia_wild_skinless_boneless_dorsal_muscle_raw,Oreochromis niloticus
86,Blackspot_seabream_wild_tail_white_muscle_fillet_raw,Pagellus bogaraveo
93,Blackspot_seabream_wild_ventral_white_muscle_fillet_raw,Pagellus bogaraveo
158,Blackspot_seabream_wild_dorsal_white_muscle_fillet_raw,Pagellus bogaraveo
861,Pandora_wild_fillet_raw,Pagellus erythrinus
866,Bluespotted_seabream_wild_fillet_raw,Pagrus caeruleostictus
867,Red_porgy_wild_muscle_flesh_frozen,Pagrus pagrus
868,Red_porgy_wild_muscle_flesh_raw,Pagrus pagrus
872,Common_spinylobster_wild_fillet_raw,Palinurus elephas
873,Common_spinylobster_wild_fillet_raw,Palinurus elephas
874,Lobster_wild_edible_muscle_raw,Palinurus vulgaris
877,Pomfret_wild_boneless_muscle_fillet_back_raw,Pampus punctatissimus
878,Redspotted_shrimp_wild_flesh_large_size_raw,Panaeus brasiliensis
879,Redspotted_shrimp_wild_flesh_medium_size_raw,Panaeus brasiliensis
880,Redspotted_shrimp_wild_flesh_medium_size_raw,Panaeus brasiliensis
905,Southern_white_shrimp_wild_flesh_large_size_raw,Panaeus schimitti
906,Southern_white_shrimp_wild_flesh_medium_size_raw,Panaeus schimitti
881,Northern_pink_shrimp_wild_muscle_flesh_raw,Pandalus borealis
1989,Thai Pangas,Pangasianodon hypophthalmus
1990,Majhari Thai Pangas,Pangasianodon hypophthalmus (juvenile)
887,Red_king_crab_wild_male_muscle_flesh_raw,Paralithodes camtschaticus
888,Blue_king_crab_wild_male_muscle_flesh_raw,Paralithodes platypus
895,Pampano_wild_fillet_raw,Parona signata
1272,Ja�_wild_skinless_fillet_raw,Paulicea luetkeni
1130,Sand_sole_wild_fillet_raw,Pegusa lascaris
901,Caramote_prawn_wild_edible_flesh_raw,Penaeus kerathurus
902,Shrimp_wild_edible_muscle_raw,Penaeus kerathurus
66,European_perch_wild_skinless_fillet_raw,Perca fluviatilis
102,European_perch_wild_skinless_fillet_raw,Perca fluviatilis
147,European_perch_wild_skinless_fillet_raw,Perca fluviatilis
936,Forkbeard_wild_fillet_raw,Phycis phycis
938,Mandi-prateado_wild_skinless_fillet_raw,Pimelodus argenteus
939,Mandi-amarelo_wild_skinless_fillet_raw,Pimelodus maculatus
941,Flatwhiskered_catfish_wild_skinless_fillet_raw,Pinirampus pirinampu
947,European_plaice_wild_fillet_with_skin_raw,Pleuronectes platessa
950,Black_drum_wild_fillet_raw,Pogonias cromis
953,Pollock_saithe_wild_fillet_raw,Pollachius virens
32,Golden_apple_snail_wild_shelled_raw,Pomacea canaliculata
960,Blue_swimmer_crab_wild_meat_male_raw,Portunus pelagicus
961,Blue_swimmer_crab_wild_meat_female_raw,Portunus pelagicus
870,Freshwater_crab_wild_only_dorsal_and_ventral_carapace_peeled_raw,Potamon sp.
968,Marbled_lungfish_wild_skinless_boneless_dorsal_muscle_raw,Protopterus aethiopicus
969,Marbled_lungfish_wild_skinless_boneless_dorsal_muscle_raw,Protopterus aethiopicus
970,Marbled_lungfish_wild_skinless_boneless_dorsal_muscle_raw,Protopterus aethiopicus
971,Lungfish_wild_muscle_fillet_raw,Protopterus spp.
973,Turbot_wild_muscle_flesh_raw,Psetta maxima
982,Swamp_barb_wild_boneless_skinless_fillet_raw,Puntius brevis
1960,Jat Punti,Puntius sophore
1165,Palate_tellin_wild_tissue_raw,Quidnipagus palatum
1166,Palate_tellin_wild_tissue_raw,Quidnipagus palatum
1167,Palate_tellin_wild_tissue_raw,Quidnipagus palatum
501,Blackline_rasbora_wild_boneless_skinless_fillet_raw,Rasbora borapetensis
502,Blackline_rasbora_wild_boneless_skinless_fillet_raw,Rasbora borapetensis
989,silver_fish_wild_whole_raw,Rastrineobola argentea
994,Atlantic_sharpnose_shark_wild_fillet_along_dorsal_line_raw,Rhizoprionodon terraenovae
995,Kutum_wild_muscle_tissue_raw,Rutilus frisii
996,Caspian_kutum_wild_edible_flesh_raw,Rutilus frisii kutum
999,Baltic_salmon_wild_skinless_fillet_raw,Salmo salar
228,Brook_trout_wild_female_flesh_raw,Salvelinus fontinalis
283,Brook_trout_wild_female_flesh_raw,Salvelinus fontinalis
284,Lake_trout_wild_female_flesh_raw,Salvelinus namaycush
1002,Pike_perch_wild_skinless_fillet_raw,Sander lucioperca
1004,Zander_wild_fillet_raw,Sander lucioperca
1005,Zander_wild_fillet_raw,Sander lucioperca
1008,Pike_perch_wild_edible_flesh_raw,Sander lucioperca
1009,Zander_wild_muscle_tissue_raw,Sander lucioperca
1011,Oriental_bonito_wild_dorsal_white_muscle_fillet_raw,Sarda orientalis
1012,Oriental_bonito_wild_dorsal_white_muscle_fillet_raw,Sarda orientalis
1013,Oriental_bonito_wild_dorsal_white_muscle_fillet_raw,Sarda orientalis
1014,Bonito_wild_edible_part_raw,Sarda sarda
1018,Atlantic_bonito_wild_edible_flesh_raw,Sarda sarda
1027,Sardine_wild_skinless_fillet_raw,Sardina pilchardus
1029,Sardine_wild_skinless_fillet_raw,Sardina pilchardus
1031,Round_sardinella_wild_whole_fish_raw,Sardinella aurita
1038,Sardine_wild_fillet_raw,Sardinella aurita
1039,Round_sardinella_red_muscle_flesh_raw,Sardinella aurita
1040,Round_sardinella_white_muscle_flesh_raw,Sardinella aurita
1043,Madeiran_sardinella_red_muscle_flesh_raw,Sardinella maderensis
1044,Madeiran_sardinella_white_muscle_flesh_raw,Sardinella maderensis
36,Flat_sardine_wild_skin-on_fillet_raw,Sardinella sp.
1046,Sardine_wild_whole_fish_raw,Sardinops sagax
1051,Brushtooth_lizardfish_wild_fillet_raw,Saurida undosquamis
1052,Brown_meagre_wild_fillet_raw,Sciaena umbra
1053,Chub_mackerel_wild_skinless_fillet_raw,Scomber japonicus
1054,Chub_mackerel_wild_fillet_frozen,Scomber japonicus
1055,Chub_mackerel_wild_skinless_fillet_raw,Scomber japonicus
1056,Mackerel_wild_skinless_muscle_tissue_raw,Scomber japonicus
1057,Chub_mackerel_wild_fillet_frozen,Scomber japonicus
1058,Chub_mackerel_wild_skinless_fillet_raw,Scomber japonicus
1059,Chub_mackerel_wild_fillet_frozen,Scomber japonicus
1066,Chub_mackerel_wild_edible_flesh_raw,Scomber japonicus/colias
1065,Atlantic_mackerel_wild_edible_flesh_raw,Scomber scombrus
1070,Turbot_wild_fillet_raw,Scophthalmus maeoticus
1074,Black_scorpionfish_wild_fillet_raw,Scorpaena porcus
1075,Black_scorpionfish_wild_fillet_raw,Scorpaena porcus
1078,Red_scorpionfish_wild_fillet_raw,Scorpaena scrofa
1079,Red_scorpionfish_wild_fillet_raw,Scorpaena scrofa
1080,Red_scorpion_fish_wild_fillet_raw,Scorpaena scrofa
1084,Ocean_perch_wild_fillet_raw,Sebastes caurinus
1085,Ocean_perch_wild_fillet_raw,Sebastes caurinus
1086,Ocean_perch_wild_fillet_raw,Sebastes caurinus
1087,Ocean_perch_wild_fillet_raw,Sebastes caurinus
1089,Ocean_perch_wild_fillet_raw,Sebastes caurinus
1094,Canary_rock_Fish_wild_skinless_fillet_raw,Sebastes pinniger
1104,Common_cuttlefish_wild_fillet_raw,Sepia officinalis
1105,Common_cuttlefish_wild_fillet_raw,Sepia officinalis
1107,Cuttlefish_wild_mantle_raw,Sepia officinalis
1108,Cuttlefish_wild_mantle_raw,Sepia officinalis
1109,Cuttlefish_wild_mantle_raw,Sepia officinalis
1110,Cuttlefish_wild_mantle_raw,Sepia officinalis
1112,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba
1113,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba
1114,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba
1115,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba
1116,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba
1117,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba
