latin_name,calcium,zinc,iron,epa,dha,culture
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Abenaki
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Micmac
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Wampanoag
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Inuit-Inupiaq
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Yupik
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Bella Coola
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Central Salish
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Tsimshian
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Haida
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Tlingit
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Kwakiutl
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Nootkan
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Micmac
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Powhatan
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Wampanoag
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Aleut
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Inuit-Inupiaq
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Yupik
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Quileute
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Bella Coola
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Central Salish
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Nass-Gitksan
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Tsimshian
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Haida
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Tlingit
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Haisla
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Heiltsuk
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Kwakiutl
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Nootkan
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Abenaki
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Micmac
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Wampanoag
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Inuit-Inupiaq
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Yupik
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Bella Coola
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Central Salish
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Tsimshian
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Haida
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Tlingit
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Kwakiutl
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Nootkan
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Micmac
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Powhatan
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Wampanoag
Mya arenaria,53,1.7,40.5,0.2,0.2,Aleut
Mya arenaria,53,1.7,40.5,0.2,0.2,Inuit-Inupiaq
Mya arenaria,53,1.7,40.5,0.2,0.2,Chinook
Mya arenaria,53,1.7,40.5,0.2,0.2,Eyak
Mya arenaria,53,1.7,40.5,0.2,0.2,Bella Coola
Mya arenaria,53,1.7,40.5,0.2,0.2,Tsimshian
Mya arenaria,53,1.7,40.5,0.2,0.2,Haida
Mya arenaria,53,1.7,40.5,0.2,0.2,Tlingit
Mya arenaria,53,1.7,40.5,0.2,0.2,Haisla
Mya arenaria,53,1.7,40.5,0.2,0.2,Heiltsuk
Mya arenaria,53,1.7,40.5,0.2,0.2,Kwakiutl
Mya arenaria,53,1.7,40.5,0.2,0.2,Nootkan
Mya arenaria,53,1.7,40.5,0.2,0.2,Beothuk
Mya arenaria,53,1.7,40.5,0.2,0.2,Abenaki
Mya arenaria,53,1.7,40.5,0.2,0.2,Maliseet-Passamaquoddy
Mya arenaria,53,1.7,40.5,0.2,0.2,Micmac
Mya arenaria,53,1.7,40.5,0.2,0.2,Wampanoag
Mya arenaria,53,1.7,40.5,0.2,0.2,Huron
Mytilus edulis,65.33333333333333,1.77,10.86,0.12000000000000001,0.14,Aleut
Mytilus edulis,65.33333333333333,1.77,10.86,0.12000000000000001,0.14,Inuit-Inupiaq
Mytilus edulis,65.33333333333333,1.77,10.86,0.12000000000000001,0.14,Yupik
Mytilus edulis,65.33333333333333,1.77,10.86,0.12000000000000001,0.14,Bella Coola
Mytilus edulis,65.33333333333333,1.77,10.86,0.12000000000000001,0.14,Tsimshian
Mytilus edulis,65.33333333333333,1.77,10.86,0.12000000000000001,0.14,Haida
Mytilus edulis,65.33333333333333,1.77,10.86,0.12000000000000001,0.14,Tlingit
Mytilus edulis,65.33333333333333,1.77,10.86,0.12000000000000001,0.14,Heiltsuk
Mytilus edulis,65.33333333333333,1.77,10.86,0.12000000000000001,0.14,Kwakiutl
Mytilus edulis,65.33333333333333,1.77,10.86,0.12000000000000001,0.14,Nootkan
Mytilus edulis,65.33333333333333,1.77,10.86,0.12000000000000001,0.14,Beothuk
Mytilus edulis,65.33333333333333,1.77,10.86,0.12000000000000001,0.14,Micmac
Mytilus edulis,65.33333333333333,1.77,10.86,0.12000000000000001,0.14,Wampanoag
Nephropidae,39,1.51,1.57,0.1,0.1,Beothuk
Nephropidae,39,1.51,1.57,0.1,0.1,Abenaki
Nephropidae,39,1.51,1.57,0.1,0.1,Maliseet-Passamaquoddy
Nephropidae,39,1.51,1.57,0.1,0.1,Micmac
Nephropidae,39,1.51,1.57,0.1,0.1,Wampanoag
Octopoda,22,1.73,1.27,0.1,0.1,Quileute
Octopoda,22,1.73,1.27,0.1,0.1,Bella Coola
Octopoda,22,1.73,1.27,0.1,0.1,Tsimshian
Octopoda,22,1.73,1.27,0.1,0.1,Heiltsuk
Octopoda,22,1.73,1.27,0.1,0.1,Kwakiutl
Octopoda,22,1.73,1.27,0.1,0.1,Nootkan
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Aleut
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Inuit-Inupiaq
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Yupik
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Quileute
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Chinook
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Eyak
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Bella Coola
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Central Salish
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Interior Salish
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Tillamook
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Nass-Gitksan
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Tsimshian
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Coosan
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Haida
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Siuslaw
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Tlingit
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Haisla
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Heiltsuk
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Kwakiutl
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Nootkan
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Cree
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Montagnais-Naskapi
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Ojibwa-Algonquin
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Carrier
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Chilcotin
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Dogrib
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Gwich'in
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Han
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Ingalik
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Kolchan
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Koyukon
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Sekani
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Tahltan-Kaska-Tagish
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Tanaina
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Tanana
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Tutchone
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Beothuk
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Abenaki
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Maliseet-Passamaquoddy
Oncorhynchus gorbuscha,23.666666666666668,0.67,0.8433333333333334,0.28536866666666666,0.5378353333333333,Micmac
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Aleut
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Inuit-Inupiaq
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Yupik
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Quileute
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Chinook
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Eyak
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Bella Coola
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Central Salish
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Interior Salish
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Tillamook
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Nass-Gitksan
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Tsimshian
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Coosan
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Haida
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Siuslaw
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Tlingit
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Haisla
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Heiltsuk
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Kwakiutl
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Nootkan
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Cree
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Montagnais-Naskapi
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Ojibwa-Algonquin
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Carrier
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Chilcotin
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Dogrib
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Gwich'in
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Han
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Ingalik
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Kolchan
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Koyukon
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Sekani
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Tahltan-Kaska-Tagish
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Tanaina
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Tanana
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Tutchone
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Beothuk
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Abenaki
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Maliseet-Passamaquoddy
Oncorhynchus keta,31,0.8433333333333334,0.625,0.4,0.6,Micmac
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Aleut
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Inuit-Inupiaq
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Yupik
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Quileute
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Chinook
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Eyak
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Bella Coola
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Central Salish
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Interior Salish
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Tillamook
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Nass-Gitksan
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Tsimshian
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Coosan
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Haida
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Siuslaw
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Tlingit
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Haisla
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Heiltsuk
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Kwakiutl
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Nootkan
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Cree
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Montagnais-Naskapi
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Ojibwa-Algonquin
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Carrier
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Chilcotin
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Dogrib
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Gwich'in
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Han
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Ingalik
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Kolchan
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Koyukon
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Sekani
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Tahltan-Kaska-Tagish
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Tanaina
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Tanana
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Tutchone
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Beothuk
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Abenaki
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Maliseet-Passamaquoddy
Oncorhynchus kisutch,36.666666666666664,0.55,448.6666666666667,0.3733333333333333,0.5,Micmac
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Inuit-Inupiaq
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Yupik
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Quileute
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Chinook
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Eyak
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Bella Coola
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Central Salish
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Interior Salish
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Tillamook
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Nass-Gitksan
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Tsimshian
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Haida
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Tlingit
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Kwakiutl
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Nootkan
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Cree
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Montagnais-Naskapi
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Ojibwa-Algonquin
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Ahtna
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Carrier
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Chilcotin
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Chipewyan
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Dogrib
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Gwich'in
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Sekani
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Slavey-Hare
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Tahltan-Kaska-Tagish
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Tanaina
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Tutchone
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Metis
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Maliseet-Passamaquoddy
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Micmac
Oncorhynchus mykiss,46.23714285714286,3.012,679.759,0.05008666666666667,0.287464,Huron
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Aleut
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Inuit-Inupiaq
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Yupik
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Quileute
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Chinook
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Eyak
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Bella Coola
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Central Salish
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Interior Salish
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Tillamook
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Nass-Gitksan
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Tsimshian
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Coosan
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Haida
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Siuslaw
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Tlingit
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Haisla
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Heiltsuk
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Kwakiutl
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Nootkan
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Cree
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Montagnais-Naskapi
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Ojibwa-Algonquin
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Carrier
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Chilcotin
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Dogrib
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Gwich'in
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Han
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Ingalik
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Kolchan
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Koyukon
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Sekani
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Tahltan-Kaska-Tagish
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Tanaina
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Tanana
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Tutchone
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Beothuk
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Abenaki
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Maliseet-Passamaquoddy
Oncorhynchus nerka,77.73333333333333,0.84,0.9533333333333334,0.8666666666666666,1.1247619047619049,Micmac
Oncorhynchus tshawytscha,24.545454545454547,0.56,0.88,0.512,0.56,Aleut
Oncorhynchus tshawytscha,24.545454545454547,0.56,0.88,0.512,0.56,Inuit-Inupiaq
Oncorhynchus tshawytscha,24.545454545454547,0.56,0.88,0.512,0.56,Yupik
Oncorhynchus tshawytscha,24.545454545454547,0.56,0.88,0.512,0.56,Quileute
Oncorhynchus tshawytscha,24.545454545454547,0.56,0.88,0.512,0.56,Chinook
