fdis,targets,replicate
2.5594624629074674,5,276
2.6104555126788376,5,277
2.7398030832565,5,278
2.648305625176212,3,279
2.625484431957155,2,280
2.555936271106063,4,281
2.507708374650187,5,282
2.6883429118937974,3,283
2.6254002471628075,4,284
2.5960647901220906,2,285
2.7568512935369576,4,286
2.7029095232327256,4,287
2.6540740496912774,3,288
2.540522796632125,5,289
2.6740635187258786,4,290
2.639790821969793,4,291
2.4846440866703032,5,292
2.5526251925051535,5,293
2.512561484434555,4,294
2.6667339855986874,5,295
2.735981984003642,3,296
2.6165164997176005,2,297
2.6521765988557133,5,298
2.6746298603704197,5,299
2.66586793854112,5,300
2.735951467355214,4,301
2.4775259092809536,5,302
2.5868518416637323,5,303
2.6646918209117976,4,304
2.7833239457226284,4,305
2.744394085080228,5,306
2.62906665010852,4,307
2.682522343247405,5,308
2.597246705052404,2,309
2.5389851724392534,4,310
2.695188576942702,4,311
2.5760625211775143,3,312
2.6748180222995304,5,313
2.6044292007152885,5,314
2.6231368311712844,5,315
2.6551652194666806,4,316
2.668483310694731,5,317
2.7399669980449053,3,318
2.721813192283005,5,319
2.711466412366274,5,320
2.5897204748045164,2,321
2.631897189500678,4,322
2.685521712712124,5,323
2.554146264237266,4,324
2.681411835352985,3,325
2.7100896572457205,4,326
2.6693841471058293,3,327
2.6382463969113488,5,328
2.619810434583062,5,329
2.74502631401507,5,330
2.617374286841567,5,331
2.7753064619816383,3,332
2.6689532033938175,4,333
2.6480893411769104,4,334
2.5389849482560254,5,335
2.625235295988334,5,336
2.6505985728599,5,337
2.7528818111280557,5,338
2.6667890521953774,4,339
2.637743840628111,5,340
2.718042071251882,3,341
2.7156317818438085,3,342
2.787615158961723,4,343
2.63767034704152,5,344
2.7961812302322024,5,345
2.660315131228923,5,346
2.703288799430784,3,347
2.6936127036359947,3,348
2.612016737822661,5,349
2.6893221909936744,5,350
2.5903304215487215,5,351
2.588421664341178,5,352
2.6618115594703244,3,353
2.615287913640111,5,354
2.6557139154531546,5,355
2.716547863550599,4,356
2.6753595920983013,2,357
2.645629359008379,3,358
2.5769009575856447,5,359
2.769059015388879,4,360
2.6256094592269443,3,361
2.683626487310351,5,362
2.649508083737915,4,363
2.590613031869204,3,364
2.708765504740441,3,365
2.6547465860497392,4,366
2.739070011360312,5,367
2.650592408566168,5,368
2.5817326437727823,4,369
2.7111957580760984,2,370
2.5981650478439287,4,371
2.7644096927016095,4,372
2.560426421117794,5,373
2.525281574510426,5,374
2.674639183012664,4,375
2.5281504613716104,4,376
2.6781281646726223,4,377
2.558129424752347,3,378
2.4743203199192156,5,379
2.7578494318980304,5,380
2.650842933033533,5,381
2.6956513447651265,3,382
2.6339930368465887,3,383
2.6821413715059146,3,384
2.552102824509045,2,385
2.6725070537013003,4,386
2.728408958925246,4,387
2.6044785793601775,5,388
2.6925204731280292,3,389
2.587715205144374,2,390
2.6026870749011604,5,391
2.586257313078927,5,392
2.616341860565345,5,393
2.6665247575407234,4,394
2.6121427182286725,5,395
2.5628521434094216,5,396
2.7578154358990563,3,397
2.7435797720465063,3,398
2.702579452024228,4,399
2.6265306821065515,5,400
2.609221877224261,5,401
2.5687255378996268,5,402
2.7448583183677764,3,403
2.6101445710474316,4,404
2.6952499304156055,5,405
2.55643927140228,3,406
2.695248990544708,5,407
2.6958655576250323,5,408
2.6926254981069144,5,409
2.7094326843057113,4,410
2.7358019008892063,3,411
2.667984122381214,4,412
2.6749280880931803,2,413
2.690790215490868,4,414
2.584360698741607,4,415
2.6584407804977532,3,416
2.656283939340358,5,417
2.6623982195709215,3,418
2.595211902080498,5,419
2.7080734109941558,3,420
2.6524758349217583,5,421
2.6458780704515013,2,422
2.750309553463193,4,423
2.6896564514559422,4,424
2.657354893901423,3,425
2.567934658861196,4,426
2.7293645548985888,4,427
2.708347856488086,5,428
2.648576436329432,3,429
2.606328346881204,5,430
2.7153066829757253,4,431
2.6932823154226444,3,432
2.615862328643164,5,433
2.544345778410746,5,434
2.699759460990472,5,435
2.5816129678717368,5,436
2.7294351453393886,5,437
2.6628536754404593,3,438
2.6730144576905355,4,439
2.5750139276064687,4,440
2.718633714197869,4,441
2.5475438639650125,5,442
2.6207334392057904,5,443
2.6940199014066226,4,444
2.6381284665875335,5,445
2.6942523042093507,2,446
2.7204165863466416,5,447
2.779208593027901,3,448
2.6689961676315104,5,449
2.710015391212843,5,450
2.621789277197263,4,451
2.588986144495826,5,452
2.616429636798357,3,453
2.677819965397476,4,454
2.525677575367166,4,455
2.684977759024299,4,456
2.722568640643312,3,457
2.7308673977772644,4,458
2.579155347280195,5,459
2.733486235341549,5,460
2.6004146222597706,5,461
2.6897067303009794,5,462
2.761962757368459,5,463
2.6627785300132225,3,464
2.4743449236407944,5,465
2.6627727028964214,3,466
2.5518919354205614,4,467
2.645485917428808,3,468
2.7084119604053,4,469
2.698817348373619,5,470
2.6710245650865216,4,471
2.613685462641221,5,472
2.7787362822934574,4,473
2.6364481515023424,5,474
2.507148970098922,3,475
2.525093137691253,5,476
2.5809948632695887,5,477
2.594040068626858,3,478
2.6618031578325363,3,479
2.7149958606220252,4,480
2.6535087227910408,3,481
2.7090543233180697,4,482
2.5815208482686476,5,483
2.6088535007809983,4,484
2.4703000256999603,4,485
2.76568582672071,4,486
2.7413482059201693,3,487
2.5763468296252396,3,488
2.6671902281698836,4,489
2.6433617096714235,4,490
2.709243325440388,2,491
2.7252461908483125,5,492
2.72121333895401,4,493
2.682107314180005,5,494
2.646030447468084,4,495
2.750177112833375,2,496
2.6687295957612718,2,497
2.6718098085954898,5,498
2.730519832177943,3,499
2.690745214573401,4,500
2.664918702492578,5,501
2.6636086836676225,5,502
2.7343801609042897,4,503
2.779501102731803,3,504
2.701161838463095,4,505
2.6389455949136367,5,506
2.738471949901361,3,507
2.674372235747093,5,508
2.595511723238314,3,509
2.7421299244948356,2,510
2.553210263285691,5,511
2.74693739192315,5,512
2.681746709754363,4,513
2.5781426112002834,4,514
2.7046267750274096,3,515
2.7402276862218717,5,516
2.6803140075485534,3,517
2.6909798029627767,4,518
2.7431695290357583,4,519
2.709775475468582,3,520
2.62325013036596,5,521
2.751147077731394,2,522
2.5501923386025114,5,523
2.633821399412475,2,524
2.6961397515873573,5,525
2.59809851491334,4,526
2.6509034763411434,2,527
2.7606774293269694,4,528
2.7550962871111264,5,529
2.711595127169841,5,530
2.566032952504531,5,531
2.5861495969696717,5,532
2.5701142303577003,2,533
2.557913553264374,5,534
2.729417779273038,5,535
2.736082304942292,3,536
2.6621076130061363,4,537
2.535320238151629,5,538
2.7160165796440294,3,539
2.6663508366489053,5,540
2.6849087466054957,3,541
2.687855528126361,3,542
2.7123340793079764,3,543
2.6331142575056594,5,544
2.6473134224636397,4,545
2.7247255429095993,4,546
2.713832710790985,3,547
2.7250068222530452,3,548
2.6073273944392126,3,549
2.754783126764219,3,550
2.644588350239315,4,551
2.7317039659340816,4,552
2.6541170102293097,3,553
2.659186077567832,4,554
2.622640987908447,3,555
2.656795869342433,4,556
2.732133770972694,5,557
2.595627142041914,3,558
2.7119877669293055,3,559
2.772319284657745,3,560
2.625271192200361,4,561
2.726744420024595,5,562
2.6136745059250464,5,563
2.6368814706491888,4,564
2.5072884096544095,5,565
2.596195663044834,3,566
2.699152517599374,4,567
2.7317294792065154,5,568
2.6068625200214726,5,569
2.7590632382246185,3,570
2.691426460757859,4,571
2.6693051590190624,5,572
2.670428919073151,5,573
2.690466512669528,4,574
2.6514783014017858,5,575
2.676856418215087,4,576
2.7180183434621545,2,577
2.7176285025947915,5,578
2.5851538718745735,3,579
2.7215920892722627,5,580
2.6771616471570403,3,581
2.6364396879648466,5,582
2.705516711696254,5,583
2.6953348942451125,3,584
2.7357583937058605,4,585
2.7390596088310546,3,586
2.801539156668692,4,587
2.48159152900709,5,588
2.5980168939341826,5,589
2.584054132063133,5,590
2.701923535634159,5,591
2.713738459139464,4,592
2.666520202125887,3,593
2.6085377978833657,5,594
2.587677905900804,5,595
2.738046062560654,3,596
2.651827746562127,4,597
2.509311344169576,5,598
2.719024780045468,5,599
2.646529955559909,3,600
2.7104046019752746,5,601
2.5884462177869922,4,602
2.6554247732297624,5,603
2.612402647567389,5,604
2.6839880588147134,4,605
2.7287433195766533,4,606
2.6390936629011352,5,607
2.631913265013179,5,608
2.7674862685211674,2,609
2.604377228054092,5,610
2.6529060902652715,5,611
2.663297863918654,4,612
2.551761273784378,5,613
2.727400201104762,5,614
2.748566205438027,4,615
2.737690162213522,4,616
2.6297207074727065,5,617
2.6356690744446216,5,618
2.6055581919668542,4,619
2.6885132047141536,5,620
2.5741287892837468,5,621
2.7101805742409724,4,622
2.668360551589048,3,623
2.5911245534482776,4,624
2.6348840189887657,5,625
2.7797168181298693,4,626
2.763135147623907,3,627
2.580820126119533,5,628
2.484542281776375,5,629
2.6829239660027384,3,630
2.7080720840638657,4,631
2.6627562827030764,5,632
2.677081182668777,4,633
2.733819206163367,4,634
2.746268114692459,4,635
2.670000067668851,5,636
2.6364233634045666,4,637
2.7374322338363877,3,638
2.645616017144285,5,639
2.586920823775348,5,640
2.7265005964872238,2,641
2.620847168272083,4,642
2.638905742212,5,643
2.704996572153859,2,644
2.680198006799548,4,645
2.597722716178672,5,646
2.639546473741201,5,647
2.712148448500646,4,648
2.685304592275664,5,649
2.5483173558329097,4,650
2.73099622538869,5,651
2.6839733038778952,4,652
2.6295000361983396,5,653
2.6850233810352964,4,654
2.7361793953530755,5,655
2.609852927305478,5,656
2.668800763380006,5,657
2.658901207024125,4,658
2.742320192780283,4,659
2.7392179982724545,5,660
2.7064361919827187,5,661
2.738447772603521,4,662
2.674804818458328,4,663
2.500856714156991,5,664
2.781387446347229,5,665
2.592892973439996,5,666
2.759143665592789,3,667
2.75753686029444,5,668
2.74239868563075,3,669
2.681807410093877,4,670
2.5917297828673744,5,671
2.6703498207075453,4,672
2.6132640172471837,3,673
2.662314421587097,4,674
2.5685617088512993,5,675
2.65457236638601,4,676
2.71441790495862,4,677
2.6649826736373567,4,678
2.566512063951442,5,679
2.6258345122975952,4,680
2.5861276367076558,5,681
2.712014620294183,3,682
2.7868582191905396,4,683
2.7171655808028783,4,684
2.5601581204329853,5,685
2.687030714060346,3,686
2.575958149059475,4,687
2.571717652729359,2,688
2.6413384816191057,5,689
2.7031272709339302,5,690
2.7140577856751924,3,691
2.5971060794622147,4,692
2.67559702471811,4,693
2.7753361271701347,3,694
2.6870683943301397,5,695
2.754316946885769,3,696
2.7106942658816133,5,697
2.6144035315660745,3,698
2.737463127876723,5,699
2.695596867342502,2,700
2.6770557813430145,5,701
2.7043797370749147,5,702
2.6524427915452686,5,703
2.7250618934483595,5,704
2.6239895860587836,4,705
2.707311400414852,4,706
2.6394731244092684,5,707
2.6951021750114523,4,708
2.752299687707889,2,709
2.58905076884707,5,710
2.5816594989038104,5,711
2.5338993555498472,5,712
2.680545086163461,5,713
2.6647850392335277,5,714
2.685912635534332,4,715
2.6392144262571455,4,716
2.7019082849644698,3,717
2.635545263462924,5,718
2.6794056833684006,4,719
2.679954808339597,2,720
2.751194974255358,5,721
2.5727691702009707,5,722
2.72904969636612,2,723
2.742818276385444,3,724
2.7108604025173713,4,725
2.774150591746371,3,726
2.6752951072926106,4,727
2.7891454296805382,5,728
2.7131030958824196,4,729
2.5841012221493678,4,730
2.6505138413625318,3,731
2.6482477196478706,5,732
2.6223683527475736,5,733
2.5624900162181126,5,734
2.729716646377356,4,735
2.625055499209075,5,736
2.6743454029332807,4,737
2.654417331667676,5,738
2.621121031528128,4,739
2.6664951763569213,3,740
2.6351971634392792,5,741
2.6717394634381075,5,742
2.637781343374655,3,743
2.720985143968889,5,744
2.707649457156048,5,745
2.7088329356908303,5,746
2.604002720164586,5,747
2.59518049373244,3,748
2.6684529143059437,5,749
2.6894759598317117,5,750
2.5230956758894574,3,751
2.7562568710423974,3,752
2.7336228161862186,3,753
2.59831368072632,5,754
2.7372506942860944,3,755
2.716410360316835,5,756
2.543494058366019,5,757
2.7308046900502747,3,758
2.717877947586104,4,759
2.7476008707702015,4,760
2.6480663105797246,3,761
2.6115813197930517,3,762
2.6529411351705408,3,763
2.679022640243181,5,764
2.689810511920507,4,765
2.7121963113538516,2,766
2.584199435795838,5,767
2.617819536296382,3,768
2.607385335602134,5,769
2.664665386517868,5,770
2.7770192331799244,5,771
2.73060243097566,5,772
2.6318116396906586,2,773
2.6580557420790174,2,774
2.5950754675173746,5,775
2.6421821763860605,5,776
2.6782987039477204,5,777
2.72419138508027,5,778
2.6970621174804066,3,779
2.741476541674708,2,780
2.6285714437569565,4,781
2.66230424049913,4,782
2.716441253371301,5,783
2.715602740138733,2,784
2.6574633650293307,5,785
2.466910507194725,5,786
2.65238546307504,3,787
2.6315623453686827,4,788
2.7430509850437197,3,789
2.6996847161099686,4,790
2.5499913214159053,5,791
2.598373335848827,4,792
2.7449315456907746,5,793
2.739854387227702,4,794
2.6058684918580233,5,795
2.7357104436455635,4,796
2.7248612488246926,4,797
2.606225763738958,4,798
2.686556084977492,5,799
2.6120253766890804,5,800
2.696611546455057,4,801
2.759270553500404,4,802
2.5784475394923585,4,803
2.6156788296058866,4,804
2.7253385995181314,5,805
2.7292151563169473,3,806
2.6896476627251964,3,807
2.5767888040820726,5,808
2.6019707708950084,3,809
2.5926279067937252,4,810
2.7135800588654453,5,811
2.7194718536453997,5,812
2.4784273081591675,5,813
2.661623118695828,4,814
2.627209782184069,4,815
2.755917585057752,3,816
2.5163725074759533,5,817
2.7263466672729075,3,818
2.690660746264821,5,819
2.5859415651669027,3,820
2.7606574107427204,4,821
2.528657706533315,3,822
2.680609061412138,5,823
2.6484724289295754,4,824
2.7111206237314525,5,825
2.722494918217536,5,826
2.572742629112074,5,827
2.550736893237368,5,828
2.6585605537723427,4,829
2.7190119172373484,5,830
2.4580267802638223,5,831
2.6828282504551093,3,832
2.7214680542807708,5,833
2.6389174594524976,5,834
2.5910846164921075,5,835
2.6335590689782618,3,836
2.673681624149379,5,837
2.678383183829748,5,838
2.6324072646869574,3,839
2.7526607957245957,4,840
2.64551717930071,4,841
2.717878098471858,5,842
2.6799993721513915,5,843
2.7129481502853188,3,844
2.5517665418588,3,845
2.5845642567879916,5,846
2.518165060820113,3,847
2.6547866878054993,3,848
2.627030535227045,5,849
2.621900252539606,5,850
2.5230546763667556,5,851
2.6683327267799184,2,852
2.689059272740843,3,853
2.6882847585518315,5,854
2.7525971350963965,2,855
2.756062878224352,4,856
2.7229579411305656,4,857
2.7341770306625777,5,858
2.732863260387604,3,859
2.7728350324107636,5,860
2.68856340498462,5,861
2.648237298988855,5,862
2.648263251785087,4,863
2.665291869563645,5,864
2.6295745961275734,5,865
2.7085655150623458,4,866
2.6579880613041453,4,867
2.7129362637416654,5,868
2.7057643540045895,5,869
2.693798434092254,4,870
2.642214626155273,5,871
2.714286853563995,2,872
2.6298281950720677,4,873
2.7108486872364557,3,874
2.7719336354485824,4,875
2.703542920707945,2,876
2.5884425503619815,5,877
2.803843331141377,4,878
2.7490142841444776,5,879
2.6939116243397256,3,880
2.639147153584049,3,881
2.7792001060742018,4,882
2.579223182685989,4,883
2.6314710255002893,5,884
2.6826009079714437,4,885
2.7420811940948524,5,886
2.693385651395844,5,887
2.5660499751341592,5,888
2.5793070129064573,4,889
2.598439353640099,5,890
2.7231295778518816,5,891
2.6448647553652878,5,892
2.531628182846381,4,893
2.6243675389903705,5,894
2.5945075505338595,3,895
2.664955464310711,4,896
2.7227658680964035,4,897
2.4639182480784325,3,898
2.71900058944409,5,899
2.71474505776456,4,900
2.7106857362271453,5,901
2.6317598122259125,5,902
2.667685522671166,3,903
2.734756017106695,5,904
2.6491955719848304,4,905
2.617648271429709,5,906
2.66536062908626,5,907
2.7086095055595942,4,908
2.739821783992178,3,909
2.782237039342088,4,910
2.6410188524966722,4,911
2.5843110135915115,5,912
2.679954732888139,3,913
2.6530278359318338,4,914
2.63696299698889,5,915
2.7078869714866425,4,916
2.6875214565441143,4,917
2.6011507288192375,5,918
2.668495644341953,5,919
2.7079632075850237,4,920
2.509555578784441,5,921
2.755428402833057,4,922
2.624772083220374,4,923
2.754262542998574,4,924
2.6052347952162727,4,925
2.6168820891509794,4,926
2.664069991270292,4,927
2.6500730762505036,5,928
2.69593712256385,3,929
2.6588756782004834,5,930
2.6957410286598633,5,931
2.7264203710007604,5,932
2.6233089646932326,2,933
2.677476877084276,4,934
2.6505295480208653,5,935
2.6828691510262317,5,936
2.7558753876711988,5,937
2.723377944665324,5,938
2.6137882119818863,4,939
2.5977431724627804,3,940
2.612483619289068,5,941
2.551242328892689,2,942
2.7370951190805917,4,943
2.627563354970678,3,944
2.58906100054881,5,945
2.708492317481931,5,946
2.634674843789749,5,947
2.7351249518049854,3,948
2.7212137245573293,5,949
2.648776807458302,4,950
2.7579900093599683,5,951
2.734883747779161,5,952
2.6340716590950697,2,953
2.768332128871627,5,954
2.522441488532951,5,955
2.5736338190846473,5,956
2.6161138822365304,3,957
2.7225866835496264,4,958
2.6576156458679914,3,959
2.7018871123971984,4,960
2.7028120408084266,2,961
2.622800462911857,4,962
2.6003281717271474,5,963
2.576913529732104,5,964
2.697867605046557,5,965
2.560188076479563,5,966
2.45810789629093,5,967
2.6847597768316502,3,968
2.57730294863049,4,969
2.59983793370892,5,970
2.5131106206455605,5,971
2.6232167462408507,4,972
2.646435639288981,5,973
2.5573237606580466,4,974
2.739197281108392,4,975
2.499312723095789,4,976
2.678031316247222,5,977
2.724250137173321,3,978
2.7626094655769373,2,979
2.6747334724854284,4,980
2.5004607878735294,5,981
2.570493477864095,5,982
2.69440051249701,5,983
2.5457001661512293,5,984
2.694670896636565,4,985
2.5269151110529444,4,986
2.7401047851248688,4,987
2.5369041040443596,5,988
2.633933672511403,4,989
2.7241861170830424,3,990
2.700410550024297,4,991
2.7210826628233487,5,992
2.518628710144308,5,993
2.760041151152119,4,994
2.6461248719283117,5,995
2.641127350478708,4,996
2.706758334729418,2,997
2.6156196852438702,5,998
2.6271995859180053,5,999
2.5589126561161635,3,1000
2.716509582675644,5,1001
2.587212329819107,5,1002
2.5770428917106845,5,1003
2.639317661420407,5,1004
2.656845866660271,4,1005
2.65181941791085,4,1006
2.64758052297874,4,1007
2.626136779383641,5,1008
2.6882894600387437,5,1009
2.7359863750777227,5,1010
2.666337616086488,4,1011
2.75610267002449,5,1012
2.7065079017515044,4,1013
2.712248982389628,2,1014
2.5697219321093345,5,1015
2.746796693037629,3,1016
2.6534578479096216,4,1017
2.699875558113587,5,1018
2.6731832973081424,2,1019
2.759382592213246,4,1020
2.7070615214549316,2,1021
2.7389462518801078,4,1022
2.7462016576732116,5,1023
2.6807259987814276,2,1024
2.707014858976147,3,1025
2.573804167623333,5,1026
2.7283347980835737,3,1027
2.695673748129736,4,1028
2.6780949996469277,4,1029
2.6769176099133123,4,1030
2.681603658492883,3,1031
2.5691061952938843,4,1032
2.576414994261694,5,1033
2.7564543146006235,3,1034
2.7303284734492914,2,1035
2.656170865188997,2,1036
2.6225315182163893,5,1037
2.519080657993027,5,1038
2.648280730426683,5,1039
2.6706526911794755,3,1040
2.6328430297962653,3,1041
2.667708221057148,5,1042
2.6459779943976005,4,1043
2.61342029548759,3,1044
2.5899804318035615,5,1045
2.640593104794816,4,1046
2.6551889446908596,3,1047
2.650156320158964,5,1048
2.6770028284490466,5,1049
2.6557379072724956,2,1050
2.625224886705345,5,1051
2.584071900076851,5,1052
2.653998006662481,5,1053
2.706404533114002,5,1054
2.6648709517924436,4,1055
2.6988137655283344,3,1056
2.5272920075295864,4,1057
2.5807958207493606,5,1058
2.6931771957740773,2,1059
2.7399478424967247,3,1060
2.7337013811343853,3,1061
2.679594346723419,5,1062
2.6406912870430572,5,1063
2.6511718703215514,3,1064
2.692984783861019,3,1065
2.6203904058473624,5,1066
2.650807831917682,5,1067
2.6460346012717064,5,1068
2.7042271842422054,4,1069
2.6957902437166283,5,1070
2.7083484185361133,5,1071
2.679149259505559,3,1072
2.5834434098215477,5,1073
2.695832845685058,4,1074
2.6546382339443677,3,1075
2.582623471112993,3,1076
2.6135321956115716,5,1077
2.6753079226066125,5,1078
2.7043022802572,3,1079
2.5924884275863755,3,1080
2.7265661567656605,4,1081
2.6785378126382566,5,1082
2.59736836697152,4,1083
2.7090914016027448,3,1084
2.559957815591967,5,1085
2.6925390704607457,2,1086
2.6800189532637106,3,1087
2.619192860036464,4,1088
2.648226591515697,4,1089
2.677053215666604,4,1090
2.661858558843872,5,1091
2.541833054252787,5,1092
2.7507378206605506,3,1093
2.6919691197899125,2,1094
2.6530669917748253,5,1095
2.741281353560842,5,1096
2.5388799406453684,5,1097
2.727461768441549,4,1098
2.6635812414687816,2,1099
2.5918528596856296,5,1100
2.6044457568208452,5,1101
2.6221548728341846,4,1102
2.575603123002319,5,1103
2.5953245003153365,4,1104
2.518849904440949,5,1105
