latin_name,calcium,zinc,iron,epa,dha,culture,common_name
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Nootkan,Pacific Cod
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Cree,Pacific Cod
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Montagnais-Naskapi,Pacific Cod
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Abenaki,Pacific Cod
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Micmac,Pacific Cod
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Wampanoag,Pacific Cod
Gadus morhua,10.828571428571427,0.7565555555555555,0.8944444444444445,0.6191999054545455,0.5726349563636364,Inuit-Inupiaq,Atlantic Cod
Gadus morhua,10.828571428571427,0.7565555555555555,0.8944444444444445,0.6191999054545455,0.5726349563636364,Yupik,Atlantic Cod
Gadus morhua,10.828571428571427,0.7565555555555555,0.8944444444444445,0.6191999054545455,0.5726349563636364,Bella Coola,Atlantic Cod
Gadus morhua,10.828571428571427,0.7565555555555555,0.8944444444444445,0.6191999054545455,0.5726349563636364,Central Salish,Atlantic Cod
Gadus morhua,10.828571428571427,0.7565555555555555,0.8944444444444445,0.6191999054545455,0.5726349563636364,Tsimshian,Atlantic Cod
Gadus morhua,10.828571428571427,0.7565555555555555,0.8944444444444445,0.6191999054545455,0.5726349563636364,Haida,Atlantic Cod
Gadus morhua,10.828571428571427,0.7565555555555555,0.8944444444444445,0.6191999054545455,0.5726349563636364,Tlingit,Atlantic Cod
Gadus morhua,10.828571428571427,0.7565555555555555,0.8944444444444445,0.6191999054545455,0.5726349563636364,Kwakiutl,Atlantic Cod
Gadus morhua,10.828571428571427,0.7565555555555555,0.8944444444444445,0.6191999054545455,0.5726349563636364,Nootkan,Atlantic Cod
Gadus morhua,10.828571428571427,0.7565555555555555,0.8944444444444445,0.6191999054545455,0.5726349563636364,Cree,Atlantic Cod
Gadus morhua,10.828571428571427,0.7565555555555555,0.8944444444444445,0.6191999054545455,0.5726349563636364,Montagnais-Naskapi,Atlantic Cod
Gadus morhua,10.828571428571427,0.7565555555555555,0.8944444444444445,0.6191999054545455,0.5726349563636364,Abenaki,Atlantic Cod
Gadus morhua,10.828571428571427,0.7565555555555555,0.8944444444444445,0.6191999054545455,0.5726349563636364,Micmac,Atlantic Cod
Gadus morhua,10.828571428571427,0.7565555555555555,0.8944444444444445,0.6191999054545455,0.5726349563636364,Wampanoag,Atlantic Cod
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Aleut,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Inuit-Inupiaq,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Yupik,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Quileute,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Bella Coola,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Central Salish,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Nass-Gitksan,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Tsimshian,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Haida,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Tlingit,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Haisla,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Heiltsuk,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Kwakiutl,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Nootkan,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Abenaki,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Micmac,Atlantic Halibut
Hippoglossus hippoglossus,15,0.5,0.5,0.10433333333333335,0.15866666666666665,Wampanoag,Atlantic Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Aleut,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Inuit-Inupiaq,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Yupik,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Quileute,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Bella Coola,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Central Salish,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Nass-Gitksan,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Tsimshian,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Haida,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Tlingit,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Haisla,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Heiltsuk,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Kwakiutl,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Nootkan,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Abenaki,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Micmac,Pacific Halibut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Wampanoag,Pacific Halibut
Lepisosteidae,29,0.5,0.4,0.14,0.72,Powhatan,Gar
Lota lota,34.727111111111114,0.9857405882352941,0.5711111111111111,0.51125,0.3967058823529412,Inuit-Inupiaq,Burbot
Lota lota,34.727111111111114,0.9857405882352941,0.5711111111111111,0.51125,0.3967058823529412,Interior Salish,Burbot
Lota lota,34.727111111111114,0.9857405882352941,0.5711111111111111,0.51125,0.3967058823529412,Tlingit,Burbot
Lota lota,34.727111111111114,0.9857405882352941,0.5711111111111111,0.51125,0.3967058823529412,Cree,Burbot
Lota lota,34.727111111111114,0.9857405882352941,0.5711111111111111,0.51125,0.3967058823529412,Chipewyan,Burbot
Lota lota,34.727111111111114,0.9857405882352941,0.5711111111111111,0.51125,0.3967058823529412,Dogrib,Burbot
Lota lota,34.727111111111114,0.9857405882352941,0.5711111111111111,0.51125,0.3967058823529412,Gwich'in,Burbot
Lota lota,34.727111111111114,0.9857405882352941,0.5711111111111111,0.51125,0.3967058823529412,Han,Burbot
Lota lota,34.727111111111114,0.9857405882352941,0.5711111111111111,0.51125,0.3967058823529412,Ingalik,Burbot
Lota lota,34.727111111111114,0.9857405882352941,0.5711111111111111,0.51125,0.3967058823529412,Slavey-Hare,Burbot
Lota lota,34.727111111111114,0.9857405882352941,0.5711111111111111,0.51125,0.3967058823529412,Tahltan-Kaska-Tagish,Burbot
Lota lota,34.727111111111114,0.9857405882352941,0.5711111111111111,0.51125,0.3967058823529412,Tutchone,Burbot
Lota lota,34.727111111111114,0.9857405882352941,0.5711111111111111,0.51125,0.3967058823529412,Metis,Burbot
Melanogrammus aeglefinus,13.68,0.3916,0.32180000000000003,0.061471325,0.13925465,Inuit-Inupiaq,Haddock
Melanogrammus aeglefinus,13.68,0.3916,0.32180000000000003,0.061471325,0.13925465,Yupik,Haddock
Melanogrammus aeglefinus,13.68,0.3916,0.32180000000000003,0.061471325,0.13925465,Bella Coola,Haddock
Melanogrammus aeglefinus,13.68,0.3916,0.32180000000000003,0.061471325,0.13925465,Central Salish,Haddock
Melanogrammus aeglefinus,13.68,0.3916,0.32180000000000003,0.061471325,0.13925465,Tsimshian,Haddock
Melanogrammus aeglefinus,13.68,0.3916,0.32180000000000003,0.061471325,0.13925465,Haida,Haddock
Melanogrammus aeglefinus,13.68,0.3916,0.32180000000000003,0.061471325,0.13925465,Tlingit,Haddock
Melanogrammus aeglefinus,13.68,0.3916,0.32180000000000003,0.061471325,0.13925465,Kwakiutl,Haddock
Melanogrammus aeglefinus,13.68,0.3916,0.32180000000000003,0.061471325,0.13925465,Nootkan,Haddock
Melanogrammus aeglefinus,13.68,0.3916,0.32180000000000003,0.061471325,0.13925465,Cree,Haddock
Melanogrammus aeglefinus,13.68,0.3916,0.32180000000000003,0.061471325,0.13925465,Montagnais-Naskapi,Haddock
Melanogrammus aeglefinus,13.68,0.3916,0.32180000000000003,0.061471325,0.13925465,Abenaki,Haddock
Melanogrammus aeglefinus,13.68,0.3916,0.32180000000000003,0.061471325,0.13925465,Micmac,Haddock
Melanogrammus aeglefinus,13.68,0.3916,0.32180000000000003,0.061471325,0.13925465,Wampanoag,Haddock
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Inuit-Inupiaq,Pacific Hake
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Yupik,Pacific Hake
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Bella Coola,Pacific Hake
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Central Salish,Pacific Hake
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Tsimshian,Pacific Hake
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Haida,Pacific Hake
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Tlingit,Pacific Hake
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Kwakiutl,Pacific Hake
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Nootkan,Pacific Hake
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Cree,Pacific Hake
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Montagnais-Naskapi,Pacific Hake
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Abenaki,Pacific Hake
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Micmac,Pacific Hake
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Wampanoag,Pacific Hake
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Inuit-Inupiaq,Atlantic Croaker
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Yupik,Atlantic Croaker
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Bella Coola,Atlantic Croaker
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Central Salish,Atlantic Croaker
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Tsimshian,Atlantic Croaker
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Haida,Atlantic Croaker
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Tlingit,Atlantic Croaker
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Kwakiutl,Atlantic Croaker
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Nootkan,Atlantic Croaker
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Micmac,Atlantic Croaker
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Powhatan,Atlantic Croaker
Micropogonias undulatus,66.5,0.371,0.976,0.1,0.1,Wampanoag,Atlantic Croaker
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Aleut,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Inuit-Inupiaq,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Yupik,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Quileute,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Bella Coola,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Central Salish,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Nass-Gitksan,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Tsimshian,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Haida,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Tlingit,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Haisla,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Heiltsuk,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Kwakiutl,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Nootkan,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Abenaki,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Micmac,Dover Sole
Microstomus pacificus,26.355555555555554,0.3887666666666667,0.21333333333333335,0.08,0.09,Wampanoag,Dover Sole
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Inuit-Inupiaq,Flathead Gray Mullet
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Yupik,Flathead Gray Mullet
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Bella Coola,Flathead Gray Mullet
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Central Salish,Flathead Gray Mullet
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Tsimshian,Flathead Gray Mullet
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Haida,Flathead Gray Mullet
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Tlingit,Flathead Gray Mullet
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Kwakiutl,Flathead Gray Mullet
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Nootkan,Flathead Gray Mullet
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Micmac,Flathead Gray Mullet
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Powhatan,Flathead Gray Mullet
Mugil cephalus,58.62,1.5993333333333335,1.1,0.2330064888888889,0.20539184444444444,Wampanoag,Flathead Gray Mullet
Mya arenaria,53,1.7,40.5,0.2,0.2,Aleut,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Inuit-Inupiaq,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Chinook,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Eyak,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Bella Coola,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Tsimshian,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Haida,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Tlingit,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Haisla,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Heiltsuk,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Kwakiutl,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Nootkan,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Beothuk,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Abenaki,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Maliseet-Passamaquoddy,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Micmac,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Wampanoag,Softshell Clam
Mya arenaria,53,1.7,40.5,0.2,0.2,Huron,Softshell Clam
Mytilus edulis,51.857142857142854,1.8277777777777777,9.438888888888888,0.12722222222222224,0.13522222222222222,Aleut,Blue Mussel
Mytilus edulis,51.857142857142854,1.8277777777777777,9.438888888888888,0.12722222222222224,0.13522222222222222,Inuit-Inupiaq,Blue Mussel
Mytilus edulis,51.857142857142854,1.8277777777777777,9.438888888888888,0.12722222222222224,0.13522222222222222,Yupik,Blue Mussel
Mytilus edulis,51.857142857142854,1.8277777777777777,9.438888888888888,0.12722222222222224,0.13522222222222222,Bella Coola,Blue Mussel
Mytilus edulis,51.857142857142854,1.8277777777777777,9.438888888888888,0.12722222222222224,0.13522222222222222,Tsimshian,Blue Mussel
Mytilus edulis,51.857142857142854,1.8277777777777777,9.438888888888888,0.12722222222222224,0.13522222222222222,Haida,Blue Mussel
Mytilus edulis,51.857142857142854,1.8277777777777777,9.438888888888888,0.12722222222222224,0.13522222222222222,Tlingit,Blue Mussel
Mytilus edulis,51.857142857142854,1.8277777777777777,9.438888888888888,0.12722222222222224,0.13522222222222222,Heiltsuk,Blue Mussel
Mytilus edulis,51.857142857142854,1.8277777777777777,9.438888888888888,0.12722222222222224,0.13522222222222222,Kwakiutl,Blue Mussel
Mytilus edulis,51.857142857142854,1.8277777777777777,9.438888888888888,0.12722222222222224,0.13522222222222222,Nootkan,Blue Mussel
Mytilus edulis,51.857142857142854,1.8277777777777777,9.438888888888888,0.12722222222222224,0.13522222222222222,Beothuk,Blue Mussel
Mytilus edulis,51.857142857142854,1.8277777777777777,9.438888888888888,0.12722222222222224,0.13522222222222222,Micmac,Blue Mussel
Mytilus edulis,51.857142857142854,1.8277777777777777,9.438888888888888,0.12722222222222224,0.13522222222222222,Wampanoag,Blue Mussel
Nephropidae,34,2.54,0.935,0.161,0.10200000000000001,Beothuk,Lobsters
Nephropidae,34,2.54,0.935,0.161,0.10200000000000001,Abenaki,Lobsters
Nephropidae,34,2.54,0.935,0.161,0.10200000000000001,Maliseet-Passamaquoddy,Lobsters
Nephropidae,34,2.54,0.935,0.161,0.10200000000000001,Micmac,Lobsters
Nephropidae,34,2.54,0.935,0.161,0.10200000000000001,Wampanoag,Lobsters
Octopoda,20.666666666666668,1.675,1.79,0.1,0.1,Quileute,Octopus
Octopoda,20.666666666666668,1.675,1.79,0.1,0.1,Bella Coola,Octopus
Octopoda,20.666666666666668,1.675,1.79,0.1,0.1,Tsimshian,Octopus
Octopoda,20.666666666666668,1.675,1.79,0.1,0.1,Heiltsuk,Octopus
Octopoda,20.666666666666668,1.675,1.79,0.1,0.1,Kwakiutl,Octopus
Octopoda,20.666666666666668,1.675,1.79,0.1,0.1,Nootkan,Octopus
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Aleut,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Inuit-Inupiaq,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Yupik,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Quileute,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Chinook,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Eyak,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Bella Coola,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Central Salish,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Interior Salish,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Tillamook,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Nass-Gitksan,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Tsimshian,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Coosan,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Haida,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Siuslaw,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Tlingit,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Haisla,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Heiltsuk,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Kwakiutl,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Nootkan,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Cree,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Montagnais-Naskapi,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Ojibwa-Algonquin,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Carrier,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Chilcotin,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Dogrib,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Gwich'in,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Han,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Ingalik,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Kolchan,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Koyukon,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Sekani,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Tahltan-Kaska-Tagish,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Tanaina,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Tanana,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Tutchone,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Beothuk,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Abenaki,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Maliseet-Passamaquoddy,Pink Salmon
Oncorhynchus gorbuscha,23.666666666666668,0.63,0.8571428571428572,0.3006318,0.5412518,Micmac,Pink Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Aleut,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Inuit-Inupiaq,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Yupik,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Quileute,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Chinook,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Eyak,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Bella Coola,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Central Salish,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Interior Salish,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Tillamook,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Nass-Gitksan,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Tsimshian,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Coosan,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Haida,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Siuslaw,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Tlingit,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Haisla,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Heiltsuk,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Kwakiutl,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Nootkan,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Cree,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Montagnais-Naskapi,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Ojibwa-Algonquin,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Carrier,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Chilcotin,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Dogrib,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Gwich'in,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Han,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Ingalik,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Kolchan,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Koyukon,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Sekani,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Tahltan-Kaska-Tagish,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Tanaina,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Tanana,Chum Salmon
Oncorhynchus keta,31,0.716,0.625,0.3165,0.497,Tutchone,Chum Salmon
