"species_name","seanuts_id2","subgroup","nutrient","concentration","dri_per"
"Sardinella fimbriata",138,"finfish","zinc",1.6,14.5455
"Scardinius erythrophthalmus",106,"finfish","zinc",0.6,5.45455
"Scardinius erythrophthalmus",123,"finfish","zinc",0.6,5.45455
"Scoliodon laticaudus",200,"finfish","zinc",1.5,13.6364
"Scomberomorus guttatus",165,"finfish","zinc",1.5,13.6364
"Sebastes caurinus",224,"finfish","zinc",0.31,2.81818
"Sebastes mentella Travin, 1951_",233,"finfish","zinc",0.26,2.36364
"Silurus glanis",176,"finfish","zinc",0.4,3.63636
"Silurus glanis",182,"finfish","zinc",0.4,3.63636
"Silurus glanis",1127,"finfish","zinc",1.31,11.9091
"Solea solea",71,"finfish","zinc",1.4496,13.1782
"Solea solea",81,"finfish","zinc",1.4187,12.8973
"Solea solea",99,"finfish","zinc",1.1391,10.3555
"Solea solea",151,"finfish","zinc",3.5635,32.3955
"Tachysurus fulvidraco",276,"finfish","zinc",1.7,15.4545
"Tenualosa ilisha",163,"finfish","zinc",2.3,20.9091
"Thryssa purava",154,"finfish","zinc",3.2,29.0909
"Thymallus arcticus",169,"finfish","zinc",0.7,6.36364
"Tinca tinca",92,"finfish","zinc",1.1,10
"Tinca tinca",114,"finfish","zinc",1.1,10
"Trachurus trachurus",27,"finfish","zinc",3.5827,32.57
"Trachurus trachurus",33,"finfish","zinc",3.2392,29.4473
"Trachurus trachurus",34,"finfish","zinc",3.345,30.4091
"Trachurus trachurus",42,"finfish","zinc",2.9114,26.4673
"Trachurus trachurus",45,"finfish","zinc",1.9569,17.79
"Trachurus trachurus",50,"finfish","zinc",2.924,26.5818
"Trachurus trachurus",51,"finfish","zinc",1.3222,12.02
"Trachurus trachurus",54,"finfish","zinc",1.3961,12.6918
"Trachurus trachurus",55,"finfish","zinc",1.5969,14.5173
"Trachurus trachurus",57,"finfish","zinc",2.3044,20.9491
"Trachurus trachurus",58,"finfish","zinc",1.6665,15.15
"Trachurus trachurus",64,"finfish","zinc",0.7914,7.19455
"Ucides cordatus",170,"crustacean","zinc",5.9043,53.6755
"Velesunio ambiguus",59,"mollusc","zinc",3.9,35.4545
"Carcinus maenus",1737,"crustacean","zinc",4.296,39.0545
"Litopenaeus vannamei",1680,"crustacean","zinc",1.47,13.3636
"Penaeus monodon",1679,"crustacean","zinc",1.73,15.7273
"Boreogadus saida",155,"finfish","zinc",0.37,3.36364
"Abramis brama",193,"finfish","zinc",0.373252,3.3932
"Abramis brama",231,"finfish","zinc",0.36618,3.32891
"Abramis brama",237,"finfish","zinc",0.39294,3.57218
"Abramis brama",240,"finfish","zinc",0.372708,3.38825
"Alosa sapidissima",214,"finfish","zinc",0.3792,3.44727
"Amblypharyngodon mola",22,"finfish","zinc",3.2,29.0909
"Barbodes gonionotus",28,"finfish","zinc",1.37992,12.5448
"Barbonymus altus",16,"finfish","zinc",1.6398,14.9073
"Boreogadus saida",1834,"finfish","zinc",0.37,3.36364
"Brama japonica",260,"finfish","zinc",0.3635,3.30455
"Callinectes sapidus",1749,"crustacean","zinc",6.99,63.5455
"Callinectes sapidus",1750,"crustacean","zinc",4.7,42.7273
"Channa marulius",3,"finfish","zinc",1.32159,12.0145
"Channa micropeltes",10,"finfish","zinc",1.4406,13.0963
"Channa punctata",43,"finfish","zinc",1.5,13.6364
"Coregonus albula",219,"finfish","zinc",0.643461,5.84965
"Coregonus albula",229,"finfish","zinc",0.626962,5.69965
"Coregonus autumnalis",1803,"finfish","zinc",1.1,10
"Coregonus autumnalis",1819,"finfish","zinc",0.4,3.63636
"Coregonus clupeaformis",1796,"finfish","zinc",0.6,5.45455
"Coregonus clupeaformis",1797,"finfish","zinc",0.4,3.63636
"Coregonus clupeaformis",1799,"finfish","zinc",0.4,3.63636
"Coregonus clupeaformis",1801,"finfish","zinc",0.55,5
"Coregonus clupeaformis",1820,"finfish","zinc",0.4,3.63636
"Coregonus clupeaformis",1830,"finfish","zinc",0.6,5.45455
"Coregonus clupeaformis",1832,"finfish","zinc",0.45,4.09091
"Coregonus spp",1817,"finfish","zinc",0.8,7.27273
"Corica soborna",35,"finfish","zinc",3.1,28.1818
"Crassostrea virginica",1740,"mollusc","zinc",82.46,749.636
"Cyclocheilichthys apogon",8,"finfish","zinc",2.02878,18.4435
"Dangila sp.",13,"finfish","zinc",2.00925,18.2659
"Dermogenys pusilla",12,"finfish","zinc",2.5828,23.48
"Dermogenys pusilla juv.",7,"finfish","zinc",3.1698,28.8164
"Esomus danricus",21,"finfish","zinc",4,36.3636
"Esomus longimanus",25,"finfish","zinc",4.22443,38.4039
"Esox lucius",236,"finfish","zinc",0.62663,5.69664
"Esox lucius",248,"finfish","zinc",0.613815,5.58014
"Esox lucius",249,"finfish","zinc",1.15562,10.5056
"Esox lucius",1800,"finfish","zinc",1.1,10
"Esox lucius",1802,"finfish","zinc",1,9.09091
"Esox lucius",1822,"finfish","zinc",0.03,0.272727
"Esox lucius",1829,"finfish","zinc",0.4,3.63636
"Euryglossa panoides",11,"finfish","zinc",1.67698,15.2452
"Gadus macrocephalus",221,"finfish","zinc",0.3731,3.39182
"Gadus macrocephalus",241,"finfish","zinc",0.3627,3.29727
"Gadus macrocephalus",246,"finfish","zinc",0.416,3.78182
"Haliotis cracherodii",168,"mollusc","zinc",0.82,7.45455
"Helostoma temminkii",5,"finfish","zinc",1.82922,16.6293
"Hexaplex trunculus",1692,"mollusc","zinc",112.8,1025.45
"Homarus americanus",144,"crustacean","zinc",2.9,26.3636
"Homarus americanus",172,"crustacean","zinc",3.1,28.1818
"Homarus americanus",207,"crustacean","zinc",1.7,15.4545
"Homarus gammarus",149,"crustacean","zinc",2.6,23.6364
"Homarus gammarus",150,"crustacean","zinc",3.5,31.8182
"Homarus gammarus",166,"crustacean","zinc",4.1,37.2727
"Homarus gammarus",208,"crustacean","zinc",3,27.2727
"Loligo vulgaris",220,"mollusc","zinc",1.26,11.4545
"Lota lota",238,"finfish","zinc",0.82253,7.47755
"Lota lota",1821,"finfish","zinc",0.6,5.45455
"Lota lota",1827,"finfish","zinc",0.7,6.36364
"Macrognathus aculeatus",53,"finfish","zinc",1.2,10.9091
"Maja brachydactyla",116,"crustacean","zinc",0.9,8.18182
"Maja brachydactyla",1691,"crustacean","zinc",0.9,8.18182
"Mercenaria mercenaria",1738,"mollusc","zinc",2.5,22.7273
"Merluccius productus",250,"finfish","zinc",0.3052,2.77455
"Merluccius productus",258,"finfish","zinc",0.3969,3.60818
"Metacarcinus magister",52,"crustacean","zinc",0.6,5.45455
"Microstomus pacificus",196,"finfish","zinc",0.5056,4.59636
"Microstomus pacificus",235,"finfish","zinc",0.3179,2.89
"Microstomus pacificus",239,"finfish","zinc",0.3428,3.11636
"Mya spp",1811,"mollusc","zinc",3.9,35.4545
"Myoxocephalus spp",1812,"finfish","zinc",0.9,8.18182
"Mytilus edulis",177,"mollusc","zinc",1.6,14.5455
"Mytilus edulis",1810,"mollusc","zinc",1,9.09091
"Mytilus galloprovincialis",1778,"mollusc","zinc",2.07,18.8182
"Mytilus galloprovincialis",1779,"mollusc","zinc",3.08,28
"Mytilus galloprovincialis",1780,"mollusc","zinc",1.77,16.0909
"Mytilus galloprovincialis",1781,"mollusc","zinc",5.28,48
"Mytilus galloprovincialis",1782,"mollusc","zinc",2.59,23.5455
"Mytilus galloprovincialis",1783,"mollusc","zinc",2.39,21.7273
"Mytilus galloprovincialis",1784,"mollusc","zinc",3.5,31.8182
"Mytilus galloprovincialis",1785,"mollusc","zinc",2.33,21.1818
"Mytilus galloprovincialis",1786,"mollusc","zinc",2.44,22.1818
"Mytilus galloprovincialis",1787,"mollusc","zinc",3.2,29.0909
"Nephrops norvegicus",62,"crustacean","zinc",1.81,16.4545
"Nephrops norvegicus",65,"crustacean","zinc",1.67,15.1818
"Octopus vulgaris",189,"mollusc","zinc",1.77,16.0909
"Oncorhynchus gorbuscha",173,"finfish","zinc",0.67,6.09091
"Oncorhynchus keta",152,"finfish","zinc",0.58,5.27273
"Oncorhynchus kisutch",91,"finfish","zinc",0.7,6.36364
"Oncorhynchus kisutch",266,"finfish","zinc",0.4,3.63636
"Oncorhynchus mykiss",153,"finfish","zinc",0.66,6
"Oncorhynchus nerka",136,"finfish","zinc",0.9,8.18182
"Oncorhynchus tshawytscha",178,"finfish","zinc",0.44,4
"Oncorhyncus spp",1826,"finfish","zinc",0.5,4.54545
"Osteochilus hasselti",9,"finfish","zinc",1.8122,16.4745
"Ostrea edulis",1770,"mollusc","zinc",51,463.636
"Ostrea edulis",1771,"mollusc","zinc",98.5,895.455
"Ostrea edulis",1772,"mollusc","zinc",40.2,365.455
"Ostrea edulis",1773,"mollusc","zinc",92.8,843.636
"Ostrea edulis",1774,"mollusc","zinc",61.2,556.364
"Ostrea edulis",1775,"mollusc","zinc",45.7,415.455
"Ostrea edulis",1776,"mollusc","zinc",101.9,926.364
"Ostrea edulis",1777,"mollusc","zinc",54,490.909
"Parachela siamensis",24,"finfish","zinc",2.92571,26.5974
"Parambassis ranga",14,"finfish","zinc",2.3,20.9091
"Parambassis wolffii",4,"finfish","zinc",1.80902,16.4457
"Perca fluviatilis",203,"finfish","zinc",0.472605,4.29641
"Perca fluviatilis",209,"finfish","zinc",0.44161,4.01464
"Perca fluviatilis",243,"finfish","zinc",0.40198,3.65436
"Perca fluviatilis",251,"finfish","zinc",0.421452,3.83138
"Perca fluviatilis",261,"finfish","zinc",0.408639,3.7149
"Placopectens magellanicus",1741,"mollusc","zinc",1.2187,11.0791
"Platichthys stellatus",204,"finfish","zinc",0.45,4.09091
"Pleurogrammus monopterygius",217,"finfish","zinc",0.5067,4.60636
"Portunus pelagicus",1751,"crustacean","zinc",4.68,42.5455
"Portunus pelagicus",1752,"crustacean","zinc",3.72,33.8182
"Puntioplites proctozystron",17,"finfish","zinc",1.66837,15.167
"Puntius sophore",23,"finfish","zinc",3.1,28.1818
"Rasbora tornieri",19,"finfish","zinc",3.05524,27.7749
"Rutilus rutilus",186,"finfish","zinc",1.22148,11.1044
"Rutilus rutilus",199,"finfish","zinc",0.483252,4.3932
"Rutilus rutilus",201,"finfish","zinc",0.393507,3.57734
"Rutilus rutilus",223,"finfish","zinc",0.35989,3.27173
"Rutilus rutilus",227,"finfish","zinc",1.10224,10.0204
"Salvelinus namaycush",1794,"finfish","zinc",0.5,4.54545
"Salvelinus namaycush",1795,"finfish","zinc",0.8,7.27273
"Salvelinus namaycush",1798,"finfish","zinc",0.4,3.63636
"Salvelinus namaycush",1804,"finfish","zinc",0.8,7.27273
"Salvelinus namaycush",1816,"finfish","zinc",0.4,3.63636
"Salvelinus namaycush",1833,"finfish","zinc",0.4,3.63636
"Salvelinus naresi",1809,"finfish","zinc",0.6,5.45455
"Salvelinus naresi",1828,"finfish","zinc",0.4,3.63636
"Saxidomus gigantea",148,"mollusc","zinc",1.37,12.4545
"Sebastes ruberrimus",167,"finfish","zinc",0.36,3.27273
"Sepia officinalis",1662,"mollusc","zinc",1.77,16.0909
"Stenodus leucichthys",1818,"finfish","zinc",0.3,2.72727
"Theragra chalcogramma",215,"finfish","zinc",0.4179,3.79909
"Theragra chalcogramma",225,"finfish","zinc",0.3086,2.80545
"Theragra chalcogramma",256,"finfish","zinc",0.4396,3.99636
"Thymallus arcticus",1831,"finfish","zinc",0.7,6.36364
"Acanthina monodon",1723,"mollusc","zinc",3.54,32.1818
"Aulacomya ater",1724,"mollusc","zinc",2.25,20.4545
"Barbus grypus",1581,"finfish","zinc",4.9,44.5455
"Brachidontes pharaonis",371,"mollusc","zinc",0.01579,0.143545
"Chamelea gallina",1735,"mollusc","zinc",1.0241,9.31
"Channa marulius",1583,"finfish","zinc",1.5,13.6364
"Channa micropeltes",1582,"finfish","zinc",1.4,12.7273
"Donax trunculus",1736,"mollusc","zinc",1.75985,15.9986
"Eriocheir sinensis",1704,"crustacean","zinc",8.47,77
"Eriocheir sinensis",1705,"crustacean","zinc",7.83,71.1818
"Eriocheir sinensis",1706,"crustacean","zinc",5.2,47.2727
"Eriocheir sinensis",1707,"crustacean","zinc",4.73,43
"Eriocheir sinensis",1708,"crustacean","zinc",5.6,50.9091
"Fissurella picta",1725,"mollusc","zinc",1.51,13.7273
"Homarus americanus",1742,"crustacean","zinc",2.9,26.3636
"Homarus americanus",1743,"crustacean","zinc",3.1,28.1818
"Homarus americanus",1744,"crustacean","zinc",1.7,15.4545
"Homarus gammarus",1745,"crustacean","zinc",2.6,23.6364
"Homarus gammarus",1746,"crustacean","zinc",4.1,37.2727
"Homarus gammarus",1747,"crustacean","zinc",3,27.2727
"Homarus gammarus",1748,"crustacean","zinc",3.5,31.8182
"Meretrix lusoria",1732,"mollusc","zinc",2.126,19.3273
"Meretrix lusoria",1733,"mollusc","zinc",0.911,8.28182
"Meretrix lusoria",1734,"mollusc","zinc",2.025,18.4091
"Mytilus chilensis",1712,"mollusc","zinc",1.37,12.4545
"Mytilus chilensis",1713,"mollusc","zinc",1.55,14.0909
"Mytilus chilensis",1714,"mollusc","zinc",1.28,11.6364
"Mytilus chilensis",1715,"mollusc","zinc",1.86,16.9091
"Mytilus chilensis",1722,"mollusc","zinc",0.998,9.07273
"Mytilus chilensis",1726,"mollusc","zinc",0.785,7.13636
"Mytilus chilensis",1727,"mollusc","zinc",1.15,10.4545
"Mytilus chilensis",1728,"mollusc","zinc",1.02,9.27273
"Nacella deaurata",1721,"mollusc","zinc",0.85,7.72727
"Nacella deaurata",1729,"mollusc","zinc",0.793,7.20909
"Nacella deaurata",1730,"mollusc","zinc",0.862,7.83636
"Nacella deaurata",1731,"mollusc","zinc",0.967,8.79091
"Parambassis ranga",1580,"finfish","zinc",1.6,14.5455
"Perna viridis",930,"mollusc","zinc",1.86,16.9091
"Perna viridis",931,"mollusc","zinc",1.99,18.0909
"Perna viridis",932,"mollusc","zinc",2.19,19.9091
"Perna viridis",933,"mollusc","zinc",1.34,12.1818
"Perunytitus purpuratus",1716,"mollusc","zinc",2.42,22
"Perunytitus purpuratus",1717,"mollusc","zinc",1.84,16.7273
"Perunytitus purpuratus",1718,"mollusc","zinc",1.52,13.8182
"Perunytitus purpuratus",1719,"mollusc","zinc",2.1,19.0909
"Perunytitus purpuratus",1720,"mollusc","zinc",1.43,13
"Pimelodus maculatus",1579,"finfish","zinc",2.2,20
"Pinctada radiata",940,"mollusc","zinc",0.02979,0.270818
"Pinctada radiata",1760,"mollusc","zinc",87.1666,792.423
"Pinctada radiata",1761,"mollusc","zinc",47.3574,430.522
"Pinctada radiata",1762,"mollusc","zinc",58.6645,533.313
"Pinctada radiata",1763,"mollusc","zinc",23.5061,213.692
"Pinctada radiata",1764,"mollusc","zinc",54.584,496.219
"Pinctada radiata",1765,"mollusc","zinc",33.7494,306.813
"Portunus trituberculatus",1699,"crustacean","zinc",8,72.7273
"Portunus trituberculatus",1700,"crustacean","zinc",7.8,70.9091
"Portunus trituberculatus",1701,"crustacean","zinc",8.33,75.7273
"Portunus trituberculatus",1702,"crustacean","zinc",7.57,68.8182
"Portunus trituberculatus",1703,"crustacean","zinc",5.76,52.3636
"Rasbora tawarensis",1578,"finfish","zinc",2.7,24.5455
"Rutilus frissi kutum",997,"finfish","zinc",0.0633,0.575455
"Scylla paramamosain",1694,"crustacean","zinc",7.25,65.9091
"Scylla paramamosain",1695,"crustacean","zinc",8.13,73.9091
"Scylla paramamosain",1696,"crustacean","zinc",6.73,61.1818
"Scylla paramamosain",1697,"crustacean","zinc",5.8,52.7273
"Scylla paramamosain",1698,"crustacean","zinc",6.09,55.3636
"Stolephorus commersonii",1862,"finfish","zinc",21,190.909
"Lobatus galeatus",1664,"mollusc","iron",5.3,29.4444
"Lobatus galeatus",1665,"mollusc","iron",2.3,12.7778
"Lobatus galeatus",1666,"mollusc","iron",1.5,8.33333
"Patagonotothen ramsayi",264,"finfish","iron",0.3265,1.81389
"Portunus pelagicus",60,"crustacean","iron",0.35,1.94444
"Portunus pelagicus",61,"crustacean","iron",0.4,2.22222
"Sander lucioperca",68,"finfish","iron",0.31,1.72222
"Sander lucioperca",73,"finfish","iron",0.17,0.944444
"Strombus gracilior",1155,"mollusc","iron",0.01,0.0555556
"Strombus gracilior",1156,"mollusc","iron",0.01,0.0555556
"Strombus gracilior",1157,"mollusc","iron",0.01,0.0555556
"Strombus gracilior",1158,"mollusc","iron",0.01,0.0555556
"Anabas testudineus",1964,"finfish","iron",0.87,4.83333
"Aphanopus carbo",218,"finfish","iron",0.1,0.555556
"Botia dario",1971,"finfish","iron",2.5,13.8889
"Centropomus undecimalis",76,"finfish","iron",1.46,8.11111
"Chamelea gallina",40,"mollusc","iron",6.44,35.7778
"Chamelea gallina",41,"mollusc","iron",8.2,45.5556
"Chamelea gallina",49,"mollusc","iron",6.31,35.0556
"Chamelea gallina",56,"mollusc","iron",6.73,37.3889
"Chamelea gallina",90,"mollusc","iron",10.7,59.4444
"Channa striata",80,"finfish","iron",0.3,1.66667
"Cipangopaludina chinensis",6,"mollusc","iron",4.3,23.8889
"Clarias batrachus",44,"finfish","iron",0.6,3.33333
"Colossoma macropomum",211,"finfish","iron",1.4,7.77778
"Coregonus clupeaformis",270,"finfish","iron",0.23,1.27778
"Coregonus clupeaformis",280,"finfish","iron",0.2,1.11111
"Coregonus clupeaformis",281,"finfish","iron",0.3,1.66667
"Coregonus lavaretus",161,"finfish","iron",0.31,1.72222
"Coregonus lavaretus",164,"finfish","iron",0.39,2.16667
"Coregonus lavaretus",175,"finfish","iron",0.39,2.16667
"Cynoscion acoupa",69,"finfish","iron",1.6,8.88889
"Dentex sp.",48,"finfish","iron",0.71,3.94444
"Dicentrarchus labrax",520,"finfish","iron",1.55,8.61111
"Epinephelus striatus",87,"finfish","iron",0.9,5
"Esox lucius",265,"finfish","iron",0.1,0.555556
"Esox lucius",271,"finfish","iron",0.1,0.555556
"Eugerres plumieri",247,"finfish","iron",1.2,6.66667
"Hexaplex trunculus",26,"mollusc","iron",8.1,45
"Hypostomus watwata",198,"finfish","iron",0.9,5
"Liza parsia",1999,"finfish","iron",1.3,7.22222
"Lutjanus buccanella",206,"finfish","iron",1.26,7
"Maja brachydactyla",72,"crustacean","iron",1.07,5.94444
"Maja brachydactyla",183,"crustacean","iron",2.97,16.5
"Merluccius albidus",185,"finfish","iron",1.3,7.22222
"Monopterus albus",30,"finfish","iron",1.1,6.11111
"Mugil curema",74,"finfish","iron",1.5,8.33333
"Ompok pabda",1968,"finfish","iron",0.46,2.55556
"Oncorhynchus mykiss",78,"finfish","iron",1.45,8.05556
"Oreochromis niloticus",156,"finfish","iron",1.76,9.77778
"Pagellus bogaraveo",86,"finfish","iron",0.19,1.05556
"Pagellus bogaraveo",93,"finfish","iron",0.14,0.777778
"Pagellus bogaraveo",158,"finfish","iron",0.15,0.833333
"Pagrus pagrus",867,"finfish","iron",1.42,7.88889
"Pangasianodon hypophthalmus",1989,"finfish","iron",0.69,3.83333
"Pangasianodon hypophthalmus (juvenile)",1990,"finfish","iron",2.7,15
"Perca fluviatilis",66,"finfish","iron",0.16,0.888889
"Perca fluviatilis",102,"finfish","iron",0.2,1.11111
"Perca fluviatilis",147,"finfish","iron",0.24,1.33333
"Pomacea canaliculata",32,"mollusc","iron",48,266.667
"Potamon sp.",870,"crustacean","iron",10,55.5556
"Prochilodus reticulatus",255,"finfish","iron",1.2,6.66667
"Psetta maxima",973,"finfish","iron",0.08,0.444444
"Salvelinus fontinalis",228,"finfish","iron",0.33,1.83333
"Salvelinus fontinalis",283,"finfish","iron",0.18,1
"Salvelinus namaycush",284,"finfish","iron",0.2,1.11111
"Sardinella sp.",36,"finfish","iron",1.83,10.1667
"Tenualosa ilisha",1978,"finfish","iron",1.9,10.5556
"Tenualosa ilisha (juvenile)",1979,"finfish","iron",2.5,13.8889
"Tilapia pra",29,"finfish","iron",0.83,4.61111
"Ailia coila",1962,"finfish","iron",0.82,4.55556
"Amblypharyngodon mola",1970,"finfish","iron",19,105.556
"Barbonymus gonionotus",1991,"finfish","iron",1.6,8.88889
"Calappa granulata",2016,"crustacean","iron",15.63,86.8333
"Catla catla",1983,"finfish","iron",0.83,4.61111
"Channa marulius",1977,"finfish","iron",0.43,2.38889
"Channa striatus",1980,"finfish","iron",0.41,2.27778
"Chela cachius",1952,"finfish","iron",0.84,4.66667
"Chlamys glabra",2026,"mollusc","iron",15.7107,87.2817
"Clarias batrachus",1966,"finfish","iron",1.2,6.66667
"Colisa fasciata",1949,"finfish","iron",4.1,22.7778
"Ctenopharyngodon idella",1987,"finfish","iron",0.46,2.55556
"Cyprinus carpio",1986,"finfish","iron",1.1,6.11111
"Eleotris fusca",1965,"finfish","iron",0.79,4.38889
"Eleutheronema tetradactylum",2000,"finfish","iron",0.6,3.33333
"Eriphia verrucosa",2015,"crustacean","iron",3.3687,18.715
"Esox lucius",2014,"finfish","iron",10.961,60.8944
"Glossogobius giuris",1948,"finfish","iron",2.3,12.7778
"Heteropneustes fossilis",1972,"finfish","iron",2.2,12.2222
"Hyporhamphus limbatus",1955,"finfish","iron",1.5,8.33333
"Illex coindetii",2021,"mollusc","iron",12.3876,68.82
"Johnius argentatus",1996,"finfish","iron",1.7,9.44444
"Labeo rohita",1985,"finfish","iron",0.98,5.44444
"Lepidocephalichthys guntea",1959,"finfish","iron",3.3,18.3333
"Loligo vulgaris",2022,"mollusc","iron",10.7289,59.605
"Lophius piscatorius",2009,"finfish","iron",5.4431,30.2394
"Macrobrachium malcolmsonii",1982,"crustacean","iron",13,72.2222
"Maja brachydactyla",1688,"crustacean","iron",1.07,5.94444
"Maja brachydactyla",1689,"crustacean","iron",17.1,95
"Maja brachydactyla",1690,"crustacean","iron",2.97,16.5
"Merluccius merluccius",2008,"finfish","iron",2.2887,12.715
"Metapenaeus monoceros",1981,"crustacean","iron",2.7,15
"Mystus cavasius",1957,"finfish","iron",1.8,10
"Mytilus galloprovincialis",1709,"mollusc","iron",1,5.55556
"Mytilus galloprovincialis",1710,"mollusc","iron",2.1,11.6667
"Mytilus galloprovincialis",1711,"mollusc","iron",2.9,16.1111
"Mytilus galloprovincialis",1766,"mollusc","iron",1,5.55556
"Mytilus galloprovincialis",1767,"mollusc","iron",2.1,11.6667
"Mytilus galloprovincialis",1768,"mollusc","iron",2.9,16.1111
"Mytilus galloprovincialis",1769,"mollusc","iron",10.9,60.5556
"Nandus nandus",1967,"finfish","iron",0.84,4.66667
"Nephrops norvegicus",2019,"crustacean","iron",5.20175,28.8986
"Notopterus notopterus",1956,"finfish","iron",1.7,9.44444
"Octopus vulgaris",2023,"mollusc","iron",7.4364,41.3133
