Food Item ID	Code	Subgroup	"Country, region"	Type	ISSCAAP	3_alpha	Food name in own language	Food name in English	Processing	Scientific name	ASFIS English name	ASFIS Scientific name	Season	Other	n	Comments on data processing/methods	Publication year	BiblioID	PROTCNT(g)	PROTCNP(g)	PROT-(g)	FAT(g)	FATCE(g)	FAT-(g)	CA(mg)	FE(mg)	F20D5N3(g)	F22D6N3(g)	ZN(mg)	AS(mcg)	CD(mcg)	HG(mcg)	PB(mcg)
900684	900684	Finfish	"Germany, Usedom, Baltic Sea"	W	11	FBM		"Common bream, wild, skinless fillet, raw"	r	Abramis abramis	Freshwater bream	Abramis brama	Jul-03	"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea"	2		2006	fi105				6.4											
900685	900685	Finfish	"Germany, Usedom, Baltic Sea"	W	11	FRO		"Roach, wild, skinless fillet, raw"	r	Rutilus rutilus	Roach	Rutilus rutilus	Jul-03	"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea"	1		2006	fi105				2.4											
900686	900686	Finfish	"Brazil, Cuiabá-Manso river"	W	13	CHA	Piraputanga	"Piraputanga, wild, fillet, raw"	r	Brycon microlepis	Characins nei	Characidae	Sep-Dec 1999		3	PROT- (analyzed according to AOAC 1998); FA converted using XFA	2001	fi108			19.83	2.49					0.003706289	0.03488272					
900687	900687	Finfish	"Brazil, Porto Primavera dam, Paraná river"	W	13	BNO	Piracanjuba	"Piracanjuba, wild, fillet, raw"	r	Brycon orbignyanus		Brycon orbignyanus	Sep-Dec 1999		3	PROT- (analyzed according to AOAC 1998); FA converted using XFA	2001	fi108			18.94	3.56					0.015256704	0.03337404					
900688	900688	Finfish	"Brazil, Pantanal, Barão Melgaço, Cuiabá River"	W	13	UDC	Pintado	"Pintado, wild, muscle tissue, raw"	r	Pseudoplatystoma corruscans	Spotted sorubim	Pseudoplatystoma coruscans	Aug (drought period)	mean weight of fish: 9320g; FA expressed as % FAME	3	PROT- (analyzed according to AOAC 1998); FAME converted using ShF and XFA	2009	fi109			20	2.5					0.010995016	0.061789175					
900689	900689	Finfish	"Brazil, Pantanal, Barão Melgaço, Cuiabá River"	W	13	CSO	Pacu	"Pacu, wild, muscle tissue, raw"	r	Piaractus mesopotamicus	Pacu	Piaractus mesopotamicus	Aug (drought period)	mean weight of fish: 2504g; FA expressed as % FAME	3	PROT- (analyzed according to AOAC 1998); FAME converted using ShF and XFA	2009	fi109			19	7.9					0.05082044	0.138427529					
900690	900690	Finfish	"Poland, Lake Dgał Wielki"	W	13	FPI		"Northern pike, wild, fillet, raw"	r	Esox lucius	Northern pike	Esox lucius	Nov	"mean weight of fish: 570g, 3.5years old; FA as % of FACID, FACID calculated using CF"	10	FA converted using XFA	2008	fi110					0.19				0.008528929	0.035752452					
900691	900691	Finfish	"Japan, Amori River, Kagoshima"	W	22	ELJ		"Japanese eel, wild, dorsal muscle, raw"	r	Anguilla japonica	Japanese eel	Anguilla japonica		"mean fish weight: 195g; FA calc. as % of FACID, FACID calculated using CF"	3	PROT- (analyzed according to AOAC 1984); FA converted using XFA	2009	fi113			19	11.6											
900698	900698	Finfish	"Canada, Mill Cove, Halifax"	W	37	MAC		"Atlantic macerel, wild, fillet, less skin, raw"	r	Scomber scombrus	Atlantic mackerel	Scomber scombrus	Oct-82		1		1986	fi116	17.5			20.6											
900699	900699	Finfish	"Canada, Mill Cove, Halifax"	W	37	MAC		"Atlantic macerel, wild, fillet, less skin, raw"	r	Scomber scombrus	Atlantic mackerel	Scomber scombrus	Jun-83		1		1986	fi116	18.3			1.8											
900704	900704	Finfish	"New Zealand, Northeast of North Island"	W	36	ALB		"Albacore tuna, wild, white muscle flesh (caudal end), skinless, boneless, raw"	r	Thunnus alalunga	Albacore	Thunnus alalunga	Jun-Jul 1990 (austral Winter)	"body length cm: 95-97; FA as % of FACID, FACID calculated using CF"		"CHO- (water-soluble CHO); tr means below the level of quantification for elements (Cu < 10mcg/100g FW, Mn < 2mcg/100g FW); FA converted using XFA; FA tr= <0.1% of FACID"	1993	fi117	23.3			5			18	0.6	0.29393	0.85918	0.5	254		49	
900705	900705	Finfish	"New Zealand, Northeast of North Island"	W	36	BUK		"Butterfly tuna, wild, white muscle flesh (caudal end), skinless, boneless, raw"	r	Gasterochisma melampus	Butterfly kingfish	Gasterochisma melampus	May-Jul 1990 (austral Winter)	"body length cm: 108-152; FA as % of FACID, FACID calculated using CF"		"CHO- (water-soluble CHO); tr means below the level of quantification for elements (Cu < 10mcg/100g FW, Mn < 2mcg/100g FW); FA converted using XFA; FA tr= <0.1% of FACID"	1993	fi117	23.9			2			11	0.9	0.087873	0.32737	0.5	tr		33	
900706	900706	Finfish	"New Zealand, Northeast of North Island"	W	38	SMA		"Short-finned mako shark, wild, white muscle flesh (caudal end), skinless, boneless, raw"	r	Isurus oxyrinchus	Shortfin mako	Isurus oxyrinchus	May-Jul 1990 (austral Winter)	"body length cm: 85-251; FA as % of FACID, FACID calculated using CF"		"CHO- (water-soluble CHO); tr means below the level of quantification for elements (Cu < 10mcg/100g FW, Mn < 2mcg/100g FW); FA converted using XFA; FA tr= <0.1% of FACID"	1993	fi117	21			1.2			12	1.2	0.0253916	0.205086	0.4	443		158	
900707	900707	Finfish	"New Zealand, Northeast of North Island"	W	37	LAG		"Moonfish, wild, white muscle flesh (caudal end), skinless, boneless, raw"	r	Lampris guttatus	Opah	Lampris guttatus	Jun-Jul 1990 (austral Winter)			"CHO- (water-soluble CHO); tr means below the level of quantification for elements (Cu < 10mcg/100g FW, Mn < 2mcg/100g FW); FA converted using XFA; FA tr= <0.1% of FACID"	1993	fi117	23.4			1			6	1	0.03002	0.1659	0.3	tr		43	
900708	900708	Finfish	"New Zealand, Northeast of North Island"	W	38	POR		"Porbeagle shark, wild, white muscle flesh (caudal end), skinless, boneless, raw"	r	Lamna nasus	Porbeagle	Lamna nasus	May-Jul 1990 (austral Winter)	"body length cm: 62-125; FA as % of FACID, FACID calculated using CF"		"CHO- (water-soluble CHO); tr means below the level of quantification for elements (Cu < 10mcg/100g FW, Mn < 2mcg/100g FW); FA converted using XFA; FA tr= <0.1% of FACID"	1993	fi117	19			1.3			10	1.8	0.0310271	0.288873	0.4	230		68	
900709	900709	Finfish	"New Zealand, Northeast of North Island"	W	36	SWO		"Swordfish, wild, white muscle flesh (caudal end), skinless, boneless, raw"	r	Xiphias gladius	Swordfish	Xiphias gladius	Jun-Jul 1990 (austral Winter)	"body length cm: 101-213; FA as % of FACID, FACID calculated using CF"		"CHO- (water-soluble CHO); tr means below the level of quantification for elements (Cu < 10mcg/100g FW, Mn < 2mcg/100g FW); FA converted using XFA; FA tr= <0.1% of FACID"	1993	fi117	17.7			12			39	1.2	0.243166	1.32636	1.3	tr		88	
900710	900710	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	11	FCY		"Barbus, wild (small size), dorsal muscle fillet, skinless, raw"	r	Barbus intermedius	Cyprinids nei	Cyprinidae	Nov-93	"mean length and weight: 27cm, 191g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900711	900711	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	11	FCY		"Barbus, wild (medium size), dorsal muscle fillet, skinless, raw"	r	Barbus intermedius	Cyprinids nei	Cyprinidae	Nov-93	"mean length and weight: 31cm, 280g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900712	900712	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	11	FCY		"Barbus, wild (large size), dorsal muscle fillet, skinless, raw"	r	Barbus intermedius	Cyprinids nei	Cyprinidae	Nov-93	"mean length and weight: 34cm, 369g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900713	900713	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	13	CLZ		"African catfish, wild (small size), dorsal muscle fillet, skinless, raw"	r	Clarias gariepinus	North African catfish	Clarias gariepinus	Nov-93	"mean length and weight: 28cm, 150g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900714	900714	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	13	CLZ		"African catfish, wild (medium size), dorsal muscle fillet, skinless, raw"	r	Clarias gariepinus	North African catfish	Clarias gariepinus	Nov-93	"mean length and weight: 38cm, 389g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900715	900715	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	13	CLZ		"African catfish, wild (large size), dorsal muscle fillet, skinless, raw"	r	Clarias gariepinus	North African catfish	Clarias gariepinus	Nov-93	"mean length and weight: 46cm, 571g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900716	900716	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	13	CLZ		"African catfish, wild (small size), skin, raw"	r	Clarias gariepinus	North African catfish	Clarias gariepinus	Nov-93	iodine given in mcg/kg wet weight	1		1997	fi118															
900717	900717	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	13	CLZ		"African catfish, wild (medium size), skin, raw"	r	Clarias gariepinus	North African catfish	Clarias gariepinus	Nov-93	iodine given in mcg/kg wet weight	1		1997	fi118															
900718	900718	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	13	CLZ		"African catfish, wild (large size), skin, raw"	r	Clarias gariepinus	North African catfish	Clarias gariepinus	Nov-93	iodine given in mcg/kg wet weight	1		1997	fi118															
900719	900719	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	12	TLN		"Nile tilapia, wild (small size), dorsal muscle fillet, skinless, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-93	"mean length and weight: 16cm, 79g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900720	900720	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	12	TLN		"Nile tilapia, wild (medium size), dorsal muscle fillet, skinless, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-93	"mean length and weight: 21cm, 177g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900721	900721	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	12	TLN		"Nile tilapia, wild (large size), dorsal muscle fillet, skinless, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-93	"mean length and weight: 27cm, 349g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900722	900722	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	12	TLN		"Nile tilapia, wild (medium size), dorsal muscle fillet, skinless, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-93	"mean length and weight: 20cm, 154g; iodine given in mcg/kg wet weight"	5		1997	fi118															
900723	900723	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	12	TLN		"Nile tilapia, wild (small size), skin, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-93	iodine given in mcg/kg wet weight	1		1997	fi118															
900724	900724	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	12	TLN		"Nile tilapia, wild (small size), skin, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-93	iodine given in mcg/kg wet weight	1		1997	fi118															
900725	900725	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	12	TLN		"Nile tilapia, wild (small size), skin, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-93	iodine given in mcg/kg wet weight	1		1997	fi118															
900726	900726	Finfish	"Ethiopia, Awasa, Lake Awasa"	W	12	TLN		"Nile tilapia, wild (medium size), skin, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-93	iodine given in mcg/kg wet weight	5		1997	fi118															
900727	900727	Finfish	"Ethiopia, Zwai, Lake Zwai"	W	12	TLN		"Nile tilapia, wild (small size), dorsal muscle fillet, skinless, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-93	"mean length and weight: 18cm, 99g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900728	900728	Finfish	"Ethiopia, Zwai, Lake Zwai"	W	12	TLN		"Nile tilapia, wild (medium size), dorsal muscle fillet, skinless, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-93	"mean length and weight: 22cm, 206g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900729	900729	Finfish	"Ethiopia, Zwai, Lake Zwai"	W	12	TLN		"Nile tilapia, wild (large size), dorsal muscle fillet, skinless, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-93	"mean length and weight: 35cm, 911g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900730	900730	Finfish	"Ethiopia, Zwai, Lake Zwai"	W	12	TLZ		"Tilapia zilli, wild (small size), dorsal muscle fillet, skinless, raw"	r	Tilapia zillii	Redbelly tilapia	Tilapia zillii	Nov-93	"mean length and weight: 14cm, 45g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900731	900731	Finfish	"Ethiopia, Zwai, Lake Zwai"	W	12	TLZ		"Tilapia zilli, wild (medium size), dorsal muscle fillet, skinless, raw"	r	Tilapia zillii	Redbelly tilapia	Tilapia zillii	Nov-93	"mean length and weight: 19cm, 137g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900732	900732	Finfish	"Tanzania, Mwanza, Lake Victoria"	W	12	TLN		"Nile tilapia, wild (small size), dorsal muscle fillet, skinless, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-Dec 1993	"mean length and weight: 17cm, 94g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900733	900733	Finfish	"Tanzania, Mwanza, Lake Victoria"	W	12	TLN		"Nile tilapia, wild (medium size), dorsal muscle fillet, skinless, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-Dec 1993	"mean length and weight: 31cm, 499g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900734	900734	Finfish	"Tanzania, Mwanza, Lake Victoria"	W	12	TLN		"Nile tilapia, wild (large size), dorsal muscle fillet, skinless, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-Dec 1993	"mean length and weight: 44cm, 1550g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900735	900735	Finfish	"Tanzania, Mwanza, Lake Victoria"	W	12	TLN		"Nile tilapia, wild (small size), skin, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-Dec 1993	iodine given in mcg/kg wet weight	1		1997	fi118															
900736	900736	Finfish	"Tanzania, Mwanza, Lake Victoria"	W	12	TLN		"Nile tilapia, wild (medium size), skin, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-Dec 1993	iodine given in mcg/kg wet weight	1		1997	fi118															
900737	900737	Finfish	"Tanzania, Mwanza, Lake Victoria"	W	12	TLN		"Nile tilapia, wild (large size), skin, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Nov-Dec 1993	iodine given in mcg/kg wet weight	1		1997	fi118															
900738	900738	Finfish	"Tanzania, Mwanza, Lake Victoria"	W	13	LTG		"Nile perch, wild, (small size), dorsal muscle fillet, skinless, raw"	r	Lates angustifrons	Tanganyika lates	Lates angustifrons	Nov-Dec 1993	"mean length and weight: 18cm, 60g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900739	900739	Finfish	"Tanzania, Mwanza, Lake Victoria"	W	13	LTG		"Nile perch, wild, (medium size), dorsal muscle fillet, skinless, raw"	r	Lates angustifrons	Tanganyika lates	Lates angustifrons	Nov-Dec 1993	"mean length and weight: 30cm, 281g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900740	900740	Finfish	"Tanzania, Mwanza, Lake Victoria"	W	13	LTG		"Nile perch, wild, (large size), dorsal muscle fillet, skinless, raw"	r	Lates angustifrons	Tanganyika lates	Lates angustifrons	Nov-Dec 1993	"mean length and weight: 41cm, 701g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900741	900741	Finfish	"Tanzania, Mwanza, Lake Victoria"	W	13	LTG		"Nile perch, wild (small size), skin, raw"	r	Lates angustifrons	Tanganyika lates	Lates angustifrons	Nov-Dec 1993	iodine given in mcg/kg wet weight	1		1997	fi118															
900742	900742	Finfish	"Tanzania, Mwanza, Lake Victoria"	W	13	LTG		"Nile perch, wild (medium size), skin, raw"	r	Lates angustifrons	Tanganyika lates	Lates angustifrons	Nov-Dec 1993	iodine given in mcg/kg wet weight	1		1997	fi118															
900743	900743	Finfish	"Tanzania, Mwanza, Lake Victoria"	W	13	LTG		"Nile perch, wild (large size), skin, raw"	r	Lates angustifrons	Tanganyika lates	Lates angustifrons	Nov-Dec 1993	iodine given in mcg/kg wet weight	1		1997	fi118															
900744	900744	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	12	TLN		"Nile tilapia, wild (small size), dorsal muscle fillet, skinless, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Mar-94	"mean length and weight: 12cm, 35g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900745	900745	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	12	TLN		"Nile tilapia, wild (medium size), dorsal muscle fillet, skinless, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Mar-94	"mean length and weight: 15cm, 56g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900746	900746	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	12	TLN		"Nile tilapia, wild (large size), dorsal muscle fillet, skinless, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Mar-94	"mean length and weight: 20cm, 114g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900747	900747	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	12	TLN		"Nile tilapia, wild (small size), skin, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Mar-94	iodine given in mcg/kg wet weight	1		1997	fi118															
900748	900748	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	12	TLN		"Nile tilapia, wild (small size), skin, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Mar-94	iodine given in mcg/kg wet weight	1		1997	fi118															
900749	900749	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	12	TLN		"Nile tilapia, wild (small size), skin, raw"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus	Mar-94	iodine given in mcg/kg wet weight	1		1997	fi118															
900750	900750	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	13	LTG		"Nile perch, wild, (small size), dorsal muscle fillet, skinless, raw"	r	Lates angustifrons	Tanganyika lates	Lates angustifrons	Mar-94	"mean length and weight: 28cm, 199g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900751	900751	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	13	LTG		"Nile perch, wild, (medium size), dorsal muscle fillet, skinless, raw"	r	Lates angustifrons	Tanganyika lates	Lates angustifrons	Mar-94	"mean length and weight: 38cm, 606g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900752	900752	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	13	LTG		"Nile perch, wild, (large size), dorsal muscle fillet, skinless, raw"	r	Lates angustifrons	Tanganyika lates	Lates angustifrons	Mar-94	"mean length and weight: 59cm, 1762g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900753	900753	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	13	LTG		"Nile perch, wild (small size), skin, raw"	r	Lates angustifrons	Tanganyika lates	Lates angustifrons	Mar-94	iodine given in mcg/kg wet weight	1		1997	fi118															
900754	900754	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	13	LTG		"Nile perch, wild (medium size), skin, raw"	r	Lates angustifrons	Tanganyika lates	Lates angustifrons	Mar-94	iodine given in mcg/kg wet weight	1		1997	fi118															
900755	900755	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	13	LTG		"Nile perch, wild (large size), skin, raw"	r	Lates angustifrons	Tanganyika lates	Lates angustifrons	Mar-94	iodine given in mcg/kg wet weight	1		1997	fi118															
900756	900756	Finfish	"Tanzania, Mwanza, Lake Victoria"	W	11	ENA	Daaga	"silver cyprinid, wild, whole fish, raw"	r	Rastrineobola argentea	silver cyprinid	Rastrineobola argentea	Nov-Dec 1993	"mean length and weight: 5.6cm, 1.0g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900757	900757	Finfish	"Tanzania, Mwanza, Lake Victoria"	W	11	ENA	Daaga	"silver cyprinid, wild, whole fish, raw"	r	Rastrineobola argentea	silver cyprinid	Rastrineobola argentea	Nov-Dec 1993	"mean length and weight: 6cm, 1.0g; iodine given in mcg/kg wet weight"	5		1997	fi118															
900758	900758	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	13	SIA	Daaga	"Lake Tanganyika sprat, wild, whole fish, raw"	r	Stolothrissa tanganicae	Lake Tanganyika sprat	Stolothrissa tanganicae	Mar-94	"mean length and weight: 8.5cm, 4.2g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900759	900759	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	13	SIA	Daaga	"Lake Tanganyika sprat, wild, whole fish, raw"	r	Stolothrissa tanganicae	Lake Tanganyika sprat	Stolothrissa tanganicae	Mar-94	"mean length and weight: 8.6cm, 4.2g; iodine given in mcg/kg wet weight"	5		1997	fi118															
900760	900760	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	13	LTM	Daaga	"Lake Tanganyika sardine, wild, whole fish, raw"	r	Limnothrissa miodon	Lake Tanganyika sardine	Limnothrissa miodon	Mar-94	"mean length and weight: 11.2cm, 17.3g; iodine given in mcg/kg wet weight"	1		1997	fi118															
900761	900761	Finfish	"Burundi, Bujumbura, Lake Tanganyika"	W	13	LTM	Daaga	"Lake Tanganyika sardine, wild, whole fish, raw"	r	Limnothrissa miodon	Lake Tanganyika sardine	Limnothrissa miodon	Mar-94	"mean length and weight: 11.4cm, 21.8g; iodine given in mcg/kg wet weight"	5		1997	fi118															
900762	900762	Finfish	"Finland, lakes"	W	23	FVE		"Vendace, wild, skin-on fillet, raw"	r	Coregonus albula	Vendace	Coregonus albula			1		1999	fi119				5											
900763	900763	Finfish	"Finland, lakes"	W	23	FVE		"Vendace, wild, skin-on fillet, raw"	r	Coregonus albula	Vendace	Coregonus albula			1		1999	fi119				4.9											
900766	900766	Finfish	"Finland, lakes"	W	13	FPE		"Perch, wild, skinless fillet, raw"	r	Perca fluviatilis	European perch	Perca fluviatilis			1		1999	fi119				0.9											
900767	900767	Finfish	"Finland, lakes"	W	13	FPE		"Perch, wild, skinless fillet, raw"	r	Perca fluviatilis	European perch	Perca fluviatilis			1		1999	fi119				1.1											
900770	900770	Finfish	"Finland, Baltic Sea"	W	35	HER		"Baltic herring, wild, skin-on fillet, raw"	r	Clupea harengus membras	Atlantic herring	Clupea harengus			1		1999	fi119				5.7											
900771	900771	Finfish	"Finland, Baltic Sea"	W	35	HER		"Baltic herring, wild, skin-on fillet, raw"	r	Clupea harengus membras	Atlantic herring	Clupea harengus			1		1999	fi119				15.4											
900774	900774	Finfish	"USA, MS, Tombigbee River"	W	13	ITP		"Channel catfish, wild, fillet, raw"	r	Ictalurus punctatus	Channel catfish	Ictalurus punctatus	Apr-89		2	"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g"	1992	fi120	16			2.4											
900775	900775	Finfish	"USA, MS, Tombigbee River"	W	13	ITP		"Channel catfish, wild, fillet, raw"	r	Ictalurus punctatus	Channel catfish	Ictalurus punctatus	Nov-88		2	"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g"	1992	fi120	16.5			2.1											
900778	900778	Finfish	"USA, WA, Neah Bay"	W	23	COH		"Coho salmon, wild, skinless fillet, raw"	r	Oncorhynchus kisutch	Coho(=silver)salmon	Oncorhynchus kisutch	Jul-89		1	"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g"	1992	fi120	22.1			3.4											
900779	900779	Finfish	"USA, WA, Neah Bay"	W	23	COH		"Coho salmon, wild, skinless fillet, raw"	r	Oncorhynchus kisutch	Coho(=silver)salmon	Oncorhynchus kisutch	Sep-89		1	"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g"	1992	fi120	20.5			3.2											
900782	900782	Finfish	"USA, MT, Clark Canyon / ID, Snake River"	W	23	TRR		"Rainbow trout, wild, skinless fillet, raw"	r	Salmo gairdneri	Rainbow trout	Oncorhynchus mykiss	Jun-89		2	"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g"	1992	fi120	20.6			3.8											
900783	900783	Finfish	"USA, ID, Snake River"	W	23	TRR		"Rainbow trout, wild, skinless fillet, raw"	r	Salmo gairdneri	Rainbow trout	Oncorhynchus mykiss	Oct-88		2	"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g"	1992	fi120	19.5			5.4											
900786	900786	Crustacean	"USA, LA, Atchafalaya Basin"	W	41	RCW		"Red swamp crayfish, wild, tail meat, raw"	r	Procambarus clarkii	Red swamp crawfish	Procambarus clarkii	Mar-89		1	"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g"	1992	fi120	14.3			1											
900787	900787	Crustacean	"USA, LA, Atchafalaya Basin"	W	41	RCW		"Red swamp crayfish, wild, tail meat, raw"	r	Procambarus clarkii	Red swamp crawfish	Procambarus clarkii	Jun-89		1	"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g"	1992	fi120	16.2			0.8											
900790	900790	Crustacean	"USA, LA, Atchafalaya Basin"	W	41	PCC		"White River crayfish, wild, tail meat, raw"	r	Procambarus acutus acutus	White crawfish	Procambarus acutus	Mar-89		1	"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g"	1992	fi120	14.3			1											
900791	900791	Crustacean	"USA, LA, Atchafalaya Basin"	W	41	PCC		"White River crayfish, wild, tail meat, raw"	r	Procambarus acutus acutus	White crawfish	Procambarus acutus	Jun-89		1	"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g"	1992	fi120	16.4			0.9											
900794	900794	Molluscs	"USA, MD, Nanticoke River"	W	53	OYA		"Eastern Oysters, wild, raw"	r	Crassostrea virginica	American cupped oyster	Crassostrea virginica	Mar-89		1	"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g"	1992	fi120	5.6			1.2											
900795	900795	Molluscs	"USA, MD, Nanticoke River"	W	53	OYA		"Eastern Oysters, wild, raw"	r	Crassostrea virginica	American cupped oyster	Crassostrea virginica	Oct-89		1	"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g"	1992	fi120	6.3			1.2											
