Food Item ID	Code	Subgroup	"Country, region"	Type	ISSCAAP	3_alpha	Food name in own language	Food name in English	Processing	Scientific name	ASFIS English name	ASFIS Scientific name	Season	Other	n	Comments on data processing/methods	Publication year	BiblioID	PROTCNT(g)	PROTCNP(g)	PROT-(g)	FAT(g)	FATCE(g)	FAT-(g)	CA(mg)	FE(mg)	F20D5N3(g)	F22D6N3(g)	ZN(mg)	AS(mcg)	CD(mcg)	HG(mcg)	PB(mcg)
900451	900451	Molluscs	"Greece, Aegean Sea"	W	57	OCC	Chtapodi	"Common octopus, wild, edible flesh, raw"	r	Octapus vulgaris	Common octopus	Octopus vulgaris				"mean of lipid value (spring, fall, winter) used for FA calculation; FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet"	1995	fi80						[0.5]			[0.0376029]	[0.04387005]					
900452	900452	Finfish	"Greece, Aegean Sea"	W	35	ANE	Gavros	"Anchovy, wild, edible flesh, raw"	r	Engraulis encrasicolus	European anchovy	Engraulis encrasicolus	Spring			FAT- (analyzed according to AOAC 1975)	1995	fi80	18.2					4									
900453	900453	Finfish	"Greece, Aegean Sea"	W	35	ANE	Gavros	"Anchovy, wild, edible flesh, raw"	r	Engraulis encrasicolus	European anchovy	Engraulis encrasicolus	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	18.1					0.6									
900454	900454	Finfish	"Greece, Aegean Sea"	W	35	ANE	Gavros	"Anchovy, wild, edible flesh, raw"	r	Engraulis encrasicolus	European anchovy	Engraulis encrasicolus	Winter			FAT- (analyzed according to AOAC 1975)	1995	fi80	21					0.9									
900455	900455	Finfish	"Greece, Aegean Sea"	W	33	BOG	Gopa	"Bogue seabream, wild, edible flesh, raw"	r	Boops boops	Bogue	Boops boops	Spring			FAT- (analyzed according to AOAC 1975)	1995	fi80	17					0.5									
900456	900456	Finfish	"Greece, Aegean Sea"	W	33	BOG	Gopa	"Bogue seabream, wild, edible flesh, raw"	r	Boops boops	Bogue	Boops boops	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	18					2									
900457	900457	Finfish	"Greece, Aegean Sea"	W	33	BOG	Gopa	"Bogue seabream, wild, edible flesh, raw"	r	Boops boops	Bogue	Boops boops	Winter			FAT- (analyzed according to AOAC 1975)	1995	fi80	20					1									
900458	900458	Finfish	"Greece, Aegean Sea"	W	36	BON	Palamida	"Atlantic bonito, wild, edible flesh, raw"	r	Sarda sarda	Atlantic bonito	Sarda sarda	Spring			FAT- (analyzed according to AOAC 1975)	1995	fi80	19					8									
900459	900459	Finfish	"Greece, Aegean Sea"	W	36	BON	Palamida	"Atlantic bonito, wild, edible flesh, raw"	r	Sarda sarda	Atlantic bonito	Sarda sarda	Winter			FAT- (analyzed according to AOAC 1975)	1995	fi80	25					3									
900460	900460	Finfish	"Greece, Aegean Sea"	W	33	MUF	Kephalos	"Grey mullet, wild, edible flesh, raw"	r	Mugil cephalus	Flathead grey mullet	Mugil cephalus	Spring			FAT- (analyzed according to AOAC 1975)	1995	fi80	20					1									
900461	900461	Finfish	"Greece, Aegean Sea"	W	33	MUF	Kephalos	"Grey mullet, wild, edible flesh, raw"	r	Mugil cephalus	Flathead grey mullet	Mugil cephalus	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	21					2									
900462	900462	Finfish	"Greece, Aegean Sea"	W	33	MUF	Kephalos	"Grey mullet, wild, edible flesh, raw"	r	Mugil cephalus	Flathead grey mullet	Mugil cephalus	Winter			FAT- (analyzed according to AOAC 1975)	1995	fi80	18					1									
900463	900463	Finfish	"Greece, Aegean Sea"	W	32	HKE	Bakaliaros	"European hake, wild, edible flesh, raw"	r	Merluccius merluccius	European hake	Merluccius merluccius	Spring			FAT- (analyzed according to AOAC 1975)	1995	fi80	16					0.4									
900464	900464	Finfish	"Greece, Aegean Sea"	W	32	HKE	Bakaliaros	"European hake, wild, edible flesh, raw"	r	Merluccius merluccius	European hake	Merluccius merluccius	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	17					0.6									
900465	900465	Finfish	"Greece, Aegean Sea"	W	32	HKE	Bakaliaros	"European hake, wild, edible flesh, raw"	r	Merluccius merluccius	European hake	Merluccius merluccius	Winter			FAT- (analyzed according to AOAC 1975)	1995	fi80	18					2									
900466	900466	Finfish	"Greece, Aegean Sea"	W	37	MAC	Skoumbri	"Atlantic mackerel, wild, edible flesh, raw"	r	Scomber scombrus	Atlantic mackerel	Scomber scombrus	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	18					10									
900467	900467	Finfish	"Greece, Aegean Sea"	W	33	PIC	Marida	"Picarel, wild, edible flesh, raw"	r	Spicara vulgaris	Picarels nei	Spicara spp	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	15					3									
900468	900468	Finfish	"Greece, Aegean Sea"	W	33	PIC	Marida	"Picarel, wild, edible flesh, raw"	r	Spicara vulgaris	Picarels nei	Spicara spp	Winter			FAT- (analyzed according to AOAC 1975)	1995	fi80	18					1									
900469	900469	Finfish	"Greece, Aegean Sea"	W	33	MUT	Koutsomoura	"Red mullet, wild, edible flesh, raw"	r	Mullus barbatus	Red mullet	Mullus barbatus	Spring			FAT- (analyzed according to AOAC 1975)	1995	fi80	19					2									
900470	900470	Finfish	"Greece, Aegean Sea"	W	33	MUT	Koutsomoura	"Red mullet, wild, edible flesh, raw"	r	Mullus barbatus	Red mullet	Mullus barbatus	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	15					3									
900471	900471	Finfish	"Greece, Aegean Sea"	W	33	MUT	Koutsomoura	"Red mullet, wild, edible flesh, raw"	r	Mullus barbatus	Red mullet	Mullus barbatus	Winter			FAT- (analyzed according to AOAC 1975)	1995	fi80	18					3									
900472	900472	Finfish	"Greece, Aegean Sea"	W	33	SLM	Salpa	"Salema/Strepie, wild, edible flesh, raw"	r	Boops salpa	Salema	Sarpa salpa	Spring			FAT- (analyzed according to AOAC 1975)	1995	fi80	18					1									
900473	900473	Finfish	"Greece, Aegean Sea"	W	33	SLM	Salpa	"Salema/Strepie, wild, edible flesh, raw"	r	Boops salpa	Salema	Sarpa salpa	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	18					4									
900474	900474	Finfish	"Greece, Aegean Sea"	W	35	PIL	Sardella	"Sardine/Pilchard, wild, edible flesh, raw"	r	Clupea pilchardus	European pilchard	Sardina pilchardus	Spring			FAT- (analyzed according to AOAC 1975)	1995	fi80	16					6									
900475	900475	Finfish	"Greece, Aegean Sea"	W	35	PIL	Sardella	"Sardine/Pilchard, wild, edible flesh, raw"	r	Clupea pilchardus	European pilchard	Sardina pilchardus	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	18					7									
900476	900476	Finfish	"Greece, Aegean Sea"	W	35	PIL	Sardella	"Sardine/Pilchard, wild, edible flesh, raw"	r	Clupea pilchardus	European pilchard	Sardina pilchardus	Winter			FAT- (analyzed according to AOAC 1975)	1995	fi80	18					2									
900477	900477	Finfish	"Greece, Aegean Sea"	W	37	HOM	Savridi	"Scad/Horse mackerel, wild, edible flesh, raw"	r	Trachurus trachurus	Atlantic horse mackerel	Trachurus trachurus	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	18					1									
900478	900478	Finfish	"Greece, Aegean Sea"	W	37	HOM	Savridi	"Scad/Horse mackerel, wild, edible flesh, raw"	r	Trachurus trachurus	Atlantic horse mackerel	Trachurus trachurus	Winter			FAT- (analyzed according to AOAC 1975)	1995	fi80	20					2									
900479	900479	Finfish	"Greece, Aegean Sea"	W	36	SKJ	Tonnos	"Skipjack/Oceanic bonito, wild, edible flesh, raw"	r	Euthynnus pelamis	Skipjack tuna	Katsuwonus pelamis	Spring			FAT- (analyzed according to AOAC 1975)	1995	fi80	22					5									
900480	900480	Finfish	"Greece, Aegean Sea"	W	36	SKJ	Tonnos	"Skipjack/Oceanic bonito, wild, edible flesh, raw"	r	Euthynnus pelamis	Skipjack tuna	Katsuwonus pelamis	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	23					0.2									
900481	900481	Finfish	"Greece, Aegean Sea"	W	31	SOL	Glossa	"Common sole, wild, edible flesh, raw"	r	Solea vulgaris	Common sole	Solea solea	Spring			FAT- (analyzed according to AOAC 1975)	1995	fi80	18					0.7									
900482	900482	Finfish	"Greece, Aegean Sea"	W	31	SOL	Glossa	"Common sole, wild, edible flesh, raw"	r	Solea vulgaris	Common sole	Solea solea	Winter			FAT- (analyzed according to AOAC 1975)	1995	fi80	16					1									
900483	900483	Crustacean	"Greece, Aegean Sea"	W	43	NEP	Karavida	"Norway lobster, wild, edible flesh, raw"	r	Nephrops norvegicus	Norway Lobster	Nephrops norvegicus	Spring			FAT- (analyzed according to AOAC 1975)	1995	fi80	19			0.2											
900484	900484	Crustacean	"Greece, Aegean Sea"	W	43	NEP	Karavida	"Norway lobster, wild, edible flesh, raw"	r	Nephrops norvegicus	Norway Lobster	Nephrops norvegicus	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	17			0.5											
900485	900485	Crustacean	"Greece, Aegean Sea"	W	43	NEP	Karavida	"Norway lobster, wild, edible flesh, raw"	r	Nephrops norvegicus	Norway Lobster	Nephrops norvegicus	Winter			FAT- (analyzed according to AOAC 1975)	1995	fi80	17			0.2											
900486	900486	Crustacean	"Greece, Aegean Sea"	W	45	ARA	Garida	"Shrimp, wild, edible flesh, raw"	r	Aristeus antennatus	Blue and red shrimp	Aristeus antennatus	Spring			FAT- (analyzed according to AOAC 1975)	1995	fi80	19			0.2											
900487	900487	Crustacean	"Greece, Aegean Sea"	W	45	ARA	Garida	"Shrimp, wild, edible flesh, raw"	r	Aristeus antennatus	Blue and red shrimp	Aristeus antennatus	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	16			0.4											
900488	900488	Crustacean	"Greece, Aegean Sea"	W	45	ARA	Garida	"Shrimp, wild, edible flesh, raw"	r	Aristeus antennatus	Blue and red shrimp	Aristeus antennatus	Winter			FAT- (analyzed according to AOAC 1975)	1995	fi80	19			2											
900489	900489	Molluscs	"Greece, Aegean Sea"	W	54	MSM	Mydi	"Mediterranean mussel, wild, edible flesh, raw"	r	Mytilus galloprovincialis	Mediterranean mussel	Mytilus galloprovincialis	Spring			FAT- (analyzed according to AOAC 1975)	1995	fi80	8					2									
900490	900490	Molluscs	"Greece, Aegean Sea"	W	54	MSM	Mydi	"Mediterranean mussel, wild, edible flesh, raw"	r	Mytilus galloprovincialis	Mediterranean mussel	Mytilus galloprovincialis	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	13					2									
900491	900491	Molluscs	"Greece, Aegean Sea"	W	54	MSM	Mydi	"Mediterranean mussel, wild, edible flesh, raw"	r	Mytilus galloprovincialis	Mediterranean mussel	Mytilus galloprovincialis	Winter			FAT- (analyzed according to AOAC 1975)	1995	fi80	11					1									
900492	900492	Molluscs	"Greece, Aegean Sea"	W	57	OCC	Chtapodi	"Common octopus, wild, edible flesh, raw"	r	Octapus vulgaris	Common octopus	Octopus vulgaris	Spring			FAT- (analyzed according to AOAC 1975)	1995	fi80	15					0.3									
900493	900493	Molluscs	"Greece, Aegean Sea"	W	57	OCC	Chtapodi	"Common octopus, wild, edible flesh, raw"	r	Octapus vulgaris	Common octopus	Octopus vulgaris	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	13					0.2									
900494	900494	Molluscs	"Greece, Aegean Sea"	W	57	OCC	Chtapodi	"Common octopus, wild, edible flesh, raw"	r	Octapus vulgaris	Common octopus	Octopus vulgaris	Winter			FAT- (analyzed according to AOAC 1975)	1995	fi80	11					1									
900495	900495	Molluscs	"Greece, Aegean Sea"	W	57	SQR	Kalamari	"Common squid, wild, edible flesh, raw"	r	Loligo vulgaris	European squid	Loligo vulgaris				"mean of lipid value (fall, winter) used for FA calculation; FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet"	1995	fi80						[0.6]			[0.049968]	[0.01388]					
900496	900496	Molluscs	"Greece, Aegean Sea"	W	57	SQR	Kalamari	"Common squid, wild, edible flesh, raw"	r	Loligo vulgaris	European squid	Loligo vulgaris	Fall			FAT- (analyzed according to AOAC 1975)	1995	fi80	15					1									
900497	900497	Finfish	"Turkey, Iskenderun Bay, Mediterranean Sea"	W	37	MAS		"Chub mackerel, wild, skinless fillet, raw"	r	Somber japonicus	Chub mackerel	Somber japonicus	Jan-04	"mean length and weight: 22.24cm, 100.22g"	2	FA converted using XFA	2008	fi82	22.63			0.18					0.007219944	0.030212316					
900498	900498	Finfish	"Turkey, Iskenderun Bay, Mediterranean Sea"	W	37	MAS		"Chub mackerel, wild, skinless fillet, raw"	r	Somber japonicus	Chub mackerel	Somber japonicus	Apr-04	"mean length and weight: 22.24cm, 100.22g"	2	FA converted using XFA	2008	fi82	20.56			1.57					0.064239966	0.247839375					
900499	900499	Finfish	"Turkey, Iskenderun Bay, Mediterranean Sea"	W	37	MAS		"Chub mackerel, wild, skinless fillet, raw"	r	Somber japonicus	Chub mackerel	Somber japonicus	Oct-04	"mean length and weight: 22.24cm, 100.22g"	2	FA converted using XFA	2008	fi82	21.62			1.01					0.034610989	0.136845296					
900500	900500	Finfish	"Turkey, Iskenderun Bay, Mediterranean Sea"	W	37	HOM		"Horse mackerel, wild, skinless fillet, raw"	r	Trachurus trachurus	Atlantic horse mackerel	Trachurus trachurus	Jan-04	"mean length and weight: 17.42cm, 47.63g"	2	FA converted using XFA	2008	fi82	20.06			0.4					0.01459064	0.04027232					
900501	900501	Finfish	"Turkey, Iskenderun Bay, Mediterranean Sea"	W	37	HOM		"Horse mackerel, wild, skinless fillet, raw"	r	Trachurus trachurus	Atlantic horse mackerel	Trachurus trachurus	Apr-04	"mean length and weight: 17.42cm, 47.63g"	2	FA converted using XFA	2008	fi82	20.13			2.03					0.088074797	0.233056769					
900502	900502	Finfish	"Turkey, Iskenderun Bay, Mediterranean Sea"	W	37	HOM		"Horse mackerel, wild, skinless fillet, raw"	r	Trachurus trachurus	Atlantic horse mackerel	Trachurus trachurus	Oct-04	"mean length and weight: 17.42cm, 47.63g"	2	FA converted using XFA	2008	fi82	18.66			0.88					0.032952744	0.07526244					
900503	900503	Finfish	"Spain, Galicia"	W	31	TUR		"Turbot, wild, muscle flesh, raw"	r	Psetta maxima	Turbot	Psetta maxima	Jan-Dec	"mean length and weight of fish: 37.1cm, 852.4g"	36	FA converted using XFA; minerals tr= <0.01mg/100g flesh	2009	fi83	19.3				1.3			0.08	0.0941512	0.2685449	0.12		tr		tr
900504	900504	Finfish	"Russia, Siberia"	W	23	PIN		"Humpback salmon, wild, skinless dorsal muscle fillet, frozen"	r	Oncorhynchus gorbuscha	Pink salmon	Oncorhynchus gorbusha				FA expressed per DM - conversion to FW	2006	fi84									0.166696	0.328416					
900509	900509	Finfish	"UK, Falkland Shelf (southern South America)"	W	34	PAT		"Longtail southern cod, wild, muscle, frozen"	r	Patagonotothen ramsayi	Longtail southern cod	Patagonotothen ramsayi	May (Austral autumn) 2003		15	"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA"	2007	fi86			18.06	1.34					0.154125024	0.341466648					
900510	900510	Finfish	"UK, Falkland Shelf (southern South America)"	W	34	PAT		"Longtail southern cod, wild, muscle, frozen"	r	Patagonotothen ramsayi	Longtail southern cod	Patagonotothen ramsayi	Aug (Austral winter) 2003/2004		15	"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA"	2007	fi86			17.95	0.83					0.055120347	0.280779133					
900511	900511	Finfish	"UK, Falkland Shelf (southern South America)"	W	34	PAT		"Longtail southern cod, wild, muscle, frozen"	r	Patagonotothen ramsayi	Longtail southern cod	Patagonotothen ramsayi	Oct (Austral spring) 2003		15	"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA"	2007	fi86			13.96	0.78					0.086307624	0.195420108					
900512	900512	Finfish	"UK, Falkland Shelf (southern South America)"	W	34	PAT		"Longtail southern cod, wild, muscle, frozen"	r	Patagonotothen ramsayi	Longtail southern cod	Patagonotothen ramsayi	Dec (Austral summer) 2003		15	"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA"	2007	fi86			17.92	0.94					0.093000334	0.236501244					
900513	900513	Finfish	"UK, Falkland Shelf (southern South America)"	W	34	PAT		"Longtail southern cod, wild, muscle, frozen"	r	Patagonotothen ramsayi	Longtail southern cod	Patagonotothen ramsayi				mean of 4 protein values used for calculation of amino acid profile (gAS/100g Prot)	2007	fi86			16.9725				6.27-11	0.223-0.43			0.355-1.01				
900514	900514	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SRI		"Rabbitfish, wild, fillet, raw"	r	Siganus rivulatus	Marbled spinefoot	Siganus rivulatus	Feb-05	"mean length and weight: 19.4cm, 106.6g"			2008	fi87	19.27				1.15										
900515	900515	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SRI		"Rabbitfish, wild, fillet, raw"	r	Siganus rivulatus	Marbled spinefoot	Siganus rivulatus	Mar-05	"mean length and weight: 19.4cm, 89.4g"			2008	fi87	18.45				1.29										
900516	900516	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SRI		"Rabbitfish, wild, fillet, raw"	r	Siganus rivulatus	Marbled spinefoot	Siganus rivulatus	Apr-05	"mean length and weight: 16.9cm, 70.3g"			2008	fi87	19.34				2.58										
900517	900517	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SRI		"Rabbitfish, wild, fillet, raw"	r	Siganus rivulatus	Marbled spinefoot	Siganus rivulatus	May-05	"mean length and weight: 19.3cm, 99.2g"			2008	fi87	17.82				2.14										
900518	900518	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SRI		"Rabbitfish, wild, fillet, raw"	r	Siganus rivulatus	Marbled spinefoot	Siganus rivulatus	Jun-04	"mean length and weight: 19.6cm, 110.1g"			2008	fi87	22.44				1.68										
900519	900519	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SRI		"Rabbitfish, wild, fillet, raw"	r	Siganus rivulatus	Marbled spinefoot	Siganus rivulatus	Aug-04	"mean length and weight: 19.4cm, 102.4g"			2008	fi87	21.13				3.81										
900520	900520	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SRI		"Rabbitfish, wild, fillet, raw"	r	Siganus rivulatus	Marbled spinefoot	Siganus rivulatus	Oct-04	"mean length and weight: 16.1cm, 57.5g"			2008	fi87	19.09				1.76										
900521	900521	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SRI		"Rabbitfish, wild, fillet, raw"	r	Siganus rivulatus	Marbled spinefoot	Siganus rivulatus	Dec-04	"mean length and weight: 14.1cm, 32.2g"			2008	fi87	20.14				1.23										
900522	900522	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SWA		"White sea bream, wild, fillet, raw"	r	Diplodus sargus	White seabream	Diplodus sargus	Feb-05	"mean length and weight: 21.5cm, 169.1g"			2008	fi87	20.38				1.41										
900523	900523	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SWA		"White sea bream, wild, fillet, raw"	r	Diplodus sargus	White seabream	Diplodus sargus	Mar-05	"mean length and weight: 21.4cm, 162.5g"			2008	fi87	18.11				2.05										
900524	900524	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SWA		"White sea bream, wild, fillet, raw"	r	Diplodus sargus	White seabream	Diplodus sargus	Apr-05	"mean length and weight: 19.6cm, 119.5g"			2008	fi87	18.71				0.35										
900525	900525	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SWA		"White sea bream, wild, fillet, raw"	r	Diplodus sargus	White seabream	Diplodus sargus	May-05	"mean length and weight: 20.8cm, 148.7g"			2008	fi87	18.59				0.23										
900526	900526	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SWA		"White sea bream, wild, fillet, raw"	r	Diplodus sargus	White seabream	Diplodus sargus	Jun-04	"mean length and weight: 20.5cm, 147.7g"			2008	fi87	19.38				1.85										
900527	900527	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SWA		"White sea bream, wild, fillet, raw"	r	Diplodus sargus	White seabream	Diplodus sargus	Aug-04	"mean length and weight: 19.6cm, 121.9g"			2008	fi87	20.18				0.73										
900528	900528	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SWA		"White sea bream, wild, fillet, raw"	r	Diplodus sargus	White seabream	Diplodus sargus	Oct-04	"mean length and weight: 18.5cm, 108.2g"			2008	fi87	19.27				2.27										
900529	900529	Finfish	"Lebanon, Antelias, Eastern Mediterranean Sea"	W	33	SWA		"White sea bream, wild, fillet, raw"	r	Diplodus sargus	White seabream	Diplodus sargus	Dec-04	"mean length and weight: 16.2cm, 70.8g"			2008	fi87	19.83				0.79										
900530	900530	Finfish	"Malaysia, West coast of Peninsular"	W	37	POB	Bawal hitam	"Black pomfret, wild, fillet, raw"	r	Parastromateus niger	Black pomfret	Parastromateus niger		"length and weight: 33-42cm, 15-25g"	3		2011	fi88	19.55			2.33											
900531	900531	Finfish	"Malaysia, West coast of Peninsular"	W	37	SIP	Bawal putih	"silver pomfret, wild, fillet, raw"	r	Pampus argenteus	silver pomfret	Pampus argenteus		"length and weight: 15-25cm, 100-200g"	3		2011	fi88	18.63			2.09											
900532	900532	Finfish	"Malaysia, West coast of Peninsular"	W	37	HAS	Cencaru	"Hardtail scad, wild, fillet, raw"	r	Megalapsis cordyla	Torpedo scad	Megalaspis cordyla		"length and weight: 21-28cm, 100-250g"	3		2011	fi88	20.86			1.53											
900533	900533	Finfish	"Malaysia, West coast of Peninsular"	W	37	RAG	Kembung	"Indian mackerel, wild, fillet, raw"	r	Rastrelliger kanagurta	Indian mackerel	Rastrelliger kanagurta		"length and weight: 40-71cm, 200-900g"	3		2011	fi88	20.51			1.8											
900534	900534	Finfish	"Malaysia, West coast of Peninsular"	W	35	DOB	Parang	"Dorab wolfherring, wild, fillet, raw"	r	Chirocentrus dorab	Dorab wolf-herring	Chirocentrus dorab		"length and weight: 14-20cm, 50-100g"	3		2011	fi88	20.83			1.22											
900535	900535	Finfish	"Malaysia, West coast of Peninsular"	W	37	TRY	Selar kuning	"Yellowstripe scad, wild, fillet, raw"	r	Selaroides leptolepis	Yellowstripe scad	Selaroides leptolepis		"length and weight: 16-20cm, 20-100g"	3		2011	fi88	19.98			2.12											
900536	900536	Finfish	"Malaysia, West coast of Peninsular"	W	37	FOT	Senangin	"Fourfinger threadfin, wild, fillet, raw"	r	Eleutheronema tetradactylum	Fourfinger threadfin	Eleutheronema tetradactylum		"length and weight: 27-32cm, 150-300g"	3		2011	fi88	20.14			2.1											
900537	900537	Finfish	"Malaysia, West coast of Peninsular"	W	35	FRS	Tamban	"Fringescale sardine, wild, fillet, raw"	r	Clupea fimbrata	Fringescale sardinella	Sardinella fimbriata		"length and weight: 13-17cm, 20-40g"	3		2011	fi88	19.01			3											
900538	900538	Finfish	"Malaysia, West coast of Peninsular"	W	36	GUT	Tenggiri papan	"Spanish mackerel, wild, fillet, raw"	r	Scromberomorus guttatus	Indo-Pacific king mackerel	Scomberomorus guttatus		"length and weight: 30-42cm, 20-450g"	3		2011	fi88	19.77			1.05											
900539	900539	Finfish	"Malaysia, West coast of Peninsular"	W	24	TWN	Terubuk	"Longtail shad, wild, fillet, raw"	r	Hilsa macrura	Longtail shad	Tenualosa macrura		"length and weight: 40-45cm, 900-950g"	3		2011	fi88	17.46			23.15											
900540	900540	Finfish	"Malaysia, West coast of Peninsular"	W	33	LJH	Jenahak	"Golden snapper, wild, fillet, raw"	r	Lutjanus johnii	John's snapper	Lutjanus johnii		"length and weight: 33-36cm, 480-750g"	3		2011	fi88	19.41			1.29											
900541	900541	Finfish	"Malaysia, West coast of Peninsular"	W	33	EFX	Kerapu	"Sixbar grouper, wild, fillet, raw"	r	Epinephulus sexfasciatus	Sixbar grouper	Epinephelus sexfasciatus		"length and weight: 18-25cm, 100-230g"	3		2011	fi88	18.87			3.46											
900542	900542	Finfish	"Malaysia, West coast of Peninsular"	W	33	NNJ	Kerisi	"Japanese threadfin bream, wild, fillet, raw"	r	Nemipterus japonicus	Japanese threadfin bream	Nemipterus japonicus		"length and weight: 36-59cm, 350-1450g"	3		2011	fi88	18.17			2.7											
900543	900543	Finfish	"Malaysia, West coast of Peninsular"	W	33	OYD	Kurau	"Indian threadfin, wild, fillet, raw"	r	Polynemus indicus	Indian threadfin	Leptomelanosoma indicum		"length and weight: 28-37cm, 580-760g"	3		2011	fi88	19.59			0.85											
900544	900544	Finfish	"Malaysia, West coast of Peninsular"	W	33	RES	Merah	"Malabar red snapper, wild, fillet, raw"	r	Lutjanus argentimeculatus	Mangrove red snapper	Lutjanus argentimaculatus		"length and weight: 31-47cm, 400-1400g"	3		2011	fi88	20.45			1.37											
900545	900545	Finfish	"Malaysia, West coast of Peninsular"	W	37	POO	Nyior-nyior	"Moonfish, wild, fillet, raw"	r	Trachinotus blochii	Snubnose pompano	Trachinotus blochii		"length and weight: 30-35cm, 490-510g"	3		2011	fi88	19.61			6.89											
900546	900546	Finfish	"Malaysia, West coast of Peninsular"	W	31	YOR	Sebelah/Lidah	"Large-scale tongue sole, wild, fillet, raw"	r	Cynoglossus arel	Largescale tonguesole	Cynoglossus arel		"length and weight: 24-32cm, 50-100g"	3		2011	fi88	18.49			0.7											
900547	900547	Finfish	"Malaysia, West coast of Peninsular"	W	25	GIP	Siakap	"Giant seaperch, wild, fillet, raw"	r	Lates calcarifer	Barramundi	Lates calcarifer		"length and weight: 38-42cm, 700-1000"	3		2011	fi88	19.66			2.68											
900548	900548	Molluscs	"Malaysia, West coast of Peninsular"	W	57	CTC	Sotong	"Cuttlefish, wild, flesh, raw"	r	Sepia officinalis	Common cuttlefish	Sepia officinalis		"length and weight: 12-18cm, 20-45g"	3		2011	fi88	13.94			1.35											
900549	900549	Crustacean	"Malaysia, West coast of Peninsular"	W	45	MTJ	Udang putih	"Prawn, wild, flesh, raw"	r	Metapenaeus affinis	Jinga shrimp	Metapenaeus affinis		"length and weight: 12-17cm, 10-20g"	3		2011	fi88	19.12			1.06											
900550	900550	Molluscs	"Malaysia, West coast of Peninsular"	W	56	BLC	Kerang	"Cockles, wild, flesh, raw"	r	Anadara granosa	Blood cockle	Anadara granosa		"length and weight: 2-5cm, 10-20g"	3		2011	fi88	15.99			1.93											
900551	900551	Finfish	"Unknown (samples from local fish market, Istanbul)"	W	36	BON		"Atlantic bonito, wild, muscle tissue, raw"	r	Sarda sarda	Atlantic bonito	Sarda sarda	Dec-06			"mineral tr= <0.001 mg/kg FW; all mineral values in brackets: the authors state explicitely that vlaues are expressed as mg/kg fresh weight; however, values seem in many cases very high compared to reference data and no explanation is provided;"	2010	fi89	19.3			13.56			[12.1587]	[2.245]			[0.5549]	[9.7]	[0.3]	[3.8]	[20.9]
900552	900552	Finfish	"Unknown (samples from local fish market, Istanbul)"	W	36	BON		"Atlantic bonito, wild, muscle tissue, raw"	r	Sarda sarda	Atlantic bonito	Sarda sarda	Jan-07			"mineral tr= <0.001 mg/kg FW; all mineral values in brackets: the authors state explicitely that vlaues are expressed as mg/kg fresh weight; however, values seem in many cases very high compared to reference data and no explanation is provided;"	2010	fi89	18.99			5.69			[63.7671]	[7.9709]			[1.7805]	[89]	[0.8]	[57.2]	[12.2]
