seanuts_id2,species_name,log_concentration,log_length,bulk_trophic_level,feeding_mode,feeding_level,reference,abs_lat
790,Mystus vittatus,2.7485521444115397,3.044522437723423,3.97,variable,mainly animals (troph. 2.8 and up),"Kamal D., Khan A.N., Rahman M.A., Ahamed F. Biochemical composition of some small indigenous fresh water fishes from the River Mouri, Khulna, Bangladesh (2007) Pakistan Journal of Biological Sciences, 10(9), 1559-1561",22.816667
264,Patagonotothen ramsayi,2.831447079246135,3.784189633918261,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",51.796253
896,Patagonotothen ramsayi,2.6361960973342264,3.784189633918261,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",51.796253
897,Patagonotothen ramsayi,2.8875901149342877,3.784189633918261,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",51.796253
898,Patagonotothen ramsayi,2.8859174075467844,3.784189633918261,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",51.796253
899,Patagonotothen ramsayi,2.8936995479888394,3.784189633918261,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",51.796253
937,Piaractus mesopotamicus,2.9444389791664403,3.7013019741124933,2,other,mainly plants/detritus (troph. 2-2.19),"Tanamati A., Stevanato F.B., Visentainer J.E.L., Matsushita M., de Souza N.E., Visentainer J.V. (2009). Fatty acid composition in wild and cultivated pacu and pintado fish. Eur. J. Lipid Sci. Technol. 111:183-187",16.837027
60,Portunus pelagicus,2.9856819377004897,2.9014215940827497,3.58,variable,mainly animals (troph. 2.8 and up),"Musaiger A.O., Al-Rumaidh M.J. (2005). Proximate and mineral composition of crab meat consumed in Bahrain. International Journal of Food Sciences and Nutrition 56(4): 231-235",26.0667
61,Portunus pelagicus,2.9856819377004897,2.9014215940827497,3.58,variable,mainly animals (troph. 2.8 and up),"Musaiger A.O., Al-Rumaidh M.J. (2005). Proximate and mineral composition of crab meat consumed in Bahrain. International Journal of Food Sciences and Nutrition 56(4): 231-235",26.0667
976,Pseudoplatystoma corruscans,2.995732273553991,5.111987788356544,4.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Tanamati A., Stevanato F.B., Visentainer J.E.L., Matsushita M., de Souza N.E., Visentainer J.V. (2009). Fatty acid composition in wild and cultivated pacu and pintado fish. Eur. J. Lipid Sci. Technol. 111:183-187",16.837027
68,Sander lucioperca,2.9069010598473755,4.605170185988092,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Öksüz A., Küçükgülmez A., Diler A., Celik M., Koyuncu E. (2009). Research note: A comparison of the chemical composition of zander (Sander lucioperca) living in different lakes in Turkey. Journal of Muscle Foods 20: 420-427",37.866667
73,Sander lucioperca,2.8752581200861167,4.605170185988092,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Öksüz A., Küçükgülmez A., Diler A., Celik M., Koyuncu E. (2009). Research note: A comparison of the chemical composition of zander (Sander lucioperca) living in different lakes in Turkey. Journal of Muscle Foods 20: 420-427",37
291,Albatrossia pectoralis,-2.7794593268818546,5.3471075307174685,3.86,variable,mainly animals (troph. 2.8 and up),"Oliveira A.C.M., Bechtel P.J. (2005). Lipid analysis of fillets from giant grenadier (Albatrossia pectoralis), arrow-tooth flounder (Atheresthes stomias), pacivic cod (Gadus macrocephalus) and walleye pollock (Theragra chalcogramma). Journal of Muscle Foods 17:20-33",57.79
292,Alectis alexandrina,-1.4443856485393578,4.248495242049359,3.6,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",37.370157
295,Alosa alosa,1.2384703832320927,4.219507705176107,3.62,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342",42.163403
312,Anabas testudineus,-1.0146117828052756,3.2188758248682006,2.76,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",15.116386
313,Anabas testudineus,-1.0943674228724198,3.2188758248682006,2.76,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",15.190255
314,Anabas testudineus,-1.5378599265698234,3.2188758248682006,2.76,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",14.761942
1964,Anabas testudineus,0.6418538861723947,3.2188758248682006,2.76,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",23.81
317,Anarhichas lupus,-0.6670055285783336,5.0106352940962555,3.73,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",63.968654
318,Anarhichas lupus,-0.9907410772462837,5.0106352940962555,3.73,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",63.968654
319,Anarhichas lupus,-0.9644320384721984,5.0106352940962555,3.73,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",63.968654
324,Anguilla rostrata,-0.1206772197697196,5.0238805208462765,3.62,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Otwell W.S., Rickards W.L. (1981/1982). Cultured and wild American eels, Anguilla rostrata: fat content and fatty acid composition. Aquaculture 26: 67-76",35.131275
325,Anoplopoma fimbria,0.09531017980432493,4.584967478670572,4.11,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Wander R.C., Patton B.D. (1991) Lipids and fatty acids of three species of Northeast Pacific finfish harvested in summer. Journal of Food Composition and Analysis, 4, 128-135",45.9053
218,Aphanopus carbo,-1.4490211910281956,4.700480365792417,4.48,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Bandarra N.M., Batista I., Nunes M.L. (2009). Chemical composition and nutritional value of raw and cooked black scabbardfish (Aphanopus carbo). Scientia Marina 73(S2): 105-113",38.444217
234,Aphanopus carbo,-1.5691531021714764,4.700480365792417,4.48,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Bandarra N.M., Batista I., Nunes M.L. (2009). Chemical composition and nutritional value of raw and cooked black scabbardfish (Aphanopus carbo). Scientia Marina 73(S2): 105-113",38.444217
327,Ariomma bondi,1.0140874286404173,3.4011973816621555,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",25.304304
328,Ariomma bondi,0.8856381861131776,3.4011973816621555,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",25.304304
353,Atheresthes stomias,-0.15857829576838112,4.23410650459726,4.010000229,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Oliveira A.C.M., Bechtel P.J. (2005). Lipid analysis of fillets from giant grenadier (Albatrossia pectoralis), arrow-tooth flounder (Atheresthes stomias), pacivic cod (Gadus macrocephalus) and walleye pollock (Theragra chalcogramma). Journal of Muscle Foods 17:20-33",57.79
354,Atherina boyeri,0.4047802870050448,2.995732273553991,3.22,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),"Bouriga N., Selmi S., Faure E., Trabelsi M. (2010). Biochemical composition of three Tunisian silverside (fish) populations caught in open sea, lagoon and island coasts. African Journal of Biotechnology 9(26): 4114-4119",37.266667
1557,Atherina boyeri,-1.0483347740101514,2.995732273553991,3.22,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",39.074208
364,Bagrus docmak,0.8661287972577184,4.844187086458591,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",0.033333
365,Bagrus docmak,-2.0402208285265546,4.844187086458591,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",0.755775
366,Bagrus docmak,-2.0365353206693784,4.844187086458591,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",1.504705
368,Balistes capriscus,-2.29496495016902,4.034240638152395,3.45,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",37.370157
370,Belone belone,1.2995265684611887,4.48863636973214,4.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342",42.163403
375,Boops boops,-0.11136964547921986,3.4011973816621555,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",38.963745
376,Boops boops,-1.566885256372847,3.4011973816621555,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",39.019184
1559,Boops boops,-1.4065574376065304,3.4011973816621555,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",39.074208
377,Bothus podas,-1.8580758193674987,3.8066624897703196,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",37.370157
386,Caranx crysos,0.7438312777245429,4.248495242049359,3.63,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",37.370157
1370,Caranx crysos,-1.319271428689399,4.248495242049359,3.63,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",19.432608
389,Carcharhinus limbatus,-2.0402208285265546,5.420534999272286,4.46,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Lytle J.S., Lytle T.F. (1994). Fatty acid and cholesterol content of sharks and rays. Journal of Food Composition and Analysis 7: 110-118",25.304304
392,Centrophorus squamosus,-0.8584328917176066,5.099866427824199,4.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",57.596278
393,Centroscyllium fabricii,-1.251182867512697,4.406719247264253,4.13,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",57.596278
394,Centroscymnus coelolepis,-1.0303491453680196,4.787491742782046,4.19,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",57.596278
80,Channa striata,-2.5924348465030644,4.605170185988092,3.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",14.903036
415,Channa striata,-1.0206593174351222,4.605170185988092,3.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",15.116386
416,Channa striata,-0.9576926549371323,4.605170185988092,3.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",15.190255
417,Channa striata,-0.9679156022795898,4.605170185988092,3.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",15.072255
421,Chelidonichthys lucerna,-0.9046565521637924,4.31748811353631,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Küçükgülmez A., Celik M., Ersoy B., Yanar Y. (2010). Effects of season on proximate and fatty acid composition of two mediterranean fish - the round herring (Etrumeus teres) and tub gurnard (Chelidonichthys lucernus). International Journal of Food Science and Technology 45: 1056-1060",39.53794
422,Chelidonichthys lucerna,-3.1080079326877166,4.31748811353631,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Küçükgülmez A., Celik M., Ersoy B., Yanar Y. (2010). Effects of season on proximate and fatty acid composition of two mediterranean fish - the round herring (Etrumeus teres) and tub gurnard (Chelidonichthys lucernus). International Journal of Food Science and Technology 45: 1056-1060",39.53794
423,Chelidonichthys lucerna,-3.0461686720238417,4.31748811353631,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Küçükgülmez A., Celik M., Ersoy B., Yanar Y. (2010). Effects of season on proximate and fatty acid composition of two mediterranean fish - the round herring (Etrumeus teres) and tub gurnard (Chelidonichthys lucernus). International Journal of Food Science and Technology 45: 1056-1060",39.53794
1291,Chelidonichthys lucerna,-1.0052631850627936,4.31748811353631,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",38.963745
424,Chelon labrosus,-1.2278794307177359,4.5217885770490405,2.59,browsing on substrate,plants/detritus+animals (troph. 2.2-2.79),"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",37.370157
44,Clarias batrachus,-0.5282566654956701,3.8501476017100584,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",14.903036
435,Clarias gariepinus,-1.9998173831242239,5.135798437050262,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",1.504705
436,Clarias gariepinus,-1.7282214484240672,5.135798437050262,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",1.433393
437,Clarias gariepinus,0.5567869505451432,5.135798437050262,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",0.033333
438,Clarias gariepinus,-0.413021949244514,5.135798437050262,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",37
446,Clarias macrocephalus,-1.0481363633356509,4.787491742782046,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",15.116386
447,Clarias macrocephalus,-0.9321696700660639,4.787491742782046,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",15.072255
448,Clarias macrocephalus,-1.1262366439192946,4.787491742782046,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",14.761942
270,Coregonus clupeaformis,-0.35667494393873245,4.605170185988092,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",54.866667
280,Coregonus clupeaformis,-2.5257286443082556,4.605170185988092,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",54.758294
281,Coregonus clupeaformis,0.09531017980432493,4.605170185988092,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",52.636704
161,Coregonus lavaretus,-0.5839188276379168,3.8918202981106265,3.1500000950000002,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Orban E., Masci M., Nevigato T., Di Lena G., Casini I., Caproni R., Gambelli L., De Angelis P., Rampacci M. (2006). Nutritional quality and safety of whitefish (Coregonus lavaretus) from Italian lakes. Journal of Food Composition and Analysis 19: 737-746",42.606001
164,Coregonus lavaretus,-0.1270046241068097,3.8918202981106265,3.1500000950000002,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Orban E., Masci M., Nevigato T., Di Lena G., Casini I., Caproni R., Gambelli L., De Angelis P., Rampacci M. (2006). Nutritional quality and safety of whitefish (Coregonus lavaretus) from Italian lakes. Journal of Food Composition and Analysis 19: 737-746",42.119525
175,Coregonus lavaretus,-0.01737362620930739,3.8918202981106265,3.1500000950000002,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Orban E., Masci M., Nevigato T., Di Lena G., Casini I., Caproni R., Gambelli L., De Angelis P., Rampacci M. (2006). Nutritional quality and safety of whitefish (Coregonus lavaretus) from Italian lakes. Journal of Food Composition and Analysis 19: 737-746",42.260357
489,Cyclopterus lumpus,1.7440070864771582,4.110873864173311,3.64,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",63.968654
490,Cyclopterus lumpus,1.417860863329956,4.110873864173311,3.64,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",63.968654
491,Cyclopterus lumpus,1.4776147805866675,4.110873864173311,3.64,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",63.968654
