taxize_name,scientific_name,asfis_scientific_name,genus_species,obs_id,submitted_name,subgroup,common_name,body_part,food_name_in_english,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id,nutrient,concentration,dri_per
Paralithodes camtschaticus,Paralithodes camschatica,Paralithodes camtschaticus,Paralithodes camtschaticus,af555,Paralithodes camtschaticus,Crustacean,Red king crab,NA,"King crab, edible flesh (leg), raw",fi195,"USA, Kodiak Islands",NA,NA,1976,0901859,protein,13.5,27
Paralithodes camtschaticus,Paralithodes camschatica,Paralithodes camtschaticus,Paralithodes camtschaticus,af556,Paralithodes camtschaticus,Crustacean,Red king crab,NA,"King crab, edible flesh (composite), raw",fi195,"USA, Kodiak Islands",NA,NA,1976,0901860,protein,18.2,36.4
Stichopus californicus,Stichopus californicus,Holothurioidea,Holothurioidea,af557,Holothurioidea,Mollusc,Sea cucumbers nei,NA,"Red sea cucumber, edible flesh, raw",fi195,"USA, SE Alaska",NA,NA,1976,0901861,protein,10.6,21.2
Squalus acanthias,Squalus acanthias,Squalus acanthias,Squalus acanthias,af558,Squalus acanthias,Finfish,Picked dogfish,muscle_skinless,"Spiny dogfish, skinless muscle flesh, raw",fi195,"Canada, Straits of Juan de Fuca",NA,NA,1976,0901862,protein,17.4,34.8
Squalus acanthias,Squalus acanthias,Squalus acanthias,Squalus acanthias,af559,Squalus acanthias,Finfish,Picked dogfish,whole,"Spiny dogfish, whole, raw",fi195,"USA, Lower Puget Sound, Washington",NA,NA,1976,0901863,protein,16.3,32.6
Thaleichthys pacificus,Thaleichthys pacificus,Thaleichthys pacificus,Thaleichthys pacificus,af560,Thaleichthys pacificus,Finfish,Eulachon,muscle_skinless,"Eulachon, skinless muscle flesh, raw",fi195,"USA, Colorado River",NA,NA,1976,0901864,protein,14.6,29.2
Atheresthes stomias,Atheresthes stomias,Atheresthes stomias,Atheresthes stomias,af561,Atheresthes stomias,Finfish,Arrow-tooth flounder,muscle_skinless,"Arrowtooth flounder, skinless muscle flesh, raw",fi195,"USA, SE Alaska/Washington/Oregon",NA,NA,1976,0901865,protein,17.7,35.4
Platichthys stellatus,Platichthys stellatus,Platichthys stellatus,Platichthys stellatus,af562,Platichthys stellatus,Finfish,Starry flounder,muscle_skinless,"Starry flounder, skinless muscle flesh, raw",fi195,"USA, SE Alaska/Washington/Oregon/Puget Sound",NA,NA,1976,0901866,protein,17.3,34.6
Panopea generosa,Panope generosa,Bivalvia/Hiatellidae,Bivalvia/Hiatellidae,af563,NA,Mollusc,"Clams, etc. nei",NA,"Geoduck, syphon, raw",fi195,"USA, SE Alaska",NA,NA,1976,0901867,protein,15.9,31.8
Panopea generosa,Panope generosa,Bivalvia/Hiatellidae,Bivalvia/Hiatellidae,af564,NA,Mollusc,NA,NA,"Geoduck, edible muscle flesh (body), raw",fi195,"USA, SE Alaska",NA,NA,1976,0901868,protein,15,30
Hippoglossus stenolepis,Hippoglossus stenolepis,Hippoglossus stenolepis,Hippoglossus stenolepis,af565,Hippoglossus stenolepis,Finfish,Pacific halibut,muscle_skinless,"Pacific halibut, skinless muscle flesh, raw",fi195,"USA, Oregon/Washington/Alaska",NA,NA,1976,0901869,protein,20.7,41.4
Clupea pallasii,Clupea harengus pallasi,Clupea pallasii,Clupea pallasii,af566,Clupea pallasii,Finfish,Atlantic herring,muscle_skinless,"Pacific herring, skinless muscle flesh, raw",fi195,"USA, British Colombia/Puget Sound",NA,NA,1976,0901870,protein,16,32
Clupea harengus,Clupea harengus pallasi,Clupea harengus,Clupea harengus,af567,Clupea harengus,Finfish,Atlantic herring,whole,"Pacific herring, whole, raw",fi195,"USA, Kodiak/SE Alaska/British Colombia",NA,NA,1976,0901871,protein,16.4,32.8
Octopus hongkongensis,Paroctopus hongkongensis,Octopodidae,Octopodidae,af568,Octopodidae,Mollusc,"Octopuses, etc. nei",NA,"Octopus, edible flesh, raw",fi195,"USA, SE Alaska",NA,NA,1976,0901872,protein,13.2,26.400000000000002
Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,af569,Crassostrea gigas,Mollusc,Pacific cupped oyster,NA,"Japanese oyster, edible flesh, raw",fi195,"USA, Alaska",NA,NA,1976,0901873,protein,10.4,20.8
Ostrea lurida,Ostrea lurida,Ostrea lurida,Ostrea lurida,af570,Ostrea lurida,Mollusc,Yaquina oyster,NA,"Native oyster, edible flesh, raw",fi195,"USA, SE Alaska",NA,NA,1976,0901874,protein,10.6,21.2
Theragra chalcogramma,Theragra chalcogramma,Theragra chalcogramma,Theragra chalcogramma,af571,Theragra chalcogramma,Finfish,Alaska pollock(=Walleye poll.),muscle_skinless,"Walleye pollock, skinless fillet, raw",fi195,"USA, Bering Sea/NE Pacific Ocean of Alaska",NA,NA,1976,0901875,protein,18.9,37.8
Hydrolagus colliei,Hydrolagus colliei,Hydrolagus colliei,Hydrolagus colliei,af572,Hydrolagus colliei,Finfish,Spotted ratfish,muscle_skinless,"Ratfish, skinless fillet, raw",fi195,"USA, SE Alaska",NA,NA,1976,0901876,protein,15.1,30.2
Sebastes melanops,Sebastes melanops,Sebastes melanops,Sebastes melanops,af573,Sebastes melanops,Finfish,Black rockfish,muscle_skinless,"Black rockfish, skinless fillet, raw",fi195,"USA, SE Alaska",NA,NA,1976,0901877,protein,18.7,37.4
Sebastes crameri,Sebastes crameri,Sebastes crameri,Sebastes crameri,af574,Sebastes crameri,Finfish,Darkblotched rockfish,muscle_skinless,"Darkblotched rockfish, skinless fillet, raw",fi195,"USA, SE Alaska",NA,NA,1976,0901878,protein,19.8,39.6
Sebastes aleutianus,Sebastes aleutianus,Sebastes aleutianus,Sebastes aleutianus,af575,Sebastes aleutianus,Finfish,Rougheye rockfish,muscle_skinless,"Rougheye rockfish, skinless fillet, raw",fi195,"USA, SE Alaska",NA,NA,1976,0901879,protein,19.3,38.6
Sebastes paucispinis,Sebastes paucispinis,Sebastes paucispinis,Sebastes paucispinis,af576,Sebastes paucispinis,Finfish,Bocaccio rockfish,muscle_skinless,"Bocaccio rockfish, skinless fillet, raw",fi195,"USA, Washington",NA,NA,1976,0901880,protein,18.6,37.2
Sebastes goodei,Sebastes goodei,Sebastes goodei,Sebastes goodei,af577,Sebastes goodei,Finfish,Chilipepper rockfish,muscle_skinless,"Chilipepper rockfish, skinless fillet, raw",fi195,"USA, N California",NA,NA,1976,0901881,protein,20.8,41.6
Sebastes rubrivinctus,Sebastes rubrivincuts,Sebastes spp,Sebastes spp,af578,Sebastes spp,Finfish,Atlantic redfishes nei,muscle_skinless,"Flag rockfish, skinless fillet, raw",fi195,"USA, Washington",NA,NA,1976,0901882,protein,18.2,36.4
Sebastes elongatus,Sebastes elongatus,Sebastes elongatus,Sebastes elongatus,af579,Sebastes elongatus,Finfish,Greenstriped rockfish,muscle_skinless,"Greenstriped rockfish, skinless fillet, raw",fi195,"USA, Washington/Oregon",NA,NA,1976,0901883,protein,20.3,40.6
Sebastolobus alascanus,Sebastes alascanus,Sebastes spp,Sebastes spp,af580,Sebastes spp,Finfish,Atlantic redfishes nei,muscle_skinless,"Shortspine thornyhead rockfish, skinless fillet, raw",fi195,"USA, Washington/Oregon",NA,NA,1976,0901884,protein,17.3,34.6
Sebastes pinniger,Sebastes pinninger,Sebastes pinniger,Sebastes pinniger,af581,Sebastes pinniger,Finfish,Canary rockfish,muscle_skinless,"Canary rockfish, skinless fillet, raw",fi195,"USA, SE Alaska/Washington/Oregon",NA,NA,1976,0901885,protein,18.7,37.4
Sebastes alutus,Sebastes alutus,Sebastes alutus,Sebastes alutus,af582,Sebastes alutus,Finfish,Pacific ocean perch,muscle_skinless,"Pacific ocean perch, skinless fillet, raw",fi195,"USA, Washington/Oregon/N Carolina",NA,NA,1976,0901886,protein,19,38
Sebastes ruberrimus,Sebastes ruberrimus,Sebastes ruberrimus,Sebastes ruberrimus,af583,Sebastes ruberrimus,Finfish,Yelloweye rockfish,muscle_skinless,"Yelloweye rockfish, skinless fillet, raw",fi195,"USA, SE Alaska/Washington",NA,NA,1976,0901887,protein,17.2,34.4
Sebastes rosaceus,Sebastes rosaceus,Sebastes rosaceus,Sebastes rosaceus,af584,Sebastes rosaceus,Finfish,Rosy rockfish,muscle_skinless,"Rosy rockfish, skinless fillet, raw",fi195,"USA, Washington",NA,NA,1976,0901888,protein,19.3,38.6
Sebastes flavidus,Sebastes flavidus,Sebastes flavidus,Sebastes flavidus,af585,Sebastes flavidus,Finfish,Yellowtail rockfish,muscle_skinless,"Yellowtail rockfish, skinless fillet, raw",fi195,"USA, Washington/Oregon",NA,NA,1976,0901889,protein,18.9,37.8
Sebastes entomelas,Sebastes entomelas,Sebastes entomelas,Sebastes entomelas,af586,Sebastes entomelas,Finfish,Widow rockfish,muscle_skinless,"Widow rockfish, skinless fillet, raw",fi195,"USA, SE Alaska",NA,NA,1976,0901890,protein,19.6,39.2
Anoplopoma fimbria,Anoplopoma fimbria,Anoplopoma fimbria,Anoplopoma fimbria,af587,Anoplopoma fimbria,Finfish,Sablefish,muscle_skinless,"Sablefish, skinless fillet, raw",fi195,"USA, SE Alaska/Washington/Oregon",NA,NA,1976,0901891,protein,13.8,27.6
Oncorhynchus keta,Oncorhynchus keta,Oncorhynchus keta,Oncorhynchus keta,af588,Oncorhynchus keta,Finfish,Chum(=Keta=Dog)salmon,muscle_skinless,"Chum salmon, skinless fillet, raw",fi195,"USA, Puget Sound",NA,NA,1976,0901892,protein,21.3,42.6
Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,af589,Oncorhynchus tshawytscha,Finfish,Chinook(=Spring=King)salmon,muscle_skinless,"Chinook salmon, skinless fillet, raw",fi195,"USA, Oregon/Washington/Alaska",NA,NA,1976,0901893,protein,19.5,39
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,af590,Oncorhynchus gorbuscha,Finfish,Pink(=Humpback)salmon,muscle_skinless,"Pink salmon, skinless fillet, raw",fi195,"USA, SE Alaska/Washington",NA,NA,1976,0901894,protein,19,38
Oncorhynchus kisutch,Oncorhynchus kisutch,Oncorhynchus kisutch,Oncorhynchus kisutch,af591,Oncorhynchus kisutch,Finfish,Coho(=Silver)salmon,muscle_skinless,"Coho salmon, skinless fillet, raw",fi195,"USA, Washington/Oregon/Puget Sound",NA,NA,1976,0901895,protein,21.7,43.4
Oncorhynchus nerka,Oncorhynchus nerka,Oncorhynchus nerka,Oncorhynchus nerka,af592,Oncorhynchus nerka,Finfish,Sockeye(=Red)salmon,muscle_skinless,"Sockeye salmon, skinless fillet, raw",fi195,"USA, British colombia/Washington/Colorado River/Oregon",NA,NA,1976,0901896,protein,21.3,42.6
Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,af593,Alosa sapidissima,Finfish,American shad,muscle_skinless,"American shad, skinless fillet, raw",fi195,"USA, Oregon/Washington/Alaska",NA,NA,1976,0901897,protein,18.8,37.6
Pandalus borealis,Pandalus borealis,Pandalus borealis,Pandalus borealis,af594,Pandalus borealis,Crustacean,Northern prawn,NA,"Pink shrimp, edible flesh, raw",fi195,"USA, SE Alaska/Washington",NA,NA,1976,0901898,protein,18.1,36.2
Raja,Raja sp.,Raja spp,Raja spp,af595,Raja spp,Finfish,Raja rays nei,muscle,"Skate, edible flesh, raw",fi195,USA,NA,NA,1976,0901899,protein,16.3,32.6
Microstomus pacificus,Microstomus pacificus,Microstomus pacificus,Microstomus pacificus,af596,Microstomus pacificus,Finfish,Dover sole,muscle_skinless,"Dover sole, skinless fillet, raw",fi195,"USA, Washington/Oregon/N California",NA,NA,1976,0901900,protein,16.8,33.6
Pleuronectes vetulus,Parophrys vetulus,Pleuronectes vetulus,Pleuronectes vetulus,af597,Pleuronectes vetulus,Finfish,English sole,muscle_skinless,"English sole, skinless fillet, raw",fi195,"USA, Bering Sea/British Colombia/Colorado/Washington/Oregon/Puget Sound",NA,NA,1976,0901901,protein,16.8,33.6
Hippoglossoides elassodon,Hippoglossoides elassodon,Hippoglossoides elassodon,Hippoglossoides elassodon,af598,Hippoglossoides elassodon,Finfish,Flathead sole,muscle_skinless,"Flathead sole, skinless fillet, raw",fi195,"USA, Bering Sea/British Colombia/Colorado/Washington/Oregon/Puget Sound",NA,NA,1976,0901902,protein,19.2,38.4
Eopsetta jordani,Eopsetta jordani,Eopsetta jordani,Eopsetta jordani,af599,Eopsetta jordani,Finfish,Petrale sole,muscle_skinless,"Petrale sole, skinless fillet, raw",fi195,"USA, Oregoon",NA,NA,1976,0901903,protein,17.6,35.2
Glyptocephalus zachirus,Glyptocephalus zaccirus,Glyptocephalus zachirus,Glyptocephalus zachirus,af600,Glyptocephalus zachirus,Finfish,Rex sole,muscle_skinless,"Rex sole, skinless fillet, raw",fi195,"USA, Washington/Oregon",NA,NA,1976,0901904,protein,16.7,33.4
Lepidopsetta bilineata,Lepidopsetta bilineata,Lepidopsetta bilineata,Lepidopsetta bilineata,af601,Lepidopsetta bilineata,Finfish,Rock sole,muscle_skinless,"Rock sole, skinless fillet, raw",fi195,"USA, Bering Sea/Puget Sound",NA,NA,1976,0901905,protein,19.2,38.4
Psettichthys melanostictus,Psettichthys melanostictus,Psettichthys melanostictus,Psettichthys melanostictus,af602,Psettichthys melanostictus,Finfish,Pacific sand sole,muscle_skinless,"Sand sole, , skinless fillet, raw",fi195,"USA, Puget Sound",NA,NA,1976,0901906,protein,16.1,32.2
Limanda aspera,Limanda aspera,Limanda aspera,Limanda aspera,af603,Limanda aspera,Finfish,Yellowfin sole,muscle_skinless,"Yellowfin sole, skinless fillet, raw",fi195,"USA, Bering Sea",NA,NA,1976,0901907,protein,17,34
Evasterias troschelii,Evasterias troschelii,Asteroidea,Asteroidea,af604,Asteroidea,Mollusc,Starfishes nei,NA,"Mottled starfish, edible flesh, raw",fi195,"USA, SE Alaska",NA,NA,1976,0901908,protein,11.8,23.6
Pisaster ochraceus,Pisaster ochraceus,Asteroidea,Asteroidea,af605,Asteroidea,Mollusc,Starfishes nei,NA,"Purple starfish, edible flesh, raw",fi195,"USA, SE Alaska",NA,NA,1976,0901909,protein,10,20
Pycnopodia helianthoides,Pycnopodia helianthoides,Asteroidea,Asteroidea,af606,Asteroidea,Mollusc,Starfishes nei,NA,"Sunflower starfish, edible flesh, raw",fi195,"USA, SE Alaska",NA,NA,1976,0901910,protein,5.7,11.4
Oncorhynchus clarki,Oncorhynchus clarki,Oncorhynchus clarki,Oncorhynchus clarki,af607,Oncorhynchus clarki,Finfish,Cutthroat trout,muscle_skinless,"Cutthroat trout, skinless fillet, raw",fi195,"USA, Prince of Wales Islands",NA,NA,1976,0901911,protein,19.9,39.8
Salvelinus malma,Salvelinus malma,Salvelinus malma,Salvelinus malma,af608,Salvelinus malma,Finfish,Dolly varden,muscle_skinless,"Dolly varden trout, skinless fillet,r aw",fi195,"USA, Bristol Bay, Prince of Wales Islands",NA,NA,1976,0901912,protein,19.8,39.6
Oncorhynchus mykiss,Salmo gairdneri,Oncorhynchus mykiss,Oncorhynchus mykiss,af609,Oncorhynchus mykiss,Finfish,Rainbow trout,muscle_skinless,"Steelhead trout, skinless fillet, raw",fi195,"USA, SE Alaska",NA,NA,1976,0901913,protein,21.1,42.2
Thunnus alalunga,Thunnus alalunga,Thunnus alalunga,Thunnus alalunga,af610,Thunnus alalunga,Finfish,Albacore,muscle,"Albacore tuna, light meat, raw",fi195,"USA, Washington/Oregon",NA,NA,1976,0901914,protein,25,50
Thunnus alalunga,Thunnus alalunga,Thunnus alalunga,Thunnus alalunga,af611,Thunnus alalunga,Finfish,Albacore,muscle,"Albacore tuna, dark meat, raw",fi195,"USA, Washington/Oregon",NA,NA,1976,0901915,protein,22.8,45.6
Oreochromis mossambicus,Oreochromis mossambicus,Oreochromis mossambicus,Oreochromis mossambicus,af63,Oreochromis mossambicus,Finfish,Mozambique tilapia,muscle,"Tilapia, wild, boneless flesh, raw",fi24,"Sri Lanka, Ibbagamuwa, Bathalagoda tank",NA,NA,1996,0901367,protein,17.8,35.6
Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,af639,Crassostrea gigas,Mollusc,Pacific cupped oyster,NA,"Pacific oyster, farmed, edible meat, raw",fi174,"Ireland, Cork Habour",Mar,proximates expressed per DM - conversion to FW; FA converted using XFA,1999,0901943,protein,11.0767,22.1534
Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,af640,Crassostrea gigas,Mollusc,Pacific cupped oyster,NA,"Pacific oyster, farmed, edible meat, raw",fi174,"Ireland, Cork Habour",Apr,proximates expressed per DM - conversion to FW; FA converted using XFA,1999,0901944,protein,10.8262,21.6524
Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,af641,Crassostrea gigas,Mollusc,Pacific cupped oyster,NA,"Pacific oyster, farmed, edible meat, raw",fi174,"Ireland, Cork Habour",May,proximates expressed per DM - conversion to FW; FA converted using XFA,1999,0901945,protein,10.166,20.332
Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,af642,Crassostrea gigas,Mollusc,Pacific cupped oyster,NA,"Pacific oyster, farmed, edible meat, raw",fi174,"Ireland, Cork Habour",Jun,proximates expressed per DM - conversion to FW; FA converted using XFA,1999,0901946,protein,10.5315,21.063
Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,af643,Crassostrea gigas,Mollusc,Pacific cupped oyster,NA,"Pacific oyster, farmed, edible meat, raw",fi174,"Ireland, Cork Habour",Jul,proximates expressed per DM - conversion to FW; FA converted using XFA,1999,0901947,protein,12.7946,25.5892
Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,af644,Crassostrea gigas,Mollusc,Pacific cupped oyster,NA,"Pacific oyster, farmed, edible meat, raw",fi174,"Ireland, Cork Habour",Aug,proximates expressed per DM - conversion to FW; FA converted using XFA,1999,0901948,protein,14.337,28.674
Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,af646,Crassostrea gigas,Mollusc,Pacific cupped oyster,NA,"Pacific oyster, farmed, edible meat, raw",fi174,"Ireland, Cork Habour",Oct,proximates expressed per DM - conversion to FW; FA converted using XFA,1999,0901950,protein,12.3,24.6
Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,af649,Crassostrea gigas,Mollusc,Pacific cupped oyster,NA,"Pacific oyster, farmed, edible meat, raw",fi174,"Ireland, Cork Habour",Jan,proximates expressed per DM - conversion to FW; FA converted using XFA,1999,0901953,protein,9.9425,19.885
Glossogobius giuris,Glossogobius giurias,Glossogobius giurias,Glossogobius giurias,af65,Glossogobius giurias,Finfish,Tank goby,muscle,"Goby, wild, boneless flesh, raw",fi24,"Sri Lanka, Ibbagamuwa, Bathalagoda tank",NA,NA,1996,0901369,protein,12.9,25.8
Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,af650,Crassostrea gigas,Mollusc,Pacific cupped oyster,NA,"Pacific oyster, farmed, edible meat, raw",fi174,"Ireland, Cork Habour",Feb,proximates expressed per DM - conversion to FW; FA converted using XFA,1999,0901954,protein,10.1015,20.203
Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,Crassostrea gigas,af651,Crassostrea gigas,Mollusc,Pacific cupped oyster,NA,"Pacific oyster, farmed, edible meat, raw",fi174,"Ireland, Cork Habour",Mar,proximates expressed per DM - conversion to FW; FA converted using XFA,1999,0901955,protein,10.8984,21.7968
Loligo opalescens,Loligo opalescens,Loligo opalescens,Loligo opalescens,af675,Loligo opalescens,Mollusc,Opalescent inshore squid,NA,"California squid, edible muscle, frozen",fi177,"USA, CA coast","Summer, fall",FAT- (analyzed according to AOAC 1975),1990,0901979,protein,15.3,30.599999999999998
Placopecten magellanicus,Aquapecten grandis,Pectinidae,Pectinidae,af676,Pectinidae,Mollusc,Scallops nei,NA,"Sea scallop, edible muscle, raw",fi177,"USA, MA coast","Spring, winter",FAT- (analyzed according to AOAC 1975),1990,0901980,protein,10.6,21.2
Argopecten irradians,Argopecten irradians,Argopecten irradians,Argopecten irradians,af677,Argopecten irradians,Mollusc,Atlantic bay scallop,NA,"Bay scallop, edible muscle, raw",fi177,"USA, FL, Gulf of Mexico","Spring, winter",FAT- (analyzed according to AOAC 1975),1990,0901981,protein,15.9,31.8
Octopus vulgaris,Octopus vulgaris,Octopus vulgaris,Octopus vulgaris,af680,Octopus vulgaris,Mollusc,Common octopus,NA,"Octopus, wild, juvenile, arms, raw",fi178,"Italy, Ionian Sea, coastal waters of Gulf of Taranto",NA,"PRO- (analyzed according to Bradford 1976), CHO- (phenol-sulphuric acid method, Dubois et al. 1956); FA converted using XFA",2010,0901984,protein,10.2,20.4
Ruditapes decussatus,Ruditapes decussatus,Ruditapes decussatus,Ruditapes decussatus,af699,Ruditapes decussatus,Mollusc,Grooved carpet shell,NA,"Grooved carpet shell clam, farmed, raw",fi181,"Portugal, Ria Famosa",Jan 2006,CHO- (CHO analysed according to Dubois 1956),2011,0902003,protein,6.67,13.34
Maja brachydactyla,Maja brachydactyla,Brachyura,Brachyura,af724,Brachyura,Crustacean,Marine crabs nei,NA,"Atlantic spider crab, edible tissue, muscle from claws and walking legs, raw",fi188,"UK, Scottish coast, English Channel",NA,FA converted using XFA,2010,0902028,protein,15.7,31.4
Chamelea gallina,Chamelea gallina,Chamelea gallina,Chamelea gallina,af739,Chamelea gallina,Mollusc,Striped venus,NA,"Venerid clam, flesh meat, raw",fi192,"Turkey, Kumbag, Marmara Sea","Winter (Dec, Jan, Feb) 2005, 2006",PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973),2009,0902043,protein,7.36,14.719999999999999
Chamelea gallina,Chamelea gallina,Chamelea gallina,Chamelea gallina,af740,Chamelea gallina,Mollusc,Striped venus,NA,"Venerid clam, flesh meat, raw",fi192,"Turkey, Kumbag, Marmara Sea","Spring (Mar, Apr, May) 2006",PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973),2009,0902044,protein,8.99,17.98
Chamelea gallina,Chamelea gallina,Chamelea gallina,Chamelea gallina,af741,Chamelea gallina,Mollusc,Striped venus,NA,"Venerid clam, flesh meat, raw",fi192,"Turkey, Kumbag, Marmara Sea","Summer (Jun, Jul, Aug) 2006",PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973),2009,0902045,protein,7.45,14.899999999999999
Chamelea gallina,Chamelea gallina,Chamelea gallina,Chamelea gallina,af742,Chamelea gallina,Mollusc,Striped venus,NA,"Venerid clam, flesh meat, raw",fi192,"Turkey, Kumbag, Marmara Sea","Autumn (Sep, Oct, Nov) 2006",PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973),2009,0902046,protein,6.86,13.720000000000002
Donax trunculus,Donax trunculus,Donax trunculus,Donax trunculus,af743,Donax trunculus,Mollusc,Truncate donax,NA,"Wedge clam, flesh meat, raw",fi192,"Turkey, Kumbag, Marmara Sea","Winter (Dec, Jan, Feb) 2005, 2006",PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973),2009,0902047,protein,8.4,16.8
Donax trunculus,Donax trunculus,Donax trunculus,Donax trunculus,af744,Donax trunculus,Mollusc,Truncate donax,NA,"Wedge clam, flesh meat, raw",fi192,"Turkey, Kumbag, Marmara Sea","Spring (Mar, Apr, May) 2006",PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973),2009,0902048,protein,10.61,21.22
Donax trunculus,Donax trunculus,Donax trunculus,Donax trunculus,af745,Donax trunculus,Mollusc,Truncate donax,NA,"Wedge clam, flesh meat, raw",fi192,"Turkey, Kumbag, Marmara Sea","Summer (Jun, Jul, Aug) 2006",PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973),2009,0902049,protein,8.21,16.42
Donax trunculus,Donax trunculus,Donax trunculus,Donax trunculus,af746,Donax trunculus,Mollusc,Truncate donax,NA,"Wedge clam, flesh meat, raw",fi192,"Turkey, Kumbag, Marmara Sea","Autumn (Sep, Oct, Nov) 2006",PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973),2009,0902050,protein,8.12,16.24
Ommastrephes bartrami,Ommastrephes bartrami,Ommastrephes bartrami,Ommastrephes bartrami,af747,Ommastrephes bartrami,Mollusc,Neon flying squid,NA,"Neon flying squid, mantle meat, raw",fi194,Unknown,NA,Proximates expressed per DM - conversion to FW,2007,0902051,protein,20.0568,40.1136
Dosidicus gigas,Dosidicus gigas,Dosidicus gigas,Dosidicus gigas,af749,Dosidicus gigas,Mollusc,Jumbo flying squid,NA,"Jumbo squid, mantle meat, raw",fi194,Unknown,NA,Proximates expressed per DM - conversion to FW,2007,0902053,protein,12.278,24.556
Ucides cordatus,Ucides cordatus,Ucides cordatus,Ucides cordatus,af756,Ucides cordatus,Crustacean,Ghost crab,NA,"Crab, claw meat, raw",fi203,"Brazil, Ceará, Camocim",NA,minerals expressed per DM - conversion to FW,2007,0902060,protein,13.37,26.74
Perna perna,Perna perna,Perna perna,Perna perna,af777,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",fi223,"Brazil, São Paulo state, Ubatuba",Jan,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902081,protein,21.2,42.4
Perna perna,Perna perna,Perna perna,Perna perna,af778,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",fi223,"Brazil, São Paulo state, Ubatuba",Feb,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902082,protein,19.1,38.2
Perna perna,Perna perna,Perna perna,Perna perna,af779,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",fi223,"Brazil, São Paulo state, Ubatuba",Mar,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902083,protein,19.4,38.8
Perna perna,Perna perna,Perna perna,Perna perna,af780,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",fi223,"Brazil, São Paulo state, Ubatuba",Apr,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902084,protein,19.6,39.2
Perna perna,Perna perna,Perna perna,Perna perna,af781,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",fi223,"Brazil, São Paulo state, Ubatuba",May,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902085,protein,20.5,41
Perna perna,Perna perna,Perna perna,Perna perna,af782,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",fi223,"Brazil, São Paulo state, Ubatuba",Jun,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902086,protein,21.6,43.2
Perna perna,Perna perna,Perna perna,Perna perna,af783,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",fi223,"Brazil, São Paulo state, Ubatuba",Jul,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902087,protein,19.7,39.4
Perna perna,Perna perna,Perna perna,Perna perna,af784,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",fi223,"Brazil, São Paulo state, Ubatuba",Aug,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902088,protein,20.7,41.4
Perna perna,Perna perna,Perna perna,Perna perna,af785,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",fi223,"Brazil, São Paulo state, Ubatuba",Sep,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902089,protein,20.8,41.6
