taxize_name,scientific_name,asfis_scientific_name,genus_species,obs_id,submitted_name,subgroup,common_name,body_part,food_name_in_english,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id,nutrient,concentration,dri_per
Ictalurus punctatus,NA,NA,Ictalurus punctatus,c356,Ictalurus punctatus,Finfish,Channel Catfish,muscle,"Channel Catfish, muscle",27,NA,NA,NA,NA,NA,zinc,0.83,7.545454545454546
Melanogrammus aeglefinus,NA,NA,Melanogrammus aeglefinus,c411,Melanogrammus aeglefinus,Finfish,Haddock,muscle,"Haddock, muscle",27,NA,NA,NA,NA,NA,zinc,0.788,7.163636363636364
Micropogonias undulatus,NA,NA,Micropogonias undulatus,c451,Micropogonias undulatus,Finfish,Atlantic Croaker,muscle,"Atlantic Croaker, muscle",65,NA,NA,NA,NA,NA,zinc,0.371,3.3727272727272726
Morone saxatilis,NA,NA,Morone saxatilis,c466,Morone saxatilis,Finfish,Striped Bass,muscle,"Striped Bass, muscle",27,NA,NA,NA,NA,NA,zinc,0.27,2.4545454545454546
Anguilla rostrata,NA,NA,Anguilla rostrata,c47,Anguilla rostrata,Finfish,American Eel,muscle,"American Eel, muscle",27,NA,NA,NA,NA,NA,zinc,0.615,5.590909090909091
Mugil cephalus,NA,NA,Mugil cephalus,c474,Mugil cephalus,Finfish,Flathead Gray Mullet,muscle,"Flathead Gray Mullet, muscle",27,NA,NA,NA,NA,NA,zinc,0.398,3.618181818181818
Mya arenaria,NA,NA,Mya arenaria,c479,Mya arenaria,Mollusc,Softshell Clam,whole,"Softshell Clam, whole",27,NA,NA,NA,NA,NA,zinc,1.7,15.454545454545453
Myoxocephalus scorpius,NA,NA,Myoxocephalus scorpius,c484,Myoxocephalus scorpius,Finfish,Shorthorn Sculpin,muscle,"Shorthorn Sculpin, muscle",50,NA,NA,NA,NA,NA,zinc,4.3,39.090909090909086
Myoxocephalus scorpius,NA,NA,Myoxocephalus scorpius,c485,Myoxocephalus scorpius,Finfish,Shorthorn Sculpin,liver,"Shorthorn Sculpin, liver",50,NA,NA,NA,NA,NA,zinc,10,90.9090909090909
Mytilidae,NA,NA,Mytilidae,c491,Mytilidae,Mollusc,Mussels,whole,"Mussels, whole",27,NA,NA,NA,NA,NA,zinc,3.63,33
Mytilus edulis,NA,NA,Mytilus edulis,c500,Mytilus edulis,Mollusc,Blue Mussel,whole,"Blue Mussel, whole",27,NA,NA,NA,NA,NA,zinc,3.95,35.909090909090914
Nephropidae,NA,NA,Nephropidae,c508,Nephropidae,Crustacean,Lobsters,muscle,"Lobsters, muscle",27,NA,NA,NA,NA,NA,zinc,0.82,7.454545454545454
Nephropidae,NA,NA,Nephropidae,c509,Nephropidae,Crustacean,Lobsters,whole,"Lobsters, whole",27,NA,NA,NA,NA,NA,zinc,2.2,20
Octopoda,NA,NA,Octopoda,c518,Octopoda,Mollusc,Octopus,muscle,"Octopus, muscle",27,NA,NA,NA,NA,NA,zinc,1.73,15.727272727272727
Oncorhynchus keta,NA,NA,Oncorhynchus keta,c536,Oncorhynchus keta,Finfish,Chum Salmon,muscle,"Chum Salmon, muscle",27,NA,NA,NA,NA,NA,zinc,1.37,12.454545454545455
Oncorhynchus mykiss,NA,NA,Oncorhynchus mykiss,c564,Oncorhynchus mykiss,Finfish,Rainbow Trout,muscle,"Rainbow Trout, muscle",27,NA,NA,NA,NA,NA,zinc,1.28,11.636363636363637
Oncorhynchus mykiss,NA,NA,Oncorhynchus mykiss,c566,Oncorhynchus mykiss,Finfish,Rainbow Trout,whole,"Rainbow Trout, whole",27,NA,NA,NA,NA,NA,zinc,11.8,107.27272727272728
Aplodinotus grunniens,NA,NA,Aplodinotus grunniens,c58,Aplodinotus grunniens,Finfish,Freshwater Drum,muscle,"Freshwater Drum, muscle",27,NA,NA,NA,NA,NA,zinc,0.7,6.363636363636363
Oncorhynchus tshawytscha,NA,NA,Oncorhynchus tshawytscha,c606,Oncorhynchus tshawytscha,Finfish,Chinook Salmon,muscle,"Chinook Salmon, muscle",27,NA,NA,NA,NA,NA,zinc,0.8,7.272727272727273
Boreogadus saida,NA,NA,Boreogadus saida,c61,Boreogadus saida,Finfish,Arctic Cod,muscle,"Arctic Cod, muscle",2,NA,NA,NA,NA,NA,zinc,0.5,4.545454545454546
Ophiodon elongatus,NA,NA,Ophiodon elongatus,c622,Ophiodon elongatus,Finfish,Lingcod,muscle,"Lingcod, muscle",27,NA,NA,NA,NA,NA,zinc,0.03,0.2727272727272727
Osmerus mordax,NA,NA,Osmerus mordax,c625,Osmerus mordax,Finfish,Rainbow Smelt,muscle,"Rainbow Smelt, muscle",55,NA,NA,NA,NA,NA,zinc,1.65,15
Osmerus mordax,NA,NA,Osmerus mordax,c626,Osmerus mordax,Finfish,Rainbow Smelt,muscle,"Rainbow Smelt, muscle",27,NA,NA,NA,NA,NA,zinc,2,18.181818181818183
Brachyura,NA,NA,Brachyura,c64,Brachyura,Crustacean,Crabs,muscle,"Crabs, muscle",27,NA,NA,NA,NA,NA,zinc,2.83,25.727272727272727
Ostreidae,NA,NA,Ostreidae,c644,Ostreidae,Mollusc,Oysters,whole,"Oysters, whole",27,NA,NA,NA,NA,NA,zinc,23.2,210.90909090909088
Pectinidae,NA,NA,Pectinidae,c656,Pectinidae,Mollusc,Scallops,muscle,"Scallops, muscle",65,NA,NA,NA,NA,NA,zinc,1.22,11.09090909090909
Perca flavescens,NA,NA,Perca flavescens,c660,Perca flavescens,Finfish,Yellow Perch,muscle,"Yellow Perch, muscle",44,NA,NA,NA,NA,NA,zinc,0.546,4.963636363636364
Perca flavescens,NA,NA,Perca flavescens,c662,Perca flavescens,Finfish,Yellow Perch,muscle,"Yellow Perch, muscle",27,NA,NA,NA,NA,NA,zinc,1.2,10.909090909090908
Percidae,NA,NA,Percidae,c669,Percidae,Finfish,Perch and Darters,muscle,"Perch and Darters, muscle",27,NA,NA,NA,NA,NA,zinc,1.285,11.68181818181818
Pomatomus saltatrix,NA,NA,Pomatomus saltatrix,c685,Pomatomus saltatrix,Finfish,Bluefish,muscle,"Bluefish, muscle",65,NA,NA,NA,NA,NA,zinc,0.763,6.9363636363636365
Pseudopleuronectes americanus,NA,NA,Pseudopleuronectes americanus,c689,Pseudopleuronectes americanus,Finfish,Winter Flounder,muscle,"Winter Flounder, muscle",65,NA,NA,NA,NA,NA,zinc,0.394,3.581818181818182
Rajidae,NA,NA,Rajidae,c700,Rajidae,Finfish,Skates,muscle,"Skates, muscle",27,NA,NA,NA,NA,NA,zinc,0.98,8.90909090909091
Salmo salar,NA,NA,Salmo salar,c717,Salmo salar,Finfish,Atlantic Salmon,muscle,"Atlantic Salmon, muscle",27,NA,NA,NA,NA,NA,zinc,0.47,4.2727272727272725
Salmo salar,NA,NA,Salmo salar,c720,Salmo salar,Finfish,Atlantic Salmon,muscle,"Atlantic Salmon, muscle",2,NA,NA,NA,NA,NA,zinc,0.6,5.454545454545454
Salmo trutta,NA,NA,Salmo trutta,c725,Salmo trutta,Finfish,Brown Trout,muscle,"Brown Trout, muscle",27,NA,NA,NA,NA,NA,zinc,0.46,4.181818181818182
Salvelinus alpinus,NA,NA,Salvelinus alpinus,c729,Salvelinus alpinus,Finfish,Arctic Char,muscle,"Arctic Char, muscle",30,NA,NA,NA,NA,NA,zinc,0.8,7.272727272727273
Callinectes sapidus,NA,NA,Callinectes sapidus,c73,Callinectes sapidus,Crustacean,Blue Crab,muscle,"Blue Crab, muscle",27,NA,NA,NA,NA,NA,zinc,4.025,36.59090909090909
Salvelinus alpinus,NA,NA,Salvelinus alpinus,c732,Salvelinus alpinus,Finfish,Arctic Char,muscle,"Arctic Char, muscle",9,NA,NA,NA,NA,NA,zinc,0.6,5.454545454545454
Salvelinus alpinus,NA,NA,Salvelinus alpinus,c744,Salvelinus alpinus,Finfish,Arctic Char,muscle,"Arctic Char, muscle",50,NA,NA,NA,NA,NA,zinc,2.3,20.909090909090907
Salvelinus alpinus,NA,NA,Salvelinus alpinus,c748,Salvelinus alpinus,Finfish,Arctic Char,liver,"Arctic Char, liver",50,NA,NA,NA,NA,NA,zinc,13,118.18181818181819
Salvelinus fontinalis,NA,NA,Salvelinus fontinalis,c753,Salvelinus fontinalis,Finfish,Brook Trout,muscle,"Brook Trout, muscle",65,NA,NA,NA,NA,NA,zinc,0.471,4.281818181818182
Salvelinus fontinalis,NA,NA,Salvelinus fontinalis,c765,Salvelinus fontinalis,Finfish,Brook Trout,muscle,"Brook Trout, muscle",2,NA,NA,NA,NA,NA,zinc,0.5,4.545454545454546
Salvelinus fontinalis,NA,NA,Salvelinus fontinalis,c766,Salvelinus fontinalis,Finfish,Brook Trout,muscle,"Brook Trout, muscle",27,NA,NA,NA,NA,NA,zinc,0.46,4.181818181818182
Salvelinus namaycush,NA,NA,Salvelinus namaycush,c780,Salvelinus namaycush,Finfish,Lake Trout,muscle,"Lake Trout, muscle",2,NA,NA,NA,NA,NA,zinc,0.4,3.6363636363636367
Salvelinus namaycush,NA,NA,Salvelinus namaycush,c781,Salvelinus namaycush,Finfish,Lake Trout,muscle,"Lake Trout, muscle",27,NA,NA,NA,NA,NA,zinc,0.21,1.909090909090909
Scomber scombrus,NA,NA,Scomber scombrus,c797,Scomber scombrus,Finfish,Atlantic Mackerel,muscle,"Atlantic Mackerel, muscle",27,NA,NA,NA,NA,NA,zinc,0.639,5.809090909090909
Scombridae,NA,NA,Scombridae,c816,Scombridae,Finfish,Tuna and Mackerel,muscle,"Tuna and Mackerel, muscle",27,NA,NA,NA,NA,NA,zinc,1.13,10.272727272727272
Sebastes norvegicus,NA,NA,Sebastes norvegicus,c821,Sebastes norvegicus,Finfish,Golden Redfish,muscle,"Golden Redfish, muscle",27,NA,NA,NA,NA,NA,zinc,0.683,6.209090909090909
Cancer magister,NA,NA,Cancer magister,c83,Cancer magister,Crustacean,Dungeness Crab,muscle,"Dungeness Crab, muscle",27,NA,NA,NA,NA,NA,zinc,3.76,34.18181818181818
Cancer magister,NA,NA,Cancer magister,c84,Cancer magister,Crustacean,Dungeness Crab,whole,"Dungeness Crab, whole",27,NA,NA,NA,NA,NA,zinc,2.7,24.545454545454547
Sparidae,NA,NA,Sparidae,c848,Sparidae,Finfish,Porgies,muscle,"Porgies, muscle",27,NA,NA,NA,NA,NA,zinc,1.92,17.454545454545453
Squalus acanthias,NA,NA,Squalus acanthias,c867,Squalus acanthias,Finfish,Spiny Dogfish,muscle,"Spiny Dogfish, muscle",27,NA,NA,NA,NA,NA,zinc,0.52,4.7272727272727275
Squalus acanthias,NA,NA,Squalus acanthias,c869,Squalus acanthias,Finfish,Spiny Dogfish,muscle,"Spiny Dogfish, muscle",27,NA,NA,NA,NA,NA,zinc,0.819,7.445454545454545
Carassius auratus,NA,NA,Carassius auratus,c87,Carassius auratus,Finfish,Goldfish,whole,"Goldfish, whole",27,NA,NA,NA,NA,NA,zinc,6,54.54545454545454
Thaleichthys pacificus,NA,NA,Thaleichthys pacificus,c882,Thaleichthys pacificus,Finfish,Eulachon,muscle,"Eulachon, muscle",38,NA,NA,NA,NA,NA,zinc,1.3,11.818181818181818
Catostomus catostomus,NA,NA,Catostomus catostomus,c96,Catostomus catostomus,Finfish,Longnose Sucker,muscle,"Longnose Sucker, muscle",2,NA,NA,NA,NA,NA,zinc,0.5,4.545454545454546
Catostomus commersonii,NA,NA,Catostomus commersonii,c99,Catostomus commersonii,Finfish,White Sucker,muscle,"White Sucker, muscle",2,NA,NA,NA,NA,NA,zinc,0.3,2.727272727272727
Mercenaria mercenaria,NA,NA,Mercenaria mercenaria,seadata1,Mercenaria mercenaria,Mollusc,NA,whole,"NA, whole, edible flesh",sea1,"eastern Virginia, USA",NA,NA,NA,NA,zinc,2.5,22.727272727272727
Ostrea edulis,NA,NA,Ostrea edulis,seadata10,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,Mali Ston,NA,NA,NA,NA,zinc,45.7,415.4545454545455
Mytilus chilensis,NA,NA,Mytilus chilensis,seadata100,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2042",NA,NA,NA,NA,zinc,1.37,12.454545454545455
Mytilus chilensis,NA,NA,Mytilus chilensis,seadata103,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2043",NA,NA,NA,NA,zinc,1.55,14.09090909090909
Mytilus chilensis,NA,NA,Mytilus chilensis,seadata106,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2044",NA,NA,NA,NA,zinc,1.28,11.636363636363637
Mytilus chilensis,NA,NA,Mytilus chilensis,seadata109,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2045",NA,NA,NA,NA,zinc,1.86,16.90909090909091
Ostrea edulis,NA,NA,Ostrea edulis,seadata11,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,Sutvid,NA,NA,NA,NA,zinc,101.9,926.3636363636364
Perunytitus purpuratus,NA,NA,Perunytitus purpuratus,seadata112,Perunytitus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2056",NA,NA,NA,NA,zinc,2.42,22
Perunytitus purpuratus,NA,NA,Perunytitus purpuratus,seadata115,Perunytitus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2057",NA,NA,NA,NA,zinc,1.84,16.727272727272727
Perunytitus purpuratus,NA,NA,Perunytitus purpuratus,seadata118,Perunytitus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2058",NA,NA,NA,NA,zinc,1.52,13.818181818181818
Ostrea edulis,NA,NA,Ostrea edulis,seadata12,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,Bistrina,NA,NA,NA,NA,zinc,54,490.90909090909093
Perunytitus purpuratus,NA,NA,Perunytitus purpuratus,seadata121,Perunytitus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2059",NA,NA,NA,NA,zinc,2.1,19.090909090909093
Perunytitus purpuratus,NA,NA,Perunytitus purpuratus,seadata124,Perunytitus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2060",NA,NA,NA,NA,zinc,1.43,13
Mytilus galloprovincialis,NA,NA,Mytilus galloprovincialis,seadata13,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,Savudrijska vala,NA,NA,NA,NA,zinc,2.07,18.818181818181817
Mytilus galloprovincialis,NA,NA,Mytilus galloprovincialis,seadata14,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,Vabriga,NA,NA,NA,NA,zinc,3.08,28.000000000000004
Mytilus galloprovincialis,NA,NA,Mytilus galloprovincialis,seadata15,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,ModriÛ,NA,NA,NA,NA,zinc,1.77,16.090909090909093
Mytilus galloprovincialis,NA,NA,Mytilus galloprovincialis,seadata16,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,Novigrad,NA,NA,NA,NA,zinc,5.28,48.00000000000001
Mytilus galloprovincialis,NA,NA,Mytilus galloprovincialis,seadata17,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,Sutvid,NA,NA,NA,NA,zinc,2.59,23.545454545454543
Mytilus galloprovincialis,NA,NA,Mytilus galloprovincialis,seadata18,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,Brijesta,NA,NA,NA,NA,zinc,2.39,21.727272727272727
Mytilus galloprovincialis,NA,NA,Mytilus galloprovincialis,seadata19,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,Bjejevica,NA,NA,NA,NA,zinc,3.5,31.818181818181817
Mytilus galloprovincialis,NA,NA,Mytilus galloprovincialis,seadata20,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,Mali Ston,NA,NA,NA,NA,zinc,2.33,21.181818181818183
Mytilus galloprovincialis,NA,NA,Mytilus galloprovincialis,seadata21,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,Bistrina,NA,NA,NA,NA,zinc,2.44,22.18181818181818
Mytilus galloprovincialis,NA,NA,Mytilus galloprovincialis,seadata22,Mytilus galloprovincialis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,Sobra,NA,NA,NA,NA,zinc,3.2,29.090909090909093
Ostrea edulis,NA,NA,Ostrea edulis,seadata23,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",sea3,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,NA,NA,NA,NA,zinc,19.2468,174.9709090909091
Ostrea edulis,NA,NA,Ostrea edulis,seadata24,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",sea3,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,NA,NA,NA,NA,zinc,86.2042,783.6745454545454
Ostrea edulis,NA,NA,Ostrea edulis,seadata25,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",sea3,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,NA,NA,NA,NA,zinc,58.7299,533.9081818181819
Ostrea edulis,NA,NA,Ostrea edulis,seadata26,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",sea3,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,NA,NA,NA,NA,zinc,29.0114,263.74
Ostrea edulis,NA,NA,Ostrea edulis,seadata27,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",sea3,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,NA,NA,NA,NA,zinc,41.8197,380.17909090909086
Ostrea edulis,NA,NA,Ostrea edulis,seadata28,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",sea3,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,NA,NA,NA,NA,zinc,49.6959,451.78090909090906
Ostrea edulis,NA,NA,Ostrea edulis,seadata29,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",sea3,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,NA,NA,NA,NA,zinc,26.9619,245.1081818181818
Crassostrea virginica,NA,NA,Crassostrea virginica,seadata3,Crassostrea virginica,Mollusc,NA,whole,"NA, whole, edible flesh",sea1,"eastern Virginia, USA",NA,NA,NA,NA,zinc,82.46,749.6363636363636
Pinctada radiata,NA,NA,Pinctada radiata,seadata32,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2016",NA,NA,NA,NA,zinc,87.16655918,792.4232652727272
Pinctada radiata,NA,NA,Pinctada radiata,seadata35,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2017",NA,NA,NA,NA,zinc,47.35744855,430.5222595454546
Pinctada radiata,NA,NA,Pinctada radiata,seadata38,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2018",NA,NA,NA,NA,zinc,58.66447793,533.3134357272727
Placopectens magellanicus,NA,NA,Placopectens magellanicus,seadata4,Placopectens magellanicus,Mollusc,NA,whole,"NA, whole, edible flesh",sea1,"eastern Virginia, USA",NA,NA,NA,NA,zinc,1.2187,11.079090909090908
Pinctada radiata,NA,NA,Pinctada radiata,seadata41,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2019",NA,NA,NA,NA,zinc,23.50612652,213.69205927272725
Pinctada radiata,NA,NA,Pinctada radiata,seadata44,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2020",NA,NA,NA,NA,zinc,54.58404174,496.2185612727273
Pinctada radiata,NA,NA,Pinctada radiata,seadata47,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2021",NA,NA,NA,NA,zinc,33.74942839,306.81298536363636
Ostrea edulis,NA,NA,Ostrea edulis,seadata5,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,Savudrijska vala,NA,NA,NA,NA,zinc,51,463.6363636363637
Callinectes sapidus,NA,NA,Callinectes sapidus,seadata52,Callinectes sapidus,Crustacean,NA,NA,"NA, meat from body and claws",sea6,"The crabs, C. sapidus and P. pelagicus, were caught by dip net from the Gulf of Antalya, the coast of Western Mediterranean of Turkey, in July 2001",NA,NA,NA,NA,zinc,6.99,63.54545454545455
Callinectes sapidus,NA,NA,Callinectes sapidus,seadata53,Callinectes sapidus,Crustacean,NA,NA,"NA, meat from body and claws",sea6,"The crabs, C. sapidus and P. pelagicus, were caught by dip net from the Gulf of Antalya, the coast of Western Mediterranean of Turkey, in July 2001",NA,NA,NA,NA,zinc,4.7,42.727272727272734
Portunus pelagicus,NA,NA,Portunus pelagicus,seadata54,Portunus pelagicus,Crustacean,NA,NA,"NA, meat from body and claws",sea6,"The crabs, C. sapidus and P. pelagicus, were caught by dip net from the Gulf of Antalya, the coast of Western Mediterranean of Turkey, in July 2001",NA,NA,NA,NA,zinc,4.68,42.54545454545454
Portunus pelagicus,NA,NA,Portunus pelagicus,seadata55,Portunus pelagicus,Crustacean,NA,NA,"NA, meat from body and claws",sea6,"The crabs, C. sapidus and P. pelagicus, were caught by dip net from the Gulf of Antalya, the coast of Western Mediterranean of Turkey, in July 2001",NA,NA,NA,NA,zinc,3.72,33.81818181818182
Meretrix lusoria,NA,NA,Meretrix lusoria,seadata58,Meretrix lusoria,Mollusc,NA,NA,"NA, muscle, foot tissue",sea7,"Live Asian hard clams (M. lusoria), 25äóñ30 clams/kg, were purchased from a local market along the coast of the Andaman Sea in Kantang, Trang Province, Thailand, during October-December, 2018",NA,NA,NA,NA,zinc,2.126,19.327272727272728
Ostrea edulis,NA,NA,Ostrea edulis,seadata6,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,Vabriga,NA,NA,NA,NA,zinc,98.5,895.4545454545455
Meretrix lusoria,NA,NA,Meretrix lusoria,seadata61,Meretrix lusoria,Mollusc,NA,NA,"NA, mantle",sea7,"Live Asian hard clams (M. lusoria), 25äóñ30 clams/kg, were purchased from a local market along the coast of the Andaman Sea in Kantang, Trang Province, Thailand, during October-December, 2019",NA,NA,NA,NA,zinc,0.911,8.281818181818181
Meretrix lusoria,NA,NA,Meretrix lusoria,seadata64,Meretrix lusoria,Mollusc,NA,NA,"NA, viscera",sea7,"Live Asian hard clams (M. lusoria), 25äóñ30 clams/kg, were purchased from a local market along the coast of the Andaman Sea in Kantang, Trang Province, Thailand, during October-December, 2020",NA,NA,NA,NA,zinc,2.025,18.409090909090907
Nacella deaurata,NA,NA,Nacella deaurata,seadata67,Nacella deaurata,Mollusc,NA,NA,"NA, whole, edible flesh",sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2030",NA,NA,NA,NA,zinc,0.85,7.727272727272727
Ostrea edulis,NA,NA,Ostrea edulis,seadata7,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",sea2,Lim Bay,NA,NA,NA,NA,zinc,40.2,365.4545454545455
Mytilus chilensis,NA,NA,Mytilus chilensis,seadata70,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2018",NA,NA,NA,NA,zinc,0.998,9.072727272727272
Acanthina monodon,NA,NA,Acanthina monodon,seadata73,Acanthina monodon,Mollusc,NA,NA,"NA, whole, edible flesh",sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2003",NA,NA,NA,NA,zinc,3.54,32.18181818181819
Aulacomya ater,NA,NA,Aulacomya ater,seadata76,Aulacomya ater,Mollusc,NA,NA,"NA, whole, edible flesh",sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2006",NA,NA,NA,NA,zinc,2.25,20.454545454545457
