biblioid2,seanuts_id2,food_item_id_2,food_name_clean,database,nutrient_ref,species_name,genus_species,subgroup,prot_g,protcnt_g,protein_g,fat_g,fapun3,fapun_all_g,epa,dha,ca_mg,zn_mg,fe_mg,tl,length_from_study,length_source,abs_lat,latitude,slmax,slmax_nov28,slmax_source,lwa,lwb,country_region,isscaap_cat,isscaap,season,asfis_scientific_name_fishbase_swap_in_progress,season.x,season.y,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,FoodTroph,FoodSeTroph,StockCode,SpecCode.x,SpecCode.y,Genus,Species,FBname,Subfamily,DemersPelag,AnaCat,DepthRangeShallow,DepthRangeDeep,LTypeMaxM,LTypeMaxF,LTypeComM,LTypeComF,Length,CommonLength,CommonLengthF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Sp2000_HierarchyCode
fi46,692,900224,Freshwater_prawn_wild_flesh_raw,NA,NA,Macrobrachium nipponense,NA NA,Crustacean,NA,NA,NA,1.13,0.139094344,0.327513496,0.053603392,0.043431664,NA,NA,NA,NA,NA,NA,16.277332,16.277332,NA,NA,NA,NA,NA,NA,Freshwater crustaceans,NA,wet season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi199,693,902242,River_prawn_edible_parts_eyes_excluded_raw,NA,NA,Macrobracium spp.,NA NA,Crustacean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4333,24.4333,NA,NA,NA,NA,NA,NA,Freshwater crustaceans,NA,"Sep, Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi95,694,900580,Kink_weakfish_wild_fillet_raw,NA,NA,Macrodon ancylodon,Macrodon ancylodon,Finfish,NA,19.2,NA,0.56,NA,0.13357696,0.02618412,0.07058328,NA,NA,NA,3.9,NA,NA,34.941407,-34.941407,45.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=1382,0.00724,3.06,NA,Miscellaneous coastal fishes,NA,Dec 1991-Jan 1992 _Summer,NA,NA,NA,mainly animals (troph. 2.8 and up),9626,hunting macrofauna (predator),9626,3.9,0.65,431,417,417,Macrodon,ancylodon,King weakfish,NA,demersal,NA,0,60,TL,NA,TL,NA,45.0,35.0,NA,3702,NA,NA,NA,NA
fi95,694,900580,Kink_weakfish_wild_fillet_raw,NA,NA,Macrodon ancylodon,Macrodon ancylodon,Finfish,NA,19.2,NA,0.56,NA,0.13357696,0.02618412,0.07058328,NA,NA,NA,3.9,NA,NA,34.941407,-34.941407,45.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=1382,0.00724,3.06,NA,Miscellaneous coastal fishes,NA,Dec 1991-Jan 1992 _Summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,25979,417,417,Macrodon,ancylodon,King weakfish,NA,demersal,NA,0,60,TL,NA,TL,NA,45.0,35.0,NA,3702,NA,NA,NA,NA
fi199,695,902238,Eel_edible_parts_eyes_excluded_raw,NA,NA,Macrognathus aculeatus,Macrognathus aculeatus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,24.4333,24.4333,38.0,NA,http://www.fishbase.org/summary/5152,0.00363,2.97,NA,Miscellaneous freshwater fishes,NA,"Sep, Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,5391,5152,5152,Macrognathus,aculeatus,Lesser spiny eel,NA,benthopelagic,potamodromous,NA,NA,TL,NA,NA,NA,38.0,NA,NA,NA,NA,NA,NA,NA
fi199,695,902238,Eel_edible_parts_eyes_excluded_raw,NA,NA,Macrognathus aculeatus,Macrognathus aculeatus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,24.4333,24.4333,38.0,NA,http://www.fishbase.org/summary/5152,0.00363,2.97,NA,Miscellaneous freshwater fishes,NA,"Sep, Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,27338,5152,5152,Macrognathus,aculeatus,Lesser spiny eel,NA,benthopelagic,potamodromous,NA,NA,TL,NA,NA,NA,38.0,NA,NA,NA,NA,NA,NA,NA
fi199,696,902237,Eel_edible_parts_eyes_excluded_raw,NA,NA,Macrognathus aculeatus,Macrognathus aculeatus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,24.4333,24.4333,38.0,NA,http://www.fishbase.org/summary/5153,0.00363,2.97,NA,Miscellaneous freshwater fishes,NA,"Sep, Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,5391,5152,5152,Macrognathus,aculeatus,Lesser spiny eel,NA,benthopelagic,potamodromous,NA,NA,TL,NA,NA,NA,38.0,NA,NA,NA,NA,NA,NA,NA
fi199,696,902237,Eel_edible_parts_eyes_excluded_raw,NA,NA,Macrognathus aculeatus,Macrognathus aculeatus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,24.4333,24.4333,38.0,NA,http://www.fishbase.org/summary/5153,0.00363,2.97,NA,Miscellaneous freshwater fishes,NA,"Sep, Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,27338,5152,5152,Macrognathus,aculeatus,Lesser spiny eel,NA,benthopelagic,potamodromous,NA,NA,TL,NA,NA,NA,38.0,NA,NA,NA,NA,NA,NA,NA
fi199,697,902239,Eel_edible_parts_eyes_excluded_raw,NA,NA,Macrognathus aculeatus,Macrognathus aculeatus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,24.4333,24.4333,38.0,NA,http://www.fishbase.org/summary/5154,0.00363,2.97,NA,Miscellaneous freshwater fishes,NA,"Sep, Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,5391,5152,5152,Macrognathus,aculeatus,Lesser spiny eel,NA,benthopelagic,potamodromous,NA,NA,TL,NA,NA,NA,38.0,NA,NA,NA,NA,NA,NA,NA
fi199,697,902239,Eel_edible_parts_eyes_excluded_raw,NA,NA,Macrognathus aculeatus,Macrognathus aculeatus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,24.4333,24.4333,38.0,NA,http://www.fishbase.org/summary/5154,0.00363,2.97,NA,Miscellaneous freshwater fishes,NA,"Sep, Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,27338,5152,5152,Macrognathus,aculeatus,Lesser spiny eel,NA,benthopelagic,potamodromous,NA,NA,TL,NA,NA,NA,38.0,NA,NA,NA,NA,NA,NA,NA
fi11,698,900074,Roughhead_grenadier_wild_dorsal_muscle_raw,NA,NA,Macrourus berglax,Macrourus berglax,Finfish,NA,16.7,NA,0.61,0.208633248,0.23948506,0.071462001,0.125921415,NA,NA,NA,3.62,NA,NA,57.596278,57.596278,82.0,NA,NA,0.00976,3.003999949,NA,"Cods, hakes, haddocks",NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),1371,hunting macrofauna (predator),NA,3.57,0.53,345,331,331,Macrourus,berglax,Roughhead grenadier,Macrourinae,benthopelagic,non-migratory,100,1000,TL,NA,NA,NA,110.0,NA,NA,NA,NA,NA,NA,NA
fi176,699,901056,Surf_clam_wild_male_meat_raw,NA,NA,Mactra violacea,NA NA,Molluscs,10.2,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.753288,11.753288,9.5,NA,http://www.sealifebase.ca/summary/Mactra-violacea.html,NA,NA,NA,"Clams, cockles, arkshells",NA,05-Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi176,700,901057,Surf_clam_wild_male_meat_raw,NA,NA,Mactra violacea,NA NA,Molluscs,13.6,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.753288,11.753288,9.5,NA,http://www.sealifebase.ca/summary/Mactra-violacea.html,NA,NA,NA,"Clams, cockles, arkshells",NA,05-Apr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi176,701,901058,Surf_clam_wild_male_meat_raw,NA,NA,Mactra violacea,NA NA,Molluscs,11.7,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.753288,11.753288,9.5,NA,http://www.sealifebase.ca/summary/Mactra-violacea.html,NA,NA,NA,"Clams, cockles, arkshells",NA,05-Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi176,702,901059,Surf_clam_wild_male_meat_raw,NA,NA,Mactra violacea,NA NA,Molluscs,11.9,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.753288,11.753288,9.5,NA,http://www.sealifebase.ca/summary/Mactra-violacea.html,NA,NA,NA,"Clams, cockles, arkshells",NA,05-Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi176,703,901060,Surf_clam_wild_female_meat_raw,NA,NA,Mactra violacea,NA NA,Molluscs,11.4,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.753288,11.753288,9.5,NA,http://www.sealifebase.ca/summary/Mactra-violacea.html,NA,NA,NA,"Clams, cockles, arkshells",NA,05-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi176,704,901061,Surf_clam_wild_female_meat_raw,NA,NA,Mactra violacea,NA NA,Molluscs,11.3,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.753288,11.753288,9.5,NA,http://www.sealifebase.ca/summary/Mactra-violacea.html,NA,NA,NA,"Clams, cockles, arkshells",NA,05-Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi176,705,901062,Surf_clam_wild_female_meat_raw,NA,NA,Mactra violacea,NA NA,Molluscs,12.4,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.753288,11.753288,9.5,NA,http://www.sealifebase.ca/summary/Mactra-violacea.html,NA,NA,NA,"Clams, cockles, arkshells",NA,05-Apr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi176,706,901063,Surf_clam_wild_female_meat_raw,NA,NA,Mactra violacea,NA NA,Molluscs,12.5,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.753288,11.753288,9.5,NA,http://www.sealifebase.ca/summary/Mactra-violacea.html,NA,NA,NA,"Clams, cockles, arkshells",NA,05-May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi176,707,901064,Surf_clam_wild_female_meat_raw,NA,NA,Mactra violacea,NA NA,Molluscs,11.8,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.753288,11.753288,9.5,NA,http://www.sealifebase.ca/summary/Mactra-violacea.html,NA,NA,NA,"Clams, cockles, arkshells",NA,05-Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi176,708,901065,Surf_clam_wild_female_meat_raw,NA,NA,Mactra violacea,NA NA,Molluscs,11.8,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.753288,11.753288,9.5,NA,http://www.sealifebase.ca/summary/Mactra-violacea.html,NA,NA,NA,"Clams, cockles, arkshells",NA,05-Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi59,709,900303,Capelin_wild_whole_fish_raw,NA,NA,Mallotus villosus,Mallotus villosus,Finfish,NA,NA,NA,5.1,0.9645977,1.13351768,0.36230105,0.45922235,NA,NA,NA,3.15,14.3,NA,53.726668,53.726668,16.0,NA,NA,0.00215,3.25,NA,Miscellaneous pelagic fishes,NA,Summer,NA,NA,NA,mainly animals (troph. 2.8 and up),6885,selective plankton feeding,NA,3.1,0.27,266,252,252,Mallotus,villosus,Capelin,NA,pelagic-oceanic,anadromous,0,725,TL,TL,TL,NA,20.0,15.0,NA,4645,52.0,NA,56475,NA
fi199,710,902240,Eel_edible_parts_eyes_excluded_raw,NA,NA,Mastacembelus armatus,Mastacembelus armatus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,24.4333,24.4333,90.0,NA,http://www.fishbase.org/summary/10140,0.00339,2.88,NA,Miscellaneous freshwater fishes,NA,"Sep, Oct",NA,NA,NA,plants/detritus+animals (troph. 2.2-2.79),33813,variable,59235,2.78,0.27,10463,10140,10140,Mastacembelus,armatus,Zig-zag eel,NA,demersal,potamodromous,NA,NA,NA,NA,NA,NA,90.0,NA,NA,NA,500.0,NA,9671,NA
fi199,710,902240,Eel_edible_parts_eyes_excluded_raw,NA,NA,Mastacembelus armatus,Mastacembelus armatus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,24.4333,24.4333,90.0,NA,http://www.fishbase.org/summary/10140,0.00339,2.88,NA,Miscellaneous freshwater fishes,NA,"Sep, Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,42341,10140,10140,Mastacembelus,armatus,Zig-zag eel,NA,demersal,potamodromous,NA,NA,NA,NA,NA,NA,90.0,NA,NA,NA,500.0,NA,9671,NA
fi199,711,902241,Eel_edible_parts_eyes_excluded_raw,NA,NA,Mastacembelus pancalus,NA NA,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,24.4333,24.4333,90.0,NA,http://www.fishbase.org/summary/10141,0.00339,2.88,NA,Miscellaneous freshwater fishes,NA,"Sep, Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi88,712,900532,Hardtail_scad_wild_fillet_raw,NA,NA,Megalaspis cordyla,Megalaspis cordyla,Finfish,NA,20.86,NA,1.53,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,3.144341,3.144341,80.0,NA,http://www.fishbase.org/summary/384,0.01349,2.92,NA,Miscellaneous pelagic fishes,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),7328,hunting macrofauna (predator),NA,3.91,0.64,398,384,384,Megalaspis,cordyla,Torpedo scad,Caranginae,reef-associated,NA,20,100,TL,NA,TL,NA,80.0,45.0,NA,5450,4e3,NA,4883,NA
fi88,712,900532,Hardtail_scad_wild_fillet_raw,NA,NA,Megalaspis cordyla,Megalaspis cordyla,Finfish,NA,20.86,NA,1.53,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,3.144341,3.144341,80.0,NA,http://www.fishbase.org/summary/384,0.01349,2.92,NA,Miscellaneous pelagic fishes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51357,384,384,Megalaspis,cordyla,Torpedo scad,Caranginae,reef-associated,NA,20,100,TL,NA,TL,NA,80.0,45.0,NA,5450,4e3,NA,4883,NA
fi105,713,900633,Haddock_wild_skinless_fillet_raw,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Finfish,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,4.09,NA,NA,62.1,62.1,82.0,NA,NA,0.00519,3.154999971,NA,"Cods, hakes, haddocks",NA,01-Sep,NA,NA,NA,mainly animals (troph. 2.8 and up),26807,hunting macrofauna (predator),NA,3.56,0.67,1400,1381,1381,Melanogrammus,aeglefinus,Haddock,NA,demersal,oceanodromous,10,450,TL,NA,TL,NA,112.0,35.0,NA,4645,16800.0,NA,9988,NA
fi105,713,900633,Haddock_wild_skinless_fillet_raw,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Finfish,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,4.09,NA,NA,62.1,62.1,82.0,NA,NA,0.00519,3.154999971,NA,"Cods, hakes, haddocks",NA,01-Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,54575,1381,1381,Melanogrammus,aeglefinus,Haddock,NA,demersal,oceanodromous,10,450,TL,NA,TL,NA,112.0,35.0,NA,4645,16800.0,NA,9988,NA
fi105,714,900632,Haddock_wild_skinless_fillet_raw,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Finfish,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,4.09,NA,NA,62.1,62.1,82.0,NA,NA,0.00519,3.154999971,NA,"Cods, hakes, haddocks",NA,01-Sep,NA,NA,NA,mainly animals (troph. 2.8 and up),26807,hunting macrofauna (predator),NA,3.56,0.67,1400,1381,1381,Melanogrammus,aeglefinus,Haddock,NA,demersal,oceanodromous,10,450,TL,NA,TL,NA,112.0,35.0,NA,4645,16800.0,NA,9988,NA
fi105,714,900632,Haddock_wild_skinless_fillet_raw,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Finfish,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,4.09,NA,NA,62.1,62.1,82.0,NA,NA,0.00519,3.154999971,NA,"Cods, hakes, haddocks",NA,01-Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,54575,1381,1381,Melanogrammus,aeglefinus,Haddock,NA,demersal,oceanodromous,10,450,TL,NA,TL,NA,112.0,35.0,NA,4645,16800.0,NA,9988,NA
im11,715,901286,Haddock_wild_fillet_raw,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Finfish,NA,NA,NA,0.6,0.209507694,0.229486183,0.060220439,0.137400308,NA,NA,NA,4.1,NA,NA,63.968654,63.968654,112.0,NA,http://www.fishbase.org/summary/1381,0.00692,3.05,NA,"Cods, hakes, haddocks",NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),26807,hunting macrofauna (predator),NA,3.56,0.67,1400,1381,1381,Melanogrammus,aeglefinus,Haddock,NA,demersal,oceanodromous,10,450,TL,NA,TL,NA,112.0,35.0,NA,4645,16800.0,NA,9988,NA
im11,715,901286,Haddock_wild_fillet_raw,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Finfish,NA,NA,NA,0.6,0.209507694,0.229486183,0.060220439,0.137400308,NA,NA,NA,4.1,NA,NA,63.968654,63.968654,112.0,NA,http://www.fishbase.org/summary/1381,0.00692,3.05,NA,"Cods, hakes, haddocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54575,1381,1381,Melanogrammus,aeglefinus,Haddock,NA,demersal,oceanodromous,10,450,TL,NA,TL,NA,112.0,35.0,NA,4645,16800.0,NA,9988,NA
im11,716,901287,Haddock_wild_fillet_raw,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Finfish,NA,NA,NA,0.51,0.168196928,0.179817607,0.044520072,0.115993934,NA,NA,NA,4.1,NA,NA,63.968654,63.968654,112.0,NA,http://www.fishbase.org/summary/1382,0.00692,3.05,NA,"Cods, hakes, haddocks",NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),26807,hunting macrofauna (predator),NA,3.56,0.67,1400,1381,1381,Melanogrammus,aeglefinus,Haddock,NA,demersal,oceanodromous,10,450,TL,NA,TL,NA,112.0,35.0,NA,4645,16800.0,NA,9988,NA
im11,716,901287,Haddock_wild_fillet_raw,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Finfish,NA,NA,NA,0.51,0.168196928,0.179817607,0.044520072,0.115993934,NA,NA,NA,4.1,NA,NA,63.968654,63.968654,112.0,NA,http://www.fishbase.org/summary/1382,0.00692,3.05,NA,"Cods, hakes, haddocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54575,1381,1381,Melanogrammus,aeglefinus,Haddock,NA,demersal,oceanodromous,10,450,TL,NA,TL,NA,112.0,35.0,NA,4645,16800.0,NA,9988,NA
im11,717,901288,Haddock_wild_fillet_raw,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Finfish,NA,NA,NA,0.55,0.185629169,0.199000602,0.057734954,0.117637353,NA,NA,NA,4.1,NA,NA,63.968654,63.968654,112.0,NA,http://www.fishbase.org/summary/1383,0.00692,3.05,NA,"Cods, hakes, haddocks",NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),26807,hunting macrofauna (predator),NA,3.56,0.67,1400,1381,1381,Melanogrammus,aeglefinus,Haddock,NA,demersal,oceanodromous,10,450,TL,NA,TL,NA,112.0,35.0,NA,4645,16800.0,NA,9988,NA
im11,717,901288,Haddock_wild_fillet_raw,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Finfish,NA,NA,NA,0.55,0.185629169,0.199000602,0.057734954,0.117637353,NA,NA,NA,4.1,NA,NA,63.968654,63.968654,112.0,NA,http://www.fishbase.org/summary/1383,0.00692,3.05,NA,"Cods, hakes, haddocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54575,1381,1381,Melanogrammus,aeglefinus,Haddock,NA,demersal,oceanodromous,10,450,TL,NA,TL,NA,112.0,35.0,NA,4645,16800.0,NA,9988,NA
im11,718,901297,Haddock_wild_fillet_raw,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,63.968654,63.968654,112.0,NA,http://www.fishbase.org/summary/1384,0.00692,3.05,NA,"Cods, hakes, haddocks",NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),26807,hunting macrofauna (predator),NA,3.56,0.67,1400,1381,1381,Melanogrammus,aeglefinus,Haddock,NA,demersal,oceanodromous,10,450,TL,NA,TL,NA,112.0,35.0,NA,4645,16800.0,NA,9988,NA
im11,718,901297,Haddock_wild_fillet_raw,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,63.968654,63.968654,112.0,NA,http://www.fishbase.org/summary/1384,0.00692,3.05,NA,"Cods, hakes, haddocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54575,1381,1381,Melanogrammus,aeglefinus,Haddock,NA,demersal,oceanodromous,10,450,TL,NA,TL,NA,112.0,35.0,NA,4645,16800.0,NA,9988,NA
fi95,719,900579,Southern_kingcroaker_wild_fillet_raw,NA,NA,Menticirrhus americanus,Menticirrhus americanus,Finfish,NA,19.7,NA,6.7,NA,0.977296,0.17224842,0.45077778,NA,NA,NA,3.5,NA,NA,34.941407,-34.941407,50.0,NA,http://www.fishbase.org/summary/409,0.00776,3.08,NA,Miscellaneous coastal fishes,NA,Dec 1991-Jan 1992 _Summer,NA,NA,NA,mainly animals (troph. 2.8 and up),NA,hunting macrofauna (predator),NA,NA,NA,423,409,409,Menticirrhus,americanus,Southern kingcroaker,NA,demersal,oceanodromous,NA,40,TL,NA,TL,NA,50.0,30.0,NA,3702,1070.0,NA,40637,NA
fi57,720,900287,Whiting_wild_edible_part_raw,NA,NA,Merlangius merlangus euxinus,NA NA,Finfish,NA,16.65,NA,18.3,5.56857301,5.90041865,1.41711633,4.01939566,NA,NA,NA,4.4,NA,NA,42.163403,42.163403,70.0,NA,http://www.fishbase.org/summary/29,0.00661,3.05,NA,"Cods, hakes, haddocks",NA,fall 1995-spring 1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi80,721,900443,Whiting_wild_edible_flesh_raw,NA,NA,Merlangius merlangus,Merlangius merlangus,Finfish,NA,18.0,NA,0.3,NA,0.098931,0.030285,0.068646,NA,NA,NA,4.29,NA,NA,39.019184,39.019184,57.0,NA,NA,0.00621,3.102999926,NA,"Cods, hakes, haddocks",NA,Winter,NA,NA,NA,mainly animals (troph. 2.8 and up),3663,hunting macrofauna (predator),3663,3.57,0.74,39,29,29,Merlangius,merlangus,Whiting,NA,benthopelagic,oceanodromous,10,200,TL,NA,TL,NA,70.0,23.5,NA,1371,3110.0,NA,40637,NA
fi105,722,900649,Whiting_wild_skinless_fillet_raw,NA,NA,Merlangius merlangus,Merlangius merlangus,Finfish,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,4.29,NA,NA,60.657778,60.657778,57.0,NA,NA,0.00621,3.102999926,NA,"Cods, hakes, haddocks",NA,01-Sep,NA,NA,NA,mainly animals (troph. 2.8 and up),3663,hunting macrofauna (predator),3663,3.57,0.74,39,29,29,Merlangius,merlangus,Whiting,NA,benthopelagic,oceanodromous,10,200,TL,NA,TL,NA,70.0,23.5,NA,1371,3110.0,NA,40637,NA
fi105,723,900648,Whiting_wild_skinless_fillet_raw,NA,NA,Merlangius merlangus,Merlangius merlangus,Finfish,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,4.29,NA,NA,62.1,62.1,57.0,NA,NA,0.00621,3.102999926,NA,"Cods, hakes, haddocks",NA,01-Sep,NA,NA,NA,mainly animals (troph. 2.8 and up),3663,hunting macrofauna (predator),3663,3.57,0.74,39,29,29,Merlangius,merlangus,Whiting,NA,benthopelagic,oceanodromous,10,200,TL,NA,TL,NA,70.0,23.5,NA,1371,3110.0,NA,40637,NA
fi137,724,900903,Atlantic_hake_wild_female_skinless_dorsal_muscle_subdermal_fat_removed_raw,NA,NA,Merluccius hubbsi,Merluccius hubbsi,Finfish,NA,NA,NA,1.7,NA,NA,0.08,0.38,NA,NA,NA,4.08,48.0,NA,38.416097,-38.416097,78.0,NA,NA,0.010212,2.874000072,NA,"Cods, hakes, haddocks",NA,Apr,NA,NA,NA,mainly animals (troph. 2.8 and up),1371,hunting macrofauna (predator),NA,4.23,0.67,339,325,325,Merluccius,hubbsi,Argentine hake,Merlucciinae,benthopelagic,oceanodromous,50,800,TL,NA,TL,TL,95.0,50.0,60.0,1371,NA,NA,NA,NA
fi137,725,900905,Atlantic_hake_wild_female_skinless_dorsal_muscle_subdermal_fat_removed_raw,NA,NA,Merluccius hubbsi,Merluccius hubbsi,Finfish,NA,NA,NA,1.4,NA,NA,0.09,0.32,NA,NA,NA,4.08,48.0,NA,38.416097,-38.416097,78.0,NA,NA,0.010212,2.874000072,NA,"Cods, hakes, haddocks",NA,Dec,NA,NA,NA,mainly animals (troph. 2.8 and up),1371,hunting macrofauna (predator),NA,4.23,0.67,339,325,325,Merluccius,hubbsi,Argentine hake,Merlucciinae,benthopelagic,oceanodromous,50,800,TL,NA,TL,TL,95.0,50.0,60.0,1371,NA,NA,NA,NA
