number_of_targets,subgroup,number_of_species,sd,se
4.697,all,10,0.5563276916534898,0.17592626310488732
4.741,all,11,0.5197972577738259,0.15672477009922064
4.788,all,12,0.4809233694543106,0.13883061840701405
4.84,all,13,0.40812567496613905,0.11319369599413572
4.87,all,14,0.36225851436678647,0.09681766044301718
4.903,all,15,0.31573832629361087,0.08152328529963722
4.927,all,16,0.2715598363984349,0.06788995909960872
4.945,all,17,0.24090046291577158,0.05842694434481861
4.961,all,18,0.19369180807797864,0.04565359698407401
4.969,all,19,0.17340435135563662,0.03978168652260211
4.975,all,20,0.15620307103062794,0.03492806851187122
4.98,all,21,0.14007005254378832,0.030565791351350086
4.989,all,22,0.10435463521037237,0.022248482981879796
4.991,all,23,0.09448771310560929,0.019702050133809105
4.993,all,24,0.08341437500789632,0.017026887998542628
4.996,all,25,0.06315051850925682,0.012630103701851364
4.998,all,26,0.04469897088298564,0.008766189414225366
5,all,27,0,0
5,all,28,0,0
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.09,all,1,1.2859057327633132,1.2859057327633132
2.986,all,2,1.2113097338299859,0.8565253269084548
3.543,all,3,1.1078711018789047,0.639629678897193
3.896,all,4,1.032593942578713,0.5162969712893565
4.141,all,5,0.9529045214642582,0.4261518572121977
4.34,all,6,0.8420861648959144,0.3437802372420277
4.473,all,7,0.7468793937636978,0.28229387646534715
4.58,all,8,0.6841550029547895,0.24188532098601703
4.653,all,9,0.6220755404112736,0.20735851347042453
4.724,all,10,0.5568968792641364,0.17610625603144658
4.775,all,11,0.5065882268979724,0.15274209743927286
4.819,all,12,0.4652477355726253,0.13430545268635952
4.854,all,13,0.4205482860039509,0.11663910838428768
4.886,all,14,0.3621258553806054,0.09678220583761958
4.904,all,15,0.33300885107590594,0.08598251562377664
4.929,all,16,0.2864280730672904,0.0716070182668226
4.956,all,17,0.22386181924150023,0.05429446625150785
4.968,all,18,0.18711229518930875,0.04410279092391308
4.978,all,19,0.1467567291047928,0.033668302708019265
4.982,all,20,0.13301764429463367,0.029743649484968795
4.987,all,21,0.11333068359382575,0.02473078267284745
4.992,all,22,0.08912880535463237,0.019002325149527387
4.992,all,23,0.08912880535463237,0.018584640624128238
4.994,all,24,0.07726558075864033,0.015771770628206234
4.996,all,25,0.06315051850925682,0.012630103701851364
5,all,26,0,0
5,all,27,0,0
5,all,28,0,0
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.94,all,1,1.2489835707326018,1.2489835707326018
2.899,all,2,1.274528706394416,0.9012278911084097
3.479,all,3,1.1869995652770762,0.6853145185406887
3.831,all,4,1.0897828346173501,0.5448914173086751
4.087,all,5,0.9717897794149594,0.434597601322275
4.303,all,6,0.8740451675714218,0.35682744544923367
4.448,all,7,0.7706425175721165,0.29127549303264916
4.579,all,8,0.654360135695312,0.23135124464415227
4.668,all,9,0.5866175245593334,0.19553917485311112
4.728,all,10,0.5218125030011146,0.165011602103697
4.776,all,11,0.4712176206871365,0.14207745840211314
4.815,all,12,0.42773585068118614,0.1234767042664182
4.851,all,13,0.38593775138997216,0.10703987321337063
4.889,all,14,0.32678094464914226,0.08733588110024497
4.908,all,15,0.29937539248512995,0.07729839395728115
4.921,all,16,0.27719277738757164,0.06929819434689291
4.931,all,17,0.25749816563483574,0.062452478547954084
4.949,all,18,0.22010780869257557,0.051879908039543836
4.963,all,19,0.1888562063228706,0.04332658516957158
4.975,all,20,0.15620307103062794,0.03492806851187122
4.981,all,21,0.13659303663678343,0.029807044275806494
4.985,all,22,0.12161327966052798,0.025928038341979754
4.989,all,23,0.10435463521037237,0.02175944561503058
4.992,all,24,0.08912880535463237,0.018193341208557534
4.996,all,25,0.06315051850925682,0.012630103701851364
4.997,all,26,0.05471740119919799,0.010730965247992146
4.998,all,27,0.04469897088298564,0.008602320957263668
4.998,all,28,0.04469897088298564,0.00844731148692123
4.999,all,29,0.03162277660168379,0.005872202195147035
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.692,all,1,1.0697103721476577,1.0697103721476577
2.412,all,2,0.9597797545151581,0.6786667728632281
2.831,all,3,0.9139334080086329,0.5276596991351763
3.169,all,4,0.8928808634057717,0.44644043170288583
3.378,all,5,0.8507877760286873,0.38048386032520215
3.535,all,6,0.8071099221459407,0.3295012459325019
3.641,all,7,0.7840495735179848,0.2963428838678345
3.755,all,8,0.7466810112307213,0.2639916032122358
3.864,all,9,0.7071096124392625,0.23570320414642085
3.964,all,10,0.6641875827995771,0.21003455552483383
4.039,all,11,0.6291858826093246,0.18970668145488442
4.113,all,12,0.5971495521120213,0.17238222732916997
4.175,all,13,0.5888308090799272,0.16331228267004805
4.226,all,14,0.5772843816155581,0.15428574076722
4.274,all,15,0.5524755462726194,0.14264857266004666
4.313,all,16,0.5434393492620186,0.13585983731550466
4.358,all,17,0.5367719479668476,0.13018631990210938
4.391,all,18,0.5276337720402262,0.12436447273089365
4.43,all,19,0.5190080629136404,0.1190686156380715
4.466,all,20,0.5148874722782728,0.11513233887772564
4.494,all,21,0.5101217739169974,0.11131769726760907
4.529,all,22,0.5053854117546474,0.10774853182176596
4.557,all,23,0.501001000001,0.10446592995721704
4.596,all,24,0.4950040697095621,0.10104228261579182
4.62,all,25,0.4876862083736199,0.09753724167472398
4.641,all,26,0.4799472360055315,0.09412539699565874
4.66,all,27,0.47394580346767984,0.09121091240445281
4.69,all,28,0.46272466339510593,0.08744674177425163
4.717,all,29,0.4506818324651152,0.083689515289863
4.741,all,30,0.4383048152953731,0.08002314480013706
4.767,all,31,0.42295376802895357,0.0759647392502027
4.794,all,32,0.4046328307586122,0.07152965463003083
4.822,all,33,0.38270414482007176,0.06662024045480801
4.842,all,34,0.3649235113954281,0.06258386588955211
4.87,all,35,0.33647171235218754,0.05687409985804817
4.896,all,36,0.30541328929383094,0.050902214882305154
4.922,all,37,0.26830577330349786,0.04410919741927582
4.953,all,38,0.21174474216810163,0.03434953299147635
4.981,all,39,0.13659303663678343,0.021872390779278758
5,all,40,0,0
2.118,all,1,1.2180145974328713,1.2180145974328713
3.043,all,2,1.2532843738440698,0.8862058795002778
3.573,all,3,1.1908354584446539,0.6875291724935724
3.926,all,4,1.0637930511408953,0.5318965255704476
4.173,all,5,0.9716043510683837,0.4345146752446953
4.335,all,6,0.8657508443683578,0.35344130218102804
4.47,all,7,0.7782709719022711,0.294158777753421
4.587,all,8,0.6862229243488605,0.2426164416063712
4.678,all,9,0.5955423332313755,0.19851411107712516
4.743,all,10,0.5415203082472939,0.1712437573297912
4.799,all,11,0.46991469419440357,0.14168461128340323
4.836,all,12,0.4186636827804381,0.12085779497660301
4.866,all,13,0.3823482577313387,0.10604432679497403
4.893,all,14,0.3400980250849256,0.09089502055616008
4.911,all,15,0.311730935545666,0.0804885814577348
4.93,all,16,0.27418091686909063,0.06854522921727266
4.945,all,17,0.24090046291577158,0.05842694434481861
4.961,all,18,0.20376584728683195,0.048028070796913784
4.966,all,19,0.19204395559579812,0.044057905008415596
4.975,all,20,0.16248508055018898,0.036332768543975144
4.984,all,21,0.133273259740136,0.029082609565365906
4.988,all,22,0.11777041169100952,0.025108736138018388
4.989,all,23,0.10435463521037237,0.02175944561503058
4.99,all,24,0.0995485304256668,0.020320258682234166
4.992,all,25,0.08912880535463237,0.017825761070926475
4.994,all,26,0.07726558075864033,0.01515302707759178
4.995,all,27,0.07056897321046962,0.013581005226500041
4.998,all,28,0.04469897088298564,0.00844731148692123
4.999,all,29,0.03162277660168379,0.005872202195147035
4.999,all,30,0.03162277660168379,0.005773502691896257
4.999,all,31,0.03162277660168379,0.005679618342470648
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.939,all,1,1.246929762991418,1.246929762991418
2.813,all,2,1.245625378106348,0.8807901516770559
3.451,all,3,1.1588537189576353,0.6690645065915897
3.782,all,4,1.0399795947794157,0.5199897973897079
4.032,all,5,0.9009926679989065,0.40293617057489084
4.233,all,6,0.8206000148576555,0.3350085532202585
4.379,all,7,0.7237975427444354,0.27356975680877416
4.48,all,8,0.6542385100466251,0.2313082434836759
4.569,all,9,0.5861591785364983,0.19538639284549944
4.649,all,10,0.5273301404974658,0.16675643228285889
4.715,all,11,0.48991327295248394,0.14771440965439636
4.764,all,12,0.4544342752373664,0.131183875568643
4.804,all,13,0.4144342598721246,0.11494338263676257
4.824,all,14,0.39137855993548903,0.10460031998625502
4.855,all,15,0.3579149383625991,0.09241323970914668
4.876,all,16,0.3327682898575745,0.08319207246439363
4.891,all,17,0.3149892350830711,0.07639611101058907
4.909,all,18,0.28775302222878874,0.06782403777496662
4.924,all,19,0.26513071171460745,0.06082515679963101
4.94,all,20,0.237605674293474,0.05313024395598822
4.949,all,21,0.22010780869257557,0.048031461637361265
4.962,all,22,0.19129190414806527,0.04078357099739628
4.967,all,23,0.17872588772459053,0.037266923755723526
4.976,all,24,0.15312559370479986,0.03125663092812431
4.983,all,25,0.1293357171384909,0.02586714342769818
4.988,all,26,0.10893974420691407,0.021364841596802363
4.992,all,27,0.08912880535463237,0.017152846588015587
4.995,all,28,0.07056897321046962,0.013336282385148711
4.996,all,29,0.06315051850925682,0.01172675689063262
4.998,all,30,0.04469897088298564,0.00816087821662595
4.999,all,31,0.03162277660168379,0.005679618342470648
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.124,all,1,1.2877430963830798,1.2877430963830798
3.159,all,2,1.229321044410381,0.8692612467579093
3.775,all,3,1.0447327248949687,0.6031767199493214
4.117,all,4,0.9089208640674594,0.4544604320337297
4.335,all,5,0.7780619386529458,0.3479598771066516
4.506,all,6,0.6873401169991727,0.28060542773214386
4.622,all,7,0.5928469173972886,0.22407507270921104
4.706,all,8,0.5271070496984857,0.18636048462651686
4.766,all,9,0.4554683868848105,0.15182279562827017
4.828,all,10,0.3931546395129664,0.1243264133523406
4.867,all,11,0.3513323703196653,0.10593069536877506
4.892,all,12,0.3231724623795172,0.09329185407474423
4.913,all,13,0.2924320716277825,0.08110606375724061
4.935,all,14,0.2546366820390178,0.06805451587820703
4.954,all,15,0.2143126919478404,0.055335299119657747
4.97,all,16,0.17067257872642908,0.04266814468160727
4.976,all,17,0.15312559370479986,0.037138411578253205
4.982,all,18,0.13301764429463367,0.03135255943273185
4.986,all,19,0.11754921445002436,0.02696763929896038
4.991,all,20,0.09448771310560929,0.02112809495426401
4.992,all,21,0.08912880535463237,0.0194494998637423
4.995,all,22,0.07056897321046962,0.015045355640952005
4.999,all,23,0.03162277660168379,0.00659380473395787
4.999,all,24,0.03162277660168379,0.006454972243679028
5,all,25,0,0
5,all,26,0,0
5,all,27,0,0
5,all,28,0,0
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.808,all,1,1.2135108605235507,1.2135108605235507
2.762,all,2,1.122771845308127,0.7939195855427099
3.308,all,3,1.0393345064108168,0.600060057054352
3.631,all,4,0.97457107939277,0.487285539696385
3.903,all,5,0.896880925984824,0.4010973436450048
4.089,all,6,0.8389176257433043,0.3424866865497069
4.239,all,7,0.7631916282700312,0.28845932158413634
4.377,all,8,0.7192971488810368,0.2543099458309654
4.477,all,9,0.6811276935604181,0.22704256452013938
4.569,all,10,0.6258039873879285,0.19789659689611405
4.634,all,11,0.5747820233570066,0.17330330070149857
4.703,all,12,0.5167766036287421,0.1491805556079774
4.752,all,13,0.4782517378167326,0.1326431664059992
4.787,all,14,0.4492580915607785,0.12006927548973934
4.833,all,15,0.39403840709538235,0.10174027922976761
4.868,all,16,0.3559532310609116,0.0889883077652279
4.885,all,17,0.3374742788552764,0.0818495351558502
4.906,all,18,0.30864098765274073,0.07274737844045549
4.923,all,19,0.27775555466659557,0.06372149441046196
4.944,all,20,0.23434785878885028,0.05240177426333907
4.956,all,21,0.21001930413204425,0.04582996945652593
4.968,all,22,0.17608806605504818,0.03754210182461032
4.975,all,23,0.15620307103062794,0.03257059182986702
4.981,all,24,0.13659303663678343,0.027881936848117326
4.989,all,25,0.10435463521037237,0.020870927042074473
4.992,all,26,0.08912880535463237,0.017479596835633982
4.995,all,27,0.07056897321046962,0.013581005226500041
4.996,all,28,0.06315051850925682,0.01193432622430535
4.999,all,29,0.03162277660168379,0.005872202195147035
4.999,all,30,0.03162277660168379,0.005773502691896257
4.999,all,31,0.03162277660168379,0.005679618342470648
4.999,all,32,0.03162277660168379,0.005590169943749473
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.378,all,1,1.1253365640475663,1.1253365640475663
3.333,all,2,1.1195375671965475,0.7916326055577688
3.819,all,3,1.0243477379719683,0.5914074422619002
4.123,all,4,0.921259854611998,0.460629927305999
4.325,all,5,0.825867457318096,0.36933915499363373
4.511,all,6,0.6887331510486143,0.28117413150138637
4.612,all,7,0.61793028558069385,0.23355569474594823
4.697,all,8,0.5490833201732616,0.19413026956546872
4.766,all,9,0.4684692769685793,0.15615642565619312
4.818,all,10,0.4183910264944159,0.13230685962982078
4.854,all,11,0.3805638301636518,0.11474431213030634
4.895,all,12,0.3099533369252073,0.08947582125499562
4.936,all,13,0.24487540497968344,0.06791621759648143
4.949,all,14,0.22010780869257557,0.058826286305800064
4.962,all,15,0.19129190414806527,0.049391357268650814
4.972,all,16,0.16505527329729044,0.04126381832432261
4.981,all,17,0.13659303663678343,0.033128677516313
4.988,all,18,0.10893974420691407,0.025677343956478953
4.991,all,19,0.09448771310560929,0.02167696804387445
4.995,all,20,0.07056897321046962,0.015779702120097164
4.997,all,21,0.05471740119919799,0.011940315848885346
4.999,all,22,0.03162277660168379,0.00674199862463242
4.999,all,23,0.03162277660168379,0.00659380473395787
4.999,all,24,0.03162277660168379,0.006454972243679028
4.999,all,25,0.03162277660168379,0.006324555320336758
4.999,all,26,0.03162277660168379,0.006201736729460423
4.999,all,27,0.03162277660168379,0.006085806194501845
4.999,all,28,0.03162277660168379,0.005976143046671967
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.089,all,1,1.1253201079449995,1.1253201079449995
2.958,all,2,1.0262988304043268,0.7257028625027219
3.439,all,3,0.8983797003973799,0.5186797618589226
3.728,all,4,0.8140507838450122,0.4070253919225061
3.925,all,5,0.7469490832265161,0.33404578516512756
4.078,all,6,0.6696001526018078,0.27336311759402987
4.183,all,7,0.6308002131490674,0.23842007013699545
4.27,all,8,0.5995493803344805,0.2119727162453518
4.339,all,9,0.5695642223695264,0.18985474078984213
4.407,all,10,0.5363195303535372,0.16959912695489876
4.459,all,11,0.522103046908933,0.1574199916816596
4.497,all,12,0.5140576380672262,0.14839565785854814
4.536,all,13,0.5069131690545837,0.14059241717186519
4.565,all,14,0.5020229347619758,0.13417127301300566
4.596,all,15,0.4929777145338591,0.12728629856273535
4.62,all,16,0.4876862083736199,0.12192155209340498
4.653,all,17,0.4783511469828622,0.11601719442033526
4.683,all,18,0.4676855030142903,0.11023453021468207
4.703,all,19,0.4571651780264984,0.10488088481701514
4.73,all,20,0.44418160396092193,0.09932202608115112
4.764,all,21,0.4248346554654934,0.0927065222148147
4.79,all,22,0.40751204407485436,0.08688185972029804
4.815,all,23,0.38849186082326864,0.0810061527255065
4.831,all,24,0.3749394345485409,0.07653419159096464
4.845,all,25,0.362085771753194,0.07241715435063881
4.861,all,26,0.3461196307619647,0.06787964428049184
4.879,all,27,0.3262904618058356,0.06279462865253549
4.903,all,28,0.296105857217784,0.0559587471391326
4.918,all,29,0.27450200609713465,0.05097374285248658
4.934,all,30,0.24840633185509928,0.04535258379471733
4.951,all,31,0.21597603025716916,0.03879044014488275
4.96,all,32,0.19605723255834873,0.03465834966066909
4.969,all,33,0.17340435135563662,0.030185823016507456
4.976,all,34,0.15312559370479986,0.026260822669479832
4.989,all,35,0.10435463521037237,0.017639152789737697
4.994,all,36,0.07726558075864033,0.012877596793106722
4.998,all,37,0.04469897088298564,0.007348465546754492
4.999,all,38,0.03162277660168379,0.00512989176042577
5,all,39,0,0
5,all,40,0,0
2.415,all,1,1.1567683921654814,1.1567683921654814
3.374,all,2,1.1024243009564598,0.779531698951152
3.842,all,3,0.939104849267598,0.5421924375219307
4.121,all,4,0.8179413353218115,0.40897066766090573
4.296,all,5,0.7147691199925295,0.31965446810419995
4.393,all,6,0.6610506697583688,0.26987280583884576
4.486,all,7,0.6149651877807248,0.2324349931185621
4.562,all,8,0.5643354272721804,0.19952270374398323
4.63,all,9,0.5285635055311513,0.17618783517705042
4.698,all,10,0.48479999074982566,0.15330721803980105
4.741,all,11,0.4540100495860473,0.13688918050250626
4.777,all,12,0.4236159232730168,0.12228738366734405
4.804,all,13,0.40217626203661716,0.11154362573442035
4.829,all,14,0.3819750056023364,0.10208711437678568
4.845,all,15,0.36757327175695204,0.09490701066837655
4.866,all,16,0.3437472358611225,0.08593680896528062
4.89,all,17,0.31304631925323445,0.07592488470540665
4.912,all,18,0.28343665312788385,0.06680665982118199
4.924,all,19,0.26513071171460745,0.06082515679963101
4.939,all,20,0.239450070654273,0.0535426635200082
4.947,all,21,0.22414558046332575,0.04891257567442882
4.957,all,22,0.2029585972364615,0.04327091832134341
4.962,all,23,0.19129190414806527,0.039887119307295944
4.97,all,24,0.17067257872642908,0.03483839424706187
4.975,all,25,0.15620307103062794,0.03124061420612559
4.981,all,26,0.13659303663678343,0.026788098431994343
4.987,all,27,0.11333068359382575,0.021810500226779866
4.99,all,28,0.0995485304256668,0.018812903920590086
4.995,all,29,0.07056897321046962,0.01310432934512547
4.998,all,30,0.04469897088298564,0.00816087821662595
4.999,all,31,0.03162277660168379,0.005679618342470648
4.999,all,32,0.03162277660168379,0.005590169943749473
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.712,all,1,1.1253098783545457,1.1253098783545457
2.559,all,2,1.0675479655072453,0.7548704056520756
3.097,all,3,1.0240310735713245,0.5912246159849457
3.405,all,4,1.0089563880530183,0.5044781940265092
3.677,all,5,0.9826681213088357,0.43946254371371324
3.885,all,6,0.9266248613293482,0.37829301553902056
4.077,all,7,0.877405744704718,0.3316281999125873
4.234,all,8,0.7999274241353923,0.2828170530316117
4.352,all,9,0.731184402617172,0.243728134205724
4.451,all,10,0.6943205895557766,0.21956344893471708
4.532,all,11,0.6460598992302443,0.19479438889468545
4.62,all,12,0.6016327467500102,0.1736764141447062
4.671,all,13,0.5577365597395154,0.15468828956474673
4.731,all,14,0.49687612730527303,0.13279573086024316
4.776,all,15,0.458294702166667,0.1183311832764393
4.817,all,16,0.42153136145331904,0.10538284036332976
4.85,all,17,0.379003487640475,0.0919218477658327
4.87,all,18,0.3566892586373008,0.08407246451961257
4.897,all,19,0.32014605025440107,0.07344654106487516
4.92,all,20,0.2822758928418785,0.06311880848038866
4.935,all,21,0.25067476505990355,0.05470171836677521
4.947,all,22,0.22856780885164743,0.048730820583003466
4.956,all,23,0.21001930413204425,0.04379205214176779
4.963,all,24,0.19408417933636082,0.03961726721007556
4.974,all,25,0.15921478998305827,0.03184295799661165
4.981,all,26,0.13659303663678343,0.026788098431994343
4.986,all,27,0.11754921445002436,0.022622356868583538
4.988,all,28,0.10893974420691407,0.020587676504463144
4.991,all,29,0.09448771310560929,0.017545927838722372
4.996,all,30,0.06315051850925682,0.011529654501889159
4.998,all,31,0.04469897088298564,0.008028172165724655
4.999,all,32,0.03162277660168379,0.005590169943749473
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.935,all,1,1.3945320791289528,1.3945320791289528
2.91,all,2,1.3204709931095207,0.9337139935878769
3.504,all,3,1.2030924450895,0.694605747032428
3.855,all,4,1.0521796814622881,0.5260898407311441
4.091,all,5,0.926054305414416,0.41414407555259714
4.264,all,6,0.8432170628106472,0.3442419243824066
4.399,all,7,0.7565522925557567,0.2859498885597593
4.507,all,8,0.6800098627324558,0.24041979260592639
4.583,all,9,0.6111337697137056,0.2037112565712352
4.655,all,10,0.5552326388850742,0.17557997701426073
4.7,all,11,0.527520879471399,0.1590535296622659
4.745,all,12,0.48807091002559577,0.14089393564345168
4.781,all,13,0.4574366057152054,0.1268700874754136
4.822,all,14,0.40802264947240674,0.10904864002639324
4.857,all,15,0.3669954845576246,0.09475782665500009
4.885,all,16,0.3223024648973056,0.0805756162243264
4.908,all,17,0.28917057184232914,0.07013416538389312
4.92,all,18,0.27142894774447635,0.06397641652014943
4.935,all,19,0.24664921616708177,0.05658521093556989
4.946,all,20,0.2261307920985887,0.05056438229383166
4.96,all,21,0.19605723255834873,0.04278319565439018
4.964,all,22,0.18638331132035063,0.03973705549022951
4.97,all,23,0.17067257872642908,0.03558769274875132
4.977,all,24,0.1499783100768024,0.030614194347756873
4.982,all,25,0.13301764429463367,0.026603528858926733
4.988,all,26,0.10893974420691407,0.021364841596802363
4.994,all,27,0.07726558075864033,0.014869767950031254
4.998,all,28,0.04469897088298564,0.00844731148692123
4.999,all,29,0.03162277660168379,0.005872202195147035
4.999,all,30,0.03162277660168379,0.005773502691896257
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.273,all,1,1.3814410517207671,1.3814410517207671
3.369,all,2,1.232216440954006,0.8713086012881306
3.927,all,3,1.0289459313927676,0.5940622104711846
4.272,all,4,0.8226133312150324,0.4113066656075162
4.444,all,5,0.7330766681605693,0.3278418525452177
4.563,all,6,0.6545681472997746,0.2672263271272311
4.664,all,7,0.5739629199115858,0.2169375925512198
4.752,all,8,0.4906493011680917,0.1734707240201991
4.801,all,9,0.4261227294812852,0.14204090982709508
4.845,all,10,0.37298004519560307,0.1179466464610648
4.872,all,11,0.3431234963300149,0.10345562673468613
4.89,all,12,0.31622776601683794,0.09128709291752769
4.908,all,13,0.292611725024172,0.0811558906443555
4.93,all,14,0.25527468571161765,0.06822502953209075
4.954,all,15,0.20958990416508122,0.05411588055763787
4.963,all,16,0.1888562063228706,0.04721405158071765
4.973,all,17,0.162164414398774,0.03933064760485756
4.981,all,18,0.13659303663678343,0.03219528748957737
4.988,all,19,0.10893974420691407,0.02499249136490047
4.992,all,20,0.08912880535463237,0.01992980675263052
4.993,all,21,0.08341437500789632,0.018202508929577026
4.997,all,22,0.05471740119919799,0.011665789132786349
4.997,all,23,0.05471740119919799,0.01140936684977665
4.999,all,24,0.03162277660168379,0.006454972243679028
4.999,all,25,0.03162277660168379,0.006324555320336758
5,all,26,0,0
5,all,27,0,0
5,all,28,0,0
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.246,all,1,1.1869679409709821,1.1869679409709821
3.109,all,2,1.0335314156750084,0.7308170725931308
3.609,all,3,0.8949412941192958,0.5166945970686875
3.879,all,4,0.7905592855592704,0.3952796427796352
4.076,all,5,0.7257759645722299,0.32457687864379703
4.194,all,6,0.684713686757343,0.27953319207589433
4.293,all,7,0.6352594387764376,0.2401054990012737
4.391,all,8,0.5970556720067866,0.21109105721094493
4.456,all,9,0.5606945499809842,0.18689818332699473
4.535,all,10,0.5339101610384093,0.16883721747886635
4.592,all,11,0.5097016733303863,0.1536808368593808
4.628,all,12,0.4998658478690716,0.14429884091295453
4.676,all,13,0.47670876984931926,0.1322152240888525
4.717,all,14,0.45510231609838914,0.12163121019767621
4.755,all,15,0.43262242447908567,0.11170262968022497
4.789,all,16,0.4082225442643334,0.10205563606608335
4.808,all,17,0.39407016036651554,0.09557605265266082
4.84,all,18,0.366789496216201,0.08645311334749109
4.862,all,19,0.3450725649411658,0.07916507572457462
4.883,all,20,0.32158111638343195,0.07190772365136251
4.898,all,21,0.30279974849343533,0.06607632228022657
4.916,all,22,0.2775266131761439,0.059168872736900274
4.935,all,23,0.24664921616708177,0.05142991678671583
4.946,all,24,0.2261307920985887,0.04615875464774403
4.95,all,25,0.21805400144814482,0.043610800289628965
4.96,all,26,0.19605723255834873,0.0384499867152315
4.971,all,27,0.1678904023081343,0.0323105229889853
4.975,all,28,0.15620307103062794,0.029519605712257087
4.983,all,29,0.1293357171384909,0.024017039732403593
4.986,all,30,0.11754921445002436,0.021461452123763523
4.989,all,31,0.10435463521037237,0.01874264577485285
4.992,all,32,0.08912880535463237,0.015755895666329102
4.992,all,33,0.08912880535463237,0.015515333514266053
4.996,all,34,0.06315051850925682,0.01083022457535336
4.997,all,35,0.05471740119919799,0.009248928886237883
4.998,all,36,0.04469897088298564,0.0074498284804976065
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.942,all,1,1.1215586894558367,1.1215586894558367
2.907,all,2,1.0768056976588258,0.761416610834867
3.435,all,3,0.9330839435150761,0.5387162659649467
3.758,all,4,0.8462577338802595,0.42312886694012974
3.971,all,5,0.7763773320762023,0.34720649814246324
4.121,all,6,0.6847100319316403,0.27953169999954924
4.22,all,7,0.6418816183783518,0.24260844762468362
4.325,all,8,0.6064179604387907,0.2144011260297922
4.387,all,9,0.5878576159042057,0.19595253863473525
4.447,all,10,0.5563276916534898,0.17592626310488732
4.484,all,11,0.5495871596444426,0.16570676346706992
4.529,all,12,0.5361403234662045,0.15477038003831312
4.573,all,13,0.5205208371832408,0.1443665052624321
4.609,all,14,0.5043544124654541,0.1347943866395284
4.645,all,15,0.4849847525543563,0.12522252465383646
4.686,all,16,0.468640185668732,0.117160046417183
4.708,all,17,0.4571049605341698,0.1108642373103632
4.73,all,18,0.4464295009285333,0.10522444247609734
4.751,all,19,0.43265018916693676,0.09925676065697016
4.77,all,20,0.4210430824479572,0.09414809538096808
4.796,all,21,0.40317061716666125,0.0879790414832518
4.812,all,22,0.39090767299812473,0.0833417959121049
4.832,all,23,0.3740533597174552,0.07799551712756539
4.849,all,24,0.3582280381646966,0.07312299208848044
4.864,all,25,0.3429600875052688,0.06859201750105376
4.884,all,26,0.3203851535989872,0.06283269807948683
4.898,all,27,0.30279974849343533,0.058273838767745285
4.911,all,28,0.2848862231842041,0.05383843560670339
4.928,all,29,0.2586172517116422,0.048024018015013145
4.945,all,30,0.22809433799861634,0.04164413805368331
4.954,all,31,0.20958990416508122,0.03764345803933222
4.964,all,32,0.18638331132035063,0.03294822583365583
4.971,all,33,0.1678904023081343,0.0292259676912591
4.977,all,34,0.1499783100768024,0.025721067980236087
4.988,all,35,0.10893974420691407,0.01841417766510194
