species_no,q2.5,q97.5,mean,dataset
1,384.99261111142454,450.02299866370817,417.9715839564669,WA
1.1,379.4866982010374,439.6742890165255,410.23950896494097,WA
1.2,374.52897843697593,430.78467029687334,403.3078368319134,WA
1.3,370.24730855543146,422.559988472527,397.0366128308278,WA
1.4,365.9042876836501,415.5264629099755,391.31887148754987,WA
1.5,362.1036410451279,409.1449231952351,386.07112754220225,WA
1.6,358.61949822188643,402.92921465447904,381.22704341766774,WA
1.7000000000000002,355.5052663554393,397.39196666590533,376.7330840983109,WA
1.8,352.57933185936133,391.7813550460777,372.5454579154019,WA
1.9,349.78787059146606,387.094987689721,368.6279138490428,WA
2,347.06132978706023,383.0845091236619,364.9501239826239,WA
2.1,344.2391950409245,378.7777124031537,361.48647474816687,WA
2.2,341.7330820987287,374.6442523608051,358.21514947556824,WA
2.3,339.06294184532806,371.1665270428476,355.1174222386495,WA
2.4000000000000004,336.66073002877323,368.142788719909,352.1771074297606,WA
2.5,334.2227503320554,364.6194998645258,349.3801257767647,WA
2.6,331.8361014303012,361.22724505237267,346.7141585768026,WA
2.7,329.43260465752326,358.3613227300145,344.1683695684608,WA
2.8,327.3919924319663,355.7606152361176,341.7331792369175,WA
2.9000000000000004,325.2903444413441,353.1877039163495,339.4000801776656,WA
3,323.3764740410643,350.5947332666321,337.16148491322923,WA
3.1,321.3373482823777,347.9911754526623,335.01059958354296,WA
3.2,319.3231863911835,345.57941829391905,332.94131843072256,WA
3.3000000000000003,317.2271777667865,343.51825842274025,330.9481351214388,WA
3.4000000000000004,315.34218737916575,341.4911992738679,329.026067798469,WA
3.5,313.717844609602,339.5364125509645,327.17059540018516,WA
3.6,312.2012362360108,337.5358315732839,325.3776032847641,WA
3.7,310.5216253080731,335.5407840022194,323.6433365822925,WA
3.8000000000000003,308.90447821815565,333.83961509003694,321.964360000018,WA
3.9000000000000004,307.4246639467426,332.2808809076456,320.33752304387446,WA
4,305.7380612386293,330.7287649781703,318.7599298080031,WA
4.1,304.30609108581484,329.2199749432555,317.22891263448304,WA
4.2,302.91582348186756,327.85861854129786,315.74200906629585,WA
4.300000000000001,301.3327473482756,326.49994820587347,314.2969416140986,WA
4.4,299.96937071388214,325.16522737676473,312.89159993657563,WA
4.5,298.57956016727746,323.8622793920662,311.52402509876913,WA
4.6,297.0932415138458,322.5930202348088,310.1923956257941,WA
4.7,295.7072290978222,321.38737476271444,308.89501511301563,WA
4.800000000000001,294.42891620647185,320.2151491520606,307.6303011899163,WA
4.9,293.17790657762373,318.9690667779923,306.3967756649292,WA
5,291.9554185327709,317.75517252955376,305.19305570358927,WA
5.1000000000000005,290.6194063714989,316.55836930995383,304.0178459133705,WA
5.2,289.31935266081945,315.40181523780984,302.86993122624955,WA
5.3,288.20300623967466,314.3345061360402,301.74817048495333,WA
5.4,287.03794606983377,313.32662792254774,300.65149065148313,WA
5.5,286.1043172942718,312.3429196977346,299.5788815672456,WA
5.6000000000000005,285.0180645338645,311.38081315236843,298.5293912032724,WA
5.7,283.92814238090017,310.46016915161124,297.50212134683835,WA
5.800000000000001,282.7992255075746,309.5932731313601,296.49622367750027,WA
5.9,281.7471282767171,308.71235536582026,295.5108961913497,WA
6,280.71970531781756,307.85943224414643,294.54537993725455,WA
6.1000000000000005,279.6910578915229,306.97436050928985,293.59895603316585,WA
6.2,278.68281576305816,305.998111137452,292.67094293429966,WA
