ref_info,seanuts_id2,species_name,nutrient,concentration,subgroup,abs_lat,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,max_length,length_from_study,commonlength,commonlengthf,commonlengthref,lengthfemale,maxlengthref,length_source_1,mean_length,tl,food_item_id_2,feedingtyperef,feeding_habit,demerspelag,brackishwater,brack,marine,fresh,trophic_level,diettroph,dietsetroph,foodsetroph,isotroph,isosetroph,ecotroph,ecosetroph,weight,weightfemale,maxweightref,weight_from_study
"Polat A., Kuzu S. Özyurt G., Tokur B. (2009). Fatty acid composition of red mullet (Mullus barbatus): a seasonal differntiation. Journal of Muscle Foods 20:70-78",783,Eualus barbatus,epa,0.150044064,finfish,36.5817,33.2,33.2,NaN,NA,NA,NA,33.2,16.36,NA,NA,NA,NA,NA,NA,33.2,3.2,900364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",784,Eualus barbatus,epa,0.0469622,finfish,39.019184,33.2,33.2,NaN,NA,NA,NA,33.2,NA,NA,NA,NA,NA,NA,NA,33.2,3.2,900430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",247,Eugerres plumieri,epa,0.10577996,finfish,NA,40.0,NaN,3.29,other,mainly plants/detritus (troph. 2-2.19),NA,NaN,NA,30.0,NA,3722,NA,3722,NA,40.0,NA,NA,56479,NA,demersal,NA,-1,NA,-1,3.29,2.2,0.0,0.4,NA,NA,NA,NA,1020.0,NA,4699,NA
"Cripps G.C., Watkins J.L., Hill H.J., Atkinson A. (1999). Fatty acid content of Antartic krill Euphausia superba at South Georgia related to regional populations and variations in diet. Mar. Ecol. Prog. Ser. 181: 177-188",583,Euphausia superba,epa,0.02696,crustacean,32.165622,6.0,6.0,NaN,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,6.0,2.2,901134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",584,Euthynnus alletteratus,epa,0.52938516,finfish,37.509726,116.5,100.0,3.98,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,100.0,56.03,80.0,NA,5217,NA,26340,NA,116.5,4.4,900256,168,NA,reef-associated,NA,-1,NA,0,3.98,4.49,NA,0.6,NA,NA,NA,NA,16500.0,NA,40637,NA
"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",585,Euthynnus alletteratus,epa,0.184565708,finfish,37.509726,116.5,100.0,3.98,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,100.0,54.53,80.0,NA,5217,NA,26340,NA,116.5,4.4,900258,168,NA,reef-associated,NA,-1,NA,0,3.98,4.49,NA,0.6,NA,NA,NA,NA,16500.0,NA,40637,NA
"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",586,Euthynnus alletteratus,epa,0.06724846,finfish,37.509726,116.5,100.0,3.98,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,100.0,57.18,80.0,NA,5217,NA,26340,NA,116.5,4.4,900263,168,NA,reef-associated,NA,-1,NA,0,3.98,4.49,NA,0.6,NA,NA,NA,NA,16500.0,NA,40637,NA
"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",587,Euthynnus alletteratus,epa,0.49736541,finfish,37.509726,116.5,100.0,3.98,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,100.0,56.03,80.0,NA,5217,NA,26340,NA,116.5,4.4,900260,168,NA,reef-associated,NA,-1,NA,0,3.98,4.49,NA,0.6,NA,NA,NA,NA,16500.0,NA,40637,NA
"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",588,Euthynnus alletteratus,epa,0.302160608,finfish,37.509726,116.5,100.0,3.98,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,100.0,53.28,80.0,NA,5217,NA,26340,NA,116.5,4.4,900261,168,NA,reef-associated,NA,-1,NA,0,3.98,4.49,NA,0.6,NA,NA,NA,NA,16500.0,NA,40637,NA
"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",589,Euthynnus alletteratus,epa,0.12614448,finfish,37.509726,116.5,100.0,3.98,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,100.0,54.53,80.0,NA,5217,NA,26340,NA,116.5,4.4,900262,168,NA,reef-associated,NA,-1,NA,0,3.98,4.49,NA,0.6,NA,NA,NA,NA,16500.0,NA,40637,NA
"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",590,Euthynnus alletteratus,epa,0.160107724,finfish,37.509726,116.5,100.0,3.98,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,100.0,57.18,80.0,NA,5217,NA,26340,NA,116.5,4.4,900259,168,NA,reef-associated,NA,-1,NA,0,3.98,4.49,NA,0.6,NA,NA,NA,NA,16500.0,NA,40637,NA
"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",591,Euthynnus alletteratus,epa,0.563116026,finfish,37.509726,116.5,100.0,3.98,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,100.0,53.28,80.0,NA,5217,NA,26340,NA,116.5,4.4,900257,168,NA,reef-associated,NA,-1,NA,0,3.98,4.49,NA,0.6,NA,NA,NA,NA,16500.0,NA,40637,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",635,Euthynnus pelamis,epa,0.22828,finfish,39.019184,110.0,110.0,NaN,NA,NA,NA,110.0,NA,NA,NA,NA,NA,NA,NA,110.0,4.4,900438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Procopia de Moura A.F., Torres R.P., Mancini - Filho J., Filho A.T. (2002). Caracterizacao da fracao lipidica de amostras comercias de camarao - rosa. Archivos Latinamericanos de Nutricion 52: 207 - 211",1610,Farfantepenaeus brasiliensis,epa,0.14369584,crustacean,NA,15.0,19.1,NaN,NA,NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N. Bragagnolo and D. B. Rodriguez-Amaya, Total Lipid, Cholesterol, and Fatty Acids of Farmed Freshwater Prawn (Macrobrachium rosenbergii) and Wild Marine Shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri), JOURNAL OF FOOD COMPOSITION AND ANALYSIS (2001) 14, 359d369",1683,Farfantepenaeus brasiliensis,epa,0.124,crustacean,NA,15.0,19.1,NaN,NA,NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N. Bragagnolo and D. B. Rodriguez-Amaya, Total Lipid, Cholesterol, and Fatty Acids of Farmed Freshwater Prawn (Macrobrachium rosenbergii) and Wild Marine Shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri), JOURNAL OF FOOD COMPOSITION AND ANALYSIS (2001) 14, 359d369",1684,Farfantepenaeus brasiliensis,epa,0.1,crustacean,NA,15.0,19.1,NaN,NA,NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N. Bragagnolo and D. B. Rodriguez-Amaya, Total Lipid, Cholesterol, and Fatty Acids of Farmed Freshwater Prawn (Macrobrachium rosenbergii) and Wild Marine Shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri), JOURNAL OF FOOD COMPOSITION AND ANALYSIS (2001) 14, 359d369",1685,Farfantepenaeus brasiliensis,epa,0.126,crustacean,NA,15.0,19.1,NaN,NA,NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016.",1930,Fenneropenaeus indicus,epa,84.5,crustacean,22.57,17.0,18.4,3.06,NA,plants/detritus+animals (troph. 2.2-2.79),NA,18.4,NA,NA,NA,NA,NA,NA,NA,17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oliveira A.C.M., Bechtel P.J. (2005). Lipid analysis of fillets from giant grenadier (Albatrossia pectoralis), arrow-tooth flounder (Atheresthes stomias), pacivic cod (Gadus macrocephalus) and walleye pollock (Theragra chalcogramma). Journal of Muscle Foods 17:20-33",600,Gadus macrocephalus,epa,0.054679898,finfish,57.79,115.0416667,100.0,4.37,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,100.0,NA,NA,NA,NA,NA,40637,NA,114.25,4.01,900152,6880,NA,demersal,NA,0,NA,0,4.37,4.16,0.149,1.05,NA,NA,NA,NA,22700.0,NA,27436,NA
"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",601,Gadus morhua,epa,0.004089305,finfish,55.028022,198.6,194.1666667,4.29,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,186.0,NA,100.0,NA,1371,NA,1371,NA,196.5,4.42,900398,5743,NA,benthopelagic,NA,-1,NA,0,4.29,4.09,0.179,1.0,NA,NA,NA,NA,96e3,NA,9988,NA
"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",601,Gadus morhua,epa,0.004089305,finfish,55.028022,198.6,194.1666667,4.29,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,186.0,NA,100.0,NA,1371,NA,1371,NA,196.5,4.42,900398,5743,NA,benthopelagic,NA,-1,NA,0,4.29,4.09,0.179,1.0,NA,NA,NA,NA,96e3,NA,9988,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",602,Gadus morhua,epa,0.073775946,finfish,63.968654,198.6,194.1666667,4.29,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,200.0,NA,100.0,NA,1371,NA,1371,NA,200.0,4.4,901291,5743,NA,benthopelagic,NA,-1,NA,0,4.29,4.09,0.179,1.0,NA,NA,NA,NA,96e3,NA,9988,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",602,Gadus morhua,epa,0.073775946,finfish,63.968654,198.6,194.1666667,4.29,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,200.0,NA,100.0,NA,1371,NA,1371,NA,200.0,4.4,901291,5743,NA,benthopelagic,NA,-1,NA,0,4.29,4.09,0.179,1.0,NA,NA,NA,NA,96e3,NA,9988,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",607,Gadus morhua,epa,0.05697345,finfish,63.968654,198.6,194.1666667,4.29,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,200.0,NA,100.0,NA,1371,NA,1371,NA,200.0,4.4,901289,5743,NA,benthopelagic,NA,-1,NA,0,4.29,4.09,0.179,1.0,NA,NA,NA,NA,96e3,NA,9988,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",607,Gadus morhua,epa,0.05697345,finfish,63.968654,198.6,194.1666667,4.29,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,200.0,NA,100.0,NA,1371,NA,1371,NA,200.0,4.4,901289,5743,NA,benthopelagic,NA,-1,NA,0,4.29,4.09,0.179,1.0,NA,NA,NA,NA,96e3,NA,9988,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",608,Gadus morhua,epa,0.057327117,finfish,63.968654,198.6,194.1666667,4.29,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,200.0,NA,100.0,NA,1371,NA,1371,NA,200.0,4.4,901290,5743,NA,benthopelagic,NA,-1,NA,0,4.29,4.09,0.179,1.0,NA,NA,NA,NA,96e3,NA,9988,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",608,Gadus morhua,epa,0.057327117,finfish,63.968654,198.6,194.1666667,4.29,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,200.0,NA,100.0,NA,1371,NA,1371,NA,200.0,4.4,901290,5743,NA,benthopelagic,NA,-1,NA,0,4.29,4.09,0.179,1.0,NA,NA,NA,NA,96e3,NA,9988,NA
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1307,Gadus morhua,epa,0.028,finfish,NA,198.6,194.1666667,4.29,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,100.0,NA,1371,NA,1371,NA,200.0,NA,NA,5743,NA,benthopelagic,NA,-1,NA,0,4.29,4.09,0.179,1.0,NA,NA,NA,NA,96e3,NA,9988,NA
"Gladyshev M.I., Sushchik N.N., Gubanenko G.A., Demirchieva S.M., Kalachova G.S. (2007). Effect of boiling and frying on the content of essential polyunsaturated fatty acids in muscle tissue of four fish species. Food Chemistry 101:1694-1700",609,Gadus morhua maris-albi,epa,0.063226,finfish,65.882236,200.0,200.0,NaN,NA,NA,NA,200.0,NA,NA,NA,NA,NA,NA,NA,200.0,4.4,900946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gladyshev M.I., Sushchik N.N., Gubanenko G.A., Demirchieva S.M., Kalachova G.S. (2007). Effect of boiling and frying on the content of essential polyunsaturated fatty acids in muscle tissue of four fish species. Food Chemistry 101:1694-1700",609,Gadus morhua maris-albi,epa,0.063226,finfish,65.882236,200.0,200.0,NaN,NA,NA,NA,200.0,NA,NA,NA,NA,NA,NA,NA,200.0,4.4,900946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54",244,Gasterochisma melampus,epa,0.087873,finfish,36.102376,164.0,164.0,4.35,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,164.0,152.0,NA,NA,NA,NA,168,NA,164.0,4.4,900705,11006,NA,pelagic-oceanic,NA,0,NA,0,4.35,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1364,Gymnura marmorata,epa,0.01066,finfish,NA,100.0,NaN,3.95,NA,NA,NA,NaN,NA,95.0,NA,1468,NA,9255,NA,100.0,NA,NA,NA,NA,demersal,NA,0,NA,0,3.95,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",616,Helicolenus dactylopterus,epa,0.0132748,finfish,37.370157,47.0,47.0,3.8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,47.0,NA,25.0,NA,4510,NA,41333,NA,47.0,3.8,900340,6009,NA,bathydemersal,NA,0,NA,0,3.8,3.54,NA,0.58,NA,NA,NA,NA,1550.0,NA,40637,NA
"Ramos Filho M.M., Ramos M.I.L., Hiane P.R., De Souza E.M.T. (2010) Nutritional value of seven freshwater fish species from the Brazilian Pantanal. J Am Oil Chem Soc 87: 1461-1467",618,Hemisorubim platyrhynchos,epa,0.01850096,finfish,19.427757,52.5,52.5,4.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,52.5,55.0,NA,NA,NA,NA,26147,NA,52.5,4.5,900070,NA,NA,demersal,NA,0,NA,-1,4.5,NA,NA,0.8,NA,NA,NA,NA,1470.0,NA,40637,NA
"Ramos Filho M.M., Ramos M.I.L., Hiane P.R., De Souza E.M.T. (2010) Nutritional value of seven freshwater fish species from the Brazilian Pantanal. J Am Oil Chem Soc 87: 1461-1467",618,Hemisorubim platyrhynchos,epa,0.01850096,finfish,19.427757,52.5,52.5,4.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,52.5,55.0,NA,NA,NA,NA,26147,NA,52.5,4.5,900070,NA,NA,demersal,0,0,1,-1,4.5,NA,NA,NA,NA,NA,NA,NA,1470.0,NA,40637,NA
"Zarai Z., Frikha F., Balti R. Miled N., Gargouri Y. Mejdoub H. (2011). Nutrient composition of the marine snail (Hexaplex trunculus) from the Tunisian Mediterranean coast. J Sci Food Agric 91: 1265-1270",26,Hexaplex trunculus,epa,0.644600279,mollusc,34.733333,5.5,5.5,NaN,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,5.5,NA,901177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olsson G.B., Olsen R.L., Carlehög M., Ofstad R. (2003). Seasonal variations in chemical and sensory characteristics of farmed and wild Atlantic halibut (Hippoglossus hippoglossus). Aquaculture 217: 191-205",623,Hippoglossus hippoglossus,epa,0.016,finfish,59.400365,470.0,470.0,4.28,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,470.0,71.0,NA,NA,NA,300.0,7251,NA,470.0,4.5,900406,12224,NA,demersal,NA,0,NA,0,4.28,4.0,0.454,0.74,NA,NA,NA,NA,32e4,NA,7251,NA
"Olsson G.B., Olsen R.L., Carlehög M., Ofstad R. (2003). Seasonal variations in chemical and sensory characteristics of farmed and wild Atlantic halibut (Hippoglossus hippoglossus). Aquaculture 217: 191-205",623,Hippoglossus hippoglossus,epa,0.016,finfish,59.400365,470.0,470.0,4.28,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,470.0,71.0,NA,NA,NA,300.0,7251,NA,470.0,4.5,900406,12224,NA,demersal,NA,0,NA,0,4.28,4.0,0.454,0.74,NA,NA,NA,NA,32e4,NA,7251,NA
"Olsson G.B., Olsen R.L., Carlehög M., Ofstad R. (2003). Seasonal variations in chemical and sensory characteristics of farmed and wild Atlantic halibut (Hippoglossus hippoglossus). Aquaculture 217: 191-205",623,Hippoglossus hippoglossus,epa,0.016,finfish,59.400365,470.0,470.0,4.28,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,470.0,71.0,NA,NA,NA,300.0,7251,NA,470.0,4.5,900406,12224,NA,demersal,0,0,1,0,4.28,NA,NA,NA,NA,NA,NA,NA,32e4,NA,7251,NA
"Olsson G.B., Olsen R.L., Carlehög M., Ofstad R. (2003). Seasonal variations in chemical and sensory characteristics of farmed and wild Atlantic halibut (Hippoglossus hippoglossus). Aquaculture 217: 191-205",623,Hippoglossus hippoglossus,epa,0.016,finfish,59.400365,470.0,470.0,4.28,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,470.0,71.0,NA,NA,NA,300.0,7251,NA,470.0,4.5,900406,12224,NA,demersal,0,0,1,0,4.28,NA,NA,NA,NA,NA,NA,NA,32e4,NA,7251,NA
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1337,Homarus gammarus,epa,0.028,crustacean,NA,65.0,65.0,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrade A.D., Rubira A.F., Matsushita M., Souza N.E. (1995). ω3 fatty acids in freshwater fish from South Brazil. JAOCS 72(10): 1207-1210",1289,Hoplias malabaricus,epa,0.00661606,finfish,NA,55.2,NaN,3.8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NaN,NA,NA,NA,NA,NA,79585,NA,55.2,NA,NA,59290,NA,benthopelagic,NA,0,NA,-1,3.8,4.5,NA,0.95,NA,NA,NA,NA,1966.0,NA,79585,NA
"Andrade A.D., Rubira A.F., Matsushita M., Souza N.E. (1995). ω3 fatty acids in freshwater fish from South Brazil. JAOCS 72(10): 1207-1210",1289,Hoplias malabaricus,epa,0.00661606,finfish,NA,55.2,NaN,3.8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NaN,NA,NA,NA,NA,NA,79585,NA,55.2,NA,NA,59290,NA,benthopelagic,0,0,1,-1,3.8,NA,NA,NA,NA,NA,NA,NA,1966.0,NA,79585,NA
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1309,Hoplostethus atlanticus,epa,0.471,finfish,NA,75.0,NaN,4.050000191,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,40.0,NA,4181,NA,36696,NA,75.0,NA,NA,6390,NA,bathypelagic,NA,0,NA,0,4.050000191,4.25,0.122,0.7616,NA,NA,NA,NA,7e3,NA,36697,NA
"Huynh M.D., Kitts D.D. (2009). Evaluating nutritional quality of pacific fish species from fatty acid signatures. Food Chemistry 114: 912-918",628,Hypomesus pretiosus,epa,0.35548449,finfish,53.726668,30.5,30.5,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,30.5,15.1,15.0,NA,12193,NA,6885,NA,30.5,3.4,900300,NA,NA,benthopelagic,NA,-1,NA,0,3.430000067,NA,NA,0.4134,NA,NA,NA,NA,NA,NA,NA,NA
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",198,Hypostomus watwata,epa,0.02882737,finfish,NA,45.0,NaN,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,26543,NA,45.0,NA,NA,NA,NA,demersal,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54",232,Isurus oxyrinchus,epa,0.0253916,finfish,36.102376,398.0,392.0,4.32,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,392.0,251.0,270.0,NA,5217,NA,13574,NA,398.0,4.28,900706,4922,NA,pelagic-oceanic,NA,0,NA,0,4.32,4.5,NA,0.78,NA,NA,NA,NA,505760.0,NA,4699,NA
