page_id,level_1,level_2,common_name,latin_name,part,preparation,reference,ca_mg,zn_mg,fe_mg,protein_g,fat_g,fapun3,fapun_all_g,mn_mg,mg_mg,epa,dha
6404,Fish,Freshwater Fish,Pike,Esox spp.,meat,raw,41,NA,NA,NA,19,0.8,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Pike,Esox spp.,head end,raw,11,80,NA,NA,18.4,0.4,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Pike,Esox spp.,head end,raw,33,80,NA,NA,18.4,0.4,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Pike,Esox spp.,middle cut,raw,11,62,NA,NA,18.7,0.2,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Pike,Esox spp.,middle cut,raw,33,62,NA,NA,18.7,0.2,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Pike,Esox spp.,tail cut,raw,11,28,NA,NA,17.5,0.7,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Pike,Esox spp.,tail cut,raw,33,28,NA,NA,17.5,0.7,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Pike,Esox spp.,liver,raw,7,28,NA,2.1,16.6,8,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,27,40,NA,0.59,18.3,0.7,NA,NA,0.019,31,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,meat,raw,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,meat,raw,23,NA,NA,NA,NA,1.2,NA,0.4,NA,NA,0.1,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,meat,raw,23,NA,NA,NA,NA,0.7,NA,0.2,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,meat,raw,13,57,0.67,0.55,19.3,0.69,NA,0.202,NA,NA,0.033,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,meat,raw,63,57,0.67,0.55,NA,0.69,NA,0.202,0.24,31,0.033,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,meat,raw,88,NA,NA,NA,19.3,NA,NA,NA,0.24,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,meat,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,meat,raw,82,50,0.96,0.3,19,1.2,NA,0.044,0.04,29,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,meat,raw,24,60,0.7,0.4,19,0.8,NA,NA,0.03,28,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,meat,raw,34,NA,NA,0.55,NA,1.1,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,meat,raw,44,19.894,0.581,0.217,18.1,1.29,NA,NA,0.047,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,meat,raw,20,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,meat,raw,43,8,1.1,0.1,17,0.4,0.4,0.7,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,meat,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,meat,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,27,259,1.11,0.47,18.7,0.9,NA,NA,0.236,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,2,32.6,0.4,0.2,21.8,0.7,NA,NA,NA,17.3,0.044,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,offal,raw,27,NA,NA,NA,16.5,5.3,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,fillet,raw,79,143,0.9,0.4,18.5,0.9,0.1,0.3,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,fillet,raw,72,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,fillet,raw,56,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,liver,raw,43,4.6,8.4,0.99,5.1,5.8,0.97,1.6,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,liver,raw,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,40,NA,NA,NA,17.4,0.9,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,62,50,0.76,0.9,19.3,0.8,NA,0.3,0.7,32,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,23,NA,NA,NA,NA,0.8,NA,0.3,NA,NA,0.1,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,34,NA,NA,0.6,17.4,0.6,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,53,8,0.7,0.3,17,0.7,NA,NA,0.02,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,13,50,0.76,0.9,19.3,0.81,NA,0.297,0.7,32,0.07,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,63,50,0.76,0.9,19.3,0.81,NA,0.297,0.7,32,0.07,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,88,NA,0.76,NA,NA,NA,NA,NA,0.7,32,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,24,40,0.6,0.4,18,0.6,NA,NA,0.02,20,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,60,NA,NA,NA,24.9,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,73,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,20,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,82,38,0.53,0.4,16.4,0.5,NA,0.012,0.04,21,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,meat,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,53,4,1.6,2,10,24,NA,NA,0.11,17,0.7,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,24,10,2,2,8,34,NA,NA,0.05,9,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,20,NA,NA,NA,NA,35.7,NA,NA,NA,NA,0.8,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,eggs,raw,53,8,2.4,1.3,18,14,NA,NA,0.04,16,1.2,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,eggs,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,not specified,raw,86,24,NA,0.3,18,1,NA,NA,NA,NA,0.07,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,roe,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,skin,raw,20,NA,NA,NA,NA,1.2,NA,NA,NA,NA,0.1,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,skin,raw,24,212,1.8,0.8,24,1,NA,NA,0.1,22,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,skin,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,27,NA,NA,NA,17.6,0.8,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,whole,raw,27,NA,NA,NA,15.2,3.7,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,fillet,raw,56,NA,NA,NA,20.7,0.7,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,fillet,raw,72,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,meat,raw,7,0.35,NA,1,20.5,1.5,NA,0.49,NA,NA,NA,NA
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,meat,raw,34,NA,NA,NA,20.7,2,NA,NA,NA,NA,NA,NA
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,meat,raw,53,31,0.7,1,20,1.9,NA,NA,0.04,63,0.1,NA
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,meat,raw,11,532,NA,NA,23.4,1.6,NA,NA,NA,NA,NA,NA
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,meat,raw,33,532,NA,NA,23.4,1.6,NA,NA,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,not specified,raw,87,110,NA,1.3,19,24,NA,NA,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,not specified,raw,88,110,0.62,1.3,19.1,1.22,NA,0.447,0.8,30,0.086,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,2,31,0.3,0.2,20.1,0.7,NA,NA,NA,21.2,0.052,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,27,NA,NA,NA,19.7,1.2,NA,NA,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,meat,raw,44,13.7,0.503,0.153,19.4,1.07,NA,NA,0.015,NA,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,meat,raw,13,110,0.62,1.3,19.1,1.22,NA,0.447,0.8,30,0.086,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,meat,raw,63,110,0.62,1.3,19.1,1.22,NA,0.447,0.8,30,0.086,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,meat,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,meat,raw,21,13,NA,0.3,19,1,NA,NA,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,meat,raw,62,30,0.62,1.3,19.1,1.2,NA,0.45,0.8,30,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,fillet,raw,56,NA,NA,NA,19.5,1.1,NA,NA,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,fillet,raw,79,60,0.7,0.8,19.2,1.4,0.2,0.3,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Sauger,Sander canadensis,meat,raw,62,8,NA,0.44,17.1,1.1,NA,NA,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Sauger,Sander canadensis,fillet,raw,79,8,NA,0.4,17.1,1.1,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,meat,raw,23,NA,NA,NA,NA,5.6,NA,1.4,NA,NA,0.2,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,meat,raw,46,99,NA,1.7,18.4,1.2,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,meat,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,meat,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,27,37,4.7,1.25,17.8,2.5,NA,NA,NA,36,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,fillet,raw,79,24,1.4,1,16.4,8.5,0.5,1.7,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,fillet,raw,56,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,fillet,raw,72,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,not specified,raw,88,41,1.48,1.24,17.8,5.6,NA,1.43,0.042,29,0.238,NA
6408,Fish,Freshwater Fish,Lake Chub,Couesius plumbeus,muscle,raw,27,NA,NA,NA,18.7,1.2,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Goldfish,Carassius auratus,muscle,raw,27,76,NA,NA,16.3,3,NA,NA,NA,69,NA,NA
6408,Fish,Freshwater Fish,Goldfish,Carassius auratus,whole,raw,27,NA,6,5.6,NA,NA,NA,NA,0.23,NA,NA,NA
6408,Fish,Freshwater Fish,Spottail Shiner,Notropis hudsonius,whole,raw,27,NA,NA,NA,13,11.9,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Pikeminnows,Ptychocheilus spp.,muscle,raw,27,NA,NA,NA,17.2,2.8,NA,NA,NA,NA,NA,NA
6409,Fish,Freshwater Fish,Bass,Micropterus spp.,meat,raw,44,14.8,0.419,0.283,19,1.98,NA,NA,0.016,NA,NA,NA
6409,Fish,Freshwater Fish,Bass,Micropterus spp.,not specified,raw,88,80,0.65,1.49,18.89,3.69,NA,1.06,0.889,30,0.238,NA
6409,Fish,Freshwater Fish,Largemouth Bass,Micropterus salmoides,meat,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,meat,raw,46,27,NA,0.9,22.7,6.8,NA,NA,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,meat,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,meat,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,meat,raw,82,35,NA,1,16.1,2.7,NA,0.81,NA,25,0.364,NA
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,27,225,NA,1.58,18.2,8.2,NA,NA,0.06,113,NA,NA
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,48,NA,NA,NA,NA,3.3,0.84,NA,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,meat,raw,23,NA,NA,NA,NA,4.3,NA,1,NA,NA,0.1,NA
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,meat,raw,63,14,0.51,0.3,16.4,2.82,NA,0.865,0.025,23,0.13,NA
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,fillet,raw,72,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,fillet,raw,79,46,0.8,1,17.6,4.4,0.6,1.1,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,muscle,raw,27,46,0.83,NA,17.6,5.2,NA,NA,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Brown Bullhead,Ameiurus nebulosus,meat,raw,44,12,0.403,0.653,15.8,1.49,NA,NA,0.041,NA,NA,NA
6410,Fish,Freshwater Fish,Brown Bullhead,Ameiurus nebulosus,fillet,raw,56,NA,NA,NA,18.6,2.7,NA,NA,NA,NA,NA,NA
6411,Fish,Freshwater Fish,Perch and Darters,Percidae,meat,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054,NA
6411,Fish,Freshwater Fish,Perch and Darters,Percidae,meat,raw,82,110,0.52,0.6,18.1,1.3,NA,0.053,0.062,26,NA,NA
6411,Fish,Freshwater Fish,Perch and Darters,Percidae,muscle,raw,27,NA,1.285,NA,14.9,0.7,NA,NA,NA,NA,NA,NA
6411,Fish,Freshwater Fish,Perch and Darters,Percidae,not specified,raw,88,80,1.11,0.9,19.4,0.92,NA,0.368,0.7,30,0.174,NA
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,meat,raw,23,NA,NA,NA,NA,0.9,NA,0.4,NA,NA,0.1,NA
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,meat,raw,44,59.77,0.546,0.209,17.8,1.01,NA,NA,0.09,NA,NA,NA
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,meat,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,muscle,raw,27,NA,1.2,0.56,18.8,1.1,NA,NA,0.021,NA,NA,NA
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,whole,raw,27,NA,NA,NA,16.6,4.4,NA,NA,NA,NA,NA,NA
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,offal,raw,27,NA,NA,NA,17,7.6,NA,NA,NA,NA,NA,NA
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,fillet,raw,56,NA,NA,NA,19.4,0.8,NA,NA,NA,NA,NA,NA
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,fillet,raw,79,95,1.2,0.6,18.1,1,0.2,0.5,NA,NA,NA,NA
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,whole,raw,7,236,NA,4.6,15.5,1.75,NA,NA,NA,NA,NA,NA
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,whole,raw,34,236,NA,4.6,15.5,1.75,NA,NA,NA,NA,NA,NA
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,meat,raw,11,880,NA,NA,16.9,0.7,NA,NA,NA,NA,NA,NA
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,meat,raw,33,880,NA,NA,16.9,0.7,NA,NA,NA,NA,NA,NA
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,meat,raw,23,NA,NA,NA,NA,3.7,NA,0.9,NA,NA,0.2,NA
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,meat,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,muscle,raw,27,52,0.7,1.05,18.5,2.5,NA,NA,NA,NA,NA,NA
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,fillet,raw,56,NA,NA,NA,18,3.2,NA,NA,NA,NA,NA,NA
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,not specified,raw,88,60,0.66,0.9,17.5,4.93,NA,1.15,0.7,30,0.23,NA
6415,Fish,Freshwater Fish,Sunfish,Lepomis spp.,meat,raw,23,NA,NA,NA,NA,0.7,NA,0.2,NA,NA,NA,NA
6415,Fish,Freshwater Fish,Sunfish,Lepomis spp.,muscle,raw,27,NA,NA,0.34,20.4,1.7,NA,NA,0.029,NA,NA,NA
6415,Fish,Freshwater Fish,Sunfish,Lepomis spp.,fillet,raw,56,NA,NA,NA,19.4,0.7,NA,NA,NA,NA,NA,NA
6416,Fish,Freshwater Fish,Bowfin,Amia calva,muscle,raw,27,NA,NA,NA,20.1,1.4,NA,NA,NA,NA,NA,NA
6416,Fish,Freshwater Fish,Bowfin,Amia calva,whole,raw,27,NA,NA,NA,15.5,1.5,NA,NA,NA,NA,NA,NA
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,muscle,raw,27,33,NA,NA,19,0.4,NA,NA,NA,NA,NA,NA
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,muscle,raw,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,meat,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,meat,raw,82,25,0.5,0.4,21.4,2.7,NA,1.02,0.02,25,0.14,NA
6418,Fish,Freshwater Fish,Pond Smelt,Hypomesus olidus,meat,raw,23,NA,NA,NA,NA,0.7,NA,0.3,NA,NA,0.1,NA
6418,Fish,Freshwater Fish,Pond Smelt,Hypomesus olidus,whole,raw,27,750,NA,NA,17.1,2.9,NA,NA,NA,NA,NA,NA
6418,Fish,Freshwater Fish,Pond Smelt,Hypomesus olidus,muscle,raw,27,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,meat,raw,11,901,NA,NA,20.7,2.2,NA,NA,NA,NA,NA,NA
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,meat,raw,33,901,NA,NA,20.7,2.2,NA,NA,NA,NA,NA,NA
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,meat,raw,7,93,NA,6.2,9.9,6.3,NA,NA,NA,NA,NA,NA
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,whole,raw,34,93,NA,6.2,9.9,6.3,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,meat,raw,36,13,0.8,1,19.9,13.6,NA,NA,0.014,29,NA,NA
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,meat,raw,53,6,0.5,0.9,19,5,NA,NA,0.02,74,0.2,NA
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,oil,raw,23,NA,NA,NA,NA,100,NA,29.9,NA,NA,8.8,NA
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,40,2,1.6,27,10,NA,NA,0.03,53,1.1,NA
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,86,12,NA,0.7,27,10,NA,NA,NA,NA,1.1,NA
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,87,42,NA,2,16,16,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,meat,raw,23,NA,NA,NA,NA,6.6,NA,1.5,NA,NA,0.4,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,meat,raw,7,11,0.47,0.55,20.1,3.77,NA,0.898,0.015,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,meat,raw,13,11,0.47,0.55,20.1,3.77,NA,0.898,0.015,NA,0.233,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,meat,raw,63,11,0.47,0.55,20.1,3.77,NA,0.898,NA,22,0.233,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,meat,raw,88,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,meat,raw,34,11,NA,NA,12,1.5,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,meat,raw,58,11,NA,NA,12,2,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,27,12,1.37,0.475,20.4,4.6,NA,NA,0.028,22,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,whole,raw,27,NA,NA,NA,14.8,0.8,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,roe,raw,27,NA,NA,NA,18.4,12.4,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,fillet,raw,79,12,1,0.5,20.4,4.2,0.6,1,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,fillet,raw,72,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,fillet,raw,55,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,meat,raw,23,NA,NA,NA,NA,6,NA,1.7,NA,NA,0.3,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,meat,raw,8,NA,NA,NA,21.3,3.3,NA,1.74,NA,NA,NA,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,meat,raw,7,NA,0.41,0.7,21.6,5.95,NA,NA,0.015,0,NA,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,meat,raw,13,NA,0.41,0.7,21.6,5.95,NA,1.74,0.015,NA,0.327,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,meat,raw,63,36,0.41,0.56,21.6,5.93,NA,1.99,0.014,31,0.429,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,meat,raw,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,meat,raw,58,78,NA,1.8,20,6,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,27,36,NA,1.345,21.1,5.7,NA,NA,0.02,29,NA,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,55,NA,NA,NA,NA,5.4,NA,NA,NA,NA,7.6,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,55,NA,NA,NA,NA,32.2,NA,NA,NA,NA,6.2,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,roe,raw,27,NA,NA,NA,18.4,11.2,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,fillet,raw,79,36,0.4,1.3,21.1,6.6,1.5,2,NA,NA,NA,NA
