food_item_id,subgroup,country_region,type_farmed_wild,isscaap,x3_alpha,food_name_in_own_language,food_name_in_english,processing,scientific_name,asfis_english_name,asfis_scientific_name,season,other,n,comments_on_data_processing_methods,publication_year,biblioid,ca_mg,fe_mg,id_mcg,k_mg,mg_mg,mn_mg,na_mg,ni_mcg,p_mg,zn_mg,hg_mcg,pb_mcg,vita_mcg,asfis_scientific_name_fishbase_swap,x1,autoctr,stockcode,ecologyrefno,habitatsref,neritic,supralittoralzone,saltmarshes,littoralzone,tidepools,intertidal,sublittoral,caves,oceanic,epipelagic,mesopelagic,bathypelagic,abyssopelagic,hadopelagic,estuaries,mangroves,marshesswamps,caveanchialine,stream,lakes,cave,cave2,herbivory2,herbivoryref,feedingtype,feedingtyperef,diettroph,dietsetroph,diettlu,dietsetlu,dietremark,dietref,foodtroph,foodsetroph,foodremark,foodref,addrems,associationref,parasitism,solitary,symbiosis,symphorism,commensalism,mutualism,epiphytic,schooling,schoolingfrequency,schoolinglifestage,shoaling,schoolshoalref,associationswith,associationsremarks,outsidehost,insidehost,substrateref,benthic,sessile,mobile,demersal,endofauna,pelagic,megabenthos,macrobenthos,meiobenthos,softbottom,sand,coarse,fine,level,sloping,silt,mud,ooze,detritus,organic,hardbottom,rocky,rubble,specialhabitatref,macrophyte,bedsbivalve,bedsrock,seagrassbeds,bedsothers,coralreefs,reefexclusive,dropoffs,reefflats,lagoons,burrows,tunnels,crevices,vents,seamounts,deepwatercorals,vegetation,leaves,stems,roots,driftwood,oinverterbrates,verterbrates,pilings,boathulls,corals,softcorals,onpolyp,betweenpolyps,hardcorals,onexoskeleton,interstitialspaces,entered,dateentered,modified,datemodified,expert,datechecked,speccode,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameJ,FamCode,Subfamily,GenCode,SubGenCode,BodyShapeI,Source,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,GoogleImage,Comments,Profile,PD50,Emblematic,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,SpecCode
901309,Finfish,Unknown (samples from Istanbul local fish market),NA,37,HOM,NA,"Horse mackerel, muscle fillet, raw",r,Trachurus trachurus,Atlantic horse mackerel,Trachurus trachurus,NA,NA,1,NA,2010,fi3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.01,Trachurus trachurus,1,297,1383,12224,12224,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),12224,hunting macrofauna (predator),12224,3.71,0.025,3.57,0.52,Troph of juv./adults from 500 studies.,39941,3.84,0.59,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Forms large schools in coastal areas with sandy substrate.  Feeds on fish, crustaceans, and cephalopods.  Utilized fresh, smoked, canned and frozen; can be fried, broiled and baked (Ref. 9988).  Divided into two stocks:  West stock and North Sea stock.  West stock spawns in a belt from the Biscay to Ireland in early spring, migrates north and eastwards to southern Norway and northern North Sea.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1996-11-28T00:00:00Z,1472,2007-08-10T00:00:00Z,NA,NA,1365,Trachurus,trachurus,4233,"(Linnaeus, 1758)",Atlantic horse mackerel,Trtra_u6.jpg,NA,NA,314,Caranginae,3831,NA,fusiform / normal,R,NA,0,0,0,-1,pelagic-neritic,oceanodromous,51243,0,1050,54256,100,200,54256,NA,NA,NA,NA,58.94,70.0,TL,NA,NA,3197,22.0,FL,NA,NA,3397,2e3,NA,27584,TRTRA_U3,NA,TRTRA_L0,NA,4931,highly commercial,medium,Reliable: based on ex-vessel price for this species,NA,"from 100,000 to 500,000","mainly area 27 (225000 t), 47 (480000 t)",seines,NA,0,-1,0,0,0,-1,0,0,-1,-1,never/rarely,NA,NA,usually,12484,never/rarely,NA,NA,-1,171,harmless,NA,no special ability,NA,-1,"Adults form large schools in coastal areas with sandy substrate.  They feed on fish, crustaceans, and cephalopods.  Are batch spawners (Ref. 51846).  Females lay 140,000 eggs, which hatch into 5mm long larvae (Ref. 35388).  Eggs are pelagic (Ref. 4233).  Utilized fresh, smoked, canned and frozen; can be fried, broiled and baked (Ref. 9988).  Divided into two stocks:  West stock and North Sea stock.  West stock spawns in a belt from the Biscay to Ireland in early spring, migrates north and eastwards to southern Norway and northern North Sea.  North Sea stock spawns in the southern North Sea in summer, migrates to central North Sea, Skagerrak and Kattegat.",NA,0.5001,0,2,1990-10-17T00:00:00Z,303,2013-07-12T00:00:00Z,18,1994-09-05T00:00:00Z,1365
901339,Finfish,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,13,MDI,Barbado,"Flatwhiskered catfish, wild, skinless, boneless fillets, raw",r,Pinirampus pinirampu,Flatwhiskered catfish,Pinirampus pinirampu,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901340,Finfish,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,11,FCP,Carpa,"Common carp, wild, skinless, boneless fillets, raw",r,Cyprinus carpio,Common carp,Cyprinus carpio,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyprinus carpio,3,1184,1643,185,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,plants/detritus+animals (troph. 2.2-2.79),6258,hunting macrofauna (predator),6258,3.06,NA,2.95,0.4,Troph of adults from 1 study.,26323,3.05,0.39,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabit lakes, ponds or slow moving waters, preferably with a muddy bottom; riverine conditions do not appear to suit the carp.  Though they occur naturally in open river systems they are never known to dominate the environment.  Larger fish generally  frequent deeper waters.  Common carp are acclimated to a variety of habitats and extremes of environment, eg high salinities and low oxygen concentrations (Ref. 6390).  They have been observed to gulp air at the surface of oxygen-depleted waters (Ref. 30478).  During winter carp go into deeper water which will be comparatively warmer than water in shallow areas.
They are now established in the wild in Zimbabwe (Ref. 4967).
Common carps are active swimmers that can leap obstacles up to 1 meter high and negotiate torrential flows (Ref. 2906).
Feed on detritus, plants and benthic organisms (Ref. 6258, 10294).  They feed by 'roiling', ie straining material  from the mud (Ref. 6390).  They will also take aquatic plants and insects from the surface (Ref. 2906).  Also Ref. 9666.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1990-10-19T00:00:00Z,1472,2007-10-24T00:00:00Z,NA,NA,1450,Cyprinus,carpio,59043,"Linnaeus, 1758",Common carp,Cycar_ua.jpg,Cycar_m0.jpg,Cycar_u3.jpg,122,Cyprininae,123,NA,fusiform / normal,O,NA,0,-1,-1,0,benthopelagic,potamodromous,51243,NA,NA,NA,NA,NA,NA,38.0,72479,47.0,274,46.26,120.0,TL,NA,NA,27549,31.0,TL,NA,NA,3561,40090.0,NA,72380,CYCAR_U2,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"more than 500,000",In southeastern Europe.,seines,NA,-1,-1,-1,0,0,0,0,-1,-1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,commercial,based mainly on breeding,1739,-1,4699,potential pest,NA,no special ability,NA,-1,"Adults inhabit warm, deep, slow-flowing and still waters such as lowland rivers and large, well vegetated lakes (Ref. 59043).  Hardy and tolerant of a wide variety of conditions but generally favor large water bodies with slow flowing or standing water and soft bottom sediments.  Thrive in large turbid rivers (Ref. 1998).   Most active at dusk and dawn.  Both adults and juveniles feed on a variety of benthic organisms and plant material.  Spawns along shores or in backwaters.  Adults often undertake considerable spawning migration to suitable backwaters and flooded meadows. Larvae survive only in very warm water among shallow submerged vegetation.  River regulation and hybridization with domesticated stocks, East Asian congeners and their hybrids have caused continuous decline of wild populations (Ref. 59043).  Utilized fresh and frozen (Ref. 9987).  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size >200 cm; not recommended for home aquariums (Ref. 51539).",NA,0.5,0,2,1990-10-17T00:00:00Z,2291,2015-02-06T00:00:00Z,97,2003-01-14T00:00:00Z,1450
901341,Finfish,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,13,NA,Cascudo abacaxi,"wild, skinless, boneless fillets, raw",r,Megaloancistrus aculeatus,NA,Loricariidae,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901342,Finfish,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,13,DPG,Cascudo cachorro,"Granulated catfish, wild, skinless, boneless fillets, raw",r,Pterodoras granulosus,Granulated catfish,Pterodoras granulosus,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pterodoras granulosus,5,5658,12435,6868,6868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,plants/detritus+animals (troph. 2.2-2.79),6868,variable,NA,NA,NA,NA,NA,NA,NA,2.55,0.29,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Nocturnal predator.  Occurs in small groups.  Feeds mainly on the fruits of <i>Astrocaryum javary</i> (Ref. 9084).  Captured individuals had a large amount of fleshy fruits in their stomachs. This fish is also known to feed on snails and aquatic macrophytes (Ref. 6868).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2000-08-08T00:00:00Z,309,2008-06-25T00:00:00Z,NA,NA,12109,Pterodoras,granulosus,37054,"(Valenciennes, 1821)",Granulated catfish,Ptgra_u4.jpg,NA,NA,146,NA,1711,NA,fusiform / normal,O,Specimens from Guyana and Suriname tentatively referred to <i>P. granulosus</i>. Species-level distinctiveness of Paraná and Amazonas <i>Pterodoras</i> not investigated.,0,-1,0,0,demersal,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.18,70.0,TL,NA,NA,37054,NA,NA,NA,NA,NA,6500.0,NA,40637,NA,NA,NA,NA,4537,commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,public aquariums,based mainly on capture,2060,0,NA,harmless,NA,no special ability,NA,-1,Nocturnal predator.  Occurs in small groups.  Feeds mainly on the fruits of <i>Astrocaryum javary</i> (Ref. 9084).,NA,0.75,0,2,1994-08-08T00:00:00Z,1,2011-06-10T00:00:00Z,NA,NA,12109
901343,Finfish,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,33,LGQ,Corvina,"South American silver croaker, wild, skinless, boneless fillets, raw",r,Plagioscion squamosissimus,South American silver croaker,Plagioscion squamosissimus,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plagioscion squamosissimus,6,2100,4505,2939,2939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),2939,hunting macrofauna (predator),2939,4.35,0.5,NA,NA,Troph of juv./adults from 1 study.,50630,3.97,0.65,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Forms schools. Is mainly diurnal (Ref. 9086). Known to occur at temperatures ranging from 24-29.8 °C, pH range of 5.0-9.0, and an alkalinity range of 42-142 (Ref. 9110).  Occupies very diverse biotopes and carries out its biological cycle in freshwater as well as in brackishwater (Ref. 27188).  Juveniles feed on larvae of crustaceans (especially <i>Macrobrachium</i>), aquatic insects and copepods.  Adults prey on fish.  Captured during the rainy season (Ref. 35237).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1992-11-10T00:00:00Z,309,2008-06-25T00:00:00Z,NA,NA,4310,Plagioscion,squamosissimus,36888,"(Heckel, 1840)",South American silver croaker,Plsqu_u2.jpg,NA,NA,331,NA,798,NA,fusiform / normal,O,NA,0,-1,0,0,benthopelagic,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.84,80.0,TL,NA,NA,36888,NA,NA,NA,NA,NA,4500.0,NA,40637,PLSQU_U0,NA,NA,NA,4537,commercial,medium,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,commercial,NA,4537,never/rarely,NA,commercial,based mainly on capture,NA,0,NA,harmless,NA,no special ability,NA,-1,"Occupies very diverse biotopes and carries out its biological cycle in freshwater as well as in brackish water (Ref. 27188).  Juveniles feed on larvae of crustaceans (especially <i>Macrobrachium</i>), aquatic insects and copepods.  Adults prey on fish.  Captured during the rainy season (Ref. 35237).",NA,0.5078,0,1,1991-05-24T00:00:00Z,10,2008-11-28T00:00:00Z,18,1994-08-06T00:00:00Z,4310
901344,Finfish,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,13,PLL,Curimba,"Streaked prochilod, wild, skinless, boneless fillets, raw",r,Prochilodus lineatus,Streaked prochilod,Prochilodus lineatus,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prochilodus lineatus,7,5928,13379,34214,34214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,mainly plants/detritus (troph. 2-2.19),34214,grazing on aquatic plants,NA,NA,NA,NA,NA,NA,NA,2.18,0.12,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Found in ponds (Ref. 11229). Known to be a mud-feeder (Ref. 11229).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2000-06-08T00:00:00Z,34,2004-02-12T00:00:00Z,NA,NA,13056,Prochilodus,lineatus,37057,"(Valenciennes, 1837)",Streaked prochilod,Prlin_u1.jpg,NA,NA,598,NA,6436,NA,fusiform / normal,R,"Species definition, synonymy, and distribution based on personal observation and examination of types.",0,-1,0,0,benthopelagic,potamodromous,51243,5,NA,11229,NA,NA,NA,NA,NA,NA,NA,33.63,80.0,TL,NA,NA,79585,46.2,SL,NA,NA,37057,7200.0,NA,72380,NA,NA,NA,NA,9156,commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,commercial,NA,4537,NA,NA,commercial,NA,4537,0,NA,harmless,NA,no special ability,NA,-1,Maximum length based on examined specimen; reported to reach 74 cm TL in literature (Ref. 37057).,NA,0.5001,0,1,1995-05-09T00:00:00Z,10,2008-11-19T00:00:00Z,361,2001-10-29T00:00:00Z,13056
901345,Finfish,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,13,SXU,Dourado,"Dorado, wild, skinless, boneless fillets, raw",r,Salminus maxillosus,Dorado,Salminus maxillosus,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901346,Finfish,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,13,HBY,Jurupoca,"wild, skinless, boneless fillets, raw",r,Hemisorubim plathyrhinchos,NA,Hemisorubim platyrhynchos,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hemisorubim platyrhynchos,9,6001,13562,35237,35237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),35237,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,4.5,0.8,Tentative trophic level derived from 1 + troph of a single food item,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2000-11-23T00:00:00Z,NA,2000-11-23T00:00:00Z,NA,NA,13261,Hemisorubim,platyrhynchos,36506,"(Valenciennes, 1840)",Porthole shovelnose catfish,Hepla_u4.jpg,NA,NA,150,NA,6649,NA,elongated,o,NA,0,-1,0,0,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.84,52.5,SL,NA,NA,26147,NA,NA,NA,NA,NA,1470.0,NA,40637,NA,NA,NA,NA,12202,commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,public aquariums,based mainly on capture,9235,0,NA,harmless,NA,no special ability,NA,-1,"Rather rare, confined to the deeper and slow-moving parts of large rivers together with some <i>Loricaria</i> and <i>Potamotrygon</i>.  Its body shape and color pattern are perfectly adapted to the muddy bottom where they stay (Ref. 35381).  Feeds on benthic organisms and fish.  The position of the eyes and the shape of the mouth of this piscivorous fish give to its stalking mode of hunting (Ref. 35381).",NA,1.0,0,3,1995-06-02T00:00:00Z,10,2008-10-31T00:00:00Z,618,2001-11-10T00:00:00Z,13261
901347,Finfish,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,13,MDM,Mandi,"wild, skinless, boneless fillets, raw",r,Pimelodus maculatus,NA,NA,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pimelodus maculatus,10,9497,18631,56003,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),56003,NA,NA,NA,NA,NA,NA,NA,NA,2.87,0.35,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Carnivores (Ref. 56003).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,2006-10-18T00:00:00Z,NA,2006-10-18T00:00:00Z,NA,NA,23451,Pimelodus,maculatus,6868,"Lacepède, 1803",NA,Pimac_u1.jpg,NA,NA,150,NA,1992,NA,fusiform / normal,O,NA,0,-1,0,0,benthopelagic,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,51.0,TL,NA,NA,79585,36.0,SL,NA,NA,26147,2352.0,NA,79585,NA,NA,NA,NA,79585,commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,commercial,NA,79585,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,-1,Occurs in ponds (Ref. 11229).  Omnivorous (Ref. 79585).,NA,0.5,0,10,1996-05-25T00:00:00Z,10,2008-11-20T00:00:00Z,NA,NA,23451
