culture,number_of_targets,subgroup,number_of_species,sd,se
Tsimshian,4.498,all,29,0.5002461856388775,0.09289338461399162
Tsimshian,4.51,all,30,0.5001501276118503,0.09131450234403261
Tsimshian,4.528,all,31,0.49946517943242597,0.08970659440381819
Tsimshian,4.552,all,32,0.49753747953651045,0.08795303141868241
Tsimshian,4.571,all,33,0.49518098126261295,0.086199944492038
Tsimshian,4.593,all,34,0.49152069396170145,0.08429510358269589
Tsimshian,4.611,all,35,0.48776727741507725,0.08244771796493944
Tsimshian,4.625,all,36,0.48436516143258035,0.08072752690543006
Tsimshian,4.637,all,37,0.4811054587743341,0.07909325020957984
Tsimshian,4.658,all,38,0.47461696267754827,0.07699303817831797
Tsimshian,4.673,all,39,0.46935199082489393,0.07515646777553246
Tsimshian,4.693,all,40,0.46148018805140917,0.072966424464263685
Tsimshian,4.713,all,41,0.4525879316064844,0.07068235986436783
Tsimshian,4.733,all,42,0.4426137220047599,0.06829678004452452
Tsimshian,4.749,all,43,0.43380547159664457,0.06615471422094964
Tsimshian,4.766,all,44,0.42358402168096876,0.06385769395934274
Tsimshian,4.795,all,45,0.403903624814309,0.06021039742955772
Tsimshian,4.805,all,46,0.3963989557656934,0.05844583745585238
Tsimshian,4.824,all,47,0.3810107205436209,0.05557612551270194
Tsimshian,4.841,all,48,0.36585906146062974,0.052807206904939605
Tsimshian,4.854,all,49,0.3532829019480122,0.05046898599257317
Tsimshian,4.867,all,50,0.3397446488562056,0.04804714901561308
Tsimshian,4.884,all,51,0.3203851535989872,0.04486289498029166
Tsimshian,4.907,all,52,0.290577761426155,0.040295885320444
Tsimshian,4.931,all,53,0.2535809600567505,0.03483202368004524
Tsimshian,4.949,all,54,0.22010780869257557,0.02995287887216366
Tsimshian,4.958,all,55,0.20068950215762726,0.027060966950497766
Tsimshian,4.976,all,56,0.15312559370479986,0.020462268171061063
Tsimshian,5,all,57,0,0
Yupik,1.942,all,1,0.9041313253357908,0.9041313253357908
Yupik,2.474,all,2,0.8136252122359446,0.5753199049163804
Yupik,2.743,all,3,0.7730126444946088,0.4462990583859469
Yupik,2.921,all,4,0.7715920906504643,0.38579604532523215
Yupik,3.071,all,5,0.765862615320493,0.34250417385647886
Yupik,3.197,all,6,0.7528331539974563,0.3073428481239797
Yupik,3.314,all,7,0.7084531783441343,0.2677701322045528
Yupik,3.4,all,8,0.6770956051093955,0.23938944694223113
Yupik,3.486,all,9,0.6246552602789752,0.20821842009299174
Yupik,3.574,all,10,0.5872553693827489,0.18570645354129964
Yupik,3.629,all,11,0.55467708323552245,0.16724143317281448
Yupik,3.693,all,12,0.5147970629442402,0.14860911143444291
Yupik,3.731,all,13,0.4866989581618969,0.1349860037975094
Yupik,3.771,all,14,0.4525083024252304,0.12093793088185
Yupik,3.803,all,15,0.4151666693791342,0.10719557309371916
Yupik,3.834,all,16,0.3880651937427455,0.09701629843568638
Yupik,3.863,all,17,0.3497904420554589,0.08483664349565594
Yupik,3.882,all,18,0.3289136424415749,0.07752568899840169
Yupik,3.903,all,19,0.296105857217784,0.06793134253698968
Yupik,3.922,all,20,0.26830577330349786,0.05999499478622695
Yupik,3.936,all,21,0.24487540497968344,0.053436194245350746
Yupik,3.944,all,22,0.23003677296666486,0.049044004784625866
Yupik,3.957,all,23,0.2029585972364615,0.04231979298060661
Yupik,3.962,all,24,0.19129190414806527,0.0390472964240124
Yupik,3.965,all,25,0.18387171834952978,0.03677434366990596
Yupik,3.971,all,26,0.1678904023081343,0.032926016827466154
Yupik,3.977,all,27,0.1499783100768024,0.028863339231815676
Yupik,3.985,all,28,0.12161327966052798,0.022982749578907617
Yupik,3.987,all,29,0.11333068359382575,0.021044979615791937
Yupik,3.989,all,30,0.10435463521037237,0.01905246256164794
Yupik,3.99,all,31,0.0995485304256668,0.017879443873423478
Yupik,3.991,all,32,0.09448771310560929,0.016703225668946334
Yupik,3.993,all,33,0.08341437500789632,0.014520578874384136
Yupik,3.995,all,34,0.07056897321046962,0.012102479060555149
Yupik,3.995,all,35,0.07056897321046962,0.011928333592130221
Yupik,3.997,all,36,0.05471740119919799,0.009119566866532999
Yupik,3.998,all,37,0.04469897088298564,0.007348465546754492
Yupik,3.999,all,38,0.03162277660168379,0.00512989176042577
Yupik,4,all,39,0,0
Yupik,4,all,40,0,0
Yupik,4,all,41,0,0
Yupik,4,all,42,0,0
Yupik,4,all,43,0,0
Yupik,4,all,44,0,0
Yupik,4,all,45,0,0
Yupik,4,all,46,0,0
Yupik,4,all,47,0,0
Yupik,4,all,48,0,0
Yupik,4,all,49,0,0
Yupik,4,all,50,0,0
Yupik,4,all,51,0,0
