seanuts_id2,food_item_id_2,database,biblioid,biblioid.x,biblioid.y,biblioid_y,nutrient_ref,species_name,subgroup,food_name_clean,prot_g,protcnt_g,protein_g,fat_g,epa,dha,ca_mg,zn_mg,fe_mg,tl,length_from_study,length_source,abs_lat,latitude,slmax_nov28,slmax_source,lwa,lwb,country_region,isscaap_cat,isscaap,season,asfis_scientific_name_fishbase_swap_in_progress,season.x,season.y,fapun3,fapun_all_g
831,900978,NA,NA,NA,NA,fi156,NA,Ophiodon elongatus,Finfish,Ling_cod_wild_fillet_raw,NA,18.35,NA,0.98,NA,NA,NA,NA,NA,4.32,NA,NA,46.25,46.25,152.0,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=509,NA,NA,NA,Miscellaneous coastal fishes,NA,Aug-77,NA,NA,NA,NA,NA
832,900877,NA,NA,NA,NA,fi131,NA,Opisthonema oglinum,Finfish,Atlantic_thread_herring_adult_fish_muscle_flesh_middle_portion_raw,NA,NA,NA,13.3,0.9044,2.527,NA,NA,NA,3.23,NA,NA,23.372169,-23.372169,NA,NA,0.0174,2.9800000190000002,NA,"Herrings, sardines, anchovies",NA,NA,NA,NA,NA,4.0299,NA
833,901223,NA,NA,NA,NA,fi228,NA,Orconectes limosus Raf,Crustacean,Spinycheek_crayfish_wild_male_meat_raw,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,53.116156,53.116156,NA,NA,NA,NA,NA,Freshwater crustaceans,NA,"Mar, Apr 2008",NA,NA,NA,NA,NA
834,901224,NA,NA,NA,NA,fi228,NA,Orconectes limosus Raf,Crustacean,Spinycheek_crayfish_wild_male_meat_raw,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,52.585556,52.585556,NA,NA,NA,NA,NA,Freshwater crustaceans,NA,"Mar, Apr 2008",NA,NA,NA,NA,NA
835,902219,NA,NA,NA,NA,fi140,NA,Tilapia pra,Finfish,Tilapia_wild_boneless_skin-on_flesh_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,4.565474,4.565474,NA,http://www.fishbase.org/summary/Oreochromis-niloticus.html,0.01995,2.96,NA,Tilapias and other cichlids,NA,NA,NA,NA,NA,NA,NA
836,900590,NA,NA,NA,NA,fi100,NA,Oreochromis macrochir,Finfish,Longfin_tilapia_wild_white_dorsal_muscle_flesh_skin_and_boneless_raw,NA,NA,NA,1.18,0.013985924,0.0574764,NA,NA,NA,2.2,NA,NA,19.065134,-19.065134,NA,http://www.fishbase.us/summary/1396,0.01549,3.0,NA,Tilapias and other cichlids,NA,Summer _Mar 1998,NA,NA,NA,NA,NA
837,900589,NA,NA,NA,NA,fi100,NA,Oreochromis macrochir,Finfish,Longfin_tilapia_wild_white_dorsal_muscle_flesh_skin_and_boneless_raw,NA,NA,NA,1.29,0.018878146,0.12090498,NA,NA,NA,2.2,NA,NA,19.065134,-19.065134,NA,http://www.fishbase.us/summary/1396,0.01549,3.0,NA,Tilapias and other cichlids,NA,Spring _Oct 1997,NA,NA,NA,NA,NA
838,900588,NA,NA,NA,NA,fi100,NA,Oreochromis macrochir,Finfish,Longfin_tilapia_wild_white_dorsal_muscle_flesh_skin_and_boneless_raw,NA,NA,NA,1.37,0.039845871,0.112158748,NA,NA,NA,2.2,NA,NA,19.065134,-19.065134,NA,http://www.fishbase.us/summary/1396,0.01549,3.0,NA,Tilapias and other cichlids,NA,Winter _Jul 1997,NA,NA,NA,NA,NA
839,900004,NA,NA,NA,NA,fi2,NA,Oreochromis niloticus,Finfish,Nile_Tilapia_wild_muscle_fillet_raw,NA,19.8,NA,1.8,NA,NA,NA,NA,NA,2.0,NA,NA,15.484682,15.484682,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,May-Oct,NA,NA,NA,NA,NA
840,900721,NA,NA,NA,NA,fi118,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_large_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,7.031297,7.031297,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Nov-93,NA,NA,NA,NA,NA
841,900746,NA,NA,NA,NA,fi118,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_large_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,6.255568,-6.255568,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Mar-94,NA,NA,NA,NA,NA
842,900586,NA,NA,NA,NA,fi100,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_white_dorsal_muscle_flesh_skin_and_boneless_raw,NA,NA,NA,0.99,0.012881055,0.076739861,NA,NA,NA,2.0,NA,NA,19.065134,-19.065134,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Spring _Oct 1997,NA,NA,NA,NA,NA
843,900587,NA,NA,NA,NA,fi100,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_white_dorsal_muscle_flesh_skin_and_boneless_raw,NA,NA,NA,1.08,0.01037568,0.04279968,NA,NA,NA,2.0,NA,NA,19.065134,-19.065134,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Summer _Mar 1998,NA,NA,NA,NA,NA
844,900719,NA,NA,NA,NA,fi118,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_small_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,7.031297,7.031297,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Nov-93,NA,NA,NA,NA,NA
845,900720,NA,NA,NA,NA,fi118,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_medium_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,7.031297,7.031297,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Nov-93,NA,NA,NA,NA,NA
846,900722,NA,NA,NA,NA,fi118,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_medium_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,7.031297,7.031297,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Nov-93,NA,NA,NA,NA,NA
847,900728,NA,NA,NA,NA,fi118,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_medium_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,7.971943,7.971943,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Nov-93,NA,NA,NA,NA,NA
848,900729,NA,NA,NA,NA,fi118,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_large_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,7.971943,7.971943,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Nov-93,NA,NA,NA,NA,NA
849,900732,NA,NA,NA,NA,fi118,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_small_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,2.516667,-2.516667,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Nov-Dec 1993,NA,NA,NA,NA,NA
850,900733,NA,NA,NA,NA,fi118,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_medium_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,2.516667,-2.516667,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Nov-Dec 1993,NA,NA,NA,NA,NA
851,900734,NA,NA,NA,NA,fi118,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_large_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,2.516667,-2.516667,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Nov-Dec 1993,NA,NA,NA,NA,NA
852,900744,NA,NA,NA,NA,fi118,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_small_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,6.255568,-6.255568,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Mar-94,NA,NA,NA,NA,NA
853,900585,NA,NA,NA,NA,fi100,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_white_dorsal_muscle_flesh_skin_and_boneless_raw,NA,NA,NA,0.83,0.010859908,0.048743308,NA,NA,NA,2.0,NA,NA,19.065134,-19.065134,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Winter _Jul 1997,NA,NA,NA,NA,NA
854,900745,NA,NA,NA,NA,fi118,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_medium_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,6.255568,-6.255568,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Mar-94,NA,NA,NA,NA,NA
855,900096,NA,NA,NA,NA,fi23,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_skinless_boneless_dorsal_muscle_raw,NA,NA,NA,NA,0.01365,0.06335,NA,NA,NA,2.0,NA,NA,1.504705,1.504705,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,05-Dec,NA,NA,NA,0.1099,0.1638
856,900727,NA,NA,NA,NA,fi118,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_small_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,7.971943,7.971943,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Nov-93,NA,NA,NA,NA,NA
857,900143,NA,NA,NA,NA,fi28,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_muscle_fillet_raw,NA,NA,NA,5.23,0.17525383,0.64891283,NA,NA,NA,2.0,NA,NA,0.033333,-0.033333,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,08-Feb,NA,NA,NA,0.9946839,1.47781608
858,900095,NA,NA,NA,NA,fi23,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_skinless_boneless_dorsal_muscle_raw,NA,NA,NA,NA,0.02035,0.0714,NA,NA,NA,2.0,NA,NA,1.433393,1.433393,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,05-Oct,NA,NA,NA,0.11544,0.17168
859,900094,NA,NA,NA,NA,fi23,NA,Oreochromis niloticus,Finfish,Nile_tilapia_wild_skinless_boneless_dorsal_muscle_raw,NA,NA,NA,NA,0.00874,0.05846,NA,NA,NA,2.0,NA,NA,0.755775,-0.755775,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,05-Nov,NA,NA,NA,0.0608,0.09082
860,900448,NA,NA,NA,NA,fi80,NA,Ostrea edulis,Molluscs,European_flat_oyster_wild_edible_flesh_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.019184,39.019184,NA,http://www.fao.org/fishery/culturedspecies/Ostrea_edulis/en,NA,NA,NA,Oysters,NA,NA,NA,NA,NA,NA,NA
861,900324,NA,NA,NA,NA,fi66,NA,Pagellus erythrinus,Finfish,Pandora_wild_fillet_raw,NA,NA,NA,1.67,0.074576297,0.30990909,NA,NA,NA,3.4,NA,NA,38.963745,38.963745,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=893,0.01047,3.03,NA,Miscellaneous coastal fishes,NA,NA,NA,NA,NA,0.42877833,0.4528352
862,900429,NA,NA,NA,NA,fi80,NA,Pegellus centrodontus,Finfish,Red_bream_wild_edible_flesh_raw,NA,21.0,NA,2.0,NA,NA,NA,NA,NA,3.7,NA,NA,39.019184,39.019184,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=890,0.01202,3.04,NA,Miscellaneous coastal fishes,NA,Winter,NA,NA,NA,NA,NA
863,900597,NA,NA,NA,NA,fi102,NA,Pagellus erythrinus,Finfish,Common_pandora_wild_ventral_and_dorsal_muscle_flesh_raw,NA,19.52,NA,3.18,NA,NA,NA,NA,NA,3.52,NA,NA,34.208024,34.208024,NA,NA,0.0206,3.0,NA,Miscellaneous coastal fishes,NA,Dec 2005-May 2006,NA,NA,NA,NA,NA
864,900420,NA,NA,NA,NA,fi80,NA,Chrysophrys auratus,Finfish,Gilthead_seabream_wild_edible_flesh_raw,NA,20.0,NA,3.0,NA,NA,NA,NA,NA,3.3,NA,NA,39.019184,39.019184,NA,NA,0.0447,2.792999983,NA,Miscellaneous coastal fishes,NA,Winter,NA,NA,NA,NA,NA
865,900598,NA,NA,NA,NA,fi102,NA,Pagrus caeruleostictus,Finfish,Bluespotted_seabream_wild_ventral_and_dorsal_muscle_flesh_raw,NA,18.17,NA,2.92,NA,NA,NA,NA,NA,3.8,NA,NA,34.208024,34.208024,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=4540&AT=Bluespotted+seabream,0.02239,2.91,NA,Miscellaneous coastal fishes,NA,Dec 2005-May 2006,NA,NA,NA,NA,NA
866,900351,NA,NA,NA,NA,fi67,NA,Pagrus caeruleostictus,Finfish,Bluespotted_seabream_wild_fillet_raw,NA,NA,NA,1.02,0.030405616,0.153564534,NA,NA,NA,3.8,NA,NA,37.370157,37.370157,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=4540&AT=Bluespotted+seabream,0.02239,2.91,NA,Miscellaneous coastal fishes,NA,NA,NA,NA,NA,0.1859918,0.23774604
867,900899,NA,NA,NA,NA,fi133,NA,Pagrus pagrus,Finfish,Red_porgy_wild_muscle_flesh_frozen,NA,21.5,NA,0.81,0.0364,0.0988,NA,0.61,1.42,3.65,NA,NA,14.764504,14.764504,NA,NA,0.0152,3.005000114,NA,Miscellaneous coastal fishes,NA,05-Mar,NA,NA,NA,0.135,0.183
868,900825,NA,NA,NA,NA,fi124,NA,Pagrus pagrus,Finfish,Red_porgy_wild_muscle_flesh_raw,NA,NA,NA,0.91,0.02631,0.15824,NA,NA,NA,3.65,30.6,NA,39.919841,39.919841,NA,NA,0.0152,3.005000114,NA,Miscellaneous coastal fishes,NA,Mar,NA,NA,NA,0.18432,0.27753
869,901127,NA,NA,NA,NA,fi189,NA,Palaemon serratus,Crustacean,Shrimp_wild_brackishwater_flesh_with_shell_raw,NA,25.7,NA,1.11,NA,NA,NA,NA,NA,2.7,NA,NA,5.516667,5.516667,NA,NA,NA,NA,NA,"Shrimps, prawns",NA,NA,NA,NA,NA,NA,NA
870,902188,NA,NA,NA,NA,fi103,NA,Potamon sp.,Crustacean,Freshwater_crab_wild_only_dorsal_and_ventral_carapace_peeled_raw,NA,16.3,NA,0.4,0.004412448,NA,NA,3.1,10.0,NA,NA,NA,14.903036,14.903036,NA,NA,NA,NA,NA,Freshwater crustaceans,NA,dry season,NA,NA,NA,0.013421196,0.054604044
871,902280,NA,NA,NA,NA,fi65,NA,Palinurus elephas,Crustacean,Common_spinylobster_wild_fillet_raw,NA,18.11,NA,1.91,NA,NA,NA,NA,NA,2.6,NA,NA,37.966667,37.966667,NA,NA,NA,NA,NA,"Lobsters, spiny-rock lobsters",NA,Jun/Jul 2003,NA,NA,NA,NA,NA
872,900312,NA,NA,NA,NA,fi65,NA,Palinurus elephas,Crustacean,Common_spinylobster_wild_fillet_raw,NA,NA,NA,1.91,0.259965504,0.10560128,NA,NA,NA,2.6,NA,NA,37.966667,37.966667,NA,NA,NA,NA,NA,"Lobsters, spiny-rock lobsters",NA,03-Jun,NA,NA,NA,0.389482368,0.719486368
873,900313,NA,NA,NA,NA,fi65,NA,Palinurus elephas,Crustacean,Common_spinylobster_wild_fillet_raw,NA,NA,NA,1.91,0.195983552,0.162750208,NA,NA,NA,2.6,NA,NA,37.966667,37.966667,NA,NA,NA,NA,NA,"Lobsters, spiny-rock lobsters",NA,03-Jul,NA,NA,NA,0.37581632,0.717933408
874,901227,NA,NA,NA,NA,fi232,NA,Palinurus vulgaris,Crustacean,Lobster_wild_edible_muscle_raw,NA,NA,NA,1.0,0.06658437,0.06431919,NA,NA,NA,NA,25.5,NA,37.37083333,37.37083333,NA,http://www.sealifebase.ca/summary/Palinurus-elephas.html,NA,NA,NA,"Lobsters, spiny-rock lobsters",NA,Oct,NA,NA,NA,0.13704339,0.31086615
875,900531,NA,NA,NA,NA,fi88,NA,Pampus argenteus,Finfish,silver_pomfret_wild_fillet_raw,NA,18.63,NA,2.09,NA,NA,NA,NA,NA,3.18,NA,NA,3.144341,3.144341,NA,NA,0.042300001,2.928999901,NA,Miscellaneous pelagic fishes,NA,NA,NA,NA,NA,NA,NA
876,900051,NA,NA,NA,NA,fi2,NA,Pampus argenteus,Finfish,silver_pomfret_wild_muscle_fillet_raw,NA,19.4,NA,6.8,NA,NA,NA,NA,NA,3.18,NA,NA,9.71212,9.71212,NA,NA,0.042300001,2.928999901,NA,Miscellaneous pelagic fishes,NA,Oct-Nov,NA,NA,NA,NA,NA
877,900255,NA,NA,NA,NA,fi53,NA,Pampus punctatissimus,Finfish,Pomfret_wild_boneless_muscle_fillet_back_raw,NA,18.6,NA,4.95,0.200048145,0.5459927,NA,NA,NA,3.3,NA,NA,29.985295,29.985295,NA,http://www.fishbase.us/summary/59625,0.01778,3.02,NA,Miscellaneous pelagic fishes,NA,NA,NA,NA,NA,0.76528485,0.86374255
878,901159,NA,NA,NA,NA,fi205,NA,Panaeus brasiliensis,Crustacean,Redspotted_shrimp_wild_flesh_large_size_raw,NA,NA,NA,1.0,0.126,0.078,NA,NA,NA,NA,20.0,NA,27.242339,-27.242339,NA,http://www.sealifebase.ca/summary/Farfantepenaeus-brasiliensis.html,NA,NA,NA,"Shrimps, prawns",NA,NA,NA,NA,NA,0.2222,0.2102
879,901157,NA,NA,NA,NA,fi205,NA,Panaeus brasiliensis,Crustacean,Redspotted_shrimp_wild_flesh_medium_size_raw,NA,NA,NA,1.0,0.124,0.091,NA,NA,NA,NA,15.8,NA,23.55052,-23.55052,NA,http://www.sealifebase.ca/summary/Farfantepenaeus-brasiliensis.html,NA,NA,NA,"Shrimps, prawns",NA,NA,NA,NA,NA,0.235,0.214
880,901158,NA,NA,NA,NA,fi205,NA,Panaeus brasiliensis,Crustacean,Redspotted_shrimp_wild_flesh_medium_size_raw,NA,NA,NA,0.9,0.1,0.072,NA,NA,NA,NA,16.3,NA,27.242339,-27.242339,NA,http://www.sealifebase.ca/summary/Farfantepenaeus-brasiliensis.html,NA,NA,NA,"Shrimps, prawns",NA,NA,NA,NA,NA,0.188,0.1763
881,901038,NA,NA,NA,NA,fi171,NA,Pandalus borealis,Crustacean,Northern_pink_shrimp_wild_muscle_flesh_raw,NA,13.4,NA,0.4,0.021326832,0.02665854,NA,NA,NA,2.46,11.2,NA,34.854423,34.854423,NA,NA,0.025948,3.613,NA,"Shrimps, prawns",NA,NA,NA,NA,NA,NA,0.091926
882,900990,NA,NA,NA,NA,fi156,NA,Pandalus jordani,Crustacean,Pacific_shrimp_wild_edible_flesh_peeled_raw,NA,16.88,NA,1.51,NA,NA,NA,NA,NA,3.24,NA,NA,46.25,46.25,NA,NA,NA,NA,NA,"Shrimps, prawns",NA,Aug-77,NA,NA,NA,NA,NA
883,900996,NA,NA,NA,NA,fi156,NA,Pandalus jordani,Crustacean,Pacific_shrimp_wild_edible_flesh_peeled_raw,NA,17.45,NA,1.05,NA,NA,NA,NA,NA,3.24,NA,NA,36.778261,36.778261,NA,NA,NA,NA,NA,"Shrimps, prawns",NA,Sep-77,NA,NA,NA,NA,NA
884,900993,NA,NA,NA,NA,fi156,NA,Pandalus jordani,Crustacean,Pacific_shrimp_wild_edible_flesh_peeled_raw,NA,18.36,NA,1.52,NA,NA,NA,NA,NA,3.24,NA,NA,46.25,46.25,NA,NA,NA,NA,NA,"Shrimps, prawns",NA,Sep-77,NA,NA,NA,NA,NA
885,900007,NA,NA,NA,NA,fi2,NA,Pangasius sutchi,Finfish,Striped_catfish_wild_muscle_fillet_raw,NA,17.0,NA,8.9,NA,NA,NA,NA,NA,3.1,NA,NA,15.484682,15.484682,NA,http://www.fishbase.org/summary/14154,NA,NA,NA,Miscellaneous freshwater fishes,NA,May-Oct,NA,NA,NA,NA,NA
886,901000,NA,NA,NA,NA,fi156,NA,Panopea generosa,Molluscs,Geoduck_wild_whole_eviscerated_raw,NA,15.56,NA,1.95,NA,NA,NA,NA,NA,NA,NA,NA,47.735928,47.735928,NA,http://eol.org/pages/440072/data,NA,NA,NA,"Clams, cockles, arkshells",NA,Mar-78,NA,NA,NA,NA,NA
887,901018,NA,NA,NA,NA,fi165,NA,Paralithodes camtschaticus,Crustacean,Red_king_crab_wild_male_muscle_flesh_raw,NA,NA,NA,0.61,0.09645976,0.030333648,NA,NA,NA,2.82,NA,NA,52.183333,52.183333,NA,NA,NA,NA,NA,"King crabs, squat-lobsters",NA,Summer-Autumn 2005,NA,NA,NA,0.13150784,0.15073776
888,901020,NA,NA,NA,NA,fi165,NA,Paralithodes platypus,Crustacean,Blue_king_crab_wild_male_muscle_flesh_raw,NA,NA,NA,0.6,0.087174,0.0417834,NA,NA,NA,2.82,NA,NA,56.4097,56.4097,NA,NA,NA,NA,NA,"King crabs, squat-lobsters",NA,Summer-Autumn 2005,NA,NA,NA,0.1346688,0.1490976
889,901125,NA,NA,NA,NA,fi189,NA,Parapenaeopsis atlantica,Crustacean,Shrimp_wild_marine_flesh_with_shell_raw,NA,22.35,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,6.524379,6.524379,NA,http://www.sealifebase.ca/summary/Parapenaeopsis-atlantica.html,NA,NA,NA,"Shrimps, prawns",NA,NA,NA,NA,NA,NA,NA
890,901232,NA,NA,NA,NA,fi238,NA,Parapenaeopsis stylifera,Crustacean,Shrimp_edible_meat_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.753288,11.753288,NA,http://www.sealifebase.ca/summary/Parapenaeopsis-stylifera.html,NA,NA,NA,"Shrimps, prawns",NA,Jul-Dec,NA,NA,NA,NA,NA
891,901193,NA,NA,NA,NA,fi220,NA,Parapenaeus longirostris,Crustacean,Pink_shrimp_wild_edible_flesh_raw,20.8,NA,NA,0.2,0.013605048,0.015811272,NA,NA,NA,3.31,2.5,NA,37.017954,37.017954,NA,NA,NA,NA,NA,"Shrimps, prawns",NA,Winter _Dec 2000,NA,NA,NA,NA,0.038700846
892,901194,NA,NA,NA,NA,fi220,NA,Parapenaeus longirostris,Crustacean,Pink_shrimp_wild_edible_flesh_raw,21.3,NA,NA,0.3,0.01930446,0.030611358,NA,NA,NA,3.31,2.5,NA,37.017954,37.017954,NA,NA,NA,NA,NA,"Shrimps, prawns",NA,Summer _Jun 2001,NA,NA,NA,NA,0.065083608
893,900530,NA,NA,NA,NA,fi88,NA,Parastromateus niger,Finfish,Black_pomfret_wild_fillet_raw,NA,19.55,NA,2.33,NA,NA,NA,NA,NA,3.64,NA,NA,3.144341,3.144341,NA,NA,0.0211,3.012000084,NA,Miscellaneous pelagic fishes,NA,NA,NA,NA,NA,NA,NA
894,900042,NA,NA,NA,NA,fi2,NA,Parastromateus niger,Finfish,Black_pomfret_wild_muscle_fillet_raw,NA,20.4,NA,3.6,NA,NA,NA,NA,NA,3.64,NA,NA,9.71212,9.71212,NA,NA,0.0211,3.012000084,NA,Miscellaneous pelagic fishes,NA,Oct-Nov,NA,NA,NA,NA,NA
895,900581,NA,NA,NA,NA,fi95,NA,Parona signata,Finfish,Pampano_wild_fillet_raw,NA,20.7,NA,5.5,0.1336918,0.508827,NA,NA,NA,3.4,NA,NA,34.941407,-34.941407,60.0,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=386,0.01175,2.9,NA,Miscellaneous pelagic fishes,NA,Dec 1991-Jan 1992 _Summer,NA,NA,NA,NA,1.037608
896,900511,NA,NA,NA,NA,fi86,NA,Patagonotothen ramsayi,Finfish,Longtail_southern_cod_wild_muscle_frozen,13.96,NA,NA,0.78,0.086307624,0.195420108,NA,NA,NA,3.5,NA,NA,51.796253,-51.796253,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=10308,0.00617,3.19,NA,Miscellaneous demersal fishes,NA,Oct _Austral spring 2003,NA,NA,NA,NA,0.334003488
897,900510,NA,NA,NA,NA,fi86,NA,Patagonotothen ramsayi,Finfish,Longtail_southern_cod_wild_muscle_frozen,17.95,NA,NA,0.83,0.055120347,0.280779133,NA,NA,NA,3.5,NA,NA,51.796253,-51.796253,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=10308,0.00617,3.19,NA,Miscellaneous demersal fishes,NA,Aug _Austral winter 2003/2004,NA,NA,NA,NA,0.376119023
898,900512,NA,NA,NA,NA,fi86,NA,Patagonotothen ramsayi,Finfish,Longtail_southern_cod_wild_muscle_frozen,17.92,NA,NA,0.94,0.093000334,0.236501244,NA,NA,NA,3.5,NA,NA,51.796253,-51.796253,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=10308,0.00617,3.19,NA,Miscellaneous demersal fishes,NA,Dec _Austral summer 2003,NA,NA,NA,NA,0.385287098
899,900509,NA,NA,NA,NA,fi86,NA,Patagonotothen ramsayi,Finfish,Longtail_southern_cod_wild_muscle_frozen,18.06,NA,NA,1.34,0.154125024,0.341466648,NA,NA,NA,3.5,NA,NA,51.796253,-51.796253,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=10308,0.00617,3.19,NA,Miscellaneous demersal fishes,NA,May _Austral autumn 2003,NA,NA,NA,NA,0.588708874
900,901230,NA,NA,NA,NA,fi238,NA,Penaeus semisulcatus,Crustacean,Shrimp_edible_meat_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.753288,11.753288,NA,http://www.sealifebase.ca/summary/Fenneropenaeus-indicus.html,NA,NA,NA,"Shrimps, prawns",NA,Jul-Dec,NA,NA,NA,NA,NA
