culture,latin_name,calcium,zinc,iron,epa,dha
Micmac,Clupea pallasii,57.4,0.515,1.7533333333333334,0.9844999999999999,0.6944999999999999
Micmac,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Micmac,Coregonus autumnalis,30,0.4,1,0.3,0.3
Micmac,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Micmac,Crassostrea virginica,54.75,94.43333333333334,6.8025,0.18933333333333335,0.194
Micmac,Gadiformes,29,0.71,0.364,0.09,0.21500000000000002
Micmac,Gadus macrocephalus,8.5,0.35,0.23,0.09,0.11750000000000001
Micmac,Gadus morhua,15.555555555555555,1.0265,1.22,0.9558571428571428,0.853
Micmac,Hippoglossus hippoglossus,15.5,0.4,0.5,0.22050000000000003,0.315
Micmac,Hippoglossus stenolepis,28,0.19,0.095,0.1,0.3
Micmac,Melanogrammus aeglefinus,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Micmac,Mercenaria mercenaria ,49,2.3,2.8,0.09,0.08
Micmac,Micropogonias undulatus,56,0.3855,0.976,0.1,0.1
Micmac,Microstomus pacificus,39.5,0.2,0.2,0.08,0.09
Micmac,Morone saxatillis,15,0.3425,0.8266666666666667,0.1845,0.5925
Micmac,Mugil cephalus,93,0.499,1.45,0.4,0.4
Micmac,Mya arenaria,53,1.7,40.5,0.2,0.2
Micmac,Mytilidae,101,3.63,17,0.13,0.17
Micmac,Mytilus edulis,42.75,2.3916666666666666,8.116666666666667,0.1605,0.19
Micmac,Nephropidae,34,2.54,0.935,0.18733333333333332,0.108
Micmac,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Micmac,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Micmac,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Micmac,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Micmac,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Micmac,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Micmac,Osmerus mordax,67,1.75,0.8,0.1975,0.299
Micmac,Ostreidae,84.66666666666667,53.6,2050.14,0.22349999999999998,0.183
Micmac,Pectinidae,26.4,1.085,0.499,0.14500000000000002,0.14
Micmac,Perca flavescens,77.385,0.982,0.45633333333333337,0.1,0.2
Micmac,Percidae,110,642.76,0.6,0.054,0.245
Micmac,Pleuronectinae,23.5,0.78,0.55,0.192,0.1165
Micmac,Pomatomus saltatrix,40.63333333333333,0.7957500000000001,1.8824,0.326,0.6595
Micmac,Pseudopleuronectes americanus,13.1,0.397,0.1015,0.07,0.12
Micmac,Reinhardtius hippoglossoides,10.6,0.4,0.6425000000000001,0.6586666666666666,0.5543333333333333
Micmac,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Micmac,Salvelinus alpinus,39.166666666666664,2.079090909090909,1.676923076923077,0.6266666666666667,0.49666666666666665
Micmac,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Micmac,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Micmac,Scomber scombrus,10.333333333333334,0.49225,1.215,1.137,2.0825
Micmac,Scomber spp.,23,0.519,705,1.45,2.16
Micmac,Sebastes norvegicus,101.66666666666667,0.6915,0.7343333333333334,0.093,0.07150000000000001
Micmac,Sebastes pinniger,9,0.4,0.4,0.2,0.3
Micmac,Sebastes spp.,12,0.3385,0.53,0.2565,0.35950000000000004
Micmac,Sparidae,45.5,0.8674999999999999,0.75625,0.12733333333333335,0.16
Micmac,Squalus acanthias,11,0.613,1.25,0.7,1.2
Micmac,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Micmac,Theragra chalcogramma,5,0.44,0.23,0.15,0.222
Micmac,Thunnus spp.,8.5,0.42666666666666664,1.305,0.3415,1.045
Montagnais-Naskapi,Anguilla rostrata,34.166666666666664,1.31125,0.972,0.5,0.88
Montagnais-Naskapi,Boreogadus saida,20.2,0.5,0.6,0.165,0.329
Montagnais-Naskapi,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Montagnais-Naskapi,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Montagnais-Naskapi,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Montagnais-Naskapi,Coregonus autumnalis,30,0.4,1,0.3,0.3
Montagnais-Naskapi,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Montagnais-Naskapi,Esox lucius,69.1094,1.5491000000000001,0.42972727272727274,0.0508,0.13285714285714287
Montagnais-Naskapi,Gadiformes,29,0.71,0.364,0.09,0.21500000000000002
Montagnais-Naskapi,Gadus macrocephalus,8.5,0.35,0.23,0.09,0.11750000000000001
Montagnais-Naskapi,Gadus morhua,15.555555555555555,1.0265,1.22,0.9558571428571428,0.853
Montagnais-Naskapi,Ictalurus punctatus,35.333333333333336,0.7133333333333334,0.65,0.115,0.21700000000000003
Montagnais-Naskapi,Melanogrammus aeglefinus,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Montagnais-Naskapi,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Montagnais-Naskapi,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Montagnais-Naskapi,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Montagnais-Naskapi,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Montagnais-Naskapi,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Montagnais-Naskapi,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Montagnais-Naskapi,Osmerus mordax,67,1.75,0.8,0.1975,0.299
Montagnais-Naskapi,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Montagnais-Naskapi,Salvelinus alpinus,39.166666666666664,2.079090909090909,1.676923076923077,0.6266666666666667,0.49666666666666665
Montagnais-Naskapi,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Montagnais-Naskapi,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Montagnais-Naskapi,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Montagnais-Naskapi,Theragra chalcogramma,5,0.44,0.23,0.15,0.222
Nass-Gitksan,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Nass-Gitksan,Coregonus autumnalis,30,0.4,1,0.3,0.3
Nass-Gitksan,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Nass-Gitksan,Hippoglossus hippoglossus,15.5,0.4,0.5,0.22050000000000003,0.315
Nass-Gitksan,Hippoglossus stenolepis,28,0.19,0.095,0.1,0.3
Nass-Gitksan,Microstomus pacificus,39.5,0.2,0.2,0.08,0.09
Nass-Gitksan,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Nass-Gitksan,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Nass-Gitksan,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Nass-Gitksan,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Nass-Gitksan,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Nass-Gitksan,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Nass-Gitksan,Pleuronectinae,23.5,0.78,0.55,0.192,0.1165
Nass-Gitksan,Pseudopleuronectes americanus,13.1,0.397,0.1015,0.07,0.12
Nass-Gitksan,Reinhardtius hippoglossoides,10.6,0.4,0.6425000000000001,0.6586666666666666,0.5543333333333333
Nass-Gitksan,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Nass-Gitksan,Salvelinus alpinus,39.166666666666664,2.079090909090909,1.676923076923077,0.6266666666666667,0.49666666666666665
Nass-Gitksan,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Nass-Gitksan,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Nass-Gitksan,Sebastes norvegicus,101.66666666666667,0.6915,0.7343333333333334,0.093,0.07150000000000001
Nass-Gitksan,Sebastes pinniger,9,0.4,0.4,0.2,0.3
Nass-Gitksan,Sebastes spp.,12,0.3385,0.53,0.2565,0.35950000000000004
Nass-Gitksan,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Nass-Gitksan,Thaleichthys pacificus,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Nootkan,Alosa sapidissima,47,0.3466666666666667,0.86,1.09,1.32
Nootkan,Anarhichadidae,7,1,0.12,0.26766666666666666,0.255
Nootkan,Anoplopoma fimbria,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Nootkan,Boreogadus saida,20.2,0.5,0.6,0.165,0.329
Nootkan,Callinectes sapidus,78.1,1344.18,1.22,0.185,0.175
Nootkan,Cancer magister,50,3.6325,0.37833333333333335,0.20950000000000002,0.094
Nootkan,Centropristes striata,48.1,0.29433333333333334,0.812,0.1,0.3
Nootkan,Clupea harengus,44.4,0.8662,1.1,0.75725,1.0755
Nootkan,Clupea pallasii,57.4,0.515,1.7533333333333334,0.9844999999999999,0.6944999999999999
Nootkan,Crassostrea virginica,54.75,94.43333333333334,6.8025,0.18933333333333335,0.194
Nootkan,Cyprinus carpio,53.333333333333336,3.05,1.3166666666666667,0.2,0.1
Nootkan,Engraulidae,816.6666666666666,0.89,1.5150000000000001,0.5,0.9
Nootkan,Gadiformes,29,0.71,0.364,0.09,0.21500000000000002
Nootkan,Gadus macrocephalus,8.5,0.35,0.23,0.09,0.11750000000000001
Nootkan,Gadus morhua,15.555555555555555,1.0265,1.22,0.9558571428571428,0.853
Nootkan,Hippoglossus hippoglossus,15.5,0.4,0.5,0.22050000000000003,0.315
Nootkan,Hippoglossus stenolepis,28,0.19,0.095,0.1,0.3
Nootkan,Melanogrammus aeglefinus,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Nootkan,Mercenaria mercenaria ,49,2.3,2.8,0.09,0.08
Nootkan,Micropogonias undulatus,56,0.3855,0.976,0.1,0.1
Nootkan,Microstomus pacificus,39.5,0.2,0.2,0.08,0.09
Nootkan,Morone saxatillis,15,0.3425,0.8266666666666667,0.1845,0.5925
Nootkan,Mugil cephalus,93,0.499,1.45,0.4,0.4
Nootkan,Mya arenaria,53,1.7,40.5,0.2,0.2
Nootkan,Mytilidae,101,3.63,17,0.13,0.17
Nootkan,Mytilus edulis,42.75,2.3916666666666666,8.116666666666667,0.1605,0.19
Nootkan,Octopoda,30.714285714285715,1.68,3.07,0.1,0.1
Nootkan,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Nootkan,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Nootkan,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Nootkan,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Nootkan,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Nootkan,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Nootkan,Ophiodon elongatus,26.8,0.29333333333333333,0.642,0,0
Nootkan,Ostreidae,84.66666666666667,53.6,2050.14,0.22349999999999998,0.183
Nootkan,Pectinidae,26.4,1.085,0.499,0.14500000000000002,0.14
Nootkan,Pleuronectinae,23.5,0.78,0.55,0.192,0.1165
Nootkan,Pomatomus saltatrix,40.63333333333333,0.7957500000000001,1.8824,0.326,0.6595
Nootkan,Pseudopleuronectes americanus,13.1,0.397,0.1015,0.07,0.12
Nootkan,Reinhardtius hippoglossoides,10.6,0.4,0.6425000000000001,0.6586666666666666,0.5543333333333333
Nootkan,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Nootkan,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Nootkan,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Nootkan,Scomber scombrus,10.333333333333334,0.49225,1.215,1.137,2.0825
Nootkan,Scomber spp.,23,0.519,705,1.45,2.16
Nootkan,Sebastes norvegicus,101.66666666666667,0.6915,0.7343333333333334,0.093,0.07150000000000001
Nootkan,Sebastes pinniger,9,0.4,0.4,0.2,0.3
Nootkan,Sebastes spp.,12,0.3385,0.53,0.2565,0.35950000000000004
Nootkan,Sparidae,45.5,0.8674999999999999,0.75625,0.12733333333333335,0.16
Nootkan,Squalus acanthias,11,0.613,1.25,0.7,1.2
Nootkan,Thaleichthys pacificus,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Nootkan,Theragra chalcogramma,5,0.44,0.23,0.15,0.222
Nootkan,Thunnus spp.,8.5,0.42666666666666664,1.305,0.3415,1.045
Ojibwa-Algonquin,Alosa sapidissima,47,0.3466666666666667,0.86,1.09,1.32
Ojibwa-Algonquin,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Ojibwa-Algonquin,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Ojibwa-Algonquin,Clupea harengus,44.4,0.8662,1.1,0.75725,1.0755
Ojibwa-Algonquin,Clupea pallasii,57.4,0.515,1.7533333333333334,0.9844999999999999,0.6944999999999999
Ojibwa-Algonquin,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Ojibwa-Algonquin,Coregonus autumnalis,30,0.4,1,0.3,0.3
Ojibwa-Algonquin,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Ojibwa-Algonquin,Esox lucius,69.1094,1.5491000000000001,0.42972727272727274,0.0508,0.13285714285714287
Ojibwa-Algonquin,Ictalurus punctatus,35.333333333333336,0.7133333333333334,0.65,0.115,0.21700000000000003
Ojibwa-Algonquin,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Ojibwa-Algonquin,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Ojibwa-Algonquin,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Ojibwa-Algonquin,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Ojibwa-Algonquin,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Ojibwa-Algonquin,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Ojibwa-Algonquin,Osmerus mordax,67,1.75,0.8,0.1975,0.299
Ojibwa-Algonquin,Perca flavescens,77.385,0.982,0.45633333333333337,0.1,0.2
Ojibwa-Algonquin,Percidae,110,642.76,0.6,0.054,0.245
Ojibwa-Algonquin,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Ojibwa-Algonquin,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Ojibwa-Algonquin,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Ojibwa-Algonquin,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Onondaga,Anguilla rostrata,34.166666666666664,1.31125,0.972,0.5,0.88
Onondaga,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Onondaga,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Onondaga,Cyprinus carpio,53.333333333333336,3.05,1.3166666666666667,0.2,0.1
Powhatan,Alosa sapidissima,47,0.3466666666666667,0.86,1.09,1.32
Powhatan,Anguilla rostrata,34.166666666666664,1.31125,0.972,0.5,0.88
Powhatan,Anoplopoma fimbria,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Powhatan,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Powhatan,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Powhatan,Centropristes striata,48.1,0.29433333333333334,0.812,0.1,0.3
Powhatan,Clupea harengus,44.4,0.8662,1.1,0.75725,1.0755
Powhatan,Clupea pallasii,57.4,0.515,1.7533333333333334,0.9844999999999999,0.6944999999999999
Powhatan,Cyprinus carpio,53.333333333333336,3.05,1.3166666666666667,0.2,0.1
Powhatan,Ictalurus punctatus,35.333333333333336,0.7133333333333334,0.65,0.115,0.21700000000000003
Powhatan,Lepisosteidae,29,0.5,0.4,0.14,0.72
Powhatan,Micropogonias undulatus,56,0.3855,0.976,0.1,0.1
Powhatan,Morone saxatillis,15,0.3425,0.8266666666666667,0.1845,0.5925
Powhatan,Mugil cephalus,93,0.499,1.45,0.4,0.4
Powhatan,Perca flavescens,77.385,0.982,0.45633333333333337,0.1,0.2
Powhatan,Percidae,110,642.76,0.6,0.054,0.245
Powhatan,Pomatomus saltatrix,40.63333333333333,0.7957500000000001,1.8824,0.326,0.6595
Powhatan,Sparidae,45.5,0.8674999999999999,0.75625,0.12733333333333335,0.16
Quileute,Hippoglossus hippoglossus,15.5,0.4,0.5,0.22050000000000003,0.315
Quileute,Hippoglossus stenolepis,28,0.19,0.095,0.1,0.3
Quileute,Microstomus pacificus,39.5,0.2,0.2,0.08,0.09
Quileute,Octopoda,30.714285714285715,1.68,3.07,0.1,0.1
Quileute,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Quileute,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Quileute,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Quileute,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Quileute,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Quileute,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Quileute,Pleuronectinae,23.5,0.78,0.55,0.192,0.1165
Quileute,Pseudopleuronectes americanus,13.1,0.397,0.1015,0.07,0.12
Quileute,Reinhardtius hippoglossoides,10.6,0.4,0.6425000000000001,0.6586666666666666,0.5543333333333333
Quileute,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Quileute,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Quileute,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Quileute,Squalus acanthias,11,0.613,1.25,0.7,1.2
Quileute,Thaleichthys pacificus,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Sekani,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Sekani,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Sekani,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Sekani,Coregonus autumnalis,30,0.4,1,0.3,0.3
Sekani,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Sekani,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Sekani,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Sekani,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Sekani,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Sekani,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Sekani,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Sekani,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Sekani,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Sekani,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Sekani,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Siuslaw,Alosa sapidissima,47,0.3466666666666667,0.86,1.09,1.32
Siuslaw,Clupea harengus,44.4,0.8662,1.1,0.75725,1.0755
Siuslaw,Clupea pallasii,57.4,0.515,1.7533333333333334,0.9844999999999999,0.6944999999999999
Siuslaw,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Siuslaw,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Siuslaw,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Siuslaw,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Siuslaw,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Siuslaw,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Slavey-Hare,Alosa sapidissima,47,0.3466666666666667,0.86,1.09,1.32
Slavey-Hare,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Slavey-Hare,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Slavey-Hare,Clupea harengus,44.4,0.8662,1.1,0.75725,1.0755
Slavey-Hare,Clupea pallasii,57.4,0.515,1.7533333333333334,0.9844999999999999,0.6944999999999999
Slavey-Hare,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Slavey-Hare,Coregonus autumnalis,30,0.4,1,0.3,0.3
Slavey-Hare,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Slavey-Hare,Cyprinus carpio,53.333333333333336,3.05,1.3166666666666667,0.2,0.1
Slavey-Hare,Esox lucius,69.1094,1.5491000000000001,0.42972727272727274,0.0508,0.13285714285714287
Slavey-Hare,Lota lota,44.90909090909091,1.191,0.9,0.3936363636363636,0.52
Slavey-Hare,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Slavey-Hare,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Slavey-Hare,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Slavey-Hare,Squalus acanthias,11,0.613,1.25,0.7,1.2
Slavey-Hare,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Slavey-Hare,Thymallus arcticus,273.8375,0.7,1,0.1,0.1
Tahltan-Kaska-Tagish,Alosa sapidissima,47,0.3466666666666667,0.86,1.09,1.32
Tahltan-Kaska-Tagish,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Tahltan-Kaska-Tagish,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Tahltan-Kaska-Tagish,Clupea harengus,44.4,0.8662,1.1,0.75725,1.0755
Tahltan-Kaska-Tagish,Clupea pallasii,57.4,0.515,1.7533333333333334,0.9844999999999999,0.6944999999999999
Tahltan-Kaska-Tagish,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Tahltan-Kaska-Tagish,Coregonus autumnalis,30,0.4,1,0.3,0.3
Tahltan-Kaska-Tagish,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Tahltan-Kaska-Tagish,Esox lucius,69.1094,1.5491000000000001,0.42972727272727274,0.0508,0.13285714285714287
Tahltan-Kaska-Tagish,Lota lota,44.90909090909091,1.191,0.9,0.3936363636363636,0.52
Tahltan-Kaska-Tagish,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Tahltan-Kaska-Tagish,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Tahltan-Kaska-Tagish,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Tahltan-Kaska-Tagish,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Tahltan-Kaska-Tagish,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Tahltan-Kaska-Tagish,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Tahltan-Kaska-Tagish,Ophiodon elongatus,26.8,0.29333333333333333,0.642,0,0
Tahltan-Kaska-Tagish,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Tahltan-Kaska-Tagish,Salvelinus alpinus,39.166666666666664,2.079090909090909,1.676923076923077,0.6266666666666667,0.49666666666666665
Tahltan-Kaska-Tagish,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Tahltan-Kaska-Tagish,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Tahltan-Kaska-Tagish,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Tahltan-Kaska-Tagish,Thymallus arcticus,273.8375,0.7,1,0.1,0.1
Tanaina,Esox lucius,69.1094,1.5491000000000001,0.42972727272727274,0.0508,0.13285714285714287
Tanaina,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Tanaina,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Tanaina,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Tanaina,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Tanaina,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Tanaina,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Tanaina,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Tanaina,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Tanaina,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Tanaina,Thymallus arcticus,273.8375,0.7,1,0.1,0.1
Tanana,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Tanana,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Tanana,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Tanana,Coregonus autumnalis,30,0.4,1,0.3,0.3
Tanana,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Tanana,Esox lucius,69.1094,1.5491000000000001,0.42972727272727274,0.0508,0.13285714285714287
Tanana,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Tanana,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Tanana,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Tanana,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
