culture,latin_name,calcium,zinc,iron,epa,dha
Gwich'in,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Gwich'in,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Gwich'in,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Gwich'in,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Gwich'in,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Gwich'in,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Gwich'in,Salvelinus alpinus,39.166666666666664,2.079090909090909,1.676923076923077,0.6266666666666667,0.49666666666666665
Gwich'in,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Gwich'in,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Gwich'in,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Gwich'in,Thaleichthys pacificus,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Gwich'in,Thymallus arcticus,273.8375,0.7,1,0.1,0.1
Haida,Alosa sapidissima,47,0.3466666666666667,0.86,1.09,1.32
Haida,Anoplopoma fimbria,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Haida,Boreogadus saida,20.2,0.5,0.6,0.165,0.329
Haida,Centropristes striata,48.1,0.29433333333333334,0.812,0.1,0.3
Haida,Clupea harengus,44.4,0.8662,1.1,0.75725,1.0755
Haida,Clupea pallasii,57.4,0.515,1.7533333333333334,0.9844999999999999,0.6944999999999999
Haida,Gadiformes,29,0.71,0.364,0.09,0.21500000000000002
Haida,Gadus macrocephalus,8.5,0.35,0.23,0.09,0.11750000000000001
Haida,Gadus morhua,15.555555555555555,1.0265,1.22,0.9558571428571428,0.853
Haida,Hippoglossus hippoglossus,15.5,0.4,0.5,0.22050000000000003,0.315
Haida,Hippoglossus stenolepis,28,0.19,0.095,0.1,0.3
Haida,Melanogrammus aeglefinus,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Haida,Mercenaria mercenaria ,49,2.3,2.8,0.09,0.08
Haida,Micropogonias undulatus,56,0.3855,0.976,0.1,0.1
Haida,Microstomus pacificus,39.5,0.2,0.2,0.08,0.09
Haida,Morone saxatillis,15,0.3425,0.8266666666666667,0.1845,0.5925
Haida,Mugil cephalus,93,0.499,1.45,0.4,0.4
Haida,Mya arenaria,53,1.7,40.5,0.2,0.2
Haida,Mytilidae,101,3.63,17,0.13,0.17
Haida,Mytilus edulis,42.75,2.3916666666666666,8.116666666666667,0.1605,0.19
Haida,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Haida,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Haida,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Haida,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Haida,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Haida,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Haida,Pectinidae,26.4,1.085,0.499,0.14500000000000002,0.14
Haida,Pleuronectinae,23.5,0.78,0.55,0.192,0.1165
Haida,Pomatomus saltatrix,40.63333333333333,0.7957500000000001,1.8824,0.326,0.6595
Haida,Pseudopleuronectes americanus,13.1,0.397,0.1015,0.07,0.12
Haida,Reinhardtius hippoglossoides,10.6,0.4,0.6425000000000001,0.6586666666666666,0.5543333333333333
Haida,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Haida,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Haida,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Haida,Sparidae,45.5,0.8674999999999999,0.75625,0.12733333333333335,0.16
Haida,Squalus acanthias,11,0.613,1.25,0.7,1.2
Haida,Thaleichthys pacificus,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Haida,Theragra chalcogramma,5,0.44,0.23,0.15,0.222
Haisla,Hippoglossus hippoglossus,15.5,0.4,0.5,0.22050000000000003,0.315
Haisla,Hippoglossus stenolepis,28,0.19,0.095,0.1,0.3
Haisla,Mercenaria mercenaria ,49,2.3,2.8,0.09,0.08
Haisla,Microstomus pacificus,39.5,0.2,0.2,0.08,0.09
Haisla,Mya arenaria,53,1.7,40.5,0.2,0.2
Haisla,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Haisla,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Haisla,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Haisla,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Haisla,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Haisla,Pleuronectinae,23.5,0.78,0.55,0.192,0.1165
Haisla,Pseudopleuronectes americanus,13.1,0.397,0.1015,0.07,0.12
Haisla,Reinhardtius hippoglossoides,10.6,0.4,0.6425000000000001,0.6586666666666666,0.5543333333333333
Haisla,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Haisla,Thaleichthys pacificus,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Han,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Han,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Han,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Han,Coregonus autumnalis,30,0.4,1,0.3,0.3
Han,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Han,Esox lucius,69.1094,1.5491000000000001,0.42972727272727274,0.0508,0.13285714285714287
Han,Lota lota,44.90909090909091,1.191,0.9,0.3936363636363636,0.52
Han,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Han,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Han,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Han,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Han,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Han,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Han,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Han,Thymallus arcticus,273.8375,0.7,1,0.1,0.1
Heiltsuk,Alosa sapidissima,47,0.3466666666666667,0.86,1.09,1.32
Heiltsuk,Callinectes sapidus,78.1,1344.18,1.22,0.185,0.175
Heiltsuk,Cancer magister,50,3.6325,0.37833333333333335,0.20950000000000002,0.094
Heiltsuk,Clupea harengus,44.4,0.8662,1.1,0.75725,1.0755
Heiltsuk,Clupea pallasii,57.4,0.515,1.7533333333333334,0.9844999999999999,0.6944999999999999
Heiltsuk,Hippoglossus hippoglossus,15.5,0.4,0.5,0.22050000000000003,0.315
Heiltsuk,Hippoglossus stenolepis,28,0.19,0.095,0.1,0.3
Heiltsuk,Mercenaria mercenaria ,49,2.3,2.8,0.09,0.08
Heiltsuk,Microstomus pacificus,39.5,0.2,0.2,0.08,0.09
Heiltsuk,Mya arenaria,53,1.7,40.5,0.2,0.2
Heiltsuk,Mytilidae,101,3.63,17,0.13,0.17
Heiltsuk,Mytilus edulis,42.75,2.3916666666666666,8.116666666666667,0.1605,0.19
Heiltsuk,Octopoda,30.714285714285715,1.68,3.07,0.1,0.1
Heiltsuk,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Heiltsuk,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Heiltsuk,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Heiltsuk,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Heiltsuk,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Heiltsuk,Pectinidae,26.4,1.085,0.499,0.14500000000000002,0.14
Heiltsuk,Pleuronectinae,23.5,0.78,0.55,0.192,0.1165
Heiltsuk,Pseudopleuronectes americanus,13.1,0.397,0.1015,0.07,0.12
Heiltsuk,Reinhardtius hippoglossoides,10.6,0.4,0.6425000000000001,0.6586666666666666,0.5543333333333333
Heiltsuk,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Heiltsuk,Thaleichthys pacificus,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Huron,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Huron,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Huron,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Huron,Coregonus autumnalis,30,0.4,1,0.3,0.3
Huron,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Huron,Esox lucius,69.1094,1.5491000000000001,0.42972727272727274,0.0508,0.13285714285714287
Huron,Ictalurus punctatus,35.333333333333336,0.7133333333333334,0.65,0.115,0.21700000000000003
Huron,Mercenaria mercenaria ,49,2.3,2.8,0.09,0.08
Huron,Mya arenaria,53,1.7,40.5,0.2,0.2
Huron,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Huron,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Huron,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Huron,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Ingalik,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Ingalik,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Ingalik,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Ingalik,Coregonus autumnalis,30,0.4,1,0.3,0.3
Ingalik,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Ingalik,Esox lucius,69.1094,1.5491000000000001,0.42972727272727274,0.0508,0.13285714285714287
Ingalik,Lota lota,44.90909090909091,1.191,0.9,0.3936363636363636,0.52
Ingalik,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Ingalik,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Ingalik,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Ingalik,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Ingalik,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Ingalik,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Ingalik,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Ingalik,Thymallus arcticus,273.8375,0.7,1,0.1,0.1
Interior Salish,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Interior Salish,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Interior Salish,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Interior Salish,Coregonus autumnalis,30,0.4,1,0.3,0.3
Interior Salish,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Interior Salish,Cyprinus carpio,53.333333333333336,3.05,1.3166666666666667,0.2,0.1
Interior Salish,Lota lota,44.90909090909091,1.191,0.9,0.3936363636363636,0.52
Interior Salish,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Interior Salish,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Interior Salish,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Interior Salish,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Interior Salish,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Interior Salish,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Interior Salish,Ophiodon elongatus,26.8,0.29333333333333333,0.642,0,0
Interior Salish,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Interior Salish,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Interior Salish,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Interior Salish,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Inuit-Inupiaq,Alosa sapidissima,47,0.3466666666666667,0.86,1.09,1.32
Inuit-Inupiaq,Anoplopoma fimbria,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Inuit-Inupiaq,Boreogadus saida,20.2,0.5,0.6,0.165,0.329
Inuit-Inupiaq,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Inuit-Inupiaq,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Inuit-Inupiaq,Centropristes striata,48.1,0.29433333333333334,0.812,0.1,0.3
Inuit-Inupiaq,Clupea harengus,44.4,0.8662,1.1,0.75725,1.0755
Inuit-Inupiaq,Clupea pallasii,57.4,0.515,1.7533333333333334,0.9844999999999999,0.6944999999999999
Inuit-Inupiaq,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Inuit-Inupiaq,Coregonus autumnalis,30,0.4,1,0.3,0.3
Inuit-Inupiaq,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Inuit-Inupiaq,Esox lucius,69.1094,1.5491000000000001,0.42972727272727274,0.0508,0.13285714285714287
Inuit-Inupiaq,Gadiformes,29,0.71,0.364,0.09,0.21500000000000002
Inuit-Inupiaq,Gadus macrocephalus,8.5,0.35,0.23,0.09,0.11750000000000001
Inuit-Inupiaq,Gadus morhua,15.555555555555555,1.0265,1.22,0.9558571428571428,0.853
Inuit-Inupiaq,Hippoglossus hippoglossus,15.5,0.4,0.5,0.22050000000000003,0.315
Inuit-Inupiaq,Hippoglossus stenolepis,28,0.19,0.095,0.1,0.3
Inuit-Inupiaq,Lota lota,44.90909090909091,1.191,0.9,0.3936363636363636,0.52
Inuit-Inupiaq,Melanogrammus aeglefinus,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Inuit-Inupiaq,Mercenaria mercenaria ,49,2.3,2.8,0.09,0.08
Inuit-Inupiaq,Micropogonias undulatus,56,0.3855,0.976,0.1,0.1
Inuit-Inupiaq,Microstomus pacificus,39.5,0.2,0.2,0.08,0.09
Inuit-Inupiaq,Morone saxatillis,15,0.3425,0.8266666666666667,0.1845,0.5925
Inuit-Inupiaq,Mugil cephalus,93,0.499,1.45,0.4,0.4
Inuit-Inupiaq,Mya arenaria,53,1.7,40.5,0.2,0.2
Inuit-Inupiaq,Mytilidae,101,3.63,17,0.13,0.17
Inuit-Inupiaq,Mytilus edulis,42.75,2.3916666666666666,8.116666666666667,0.1605,0.19
Inuit-Inupiaq,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Inuit-Inupiaq,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Inuit-Inupiaq,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Inuit-Inupiaq,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Inuit-Inupiaq,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Inuit-Inupiaq,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Inuit-Inupiaq,Ophiodon elongatus,26.8,0.29333333333333333,0.642,0,0
Inuit-Inupiaq,Osmerus mordax,67,1.75,0.8,0.1975,0.299
Inuit-Inupiaq,Pleuronectinae,23.5,0.78,0.55,0.192,0.1165
Inuit-Inupiaq,Pomatomus saltatrix,40.63333333333333,0.7957500000000001,1.8824,0.326,0.6595
Inuit-Inupiaq,Pseudopleuronectes americanus,13.1,0.397,0.1015,0.07,0.12
Inuit-Inupiaq,Reinhardtius hippoglossoides,10.6,0.4,0.6425000000000001,0.6586666666666666,0.5543333333333333
Inuit-Inupiaq,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Inuit-Inupiaq,Salvelinus alpinus,39.166666666666664,2.079090909090909,1.676923076923077,0.6266666666666667,0.49666666666666665
Inuit-Inupiaq,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Inuit-Inupiaq,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Inuit-Inupiaq,Scomber scombrus,10.333333333333334,0.49225,1.215,1.137,2.0825
Inuit-Inupiaq,Scomber spp.,23,0.519,705,1.45,2.16
Inuit-Inupiaq,Sebastes norvegicus,101.66666666666667,0.6915,0.7343333333333334,0.093,0.07150000000000001
Inuit-Inupiaq,Sebastes pinniger,9,0.4,0.4,0.2,0.3
Inuit-Inupiaq,Sebastes spp.,12,0.3385,0.53,0.2565,0.35950000000000004
Inuit-Inupiaq,Sparidae,45.5,0.8674999999999999,0.75625,0.12733333333333335,0.16
Inuit-Inupiaq,Squalus acanthias,11,0.613,1.25,0.7,1.2
Inuit-Inupiaq,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Inuit-Inupiaq,Thaleichthys pacificus,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Inuit-Inupiaq,Theragra chalcogramma,5,0.44,0.23,0.15,0.222
Inuit-Inupiaq,Thunnus spp.,8.5,0.42666666666666664,1.305,0.3415,1.045
Inuit-Inupiaq,Thymallus arcticus,273.8375,0.7,1,0.1,0.1
Kolchan,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Kolchan,Coregonus autumnalis,30,0.4,1,0.3,0.3
Kolchan,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Kolchan,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Kolchan,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Kolchan,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Kolchan,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Kolchan,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Kolchan,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Kolchan,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Koyukon,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Koyukon,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Koyukon,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Koyukon,Coregonus autumnalis,30,0.4,1,0.3,0.3
Koyukon,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Koyukon,Esox lucius,69.1094,1.5491000000000001,0.42972727272727274,0.0508,0.13285714285714287
Koyukon,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Koyukon,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Koyukon,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Koyukon,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Koyukon,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Koyukon,Ophiodon elongatus,26.8,0.29333333333333333,0.642,0,0
Koyukon,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Koyukon,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Koyukon,Thymallus arcticus,273.8375,0.7,1,0.1,0.1
Kwakiutl,Alosa sapidissima,47,0.3466666666666667,0.86,1.09,1.32
Kwakiutl,Anoplopoma fimbria,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Kwakiutl,Boreogadus saida,20.2,0.5,0.6,0.165,0.329
Kwakiutl,Callinectes sapidus,78.1,1344.18,1.22,0.185,0.175
Kwakiutl,Cancer magister,50,3.6325,0.37833333333333335,0.20950000000000002,0.094
Kwakiutl,Centropristes striata,48.1,0.29433333333333334,0.812,0.1,0.3
Kwakiutl,Clupea harengus,44.4,0.8662,1.1,0.75725,1.0755
Kwakiutl,Clupea pallasii,57.4,0.515,1.7533333333333334,0.9844999999999999,0.6944999999999999
Kwakiutl,Gadiformes,29,0.71,0.364,0.09,0.21500000000000002
Kwakiutl,Gadus macrocephalus,8.5,0.35,0.23,0.09,0.11750000000000001
Kwakiutl,Gadus morhua,15.555555555555555,1.0265,1.22,0.9558571428571428,0.853
Kwakiutl,Hippoglossus hippoglossus,15.5,0.4,0.5,0.22050000000000003,0.315
Kwakiutl,Hippoglossus stenolepis,28,0.19,0.095,0.1,0.3
Kwakiutl,Melanogrammus aeglefinus,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Kwakiutl,Mercenaria mercenaria ,49,2.3,2.8,0.09,0.08
Kwakiutl,Micropogonias undulatus,56,0.3855,0.976,0.1,0.1
Kwakiutl,Microstomus pacificus,39.5,0.2,0.2,0.08,0.09
Kwakiutl,Morone saxatillis,15,0.3425,0.8266666666666667,0.1845,0.5925
Kwakiutl,Mugil cephalus,93,0.499,1.45,0.4,0.4
Kwakiutl,Mya arenaria,53,1.7,40.5,0.2,0.2
Kwakiutl,Mytilidae,101,3.63,17,0.13,0.17
Kwakiutl,Mytilus edulis,42.75,2.3916666666666666,8.116666666666667,0.1605,0.19
Kwakiutl,Octopoda,30.714285714285715,1.68,3.07,0.1,0.1
Kwakiutl,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Kwakiutl,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Kwakiutl,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Kwakiutl,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Kwakiutl,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Kwakiutl,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Kwakiutl,Ophiodon elongatus,26.8,0.29333333333333333,0.642,0,0
Kwakiutl,Pleuronectinae,23.5,0.78,0.55,0.192,0.1165
Kwakiutl,Pomatomus saltatrix,40.63333333333333,0.7957500000000001,1.8824,0.326,0.6595
Kwakiutl,Pseudopleuronectes americanus,13.1,0.397,0.1015,0.07,0.12
Kwakiutl,Reinhardtius hippoglossoides,10.6,0.4,0.6425000000000001,0.6586666666666666,0.5543333333333333
Kwakiutl,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Kwakiutl,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Kwakiutl,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Kwakiutl,Sebastes norvegicus,101.66666666666667,0.6915,0.7343333333333334,0.093,0.07150000000000001
Kwakiutl,Sebastes pinniger,9,0.4,0.4,0.2,0.3
Kwakiutl,Sebastes spp.,12,0.3385,0.53,0.2565,0.35950000000000004
Kwakiutl,Sparidae,45.5,0.8674999999999999,0.75625,0.12733333333333335,0.16
Kwakiutl,Thaleichthys pacificus,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Kwakiutl,Theragra chalcogramma,5,0.44,0.23,0.15,0.222
Maliseet-Passamaquoddy,Mercenaria mercenaria ,49,2.3,2.8,0.09,0.08
Maliseet-Passamaquoddy,Mya arenaria,53,1.7,40.5,0.2,0.2
Maliseet-Passamaquoddy,Nephropidae,34,2.54,0.935,0.18733333333333332,0.108
Maliseet-Passamaquoddy,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Maliseet-Passamaquoddy,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Maliseet-Passamaquoddy,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Maliseet-Passamaquoddy,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Maliseet-Passamaquoddy,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Maliseet-Passamaquoddy,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Maliseet-Passamaquoddy,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Maliseet-Passamaquoddy,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Maliseet-Passamaquoddy,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Metis,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Metis,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Metis,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Metis,Coregonus autumnalis,30,0.4,1,0.3,0.3
Metis,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Metis,Esox lucius,69.1094,1.5491000000000001,0.42972727272727274,0.0508,0.13285714285714287
Metis,Lota lota,44.90909090909091,1.191,0.9,0.3936363636363636,0.52
Metis,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Metis,Salvelinus alpinus,39.166666666666664,2.079090909090909,1.676923076923077,0.6266666666666667,0.49666666666666665
Metis,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Metis,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Metis,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Micmac,Alosa sapidissima,47,0.3466666666666667,0.86,1.09,1.32
Micmac,Anguilla rostrata,34.166666666666664,1.31125,0.972,0.5,0.88
Micmac,Anoplopoma fimbria,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Micmac,Boreogadus saida,20.2,0.5,0.6,0.165,0.329
Micmac,Callinectes sapidus,78.1,1344.18,1.22,0.185,0.175
Micmac,Cancer magister,50,3.6325,0.37833333333333335,0.20950000000000002,0.094
Micmac,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Micmac,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Micmac,Centropristes striata,48.1,0.29433333333333334,0.812,0.1,0.3
Micmac,Clupea harengus,44.4,0.8662,1.1,0.75725,1.0755
