page_id,level_1,level_2,common_name,latin_name,part,preparation,reference,ca_mg,zn_mg,fe_mg,protein_g,fat_g,fapun3,fapun_all_g,mn_mg,mg_mg,epa,dha
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,13,57,0.67,0.55,19.3,0.69,NA,NA,NA,NA,NA,0.074
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,63,57,0.67,NA,NA,0.69,NA,NA,NA,31,0.033,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,88,NA,NA,NA,19.3,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,82,50,NA,NA,19,NA,NA,NA,NA,29,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,24,60,0.7,0.4,19,0.8,NA,NA,0.03,28,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,44,19.894,0.581,0.217,18.1,1.29,NA,NA,0.047,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,20,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,43,8,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,27,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,2,32.6,0.4,0.2,21.8,0.7,NA,NA,NA,17.3,0.044,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,offal,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,79,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,liver,raw,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,liver,raw,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,62,50,NA,NA,NA,NA,NA,NA,NA,32,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,53,8,0.7,0.3,17,0.7,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,13,50,0.76,NA,19.3,0.81,NA,NA,NA,32,0.07,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,63,50,0.76,NA,19.3,0.81,NA,NA,NA,32,0.07,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,88,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,24,40,0.6,0.4,18,0.6,NA,NA,0.02,20,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,73,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,20,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,82,38,NA,NA,NA,NA,NA,NA,NA,21,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,53,4,1.6,2,10,24,NA,NA,0.11,17,0.7,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,24,10,2,2,8,34,NA,NA,0.05,9,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,20,NA,NA,NA,NA,35.7,NA,NA,NA,NA,0.8,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.773
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,eggs,raw,53,8,2.4,1.3,18,14,NA,NA,0.04,16,1.2,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,eggs,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,not specified,raw,86,24,NA,NA,18,1,NA,NA,NA,NA,NA,0.1
6405,Fish,Freshwater Fish,Burbot,Lota lota,eggs,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14
6405,Fish,Freshwater Fish,Burbot,Lota lota,skin,raw,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
6405,Fish,Freshwater Fish,Burbot,Lota lota,skin,raw,24,212,NA,NA,24,1,NA,NA,NA,22,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,skin,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,56,NA,NA,NA,20.7,NA,NA,NA,NA,NA,NA,NA
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,34,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,53,31,0.7,1,20,1.9,NA,NA,0.04,63,NA,0.1
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,11,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,33,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,not specified,raw,87,110,NA,NA,19,24,NA,NA,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,not specified,raw,88,110,0.62,NA,19.1,1.22,NA,NA,NA,30,0.086,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,2,31,0.3,0.2,20.1,0.7,NA,NA,NA,21.2,0.052,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,44,13.7,0.503,0.153,19.4,1.07,NA,NA,0.015,NA,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,13,110,0.62,NA,19.1,1.22,NA,NA,NA,30,NA,0.225
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,63,110,0.62,NA,19.1,1.22,NA,NA,NA,30,0.086,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,21,13,NA,NA,19,1,NA,NA,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,62,30,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,56,NA,NA,NA,19.5,1.1,NA,NA,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,79,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Sauger,Sander canadensis,muscle,raw,62,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6407,Fish,Freshwater Fish,Sauger,Sander canadensis,muscle,raw,79,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,46,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,27,37,NA,NA,NA,NA,NA,NA,NA,36,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,79,24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,56,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,not specified,raw,88,41,1.48,1.24,17.8,5.6,NA,NA,NA,29,0.238,NA
6408,Fish,Freshwater Fish,Lake Chub,Couesius plumbeus,muscle,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Goldfish,Carassius auratus,muscle,raw,27,76,NA,NA,NA,3,NA,NA,NA,69,NA,NA
6408,Fish,Freshwater Fish,Goldfish,Carassius auratus,whole,raw,27,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Spottail Shiner,Notropis hudsonius,whole,raw,27,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
6408,Fish,Freshwater Fish,Pikeminnows,Ptychocheilus spp.,muscle,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6409,Fish,Freshwater Fish,Bass,Micropterus spp.,muscle,raw,44,14.8,0.419,0.283,19,1.98,NA,NA,0.016,NA,NA,NA
6409,Fish,Freshwater Fish,Bass,Micropterus spp.,not specified,raw,88,80,0.65,NA,18.89,NA,NA,NA,NA,30,NA,0.357
6409,Fish,Freshwater Fish,Largemouth Bass,Micropterus salmoides,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,46,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,82,35,NA,1,NA,NA,NA,NA,NA,25,NA,0.21
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,27,225,NA,NA,NA,NA,NA,NA,NA,113,NA,NA
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,muscle,raw,23,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.2
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,muscle,raw,63,14,0.51,0.3,16.4,2.82,NA,NA,0.025,23,NA,0.234
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,muscle,raw,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,muscle,raw,79,46,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,muscle,raw,27,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6410,Fish,Freshwater Fish,Brown Bullhead,Ameiurus nebulosus,muscle,raw,44,12,0.403,0.653,15.8,1.49,NA,NA,0.041,NA,NA,NA
6410,Fish,Freshwater Fish,Brown Bullhead,Ameiurus nebulosus,muscle,raw,56,NA,NA,NA,18.6,2.7,NA,NA,NA,NA,NA,NA
6411,Fish,Freshwater Fish,Perch and Darters,Percidae,muscle,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245
6411,Fish,Freshwater Fish,Perch and Darters,Percidae,muscle,raw,82,110,NA,NA,NA,NA,NA,NA,NA,26,NA,NA
6411,Fish,Freshwater Fish,Perch and Darters,Percidae,muscle,raw,27,NA,1285,NA,NA,NA,NA,NA,NA,NA,NA,NA
6411,Fish,Freshwater Fish,Perch and Darters,Percidae,not specified,raw,88,80,1.11,NA,19.4,0.92,NA,NA,NA,30,NA,0.174
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,muscle,raw,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,muscle,raw,44,59.77,0.546,0.209,17.8,1.01,NA,NA,0.09,NA,NA,NA
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,muscle,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,offal,raw,27,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,muscle,raw,56,NA,NA,NA,19.4,0.8,NA,NA,NA,NA,NA,NA
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,muscle,raw,79,95,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,whole,raw,7,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,whole,raw,34,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,muscle,raw,11,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,muscle,raw,33,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,muscle,raw,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,muscle,raw,27,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,muscle,raw,56,NA,NA,NA,18,3.2,NA,NA,NA,NA,NA,NA
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,not specified,raw,88,60,0.66,NA,17.5,4.93,NA,NA,NA,30,0.23,NA
6415,Fish,Freshwater Fish,Sunfish,Lepomis spp.,muscle,raw,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
6415,Fish,Freshwater Fish,Sunfish,Lepomis spp.,muscle,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6415,Fish,Freshwater Fish,Sunfish,Lepomis spp.,muscle,raw,56,NA,NA,NA,19.4,0.7,NA,NA,NA,NA,NA,NA
6416,Fish,Freshwater Fish,Bowfin,Amia calva,muscle,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6416,Fish,Freshwater Fish,Bowfin,Amia calva,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,muscle,raw,27,33,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,muscle,raw,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,muscle,raw,82,25,NA,NA,NA,NA,NA,NA,NA,25,NA,0.72
6418,Fish,Freshwater Fish,Pond Smelt,Hypomesus olidus,muscle,raw,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
6418,Fish,Freshwater Fish,Pond Smelt,Hypomesus olidus,whole,raw,27,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6418,Fish,Freshwater Fish,Pond Smelt,Hypomesus olidus,muscle,raw,27,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,muscle,raw,11,901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,muscle,raw,33,901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,muscle,raw,7,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,whole,raw,34,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,13,NA,1,NA,NA,NA,NA,NA,29,NA,NA
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,6,0.5,0.9,19,5,NA,NA,0.02,74,0.2,NA
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,oil,raw,23,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,11.1
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,40,2,1.6,27,10,NA,NA,NA,53,1.1,NA
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,86,12,NA,NA,27,10,NA,NA,NA,NA,NA,1.3
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,87,42,NA,2,16,16,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,13,11,0.47,NA,20.1,3.77,NA,NA,NA,NA,NA,0.394
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,63,11,0.47,NA,20.1,3.77,NA,NA,NA,22,NA,0.394
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,34,11,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,58,11,NA,NA,12,2,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,27,12,NA,NA,NA,NA,NA,NA,NA,22,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,eggs,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,79,12,1,NA,NA,NA,NA,1,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,23,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,0.5
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,8,NA,NA,NA,NA,NA,NA,1.74,NA,NA,NA,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,13,NA,0.41,NA,21.6,5.95,NA,NA,NA,NA,NA,0.487
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,63,36,0.41,0.56,21.6,5.93,NA,NA,0.014,31,NA,0.656
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,58,78,NA,NA,20,6,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,27,36,NA,1345,NA,NA,NA,NA,NA,29,NA,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,55,NA,NA,NA,NA,32.2,NA,NA,NA,NA,6.2,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,eggs,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,79,36,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,NA,0.55,NA,19.9,3.45,NA,NA,NA,NA,NA,0.586
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,13,0.55,NA,19.9,3.45,NA,NA,NA,26,NA,0.586
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,58,13,NA,NA,20,4,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,27,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,eggs,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,13,NA,NA,NA,5,NA,2,NA,NA,NA,NA
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
