latin_name,feeding_mode,feeding_level,BodyShapeI,part,DemersPelag,EnvTemp,nutrient,reference,AgeMatMin,log_concentration,log_length,bulk_trophic_level,DepthRangeDeep
Micropterus salmoides,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,subtropical,dha,81,2.6666666666666665,NA,4.574710978503383,4.42,7
Micropterus salmoides,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,subtropical,epa,81,2.6666666666666665,NA,4.574710978503383,4.42,7
Micropterus spp.,NA,NA,NA,muscle,NA,NA,dha,44,NA,NA,NA,NA,NA
Micropterus spp.,NA,NA,NA,muscle,NA,NA,epa,44,NA,NA,NA,NA,NA
Microstomus pacificus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),short and / or deep,muscle,demersal,temperate,dha,25,5.875,-2.4079456086518722,4.330733340286331,3.34,1370
Microstomus pacificus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),short and / or deep,muscle,demersal,temperate,dha,27,5.875,NA,4.330733340286331,3.34,1370
Microstomus pacificus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),short and / or deep,muscle,demersal,temperate,dha,79,5.875,NA,4.330733340286331,3.34,1370
Microstomus pacificus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),short and / or deep,muscle,demersal,temperate,epa,25,5.875,-2.5257286443082556,4.330733340286331,3.34,1370
Microstomus pacificus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),short and / or deep,muscle,demersal,temperate,epa,27,5.875,NA,4.330733340286331,3.34,1370
Microstomus pacificus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),short and / or deep,muscle,demersal,temperate,epa,79,5.875,NA,4.330733340286331,3.34,1370
Microstomus pacificus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),short and / or deep,offal,demersal,temperate,dha,27,5.875,NA,4.330733340286331,3.34,1370
Microstomus pacificus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),short and / or deep,offal,demersal,temperate,epa,27,5.875,NA,4.330733340286331,3.34,1370
Microstomus pacificus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),short and / or deep,whole,demersal,temperate,dha,27,5.875,NA,4.330733340286331,3.34,1370
Microstomus pacificus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),short and / or deep,whole,demersal,temperate,epa,27,5.875,NA,4.330733340286331,3.34,1370
Morone americana,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,temperate,dha,23,NA,-2.3025850929940455,4.060443010546419,3.14,NA
Morone americana,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,temperate,dha,56,NA,NA,4.060443010546419,3.14,NA
Morone americana,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,temperate,epa,23,NA,-1.6094379124341003,4.060443010546419,3.14,NA
Morone americana,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,temperate,epa,56,NA,NA,4.060443010546419,3.14,NA
Morone saxatillis,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,dha,23,NA,-0.5108256237659907,5.298317366548036,4.47,NA
Morone saxatillis,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,dha,27,NA,NA,5.298317366548036,4.47,NA
Morone saxatillis,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,dha,62,NA,NA,5.298317366548036,4.47,NA
Morone saxatillis,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,dha,72,NA,NA,5.298317366548036,4.47,NA
Morone saxatillis,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,dha,79,NA,NA,5.298317366548036,4.47,NA
Morone saxatillis,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,epa,23,NA,-1.6094379124341003,5.298317366548036,4.47,NA
Morone saxatillis,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,epa,27,NA,NA,5.298317366548036,4.47,NA
Morone saxatillis,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,epa,62,NA,NA,5.298317366548036,4.47,NA
Morone saxatillis,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,epa,72,NA,NA,5.298317366548036,4.47,NA
Morone saxatillis,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,epa,79,NA,NA,5.298317366548036,4.47,NA
Morone saxatillis,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,offal,demersal,temperate,dha,27,NA,NA,5.298317366548036,4.47,NA
Morone saxatillis,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,offal,demersal,temperate,epa,27,NA,NA,5.298317366548036,4.47,NA
Mugil cephalus,variable,mainly plants/detritus (troph. 2-2.19),fusiform / normal,muscle,benthopelagic,subtropical,dha,23,3.5555555555555554,-0.916290731874155,4.605170185988092,2.48,120
Mugil cephalus,variable,mainly plants/detritus (troph. 2-2.19),fusiform / normal,muscle,benthopelagic,subtropical,dha,27,3.5555555555555554,NA,4.605170185988092,2.48,120
Mugil cephalus,variable,mainly plants/detritus (troph. 2-2.19),fusiform / normal,muscle,benthopelagic,subtropical,dha,46,3.5555555555555554,NA,4.605170185988092,2.48,120
Mugil cephalus,variable,mainly plants/detritus (troph. 2-2.19),fusiform / normal,muscle,benthopelagic,subtropical,dha,69,3.5555555555555554,NA,4.605170185988092,2.48,120
Mugil cephalus,variable,mainly plants/detritus (troph. 2-2.19),fusiform / normal,muscle,benthopelagic,subtropical,dha,79,3.5555555555555554,NA,4.605170185988092,2.48,120
Mugil cephalus,variable,mainly plants/detritus (troph. 2-2.19),fusiform / normal,muscle,benthopelagic,subtropical,dha,81,3.5555555555555554,NA,4.605170185988092,2.48,120
Mugil cephalus,variable,mainly plants/detritus (troph. 2-2.19),fusiform / normal,muscle,benthopelagic,subtropical,epa,23,3.5555555555555554,-0.916290731874155,4.605170185988092,2.48,120
Mugil cephalus,variable,mainly plants/detritus (troph. 2-2.19),fusiform / normal,muscle,benthopelagic,subtropical,epa,27,3.5555555555555554,NA,4.605170185988092,2.48,120
Mugil cephalus,variable,mainly plants/detritus (troph. 2-2.19),fusiform / normal,muscle,benthopelagic,subtropical,epa,46,3.5555555555555554,NA,4.605170185988092,2.48,120
Mugil cephalus,variable,mainly plants/detritus (troph. 2-2.19),fusiform / normal,muscle,benthopelagic,subtropical,epa,69,3.5555555555555554,NA,4.605170185988092,2.48,120
Mugil cephalus,variable,mainly plants/detritus (troph. 2-2.19),fusiform / normal,muscle,benthopelagic,subtropical,epa,79,3.5555555555555554,NA,4.605170185988092,2.48,120
Mugil cephalus,variable,mainly plants/detritus (troph. 2-2.19),fusiform / normal,muscle,benthopelagic,subtropical,epa,81,3.5555555555555554,NA,4.605170185988092,2.48,120
Mugil cephalus,variable,mainly plants/detritus (troph. 2-2.19),fusiform / normal,whole,benthopelagic,subtropical,dha,27,3.5555555555555554,NA,4.605170185988092,2.48,120
Mugil cephalus,variable,mainly plants/detritus (troph. 2-2.19),fusiform / normal,whole,benthopelagic,subtropical,epa,27,3.5555555555555554,NA,4.605170185988092,2.48,120
Mya arenaria,NA,NA,NA,muscle,NA,NA,dha,23,NA,-1.6094379124341003,NA,NA,NA
Mya arenaria,NA,NA,NA,muscle,NA,NA,dha,81,NA,NA,NA,NA,NA
Mya arenaria,NA,NA,NA,muscle,NA,NA,epa,23,NA,-1.6094379124341003,NA,NA,NA
Mya arenaria,NA,NA,NA,muscle,NA,NA,epa,81,NA,NA,NA,NA,NA
Mya arenaria,NA,NA,NA,whole,NA,NA,dha,27,NA,NA,NA,NA,NA
Mya arenaria,NA,NA,NA,whole,NA,NA,dha,79,NA,NA,NA,NA,NA
Mya arenaria,NA,NA,NA,whole,NA,NA,dha,81,NA,NA,NA,NA,NA
Mya arenaria,NA,NA,NA,whole,NA,NA,epa,27,NA,NA,NA,NA,NA
Mya arenaria,NA,NA,NA,whole,NA,NA,epa,79,NA,NA,NA,NA,NA
Mya arenaria,NA,NA,NA,whole,NA,NA,epa,81,NA,NA,NA,NA,NA
Mya truncata,NA,NA,NA,muscle,NA,NA,dha,4,NA,NA,NA,NA,NA
Mya truncata,NA,NA,NA,muscle,NA,NA,epa,4,NA,NA,NA,NA,NA
Myoxocephalus scorpius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,liver,demersal,polar,dha,50,2,NA,4.0943445622221,3.85,451
Myoxocephalus scorpius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,liver,demersal,polar,epa,50,2,NA,4.0943445622221,3.85,451
Myoxocephalus scorpius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,polar,dha,50,2,NA,4.0943445622221,3.85,451
Myoxocephalus scorpius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,polar,epa,50,2,NA,4.0943445622221,3.85,451
Myoxocephalus scorpius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,"muscle, bone + inside",demersal,polar,dha,37,2,-2.3025850929940455,4.0943445622221,3.85,451
Myoxocephalus scorpius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,"muscle, bone + inside",demersal,polar,epa,37,2,-2.3025850929940455,4.0943445622221,3.85,451
Myoxocephalus spp.,NA,NA,NA,muscle,NA,NA,dha,7,NA,NA,NA,NA,NA
Myoxocephalus spp.,NA,NA,NA,muscle,NA,NA,dha,11,NA,NA,NA,NA,NA
Myoxocephalus spp.,NA,NA,NA,muscle,NA,NA,dha,33,NA,NA,NA,NA,NA
Myoxocephalus spp.,NA,NA,NA,muscle,NA,NA,dha,34,NA,NA,NA,NA,NA
Myoxocephalus spp.,NA,NA,NA,muscle,NA,NA,epa,7,NA,NA,NA,NA,NA
Myoxocephalus spp.,NA,NA,NA,muscle,NA,NA,epa,11,NA,NA,NA,NA,NA
Myoxocephalus spp.,NA,NA,NA,muscle,NA,NA,epa,33,NA,NA,NA,NA,NA
Myoxocephalus spp.,NA,NA,NA,muscle,NA,NA,epa,34,NA,NA,NA,NA,NA
Mytilidae,NA,NA,NA,muscle,NA,NA,dha,55,NA,-1.7719568419318752,NA,NA,NA
Mytilidae,NA,NA,NA,muscle,NA,NA,epa,55,NA,-2.0402208285265546,NA,NA,NA
Mytilidae,NA,NA,NA,whole,NA,NA,dha,27,NA,NA,NA,NA,NA
Mytilidae,NA,NA,NA,whole,NA,NA,epa,27,NA,NA,NA,NA,NA
Mytilus edulis,NA,NA,NA,liver,NA,NA,dha,47,NA,NA,NA,NA,NA
Mytilus edulis,NA,NA,NA,liver,NA,NA,epa,47,NA,NA,NA,NA,NA
Mytilus edulis,NA,NA,NA,muscle,NA,NA,dha,4,NA,NA,NA,NA,NA
Mytilus edulis,NA,NA,NA,muscle,NA,NA,dha,13,NA,-1.374365790254617,NA,NA,NA
Mytilus edulis,NA,NA,NA,muscle,NA,NA,dha,23,NA,-1.2039728043259361,NA,NA,NA
Mytilus edulis,NA,NA,NA,muscle,NA,NA,dha,37,NA,-2.3025850929940455,NA,NA,NA
Mytilus edulis,NA,NA,NA,muscle,NA,NA,dha,55,NA,-1.7719568419318752,NA,NA,NA
Mytilus edulis,NA,NA,NA,muscle,NA,NA,dha,64,NA,NA,NA,NA,NA
Mytilus edulis,NA,NA,NA,muscle,NA,NA,dha,79,NA,NA,NA,NA,NA
Mytilus edulis,NA,NA,NA,muscle,NA,NA,epa,4,NA,NA,NA,NA,NA
Mytilus edulis,NA,NA,NA,muscle,NA,NA,epa,13,NA,-1.6713133161521878,NA,NA,NA
Mytilus edulis,NA,NA,NA,muscle,NA,NA,epa,23,NA,-1.6094379124341003,NA,NA,NA
Mytilus edulis,NA,NA,NA,muscle,NA,NA,epa,37,NA,-2.3025850929940455,NA,NA,NA
Mytilus edulis,NA,NA,NA,muscle,NA,NA,epa,55,NA,-2.0402208285265546,NA,NA,NA
Mytilus edulis,NA,NA,NA,muscle,NA,NA,epa,64,NA,NA,NA,NA,NA
Mytilus edulis,NA,NA,NA,muscle,NA,NA,epa,79,NA,NA,NA,NA,NA
Mytilus edulis,NA,NA,NA,whole,NA,NA,dha,27,NA,NA,NA,NA,NA
Mytilus edulis,NA,NA,NA,whole,NA,NA,dha,47,NA,NA,NA,NA,NA
Mytilus edulis,NA,NA,NA,whole,NA,NA,dha,82,NA,-2.7488721956224653,NA,NA,NA
Mytilus edulis,NA,NA,NA,whole,NA,NA,epa,27,NA,NA,NA,NA,NA
Mytilus edulis,NA,NA,NA,whole,NA,NA,epa,47,NA,NA,NA,NA,NA
Mytilus edulis,NA,NA,NA,whole,NA,NA,epa,82,NA,-1.851509473633829,NA,NA,NA
Nassarius spp.,NA,NA,NA,whole,NA,NA,dha,27,NA,NA,NA,NA,NA
Nassarius spp.,NA,NA,NA,whole,NA,NA,epa,27,NA,NA,NA,NA,NA
Nephropidae,NA,NA,NA,muscle,NA,NA,dha,23,NA,-2.3025850929940455,NA,NA,NA
Nephropidae,NA,NA,NA,muscle,NA,NA,dha,27,NA,NA,NA,NA,NA
Nephropidae,NA,NA,NA,muscle,NA,NA,dha,55,NA,-2.120263536200091,NA,NA,NA
Nephropidae,NA,NA,NA,muscle,NA,NA,dha,82,NA,-2.2633643798407643,NA,NA,NA
Nephropidae,NA,NA,NA,muscle,NA,NA,epa,23,NA,-2.3025850929940455,NA,NA,NA
Nephropidae,NA,NA,NA,muscle,NA,NA,epa,27,NA,NA,NA,NA,NA
Nephropidae,NA,NA,NA,muscle,NA,NA,epa,55,NA,-1.4271163556401458,NA,NA,NA
Nephropidae,NA,NA,NA,muscle,NA,NA,epa,82,NA,-1.5050778971098575,NA,NA,NA
Nephropidae,NA,NA,NA,whole,NA,NA,dha,27,NA,NA,NA,NA,NA
Nephropidae,NA,NA,NA,whole,NA,NA,epa,27,NA,NA,NA,NA,NA
Notropis hudsonius,variable,plants/detritus+animals (troph. 2.2-2.79),elongated,whole,benthopelagic,temperate,dha,27,NA,NA,2.70805020110221,2.74,NA
Notropis hudsonius,variable,plants/detritus+animals (troph. 2.2-2.79),elongated,whole,benthopelagic,temperate,epa,27,NA,NA,2.70805020110221,2.74,NA
Octopoda,NA,NA,NA,eggs,NA,NA,dha,27,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,eggs,NA,NA,epa,27,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,dha,15,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,dha,21,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,dha,23,NA,-2.3025850929940455,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,dha,27,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,dha,46,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,dha,62,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,dha,79,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,dha,82,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,epa,15,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,epa,21,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,epa,23,NA,-2.3025850929940455,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,epa,27,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,epa,46,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,epa,62,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,epa,79,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,muscle,NA,NA,epa,82,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,not specified,NA,NA,dha,87,NA,NA,NA,NA,NA
Octopoda,NA,NA,NA,not specified,NA,NA,epa,87,NA,NA,NA,NA,NA
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,eggs,demersal,subtropical,dha,27,2,NA,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,eggs,demersal,subtropical,epa,27,2,NA,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,dha,7,2,NA,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,dha,13,2,-0.5344354894051245,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,dha,23,2,-0.5108256237659907,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,dha,27,2,NA,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,dha,55,2,NA,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,dha,58,2,NA,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,dha,69,2,NA,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,dha,72,2,NA,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,dha,79,2,NA,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,epa,7,2,NA,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,epa,13,2,-0.8698843590599994,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,epa,23,2,-0.916290731874155,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,epa,27,2,NA,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,epa,55,2,NA,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,epa,58,2,NA,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,epa,69,2,NA,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,epa,72,2,NA,4.330733340286331,3.39,250
Oncorhynchus gorbuscha,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,subtropical,epa,79,2,NA,4.330733340286331,3.39,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,eggs,benthopelagic,temperate,dha,27,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,eggs,benthopelagic,temperate,epa,27,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,dha,7,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,dha,13,2,-0.9314043696842031,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,dha,23,2,-0.5108256237659907,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,dha,27,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,dha,34,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,dha,55,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,dha,58,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,dha,72,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,dha,79,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,epa,7,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,epa,13,2,-1.4567168254164364,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,epa,23,2,-0.916290731874155,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,epa,27,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,epa,34,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,epa,55,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,epa,58,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,epa,72,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,temperate,epa,79,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,whole,benthopelagic,temperate,dha,27,2,NA,4.605170185988092,3.54,250
Oncorhynchus keta,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,whole,benthopelagic,temperate,epa,27,2,NA,4.605170185988092,3.54,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,eggs,demersal,temperate,dha,27,2,NA,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,eggs,demersal,temperate,epa,27,2,NA,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,dha,7,2,NA,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,dha,8,2,NA,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,dha,13,2,-0.7194911558995473,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,dha,23,2,-0.6931471805599453,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,dha,27,2,NA,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,dha,55,2,2.8415857603760384,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,dha,58,2,NA,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,dha,72,2,NA,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,dha,79,2,NA,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,epa,7,2,NA,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,epa,8,2,NA,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,epa,13,2,-1.1177951080848836,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,epa,23,2,-1.2039728043259361,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,epa,27,2,NA,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,epa,55,2,1.9263487696716655,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,epa,58,2,NA,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,epa,72,2,NA,4.681668156960816,4.18,250
Oncorhynchus kisutch,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,temperate,epa,79,2,NA,4.681668156960816,4.18,250
Oncorhynchus mykiss,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,eggs,benthopelagic,subtropical,dha,27,2.6,NA,4.804021044733257,3.53,200
Oncorhynchus mykiss,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,eggs,benthopelagic,subtropical,dha,59,2.6,0.36464311358790924,4.804021044733257,3.53,200
