latin_name,feeding_mode,feeding_level,BodyShapeI,part,DemersPelag,EnvTemp,nutrient,reference,AgeMatMin,log_concentration,log_length,bulk_trophic_level,DepthRangeDeep
Dallia pectoralis,variable,mainly animals (troph. 2.8 and up),fusiform / normal,whole,demersal,boreal,epa,34,2,NA,3.4965075614664802,3.31,NA
Eleginus gracilis,variable,mainly animals (troph. 2.8 and up),fusiform / normal,liver,demersal,polar,dha,34,2.2,NA,4.007333185232471,3.78,300
Eleginus gracilis,variable,mainly animals (troph. 2.8 and up),fusiform / normal,liver,demersal,polar,epa,34,2.2,NA,4.007333185232471,3.78,300
Eleginus gracilis,variable,mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,polar,dha,34,2.2,NA,4.007333185232471,3.78,300
Eleginus gracilis,variable,mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,polar,epa,34,2.2,NA,4.007333185232471,3.78,300
Engraulidae,NA,NA,NA,muscle,NA,NA,dha,23,NA,-0.10536051565782628,NA,NA,NA
Engraulidae,NA,NA,NA,muscle,NA,NA,dha,27,NA,NA,NA,NA,NA
Engraulidae,NA,NA,NA,muscle,NA,NA,dha,72,NA,NA,NA,NA,NA
Engraulidae,NA,NA,NA,muscle,NA,NA,dha,79,NA,NA,NA,NA,NA
Engraulidae,NA,NA,NA,muscle,NA,NA,dha,81,NA,NA,NA,NA,NA
Engraulidae,NA,NA,NA,muscle,NA,NA,epa,23,NA,-0.6931471805599453,NA,NA,NA
Engraulidae,NA,NA,NA,muscle,NA,NA,epa,27,NA,NA,NA,NA,NA
Engraulidae,NA,NA,NA,muscle,NA,NA,epa,72,NA,NA,NA,NA,NA
Engraulidae,NA,NA,NA,muscle,NA,NA,epa,79,NA,NA,NA,NA,NA
Engraulidae,NA,NA,NA,muscle,NA,NA,epa,81,NA,NA,NA,NA,NA
Engraulidae,NA,NA,NA,whole,NA,NA,dha,27,NA,NA,NA,NA,NA
Engraulidae,NA,NA,NA,whole,NA,NA,epa,27,NA,NA,NA,NA,NA
Ensis directus,NA,NA,NA,whole,NA,NA,dha,27,NA,NA,NA,NA,NA
Ensis directus,NA,NA,NA,whole,NA,NA,epa,27,NA,NA,NA,NA,NA
Enteroctopus dofleini,NA,NA,NA,muscle,NA,NA,dha,7,NA,NA,NA,NA,NA
Enteroctopus dofleini,NA,NA,NA,muscle,NA,NA,dha,19,NA,NA,NA,NA,NA
Enteroctopus dofleini,NA,NA,NA,muscle,NA,NA,dha,77,NA,NA,NA,NA,NA
Enteroctopus dofleini,NA,NA,NA,muscle,NA,NA,epa,7,NA,NA,NA,NA,NA
Enteroctopus dofleini,NA,NA,NA,muscle,NA,NA,epa,19,NA,NA,NA,NA,NA
Enteroctopus dofleini,NA,NA,NA,muscle,NA,NA,epa,77,NA,NA,NA,NA,NA
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,liver,demersal,subtropical,dha,34,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,liver,demersal,subtropical,dha,43,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,liver,demersal,subtropical,epa,34,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,liver,demersal,subtropical,epa,43,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,1,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,2,1.9444444444444444,-1.8018098050815563,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,13,1.9444444444444444,-2.6036901857779675,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,20,1.9444444444444444,-2.3025850929940455,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,23,1.9444444444444444,-1.9560115027140728,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,24,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,27,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,34,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,43,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,44,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,53,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,56,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,59,1.9444444444444444,-1.5278579254416775,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,72,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,79,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,81,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,dha,82,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,1,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,2,1.9444444444444444,-3.123565645063876,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,13,1.9444444444444444,-3.4112477175156566,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,20,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,23,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,24,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,27,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,34,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,43,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,44,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,53,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,56,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,59,1.9444444444444444,-3.123565645063876,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,72,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,79,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,81,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,demersal,subtropical,epa,82,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,offal,demersal,subtropical,dha,27,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,offal,demersal,subtropical,epa,27,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,whole,demersal,subtropical,dha,81,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox lucius,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,whole,demersal,subtropical,epa,81,1.9444444444444444,NA,4.919980925828125,4.400000095367432,30
Esox spp.,NA,NA,NA,liver,NA,NA,dha,7,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,liver,NA,NA,epa,7,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,dha,7,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,dha,11,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,dha,27,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,dha,33,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,dha,36,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,dha,40,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,dha,41,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,dha,53,NA,-1.6094379124341003,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,epa,7,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,epa,11,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,epa,27,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,epa,33,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,epa,36,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,epa,40,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,epa,41,NA,NA,NA,NA,NA
Esox spp.,NA,NA,NA,muscle,NA,NA,epa,53,NA,NA,NA,NA,NA
Gadidae,NA,NA,NA,muscle,NA,NA,dha,23,NA,-2.3025850929940455,NA,NA,NA
Gadidae,NA,NA,NA,muscle,NA,NA,dha,27,NA,NA,NA,NA,NA
Gadidae,NA,NA,NA,muscle,NA,NA,dha,48,NA,NA,NA,NA,NA
Gadidae,NA,NA,NA,muscle,NA,NA,dha,82,NA,NA,NA,NA,NA
Gadidae,NA,NA,NA,muscle,NA,NA,epa,23,NA,NA,NA,NA,NA
Gadidae,NA,NA,NA,muscle,NA,NA,epa,27,NA,NA,NA,NA,NA
Gadidae,NA,NA,NA,muscle,NA,NA,epa,48,NA,NA,NA,NA,NA
Gadidae,NA,NA,NA,muscle,NA,NA,epa,82,NA,NA,NA,NA,NA
Gadidae,NA,NA,NA,whole,NA,NA,dha,27,NA,NA,NA,NA,NA
Gadidae,NA,NA,NA,whole,NA,NA,epa,27,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,eggs,NA,NA,dha,27,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,eggs,NA,NA,epa,27,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,muscle,NA,NA,dha,26,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,muscle,NA,NA,dha,27,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,muscle,NA,NA,dha,45,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,muscle,NA,NA,dha,53,NA,-1.6094379124341003,NA,NA,NA
Gadiformes,NA,NA,NA,muscle,NA,NA,dha,55,NA,-1.4696759700589417,NA,NA,NA
Gadiformes,NA,NA,NA,muscle,NA,NA,dha,81,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,muscle,NA,NA,dha,83,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,muscle,NA,NA,epa,26,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,muscle,NA,NA,epa,27,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,muscle,NA,NA,epa,45,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,muscle,NA,NA,epa,53,NA,-2.3025850929940455,NA,NA,NA
Gadiformes,NA,NA,NA,muscle,NA,NA,epa,55,NA,-2.5257286443082556,NA,NA,NA
Gadiformes,NA,NA,NA,muscle,NA,NA,epa,81,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,muscle,NA,NA,epa,83,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,oil,NA,NA,dha,45,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,oil,NA,NA,epa,45,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,whole,NA,NA,dha,81,NA,NA,NA,NA,NA
Gadiformes,NA,NA,NA,whole,NA,NA,epa,81,NA,NA,NA,NA,NA
Gadus macrocephalus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,eggs,demersal,boreal,dha,27,4.0625,NA,4.77912349311153,4.115,1280
Gadus macrocephalus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,eggs,demersal,boreal,epa,27,4.0625,NA,4.77912349311153,4.115,1280
Gadus macrocephalus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,boreal,dha,23,4.0625,-2.3025850929940455,4.77912349311153,4.115,1280
Gadus macrocephalus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,boreal,dha,27,4.0625,NA,4.77912349311153,4.115,1280
Gadus macrocephalus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,boreal,dha,69,4.0625,NA,4.77912349311153,4.115,1280
Gadus macrocephalus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,boreal,dha,72,4.0625,NA,4.77912349311153,4.115,1280
Gadus macrocephalus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,boreal,dha,79,4.0625,NA,4.77912349311153,4.115,1280
Gadus macrocephalus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,boreal,epa,23,4.0625,-2.3025850929940455,4.77912349311153,4.115,1280
Gadus macrocephalus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,boreal,epa,27,4.0625,NA,4.77912349311153,4.115,1280
Gadus macrocephalus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,boreal,epa,69,4.0625,NA,4.77912349311153,4.115,1280
Gadus macrocephalus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,boreal,epa,72,4.0625,NA,4.77912349311153,4.115,1280
Gadus macrocephalus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,demersal,boreal,epa,79,4.0625,NA,4.77912349311153,4.115,1280
Gadus macrocephalus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,offal,demersal,boreal,dha,27,4.0625,NA,4.77912349311153,4.115,1280
Gadus macrocephalus,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,offal,demersal,boreal,epa,27,4.0625,NA,4.77912349311153,4.115,1280
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,eggs,benthopelagic,polar,dha,82,3.625,-0.5638748448558062,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,eggs,benthopelagic,polar,epa,82,3.625,-1.2447947988461912,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,liver,benthopelagic,polar,dha,47,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,liver,benthopelagic,polar,dha,64,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,liver,benthopelagic,polar,dha,82,3.625,1.5040773967762742,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,liver,benthopelagic,polar,epa,47,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,liver,benthopelagic,polar,epa,64,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,liver,benthopelagic,polar,epa,82,3.625,1.791759469228055,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,dha,23,3.625,-1.6094379124341003,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,dha,27,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,dha,47,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,dha,48,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,dha,55,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,dha,59,3.625,-1.6347557204183902,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,dha,64,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,dha,72,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,dha,79,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,dha,82,3.625,-1.851509473633829,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,epa,23,3.625,-2.3025850929940455,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,epa,27,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,epa,47,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,epa,48,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,epa,55,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,epa,59,3.625,-2.4418471603275536,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,epa,64,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,epa,72,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,epa,79,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,muscle,benthopelagic,polar,epa,82,3.625,-2.631089159966082,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,offal,benthopelagic,polar,dha,27,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,offal,benthopelagic,polar,epa,27,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,skin,benthopelagic,polar,dha,64,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,skin,benthopelagic,polar,epa,64,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,tongues + cheeks,benthopelagic,polar,dha,62,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,tongues + cheeks,benthopelagic,polar,epa,62,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,whole,benthopelagic,polar,dha,27,3.625,NA,5.298317366548036,4.29,600
Gadus morhua,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),fusiform / normal,whole,benthopelagic,polar,epa,27,3.625,NA,5.298317366548036,4.29,600
Gasterosteidae,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,benthopelagic,temperate,dha,7,0.7666666666666666,NA,2.1972245773362196,3.35,110
Gasterosteidae,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,benthopelagic,temperate,dha,11,0.7666666666666666,NA,2.1972245773362196,3.35,110
Gasterosteidae,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,benthopelagic,temperate,dha,33,0.7666666666666666,NA,2.1972245773362196,3.35,110
Gasterosteidae,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,benthopelagic,temperate,epa,7,0.7666666666666666,NA,2.1972245773362196,3.35,110
Gasterosteidae,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,benthopelagic,temperate,epa,11,0.7666666666666666,NA,2.1972245773362196,3.35,110
Gasterosteidae,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,muscle,benthopelagic,temperate,epa,33,0.7666666666666666,NA,2.1972245773362196,3.35,110
Gasterosteidae,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,whole,benthopelagic,temperate,dha,34,0.7666666666666666,NA,2.1972245773362196,3.35,110
Gasterosteidae,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),elongated,whole,benthopelagic,temperate,epa,34,0.7666666666666666,NA,2.1972245773362196,3.35,110
Gastropoda,NA,NA,NA,muscle,NA,NA,dha,15,NA,NA,NA,NA,NA
Gastropoda,NA,NA,NA,muscle,NA,NA,dha,62,NA,NA,NA,NA,NA
Gastropoda,NA,NA,NA,muscle,NA,NA,dha,78,NA,NA,NA,NA,NA
Gastropoda,NA,NA,NA,muscle,NA,NA,dha,82,NA,NA,NA,NA,NA
Gastropoda,NA,NA,NA,muscle,NA,NA,epa,15,NA,NA,NA,NA,NA
Gastropoda,NA,NA,NA,muscle,NA,NA,epa,62,NA,NA,NA,NA,NA
Gastropoda,NA,NA,NA,muscle,NA,NA,epa,78,NA,NA,NA,NA,NA
Gastropoda,NA,NA,NA,muscle,NA,NA,epa,82,NA,NA,NA,NA,NA
Gastropoda,NA,NA,NA,whole,NA,NA,dha,27,NA,NA,NA,NA,NA
Gastropoda,NA,NA,NA,whole,NA,NA,epa,27,NA,NA,NA,NA,NA
Haliotididae,NA,NA,NA,muscle,NA,NA,dha,21,NA,NA,NA,NA,NA
Haliotididae,NA,NA,NA,muscle,NA,NA,dha,23,NA,NA,NA,NA,NA
Haliotididae,NA,NA,NA,muscle,NA,NA,dha,27,NA,NA,NA,NA,NA
Haliotididae,NA,NA,NA,muscle,NA,NA,dha,79,NA,NA,NA,NA,NA
Haliotididae,NA,NA,NA,muscle,NA,NA,dha,87,NA,NA,NA,NA,NA
Haliotididae,NA,NA,NA,muscle,NA,NA,epa,21,NA,NA,NA,NA,NA
Haliotididae,NA,NA,NA,muscle,NA,NA,epa,23,NA,NA,NA,NA,NA
Haliotididae,NA,NA,NA,muscle,NA,NA,epa,27,NA,NA,NA,NA,NA
Haliotididae,NA,NA,NA,muscle,NA,NA,epa,79,NA,NA,NA,NA,NA
Haliotididae,NA,NA,NA,muscle,NA,NA,epa,87,NA,NA,NA,NA,NA
Hexagrammos spp.,NA,NA,NA,muscle,NA,NA,dha,27,NA,NA,NA,NA,NA
Hexagrammos spp.,NA,NA,NA,muscle,NA,NA,epa,27,NA,NA,NA,NA,NA
Hippoglossinae,NA,NA,NA,muscle,NA,NA,dha,26,NA,NA,NA,NA,NA
Hippoglossinae,NA,NA,NA,muscle,NA,NA,dha,27,NA,NA,NA,NA,NA
Hippoglossinae,NA,NA,NA,muscle,NA,NA,dha,45,NA,NA,NA,NA,NA
Hippoglossinae,NA,NA,NA,muscle,NA,NA,dha,55,NA,-1.5141277326297755,NA,NA,NA
Hippoglossinae,NA,NA,NA,muscle,NA,NA,dha,67,NA,NA,NA,NA,NA
Hippoglossinae,NA,NA,NA,muscle,NA,NA,dha,81,NA,NA,NA,NA,NA
Hippoglossinae,NA,NA,NA,muscle,NA,NA,epa,26,NA,NA,NA,NA,NA
Hippoglossinae,NA,NA,NA,muscle,NA,NA,epa,27,NA,NA,NA,NA,NA
Hippoglossinae,NA,NA,NA,muscle,NA,NA,epa,45,NA,NA,NA,NA,NA
Hippoglossinae,NA,NA,NA,muscle,NA,NA,epa,55,NA,-1.8325814637483102,NA,NA,NA
