Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,nutrient,concentration,reference,abs_lat,seanuts_id2,subgroup,source,part,page_id,level_1,level_2,realm,part_corr,common_name,latin_name,preparation,ca_mg,zn_mg,fe_mg,protein_g,fat_g,fapun3,fapun_all_g,mn_mg,mg_mg,epa,dha,latin_name_cleaned,old_species1,cine_id
Silurus glanis,2.8333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,temperate,elongated,benthopelagic,30,500,zn_mg,0.4,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",41.53,182,finfish,seanuts,muscle,NA,NA,NA,freshbrack,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Silurus glanis,2.8333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,temperate,elongated,benthopelagic,30,500,zn_mg,1.31,"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",36.967401,1127,finfish,seanuts,muscle,NA,NA,NA,freshbrack,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Silurus glanis,2.8333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,temperate,elongated,benthopelagic,30,500,fe_mg,0.6,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",41.53,176,finfish,seanuts,muscle,NA,NA,NA,freshbrack,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Silurus glanis,2.8333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,temperate,elongated,benthopelagic,30,500,fe_mg,0.6,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",41.53,182,finfish,seanuts,muscle,NA,NA,NA,freshbrack,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,fapun_all_g,0.18393312,"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",38.963745,1133,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,fapun3,0.17024761999999996,"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",38.963745,1133,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,protein_g,20.200000000000003,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,71,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,protein_g,18.36,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,81,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,protein_g,17.95,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,99,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,protein_g,17.250000000000004,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,151,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,epa,0.04209659799999999,"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",38.963745,1133,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,dha,0.10236754000000002,"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",38.963745,1133,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,ca_mg,78.72629999999997,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,71,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,ca_mg,70.46940000000002,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,81,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,ca_mg,62.59879999999998,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,99,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,ca_mg,44.2052,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,151,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,fat_g,1.88,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,71,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,fat_g,1.62,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,81,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,fat_g,1.18,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,99,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,fat_g,1.61,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,151,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,fat_g,0.74,"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",38.963745,1133,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,zn_mg,1.4496,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,71,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,zn_mg,1.4187,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,81,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,zn_mg,1.1391,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,99,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,zn_mg,3.5634999999999994,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,151,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,fe_mg,5.8136,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,71,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,fe_mg,6.0642,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,81,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,fe_mg,7.2671,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,99,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,fe_mg,15.235999999999999,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238,151,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sparus aurata,1.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,150,70,fapun_all_g,3.942039,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",38.963745,1295,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sparus aurata,1.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,150,70,fapun3,2.9936644,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",38.963745,1295,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sparus aurata,1.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,150,70,protein_g,19.450000000000003,"Grigorakis K., Alexis M.N., Taylor K.D.A., Hole M. (2002). Comparison of wild and cultured gildhead sea bream (Sparus aurata); composition, appearance and seasonal variations. International Journal of Food Science and Technology 37:477-484",37.735851,1137,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sparus aurata,1.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,150,70,protein_g,20.049999999999997,"Grigorakis K., Alexis M.N., Taylor K.D.A., Hole M. (2002). Comparison of wild and cultured gildhead sea bream (Sparus aurata); composition, appearance and seasonal variations. International Journal of Food Science and Technology 37:477-484",37.735851,1138,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sparus aurata,1.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,150,70,epa,0.77355374,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",38.963745,1295,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sparus aurata,1.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,150,70,dha,1.9881588,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",38.963745,1295,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sparus aurata,1.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,150,70,fat_g,0.85,"Grigorakis K., Alexis M.N., Taylor K.D.A., Hole M. (2002). Comparison of wild and cultured gildhead sea bream (Sparus aurata); composition, appearance and seasonal variations. International Journal of Food Science and Technology 37:477-484",37.735851,1137,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sparus aurata,1.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,150,70,fat_g,1.16,"Grigorakis K., Alexis M.N., Taylor K.D.A., Hole M. (2002). Comparison of wild and cultured gildhead sea bream (Sparus aurata); composition, appearance and seasonal variations. International Journal of Food Science and Technology 37:477-484",37.735851,1138,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sparus aurata,1.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,150,70,fat_g,12.4,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",38.963745,1295,finfish,seanuts,NA,NA,NA,NA,brackmarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spondyliosoma cantharus,2,mainly animals (troph. 2.8 and up),variable,3.27,subtropical,fusiform / normal,benthopelagic,300,60,fapun3,0.199222362,"Rodríguez C., Acosta C., Badía P., Cejas J.R., Santamaría F.J., Lorenzo A. (2004). Assessment of lipid and essential fatty acids requirements of black seabream (Spondyliosoma cantharus) by comparison of lipid composition in muscle and liver of wild and captive adult fish. Comparative Biochemistry and Physiology, PartB 139:619-629",28.291564,1148,finfish,seanuts,muscle,NA,NA,NA,marine,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spondyliosoma cantharus,2,mainly animals (troph. 2.8 and up),variable,3.27,subtropical,fusiform / normal,benthopelagic,300,60,epa,0.03392988799999999,"Rodríguez C., Acosta C., Badía P., Cejas J.R., Santamaría F.J., Lorenzo A. (2004). Assessment of lipid and essential fatty acids requirements of black seabream (Spondyliosoma cantharus) by comparison of lipid composition in muscle and liver of wild and captive adult fish. Comparative Biochemistry and Physiology, PartB 139:619-629",28.291564,1148,finfish,seanuts,muscle,NA,NA,NA,marine,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spondyliosoma cantharus,2,mainly animals (troph. 2.8 and up),variable,3.27,subtropical,fusiform / normal,benthopelagic,300,60,dha,0.156796386,"Rodríguez C., Acosta C., Badía P., Cejas J.R., Santamaría F.J., Lorenzo A. (2004). Assessment of lipid and essential fatty acids requirements of black seabream (Spondyliosoma cantharus) by comparison of lipid composition in muscle and liver of wild and captive adult fish. Comparative Biochemistry and Physiology, PartB 139:619-629",28.291564,1148,finfish,seanuts,muscle,NA,NA,NA,marine,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spondyliosoma cantharus,2,mainly animals (troph. 2.8 and up),variable,3.27,subtropical,fusiform / normal,benthopelagic,300,60,fat_g,0.74,"Rodríguez C., Acosta C., Badía P., Cejas J.R., Santamaría F.J., Lorenzo A. (2004). Assessment of lipid and essential fatty acids requirements of black seabream (Spondyliosoma cantharus) by comparison of lipid composition in muscle and liver of wild and captive adult fish. Comparative Biochemistry and Physiology, PartB 139:619-629",28.291564,1148,finfish,seanuts,muscle,NA,NA,NA,marine,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sprattus sprattus,1.5,mainly animals (troph. 2.8 and up),selective plankton feeding,NA,temperate,fusiform / normal,pelagic-neritic,150,16,fapun_all_g,3.392596809,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",41.85509,1150,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sprattus sprattus,1.5,mainly animals (troph. 2.8 and up),selective plankton feeding,NA,temperate,fusiform / normal,pelagic-neritic,150,16,fapun_all_g,1.052285362,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",41.85509,1151,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sprattus sprattus,1.5,mainly animals (troph. 2.8 and up),selective plankton feeding,NA,temperate,fusiform / normal,pelagic-neritic,150,16,fapun3,3.237896205,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",41.85509,1150,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sprattus sprattus,1.5,mainly animals (troph. 2.8 and up),selective plankton feeding,NA,temperate,fusiform / normal,pelagic-neritic,150,16,fapun3,0.988622671,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",41.85509,1151,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sprattus sprattus,1.5,mainly animals (troph. 2.8 and up),selective plankton feeding,NA,temperate,fusiform / normal,pelagic-neritic,150,16,epa,1.056644771,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",41.85509,1150,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sprattus sprattus,1.5,mainly animals (troph. 2.8 and up),selective plankton feeding,NA,temperate,fusiform / normal,pelagic-neritic,150,16,epa,0.269298689,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",41.85509,1151,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sprattus sprattus,1.5,mainly animals (troph. 2.8 and up),selective plankton feeding,NA,temperate,fusiform / normal,pelagic-neritic,150,16,dha,1.801599783,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",41.85509,1150,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sprattus sprattus,1.5,mainly animals (troph. 2.8 and up),selective plankton feeding,NA,temperate,fusiform / normal,pelagic-neritic,150,16,dha,0.602071825,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",41.85509,1151,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sprattus sprattus,1.5,mainly animals (troph. 2.8 and up),selective plankton feeding,NA,temperate,fusiform / normal,pelagic-neritic,150,16,fat_g,11.1,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",41.85509,1150,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sprattus sprattus,1.5,mainly animals (troph. 2.8 and up),selective plankton feeding,NA,temperate,fusiform / normal,pelagic-neritic,150,16,fat_g,3.79,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",41.85509,1151,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Squalus acanthias,8.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,temperate,elongated,benthopelagic,1460,95,protein_g,18.800000000000004,Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,40.900557,1152,finfish,seanuts,muscle,NA,NA,NA,brackmarine,muscle-skinless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
