ca_mg,fat_g,asfis_scientific_name.x.x,food_name_in_english.x.x,taxonkey,lwa,lwb,slmax,slmax_nov28,slmax_source,tl,tl_se,tl_nov28,tlse_nov28,number,sci_name,food_item_id,subgroup.x.x,country_region.x.x,type.x,isscaap.x.x,isscaap_cat,habitat,x3_alpha.x.x,food_name_in_own_language.x.x,processing.x.x,asfis_english_name.x.x,season,other,latitude,abs_lat,length_from_study,length_3,n_x,water_g.x,fat_g.x,fatce_g.x,fat_g_2,fasat_g.x,fams_g.x,fapu_g,faun_g,fatrn_g.x,facid_g.x,fapun3_g.x,fapun6_g.x,fapun9_g,epa_g,dha_g,food_item_id_2,max_length_study,comments_on_data_processing_methods_y,publication_year,biblioid_y,compiler,edible.x,enerc_kj_original.x,enerc_kcal_original.x,enera_kcal.x,dm_g.x,water_g_2,xn.x,nt_g.x,protcnt_g.x,protcnp_g.x,prot_g.x,npro_g.x,nnp_mg.x,fasat_g_2,fams_g_2,fapu_g_2,faun_g_2,fe_mg,id_mcg.x,k_mg.x,mg_mg.x,mn_mg.x,se_mcg,hg_mcg,pb_mcg.x,sr_mcg,retol_mcg,retol13_mcg,retoldh_mcg,retolsum_mcg.x,carta_mcg,cartb_mcg,atx_mcg,zea_mcg,cartoid_mcg,chocal_mcg,tocpha_mg,vitb6a_mg,vitb12_mcg,vitc_mg,zn_mg,food_name_clean,database,nutrient_ref,biblioid,subgroup.y,country_region.y,type.y,isscaap.y,x3_alpha.y,food_name_in_own_language.y,food_name_in_english.y,processing.y,scientific_name,asfis_english_name.y,asfis_scientific_name.y,asfis_scientific_name_fishbase_swap.x,asfis_scientific_name_fishbase_swap_in_progress,season.x,other.x,n.x,comments_on_data_processing_methods.x,publication_year.x,biblioid.x,compiler.x,latest_revision_in_version.x,fapu_g.x,faun_g.x,xfa_internal_use,facid_g.y,fapun3_g.y,fapun6_g.y,f20d5n3_g,f22d6n3_g,subgroup.x,country_region.x,type_farmed_wild.x,isscaap.x,x3_alpha.x,food_name_in_own_language.x,food_name_in_english.x,processing.x,scientific_name.x,asfis_english_name.x,asfis_scientific_name.x,season.y,other.y,n.y,comments_on_data_processing_methods.y,publication_year.y,biblioid.y,compiler.y,latest_revision_in_version.y,edible.y,enerc_kj_original.y,enerc_kcal_original.y,enera_kcal.y,dm_g.y,water_g.y,xn.y,nt_g.y,protcnt_g.y,protcnp_g.y,prot_g.y,npro_g.y,nnp_mg.y,fat_g.y,fat_g_2.y,fasat_g.y,fams_g.y,fatrn_g.y,choavldf_g,chocdf_g,cho_g,glyc_g,fibnd_g,fibc_g,id_mcg.y,k_mg.y,li_mcg,mg_mg.y,mn_mg.y,mo_mcg,na_mg,nacl_mg,ni_mcg,p_mg,al_mcg,as_mcg,ba_mcg,cd_mcg,pb_mcg.y,retolsum_mcg.y,vita_rae_mcg,vita_mcg,fafre_g,subgroup.y.y,country_region.y.y,type_farmed_wild.y,isscaap.y.y,x3_alpha.y.y,food_name_in_own_language.y.y,processing.y.y,scientific_name.y,asfis_english_name.y.y,asfis_scientific_name.y.y,asfis_scientific_name_fishbase_swap.y
15.66,6.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,13,CSM,Cachama,"Cachama, muscle flesh, skinless, raw",r,Colossoma macropomum,Cachama,Colossoma macropomum,Colossoma macropomum,Colossoma macropomum,NA,NA,1,FA converted using XFA,2000,fi99,DR,1,3.88849025,NA,0.909747967,NA,2.05334665,1.8351436,1.0966102,0.559495,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,13,CSM,Cachama,"Cachama, muscle flesh, skinless, raw",r,Colossoma macropomum,Cachama,Colossoma macropomum,NA,NA,1,FA converted using XFA,2000,fi99,DR,1.0,NA,NA,NA,NA,NA,70.73,6.25,NA,21.43,NA,NA,NA,NA,6.15,NA,1.7120547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0,0.013,NA,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,13,CSM,Cachama,r,Colossoma macropomum,Cachama,Colossoma macropomum,Colossoma macropomum
15.0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,NNJ,NA,"Pinkperch, wild, skinless, muscle flesh, raw",r,Nemipterus japonicus,Japanese threadfin bream,Nemipterus japonicus,Nemipterus japonicus,Nemipterus japonicus,Dec 1988-Mar 1999,NA,1,NA,1993,fi98,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,NNJ,NA,"Pinkperch, wild, skinless, muscle flesh, raw",r,Nemipterus japonicus,Japanese threadfin bream,Nemipterus japonicus,Dec 1988-Mar 1999,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,79.5,6.25,NA,15.3,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,43.6,0.078,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,NNJ,NA,r,Nemipterus japonicus,Japanese threadfin bream,Nemipterus japonicus,Nemipterus japonicus
14.5,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,OTI,NA,"Jew fish, wild, skinless, muscle flesh, raw",r,Pseudosciaena diacanthus,Blackspotted croaker,Protonibea diacanthus,Protonibea diacanthus,Protonibea diacanthus,Dec 1988-Mar 1993,NA,1,NA,1993,fi98,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,OTI,NA,"Jew fish, wild, skinless, muscle flesh, raw",r,Pseudosciaena diacanthus,Blackspotted croaker,Protonibea diacanthus,Dec 1988-Mar 1993,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,77,6.25,NA,16,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1,NA,NA,36.5,0.0223,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,OTI,NA,r,Pseudosciaena diacanthus,Blackspotted croaker,Protonibea diacanthus,Protonibea diacanthus
14.4,NA,Alosa sapidissima,"American shad, wild, fillet, raw",601584,0.0065,2.959000111,62.0,NA,NA,3.19,0.46,NA,NA,16,Alosa sapidissima,900841,Finfish,"USA, OR, Northeast Pacific, Seaside",W,24,Shads,freshwater,SHA,NA,r,American shad,NA,NA,45.993164,45.993164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900841,NA,NA,1984,fi125,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,NA,244.3,30.6,0.01,NA,5.1,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3792,American_shad_wild_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.2,NA,Theragra chalcogramma,"Walleye pollock, wild, fillet, raw",600318,0.0104,2.911999941,75.0,NA,NA,3.45,0.49,NA,NA,1063,Theragra chalcogramma,900836,Finfish,"USA, AK, Northeast Pacific, Cape Ommaney",W,32,"Cods, hakes, haddocks",marine,ALK,NA,r,Alaska pollock_=Walleye poll.,NA,NA,56.167222,56.167222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900836,NA,NA,1984,fi125,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,393.8,32.4,0.01,NA,1.8,NA,54.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4179,Walleye_pollock_wild_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.16,2.0,Sander lucioperca,"Pike perch, wild, edible flesh, raw",NA,0.00692,3.1,100.0,NA,http://www.fishbase.org/summary/360,4.3,0.7,4.0,0.78,887,Sander lucioperca,900369,Finfish,"Iran, Caspian sea",W,13,Miscellaneous freshwater fishes,freshwater,FPP,NA,r,Pike-perch,Nov,NA,35.707481,35.707481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900369,NA,minerals expressed per DM - conversion to FW; all mineral values in brackets: values seem in many cases very low compared to reference data and no explanation is provided;,2009,fi71,DR,NA,NA,NA,NA,NA,77.7,6.25,NA,20.4,NA,NA,NA,NA,NA,NA,NA,NA,0.09,35.01,59.72,3.32,0,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074482,Pike_perch_wild_edible_flesh_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.1,NA,Pleurogrammus monopterygius,"Atka mackerel, wild, fillet, raw",NA,0.01072,3.04,48.0,56.5,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=4037,3.33,0.38,3.4,0.0,792,Pleurogrammus monopterygius,900840,Finfish,"USA, AK, Northeast Pacific, Kodiak Islands",W,33,Miscellaneous coastal fishes,marine,HUM,NA,r,Atka mackerel,NA,NA,57.241325,57.241325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900840,NA,NA,1984,fi125,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,349.5,29.7,0.01,NA,1.4,NA,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5067,Atka_mackerel_wild_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0,2.8,Aphanopus carbo,"Black scabbardfish, wild, skinless fillets, raw",600646,2.01e-4,3.391000032,110.0,NA,NA,4.5,0.75,NA,NA,42,Aphanopus carbo,900114,Finfish,"Portugal, caught off Sesimbra",W,34,Miscellaneous demersal fishes,marine,BSF,NA,r,Black scabbardfish,Jan 2007-Jan 2008,NA,38.444217,38.444217,NA,NA,1,79.7,NA,2.8,NA,0.478,1.6218,0.2348,NA,NA,NA,NA,NA,NA,0.0479,0.1395,900114,NA,NA,2009,fi25,DR,NA,NA,NA,NA,NA,79.7,6.25,NA,15.7,NA,NA,NA,NA,0.48,1.62,0.23,NA,0.1,NA,332.0,29.0,tr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,Black_scabbardfish_wild_skinless_fillets_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0,NA,Coregonus albula,"Vendace, wild, dorsal muscle, raw",600231,0.005,3.200000048,37.0,NA,NA,3.02,0.19,NA,NA,229,Coregonus albula,900127,Finfish,"Poland, Dargin Lake",W,23,"Salmons, trouts, smelts",freshwater,FVE,NA,r,Vendace,Jun-97,"mean length and weight: 19.6cm, 63.5g",54.117096,54.117096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900127,19.6,Minerals given per DM - conversion to FW,2009,fi26,DR,NA,NA,NA,NA,NA,76.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,390.34,21.99,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.643461,Vendace_wild_dorsal_muscle_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,NA,NA,NA,NA,Molluscs,"Unknown, North-eastern Atlantic",NA,57,SQR,NA,"Squid, edible flesh (mantle, arms), raw",r,Loligo vulgaris,European squid,Loligo vulgaris,Loligo vulgaris,Loligo vulgaris,May-Sep,NA,NA,NA,2009,fi241,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Molluscs,"Unknown, North-eastern Atlantic",NA,57,SQR,NA,"Squid, edible flesh (mantle, arms), raw",r,Loligo vulgaris,European squid,Loligo vulgaris,May-Sep,NA,NA,NA,2009,fi241,DR,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,NA,43.5,0.016,NA,157,NA,2,260,NA,NA,NA,4.0,10.0,NA,NA,NA,NA,Molluscs,"Unknown, North-eastern Atlantic",NA,57,SQR,NA,r,Loligo vulgaris,European squid,Loligo vulgaris,Loligo vulgaris
13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,NA,NA,NA,NA,Molluscs,"Unknown, North-eastern Atlantic",NA,57,CTC,NA,"Cuttlefish, edible flesh (mantle, arms), raw",r,Sepia officinalis,Common cuttlefish,Sepia officinalis,Sepia officinalis,Sepia officinalis,May-Sep,NA,NA,NA,2009,fi241,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Molluscs,"Unknown, North-eastern Atlantic",NA,57,CTC,NA,"Cuttlefish, edible flesh (mantle, arms), raw",r,Sepia officinalis,Common cuttlefish,Sepia officinalis,May-Sep,NA,NA,NA,2009,fi241,DR,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,NA,56.7,0.011,NA,266,NA,5,249,NA,NA,NA,31.0,4.0,NA,NA,NA,NA,Molluscs,"Unknown, North-eastern Atlantic",NA,57,CTC,NA,r,Sepia officinalis,Common cuttlefish,Sepia officinalis,Sepia officinalis
13.3,NA,Gadus macrocephalus,"Pacific cod, wild, fillet, raw",600308,0.007927,3.096800089,100.0,NA,NA,4.01,0.69,NA,NA,376,Gadus macrocephalus,900830,Finfish,"USA, AK, Northeast Pacific, Cape Ommaney",W,32,"Cods, hakes, haddocks",marine,PCO,NA,r,Pacific cod,NA,NA,56.167222,56.167222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900830,NA,NA,1984,fi125,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,415.5,30.2,0.01,NA,5.8,NA,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3731,Pacific_cod_wild_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.14,1.06,Crassostrea rhizophorae,"Oyster, edible part, raw",NA,NA,NA,9.0,NA,NA,2.0,0.0,NA,NA,253,Crassostrea rhizophorae,901155,Molluscs,"Brazil, PiauÍ, ParnaÍba delta",W,53,Oysters,marine,OYM,NA,r,Mangrove cupped oyster,NA,NA,-2.852432,2.852432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901155,NA,minerals expressed per DM - conversion to FW,2007,fi203,V.N.,NA,NA,36.0,NA,NA,92.17,NA,NA,3.22,NA,NA,NA,NA,NA,NA,NA,NA,2.39,NA,74.24,12.36,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.871063,Oyster_edible_part_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.02,NA,Rutilus rutilus,"Roach, wild, dorsal muscle, raw",NA,0.00776,3.15,50.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=272,2.8,0.3,3.0,0.0,864,Rutilus rutilus,900119,Finfish,"Poland, Kisajno Lake",W,11,"Carps, barbels and other cyprinids",freshwater,FRO,NA,r,Roach,Jun-97,"mean length and weight: 27.3cm, 273.4g",54.084241,54.084241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900119,27.3,Minerals given per DM - conversion to FW,2009,fi26,DR,NA,NA,NA,NA,NA,78.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,405.32,30.27,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35989,Roach_wild_dorsal_muscle_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0,2.6,Sebastes marinus,"Ocean perch, wild, fillet, raw",NA,0.00977,3.09,87.0,100.0,http://www.fishbase.org/summary/501,4.08,0.62,4.0,0.68,965,Sebastes marinus,901255,Finfish,"Iceland, North Atlantic",W,34,Miscellaneous demersal fishes,marine,REG,"Karfi, gullkarfi, fl_k",r,Golden redfish,NA,data entered without mean/max/SD,63.968654,63.968654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901255,NA,NA,2011,im11,OR,NA,NA,93.0,NA,NA,79.5,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,289.0,23.0,NA,66.5,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,Ocean_perch_wild_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0,NA,Theragra chalcogramma,"Walleye pollock, wild, fillet, raw",600318,0.0104,2.911999941,75.0,NA,NA,3.45,0.49,NA,NA,1061,Theragra chalcogramma,900834,Finfish,"USA, AK, Northeast Pacific, Bering Sea",W,32,"Cods, hakes, haddocks",marine,ALK,NA,r,Alaska pollock_=Walleye poll.,NA,NA,56.90728,56.90728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900834,NA,NA,1984,fi125,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,224.5,25.4,0,NA,3.0,NA,69.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3086,Walleye_pollock_wild_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
