ca_mg,fat_g,asfis_scientific_name.x.x,food_name_in_english.x.x,taxonkey,lwa,lwb,slmax,slmax_nov28,slmax_source,tl,tl_se,tl_nov28,tlse_nov28,number,sci_name,food_item_id,subgroup.x.x,country_region.x.x,type.x,isscaap.x.x,isscaap_cat,habitat,x3_alpha.x.x,food_name_in_own_language.x.x,processing.x.x,asfis_english_name.x.x,season,other,latitude,abs_lat,length_from_study,length_3,n_x,water_g.x,fat_g.x,fatce_g.x,fat_g_2,fasat_g.x,fams_g.x,fapu_g,faun_g,fatrn_g.x,facid_g.x,fapun3_g.x,fapun6_g.x,fapun9_g,epa_g,dha_g,food_item_id_2,max_length_study,comments_on_data_processing_methods_y,publication_year,biblioid_y,compiler,edible.x,enerc_kj_original.x,enerc_kcal_original.x,enera_kcal.x,dm_g.x,water_g_2,xn.x,nt_g.x,protcnt_g.x,protcnp_g.x,prot_g.x,npro_g.x,nnp_mg.x,fasat_g_2,fams_g_2,fapu_g_2,faun_g_2,fe_mg,id_mcg.x,k_mg.x,mg_mg.x,mn_mg.x,se_mcg,hg_mcg,pb_mcg.x,sr_mcg,retol_mcg,retol13_mcg,retoldh_mcg,retolsum_mcg.x,carta_mcg,cartb_mcg,atx_mcg,zea_mcg,cartoid_mcg,chocal_mcg,tocpha_mg,vitb6a_mg,vitb12_mcg,vitc_mg,zn_mg,food_name_clean,database,nutrient_ref,biblioid,subgroup.y,country_region.y,type.y,isscaap.y,x3_alpha.y,food_name_in_own_language.y,food_name_in_english.y,processing.y,scientific_name,asfis_english_name.y,asfis_scientific_name.y,asfis_scientific_name_fishbase_swap.x,asfis_scientific_name_fishbase_swap_in_progress,season.x,other.x,n.x,comments_on_data_processing_methods.x,publication_year.x,biblioid.x,compiler.x,latest_revision_in_version.x,fapu_g.x,faun_g.x,xfa_internal_use,facid_g.y,fapun3_g.y,fapun6_g.y,f20d5n3_g,f22d6n3_g,subgroup.x,country_region.x,type_farmed_wild.x,isscaap.x,x3_alpha.x,food_name_in_own_language.x,food_name_in_english.x,processing.x,scientific_name.x,asfis_english_name.x,asfis_scientific_name.x,season.y,other.y,n.y,comments_on_data_processing_methods.y,publication_year.y,biblioid.y,compiler.y,latest_revision_in_version.y,edible.y,enerc_kj_original.y,enerc_kcal_original.y,enera_kcal.y,dm_g.y,water_g.y,xn.y,nt_g.y,protcnt_g.y,protcnp_g.y,prot_g.y,npro_g.y,nnp_mg.y,fat_g.y,fat_g_2.y,fasat_g.y,fams_g.y,fatrn_g.y,choavldf_g,chocdf_g,cho_g,glyc_g,fibnd_g,fibc_g,id_mcg.y,k_mg.y,li_mcg,mg_mg.y,mn_mg.y,mo_mcg,na_mg,nacl_mg,ni_mcg,p_mg,al_mcg,as_mcg,ba_mcg,cd_mcg,pb_mcg.y,retolsum_mcg.y,vita_rae_mcg,vita_mcg,fafre_g,subgroup.y.y,country_region.y.y,type_farmed_wild.y,isscaap.y.y,x3_alpha.y.y,food_name_in_own_language.y.y,processing.y.y,scientific_name.y,asfis_english_name.y.y,asfis_scientific_name.y.y,asfis_scientific_name_fishbase_swap.y
145.2,11.85,Trachurus trachurus,"Horse mackerel, wild, muscle tissue, raw",601365,0.0127,3.0,62.0,NA,NA,3.64,0.58,NA,NA,1146,Trachurus trachurus,900564,Finfish,"Unknown _samples from local fish market, Istanbul",W,37,Miscellaneous pelagic fishes,marine,HOM,NA,r,Atlantic horse mackerel,07-Jan,NA,41.00527,41.00527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900564,NA,"mineral tr= <0.001 mg/kg FW; all mineral values in brackets: the authors state explicitely that vlaues are expressed as mg/kg fresh weight; however, values seem in many cases very high compared to reference data and no explanation is provided;",2010,fi89,DR,NA,NA,NA,NA,NA,68.58,6.25,NA,17.56,NA,NA,NA,NA,NA,NA,NA,NA,12.43,50.0,397.58,57.05,0.04,33.3,22.7,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3044,Horse_mackerel_wild_muscle_tissue_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127.23,12.24,Trachurus trachurus,"Horse mackerel, wild, muscle tissue, raw",601365,0.0127,3.0,62.0,NA,NA,3.64,0.58,NA,NA,1154,Trachurus trachurus,900572,Finfish,"Unknown _samples from local fish market, Istanbul",W,37,Miscellaneous pelagic fishes,marine,HOM,NA,r,Atlantic horse mackerel,07-Sep,NA,41.00527,41.00527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900572,NA,"mineral tr= <0.001 mg/kg FW; all mineral values in brackets: the authors state explicitely that vlaues are expressed as mg/kg fresh weight; however, values seem in many cases very high compared to reference data and no explanation is provided;",2010,fi89,DR,NA,NA,NA,NA,NA,66.13,6.25,NA,19.69,NA,NA,NA,NA,NA,NA,NA,NA,14.48,28.2,297.12,28.19,0.04,39.3,55.6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6665,Horse_mackerel_wild_muscle_tissue_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124.0,1.4,Velesunio ambiguus,"Freshwater mussel, wild, raw",NA,NA,NA,10.0,NA,http://www.environment.nsw.gov.au/animals/musselid.htm,NA,NA,NA,NA,1180,Velesunio ambiguus,901298,Molluscs,Australia,W,51,Freshwater molluscs,freshwater,NA,NA,r,NA,NA,NA,-25.274398,25.274398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901298,NA,NA,1983,jd1,JD,NA,303.0,NA,NA,NA,82,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,16.6,NA,22.0,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,Freshwater_mussel_wild_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115.0,0.6,Portunus pelagicus,"Crab, wild, male, meat, raw",NA,NA,NA,14.0,NA,NA,3.0,0.68,NA,NA,816,Portunus pelagicus,901054,Crustacean,"Bahrain, offshore/inshore fishing grounds",W,42,"Crabs, sea-spiders",marine,SCD,NA,r,Blue swimming crab,NA,NA,26.0667,26.0667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901054,NA,FAT-/PROT- _analyzed according to AOAC 1990; CD content: tr < 20mcg/100g,2005,fi175,DR,NA,346.1,82.7,NA,NA,78.2,NA,NA,NA,NA,19.8,NA,NA,NA,NA,NA,NA,0.35,NA,380.0,38.0,NA,NA,40.0,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,Crab_wild_male_meat_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112.0,0.8,Portunus pelagicus,"Crab, wild, female, meat, raw",NA,NA,NA,14.0,NA,NA,3.0,0.68,NA,NA,815,Portunus pelagicus,901052,Crustacean,"Bahrain, offshore/inshore fishing grounds",W,42,"Crabs, sea-spiders",marine,SCD,NA,r,Blue swimming crab,NA,NA,26.0667,26.0667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901052,NA,FAT-/PROT- _analyzed according to AOAC 1990; CD content: tr < 20mcg/100g,2005,fi175,DR,NA,373.0,89.2,NA,NA,76.7,NA,NA,NA,NA,19.8,NA,NA,NA,NA,NA,NA,0.4,NA,430.0,42.0,NA,NA,30.0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,Crab_wild_female_meat_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110.0,NA,Nephrops norvegicus,"Norway lobster, wild, male, edible muscle, raw",690273,0.02302,0.8935,8.0,NA,NA,2.88,0.31,NA,NA,618,Nephrops norvegicus,901010,Crustacean,"Portugal, Algarve _off coast",W,43,"Lobsters, spiny-rock lobsters",marine,NEP,NA,r,Norway lobster,NA,NA,37.017954,37.017954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901010,NA,Se content <40mcg/100g FW,2009,fi162,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99,NA,350.0,60.0,0.08,tr,NA,NA,1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,Norway_lobster_wild_male_edible_muscle_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108.3,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Sri Lanka, Nikaweratiya, Magala tank",NA,13,FSS,Lulla (Sinhala)/Viral (Tamil),"Snakehead, wild, boneless flesh, raw",r,Ophicephalus striatus,Striped snakehead,Channa striata,Channa striata,Channa striata,NA,"mean length and weight of fish: 24.6cm, 112.0g",NA,NA,1996,fi24,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Sri Lanka, Nikaweratiya, Magala tank",NA,13,FSS,Lulla (Sinhala)/Viral (Tamil),"Snakehead, wild, boneless flesh, raw",r,Ophicephalus striatus,Striped snakehead,Channa striata,NA,"mean length and weight of fish: 24.6cm, 112.0g",NA,NA,1996,fi24,DR,1.0,0.492,NA,NA,NA,NA,[75.3],NA,NA,[16.9],NA,NA,NA,NA,[1.7],NA,NA,NA,NA,NA,NA,[1.3],NA,NA,NA,NA,242.1,NA,NA,NA,NA,63.7,NA,NA,456.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Sri Lanka, Nikaweratiya, Magala tank",NA,13,FSS,Lulla (Sinhala)/Viral (Tamil),r,Ophicephalus striatus,Striped snakehead,Channa striata,Channa striata
105.61,10.79,Trachurus trachurus,"Horse mackerel, wild, muscle tissue, raw",601365,0.0127,3.0,62.0,NA,NA,3.64,0.58,NA,NA,1144,Trachurus trachurus,900563,Finfish,"Unknown _samples from local fish market, Istanbul",W,37,Miscellaneous pelagic fishes,marine,HOM,NA,r,Atlantic horse mackerel,06-Dec,NA,41.00527,41.00527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900563,NA,"mineral tr= <0.001 mg/kg FW; all mineral values in brackets: the authors state explicitely that vlaues are expressed as mg/kg fresh weight; however, values seem in many cases very high compared to reference data and no explanation is provided;",2010,fi89,DR,NA,NA,NA,NA,NA,69.36,6.25,NA,16.47,NA,NA,NA,NA,NA,NA,NA,NA,2.9,63.5,385.68,38.38,0.03,26.9,3.7,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7914,Horse_mackerel_wild_muscle_tissue_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90.0,NA,Nephrops norvegicus,"Norway lobster, wild, female, edible muscle, raw",690273,0.02302,0.8935,8.0,NA,NA,2.88,0.31,NA,NA,616,Nephrops norvegicus,901011,Crustacean,"Portugal, Algarve _off coast",W,43,"Lobsters, spiny-rock lobsters",marine,NEP,NA,r,Norway lobster,NA,NA,37.017954,37.017954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901011,NA,Se content <40mcg/100g FW,2009,fi162,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,340.0,60.0,0.07,tr,NA,NA,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,Norway_lobster_wild_female_edible_muscle_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85.4,0.9,Perca fluviatilis,"European perch, wild, skinless fillet, raw",NA,0.01,3.08,60.0,NA,http://www.fishbase.org/summary/358,4.4,0.8,4.4,0.0,749,Perca fluviatilis,900063,Finfish,"Italy, Bolsena lake",W,13,Miscellaneous freshwater fishes,freshwater,FPE,NA,r,European perch,"Dec 2001, Feb, Jun, Sep 2002","mean length and weight of fish: 21.53cm, 114.15g",42.606001,42.606001,21.53,9980.035577,NA,80.28,0.9,NA,NA,0.21862446,0.15139291,0.29184763,NA,NA,NA,0.20935835,0.08241961,NA,0.04723626,0.13118861,900063,21.53,FA converted using XFA,2007,fi6,DR,0.594,NA,NA,NA,NA,80.28,NA,NA,17.89,NA,NA,NA,320,0.22,0.15,0.29,NA,0.16,NA,378.0,26.3,NA,27.3,13.6,NA,NA,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,NA,NA,0.584,European_perch_wild_skinless_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83.49,4.03,Sarda sarda,"Atlantic bonito, wild, muscle tissue, raw",600115,0.0051,3.180000067,90.0,NA,NA,4.2,0.74,NA,NA,894,Sarda sarda,900560,Finfish,"Unknown _samples from local fish market, Istanbul",W,36,"Tunas, bonitos, billfishes",marine,BON,NA,r,Atlantic bonito,07-Sep,NA,41.00527,41.00527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900560,NA,"mineral tr= <0.001 mg/kg FW; all mineral values in brackets: the authors state explicitely that vlaues are expressed as mg/kg fresh weight; however, values seem in many cases very high compared to reference data and no explanation is provided;",2010,fi89,DR,NA,NA,NA,NA,NA,73.35,6.25,NA,20.85,NA,NA,NA,NA,NA,NA,NA,NA,16.79,7.7,481.77,41.27,0.05,52.4,35.0,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3925,Atlantic_bonito_wild_muscle_tissue_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80.56,0.8,Sander lucioperca,"Zander, wild, fillet, frozen",NA,0.00692,3.1,100.0,NA,http://www.fishbase.org/summary/360,4.3,0.7,4.0,0.78,884,Sander lucioperca,900154,Finfish,"Turkey, Konya, Bey_ehir Lake",W,13,Miscellaneous freshwater fishes,freshwater,FPP,NA,r,Pike-perch,05-Dec,NA,37.866667,37.866667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900154,NA,PROT- _analyzed according to AOAC 1995,2009,fi31,DR,NA,NA,NA,NA,NA,80.23,NA,NA,NA,NA,18.3,NA,NA,NA,NA,NA,NA,0.31,NA,339.28,1.11,NA,37,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,Zander_wild_fillet_frozen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79.33,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,YNA,Corvina,"Acoupa weakfish, muscle flesh, skinless, raw",r,Cynoscion maracaiboensis,Acoupa weakfish,Cynoscion acoupa,Cynoscion acoupa,Cynoscion acoupa,NA,NA,1,FA converted using XFA,2000,fi99,DR,1,0.87995366,NA,0.865227488,NA,0.77771838,0.10223528,0.22455249,0.49839699,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,YNA,Corvina,"Acoupa weakfish, muscle flesh, skinless, raw",r,Cynoscion maracaiboensis,Acoupa weakfish,Cynoscion acoupa,NA,NA,1,FA converted using XFA,2000,fi99,DR,1.0,NA,NA,NA,NA,NA,76.95,6.25,NA,20.73,NA,NA,NA,NA,2.11,NA,0.46736128,0.49474573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0,0.012,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,YNA,Corvina,r,Cynoscion maracaiboensis,Acoupa weakfish,Cynoscion acoupa,Cynoscion acoupa
79.2,4.33,Sarda sarda,"Atlantic bonito, wild, muscle tissue, raw",600115,0.0051,3.180000067,90.0,NA,NA,4.2,0.74,NA,NA,899,Sarda sarda,900559,Finfish,"Unknown _samples from local fish market, Istanbul",W,36,"Tunas, bonitos, billfishes",marine,BON,NA,r,Atlantic bonito,07-Aug,NA,41.00527,41.00527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900559,NA,"mineral tr= <0.001 mg/kg FW; all mineral values in brackets: the authors state explicitely that vlaues are expressed as mg/kg fresh weight; however, values seem in many cases very high compared to reference data and no explanation is provided;",2010,fi89,DR,NA,NA,NA,NA,NA,71.18,6.25,NA,22.44,NA,NA,NA,NA,NA,NA,NA,NA,0.48,27.9,517.06,44.0,0.01,2.1,4.3,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2116,Atlantic_bonito_wild_muscle_tissue_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78.7263,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8136,NA,NA,NA,NA,NA,42.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4496,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,Solea solea,Solea solea,"Summer (Jun, Jul, Aug 2007)",NA,1,NA,2010,fi92,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Summer (Jun, Jul, Aug 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,74.76,6.25,NA,20.2,NA,NA,NA,NA,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,383.7805,NA,55.474,0.2961,NA,128.9103,NA,51.3,599.6722,853.5,30.0,NA,0.2,47.5,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,r,Solea solea,Common sole,Solea solea,Solea solea
