fdis,sample,nt,s
0.5806586989222335,1_10,3,10
0.5053918614983888,1_10,2,10
0.4147906550548311,1_10,2,10
0.5581609815191824,1_10,2,10
0.5047395143054947,1_10,3,10
0.49244366645437954,1_10,2,10
0.42297293991785845,1_10,3,10
0.4463012064953026,1_10,2,10
0.5473003740976204,1_10,4,10
0.5318939406894404,1_10,2,10
0.43790386752479443,1_10,1,10
0.5059454148762594,1_10,2,10
0.5654345917911788,1_10,3,10
0.5227722089852753,1_10,3,10
0.5251810253051434,1_10,3,10
0.5391887106836621,1_10,3,10
0.5467760209545713,1_10,3,10
0.534668441639349,1_10,2,10
0.5602411905103775,1_10,4,10
0.557015254960566,1_10,2,10
0.5221438653719053,1_10,2,10
0.5512487098112053,1_10,3,10
0.5713846668855622,1_10,1,10
0.5651650777722471,1_10,3,10
0.48013777430185184,1_10,2,10
0.560222369787461,1_10,2,10
0.5700666516956908,1_10,3,10
0.544340363648324,1_10,3,10
0.45419768770477187,1_10,2,10
0.5447854133978021,1_10,3,10
0.49049244270525705,1_10,2,10
0.537537816388916,1_10,4,10
0.5214058239763574,1_10,4,10
0.5138782793933696,1_10,3,10
0.5386357706064937,1_10,4,10
0.5853273736747892,1_10,3,10
0.5215980086810257,1_10,3,10
0.5107633875003883,1_10,3,10
0.5512206116241722,1_10,2,10
0.5470372813342118,1_10,2,10
0.5886733108045222,1_10,2,10
0.5451848952613351,1_10,3,10
0.5902143148142407,1_10,4,10
0.49036405591963195,1_10,2,10
0.6103393406361783,1_10,2,10
0.5715364984072864,1_10,4,10
0.5118295339621014,1_10,2,10
0.4485969539052347,1_10,2,10
0.5692504465268883,1_10,4,10
0.5940754161657782,1_10,2,10
0.586625578417481,1_10,5,10
0.5848512200453578,1_10,1,10
0.5269005566417749,1_10,5,10
0.4947950757681225,1_10,2,10
0.5013581085634514,1_10,2,10
0.5502071162997598,1_10,3,10
0.5617300986073913,1_10,2,10
0.6029002717710954,1_10,2,10
0.5823188260128296,1_10,4,10
0.5250674419919201,1_10,1,10
0.5138219352200526,1_10,2,10
0.5277832529279656,1_10,3,10
0.5739402935510673,1_10,3,10
0.4699032010830998,1_10,1,10
0.6048421453148306,1_10,4,10
0.5514235737458716,1_10,3,10
0.5785529259412955,1_10,4,10
0.5735424168654262,1_10,2,10
0.47858424170673936,1_10,4,10
0.43573737806142915,1_10,2,10
0.5554841300386599,1_10,3,10
0.5765786544557236,1_10,3,10
0.47521641380134644,1_10,3,10
0.5317127781760782,1_10,3,10
0.5570786839950332,1_10,2,10
0.5452080274150024,1_10,2,10
0.5064752162437574,1_10,4,10
0.5331894103229042,1_10,2,10
0.5403802984222721,1_10,2,10
0.5627328936104667,1_10,3,10
0.5684331114877401,1_10,4,10
0.6215063710547262,1_10,2,10
0.44819864688141575,1_10,1,10
0.5879061713703385,1_10,2,10
0.5014134942030329,1_10,3,10
0.5262094300649793,1_10,1,10
0.5636243836265172,1_10,1,10
0.4936530546101071,1_10,4,10
0.48205727090984557,1_10,2,10
0.491150373501394,1_10,2,10
0.5621904056992857,1_10,3,10
0.5815504915594736,1_10,3,10
0.556332960651094,1_10,3,10
0.47613543878117365,1_10,1,10
0.59465379552554265,1_10,2,10
0.5699151370695357,1_10,3,10
0.5209969601434218,1_10,3,10
0.5688093635939542,1_10,3,10
0.5778408817300895,1_10,2,10
0.5858219512287361,1_10,3,10
0.44911112874277104,1_10,1,10
0.5384601625472583,1_10,4,10
0.5299710568995004,1_10,3,10
0.5689545367925933,1_10,4,10
0.5991423343156298,1_10,4,10
0.5393244250613475,1_10,4,10
0.5312244056312317,1_10,3,10
0.5642501634787033,1_10,3,10
0.5674997374919822,1_10,3,10
0.48725433442281385,1_10,4,10
0.5740977227269457,1_10,4,10
0.5419761468945313,1_10,3,10
0.4642953464885209,1_10,3,10
0.5218204935490995,1_10,2,10
0.4674714268953416,1_10,4,10
0.598542131040641,1_10,5,10
0.5606389127524734,1_10,2,10
0.5641243217272102,1_10,4,10
0.5132321977660143,1_10,2,10
0.5424743226558155,1_10,2,10
0.532581180637305,1_10,2,10
0.5731923527174021,1_10,2,10
0.5035619263184922,1_10,3,10
0.5007065890949827,1_10,2,10
0.4141550766853522,1_10,2,10
0.5403879420235235,1_10,2,10
0.5074376523232754,1_10,3,10
0.5759139167621641,1_10,4,10
0.5711451678691712,1_10,3,10
0.5122917113333064,1_10,3,10
0.5065715256780574,1_10,3,10
0.5323979480352004,1_10,3,10
0.5325692752624217,1_10,4,10
0.5536813969809203,1_10,4,10
0.4931112474715914,1_10,2,10
0.5679063983519599,1_10,2,10
0.46556107446028766,1_10,2,10
0.45520808111017674,1_10,3,10
0.5321223210106857,1_10,2,10
0.5474620563373056,1_10,3,10
0.5080224051619565,1_10,2,10
0.5152265786562433,1_10,2,10
0.5578294526528729,1_10,1,10
0.576276704854886,1_10,3,10
0.5472686501331502,1_10,2,10
0.5365838874416573,1_10,4,10
0.4983350075414628,1_10,3,10
0.5891891022143827,1_10,4,10
0.539392678296893,1_10,5,10
0.5428114365901682,1_10,4,10
0.5382002133636588,1_10,2,10
0.5888798896334385,1_10,3,10
0.538925598982733,1_10,2,10
0.5709562685344828,1_10,4,10
0.4887721561158992,1_10,3,10
0.5693862229208395,1_10,2,10
0.5082415080055909,1_10,2,10
0.5209667807640079,1_10,3,10
0.5179540278922936,1_10,1,10
0.4892665574294811,1_10,1,10
0.483647560059966,1_10,2,10
0.5604931449085295,1_10,2,10
0.6074174580402463,1_10,4,10
0.5461050098254632,1_10,3,10
0.4772740677128936,1_10,3,10
0.5565745086114331,1_10,2,10
0.5205005650023959,1_10,3,10
0.5377448166965464,1_10,2,10
0.5315246809910394,1_10,2,10
0.5115451620692101,1_10,3,10
0.536741856913845,1_10,4,10
0.5646435065696669,1_10,2,10
0.5325757862674663,1_10,3,10
0.5701016020355846,1_10,4,10
0.43968044964374864,1_10,3,10
0.5441289992504323,1_10,2,10
0.5989087266679016,1_10,3,10
0.49342644670004054,1_10,1,10
0.5532317347760012,1_10,5,10
0.5399830562647868,1_10,3,10
0.4920817783028156,1_10,3,10
0.5362275861344407,1_10,4,10
0.5614491509453583,1_10,3,10
0.573542416865426,1_10,4,10
0.528959344785224,1_10,2,10
0.520966780764008,1_10,2,10
0.5182744116809417,1_10,4,10
0.55067378168469,1_10,2,10
0.5239595978906274,1_10,2,10
0.5486406856651798,1_10,3,10
0.5266989809716882,1_10,4,10
0.5806677959851163,1_10,3,10
0.5363861588241514,1_10,2,10
0.5703210188833349,1_10,4,10
0.5682182407814163,1_10,4,10
0.5260304178738935,1_10,3,10
0.5000414378555192,1_10,3,10
0.5791002439494666,1_10,2,10
0.5681925293816937,1_10,4,10
0.5891549302869905,1_10,4,10
0.4972221200695312,1_10,3,10
0.4611103919579994,1_10,3,10
0.5769928218387254,1_10,4,10
0.5464642597623488,1_10,4,10
0.5615727035324907,1_10,2,10
0.500339274822548,1_10,3,10
0.5564883893780146,1_10,3,10
0.5504067911262854,1_10,3,10
0.5071468510287649,1_10,1,10
0.5210540320206358,1_10,2,10
0.5439804665494486,1_10,3,10
0.5646770878312142,1_10,2,10
0.4895218333565512,1_10,2,10
0.542823945664628,1_10,2,10
0.5371670108857081,1_10,2,10
0.5323176838504686,1_10,2,10
0.5445653464032987,1_10,4,10
0.577453648896803,1_10,4,10
0.4907131059366588,1_10,2,10
0.5541360556293631,1_10,3,10
0.5299387686415519,1_10,4,10
0.549938539374213,1_10,3,10
0.521752319777913,1_10,3,10
0.5211662156574243,1_10,2,10
0.5363861588241513,1_10,4,10
0.514617767882096,1_10,2,10
0.5659086193039196,1_10,4,10
0.5263732920135251,1_10,2,10
0.5363861588241516,1_10,2,10
0.57834322764329,1_10,1,10
0.5402059013614002,1_10,2,10
0.5645113055487931,1_10,2,10
0.5114487989511786,1_10,3,10
0.5646762679150718,1_10,4,10
0.5541808957345216,1_10,4,10
0.5460121733801638,1_10,4,10
0.5497464534042626,1_10,2,10
0.48013777430185145,1_10,2,10
0.5171615381395658,1_10,2,10
0.5522253177443733,1_10,2,10
0.5489954620602614,1_10,2,10
0.5359509347568739,1_10,3,10
0.5303523212028962,1_10,2,10
0.5425245977420813,1_10,2,10
0.5684715485526326,1_10,4,10
0.5154838053459954,1_10,3,10
0.5944147224244849,1_10,3,10
0.6049078884226171,1_10,4,10
0.5612246003877459,1_10,3,10
0.5178796440559622,1_10,2,10
0.5171188789479623,1_10,1,10
0.52179248325268,1_10,2,10
0.5929555575936571,1_10,4,10
0.5547299408986182,1_10,2,10
0.4983669992300988,1_10,2,10
0.5803612798064977,1_10,2,10
0.5366872557540716,1_10,1,10
0.6251491716254304,1_10,2,10
0.5515251536883314,1_10,2,10
0.5466379513236916,1_10,2,10
0.4660026458007199,1_10,2,10
0.5581948270955045,1_10,3,10
0.4945225879825948,1_10,2,10
0.5913497438889904,1_10,3,10
0.5032015708587751,1_10,1,10
0.5555987561866461,1_10,4,10
0.45497111919362165,1_10,1,10
0.5588725135251306,1_10,3,10
0.5894677607347958,1_10,2,10
0.5556022360301656,1_10,4,10
0.5430052665599507,1_10,1,10
0.495730161170051,1_10,2,10
0.5478270746926863,1_10,2,10
0.5976950075159745,1_10,2,10
0.5441056874201483,1_10,2,10
0.5362201396157837,1_10,4,10
0.527246133703543,1_10,2,10
0.5669741256297864,1_10,3,10
0.5363861588241516,1_10,3,10
0.5527839623959151,1_10,2,10
0.5217136747823322,1_10,3,10
0.5382855409032061,1_10,3,10
0.5773673681453959,1_10,3,10
0.5931792924296581,1_10,3,10
0.4935129633755733,1_10,3,10
0.5108456331737308,1_10,2,10
0.5820986075391488,1_10,2,10
0.4887721561158996,1_10,3,10
0.5671012496689786,1_10,2,10
0.5383129877045592,1_10,2,10
0.5805302249601094,1_10,2,10
0.5033563201944075,1_10,3,10
0.5329254116855706,1_10,3,10
0.5364471940451401,1_10,3,10
0.46361790415525383,1_10,1,10
0.48691554773383217,1_10,2,10
0.5730526445900711,1_10,4,10
0.5574167764606297,1_10,4,10
0.5160026051921591,1_10,3,10
0.5872211563621808,1_10,3,10
0.5147458805766691,1_10,4,10
0.5592183569625029,1_10,4,10
0.555802265182823,1_10,3,10
0.4802051162463209,1_10,3,10
0.5816371480886869,1_10,2,10
0.5472699195301666,1_10,2,10
0.5449142960873515,1_10,2,10
0.600315695294132,1_10,2,10
0.5279981956019978,1_10,3,10
0.5390835720415265,1_10,3,10
0.5783249486501503,1_10,3,10
0.5963414378615692,1_10,4,10
0.5905547549996764,1_10,4,10
0.5758524534433821,1_10,4,10
0.4780641934881692,1_10,2,10
0.5210934809277915,1_10,2,10
0.57826055356552,1_10,2,10
0.5301651759584851,1_10,1,10
0.5295183704599775,1_10,3,10
0.5452373288413519,1_10,4,10
0.5355513151537857,1_10,3,10
0.5231573075015958,1_10,1,10
0.5672875050574745,1_10,3,10
0.5300959167839663,1_10,2,10
0.5646435065696666,1_10,2,10
0.5631524164365914,1_10,4,10
0.5287855601783681,1_10,2,10
0.49404482691638413,1_10,2,10
0.4636558067855009,1_10,3,10
0.5405537653034538,1_10,2,10
0.4672076270683522,1_10,2,10
0.4944463368990628,1_10,2,10
0.5247685453445275,1_10,3,10
0.5462450352081095,1_10,4,10
0.5052902650241586,1_10,2,10
0.5452207459218134,1_10,4,10
0.5392909155820663,1_10,5,10
0.5932565588348316,1_10,4,10
0.5646435065696667,1_10,3,10
0.5441929577240185,1_10,2,10
0.6031298828970547,1_10,4,10
0.5055464194608081,1_10,3,10
0.4949167035701005,1_10,2,10
0.5662697145402366,1_10,3,10
0.5780994688133454,1_10,3,10
0.5214019775110545,1_10,2,10
0.541522448866777,1_10,2,10
0.4892089936460341,1_10,2,10
0.5010842317302718,1_10,2,10
0.49621460050481847,1_10,3,10
0.5197505012829151,1_10,3,10
0.5293188424791057,1_10,3,10
0.5916682205182731,1_10,3,10
0.5312889557344975,1_10,1,10
0.533957057893806,1_10,3,10
0.5560531528313478,1_10,1,10
0.5631065166489431,1_10,2,10
0.5693087897371222,1_10,3,10
0.5736777862590782,1_10,3,10
0.5447828031074323,1_10,3,10
0.5559720787662512,1_10,3,10
0.5039187869987392,1_10,3,10
