Length,AgeMatMin,DepthRangeDeep,part,bulk_trophic_level,EnvTemp,feeding_mode,nutrient,BodyShapeI,concentration,feeding_level,species1,DemersPelag,common_name
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,21,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
83.99999999999999,NA,250,NA,3.23,temperate,selective plankton feeding,protein,fusiform / normal,18.999999999999996,mainly animals (troph. 2.8 and up),Oncorhynchus nerka,pelagic-oceanic,NA
