FEve,replicate
0.763766270180623,248.Community1
0.8206102754919724,249.Community1
0.7903192081492184,25.Community1
0.8149956606246901,250.Community1
0.7915571522781124,251.Community1
0.7691943675231644,252.Community1
0.8206947217692115,253.Community1
0.7791493945660628,254.Community1
0.8185442266415931,255.Community1
0.8203933798612735,256.Community1
0.8247980941216736,257.Community1
0.7985805549636709,258.Community1
0.8161252856092708,259.Community1
0.7958873717872619,26.Community1
0.7921864306548881,260.Community1
0.8244710105040818,261.Community1
0.7905328173505807,262.Community1
0.7815731184741598,263.Community1
0.794576840479928,264.Community1
0.8382079255127123,265.Community1
0.8055150985757678,266.Community1
0.8094015268183804,267.Community1
0.7804024007598311,268.Community1
0.8117407171688739,269.Community1
0.7992307502009733,27.Community1
0.8029362498166259,270.Community1
0.8106231391933502,271.Community1
0.767216686311075,272.Community1
0.7723191047763657,273.Community1
0.7884301145055271,274.Community1
0.780659636006907,275.Community1
0.8130515937930867,276.Community1
0.805435626562702,277.Community1
0.7731360352578625,278.Community1
0.8268725005789528,279.Community1
0.8108175429228036,28.Community1
0.7849073293204608,280.Community1
0.7910107767940772,281.Community1
0.7816818704041977,282.Community1
0.8196605543088691,283.Community1
0.8403568059857274,284.Community1
0.7972857673325817,285.Community1
0.8028588916159604,286.Community1
0.8328953088142004,287.Community1
0.8150907059476948,288.Community1
0.8065515742909988,289.Community1
0.8314758795248566,29.Community1
0.8026773734595273,290.Community1
0.8473740490570806,291.Community1
0.8072046332254792,292.Community1
0.7663485656814123,293.Community1
0.8002056562728765,294.Community1
0.772246680718415,295.Community1
0.8079715247883338,296.Community1
0.7616758141982723,297.Community1
0.78844877130917,298.Community1
0.8102282432300735,299.Community1
0.7782006152098533,3.Community1
0.7938377646403783,30.Community1
0.8139311028519404,300.Community1
0.7972483160605643,301.Community1
0.8216375206148457,302.Community1
0.7766204487813823,303.Community1
0.8122335287074323,304.Community1
0.8009250646205149,305.Community1
0.8144413631078011,306.Community1
0.8140095296746597,307.Community1
0.8091649541694076,308.Community1
0.8363903759538396,309.Community1
0.7671075359023471,31.Community1
0.8371160707689368,310.Community1
0.7514046290488038,311.Community1
0.8219339282438397,312.Community1
0.7922634605958785,313.Community1
0.7873770434627176,314.Community1
0.7694032655385792,315.Community1
0.8150582310152585,316.Community1
0.7655291564392488,317.Community1
0.786564264312881,318.Community1
0.809938850552853,319.Community1
0.7769600530964252,32.Community1
0.7825477452307648,320.Community1
0.779807611963847,321.Community1
0.8111330578551361,322.Community1
0.7803304605787555,323.Community1
0.8012820722888471,324.Community1
0.7883057811616071,325.Community1
0.8242317058740957,326.Community1
0.7962107695678124,327.Community1
0.797219240252469,328.Community1
0.8060079086753343,329.Community1
0.7781220450995584,33.Community1
0.7903526428657964,330.Community1
0.819164846394539,331.Community1
0.7778669247473906,332.Community1
0.7993822183996183,333.Community1
0.7800206659051125,334.Community1
0.8019412882603717,335.Community1
0.8384604194082341,336.Community1
0.7656572790772594,337.Community1
0.8104607529789061,338.Community1
0.7961026585976736,339.Community1
0.802593572564528,34.Community1
0.7710643650021999,340.Community1
0.796175808104877,341.Community1
0.7908325044469954,342.Community1
0.7857527867428561,343.Community1
0.7532397939324624,344.Community1
0.802817514722636,345.Community1
0.8186249260099474,346.Community1
0.78299387240367,347.Community1
0.8122801340592116,348.Community1
0.8538565393395857,349.Community1
0.7993046778796344,35.Community1
0.7806534351499209,350.Community1
0.8096958194772524,351.Community1
0.8460827955398955,352.Community1
0.83413876354836,353.Community1
0.8496193655630454,354.Community1
0.7625382036794475,355.Community1
0.7875469307551658,356.Community1
0.8286798746169131,357.Community1
0.789622078144856,358.Community1
0.8508510323015314,359.Community1
0.7970313869744994,36.Community1
0.7873169827808213,360.Community1
0.8172137921248117,361.Community1
0.8083376898184254,362.Community1
0.8093293818640146,363.Community1
0.8014067196219743,364.Community1
0.770187035870211,365.Community1
0.7908205625647228,366.Community1
0.7910158613291419,367.Community1
0.7544691966552621,368.Community1
0.809376851095182,369.Community1
0.7478253604897732,37.Community1
0.7692509686568337,370.Community1
0.7878970200558526,371.Community1
0.8174488466990493,372.Community1
0.7982946904660173,373.Community1
0.8369654932219194,374.Community1
0.7724749639079072,375.Community1
0.7888138337112751,376.Community1
0.7840739986799493,377.Community1
0.8145513597916425,378.Community1
0.7783553692738902,379.Community1
0.8123109755420824,38.Community1
0.8356236752491195,380.Community1
0.806762980689248,381.Community1
0.8195058676332546,382.Community1
0.7970211565898986,383.Community1
0.8113605833028693,384.Community1
0.8117688340728323,385.Community1
0.7781535376469665,386.Community1
0.7417250035474957,387.Community1
0.8308271314860172,388.Community1
0.7772953294030897,389.Community1
0.8274795420273207,39.Community1
0.8108176000825569,390.Community1
0.7999768918742787,391.Community1
0.8181781163357402,392.Community1
0.7739547512288558,393.Community1
0.77746474047277625,394.Community1
0.8110878903007895,395.Community1
0.8372859214873177,396.Community1
0.7935976699144298,397.Community1
0.7846522503708531,398.Community1
0.7544756898783445,399.Community1
0.8184114667751657,4.Community1
0.8027253332050918,40.Community1
0.7697250740989449,400.Community1
0.7534475767797624,401.Community1
0.8283156361105747,402.Community1
0.8129800819085757,403.Community1
0.7777108651275372,404.Community1
0.8217960485943333,405.Community1
0.7852741906173727,406.Community1
0.765761333527779,407.Community1
0.789039531467975,408.Community1
0.8109217845786546,409.Community1
0.7991159417465001,41.Community1
0.7766663277019787,410.Community1
0.7763494393765032,411.Community1
0.8147189920304304,412.Community1
0.8242881470973308,413.Community1
0.7593006558768387,414.Community1
0.7777210489794624,415.Community1
0.7951858006220995,416.Community1
0.8158206395057089,417.Community1
0.8150328395984409,418.Community1
0.7759841272738726,419.Community1
0.8118084210656107,42.Community1
0.8106039724351173,420.Community1
0.7877292097224113,421.Community1
0.8332503374936125,422.Community1
0.8270793979907344,423.Community1
0.8214568000639024,424.Community1
0.8056770245406113,425.Community1
0.7995296804621858,426.Community1
0.7622974397394928,427.Community1
0.7816237002630896,428.Community1
0.7847776857269038,429.Community1
0.7551053194866761,43.Community1
0.7843212429089752,430.Community1
0.7863626615899764,431.Community1
0.7897186516103365,432.Community1
0.8218074268022442,433.Community1
0.7609103653577863,434.Community1
0.8093329913476373,435.Community1
0.8275131460090697,436.Community1
0.8087393438413657,437.Community1
0.8252446127652456,438.Community1
0.7649121684124189,439.Community1
0.772425421556757,44.Community1
0.79330256468814,440.Community1
0.7404560111298223,441.Community1
0.7947949519347255,442.Community1
0.818787856993927,443.Community1
0.825701632307308,444.Community1
0.7887727506574745,445.Community1
0.7548269757603515,446.Community1
0.7609233240065635,447.Community1
0.7934686280324178,448.Community1
0.7806266650477852,449.Community1
0.8070685056831618,45.Community1
0.7965008662077394,450.Community1
0.81179519389853,451.Community1
0.7609110387617121,452.Community1
0.817197048488437,453.Community1
0.7768734924225925,454.Community1
0.8052518297628573,455.Community1
0.8428500687427715,456.Community1
0.806619719949259,457.Community1
0.7916445559386676,458.Community1
0.7916064461828621,459.Community1
0.7937859135180322,46.Community1
0.7898723121940807,460.Community1
0.7753870193408581,461.Community1
0.7998856338836702,462.Community1
0.783574426099914,463.Community1
0.7864312097479313,464.Community1
0.7880953642905363,465.Community1
0.8128424649251357,466.Community1
0.796551225659856,467.Community1
0.7966421344377008,468.Community1
0.7567244162435465,469.Community1
0.7744173263313692,47.Community1
0.800858584908806,470.Community1
0.8209157259460393,471.Community1
0.789705625602671,472.Community1
0.8201856641945858,473.Community1
0.8558075912474925,474.Community1
0.8237091823444971,475.Community1
0.8465582337600127,476.Community1
0.7600684225894739,477.Community1
0.8020491582108965,478.Community1
0.8092458762077746,479.Community1
0.8465358028844445,48.Community1
0.7775460895373679,480.Community1
0.7453862837736511,481.Community1
0.7918151987208482,482.Community1
0.8162109926724748,483.Community1
0.8243912290387704,484.Community1
0.7968913926879589,485.Community1
0.7872711896859279,486.Community1
0.7502429668691115,487.Community1
0.8007092795649587,488.Community1
0.8461546050495979,489.Community1
0.7716583028316787,49.Community1
0.7883627701352605,490.Community1
0.7962674469377247,491.Community1
0.8076024867215619,492.Community1
0.791499633675777,493.Community1
0.8144587886671538,494.Community1
0.7999978355630442,495.Community1
0.7765292237924185,496.Community1
0.8141176406765283,497.Community1
0.8203114227615874,498.Community1
0.7984232031471545,499.Community1
0.797815060613247,5.Community1
0.7983945497410777,50.Community1
0.8024587662880013,500.Community1
0.7872897179693031,501.Community1
0.79103515959071935,502.Community1
0.7838305203973694,503.Community1
0.807720970525377,504.Community1
0.7958163717337499,505.Community1
0.8028582230756471,506.Community1
0.7785449180370169,507.Community1
0.7796906821447686,508.Community1
0.8046492080479328,509.Community1
0.7569252952522151,51.Community1
0.8483317253848538,510.Community1
0.8211468478896007,511.Community1
0.7760690442410554,512.Community1
0.7823570054165572,513.Community1
0.8175844581084868,514.Community1
0.7622063889691357,515.Community1
0.8013756828544295,516.Community1
0.8367059037392467,517.Community1
0.788042229028322,518.Community1
0.7978111410740165,519.Community1
0.8058230277332905,52.Community1
0.7779234906587388,520.Community1
0.8115741814497088,521.Community1
0.7748207126569805,522.Community1
0.7608789952651954,523.Community1
0.8236598479337139,524.Community1
0.7977671908504074,525.Community1
0.8056739412425403,526.Community1
0.82269730447629,527.Community1
0.8080046431478316,528.Community1
0.7606131877023707,529.Community1
0.7823799895120861,53.Community1
0.7723359613908445,530.Community1
0.7992999315562899,531.Community1
0.8006990178787466,532.Community1
0.748568127766815,533.Community1
0.8223947197284056,534.Community1
0.8242108032833995,535.Community1
0.7868269497957544,536.Community1
0.8040715236059496,537.Community1
0.8210859482508329,538.Community1
0.7983588784114463,539.Community1
0.7512508984327401,54.Community1
0.816308373279737,540.Community1
0.8115532499119228,541.Community1
0.784306885100987,542.Community1
0.7902690358604272,543.Community1
0.8109151478232591,544.Community1
0.8139055941029879,545.Community1
0.831829323213488,546.Community1
0.7816792460300079,547.Community1
0.781501219911591,548.Community1
0.7676326158251924,549.Community1
0.7681475468676244,55.Community1
0.8203200841477567,550.Community1
0.8165888468619908,551.Community1
0.7610313698936942,552.Community1
0.8111092621551079,553.Community1
0.7695911359470835,554.Community1
0.8345757759732556,555.Community1
0.789047548559718,556.Community1
0.7585690873213138,557.Community1
0.8481226293042119,558.Community1
0.7810967892946192,559.Community1
0.8544407743014658,56.Community1
0.7686683772376216,560.Community1
0.780319812889264,561.Community1
0.7983868957020628,562.Community1
0.7956951044884442,563.Community1
0.8134821714072161,564.Community1
0.7480095732464686,565.Community1
0.7840569560002602,566.Community1
0.7809743762972889,567.Community1
0.7800018797862578,568.Community1
0.7742966971276684,569.Community1
0.806241898872887,57.Community1
0.8172442722066048,570.Community1
0.7678762262443126,571.Community1
0.795521578801891,572.Community1
0.7536625691618613,573.Community1
0.7669459919785316,574.Community1
0.800179768528863,575.Community1
0.831850387060499,576.Community1
0.791920555757706,577.Community1
0.7709723279367073,578.Community1
0.8113076467929792,579.Community1
0.7768043331031617,58.Community1
0.8049010136362269,580.Community1
0.8084155757905301,581.Community1
0.833914750616526,582.Community1
0.8501354863232468,583.Community1
0.8064522845890725,584.Community1
0.8222178260542892,585.Community1
0.8072079955362488,586.Community1
0.7642446446879854,587.Community1
0.7676300309087363,588.Community1
0.7791105345024036,589.Community1
0.8137047074530536,59.Community1
0.8235574169197514,590.Community1
0.7829711980855668,591.Community1
0.7896117290381306,592.Community1
0.8378622449509515,593.Community1
0.8398541513047367,594.Community1
0.7916163279956336,595.Community1
0.8213224865615586,596.Community1
0.8160376111128901,597.Community1
0.8111885809336443,598.Community1
0.7977773533341234,599.Community1
0.8057242363011358,6.Community1
0.8588268116297225,60.Community1
0.8485844271680585,600.Community1
0.786666957544901,601.Community1
0.809135143789621,602.Community1
0.7870288102952423,603.Community1
0.7903552969686605,604.Community1
0.797010627178902,605.Community1
0.7993115886523684,606.Community1
0.7801108630134145,607.Community1
0.8202398663716508,608.Community1
0.7864870778824773,609.Community1
0.7985326264943267,61.Community1
0.7482691452531849,610.Community1
0.7617841347336094,611.Community1
0.7759968688437796,612.Community1
0.7581955954456046,613.Community1
0.8134063087574247,614.Community1
0.7762521855892794,615.Community1
0.8356710304519669,616.Community1
0.8277936517845714,617.Community1
0.7584961296234622,618.Community1
0.8180002030120592,619.Community1
0.7597996497710885,62.Community1
0.7791404922991734,620.Community1
0.7653180487767903,621.Community1
0.8278629304555946,622.Community1
0.7990814731031598,623.Community1
0.7814606310089286,624.Community1
0.7637442288025909,625.Community1
0.7883945675655314,626.Community1
0.8039774992219778,627.Community1
0.7692941330131123,628.Community1
0.7784401229627023,629.Community1
0.8046770698257885,63.Community1
0.8373087630996708,630.Community1
0.8331940581641801,631.Community1
0.7992711759825182,632.Community1
0.7550683654750504,633.Community1
0.7683947981258569,634.Community1
0.8060165820912036,635.Community1
0.7716513909886562,636.Community1
0.8183778162564594,637.Community1
0.8072378053571302,638.Community1
0.7886783684626412,639.Community1
0.7805746344226095,64.Community1
0.7627537289514578,640.Community1
0.7641056847547592,641.Community1
0.8350972982001454,642.Community1
0.7844879668995834,643.Community1
0.7889211810903478,644.Community1
0.8213940308725396,645.Community1
0.7996597905604915,646.Community1
0.7859354771456305,647.Community1
0.8006130624429151,648.Community1
0.8064370354661857,649.Community1
0.7714516770671493,65.Community1
0.809865140389586,650.Community1
0.8170720402268133,651.Community1
0.810664956353855,652.Community1
0.8030575818159212,653.Community1
0.8017259309881455,654.Community1
0.8114655573999261,655.Community1
0.7347882680745995,656.Community1
0.7935387108651385,657.Community1
0.7685266414846508,658.Community1
0.7910764835821211,659.Community1
0.7920399643189141,66.Community1
0.765341871039353,660.Community1
0.7935437620216973,661.Community1
0.8189142672405586,662.Community1
0.8292296473600396,663.Community1
0.7976016003331872,664.Community1
0.7964218859959716,665.Community1
0.8254466223928923,666.Community1
0.774631882512125,667.Community1
0.8294772608566089,668.Community1
0.7730720269468979,669.Community1
0.7649556799379981,67.Community1
0.7796944230118625,670.Community1
0.8013876177879046,671.Community1
0.7905614775170512,672.Community1
0.8039273029613283,673.Community1
0.7922553515285783,674.Community1
0.8434513426713919,675.Community1
0.7916423480321619,676.Community1
0.8184886460345098,677.Community1
0.7894584628983096,678.Community1
0.8216853788784769,679.Community1
0.8020840996224167,68.Community1
0.7708535774825618,680.Community1
0.7945369550404292,681.Community1
0.8170439707116021,682.Community1
0.7875458537360503,683.Community1
0.850659288809394,684.Community1
0.8192968911684909,685.Community1
0.8109100906660137,686.Community1
0.7701261544632515,687.Community1
0.8370976693038387,688.Community1
0.8543195450052142,689.Community1
0.794184686157644,69.Community1
0.806317080825305,690.Community1
0.8087499382414699,691.Community1
0.7870225345746752,692.Community1
0.8237783147048987,693.Community1
0.7801081778317621,694.Community1
0.8258594572516239,695.Community1
0.8136697499392739,696.Community1
0.7883817604421604,697.Community1
0.7832634814472585,698.Community1
0.7800375805885038,699.Community1
0.8098135448493791,7.Community1
0.7908896309836045,70.Community1
0.7763995762051837,700.Community1
0.8187510088993245,701.Community1
0.7675519703631071,702.Community1
0.8234046629257915,703.Community1
0.834683115094509,704.Community1
0.7994570164582415,705.Community1
0.7826467191526613,706.Community1
0.8103101705108408,707.Community1
0.7802232864409062,708.Community1
0.749069897374187,709.Community1
0.7816437358953765,71.Community1
0.8078224619583985,710.Community1
0.8172130494896909,711.Community1
0.7752985527097228,712.Community1
0.7702676863401422,713.Community1
0.7478579174204364,714.Community1
0.7721774880627851,715.Community1
0.7542647894674633,716.Community1
0.7735080717990394,717.Community1
0.8029961793567281,718.Community1
0.7558010207313002,719.Community1
0.8234960091170712,72.Community1
0.7619765081562525,720.Community1
0.8271603190141791,721.Community1
0.8376308109422582,722.Community1
0.8193145552566804,723.Community1
0.8410518201088749,724.Community1
0.8286321657381189,725.Community1
0.7881073792062516,726.Community1
0.7762598019735782,727.Community1
0.7768553687786095,728.Community1
0.8144602857662964,729.Community1
0.7942912932178684,73.Community1
0.7501257330828702,730.Community1
0.8082387390561859,731.Community1
0.8144563556441106,732.Community1
0.785770548234262,733.Community1
0.7845701096726949,734.Community1
0.788788993517432,735.Community1
0.7709944097847096,736.Community1
0.7880507317124719,737.Community1
0.7819063311475477,738.Community1
0.8255186035807743,739.Community1
0.8112139710867723,74.Community1
0.8011849927106919,740.Community1
0.750751992575252,741.Community1
0.7712918313397663,742.Community1
0.836609070111878,743.Community1
0.7965393046262031,744.Community1
0.801007172156054,745.Community1
0.8008888452574678,746.Community1
0.7612248373114967,747.Community1
0.8042919035176589,748.Community1
0.8117675245443075,749.Community1
0.8308502116384427,75.Community1
0.7809690475874184,750.Community1
0.8223409269776302,751.Community1
0.7849533224487562,752.Community1
0.7698822099598325,753.Community1
0.828616292712874,754.Community1
0.7942094838434985,755.Community1
0.807980828436404,756.Community1
0.8168783054464177,757.Community1
0.8049137170087277,758.Community1
0.7998492427113645,759.Community1
0.8061118742219577,76.Community1
0.8002119658426431,760.Community1
0.8241740464753039,761.Community1
0.7777801647678204,762.Community1
0.7995046571369888,763.Community1
0.7359394814263299,764.Community1
0.8386715898013689,765.Community1
0.8049078348718689,766.Community1
0.811385718617219,767.Community1
0.7909745740483538,768.Community1
0.7970256943253755,769.Community1
0.7612158669397058,77.Community1
0.8186101828182815,770.Community1
0.7844181478959728,771.Community1
0.8150764691754019,772.Community1
0.7847728319141285,773.Community1
0.7810929545627158,774.Community1
0.7857458709668986,775.Community1
0.7802658988763803,776.Community1
0.811422239541893,777.Community1
0.7369867843494553,778.Community1
0.842364341092996,779.Community1
0.7626710913076489,78.Community1
0.8018863041260426,780.Community1
0.7839088936207118,781.Community1
0.8090443134661215,782.Community1
0.8173596469191562,783.Community1
0.8445939556929938,784.Community1
0.8047712786199102,785.Community1
0.8211676141814501,786.Community1
0.8046556655856488,787.Community1
0.7688702297087918,788.Community1
0.771733900407465,789.Community1
0.7933278822103516,79.Community1
0.7800406148397027,790.Community1
0.8090505187121794,791.Community1
0.7790289297103181,792.Community1
0.7788162891950073,793.Community1
0.8025559336847401,794.Community1
0.8008634190409436,795.Community1
0.8269736655778447,796.Community1
0.764579431149604,797.Community1
0.7767526823529881,798.Community1
0.8119643540005297,799.Community1
0.8651891586393642,8.Community1
0.7398790517912129,80.Community1
0.7634329939659299,800.Community1
0.8374339471856787,801.Community1
0.784136862784669,802.Community1
0.7809748051222222,803.Community1
0.8107359332414001,804.Community1
0.815479777756025,805.Community1
0.7321691927616505,806.Community1
0.7857282268558551,807.Community1
0.8136039673745092,808.Community1
0.8237477155291375,809.Community1
0.7627861639572675,81.Community1
0.7932026536413583,810.Community1
0.7503905660986298,811.Community1
0.7895183472881372,812.Community1
0.8005026723597571,813.Community1
0.7371004798636036,814.Community1
0.8262391901785247,815.Community1
0.8166937806965116,816.Community1
0.8117638820410276,817.Community1
0.8058724366379897,818.Community1
0.8158321387100206,819.Community1
0.8280899025838366,82.Community1
0.781966860282733,820.Community1
0.784950180929152,821.Community1
0.7823086688480986,822.Community1
0.7990882427756898,823.Community1
0.7789844669206054,824.Community1
0.8289681319800498,825.Community1
0.7985782689225897,826.Community1
0.7926324842509311,827.Community1
0.8027552934485268,828.Community1
0.823538244808786,829.Community1
0.7833278203184665,83.Community1
0.7981771671597468,830.Community1
0.7729083373841538,831.Community1
0.7768512077481806,832.Community1
0.7785978627012062,833.Community1
0.8293844410388287,834.Community1
0.8493440668904146,835.Community1
0.8010415844695712,836.Community1
0.8154114024083973,837.Community1
0.7955358240044864,838.Community1
0.7971777519413124,839.Community1
0.7734311397712293,84.Community1
0.7957331440939045,840.Community1
0.7614440681990734,841.Community1
0.7824574513316787,842.Community1
0.7992412126499822,843.Community1
0.8005747092282588,844.Community1
0.7835224587670839,845.Community1
0.7625488352970754,846.Community1
0.7987379235778993,847.Community1
0.7666756463173661,848.Community1
0.8155519411361443,849.Community1
0.8563303753863607,85.Community1
0.7673659586444638,850.Community1
0.832216739642022,851.Community1
0.8257544278877182,852.Community1
0.8315167368249738,853.Community1
0.7910544048903357,854.Community1
0.7955339305542334,855.Community1
0.8203672004239186,856.Community1
0.7745572926673143,857.Community1
0.8255689309825913,858.Community1
0.85352956417793,859.Community1
0.7417970324887811,86.Community1
0.8100733612848053,860.Community1
0.7586584099872814,861.Community1
0.8055047569122705,862.Community1
0.7958161130883594,863.Community1
0.8231801113156562,864.Community1
0.775506257222317,865.Community1
0.8277540771718702,866.Community1
0.7868756780815851,867.Community1
0.806548335774179,868.Community1
0.7490489026424625,869.Community1
0.7743460923306644,87.Community1
0.8245817936246866,870.Community1
0.7629850699250444,871.Community1
0.8328979620161044,872.Community1
0.779324641489921,873.Community1
0.8299722322063804,874.Community1
0.7937544920265494,875.Community1
0.80701602886122,876.Community1
0.8056773154557683,877.Community1
0.7848844648410847,878.Community1
0.7781623008792299,879.Community1
0.7683704011060727,88.Community1
0.8351075648794583,880.Community1
0.7857576452854051,881.Community1
0.794878339172925,882.Community1
0.783435660836626,883.Community1
0.7790907932981677,884.Community1
0.8597225008030935,885.Community1
0.7918248527824705,886.Community1
0.8017691078472817,887.Community1
0.8588632693351448,888.Community1
0.7903080966707351,889.Community1
0.80451708345591455,89.Community1
0.8262269479670542,890.Community1
0.7769887076932526,891.Community1
0.8081508924714833,892.Community1
0.7961730980657404,893.Community1
0.7628986838554163,894.Community1
0.8509888061007507,895.Community1
0.7837358157264481,896.Community1
0.8191378664136141,897.Community1
0.7908275470301215,898.Community1
0.8050275282670868,899.Community1
0.7705034093225949,9.Community1
0.8095408049712137,90.Community1
0.8009445957146549,900.Community1
0.8065285191252847,901.Community1
0.8434872203255795,902.Community1
0.7739747410148857,903.Community1
0.7742835759511836,904.Community1
0.7962933264764442,905.Community1
0.7559924532535984,906.Community1
0.8276299234782922,907.Community1
0.7715841827851679,908.Community1
0.7967912375845189,909.Community1
0.8479348481642942,91.Community1
0.803980841161563,910.Community1
0.8023282951930477,911.Community1
0.7878628313495415,912.Community1
0.7820692846803092,913.Community1
0.7827351783964984,914.Community1
0.7570540325460032,915.Community1
0.8153149071719813,916.Community1
0.8301854841266303,917.Community1
0.7685281389764314,918.Community1
0.7869484705560496,919.Community1
0.8206072483930928,92.Community1
0.8378423904547998,920.Community1
0.7621205343757202,921.Community1
0.8199105234861052,922.Community1
0.7758188297053716,923.Community1
0.7884249775389002,924.Community1
0.7902550938669138,925.Community1
0.8067963734305267,926.Community1
0.7903695955283289,927.Community1
0.7965718636412469,928.Community1
0.760647178730516,929.Community1
0.7912288300790571,93.Community1
0.7921816890276495,930.Community1
0.7549182493540947,931.Community1
0.7984682396672732,932.Community1
0.7690801184064145,933.Community1
0.7353746453736654,934.Community1
0.7949038646269343,935.Community1
0.781274660978699,936.Community1
0.7998978896128138,937.Community1
0.7790026329407203,938.Community1
0.772487030590141,939.Community1
0.8311192466447769,94.Community1
0.8013493443957852,940.Community1
0.7530883503357214,941.Community1
0.7961017241926148,942.Community1
0.7479942376864842,943.Community1
0.8154419810247361,944.Community1
