run,fdis,sample,nt,s
31,0.5044045691318856,176_6,3,4
31,0.45628519248411037,177_4,2,5
31,0.41676988991830255,177_5,2,5
31,0.5412504000736308,177_6,3,5
31,0.45628519248411037,178_4,3,5
31,0.5213643322144652,178_5,2,5
31,0.5412504000736308,178_6,2,5
31,0.45628519248411037,179_4,4,5
31,0.5213643322144652,179_5,2,5
31,0.5220985171316685,179_6,3,5
31,0.5299472854662852,18_3,3,5
31,0.48240608212060787,18_4,2,5
31,0.5213643322144652,18_5,3,5
31,0.485581335715591,18_6,4,5
31,0.5216783065964182,18_7,3,5
31,0.528625061200115,18_8,3,5
31,0.5388822127488515,180_4,2,5
31,0.4893594872894999,180_5,2,5
31,0.48459141884387075,180_6,4,5
31,0.5388822127488515,181_4,2,5
31,0.42742496993206186,181_5,4,5
31,0.5315300173823171,181_6,4,5
31,0.5388822127488515,182_4,2,5
31,0.5395854668178444,182_5,4,5
31,0.5044045691318856,182_6,2,5
31,0.5096083874053143,183_4,4,5
31,0.5267185655697861,183_5,3,5
31,0.5069852591142815,183_6,2,5
31,0.5096083874053143,184_4,4,5
31,0.5267185655697861,184_5,4,5
31,0.5069852591142815,184_6,3,5
31,0.4893484270653331,185_4,3,5
31,0.49081242129430824,185_5,1,5
31,0.5069852591142815,185_6,1,5
31,0.5114696779386521,186_4,1,5
31,0.49081242129430824,186_5,2,5
31,0.4699244358589445,186_6,1,5
31,0.5114696779386521,187_4,2,5
31,0.4606668956621448,187_5,2,5
31,0.4699244358589445,187_6,1,5
31,0.5114696779386521,188_4,1,5
31,0.5426229211194822,188_5,2,5
31,0.4634627344007356,188_6,1,5
31,0.4351919920708439,189_4,1,5
31,0.5426229211194822,189_5,2,5
31,0.53998538946805,189_6,1,5
31,0.43301270189221924,19_3,2,5
31,0.5351156695954989,19_4,3,5
31,0.4597358356510841,19_5,2,5
31,0.485581335715591,19_6,2,5
31,0.5067563011490511,19_7,1,5
31,0.49730890602180144,19_8,1,5
31,0.4351919920708439,190_4,2,5
31,0.5145078056962809,190_5,1,5
31,0.53998538946805,190_6,1,5
31,0.4145780987944253,191_4,3,5
31,0.4710063882018467,191_5,1,5
31,0.5322528522648763,191_6,4,5
31,0.535115669595499,192_4,3,5
31,0.5213643322144652,192_5,2,5
31,0.49590287525426024,192_6,2,5
31,0.535115669595499,193_4,2,5
31,0.5213643322144652,193_5,3,5
31,0.5044045691318859,193_6,1,5
31,0.5114696779386524,194_4,3,5
31,0.4893594872894999,194_5,2,5
31,0.5044045691318859,194_6,2,5
31,0.4351919920708439,195_4,3,5
31,0.42742496993206186,195_5,2,5
31,0.4961296355959948,195_6,2,5
31,0.5388822127488516,196_4,3,5
31,0.4893594872895,196_5,1,5
31,0.44479835005148266,196_6,1,5
31,0.5388822127488516,197_4,1,5
31,0.47832750063533397,197_5,2,5
31,0.5166584437130919,197_6,1,5
31,0.5388822127488516,198_4,1,5
31,0.4384973488016814,198_5,2,5
31,0.5399853894680501,198_6,1,5
31,0.5096083874053143,199_4,2,5
31,0.4384973488016814,199_5,3,5
31,0.5399853894680501,199_6,2,5
31,0.43301270189221924,2_3,1,5
31,0.4848721449451698,2_4,1,5
31,0.4274249699320619,2_5,3,5
31,0.5288365117046805,2_6,1,5
31,0.4823327276446832,2_7,3,5
31,0.5214357388412076,2_8,2,5
31,0.5288119469572492,2_9,1,5
31,0.43301270189221924,20_3,3,5
31,0.45927932677184585,20_4,4,5
31,0.4597358356510841,20_5,2,5
31,0.5507347123999874,20_6,3,5
31,0.4625763003765436,20_7,1,5
31,0.5393995352023565,20_8,1,5
31,0.5096083874053143,200_4,4,5
31,0.4384973488016814,200_5,1,5
31,0.5322528522648762,200_6,3,5
31,0.489348427065333,201_4,2,5
31,0.5246901067246992,201_5,1,5
31,0.4959028752542601,201_6,3,5
31,0.5659615711335888,202_4,2,5
31,0.5246901067246992,202_5,3,5
31,0.5532562854837889,202_6,3,5
31,0.5659615711335888,203_4,1,5
31,0.5246901067246992,203_5,3,5
31,0.5166584437130919,203_6,3,5
31,0.5472728695300397,204_4,3,5
31,0.48795494503078257,204_5,3,5
31,0.5399853894680501,204_6,1,5
31,0.5114696779386526,205_4,1,5
31,0.48795494503078257,205_5,1,5
31,0.5399853894680501,205_6,2,5
31,0.535115669595499,206_4,3,5
31,0.4770641329087549,206_5,2,5
31,0.5322528522648762,206_6,1,5
31,0.535115669595499,207_4,1,5
31,0.4893594872894999,207_5,3,5
31,0.4959028752542601,207_6,1,5
31,0.5114696779386524,208_4,3,5
31,0.4893594872894999,208_5,2,5
31,0.5532562854837889,208_6,1,5
31,0.4351919920708439,209_4,1,5
31,0.4893594872894999,209_5,3,5
31,0.5166584437130919,209_6,3,5
31,0.43301270189221924,21_3,1,5
31,0.4351919920708439,21_4,3,5
31,0.4274249699320619,21_5,2,5
31,0.5412504000736309,21_6,1,5
31,0.5390878477832257,21_7,3,5
31,0.5134579582763001,21_8,2,5
31,0.5114696779386526,210_4,3,5
31,0.42742496993206175,210_5,1,5
31,0.5532562854837889,210_6,1,5
31,0.42742496993206175,211_5,4,5
31,0.4167698899183028,212_5,2,5
31,0.5213643322144654,213_5,1,5
31,0.5213643322144654,214_5,3,5
31,0.5078176033111067,215_5,3,5
31,0.44641016151377555,216_5,1,5
31,0.5246901067246991,217_5,3,5
31,0.5246901067246991,218_5,3,5
31,0.5246901067246991,219_5,3,5
31,0.4799551230518135,22_3,1,5
31,0.4351919920708439,22_4,3,5
31,0.4743641239885325,22_5,3,5
31,0.5412504000736309,22_6,2,5
31,0.5325709354812374,22_7,3,5
31,0.5390953428875211,22_8,3,5
31,0.48795494503078246,220_5,1,5
31,0.48795494503078246,221_5,1,5
31,0.47706413290875493,222_5,3,5
31,0.5567696328367544,223_5,1,5
31,0.5567696328367544,224_5,3,5
31,0.5448768270638463,225_5,2,5
31,0.5075202271603619,226_5,1,5
31,0.5213643322144654,227_5,3,5
31,0.5213643322144654,228_5,2,5
31,0.5078176033111067,229_5,3,5
31,0.5299472854662851,23_3,2,5
31,0.5351156695954989,23_4,1,5
31,0.5395854668178444,23_5,3,5
31,0.505679495224649,23_6,3,5
31,0.5325709354812374,23_7,3,5
31,0.5390953428875211,23_8,3,5
31,0.44641016151377555,230_5,1,5
31,0.5213643322144657,231_5,3,5
31,0.5246901067246991,232_5,3,5
31,0.5246901067246991,233_5,2,5
31,0.5246901067246991,234_5,3,5
31,0.48795494503078246,235_5,3,5
31,0.48795494503078246,236_5,3,5
31,0.47706413290875493,237_5,3,5
31,0.5567696328367544,238_5,2,5
31,0.5567696328367544,239_5,2,5
31,0.5299472854662852,24_3,2,5
31,0.5114696779386525,24_4,2,5
31,0.5058994925346275,24_5,3,5
31,0.505679495224649,24_6,2,5
31,0.49944889496843786,24_7,2,5
31,0.528625061200115,24_8,3,5
31,0.5448768270638463,240_5,2,5
31,0.5075202271603619,241_5,3,5
31,0.5213643322144654,242_5,3,5
31,0.5213643322144654,243_5,3,5
31,0.5078176033111067,244_5,2,5
31,0.44641016151377555,245_5,2,5
31,0.5213643322144657,246_5,2,5
31,0.556769632836755,247_5,4,5
31,0.556769632836755,248_5,2,5
31,0.5448768270638464,249_5,2,5
31,0.5299472854662852,25_3,4,5
31,0.5114696779386525,25_4,2,5
31,0.4908124212943082,25_5,3,5
31,0.48459141884387075,25_6,3,5
31,0.49944889496843786,25_7,2,5
31,0.49730890602180144,25_8,2,5
31,0.5075202271603623,250_5,4,5
31,0.5602913655958577,251_5,2,5
31,0.5213643322144657,252_5,2,5
31,0.5299472854662852,26_3,3,5
31,0.4351919920708439,26_4,3,5
31,0.4908124212943082,26_5,2,5
31,0.5260737080627024,26_6,3,5
31,0.48543326401841874,26_7,3,5
31,0.5393995352023565,26_8,3,5
31,0.5299472854662852,27_3,2,5
31,0.4351919920708439,27_4,2,5
31,0.5213643322144657,27_5,2,5
31,0.5166584437130926,27_6,3,5
31,0.5477448010931764,27_7,2,5
31,0.5134579582763001,27_8,4,5
31,0.43301270189221924,28_3,2,5
31,0.3822205981925247,28_4,2,5
31,0.459735835651084,28_5,2,5
31,0.5166584437130926,28_6,4,5
31,0.5477448010931764,28_7,2,5
31,0.5393995352023565,28_8,2,5
31,0.43301270189221924,29_3,4,5
31,0.45628519248411065,29_4,2,5
31,0.44641016151377555,29_5,2,5
31,0.46512784955999326,29_6,3,5
31,0.5332769062261263,29_7,3,5
31,0.5316546550707816,29_8,3,5
31,0.47995512305181337,3_3,2,5
31,0.4351919920708439,3_4,2,5
31,0.5213643322144657,3_5,4,5
31,0.49468909473894507,3_6,2,5
31,0.47645257509391975,3_7,2,5
31,0.5214357388412076,3_8,4,5
31,0.5210642276093916,3_9,2,5
31,0.43301270189221924,30_3,2,5
31,0.3822205981925247,30_4,4,5
31,0.44641016151377555,30_5,4,5
31,0.46512784955999326,30_6,2,5
31,0.49872056132842835,30_7,2,5
31,0.5316546550707816,30_8,4,5
31,0.5299472854662852,31_3,2,5
31,0.5114696779386525,31_4,4,5
31,0.5360810161073634,31_5,4,5
31,0.4447983500514827,31_6,2,5
31,0.5216783065964182,31_7,4,5
31,0.5273777989088309,31_8,2,5
31,0.5299472854662852,32_3,4,5
31,0.43519199207084397,32_4,3,5
31,0.5213643322144652,32_5,2,5
31,0.5260737080627029,32_6,2,5
31,0.5216783065964182,32_7,2,5
31,0.4958675789920027,32_8,4,5
31,0.5299472854662852,33_3,2,5
31,0.43519199207084397,33_4,2,5
31,0.5213643322144652,33_5,4,5
31,0.5260737080627029,33_6,2,5
31,0.5067563011490511,33_7,2,6
31,0.5452581406683763,33_8,2,6
31,0.43301270189221924,34_3,3,6
31,0.43519199207084397,34_4,2,6
31,0.4597358356510841,34_5,4,6
31,0.5044045691318862,34_6,4,6
31,0.4625763003765436,34_7,3,6
31,0.5134579582762999,34_8,3,6
31,0.43301270189221924,35_3,2,6
31,0.45628519248411076,35_4,2,6
31,0.4597358356510841,35_5,4,6
31,0.45279753530043826,35_6,2,6
31,0.5130341831845824,35_7,2,6
31,0.5452581406683765,35_8,3,6
31,0.3861962639091028,36_3,3,6
31,0.5388822127488517,36_4,2,6
31,0.4274249699320619,36_5,3,6
31,0.5288365117046807,36_6,3,6
31,0.5390878477832257,36_7,3,6
31,0.5452581406683765,36_8,2,6
31,0.3861962639091028,37_3,3,6
31,0.5096083874053143,37_4,3,6
31,0.5395854668178443,37_5,3,6
31,0.4946890947389457,37_6,3,6
31,0.5325709354812374,37_7,3,6
31,0.5214357388412074,37_8,2,6
31,0.43301270189221924,38_3,4,6
31,0.5096083874053143,38_4,4,6
31,0.5058994925346276,38_5,3,6
31,0.485581335715591,38_6,3,6
31,0.5325709354812374,38_7,3,6
31,0.5214357388412074,38_8,1,6
31,0.3861962639091028,39_3,1,6
31,0.5096083874053143,39_4,1,6
31,0.4908124212943082,39_5,2,6
31,0.485581335715591,39_6,2,6
31,0.49944889496843786,39_7,1,6
31,0.5119795074833405,39_8,1,6
31,0.43301270189221924,4_3,2,6
31,0.5351156695954989,4_4,1,6
31,0.459735835651084,4_5,2,6
31,0.48558133571559114,4_6,2,6
31,0.47645257509391975,4_7,1,6
31,0.4906577523550677,4_8,1,6
31,0.49234628185649587,4_9,2,6
31,0.5299472854662852,40_3,3,6
31,0.5114696779386525,40_4,1,6
31,0.4908124212943082,40_5,2,6
31,0.5507347123999874,40_6,2,6
31,0.49944889496843786,40_7,1,6
31,0.48094106959745686,40_8,2,6
31,0.43301270189221924,41_3,2,6
31,0.43519199207084397,41_4,2,6
31,0.5567696328367546,41_5,1,6
31,0.5412504000736309,41_6,1,6
31,0.48543326401841874,41_7,2,6
31,0.5286250612001151,41_8,3,6
31,0.386196263909103,42_3,1,6
31,0.43519199207084397,42_4,2,6
31,0.5426229211194821,42_5,2,6
31,0.5412504000736309,42_6,1,6
31,0.5477448010931764,42_7,2,6
31,0.5028945069093976,42_8,2,6
31,0.386196263909103,43_3,2,6
31,0.43519199207084397,43_4,2,6
31,0.5426229211194821,43_5,2,6
31,0.505679495224649,43_6,2,6
31,0.5477448010931764,43_7,2,6
31,0.528625061200115,43_8,2,6
31,0.43301270189221924,44_3,2,6
31,0.5351156695954989,44_4,1,6
31,0.5042485256799237,44_5,1,6
31,0.505679495224649,44_6,2,6
31,0.5332769062261263,44_7,1,6
31,0.528625061200115,44_8,2,6
31,0.3861962639091028,45_3,2,6
31,0.5351156695954989,45_4,1,6
31,0.5042485256799237,45_5,2,6
31,0.48459141884387075,45_6,2,6
31,0.49872056132842835,45_7,2,6
31,0.5273777989088307,45_8,2,6
31,0.5299472854662852,46_3,1,6
31,0.5351156695954989,46_4,2,6
31,0.4710063882018464,46_5,2,6
31,0.5260737080627024,46_6,2,6
31,0.5216783065964182,46_7,2,6
31,0.43301270189221924,47_3,1,6
31,0.45927932677184585,47_4,2,6
31,0.5360810161073634,47_5,2,6
31,0.5166584437130926,47_6,2,6
31,0.5216783065964182,47_7,2,6
31,0.386196263909103,48_3,2,6
31,0.45927932677184585,48_4,2,6
31,0.5213643322144652,48_5,1,6
31,0.5166584437130926,48_6,1,6
31,0.5067563011490511,48_7,2,6
31,0.386196263909103,49_3,1,6
31,0.4351919920708439,49_4,2,6
31,0.5213643322144652,49_5,2,6
31,0.46512784955999326,49_6,1,6
31,0.4625763003765436,49_7,4,6
31,0.5299472854662852,5_3,2,6
31,0.45927932677184585,5_4,2,6
31,0.44641016151377555,5_5,2,6
31,0.48558133571559114,5_6,1,6
31,0.5390878477832258,5_7,2,6
31,0.4906577523550677,5_8,2,6
31,0.5342836601309983,5_9,2,6
31,0.43301270189221924,50_3,2,6
31,0.45628519248411076,50_4,1,6
31,0.4597358356510841,50_5,2,6
31,0.46512784955999326,50_6,2,6
31,0.5130341831845824,50_7,2,6
31,0.47995512305181337,51_3,2,6
31,0.5388822127488517,51_4,2,6
31,0.4597358356510841,51_5,2,6
31,0.4447983500514827,51_6,2,6
31,0.5477448010931764,51_7,1,6
31,0.47995512305181326,52_3,2,6
31,0.5096083874053143,52_4,2,6
31,0.4274249699320619,52_5,1,6
31,0.5260737080627029,52_6,2,6
31,0.5477448010931764,52_7,2,6
31,0.4308992223923241,53_3,2,6
31,0.5096083874053143,53_4,2,6
31,0.5213643322144657,53_5,4,6
31,0.5260737080627029,53_6,2,6
31,0.5332769062261263,53_7,3,6
31,0.4308992223923241,54_3,3,6
31,0.5096083874053143,54_4,2,6
31,0.5213643322144657,54_5,2,6
31,0.5044045691318862,54_6,4,6
31,0.4987205613284282,54_7,2,6
31,0.5299472854662852,55_3,2,6
31,0.5114696779386525,55_4,3,6
31,0.48935948728950035,55_5,3,6
31,0.45279753530043826,55_6,2,6
31,0.5401946085339705,55_7,3,6
31,0.43301270189221924,56_3,3,6
31,0.43519199207084397,56_4,3,6
31,0.4274249699320619,56_5,2,6
31,0.5507347123999874,56_6,2,6
31,0.5130341831845824,56_7,2,6
31,0.386196263909103,57_3,3,6
31,0.43519199207084397,57_4,2,6
31,0.43849734880168134,57_5,2,6
31,0.5412504000736309,57_6,2,6
31,0.5226807748476082,57_7,3,6
31,0.386196263909103,58_3,2,6
31,0.43519199207084397,58_4,3,6
31,0.5246901067246993,58_5,3,6
31,0.5412504000736309,58_6,2,6
31,0.5226807748476082,58_7,2,6
31,0.5299472854662852,59_3,3,6
31,0.5351156695954989,59_4,2,6
31,0.487954945030783,59_5,3,6
31,0.5056794952246491,59_6,3,6
31,0.5226807748476082,59_7,3,6
31,0.43301270189221924,6_3,2,6
31,0.4351919920708439,6_4,3,6
31,0.44641016151377555,6_5,3,6
31,0.5044045691318862,6_6,3,6
31,0.5325709354812375,6_7,2,6
31,0.48094106959745675,6_8,2,6
31,0.5095434269010446,6_9,4,6
31,0.4873312684318762,60_3,2,6
31,0.5351156695954989,60_4,2,6
31,0.487954945030783,60_5,3,6
31,0.5056794952246491,60_6,3,6
31,0.48852539896924635,60_7,2,6
31,0.4873312684318762,61_3,3,6
31,0.5351156695954989,61_4,3,6
31,0.487954945030783,61_5,3,6
31,0.4845914188438707,61_6,2,6
31,0.48852539896924635,61_7,3,6
31,0.386196263909103,62_3,3,6
31,0.45927932677184585,62_4,3,6
31,0.48935948728950035,62_5,2,6
31,0.5518916392820673,62_6,3,6
31,0.4832218970243273,62_7,2,6
31,0.386196263909103,63_3,2,6
31,0.45927932677184585,63_4,2,6
31,0.42742496993206175,63_5,4,6
31,0.5518916392820673,63_6,2,6
31,0.5469227515612376,63_7,2,6
31,0.28867513459481287,64_3,4,6
31,0.4351919920708439,64_4,2,6
31,0.42742496993206175,64_5,3,6
31,0.5315300173823173,64_6,2,6
31,0.5469227515612376,64_7,3,6
31,0.38619626390910283,65_3,2,6
31,0.5388822127488515,65_4,2,6
31,0.42742496993206175,65_5,4,6
31,0.4924442308613937,65_6,2,6
31,0.5409010460554927,65_7,3,6
31,0.28867513459481287,66_3,3,6
31,0.5096083874053144,66_4,2,6
31,0.5213643322144658,66_5,3,6
31,0.5260737080627029,66_6,3,6
31,0.5068815643158301,66_7,3,6
31,0.487331268431876,67_3,3,6
31,0.5096083874053144,67_4,2,6
31,0.5213643322144658,67_5,2,6
31,0.5260737080627029,67_6,4,6
31,0.5130341831845828,67_7,2,6
31,0.38619626390910283,68_3,4,6
31,0.5096083874053144,68_4,4,6
31,0.5213643322144658,68_5,2,6
31,0.5044045691318862,68_6,4,6
31,0.5130341831845828,68_7,4,6
31,0.38619626390910283,69_3,2,7
31,0.5659615711335887,69_4,2,7
31,0.45973583565108395,69_5,1,7
31,0.45279753530043826,69_6,2,7
31,0.5067563011490515,69_7,2,7
31,0.3861962639091028,7_3,2,7
31,0.4351919920708439,7_4,2,7
31,0.4743641239885325,7_5,2,7
31,0.45279753530043804,7_6,1,7
31,0.5325709354812375,7_7,2,7
31,0.5390953428875211,7_8,2,7
31,0.5342836601309985,7_9,2,7
31,0.38619626390910283,70_3,2,7
31,0.5659615711335887,70_4,2,7
31,0.45973583565108395,70_5,2,7
31,0.5044045691318862,70_6,2,7
31,0.46257630037654346,70_7,1,7
31,0.386196263909103,71_3,2,7
31,0.5659615711335887,71_4,2,7
31,0.4464101615137756,71_5,2,7
31,0.5069852591142817,71_6,2,7
31,0.5216783065964187,71_7,2,7
31,0.47995512305181337,72_3,2,7
31,0.535115669595499,72_4,2,7
31,0.5246901067246992,72_5,2,7
31,0.46992443585894444,72_6,2,7
31,0.5469227515612377,72_7,2,7
31,0.47995512305181326,73_3,3,7
31,0.535115669595499,73_4,2,7
31,0.4879549450307829,73_5,2,7
31,0.46992443585894444,73_6,3,7
31,0.5469227515612377,73_7,2,7
31,0.47995512305181326,74_3,2,7
31,0.5114696779386524,74_4,2,7
31,0.4879549450307829,74_5,2,7
31,0.46992443585894444,74_6,2,7
31,0.5409010460554926,74_7,4,7
31,0.47995512305181326,75_3,2,7
31,0.5351156695954989,75_4,3,7
31,0.4879549450307829,75_5,2,7
31,0.5399853894680501,75_6,2,7
31,0.5068815643158306,75_7,3,7
31,0.487331268431876,76_3,2,7
31,0.5351156695954989,76_4,2,7
31,0.5567696328367546,76_5,2,7
31,0.5399853894680501,76_6,2,7
31,0.5561864136219413,76_7,3,7
31,0.38619626390910283,77_3,3,7
31,0.5351156695954989,77_4,3,7
31,0.5567696328367546,77_5,3,7
31,0.5399853894680501,77_6,2,7
31,0.5216783065964187,77_7,2,7
31,0.38619626390910283,78_3,3,7
31,0.45927932677184585,78_4,2,7
31,0.5567696328367546,78_5,2,7
31,0.5040706300552796,78_6,3,7
31,0.5469227515612377,78_7,2,7
31,0.38619626390910283,79_3,2,7
31,0.45927932677184585,79_4,3,7
31,0.5209164690274772,79_5,2,7
31,0.5040706300552796,79_6,2,7
31,0.5469227515612377,79_7,2,7
31,0.3861962639091028,8_3,3,7
31,0.4848721449451698,8_4,2,7
31,0.5395854668178444,8_5,3,7
31,0.44479835005148277,8_6,2,7
31,0.49944889496843786,8_7,3,7
31,0.5390953428875211,8_8,2,7
31,0.5342836601309985,8_9,3,7
31,0.5299472854662852,80_3,3,7
31,0.4351919920708439,80_4,3,7
31,0.5209164690274772,80_5,3,7
31,0.49590287525426086,80_6,3,7
31,0.5409010460554926,80_7,2,7
31,0.5299472854662852,81_3,2,7
31,0.535115669595499,81_4,4,7
31,0.5075202271603618,81_5,2,7
31,0.5044045691318858,81_6,2,7
31,0.5068815643158306,81_7,3,7
31,0.5299472854662852,82_3,2,7
31,0.535115669595499,82_4,2,7
31,0.5213643322144658,82_5,3,7
31,0.5044045691318858,82_6,2,7
31,0.5561864136219413,82_7,3,7
31,0.43301270189221924,83_3,2,7
31,0.5114696779386524,83_4,3,7
31,0.5213643322144658,83_5,3,7
31,0.5044045691318858,83_6,2,7
31,0.5216783065964187,83_7,3,7
31,0.43301270189221924,84_3,3,7
31,0.4351919920708439,84_4,2,7
31,0.5213643322144658,84_5,4,7
31,0.45279753530043826,84_6,4,7
31,0.5561864136219411,84_7,3,7
31,0.3861962639091028,85_3,3,7
31,0.43519199207084397,85_4,3,7
31,0.45973583565108395,85_5,2,7
31,0.45279753530043826,85_6,3,7
31,0.5151707186337282,85_7,2,7
31,0.386196263909103,86_3,3,7
31,0.3822205981925247,86_4,3,7
31,0.45973583565108395,86_5,3,7
31,0.4447983500514823,86_6,3,7
31,0.5095062981777755,86_7,3,7
31,0.47995512305181337,87_3,1,7
31,0.5114696779386525,87_4,1,7
31,0.4464101615137756,87_5,2,7
31,0.5260737080627029,87_6,1,7
31,0.5095062981777755,87_7,2,7
31,0.47995512305181326,88_3,2,7
31,0.43519199207084397,88_4,2,7
31,0.5360810161073631,88_5,1,7
31,0.5260737080627029,88_6,2,7
31,0.47645257509392003,88_7,2,7
31,0.47995512305181326,89_3,2,7
31,0.41457809879442514,89_4,1,7
31,0.5360810161073631,89_5,2,7
31,0.5166584437130921,89_6,2,7
31,0.47645257509392003,89_7,2,7
31,0.3861962639091028,9_3,2,7
31,0.4351919920708439,9_4,2,8
31,0.5058994925346275,9_5,2,8
31,0.44479835005148277,9_6,2,8
31,0.49944889496843786,9_7,2,8
31,0.5286250612001149,9_8,2,8
31,0.5334062112997883,9_9,2,8
31,0.47995512305181326,90_3,2,8
31,0.41457809879442514,90_4,2,8
31,0.5213643322144657,90_5,2,8
31,0.46512784955999326,90_6,2,8
31,0.4643470166965269,90_7,2,8
31,0.487331268431876,91_3,2,8
31,0.4351919920708439,91_4,2,8
31,0.4597358356510841,91_5,2,8
31,0.5399853894680501,91_6,2,8
31,0.5325709354812372,91_7,2,8
31,0.38619626390910283,92_3,2,8
31,0.5096083874053144,92_4,2,8
31,0.5246901067246992,92_5,2,8
31,0.5399853894680501,92_6,2,8
31,0.5325709354812372,92_7,2,8
31,0.38619626390910283,93_3,2,8
31,0.4848721449451698,93_4,2,8
31,0.4879549450307829,93_5,2,8
31,0.5399853894680501,93_6,2,8
31,0.5192920747061669,93_7,2,8
31,0.38619626390910283,94_3,2,8
31,0.4618468031692864,94_4,2,8
31,0.4879549450307829,94_5,2,8
31,0.5040706300552799,94_6,2,8
31,0.4854332640184188,94_7,1,8
31,0.5299472854662852,95_3,2,8
31,0.4618468031692864,95_4,2,8
31,0.4879549450307829,95_5,2,8
31,0.5040706300552799,95_6,2,8
31,0.5067563011490513,95_7,2,8
31,0.5299472854662852,96_3,2,8
31,0.5114696779386525,96_4,2,8
31,0.5567696328367546,96_5,2,8
31,0.49590287525426086,96_6,2,8
31,0.5067563011490513,96_7,2,8
31,0.5299472854662852,97_3,2,8
31,0.43519199207084397,97_4,2,8
31,0.5567696328367546,97_5,2,8
31,0.5619897233282699,97_6,2,8
31,0.4930740326275073,97_7,2,9
31,0.43301270189221924,98_3,2,9
31,0.41457809879442514,98_4,2,9
31,0.5567696328367546,98_5,2,9
31,0.5619897233282699,98_6,2,9
31,0.4491733789864842,98_7,2,9
31,0.43301270189221924,99_3,2,9
31,0.41457809879442514,99_4,2,9
31,0.5209164690274772,99_5,2,9
31,0.5532562854837889,99_6,2,9
31,0.5067563011490512,99_7,2,10
32,0.5274088717686112,1_10,2,3
32,0.34859248232806705,1_3,3,3
32,0.4945701376720856,1_4,3,3
32,0.4983516774388244,1_5,2,3
32,0.4888048370852525,1_6,2,3
32,0.5327272273168695,1_7,3,3
32,0.528992042614356,1_8,3,3
32,0.5218217548602356,1_9,2,3
32,0.386196263909103,10_3,4,3
32,0.5344564401990329,10_4,4,3
32,0.40899769290216365,10_5,2,3
32,0.5403329779148994,10_6,3,3
32,0.5025166598586492,10_7,2,3
32,0.49272809772648507,10_8,3,3
32,0.534309829157599,10_9,2,3
32,0.5299472854662851,100_3,3,3
32,0.4945701376720852,100_4,3,3
32,0.4893594872894999,100_5,2,3
32,0.4189686201993598,100_6,3,3
32,0.488287255906595,100_7,3,3
32,0.5299472854662852,101_3,3,3
32,0.4945701376720852,101_4,3,3
32,0.4893594872894999,101_5,3,3
32,0.49612963559599493,101_6,3,3
32,0.5015438793963828,101_7,3,3
32,0.386196263909103,102_3,2,3
32,0.4945701376720852,102_4,2,3
32,0.5448672774487722,102_5,3,3
32,0.5166584437130923,102_6,3,3
32,0.5015438793963828,102_7,3,3
32,0.386196263909103,103_3,3,3
32,0.39911669948439554,103_4,3,3
32,0.5448672774487722,103_5,3,3
32,0.5166584437130923,103_6,3,3
32,0.44441848333684864,103_7,3,3
32,0.43301270189221924,104_3,2,3
32,0.41722604528323337,104_4,3,3
32,0.5567491648096548,104_5,2,3
32,0.44479835005148266,104_6,3,3
32,0.5025166598586495,104_7,3,3
32,0.4873312684318762,105_3,3,3
32,0.41722604528323337,105_4,2,3
32,0.4893594872895,105_5,2,3
32,0.5044045691318858,105_6,3,3
32,0.5015438793963828,105_7,3,3
32,0.4873312684318762,106_3,3,3
32,0.5114696779386523,106_4,3,3
32,0.5213643322144652,106_5,3,3
32,0.5355029654823193,106_6,2,3
32,0.5373960648877266,106_7,3,3
32,0.5299472854662852,107_3,3,3
32,0.5344564401990328,107_4,3,3
32,0.5213643322144652,107_5,3,3
32,0.5355029654823193,107_6,2,3
32,0.5510673080725265,107_7,2,3
32,0.28867513459481287,108_3,3,3
32,0.5114696779386524,108_4,2,3
32,0.5194198362188956,108_5,2,3
32,0.5543022904663498,108_6,3,3
32,0.5510673080725265,108_7,3,3
32,0.38619626390910283,109_3,3,3
32,0.5114696779386524,109_4,3,3
32,0.5448672774487721,109_5,3,3
32,0.47066323969263474,109_6,3,3
32,0.5067563011490512,109_7,3,3
32,0.3861962639091028,11_3,3,3
32,0.5114696779386521,11_4,3,3
32,0.43686921164135467,11_5,3,3
32,0.5403329779148994,11_6,3,3
32,0.5327272273168694,11_7,3,3
32,0.528992042614356,11_8,3,3
32,0.38619626390910283,110_3,3,3
32,0.535115669595499,110_4,2,3
32,0.5448672774487721,110_5,2,3
32,0.5044045691318859,110_6,3,3
32,0.543295367337733,110_7,3,3
32,0.5299472854662852,111_3,2,3
32,0.5186721240949425,111_4,3,3
32,0.4893594872894999,111_5,3,3
32,0.5044045691318859,111_6,2,3
32,0.5510673080725265,111_7,3,3
32,0.5299472854662852,112_3,3,3
32,0.5114696779386522,112_4,4,3
32,0.4893594872894999,112_5,3,3
32,0.506473775333974,112_6,3,3
32,0.5067563011490513,112_7,3,3
32,0.5299472854662852,113_3,3,3
32,0.5114696779386522,113_4,2,3
32,0.4893594872894999,113_5,3,3
32,0.5355029654823193,113_6,3,3
32,0.5373960648877266,113_7,4,3
32,0.3861962639091028,114_3,3,3
32,0.5114696779386522,114_4,3,3
32,0.5213643322144655,114_5,3,3
32,0.5355029654823193,114_6,3,3
32,0.5510673080725265,114_7,2,3
32,0.43301270189221924,115_3,2,3
32,0.5344564401990328,115_4,3,3
32,0.37787266880100795,115_5,3,3
32,0.4706632396926347,115_6,3,3
