run,fdis,sample,nt,s
1,0.4893594872895003,225_5,3,5
1,0.4893594872895003,226_5,2,5
1,0.5415339366124405,227_5,3,5
1,0.5415339366124405,228_5,3,5
1,0.5415339366124405,229_5,3,5
1,0.43301270189221924,23_3,3,5
1,0.4351919920708439,23_4,2,5
1,0.5360810161073631,23_5,3,5
1,0.5051114830397684,23_6,3,5
1,0.5610014538999117,23_7,3,5
1,0.5470902683925462,23_8,2,5
1,0.5415339366124405,230_5,1,5
1,0.4407595641543973,231_5,1,5
1,0.5448672774487722,232_5,1,5
1,0.5448672774487722,233_5,3,5
1,0.5448672774487722,234_5,2,5
1,0.5448672774487722,235_5,2,5
1,0.5448672774487722,236_5,1,5
1,0.5448672774487722,237_5,3,5
1,0.4893594872895003,238_5,3,5
1,0.4893594872895003,239_5,3,5
1,0.43301270189221924,24_3,3,5
1,0.40883560385918716,24_4,4,5
1,0.5360810161073631,24_5,3,5
1,0.5167125730433453,24_6,2,5
1,0.5529781277727019,24_7,2,5
1,0.5415930677373683,24_8,2,5
1,0.4893594872895003,240_5,2,5
1,0.4893594872895003,241_5,2,5
1,0.5194198362188958,242_5,2,5
1,0.5194198362188958,243_5,2,5
1,0.5194198362188958,244_5,2,5
1,0.5194198362188958,245_5,2,5
1,0.4407595641543973,246_5,4,5
1,0.48935948728950035,247_5,2,5
1,0.48935948728950035,248_5,2,5
1,0.48935948728950035,249_5,2,5
1,0.43301270189221924,25_3,2,5
1,0.4351919920708439,25_4,2,5
1,0.5213643322144657,25_5,1,5
1,0.5051114830397684,25_6,2,5
1,0.5610014538999117,25_7,2,5
1,0.5415930677373683,25_8,2,5
1,0.48935948728950035,250_5,2,5
1,0.3778726688010079,251_5,4,5
1,0.4407595641543973,252_5,2,5
1,0.43301270189221924,26_3,2,5
1,0.40883560385918716,26_4,2,5
1,0.5360810161073631,26_5,1,5
1,0.5604310407774226,26_6,1,5
1,0.5529781277727019,26_7,1,5
1,0.4940569899340037,26_8,1,5
1,0.5299472854662852,27_3,5,5
1,0.4351919920708439,27_4,5,5
1,0.5567491648096549,27_5,5,5
1,0.5494032265457973,27_6,4,5
1,0.4986076474696562,27_7,5,5
1,0.5244527048034088,27_8,5,5
1,0.5299472854662852,28_3,5,5
1,0.4088356038591867,28_4,5,5
1,0.5567491648096549,28_5,5,5
1,0.5604310407774226,28_6,5,5
1,0.5070061798552651,28_7,4,5
1,0.4940569899340036,28_8,4,5
1,0.5299472854662852,29_3,4,5
1,0.587785800091769,29_4,4,5
1,0.5448672774487726,29_5,4,5
1,0.5494032265457973,29_6,4,5
1,0.49860764746965597,29_7,4,5
1,0.576746951593881,29_8,4,5
1,0.43301270189221924,3_3,4,5
1,0.561676999786342,3_4,4,5
1,0.5691662063919982,3_5,4,5
1,0.569567150346617,3_6,4,5
1,0.5803970699247435,3_7,4,5
1,0.5819620164163691,3_8,4,5
1,0.568192087162062,3_9,4,5
1,0.5299472854662852,30_3,4,5
1,0.5524088181686122,30_4,4,5
1,0.5567491648096549,30_5,4,5
1,0.5604310407774226,30_6,4,5
1,0.49860764746965597,30_7,4,5
1,0.576746951593881,30_8,4,5
1,0.3861962639091028,31_3,3,5
1,0.587785800091769,31_4,3,5
1,0.5213643322144657,31_5,3,5
1,0.5494032265457973,31_6,3,5
1,0.5382832267543881,31_7,3,5
1,0.576746951593881,31_8,4,5
1,0.3861962639091028,32_3,3,5
1,0.587785800091769,32_4,2,5
1,0.505649049228952,32_5,3,5
1,0.48467520329340563,32_6,3,5
1,0.546424208437648,32_7,3,5
1,0.576746951593881,32_8,3,5
1,0.3861962639091028,33_3,3,5
1,0.587785800091769,33_4,3,5
1,0.5213643322144657,33_5,3,5
1,0.49635495096900045,33_6,3,5
1,0.5382832267543881,33_7,5,6
1,0.5359983331075457,33_8,4,6
1,0.3861962639091028,34_3,3,6
1,0.587785800091769,34_4,4,6
1,0.505649049228952,34_5,4,6
1,0.48467520329340547,34_6,4,6
1,0.5382832267543881,34_7,3,6
1,0.5602706968063459,34_8,3,6
1,0.3861962639091028,35_3,3,6
1,0.587785800091769,35_4,3,6
1,0.5213643322144657,35_5,3,6
1,0.48467520329340547,35_6,3,6
1,0.47534067164875543,35_7,4,6
1,0.535998333107546,35_8,3,6
1,0.3861962639091028,36_3,3,6
1,0.535115669595499,36_4,3,6
1,0.5056490492289519,36_5,2,6
1,0.563067892099753,36_6,3,6
1,0.5574422371744132,36_7,3,6
1,0.5299864075636171,36_8,3,6
1,0.5299472854662852,37_3,3,6
1,0.535115669595499,37_4,3,6
1,0.5360810161073634,37_5,3,6
1,0.563067892099753,37_6,4,6
1,0.5505095072968079,37_7,2,6
1,0.5660995033937567,37_8,1,6
1,0.47995512305181326,38_3,2,6
1,0.535115669595499,38_4,2,6
1,0.5360810161073634,38_5,2,6
1,0.5543022904663504,38_6,1,6
1,0.5574422371744132,38_7,2,6
1,0.5717073556117926,38_8,5,6
1,0.5299472854662852,39_3,5,6
1,0.535115669595499,39_4,5,6
1,0.5213643322144652,39_5,4,6
1,0.563067892099753,39_6,5,6
1,0.5505095072968079,39_7,5,6
1,0.5660995033937566,39_8,5,6
1,0.5299472854662852,4_3,5,6
1,0.5096083874053143,4_4,5,6
1,0.5691662063919982,4_5,5,6
1,0.5589527635771155,4_6,5,6
1,0.5871780616769222,4_7,5,6
1,0.5764515867298157,4_8,5,6
1,0.568192087162062,4_9,5,6
1,0.47995512305181326,40_3,4,6
1,0.587785800091769,40_4,5,6
1,0.5360810161073634,40_5,5,6
1,0.5260737080627029,40_6,5,6
1,0.5574422371744132,40_7,4,6
1,0.5660995033937566,40_8,4,6
1,0.47995512305181326,41_3,4,6
1,0.587785800091769,41_4,4,6
1,0.4597358356510841,41_5,4,6
1,0.5154762841171816,41_6,4,6
1,0.5505095072968078,41_7,4,6
1,0.5253847774739524,41_8,4,6
1,0.4308992223923241,42_3,3,6
1,0.587785800091769,42_4,3,6
1,0.44391575887554263,42_5,3,6
1,0.5260737080627029,42_6,4,6
1,0.5052048837453958,42_7,4,6
1,0.5501096732799241,42_8,4,6
1,0.47995512305181326,43_3,3,6
1,0.587785800091769,43_4,4,6
1,0.4597358356510841,43_5,4,6
1,0.5154762841171816,43_6,4,6
1,0.5130341831845826,43_7,4,6
1,0.5253847774739525,43_8,3,6
1,0.5299472854662852,44_3,3,6
1,0.5114696779386524,44_4,3,6
1,0.44391575887554263,44_5,2,6
1,0.5260737080627029,44_6,4,6
1,0.5052048837453956,44_7,3,6
1,0.5244527048034086,44_8,4,6
1,0.45618153631756514,45_3,3,6
1,0.5114696779386524,45_4,3,6
1,0.4597358356510841,45_5,2,6
1,0.5154762841171815,45_6,3,6
1,0.5052048837453956,45_7,3,6
1,0.5602706968063464,45_8,2,6
1,0.5299472854662852,46_3,3,6
1,0.5114696779386524,46_4,3,6
1,0.44391575887554263,46_5,3,6
1,0.5543022904663503,46_6,3,6
1,0.5361945450264275,46_7,1,6
1,0.5299472854662852,47_3,1,6
1,0.5114696779386524,47_4,2,6
1,0.5213643322144657,47_5,2,6
1,0.5450824668560771,47_6,3,6
1,0.543295367337733,47_7,2,6
1,0.4873312684318762,48_3,2,6
1,0.5114696779386524,48_4,2,6
1,0.505649049228952,48_5,5,6
1,0.5543022904663503,48_6,5,6
1,0.5361945450264275,48_7,5,6
1,0.5299472854662852,49_3,5,6
1,0.5114696779386524,49_4,5,6
1,0.5213643322144657,49_5,5,6
1,0.5450824668560771,49_6,5,6
1,0.5361945450264275,49_7,4,6
1,0.43301270189221924,5_3,5,6
1,0.5096083874053143,5_4,5,6
1,0.553895344556412,5_5,5,6
1,0.569567150346617,5_6,5,6
1,0.5610014538999116,5_7,5,6
1,0.5819620164163691,5_8,5,6
1,0.5315211678218056,5_9,5,6
1,0.5299472854662852,50_3,4,6
1,0.5344564401990328,50_4,4,6
1,0.505649049228952,50_5,4,6
1,0.5543022904663503,50_6,5,6
1,0.480767433050903,50_7,4,6
1,0.43301270189221924,51_3,4,6
1,0.535115669595499,51_4,3,6
1,0.5213643322144657,51_5,4,6
1,0.5450824668560771,51_6,4,6
1,0.5052048837453957,51_7,2,6
1,0.43301270189221924,52_3,3,6
1,0.535115669595499,52_4,2,6
1,0.5056490492289519,52_5,3,6
1,0.4935225050693164,52_6,2,6
1,0.5130341831845828,52_7,3,6
1,0.386196263909103,53_3,4,6
1,0.535115669595499,53_4,1,6
1,0.4111564610692368,53_5,4,6
1,0.504404569131886,53_6,3,6
1,0.5052048837453958,53_7,3,6
1,0.43301270189221924,54_3,3,6
1,0.535115669595499,54_4,4,6
1,0.4274249699320619,54_5,4,6
1,0.49352250506931644,54_6,4,6
1,0.5052048837453958,54_7,3,6
1,0.5299472854662852,55_3,5,6
1,0.5344564401990328,55_4,3,6
1,0.4111564610692369,55_5,3,6
1,0.49352250506931644,55_6,3,6
1,0.4365932342493767,55_7,3,6
1,0.5299472854662852,56_3,3,6
1,0.5344564401990328,56_4,2,6
1,0.4111564610692369,56_5,3,6
1,0.5260737080627028,56_6,3,6
1,0.480767433050903,56_7,3,6
1,0.4873312684318762,57_3,3,6
1,0.5344564401990328,57_4,5,6
1,0.5842760973477354,57_5,3,6
1,0.5154762841171816,57_6,3,6
1,0.5880829532113021,57_7,3,6
1,0.5299472854662852,58_3,3,6
1,0.5344564401990328,58_4,2,6
1,0.5851420935270565,58_5,3,6
1,0.5260737080627028,58_6,3,6
1,0.5880829532113021,58_7,3,6
1,0.3861962639091028,59_3,3,6
1,0.5114696779386524,59_4,3,6
