Food.Item.ID,species,taxon,max_size,max_length,TL,lwA,lwB,Habitat,Subgroup,Abs_lat,Latitude,max_length_study,nutrient,concentration,RDI
900708,Lamna nasus,"Sharks, rays, chimaeras",165.174797936241,277,4.21,0.046999998,2.680000067,marine,Finfish,36.102376,-36.102376,125,EPA_g,0.0310271,1
900707,Lampris guttatus,Miscellaneous pelagic fishes,224.800008,200,4.22,0.028100001,3,marine,Finfish,36.102376,-36.102376,NA,EPA_g,0.03002,1
900754,Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,0.01047,3.04,freshwater,Finfish,6.255568,-6.255568,NA,EPA_g,NA,1
900738,Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,0.01047,3.04,freshwater,Finfish,2.516667,-2.516667,18,EPA_g,NA,1
900739,Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,0.01047,3.04,freshwater,Finfish,2.516667,-2.516667,30,EPA_g,NA,1
900740,Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,0.01047,3.04,freshwater,Finfish,2.516667,-2.516667,41,EPA_g,NA,1
900741,Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,0.01047,3.04,freshwater,Finfish,2.516667,-2.516667,NA,EPA_g,NA,1
900742,Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,0.01047,3.04,freshwater,Finfish,2.516667,-2.516667,NA,EPA_g,NA,1
900743,Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,0.01047,3.04,freshwater,Finfish,2.516667,-2.516667,NA,EPA_g,NA,1
900750,Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,0.01047,3.04,freshwater,Finfish,6.255568,-6.255568,28,EPA_g,NA,1
900751,Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,0.01047,3.04,freshwater,Finfish,6.255568,-6.255568,38,EPA_g,NA,1
900752,Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,0.01047,3.04,freshwater,Finfish,6.255568,-6.255568,59,EPA_g,NA,1
900753,Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,0.01047,3.04,freshwater,Finfish,6.255568,-6.255568,NA,EPA_g,NA,1
900755,Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,0.01047,3.04,freshwater,Finfish,6.255568,-6.255568,NA,EPA_g,NA,1
900547,Lates calcarifer,Miscellaneous diadromous fishes,54.2748721281666,162,4.35,0.0107,3.034699917,marine,Finfish,3.144341,3.144341,42,EPA_g,NA,1
900026,Lates calcarifer,Miscellaneous diadromous fishes,54.2748721281666,162,4.35,0.0107,3.034699917,marine,Finfish,9.71212,9.71212,NA,EPA_g,NA,1
900062,Lates calcarifer,Miscellaneous diadromous fishes,54.2748721281666,162,4.35,0.0107,3.034699917,marine,Finfish,NA,NA,NA,EPA_g,0.014318667,1
900097,Lates niloticus,Miscellaneous freshwater fishes,94.4353422034629,200,4.5,0.00955,3.04,freshwater,Finfish,0.755775,-0.755775,NA,EPA_g,0.0119,1
900098,Lates niloticus,Miscellaneous freshwater fishes,94.4353422034629,200,4.5,0.00955,3.04,freshwater,Finfish,1.433393,1.433393,NA,EPA_g,0.00693,1
900099,Lates niloticus,Miscellaneous freshwater fishes,94.4353422034629,200,4.5,0.00955,3.04,freshwater,Finfish,1.504705,1.504705,NA,EPA_g,0.0084,1
900142,Lates niloticus,Miscellaneous freshwater fishes,94.4353422034629,200,4.5,0.00955,3.04,freshwater,Finfish,0.033333,-0.033333,NA,EPA_g,0.572958,1
902247,Lepidocephalus guntea,"Carps, barbels and other cyprinids",0.0407181850518572,15,2.6,0.00741,3.18,freshwater,Finfish,24.4333,24.4333,NA,EPA_g,NA,1
900943,Lepidopsetta bilineata,"Flounders, halibuts, soles",1.39486131673965,49,3.21,0.02062,2.857800007,marine,Finfish,57.891497,57.891497,NA,EPA_g,0.174717,1
900658,Lepidorhombus whiffiagonis,"Flounders, halibuts, soles",0.938506320730722,49,3.58,0.0029,3.25999999,marine,Finfish,58.936601,58.936601,NA,EPA_g,NA,1
900659,Lepidorhombus whiffiagonis,"Flounders, halibuts, soles",0.938506320730722,49,3.58,0.0029,3.25999999,marine,Finfish,58.936601,58.936601,NA,EPA_g,NA,1
900543,Leptomelanosoma indicum,Miscellaneous coastal fishes,34.9105400276881,142,3.9,0.01,3.04,marine,Finfish,3.144341,3.144341,37,EPA_g,NA,1
900164,Leuciscus cephalus,"Carps, barbels and other cyprinids",2.73964078204995,60,3,0.00776,3.12,freshwater,Finfish,41.53,41.53,34,EPA_g,NA,1
900165,Leuciscus cephalus,"Carps, barbels and other cyprinids",2.73964078204995,60,3,0.00776,3.12,freshwater,Finfish,41.53,41.53,35,EPA_g,NA,1
900227,Leuciscus cephalus,"Carps, barbels and other cyprinids",2.73964078204995,60,3,0.00776,3.12,freshwater,Finfish,41.53,41.53,NA,EPA_g,0.074893,1
900167,Leuciscus idus,"Carps, barbels and other cyprinids",8.68763847306472,85,3.8,0.00794,3.13,freshwater,Finfish,41.53,41.53,29,EPA_g,NA,1
900166,Leuciscus idus,"Carps, barbels and other cyprinids",8.68763847306472,85,3.8,0.00794,3.13,freshwater,Finfish,41.53,41.53,28,EPA_g,NA,1
900229,Leuciscus idus,"Carps, barbels and other cyprinids",8.68763847306472,85,3.8,0.00794,3.13,freshwater,Finfish,41.53,41.53,NA,EPA_g,0.128231,1
900402,Limanda aspera,"Flounders, halibuts, soles",0.789949679037488,39,3.24,0.0076,3.153100014,marine,Finfish,22.314446,22.314446,NA,EPA_g,0.085648433,1
900760,Limnothrissa miodon,Miscellaneous freshwater fishes,0.0343998060269975,17,3,0.00741,2.98,freshwater,Finfish,6.255568,-6.255568,11.2,EPA_g,NA,1
900761,Limnothrissa miodon,Miscellaneous freshwater fishes,0.0343998060269975,17,3,0.00741,2.98,freshwater,Finfish,6.255568,-6.255568,11.4,EPA_g,NA,1
900440,Lithognathus mormyrus,Miscellaneous coastal fishes,1.25187779046807,45,3.38,0.0154,2.970000029,marine,Finfish,39.019184,39.019184,NA,EPA_g,NA,1
900594,Lithognathus mormyrus,Miscellaneous coastal fishes,1.25187779046807,45,3.38,0.0154,2.970000029,marine,Finfish,34.208024,34.208024,19.2,EPA_g,NA,1
900342,Lithognathus mormyrus,Miscellaneous coastal fishes,1.25187779046807,45,3.38,0.0154,2.970000029,marine,Finfish,37.370157,37.370157,NA,EPA_g,0.070493995,1
900367,Liza aurata,Miscellaneous coastal fishes,3.05656450492838,59,2.5,0.018100001,2.951999903,marine,Finfish,35.707481,35.707481,NA,EPA_g,NA,1
900138,Liza aurata,Miscellaneous coastal fishes,3.05656450492838,59,2.5,0.018100001,2.951999903,marine,Finfish,35.707481,35.707481,48,EPA_g,0.335588757,1
900343,Liza aurata,Miscellaneous coastal fishes,3.05656450492838,59,2.5,0.018100001,2.951999903,marine,Finfish,37.370157,37.370157,NA,EPA_g,0.199357,1
901036,Liza ramada,Miscellaneous coastal fishes,2.75382296398005,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,38.6,EPA_g,NA,1
901035,Liza ramada,Miscellaneous coastal fishes,2.75382296398005,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,28.81,EPA_g,NA,1
901034,Liza ramada,Miscellaneous coastal fishes,2.75382296398005,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,25.87,EPA_g,NA,1
900345,Liza ramada,Miscellaneous coastal fishes,2.75382296398005,70,2.2,0.00912,2.97,marine,Finfish,37.370157,37.370157,NA,EPA_g,0.086030994,1
900346,Liza saliens,Miscellaneous coastal fishes,0.615385323778559,40,3.08,0.0102,2.983999968,marine,Finfish,37.370157,37.370157,NA,EPA_g,0.01058237,1
900344,Liza spp,Miscellaneous coastal fishes,0.0490344338148723,18,2.6,0.01,2.94,marine,Finfish,37.370157,37.370157,NA,EPA_g,0.926263184,1
900963,Loligo pealeii,"Squids, cuttlefishes, octopuses",NA,50,NA,NA,NA,marine,Molluscs,19.173773,19.173773,NA,EPA_g,NA,1
901066,Loligo plei,"Squids, cuttlefishes, octopuses",NA,35,NA,NA,NA,marine,Molluscs,23.843611,-23.843611,26.8,EPA_g,NA,1
900496,Loligo vulgaris,"Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,marine,Molluscs,39.019184,39.019184,NA,EPA_g,NA,1
901048,Loligo vulgaris,"Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,marine,Molluscs,39.019184,39.019184,8.8,EPA_g,0.318510208,1
901214,Loligo vulgaris,"Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,marine,Molluscs,34.553128,34.553128,NA,EPA_g,0.11869732,1
901216,Loligo vulgaris,"Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,marine,Molluscs,34.553128,34.553128,NA,EPA_g,0.212145856,1
901215,Loligo vulgaris,"Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,marine,Molluscs,34.553128,34.553128,NA,EPA_g,0.194312628,1
900495,Loligo vulgaris,"Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,marine,Molluscs,39.019184,39.019184,NA,EPA_g,0.049968,1
900347,Lophius budegassa,Miscellaneous demersal fishes,13.0901394069998,100,4.48,0.01303,3.000999928,marine,Finfish,37.370157,37.370157,NA,EPA_g,0.014500458,1
900623,Lophius piscatorius,Miscellaneous demersal fishes,92.1096477698624,200,4.49,0.025490001,2.849999905,marine,Finfish,60.657778,60.657778,NA,EPA_g,NA,1
900624,Lophius piscatorius,Miscellaneous demersal fishes,92.1096477698624,200,4.49,0.025490001,2.849999905,marine,Finfish,NA,NA,NA,EPA_g,NA,1
900920,Lota lota,Miscellaneous freshwater fishes,25.2239378005701,152,4,0.00457,3.09,freshwater,Finfish,42.740759,42.740759,NA,EPA_g,NA,1
900136,Lota lota,Miscellaneous freshwater fishes,25.2239378005701,152,4,0.00457,3.09,freshwater,Finfish,54.117096,54.117096,39.3,EPA_g,NA,1
900544,Lutjanus argentimaculatus,Miscellaneous coastal fishes,45.1564846965377,150,3.6,0.01479,2.98,marine,Finfish,3.144341,3.144341,47,EPA_g,NA,1
900540,Lutjanus johnii,Miscellaneous coastal fishes,15.4382547599658,97,4.18,0.018200001,2.983999968,marine,Finfish,3.144341,3.144341,36,EPA_g,NA,1
900029,Lutjanus malabaricus,Miscellaneous coastal fishes,14.0595080083205,100,4.46,0.0207,2.915999889,marine,Finfish,9.71212,9.71212,NA,EPA_g,NA,1
900224,Macrobrachium nipponense,Freshwater crustaceans,NA,NA,NA,NA,NA,freshwater,Crustacean,16.277332,16.277332,NA,EPA_g,0.053603392,1
902242,Macrobrachium spp.,Freshwater crustaceans,NA,NA,NA,NA,NA,freshwater,Crustacean,24.4333,24.4333,NA,EPA_g,NA,1
900580,Macrodon ancylodon,Miscellaneous coastal fishes,0.82902734997139,45,3.9,0.00724,3.06,marine,Finfish,34.941407,-34.941407,NA,EPA_g,0.02618412,1
902238,Macrognathus aculeatus,Miscellaneous freshwater fishes,0.178592783855575,38,3.3,0.00363,2.97,freshwater,Finfish,24.4333,24.4333,NA,EPA_g,NA,1
902237,Macrognathus aculeatus,Miscellaneous freshwater fishes,0.178592783855575,38,3.3,0.00363,2.97,freshwater,Finfish,24.4333,24.4333,NA,EPA_g,NA,1
902239,Macrognathus aculeatus,Miscellaneous freshwater fishes,0.178592783855575,38,3.3,0.00363,2.97,freshwater,Finfish,24.4333,24.4333,NA,EPA_g,NA,1
900074,Macrourus berglax,"Cods, hakes, haddocks",5.4770478182432,82,3.62,0.00976,3.003999949,marine,Finfish,57.596278,57.596278,NA,EPA_g,0.071462001,1
901056,Mactra violacea,"Clams, cockles, arkshells",NA,9.5,NA,NA,NA,marine,Molluscs,11.753288,11.753288,NA,EPA_g,NA,1
901057,Mactra violacea,"Clams, cockles, arkshells",NA,9.5,NA,NA,NA,marine,Molluscs,11.753288,11.753288,NA,EPA_g,NA,1
901058,Mactra violacea,"Clams, cockles, arkshells",NA,9.5,NA,NA,NA,marine,Molluscs,11.753288,11.753288,NA,EPA_g,NA,1
901059,Mactra violacea,"Clams, cockles, arkshells",NA,9.5,NA,NA,NA,marine,Molluscs,11.753288,11.753288,NA,EPA_g,NA,1
901060,Mactra violacea,"Clams, cockles, arkshells",NA,9.5,NA,NA,NA,marine,Molluscs,11.753288,11.753288,NA,EPA_g,NA,1
901061,Mactra violacea,"Clams, cockles, arkshells",NA,9.5,NA,NA,NA,marine,Molluscs,11.753288,11.753288,NA,EPA_g,NA,1
901062,Mactra violacea,"Clams, cockles, arkshells",NA,9.5,NA,NA,NA,marine,Molluscs,11.753288,11.753288,NA,EPA_g,NA,1
901063,Mactra violacea,"Clams, cockles, arkshells",NA,9.5,NA,NA,NA,marine,Molluscs,11.753288,11.753288,NA,EPA_g,NA,1
901064,Mactra violacea,"Clams, cockles, arkshells",NA,9.5,NA,NA,NA,marine,Molluscs,11.753288,11.753288,NA,EPA_g,NA,1
901065,Mactra violacea,"Clams, cockles, arkshells",NA,9.5,NA,NA,NA,marine,Molluscs,11.753288,11.753288,NA,EPA_g,NA,1
900303,Mallotus villosus,Miscellaneous pelagic fishes,0.0176128,16,3.15,0.00215,3.25,marine,Finfish,53.726668,53.726668,14.3,EPA_g,0.36230105,1
902240,Mastacembelus armatus,Miscellaneous freshwater fishes,1.44018447637902,90,3.3,0.00339,2.88,freshwater,Finfish,24.4333,24.4333,NA,EPA_g,NA,1
902241,Mastacembelus pancalus,Miscellaneous freshwater fishes,1.44018447637902,90,3.3,0.00339,2.88,freshwater,Finfish,24.4333,24.4333,NA,EPA_g,NA,1
900532,Megalaspis cordyla,Miscellaneous pelagic fishes,4.86446084127205,80,4.4,0.01349,2.92,marine,Finfish,3.144341,3.144341,28,EPA_g,NA,1
901251,Melanogrammus aeglefinus,"Cods, hakes, haddocks",5.66565345043969,82,4.09,0.00519,3.154999971,marine,Finfish,63.968654,63.968654,NA,EPA_g,NA,1
900633,Melanogrammus aeglefinus,"Cods, hakes, haddocks",5.66565345043969,82,4.09,0.00519,3.154999971,marine,Finfish,62.1,62.1,NA,EPA_g,NA,1
900632,Melanogrammus aeglefinus,"Cods, hakes, haddocks",5.66565345043969,82,4.09,0.00519,3.154999971,marine,Finfish,62.1,62.1,NA,EPA_g,NA,1
901286,Melanogrammus aeglefinus,"Cods, hakes, haddocks",12.3089515886404,112,4.1,0.00692,3.05,marine,Finfish,63.968654,63.968654,NA,EPA_g,0.060220439,1
901287,Melanogrammus aeglefinus,"Cods, hakes, haddocks",12.3089515886404,112,4.1,0.00692,3.05,marine,Finfish,63.968654,63.968654,NA,EPA_g,0.044520072,1
901288,Melanogrammus aeglefinus,"Cods, hakes, haddocks",12.3089515886404,112,4.1,0.00692,3.05,marine,Finfish,63.968654,63.968654,NA,EPA_g,0.057734954,1
901297,Melanogrammus aeglefinus,"Cods, hakes, haddocks",12.3089515886404,112,4.1,0.00692,3.05,marine,Finfish,63.968654,63.968654,NA,EPA_g,NA,1
900579,Menticirrhus americanus,Miscellaneous coastal fishes,1.32644526755561,50,3.5,0.00776,3.08,marine,Finfish,34.941407,-34.941407,NA,EPA_g,0.17224842,1
900287,Merlangius merlangus,"Cods, hakes, haddocks",2.80382227402961,70,4.4,0.00661,3.05,marine,Finfish,42.163403,42.163403,NA,EPA_g,1.41711633,1
900443,Merlangius merlangus,"Cods, hakes, haddocks",1.74409905747718,57,4.29,0.00621,3.102999926,marine,Finfish,39.019184,39.019184,NA,EPA_g,0.030285,1
900649,Merlangius merlangus,"Cods, hakes, haddocks",1.74409905747718,57,4.29,0.00621,3.102999926,marine,Finfish,60.657778,60.657778,NA,EPA_g,NA,1
900648,Merlangius merlangus,"Cods, hakes, haddocks",1.74409905747718,57,4.29,0.00621,3.102999926,marine,Finfish,62.1,62.1,NA,EPA_g,NA,1
900903,Merluccius hubbsi,"Cods, hakes, haddocks",2.79892222378573,78,4.08,0.010212,2.874000072,marine,Finfish,38.416097,-38.416097,48,EPA_g,0.08,1
900905,Merluccius hubbsi,"Cods, hakes, haddocks",2.79892222378573,78,4.08,0.010212,2.874000072,marine,Finfish,38.416097,-38.416097,48,EPA_g,0.09,1
900901,Merluccius hubbsi,"Cods, hakes, haddocks",2.79892222378573,78,4.08,0.010212,2.874000072,marine,Finfish,38.416097,-38.416097,48,EPA_g,0.17,1
900904,Merluccius hubbsi,"Cods, hakes, haddocks",2.79892222378573,78,4.08,0.010212,2.874000072,marine,Finfish,38.416097,-38.416097,48,EPA_g,0.06,1
900902,Merluccius hubbsi,"Cods, hakes, haddocks",2.79892222378573,78,4.08,0.010212,2.874000072,marine,Finfish,38.416097,-38.416097,48,EPA_g,0.07,1
900463,Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,0.00433,3.15899992,marine,Finfish,39.019184,39.019184,NA,EPA_g,NA,1
900464,Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,0.00433,3.15899992,marine,Finfish,39.019184,39.019184,NA,EPA_g,NA,1
900465,Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,0.00433,3.15899992,marine,Finfish,39.019184,39.019184,NA,EPA_g,NA,1
900311,Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,0.00433,3.15899992,marine,Finfish,41.630735,41.630735,NA,EPA_g,0.052627477,1
900656,Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,0.00433,3.15899992,marine,Finfish,60.529651,60.529651,NA,EPA_g,NA,1
900423,Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,0.00433,3.15899992,marine,Finfish,39.019184,39.019184,NA,EPA_g,NA,1
900348,Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,0.00433,3.15899992,marine,Finfish,37.370157,37.370157,NA,EPA_g,0.032889248,1
900657,Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,0.00433,3.15899992,marine,Finfish,60.529651,60.529651,NA,EPA_g,NA,1
900986,Merluccius productus,"Cods, hakes, haddocks",2.30632320109263,75,4.35,0.020400001,2.694999933,marine,Finfish,46.25,46.25,53,EPA_g,NA,1
900298,Merluccius productus,"Cods, hakes, haddocks",2.30632320109263,75,4.35,0.020400001,2.694999933,marine,Finfish,53.726668,53.726668,43.4,EPA_g,0.069467419,1
900838,Merluccius productus,"Cods, hakes, haddocks",2.30632320109263,75,4.35,0.020400001,2.694999933,marine,Finfish,46.187884,46.187884,NA,EPA_g,NA,1
900837,Merluccius productus,"Cods, hakes, haddocks",2.30632320109263,75,4.35,0.020400001,2.694999933,marine,Finfish,46.187884,46.187884,NA,EPA_g,NA,1
902290,Metacarcinus magister,NA,NA,22.5,NA,NA,NA,marine,Crustacean,52.372895,52.372895,NA,EPA_g,NA,1
900549,Metapenaeus affinis,"Shrimps, prawns",NA,22.2,NA,NA,NA,marine,Crustacean,3.144341,3.144341,17,EPA_g,NA,1
901231,Metapenaeus dobsoni,"Shrimps, prawns",NA,11.8,NA,NA,NA,marine,Crustacean,11.753288,11.753288,NA,EPA_g,NA,1
901044,Metapenaeus monoceros,"Shrimps, prawns",NA,18,2.7,NA,NA,marine,Crustacean,36.56945,36.56945,12.67,EPA_g,NA,1
901045,Metapenaeus monoceros,"Shrimps, prawns",NA,18,2.7,NA,NA,marine,Crustacean,36.56945,36.56945,12.67,EPA_g,NA,1
901047,Metapenaeus monoceros,"Shrimps, prawns",NA,18,2.7,NA,NA,marine,Crustacean,36.56945,36.56945,12.67,EPA_g,NA,1
901046,Metapenaeus monoceros,"Shrimps, prawns",NA,18,2.7,NA,NA,marine,Crustacean,36.56945,36.56945,12.67,EPA_g,NA,1
901239,Metapenaeus monoceros,"Shrimps, prawns",NA,18,2.7,NA,NA,marine,Crustacean,36.783922,36.783922,16.3,EPA_g,NA,1
901237,Metapenaeus monoceros,"Shrimps, prawns",NA,18,2.7,NA,NA,marine,Crustacean,36.783922,36.783922,18,EPA_g,NA,1
901240,Metapenaeus monoceros,"Shrimps, prawns",NA,18,2.7,NA,NA,marine,Crustacean,36.783922,36.783922,17.3,EPA_g,NA,1
901238,Metapenaeus monoceros,"Shrimps, prawns",NA,18,2.7,NA,NA,marine,Crustacean,36.783922,36.783922,14.4,EPA_g,NA,1
900582,Micorpogonias furnieri,Miscellaneous coastal fishes,2.33891739737028,60,3.3,0.00813,3.07,marine,Finfish,34.941407,-34.941407,NA,EPA_g,0.070633962,1
900650,Micromesistius poutassou,"Cods, hakes, haddocks",0.56761377488759,41,4.01,0.00745,3.02699995,marine,Finfish,60.529651,60.529651,NA,EPA_g,NA,1
900651,Micromesistius poutassou,"Cods, hakes, haddocks",0.56761377488759,41,4.01,0.00745,3.02699995,marine,Finfish,60.529651,60.529651,NA,EPA_g,NA,1
900635,Microstomus kitt,"Flounders, halibuts, soles",1.70173920628232,53,3.22,0.00832,3.08,marine,Finfish,62.1,62.1,NA,EPA_g,NA,1
900634,Microstomus kitt,"Flounders, halibuts, soles",1.70173920628232,53,3.22,0.00832,3.08,marine,Finfish,62.1,62.1,NA,EPA_g,NA,1
900636,Microstomus kitt,"Flounders, halibuts, soles",1.70173920628232,53,3.22,0.00832,3.08,marine,Finfish,59.042913,59.042913,NA,EPA_g,NA,1
900637,Microstomus kitt,"Flounders, halibuts, soles",1.70173920628232,53,3.22,0.00832,3.08,marine,Finfish,59.042913,59.042913,NA,EPA_g,NA,1
900982,Microstomus pacificus,"Flounders, halibuts, soles",2.26137503797676,62,3.27,0.01222,2.938699961,marine,Finfish,46.25,46.25,38,EPA_g,NA,1
900832,Microstomus pacificus,"Flounders, halibuts, soles",2.26137503797676,62,3.27,0.01222,2.938699961,marine,Finfish,56.167222,56.167222,NA,EPA_g,NA,1
900831,Microstomus pacificus,"Flounders, halibuts, soles",2.26137503797676,62,3.27,0.01222,2.938699961,marine,Finfish,44.636784,44.636784,NA,EPA_g,NA,1
900833,Microstomus pacificus,"Flounders, halibuts, soles",2.26137503797676,62,3.27,0.01222,2.938699961,marine,Finfish,36.974117,36.974117,NA,EPA_g,NA,1
900195,Microstomus pacificus,"Flounders, halibuts, soles",2.26137503797676,62,3.27,0.01222,2.938699961,marine,Finfish,45.9053,45.9053,NA,EPA_g,0.08,1
900641,Molva dypterygia,"Cods, hakes, haddocks",8.05213662457657,127,4.48,0.00191,3.148999929,marine,Finfish,NA,NA,NA,EPA_g,NA,1
900640,Molva dypterygia,"Cods, hakes, haddocks",8.05213662457657,127,4.48,0.00191,3.148999929,marine,Finfish,NA,NA,NA,EPA_g,NA,1
900638,Molva molva,"Cods, hakes, haddocks",40.7571401981865,164,3,0.001,3.436000109,marine,Finfish,62.1,62.1,NA,EPA_g,NA,1
900639,Molva molva,"Cods, hakes, haddocks",40.7571401981865,164,3,0.001,3.436000109,marine,Finfish,60.657778,60.657778,NA,EPA_g,NA,1
900600,Monopterus albus,Miscellaneous freshwater fishes,0.935962284375049,100,2.9,0.00071,3.06,freshwater,Finfish,14.903036,14.903036,NA,EPA_g,NA,1
900018,Monopterus albus,Miscellaneous freshwater fishes,0.935962284375049,100,2.9,0.00071,3.06,freshwater,Finfish,15.484682,15.484682,NA,EPA_g,NA,1
900075,Mora moro,"Cods, hakes, haddocks",6.21762150353582,80,3.75,0.0024,3.369999886,marine,Finfish,57.596278,57.596278,NA,EPA_g,0.040644489,1
900198,Mormyrus rume,Miscellaneous freshwater fishes,4.46722540676659,100,2.5,0.01175,2.79,freshwater,Finfish,11.066667,11.066667,NA,EPA_g,NA,1
900895,Morone saxatilis,Miscellaneous diadromous fishes,59.0977955104642,164,4.34,0.00614,3.153000116,freshwater,Finfish,38.348222,38.348222,48.3,EPA_g,0.153419175,1
900894,Morone saxatilis,Miscellaneous diadromous fishes,59.0977955104642,164,4.34,0.00614,3.153000116,freshwater,Finfish,39.035249,39.035249,57.6,EPA_g,0.109320718,1
900893,Morone saxatilis,Miscellaneous diadromous fishes,59.0977955104642,164,4.34,0.00614,3.153000116,freshwater,Finfish,38.348222,38.348222,47.2,EPA_g,0.116950645,1
900896,Morone saxatilis,Miscellaneous diadromous fishes,59.0977955104642,164,4.34,0.00614,3.153000116,freshwater,Finfish,39.417895,39.417895,45.7,EPA_g,0.030294607,1
900892,Morone saxatilis,Miscellaneous diadromous fishes,59.0977955104642,164,4.34,0.00614,3.153000116,freshwater,Finfish,38.174196,38.174196,48.6,EPA_g,0.108376051,1
900897,Morone saxatilis,Miscellaneous diadromous fishes,59.0977955104642,164,4.34,0.00614,3.153000116,freshwater,Finfish,38.348222,38.348222,32.3,EPA_g,0.202316218,1
900898,Morone saxatilis,Miscellaneous diadromous fishes,59.0977955104642,164,4.34,0.00614,3.153000116,freshwater,Finfish,39.035249,39.035249,48,EPA_g,0.144192955,1
901179,Moroteuthis ingens,"Squids, cuttlefishes, octopuses",NA,94,NA,NA,NA,marine,Molluscs,54.620811,-54.620811,NA,EPA_g,0.167286,1
901178,Moroteuthis ingens,"Squids, cuttlefishes, octopuses",NA,94,NA,NA,NA,marine,Molluscs,53.08181,-53.08181,NA,EPA_g,0.154768,1
900462,Mugil cephalus,Miscellaneous coastal fishes,14.688,120,2.13,0.0085,3,marine,Finfish,39.019184,39.019184,NA,EPA_g,NA,1
900460,Mugil cephalus,Miscellaneous coastal fishes,14.688,120,2.13,0.0085,3,marine,Finfish,39.019184,39.019184,NA,EPA_g,NA,1
900461,Mugil cephalus,Miscellaneous coastal fishes,14.688,120,2.13,0.0085,3,marine,Finfish,39.019184,39.019184,NA,EPA_g,NA,1
900349,Mugil cephalus,Miscellaneous coastal fishes,14.688,120,2.13,0.0085,3,marine,Finfish,37.370157,37.370157,NA,EPA_g,0.170965683,1
900321,Mugil cephalus,Miscellaneous coastal fishes,14.688,120,2.13,0.0085,3,marine,Finfish,38.963745,38.963745,NA,EPA_g,0.18973185,1
900421,Mugil cephalus,Miscellaneous coastal fishes,14.688,120,2.13,0.0085,3,marine,Finfish,39.019184,39.019184,NA,EPA_g,0.0878312,1
900882,Mugil liza,Miscellaneous coastal fishes,2.99211460402688,63,2,0.013,2.980000019,marine,Finfish,23.372169,-23.372169,NA,EPA_g,0.24252,1
900470,Mullus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,0.01288,3.109999895,marine,Finfish,39.019184,39.019184,NA,EPA_g,NA,1
900288,Mullus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,0.01288,3.109999895,marine,Finfish,42.163403,42.163403,NA,EPA_g,0.585529856,1
900363,Mullus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,0.01288,3.109999895,marine,Finfish,36.5817,36.5817,15.96,EPA_g,0.221691951,1
900471,Mullus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,0.01288,3.109999895,marine,Finfish,39.019184,39.019184,NA,EPA_g,NA,1
900362,Mullus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,0.01288,3.109999895,marine,Finfish,36.5817,36.5817,15.87,EPA_g,0.414824644,1
900469,Mullus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,0.01288,3.109999895,marine,Finfish,39.019184,39.019184,NA,EPA_g,NA,1
900595,Mullus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,0.01288,3.109999895,marine,Finfish,34.208024,34.208024,16.5,EPA_g,NA,1
900364,Mullus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,0.01288,3.109999895,marine,Finfish,36.5817,36.5817,16.63,EPA_g,0.150044064,1
