"","autoctr","sciname","StockCode","EcologyRefNo","HabitatsRef","Neritic","SupraLittoralZone","Saltmarshes","LittoralZone","TidePools","Intertidal","SubLittoral","Caves","Oceanic","Epipelagic","Mesopelagic","Bathypelagic","Abyssopelagic","Hadopelagic","Estuaries","Mangroves","MarshesSwamps","CaveAnchialine","Stream","Lakes","Cave","Cave2","Herbivory2","HerbivoryRef","FeedingType","FeedingTypeRef","DietTroph","DietSeTroph","DietTLu","DietseTLu","DietRemark","DietRef","FoodTroph","FoodSeTroph","FoodRemark","FoodRef","AddRems","AssociationRef","Parasitism","Solitary","Symbiosis","Symphorism","Commensalism","Mutualism","Epiphytic","Schooling","SchoolingFrequency","SchoolingLifestage","Shoaling","ShoalingFrequency","ShoalingLifestage","SchoolShoalRef","AssociationsWith","AssociationsRemarks","OutsideHost","OHRemarks","InsideHost","IHRemarks","SubstrateRef","Benthic","Sessile","Mobile","Demersal","Endofauna","Pelagic","Megabenthos","Macrobenthos","Meiobenthos","SoftBottom","Sand","Coarse","Fine","Level","Sloping","Silt","Mud","Ooze","Detritus","Organic","HardBottom","Rocky","Rubble","SpecialHabitatRef","Macrophyte","BedsBivalve","BedsRock","SeaGrassBeds","BedsOthers","CoralReefs","ReefExclusive","DropOffs","ReefFlats","Lagoons","Burrows","Tunnels","Crevices","Vents","Seamounts","DeepWaterCorals","Vegetation","Leaves","Stems","Roots","Driftwood","OInverterbrates","OIRemarks","Verterbrates","VRemarks","Pilings","BoatHulls","Corals","SoftCorals","OnPolyp","BetweenPolyps","HardCorals","OnExoskeleton","InterstitialSpaces","Entered","Dateentered","Modified","Datemodified","Expert","Datechecked","TS","SpecCode"
"52",1239,"Clupeoides borneensis",1754,33813,33813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",33813,"selective plankton feeding",NA,NA,NA,NA,NA,NA,NA,3.1,0.3,"Tentative trophic level derived from 1 + troph of a single food item",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"2000-04-13 00:00:00 +0000",NA,"2000-04-13 00:00:00 +0000",NA,NA,NA,1561
"53",1200,"Clupeonella cultriventris",1663,188,188,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",188,"selective plankton feeding",188,3,0,NA,NA,"Troph of juv./adults from 1 study.",43822,3.03,0.08,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Pelagic, euryhaline, essentially a brackishwater species (tolerating salinities up to 34 o/oo), but with semi-anadromous and pure water forms in rivers and lakes; migratory between winter or autumn feeding and summer spawning grounds.       ",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,3,"1990-10-19 00:00:00 +0000",34,"2005-05-25 00:00:00 +0000",NA,NA,NA,1470
"54",364,"Coregonus albula",245,6258,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,"mainly animals (troph. 2.8 and up)",6258,"selective plankton feeding",NA,NA,NA,NA,NA,NA,40415,3.05999994277954,0.17,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on branchiopods, copepods and insects (Ref. 6258).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-03-25 00:00:00 +0000",653,"2004-10-20 00:00:00 +0000",NA,NA,NA,231
"55",367,"Coregonus clupeaformis",248,1998,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",1998,"hunting macrofauna (predator)",52559,3.23,0.171,3.13,0.34,"Troph of adults from 2 studies.",26978,3.4300000667572,0.44,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Primarily a lake dweller (Ref. 27547).  Also found in large rivers and enters brackish water (Ref. 5723).  Nerito-pelagic (Ref. 58426).  Appears to be rather sedentary, at least in the Great Lakes (Ref. 27547).  Movement in large lakes generally consists of 4 stages:  movement from deep to shallow water in the spring; movement back to deep water in the summer as the shoal water warms; migration to shallow-water spawning areas in the fall and early winter; and post-spawning movement back to deeper water (Ref. 27547).  Forms separate populations in large lakes (Ref. 27547).  Adults feed mainly on aquatic insect larvae, mollusks and amphipods (Ref. 1091, 3849), but also other fishes and fish eggs, including their own (Ref. 1998).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-03-22 00:00:00 +0000",309,"2007-07-31 00:00:00 +0000",NA,NA,NA,234
"56",365,"Coregonus lavaretus",246,6258,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,"mainly animals (troph. 2.8 and up)",6258,"hunting macrofauna (predator)",6258,3.13,0.037,3.07,0.34,"Troph of juv./adults from 3 studies.",36333,3.15000009536743,0.34,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"         ",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1994-01-22 00:00:00 +0000",34,"2004-10-20 00:00:00 +0000",NA,NA,NA,232
"57",10391,"Coregonus macrophthalmus",38678,59043,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on insects and plankton (Ref. 59043).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,"2008-03-24 00:00:00 +0000",NA,"2008-03-24 00:00:00 +0000",NA,NA,NA,28065
"58",5184,"Cyclocheilichthys apogon",10636,13497,13497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,"plants/detritus+animals (troph. 2.2-2.79)",13497,NA,NA,2.9,0.28,2.85,0.28,"Troph of juv./adults from 1 study.",13497,3.1,0.3,"Tentative trophic level derived from 1 + troph of a single food item",NA,"Feeds mainly on insects (Ref. 13497).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-10-03 00:00:00 +0000",309,"2014-09-18 00:00:00 +0000",NA,NA,NA,10313
"59",26,"Cyclopterus lumpus",72,4701,4701,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",4701,"hunting macrofauna (predator)",4701,3.89,NA,3.75,0.0799999982118607,"Troph of adults from 1 study.",37512,3.64,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Its distributional range indicate that it is fairly eurythermal (Ref. 9737). Basically solitary rather than a schooling fish.  Exhibits a homing instinct (Ref. 9737).  Inhabits rocky bottoms but may occur among floating seaweed.  Migrates considerable distances in an annual cycle between deeper waters in winter and shallower waters in summer (Ref. 26141).  Epibenthic-pelagic (Ref. 58426).  Feeds more intensively in the winter. Preferred food items are ctenophores, medusae, small crustaceans, polychaetes and small fishes (Ref. 4701).  It is preyed upon by seals, sperm whale and Greenland shark.  Parasites of the species include 3 protozoans and 2 copepods (Ref. 5951).",9737,0,-1,0,0,0,0,0,-1,"sometimes","only adults",-1,"sometimes","only juveniles",NA,NA,"Basically solitary rather than a schooling fish (Ref. 9737). Spawning, courtship, and parental care behavior study in Newfoundland qualifies this species as brooders where females migrate to inshore spawning areas asynchronously and with male-male interaction rare; the male ignoring its neighbor while tending its eggs (Ref. 39711). Larvae and juveniles use tidepools as a nursery area; young (5-80 mm) begin entering tide pools in June and occupy them until December.  Marking experiments show they remain there for several days and even weeks; transplanted fish display some homing behavior by returning to the original pool. Current information on regular migration in the Gulf of Maine is a general movement of adults into shoal water during spawning time followed by an offshore movement afterward (Ref. 86779).",0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,"1991-02-05 00:00:00 +0000",2374,"2014-02-12 00:00:00 +0000",NA,NA,NA,62
"60",4255,"Cynoglossus arel",7828,5260,5260,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",5260,"variable",5260,3.46,0.098,3.28,0.36,"Troph of adults from 6 studies.",5260,3.25999999046326,0.4638,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"         ",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,1479,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1994-01-22 00:00:00 +0000",2,"2015-03-30 00:00:00 +0000",NA,NA,NA,7523
"61",932,"Cynoscion arenarius",1186,30529,30529,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",30529,"hunting macrofauna (predator)",NA,4.17,0.334,4.74,1.03,"Troph of juv./adults from 4 studies.",30529,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1999-06-20 00:00:00 +0000",2,"2015-03-20 00:00:00 +0000",NA,NA,NA,1170
"62",933,"Cynoscion jamaicensis",1187,35237,35237,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",35237,"hunting macrofauna (predator)",56479,NA,NA,NA,NA,NA,56479,3.84,0.66,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Found over sand or mud bottoms from the coastline to about 60 m depth (Ref. 3702); rarely in waters with a depth of less than 18 m (Ref. 9626).  Juveniles inhabit river estuaries (Ref. 3702).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,3702,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"2000-11-27 00:00:00 +0000",309,"2008-07-29 00:00:00 +0000",NA,NA,NA,1171
"63",934,"Cynoscion nothus",1191,1657,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",1657,"hunting macrofauna (predator)",1657,NA,NA,3.8,0.54,NA,1657,NA,NA,NA,NA,"Feeds mainly on fish and benthic organisms (Ref. 1657).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1994-01-22 00:00:00 +0000",34,"2000-12-03 00:00:00 +0000",NA,NA,NA,1175
"64",1184,"Cyprinus carpio",1643,185,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,"plants/detritus+animals (troph. 2.2-2.79)",6258,"hunting macrofauna (predator)",6258,3.06,NA,2.95,0.4,"Troph of adults from 1 study.",26323,3.05,0.39,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Inhabit lakes, ponds or slow moving waters, preferably with a muddy bottom; riverine conditions do not appear to suit the carp.  Though they occur naturally in open river systems they are never known to dominate the environment.  Larger fish generally  frequent deeper waters.  Common carp are acclimated to a variety of habitats and extremes of environment, eg high salinities and low oxygen concentrations (Ref. 6390).  They have been observed to gulp air at the surface of oxygen-depleted waters (Ref. 30478).  During winter carp go into deeper water which will be comparatively warmer than water in shallow areas.
They are now established in the wild in Zimbabwe (Ref. 4967).
Common carps are active swimmers that can leap obstacles up to 1 meter high and negotiate torrential flows (Ref. 2906).
Feed on detritus, plants and benthic organisms (Ref. 6258, 10294).  They feed by 'roiling', ie straining material  from the mud (Ref. 6390).  They will also take aquatic plants and insects from the surface (Ref. 2906).  Also Ref. 9666.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,"1990-10-19 00:00:00 +0000",1472,"2007-10-24 00:00:00 +0000",NA,NA,NA,1450
"65",11377,"Danio dangila",19340,94495,94495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,393,"2014-09-16 00:00:00 +0000",NA,"2014-09-16 00:00:00 +0000",NA,NA,NA,24381
"66",992,"Dasyatis americana",1263,33,12951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",33,"variable",56479,3.51,NA,3.48,0.56,"Troph of adults from 1 study.",37512,3.72,0.65,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Found on sandy bottoms, seagrass beds, lagoons and the reef face (Ref. 12951).  Common in bays and estuaries (Ref. 7251).  Observed singly, in pairs and in aggregations (Ref. 12951).  Buries in the sand during the day and forages at night, usually in seagrass beds (Ref. 12951).  Feeds mainly on bivalves and worms and also takes shrimps, crabs and small fishes (Ref. 3168).  Omnivore (Ref. 57616).  Feeds by creating depressions in the sand to expose invertebrates and small fishes (Ref. 9710).  Equipped with a well-developed serrated spine and capable of inflicting a painful laceration.  Easily approached by divers (Ref. 9710).",12951,0,-1,0,0,0,0,0,-1,NA,NA,0,NA,NA,NA,"May be found in cleaning stations where they are attended to by the bluehead wrasse and Spanish hogfish (Ref. 12951).",NA,0,NA,0,NA,12951,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,12951,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1995-04-04 00:00:00 +0000",309,"2008-07-29 00:00:00 +0000",NA,NA,NA,1247
"67",1730,"Dasyatis sabina",2770,12951,12951,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,"mainly animals (troph. 2.8 and up)",12951,"hunting macrofauna (predator)",12951,NA,NA,NA,NA,NA,NA,3.45000004768372,0.4202,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Inhabits coastal waters, including estuaries and lagoons. Ascends rivers. Feeds on tube anemones, polychaete worms, small crustaceans, clams, and serpent stars.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,574,"2000-10-30 00:00:00 +0000",309,"2004-09-28 00:00:00 +0000",NA,NA,NA,2574
"68",802,"Decapterus punctatus",1010,33,33,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",33,"hunting macrofauna (predator)",33,4.43,NA,4.14,0.21,"Troph of adults from 1 study.",37512,3.26,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Inhabits neritic waters, often near sandy beaches (Ref. 5217).  A shoaling species, generally  near the bottom (Ref. 27121).  Feeds on planktonic invertebrates, primarily copepods, but also on gastropod larvae, ostracods and pteropods (Ref. 3277).  Carnivore (Ref. 57616).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1995-04-04 00:00:00 +0000",309,"2007-11-19 00:00:00 +0000",711,"2001-05-10 00:00:00 +0000",NA,994
"69",231,"Dentex dentex",453,30665,30665,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",30665,"hunting macrofauna (predator)",NA,4.53,0.41,4.34,0.63,"Troph of juv./adults from 2 studies.",30665,4.5,0.6,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Inhabits hard bottoms (rock or rubble) down to 200 m depth.  Usually found in shallow water less than 50 m deep (Ref. 9987).  Adults solitary; young gregarious (Ref. 12482).  Young fish caught with traps.  Feeds on fish, mollusks and cephalopods.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,95541,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,NA,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1999-07-27 00:00:00 +0000",309,"2008-01-04 00:00:00 +0000",NA,NA,NA,439
"70",2571,"Dentex maroccanus",4723,3688,3688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",4781,"hunting macrofauna (predator)",4781,NA,NA,NA,NA,NA,NA,3.85,0.61,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Inhabits various types of bottom but prefers gravel or rubble from 20 to about 500 m depth, abundance varying with depth according to the latitudes. Feeds mainly on crustaceans and fish but also takes molluscs.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,574,"2000-11-07 00:00:00 +0000",574,"2000-11-26 00:00:00 +0000",574,"2000-11-26 00:00:00 +0000",NA,4538
"71",27,"Dicentrarchus labrax",73,231,231,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,"mainly animals (troph. 2.8 and up)",231,"hunting macrofauna (predator)",231,NA,NA,3.79,0.6,NA,37407,3.47,0.5,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Eurythermal. Gregarious when young. Voracious predator. High tolerance to salinity changes. Adults migrate to the estuaries in summer where they spawn in January-June. Young inhabit waters of 0.24-0.37% salinity where they feed mainly on zooplankton (Ref.. 11268). From 3.0 cm TL, diet changes to worms, crustaceans, fish larvae. Adults are strictly carnivorous surviving on small fish (Ref. 11243).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,95541,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,"1991-02-05 00:00:00 +0000",393,"2014-04-08 00:00:00 +0000",NA,NA,NA,63
"72",1350,"Diplodus annularis",1948,3688,3688,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",3688,"hunting macrofauna (predator)",3688,3.64,NA,3.3,0.330000013113022,"Troph of adults from 1 study.",41986,3.21,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Inhabits chiefly <i>Zostera</i> seagrass beds but is also found on <i>Posidonia</i> beds and sandy bottoms, rarely on rocky bottoms. Carnivorous, feeds on worms, crustaceans, molluscs, echinoderms and hydrozoans.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,574,"2000-10-24 00:00:00 +0000",NA,"2001-01-10 00:00:00 +0000",NA,NA,NA,1752
"73",1347,"Diplodus puntazzo",1945,13780,13780,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",13780,"hunting macrofauna (predator)",NA,3.22,NA,2.88,0.32,"Troph of adults from 1 study.",13780,3.07,0.39,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1998-06-30 00:00:00 +0000",NA,"2000-12-03 00:00:00 +0000",NA,NA,NA,1749
"74",1352,"Diplodus vulgaris",1950,13780,13780,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",13780,"hunting macrofauna (predator)",NA,3.52,0.119,3.22,0.34,"Troph of juv./adults from 4 studies.",13780,3.34,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Forms schools of up to 100 individuals which remain at a fixed position in the water column (Ref. 13780).  A euryhaline species inhabiting rocky and sometimes sandy bottoms to depths of 160 m, but more commonly in less than 50 m.  The young are sometimes found in seagrass beds.  Feeds on crustaceans, worms and mollusks (Ref. 3688).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,95541,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1998-06-30 00:00:00 +0000",393,"2014-04-08 00:00:00 +0000",NA,NA,NA,1754
"75",132,"Eleutheronema tetradactylum",354,6390,6390,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,"mainly animals (troph. 2.8 and up)",6390,"hunting macrofauna (predator)",6390,4.06,0.473,4.61,0.92,"Troph of juv./adults from 2 studies.",30691,4.11,0.7,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Occur inshore (Ref. 75154).  There is little information on the life cycle movements of threadfin salmon.  Tagging programs (Ref. 28741) have shown that adult blue threadfin move long distances along the coastline for at least 150 km.  Blue salmon form large schools in feeding and spawning habitats in coastal shallows (Williams 1997).  Feed on prawns and fish (largely members of Mugilidae, Engraulidae, and Sciaenidae) with occasional polychaetes.  Frequency of crustaceans to fish in the diet varies seasonally.  Larvae (7-30 mm TL) feed mainly on copepods and mysids but also take shrimps and prawn larvae (Ref. 57343).  Juveniles (31-60 TL) feed on prawns shrimps and mysids (Ref. 57343).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,"1999-03-30 00:00:00 +0000",1472,"2008-12-04 00:00:00 +0000",NA,NA,NA,340
"76",317,"Elops saurus",189,26338,42064,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",26338,"hunting macrofauna (predator)",26987,3.49,0.32,3.85,0.62,"Troph of juv./adults from 1 study.",26338,4.11,0.71,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Occur in shallow neritic areas, over muddy bottoms (Ref. 5217).  Also found in brackish estuaries and juveniles are common in lagoons and hyper-saline bays (Ref. 5217) and coral reefs  (Ref. 58534).  Form large schools close to the shore (Ref. 9987).  Feed mainly on crustaceans and small fishes.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,50307,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1998-04-02 00:00:00 +0000",1472,"2008-03-19 00:00:00 +0000",NA,NA,NA,175
