Food Item ID,ISSCAAP,3-Alpha,Food name in English,Habitat,State of food,RefID,EDIBLE,EDIBLE,ENERC(kJ),ENERC(kcal),WATER(g),NT(g),PROTCNT(g),FAT(g),CHOAVLDF(g),FIBTG(g),CHOLE(mg),ASH(g),CA(mg),CU(mg),FE(mg),K(mg),MG(mg),NA(mg),P(mg),ZN(mg),ID(mcg),SE(mcg),RETOL(mcg),CARTB(mcg),CHOCAL(mcg),TOCPHA(mg),THIA(mg),RIBF(mg),NIAEQ(mg),NIA(mg),PANTAC(mg),VITB6C(mg),FOL(mcg),VITB12(mcg),VITC(mg),ALA(mg),ARG(mg),ASP(mg),CYS(mg),GLU(mg),GLY(mg),HIS(mg),ILE(mg),LEU(mg),LYS(mg),MET(mg),PHE(mg),PRO(mg),SER(mg),THR(mg),TRP(mg),TYR(mg),VAL(mg),XFA,FACID(g),FASAT(g),FAMS(g),FAPU(g),FAUN(g),FATRN(g),FAPUN3(g),FAPUN6(g),F4D0(g),F6D0(g),F8D0(g),F10D0(g),F12D0(g),F13D0(g),F14D0(g),F15D0(g),F16D0(g),F17D0(g),F18D0(g),F19D0(g),F20D0(g),F21D0(g),F22D0(g),F23D0(g),F24D0(g),F26D0(g),F30D0(g),F10D1(g),F14D1N7(g),F14D1(g),F15D1(g),F16D1N9(g),F16D1N7(g),F16D1N5(g),F16D1C(g),F16D1T(g),F16D1(g),F17D1N9(g),F17D1N7(g),F17D1C(g),F17D1(g),F18D1N11(g),F18D1CN9(g),F18D1TN9(g),F18D1N9(g),F18D1CN7(g),F18D1N7(g),F18D1N5(g),F18D1C(g),F18D1T(g),F18D1(g),F19D1(g),F20D1CN11(g),F20D1N11(g),F20D1CN9(g),F20D1N9(g),F20D1N7(g),F20D1C(g),F20D1(g),F22D1N11(g),F22D1N9(g),F22D1C(g),F22D1T(g),F22D1(g),F24D1N9(g),F24D1C(g),F24D1(g),F16D2N6(g),F16D2N4(g),F16D2(g),F17D2(g),F18D2CN6(g),F18D2N6(g),F18D2CLA(g),F18D2C(g),F18D2T(g),F18D2(g),F20D2N9(g),F20D2CN6(g),F20D2N6(g),F20D2C(g),F20D2(g),F22D2N6(g),F22D2(g),F16D3N3(g),F16D3(g),F18D3CN6(g),F18D3N6(g),F18D3N4(g),F18D3CN3(g),F18D3N3(g),F18D3(g),F20D3N9(g),F20D3CN6(g),F20D3N6(g),F20D3N3(g),F20D3(g),F22D3N6(g),F22D3(g),F16D4N3(g),F16D4C(g),F16D4(g),F18D4CN3(g),F18D4N3(g),F18D4(g),F20D4CN6(g),F20D4N6(g),F20D4N3(g),F20D4(g),F22D4CN6(g),F22D4N6(g),F22D4N3(g),F22D4(g),F20D5CN3(g),F20D5N3(g),F20D5(g),F21D5N3,F21D5(g),F22D5N6(g),F22D5CN3(g),F22D5N3(g),F22D5(g),F22D6CN3(g),F22D6N3(g),F22D6(g),F24D6N3(g),F24D6(g)
091193,12,TLN,"Nile tilapia, wild, fillet w/ bones, grilled (Africa)",W,c,calc. from 091005,0.30,0.98,446,106,75.3,3.31,20.7,2.5,0,0,51,4.5,[1120],0.36,[3.2],289,41,77,579,[8.86],[130],30,1,tr,23,1.0,0.04,0.07,7.4,3.8,0.76,0.23,13,1.5,tr,1260,1320,2370,227,3310,1070,484,958,1650,1860,611,834,779,837,978,216,700,999,0.88,2.23,0.81,0.44,0.86,0.12,,0.37,,,,,,0.01,0.01,0.04,0.03,0.46,0.04,0.20,,tr,,0.01,,0.01,,,,,tr,0.01,,,,,,0.13,,,,0.01,,,,,,,,,,0.25,,,,,,,,0.02,,,,,tr,,,0.01,,,tr,tr,,,,,,0.09,,,,,0.01,,,,,,,,,,0.06,,,,,0.03,,,,,,,,tr,,,,0.13,,,,0.05,,0.07,0.07,,tr,,,,0.10,,0.30,0.30,,
091006,12,TLN,"Nile tilapia, wild, dorsal muscle w/o skin, raw",,r,"fi100, fi333, 091001, SR27-15261",[0.15],1,382,90,80.8,3.19,19.9,1.2,0,0,42,1.0,15,0.06,0.1,344,28,37,139,0.47,5,24,1,tr,20,0.81,0.04,0.06,7.0,3.5,0.68,0.21,13,1.3,tr,1210,1270,2280,218,3190,1030,466,922,1590,1790,588,803,751,806,942,208,674,962,0.81,0.95,0.35,0.28,0.31,0,,0.10,,,,,,tr,tr,0.03,0.01,0.21,0.01,0.07,,tr,tr,tr,0,tr,,,,,0.01,0.01,,,,,,0.05,,,,tr,,,,,,,,,,0.20,,,,,,,,0.01,,,,,tr,,,0.01,,,tr,tr,,,,,,0.07,,,,,0.01,,tr,,,,,,,,0.02,,,,,0.01,,,,,,,,tr,,,,0.04,,,,0.02,,0.02,0.02,,tr,,,,0.03,,0.08,0.08,,
091072,12,TLN,"Nile tilapia, wild, dorsal muscle w/o skin, steamed",,c,calc. from 091006,[0.15],1,439,104,77.9,3.66,22.9,1.3,0,0,48,1.1,17,0.06,0.1,296,28,36,136,0.54,5.0,25,1,tr,21,0.93,0.03,0.05,6.8,2.8,0.55,0.16,11,1.2,tr,1390,1460,2620,251,3660,1190,536,1060,1830,2060,676,923,863,927,1080,239,775,11100,0.83,1.11,0.41,0.33,0.37,0,,0.11,,,,,,tr,tr,0.03,0.01,0.24,0.01,0.08,,tr,tr,tr,0,tr,,,,,0.01,0.01,,,,,,0.06,,,,tr,,,,,,,,,,0.23,,,,,,,,0.01,,,,,tr,,,0.01,,,tr,tr,,,,,,0.08,,,,,0.01,,tr,,,,,,,,0.02,,,,,0.01,,,,,,,,tr,,,,0.05,,,,0.02,,0.02,0.02,,tr,,,,0.04,,0.09,0.09,,
091133,12,TLN,"Nile tilapia, wild, dorsal muscle w/o skin, boiled in recipe ",,c,calc. from 091006,[0.15],1,439,104,77.9,3.66,22.9,1.3,0,0,48,1.1,17,0.06,0.1,395,33,42,159,0.54,5.5,28,1,tr,21,0.93,0.04,0.07,7.8,3.8,0.66,0.20,13,1.4,tr,1390,1460,2620,251,3660,1190,536,1060,1830,2060,676,923,863,927,1080,239,775,1110,0.83,1.11,0.41,0.33,0.37,0,,0.11,,,,,,tr,tr,0.03,0.01,0.24,0.01,0.08,,tr,tr,tr,0,tr,,,,,0.01,0.01,,,,,,0.06,,,,tr,,,,,,,,,,0.23,,,,,,,,0.01,,,,,tr,,,0.01,,,tr,tr,,,,,,0.08,,,,,0.01,,tr,,,,,,,,0.02,,,,,0.01,,,,,,,,tr,,,,0.05,,,,0.02,,0.02,0.02,,tr,,,,0.04,,0.09,0.09,,
091194,12,TLN,"Nile tilapia, wild, dorsal muscle w/o skin, grilled",,c,calc. from 091006,[0.15],1,483,114,75.6,4.03,25.2,1.5,0,0,53,1.2,18,0.07,0.1,370,32,40,158,0.59,6.1,30,1,tr,23,1.0,0.04,0.07,8.2,3.8,0.76,0.23,13,1.5,tr,1530,1600,2880,276,4030,1310,590,1170,2010,2270,744,1020,950,1020,1200,264,853,1220,0.84,1.24,0.46,0.37,0.41,0,,0.12,,,,,,tr,tr,0.04,0.01,0.27,0.02,0.09,,tr,tr,tr,0,tr,,,,,0.01,0.01,,,,,,0.07,,,,tr,,,,,,,,,,0.26,,,,,,,,0.01,,,,,tr,,,0.01,,,tr,tr,,,,,,0.09,,,,,0.01,,tr,,,,,,,,0.03,,,,,0.01,,,,,,,,tr,,,,0.06,,,,0.02,,0.03,0.03,,tr,,,,0.05,,0.10,0.10,,
091007,13,CTO,"Torpedo-shaped catfishes, raw",,r,"fi001, fi002, fi023, fi028, ffi033, i034, fi038, fi046, fi097, fi103, fi118, fi196, fi278, fi280, fi282, fi287, fi288, fi291, fi297, fi298, fi329, fi327, fi355, AF1-AAG24, S1-Catfishes, air-breathing (Clariidae spp), S2-Catfishes, air-breathing (Clariidae spp), S3-Catfishes, air-breathing (Clariidae), S4-Catfishes, air-breathing (Clariidae spp), P6-090383, AF2-AAG22, BD13-09_0070, CH02-121105, FAOY-Catfish fillet, dAA, 091017, 091021",[0.40],,463,110,76.7,2.77,17.3,4.6,0,0,42,1.3,23,0.07,0.7,289,25,55,180,0.66,2,38,9,26,[1],0.09,0.04,0.12,6.3,3.0,0.46,0.25,14,3.5,1,1050,1140,1740,201,2510,1020,437,791,1430,1630,425,709,721,657,775,197,427,853,0.90,4.10,1.48,1.18,1.45,0,,,,,,,,0.05,0.02,0.08,0.03,0.90,0.04,0.32,0.01,0.01,,0.01,0.01,0.01,,,,,tr,tr,,,,,,0.17,,,,0.01,,,,,,,,,,0.88,,,,,,,,0.06,,,,,0.04,,,0.01,,,tr,,,,,,,0.35,,,,,0.03,,tr,,0.02,,,,,,0.12,,,,,0.06,,,,,0.05,,,0.05,,,,0.23,,,,0.07,,,0.12,,tr,,,,0.11,,,0.23,,
091073,13,CTO,"Torpedo-shaped catfishes, boiled",,c,calc. from 091007,[0.40],,558,133,71.9,3.34,20.9,5.5,0,0,51,1.6,28,0.07,0.7,261,26,56,184,0.80,2.6,41,10,28,[1],0.11,0.03,0.10,6.5,2.6,0.39,0.21,11,3.4,1.0,1270,1370,2100,242,3030,1230,526,953,1720,1970,512,854,869,791,934,237,515,1030,0.91,4.97,1.79,1.43,1.76,0,,,,,,,,0.07,0.02,0.10,0.03,1.09,0.05,0.39,0.01,0.02,,0.01,0.01,0.01,,,,,tr,tr,,,,,,0.20,,,,0.02,,,,,,,,,,1.07,,,,,,,,0.08,,,,,0.05,,,0.01,,,tr,,,,,,,0.42,,,,,0.04,,tr,,0.02,,,,,,0.14,,,,,0.07,,,,,0.06,,,0.06,,,,0.28,,,,0.08,,,0.14,,tr,,,,0.14,,,0.28,,
091134,13,CTO,"Torpedo-shaped catfishes, boiled in recipe",,c,calc. from 091007,[0.40],,558,133,71.9,3.34,20.9,5.5,0,0,51,1.6,28,0.08,0.9,348,30,66,216,0.80,2.9,46,10,28,[1],0.11,0.04,0.14,7.4,3.5,0.47,0.26,14,3.8,1.0,1270,1370,2090,242,3030,1230,526,953,1720,1970,512,854,869,791,934,237,515,1030,0.91,4.97,1.79,1.43,1.76,0,,,,,,,,0.07,0.02,0.10,0.03,1.09,0.05,0.39,0.01,0.02,,0.01,0.01,0.01,,,,,tr,tr,,,,,,0.20,,,,0.02,,,,,,,,,,1.07,,,,,,,,0.08,,,,,0.05,,,0.01,,,tr,,,,,,,0.42,,,,,0.04,,tr,,0.02,,,,,,0.14,,,,,0.07,,,,,0.06,,,0.06,,,,0.28,,,,0.08,,,0.14,,tr,,,,0.14,,,0.28,,
091195,13,CTO,"Torpedo-shaped catfishes, baked",,c,calc. from 091007,[0.40],,617,147,68.9,3.69,23.1,6.1,0,0,56,1.8,31,0.08,0.8,327,30,62,215,0.88,3.2,51,11,31,[1],0.12,0.04,0.13,7.8,3.4,0.54,0.30,15,4.2,1.1,1400,1520,2320,268,3350,1370,582,1060,1900,2180,567,945,962,876,1030,262,570,1140,0.91,5.52,1.99,1.58,1.95,0,,,,,,,,0.07,0.02,0.11,0.03,1.20,0.05,0.43,0.01,0.02,,0.01,0.01,0.01,,,,,tr,tr,,,,,,0.22,,,,0.02,,,,,,,,,,1.18,,,,,,,,0.08,,,,,0.05,,,0.01,,,tr,,,,,,,0.47,,,,,0.05,,tr,,0.03,,,,,,0.16,,,,,0.08,,,,,0.07,,,0.06,,,,0.31,,,,0.09,,,0.16,,tr,,,,0.15,,,0.31,,
091008,13,CBT,"Philippine catfish, whole, raw",,r,"fi003, fi103, fi199, fi297, fi298, fi329, fi327, fi355, fi367, AF2-AAG22, BD13-09_0070, 091007, dAA, 091017, 091021",0.83,,444,106,77.7,2.69,16.8,4.3,0,0,42,1.2,59,0.06,0.8,346,25,66,255,0.68,22,32,44,48,[1],0.13,0.04,0.07,5.7,2.5,0.46,0.25,9,4.8,1,1060,1010,1690,158,2620,1130,334,781,1330,1490,356,684,705,588,741,191,403,823,0.90,3.84,1.56,1.34,0.93,0.02,,0.35,0.57,,,,,,,0.07,,1.08,,0.41,,,,,,,,,,,,,,,,,,0.20,,,,,,,,0.99,,0.15,,,,1.15,,,,,,,,,,,,,,,,,,,,,,0.31,,,,0.31,,,0.07,,0.07,,,,,,,,,0.18,0.18,,,,,,,,,,,,0.04,0.04,,0.19,,0.19,,,,,,0.08,0.08,,,,,,,,0.06,0.06,,
091074,13,CBT,"Philippine catfish, whole, boiled_",,c,calc. from 091008,0.83,,534,127,73.1,3.24,20.2,5.1,0,0,51,1.4,71,0.06,0.8,313,26,68,261,0.81,24,35,48,52,[1],0.16,0.03,0.05,5.9,2.1,0.39,0.21,8,4.7,1.0,1280,1210,2040,190,3160,1360,403,941,1600,1790,429,824,850,708,892,230,486,992,0.91,4.66,1.89,1.63,1.12,0.02,,0.43,0.69,,,,,,,0.09,,1.30,,0.49,,,,,,,,,,,,,,,,,,0.24,,,,,,,,1.20,,0.19,,,,1.39,,,,,,,,,,,,,,,,,,,,,,0.37,,,,0.37,,,0.09,,0.09,,,,,,,,,0.21,0.21,,,,,,,,,,,,0.05,0.05,,0.23,,0.23,,,,,,0.09,0.09,,,,,,,,0.07,0.07,,
091135,13,CBT,"Philippine catfish, whole, boiled in recipe",,c,calc. from 091008,0.83,,534,127,73.1,3.24,20.2,5.1,0,0,51,1.4,71,0.07,1.0,417,31,80,307,0.81,27,39,48,52,[1],0.16,0.04,0.08,6.7,2.9,0.47,0.26,10,5.2,1.0,1270,1210,2040,190,3160,1360,403,941,1600,1790,429,824,850,708,892,230,486,992,0.91,4.66,1.89,1.63,1.12,0.02,,0.43,0.69,,,,,,,0.09,,1.30,,0.49,,,,,,,,,,,,,,,,,,0.24,,,,,,,,1.20,,0.19,,,,1.39,,,,,,,,,,,,,,,,,,,,,,0.37,,,,0.37,,,0.09,,0.09,,,,,,,,,0.21,0.21,,,,,,,,,,,,0.05,0.05,,0.23,,0.23,,,,,,0.09,0.09,,,,,,,,0.07,0.07,,
091196,13,CBT,"Philippine catfish, whole, baked",,c,calc. from 091008,0.83,,591,141,70.2,3.58,22.4,5.7,0,0,56,1.5,78,0.07,0.9,392,30,75,306,0.90,29,43,53,57,[1],0.17,0.04,0.07,7.1,2.8,0.54,0.30,10,5.8,1.1,1410,1340,2250,210,3490,1500,446,1040,1770,1980,475,911,941,784,988,254,537,1100,0.91,5.17,2.09,1.80,1.25,0.03,,0.48,0.77,,,,,,,0.10,,1.45,,0.55,,,,,,,,,,,,,,,,,,0.26,,,,,,,,1.33,,0.21,,,,1.54,,,,,,,,,,,,,,,,,,,,,,0.41,,,,0.41,,,0.10,,0.10,,,,,,,,,0.24,0.24,,,,,,,,,,,,0.06,0.06,,0.26,,0.26,,,,,,0.10,0.10,,,,,,,,0.08,0.08,,
091009,13,CLZ,"North African catfish, fillet, raw (n.s.)",,r,"fi001, fi023, fi028, fi034, fi038, fi097, fi118, fi196, fi278, fi280, fi282, fi292, 091007, dAA, 091017, 091021",[0.40],1,431,102,78.3,2.85,17.8,3.5,0,0,37,1.2,23,0.04,0.5,301,24,41,180,1.07,2,38,9,tr,[1],0.34,0.07,0.03,6.4,3.0,0.46,0.25,14,3.5,tr,1050,1110,1810,207,2770,839,414,805,1520,1740,468,734,738,697,763,202,400,895,0.89,3.09,1.14,0.75,1.11,0.09,,0.42,,,,,,0.06,0.01,0.08,0.02,0.66,0.03,0.26,tr,0.01,,0.01,0.01,0.01,,,,,tr,tr,,,,,,0.13,,,,0.01,,,,,,,,,,0.52,,,,,,,,0.05,,,,,0.02,,,0.01,,,tr,,,,,,,0.23,,,,,0.02,,tr,,0.01,,,,,,0.07,,,,,0.05,,,,,0.01,,,0.02,,,,0.15,,,,0.04,,0.12,0.12,,tr,,,,0.08,,0.29,0.29,,
091075,13,CLZ,"North African catfish, fillet, boiled_ (n.s.)",,c,calc. from 091009,[0.40],1,520,123,73.8,3.44,21.5,4.2,0,0,45,1.4,28,0.04,0.5,272,24,42,184,1.29,2.6,41,10,tr,[1],0.41,0.06,0.03,6.6,2.6,0.39,0.21,11,3.4,tr,1270,1330,2190,249,3330,1010,499,970,1840,2100,564,885,889,839,919,244,482,1080,0.90,3.75,1.38,0.91,1.35,0.11,,0.50,,,,,,0.07,0.02,0.09,0.02,0.80,0.04,0.31,tr,0.01,,0.01,0.01,0.01,,,,,tr,tr,,,,,,0.16,,,,0.01,,,,,,,,,,0.63,,,,,,,,0.06,,,,,0.03,,,0.01,,,tr,,,,,,,0.28,,,,,0.02,,tr,,0.01,,,,,,0.09,,,,,0.07,,,,,0.01,,,0.03,,,,0.18,,,,0.05,,0.15,0.15,,tr,,,,0.10,,0.36,0.36,,
091136,13,CLZ,"North African catfish, fillet, boiled in recipe (n.s.)",,c,calc. from 091009,[0.40],1,520,123,73.8,3.44,21.5,4.2,0,0,45,1.4,28,0.04,0.7,363,29,49,217,1.29,2.9,46,10,tr,[1],0.41,0.07,0.04,7.5,3.5,0.47,0.26,14,3.8,tr,1270,1330,2190,249,3330,1010,499,970,1840,2100,564,885,889,839,919,244,482,1080,0.90,3.75,1.38,0.91,1.35,0.11,,0.50,,,,,,0.07,0.02,0.09,0.02,0.80,0.04,0.31,tr,0.01,,0.01,0.01,0.01,,,,,tr,tr,,,,,,0.16,,,,0.01,,,,,,,,,,0.63,,,,,,,,0.06,,,,,0.03,,,0.01,,,tr,,,,,,,0.28,,,,,0.02,,tr,,0.01,,,,,,0.09,,,,,0.07,,,,,0.01,,,0.03,,,,0.18,,,,0.05,,0.15,0.15,,tr,,,,0.10,,0.36,0.36,,
091197,13,CLZ,"North African catfish, fillet, baked (n.s.)",,c,calc. from 091009,[0.40],1,575,137,71.0,3.80,23.8,4.6,0,0,49,1.6,31,0.05,0.6,342,29,46,216,1.43,3.2,51,11,tr,[1],0.45,0.07,0.03,7.9,3.4,0.54,0.30,15,4.2,tr,1400,1480,2420,276,3690,1120,552,1070,2030,2320,624,979,984,929,1020,270,533,1190,0.90,4.17,1.53,1.01,1.50,0.12,,0.56,,,,,,0.08,0.02,0.10,0.02,0.88,0.04,0.35,tr,0.01,,0.01,0.01,0.01,,,,,tr,tr,,,,,,0.18,,,,0.01,,,,,,,,,,0.70,,,,,,,,0.07,,,,,0.03,,,0.01,,,tr,,,,,,,0.32,,,,,0.02,,tr,,0.01,,,,,,0.10,,,,,0.07,,,,,0.02,,,0.03,,,,0.20,,,,0.06,,0.16,0.16,,tr,,,,0.11,,0.40,0.40,,
091010,13,CLZ,"North African catfish, wild, fillet w/ bones, raw",,r,"fi023, fi028, fi038, fi118, fi196, fi278, 091007, 091009",[0.40],0.98,448,106,78.8,2.88,18.0,3.8,0,0,37,1.9,[832],0.05,[3],371,35,81,516,[8],[100],38,9,tr,[1],0.34,0.07,0.03,6.4,3.0,0.46,0.25,14,3.5,tr,1060,1120,1830,209,2790,847,418,812,1540,1760,473,741,744,703,770,204,403,903,0.90,3.43,1.28,0.69,1.46,0,,0.68,0.09,,,,,,,0.06,0.02,0.78,0.04,0.35,,0.01,,0.01,,0.01,,,,,tr,,,,,,,0.13,0.02,,,0.02,,,,,,,,,,0.48,,,,,,,,0.04,,,,,tr,,,0.02,,,tr,,,,,,,0.16,,,,,0.02,,,,,,0.02,,,0.08,0.10,,,,,0.07,,,,,,,,0.01,,,,0.30,,0.07,,0.07,,0.17,0.17,,tr,,,,0.13,,0.43,0.43,,
091076,13,CLZ,"North African catfish, wild, fillet w/ bones, boiled_",,c,calc. from 091010,[0.40],0.98,539,128,74.5,3.47,21.7,4.6,0,0,45,2.3,[1000],0.05,[2.9],335,36,83,528,[9.64],[110],41,10,tr,[1],0.41,0.06,0.03,6.7,2.6,0.39,0.21,11,3.4,tr,1280,1350,2200,251,3360,1020,503,979,1850,2110,569,893,897,847,928,246,486,1090,0.90,4.17,1.55,0.84,1.77,0,,0.83,0.10,,,,,,,0.07,0.03,0.95,0.05,0.43,,0.01,,0.01,,0.01,,,,,tr,,,,,,,0.16,0.02,,,0.02,,,,,,,,,,0.58,,,,,,,,0.05,,,,,tr,,,0.02,,,tr,,,,,,,0.20,,,,,0.03,,,,,,0.02,,,0.10,0.12,,,,,0.09,,,,,,,,0.01,,,,0.36,,0.08,,0.08,,0.21,0.21,,tr,,,,0.15,,0.52,0.52,,
091137,13,CLZ,"North African catfish, wild, fillet w/ bones, boiled in recipe",,c,calc. from 091010,[0.40],0.98,539,128,74.5,3.47,21.7,4.6,0,0,45,2.3,[1000],0.06,[3.6],447,42,98,622,[9.64],[120],46,10,tr,[1],0.41,0.07,0.04,7.6,3.5,0.47,0.26,14,3.8,tr,1280,1350,2200,251,3370,1020,503,979,1850,2110,569,893,897,847,928,246,486,1090,0.90,4.17,1.55,0.84,1.77,0,,0.83,0.10,,,,,,,0.07,0.03,0.95,0.05,0.43,,0.01,,0.01,,0.01,,,,,tr,,,,,,,0.16,0.02,,,0.02,,,,,,,,,,0.58,,,,,,,,0.05,,,,,tr,,,0.02,,,tr,,,,,,,0.20,,,,,0.03,,,,,,0.02,,,0.10,0.12,,,,,0.09,,,,,,,,0.01,,,,0.36,,0.08,,0.08,,0.21,0.21,,tr,,,,0.15,,0.52,0.52,,
091198,13,CLZ,"North African catfish, wild, fillet w/ bones, baked",,c,calc. from 091010,[0.40],0.98,597,142,71.7,3.84,24.0,5.1,0,0,49,2.6,[1110],0.06,[3.4],420,42,92,619,[10.7],[130],51,11,tr,[1],0.45,0.07,0.03,8.0,3.4,0.54,0.30,15,4.2,tr,1420,1490,2440,278,3720,1130,557,1080,2050,2340,630,988,992,937,1030,272,538,1210,0.91,4.63,1.72,0.94,1.97,0,,0.92,0.12,,,,,,,0.08,0.03,1.05,0.05,0.48,,0.01,,0.01,,0.01,,,,,tr,,,,,,,0.18,0.02,,,0.02,,,,,,,,,,0.65,,,,,,,,0.06,,,,,tr,,,0.02,,,tr,,,,,,,0.22,,,,,0.03,,,,,,0.02,,,0.11,0.13,,,,,0.09,,,,,,,,0.01,,,,0.40,,0.09,,0.09,,0.23,0.23,,tr,,,,0.17,,0.58,0.58,,
091011,13,CLZ,"North African catfish, wild, fillet, raw",,r,"fi023, fi028, fi038, fi118, fi196, fi278, 091007, 091009",[0.40],1,448,106,78.8,2.88,18.0,3.8,0,0,37,1.2,23,0.04,0.54,301,24,41,180,1.07,2.4,38,9,tr,[1],0.34,0.07,0.03,6.4,3.0,0.46,0.3,14,3.5,tr,1060,1120,1830,209,2790,847,418,812,1540,1760,473,741,744,703,770,204,403,903,0.90,3.43,1.28,0.69,1.46,0,,0.68,0.09,,,,,,,0.06,0.02,0.78,0.04,0.35,,0.01,,0.01,,0.01,,,,,tr,,,,,,,0.13,0.02,,,0.02,,,,,,,,,,0.48,,,,,,,,0.04,,,,,tr,,,0.02,,,tr,,,,,,,0.16,,,,,0.02,,,,,,0.02,,,0.08,0.10,,,,,0.07,,,,,,,,0.01,,,,0.30,,0.07,,0.07,,0.17,0.17,,tr,,,,0.13,,0.43,0.43,,
091077,13,CLZ,"North African catfish, wild, fillet, boiled_",,c,calc. from 091011,[0.40],1,539,128,74.5,3.47,21.7,4.6,0,0,45,1.4,28,0.04,0.5,272,24,42,184,1.29,2.6,41,10,tr,[1],0.41,0.06,0.03,6.7,2.6,0.39,0.21,11,3.4,tr,1280,1350,2200,251,3360,1020,503,979,1850,2110,569,893,897,847,928,246,486,1090,0.90,4.17,1.55,0.84,1.77,0,,0.83,0.10,,,,,,,0.07,0.03,0.95,0.05,0.43,,0.01,,0.01,,0.01,,,,,tr,,,,,,,0.16,0.02,,,0.02,,,,,,,,,,0.58,,,,,,,,0.05,,,,,tr,,,0.02,,,tr,,,,,,,0.20,,,,,0.03,,,,,,0.02,,,0.10,0.12,,,,,0.09,,,,,,,,0.01,,,,0.36,,0.08,,0.08,,0.21,0.21,,tr,,,,0.15,,0.52,0.52,,
091138,13,CLZ,"North African catfish, wild, fillet, boiled in recipe",,c,calc. from 091011,[0.40],1,539,128,74.5,3.47,21.7,4.6,0,0,45,1.4,28,0.04,0.7,363,29,49,217,1.29,2.9,46,10,tr,[1],0.41,0.07,0.04,7.6,3.5,0.47,0.26,14,3.8,tr,1280,1350,2200,251,3360,1020,503,979,1850,2110,569,893,897,847,928,246,486,1090,0.90,4.17,1.55,0.84,1.77,0,,0.83,0.10,,,,,,,0.07,0.03,0.95,0.05,0.43,,0.01,,0.01,,0.01,,,,,tr,,,,,,,0.16,0.02,,,0.02,,,,,,,,,,0.58,,,,,,,,0.05,,,,,tr,,,0.02,,,tr,,,,,,,0.20,,,,,0.03,,,,,,0.02,,,0.10,0.12,,,,,0.09,,,,,,,,0.01,,,,0.36,,0.08,,0.08,,0.21,0.21,,tr,,,,0.15,,0.52,0.52,,
091199,13,CLZ,"North African catfish, wild, fillet, baked",,c,calc. from 091011,[0.40],1,597,142,71.7,3.84,24.0,5.1,0,0,49,1.6,31,0.05,0.6,342,29,46,216,1.43,3.2,51,11,tr,[1],0.45,0.07,0.03,8.0,3.4,0.54,0.30,15,4.2,tr,1420,1490,2440,278,3720,1130,557,1080,2050,2340,630,988,992,937,1030,272,538,1210,0.91,4.63,1.72,0.94,1.97,0,,0.92,0.12,,,,,,,0.08,0.03,1.05,0.05,0.48,,0.01,,0.01,,0.01,,,,,tr,,,,,,,0.18,0.02,,,0.02,,,,,,,,,,0.65,,,,,,,,0.06,,,,,tr,,,0.02,,,tr,,,,,,,0.22,,,,,0.03,,,,,,0.02,,,0.11,0.13,,,,,0.09,,,,,,,,0.01,,,,0.40,,0.09,,0.09,,0.23,0.23,,tr,,,,0.17,,0.58,0.58,,
091012,13,CMC,"Bighead catfish, fillet, raw (ASEAN)",,r,"fi002, fi046, fi287, fi288, fi291, AF1-AAG24, 091007, 091017, 091021",[0.40],1,459,109,73.6,2.90,18.1,4.1,0,0,42,1.1,20,0.06,0.5,288,25,65,168,0.2,2,38,9,tr,[1],0.09,0.01,0.45,5.7,2.3,0.46,0.3,14,3.5,tr,1100,1190,1820,210,2630,1070,457,829,1490,1710,445,742,755,688,812,206,447,893,0.90,3.66,1.25,1.10,1.24,0.06,,0.12,0.30,,,,,,,0.03,0.04,0.84,,0.31,,0.01,,0.01,,0.01,,,,,,,,,,,,0.10,,,,,,,,,,,,,,0.89,,,,,,,,0.05,,,,,0.06,,,0.01,,,tr,,,0.30,,,,0.30,,,,,0.03,,,,0.03,,,,,,0.08,,,,,0.04,,,,,0.08,,,0.06,,,,0.24,,,,0.08,,,0.09,,,,,,0.08,,0.12,0.12,,
091078,13,CMC,"Bighead catfish, fillet, boiled_ (ASEAN)",,c,calc. from 091012,[0.40],1,553,132,68.2,3.50,21.8,4.9,0,0,51,1.4,24,0.06,0.5,260,26,67,172,0.24,2.6,41,10,tr,[1],0.11,0.01,0.38,6.1,1.9,0.39,0.21,11,3.4,tr,1330,1440,2190,253,3170,1290,551,998,1800,2060,537,894,910,829,978,248,539,1080,0.90,4.44,1.52,1.34,1.51,0.07,,0.15,0.36,,,,,,,0.04,0.04,1.02,,0.38,,0.01,,0.01,,0.01,,,,,,,,,,,,0.12,,,,,,,,,,,,,,1.08,,,,,,,,0.06,,,,,0.07,,,0.01,,,tr,,,0.36,,,,0.36,,,,,0.04,,,,0.04,,,,,,0.10,,,,,0.05,,,,,0.09,,,0.08,,,,0.29,,,,0.10,,,0.10,,,,,,0.10,,0.15,0.15,,
