ntbl.nfb.species
Abramis spp
Ageneiosus brevifilis
Alectis alexandrinus
Alepocephalus spp
Ambassidae
Anadara granosa
Arctica islandica
Aristaeomorpha foliacea
Aristeus antennatus
Arius spp
Aspitrigla cuculus
Aspius aspius
Atherinidae
Balistidae
Barbonymus goniontus
Bivalvia
Bothus podus
Branchiostegidae
Brevoortia spp
Callinectes sapidus
Carcinus maenas
Catostomus commersoni
Chamelea gallina
Characidae
Chelidonichthyus lucernus
Chionoecetes opilio
Chionoecetes spp
Cipangopaludina chinensis
Clupea pallasi
Colisa fasciatus
Colisa lalius
Coregonus spp
Crangon crangon
Crassostrea gigas
Crassostrea rhizophorae
Crassostrea virginica
Cyprinidae
Deania calceus
Dentex spp
Diplodus sargus
Eledone moschata
Eriocheir sinensis
Etrumeus teres
Euphausia spp
Euphausia superba
Ficus subintermedia
Gastropoda
Gymnura spp
Helicolenus dacthlopterus
Helostoma temminckii
Hemiramphidae
Hemiramphus spp
Homarus gammarus
Hypomesus pretious
Lagocepahlus lagocephalus
Leuciscus cephalus
Liza spp
Loligo pealeii
Loligo plei
Loligo vulgaris
Macrobrachium nipponense
Macrobrachium spp.
Mactra violacea
Metapenaeus affinis
Metapenaeus dobsoni
Metapenaeus monoceros
Micorpogonias furnieri
Moroteuthis ingens
Mullus barbatus
Mystus spp
Mytilus edulis
Mytilus galloprovincialis
Mytilus spp
Mastacembelus pancalus
Lepidocephalus guntea
Velesunio ambiguus
Nephrops norvegicus
Notopterus spp
Notothenia gibberifrons
Octopus vulgaris
Oncorhynchus gorbusha
Orconectes limosus
Tilapia spp
Osteochilus hasselti
Ostrea edulis
Pagelius erythrinus
Pagrus caeruleocinctus
Palaemon serratus
Palaemonidae
Palinurus elephas
Pampus spp
Panaeus brasiliensis
Pandalus borealis
Pandalus jordani
Pangasius hypophthalamus
Panopea abrupta
Paralithodes camtschaticus
Paralithodes platypus
Parapenaeopsis atlantica
Parapenaeopsis stylifera
Parapenaeus longirostris
Penaeus indicus
Penaeus kerathurus
Penaeus monodon
Penaeus notialis
Penaeus schmitti
Penaeus semisulcatus
Perca Fluviatilis
Perna viridis
Pinctada radiata
Pleuronectes vetulus
Portunus pelagicus
Procambarus acutus
Procambarus clarkii
Protopterus spp
Psetta maxima
Pseudoplatystoma coruscans
Puntius spp
Puntius ticto
Rapana spp
Sardinella spp
Saxidomus gigantea
Scomber spp
Scomper spp
Scophthalmidae
Sebastes marinus
Sepia officinalis
Solea lascaris
Soleidae
Spicara spp
Strombus gracilior
Synodontidae
Synodontis spp
Tellina palatam
Todarodes sagittatus
Trachypenaeus curvirostris
Triakidae
Trichogaster spp
Xiphopenaeus kroyeri
Metacarcinus magister
Haliotis cracherodii
