species,taxon,max_size,max_length,TL,CA_mg,EPA_g,DHA_g,FE_mg,ZN_mg,HG_mcg,FAT,PROTCNT_g,lwA,lwB,Habitat,Subgroup,Abs_lat
Mugil cephalus,Miscellaneous coastal fishes,14.688,120,2.13,NA,0.0878312,0.0988101,NA,NA,NA,NA,NA,0.0085,3,marine,Finfish,39.019184
Mugil cephalus,Miscellaneous coastal fishes,14.688,120,2.13,NA,NA,NA,NA,NA,NA,NA,180,0.0085,3,marine,Finfish,39.019184
Mugil cephalus,Miscellaneous coastal fishes,14.688,120,2.13,NA,NA,NA,NA,NA,NA,NA,101,0.0085,3,marine,Finfish,39.019184
Mugil liza,Miscellaneous coastal fishes,2.99211460402688,63,2,NA,0.24252,0.63468,NA,NA,NA,2.58,NA,0.013,2.980000019,marine,Finfish,23.372169
Mullus barbatus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,NA,0.414824644,0.228075088,NA,NA,NA,5.76,136,0.01288,3.109999895,marine,Finfish,36.5817
Mullus barbatus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,NA,0.0469622,0.0939244,NA,NA,NA,NA,NA,0.01288,3.109999895,marine,Finfish,39.019184
Mullus barbatus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,NA,NA,NA,NA,NA,NA,NA,23,0.01288,3.109999895,marine,Finfish,39.019184
Mullus barbatus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,NA,0.585529856,0.456998912,NA,NA,NA,9.72,49,0.01288,3.109999895,marine,Finfish,42.163403
Mullus barbatus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,NA,NA,NA,NA,NA,NA,NA,101,0.01288,3.109999895,marine,Finfish,39.019184
Mullus barbatus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,NA,NA,NA,NA,NA,NA,NA,138,0.01288,3.109999895,marine,Finfish,39.019184
Mullus barbatus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,NA,NA,NA,NA,NA,NA,NA,191,0.01288,3.109999895,marine,Finfish,34.208024
Mullus barbatus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,NA,0.150044064,0.358328916,NA,NA,NA,3.68,200,0.01288,3.109999895,marine,Finfish,36.5817
Mullus barbatus barbatus,Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,NA,0.221691951,0.398465925,NA,NA,NA,5.33,99,0.01288,3.109999895,marine,Finfish,36.5817
Mullus surmuletus,Miscellaneous coastal fishes,0.867851319177146,40,3.4,NA,NA,NA,NA,NA,NA,NA,160,0.00871,3.12,marine,Finfish,34.208024
Mustelus lenticulatus,"Sharks, rays, chimaeras",7.17276402435901,125,3.5,NA,NA,NA,NA,NA,NA,NA,228,0.00178,3.15,marine,Finfish,40.900557
Mycteroperca acutirostris,Miscellaneous coastal fishes,6.10089513855224,80,3.4,NA,0.44233,1.24747,NA,NA,NA,4.97,NA,0.01,3.04,marine,Finfish,23.372169
Mycteroperca rubra,Miscellaneous coastal fishes,NA,144,4.1,NA,0.041560536,0.117860604,NA,NA,NA,0.72,NA,NA,NA,marine,Finfish,37.370157
Mystus mysticetus,Miscellaneous freshwater fishes,0.04375553125,15.5,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.01175,3,freshwater,Finfish,24.4333
Mystus vittatus,Miscellaneous freshwater fishes,0.128275150079418,21,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00851,3.16,freshwater,Finfish,22.816667
Mastacembelus armatus,Miscellaneous freshwater fishes,1.44018447637902,90,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.00339,2.88,freshwater,Finfish,24.4333
Mastacembelus armatus,Miscellaneous freshwater fishes,1.44018447637902,90,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.00339,2.88,freshwater,Finfish,24.4333
Lepidocephalichthys guntea,"Carps, barbels and other cyprinids",0.0407181850518572,15,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.00741,3.18,freshwater,Finfish,24.4333
Nandus nandus,Miscellaneous freshwater fishes,0.10184789113657,20,3.9,NA,NA,NA,NA,NA,NA,NA,NA,0.01096,3.05,freshwater,Finfish,22.816667
Nemipterus japonicus,Miscellaneous coastal fishes,0.121861881449085,32,3.82,NA,NA,NA,NA,NA,NA,NA,105,0.00474,2.930000067,marine,Finfish,3.144341
Notopterus notopterus,Miscellaneous freshwater fishes,1.55718911084939,60,3.5,NA,NA,NA,NA,NA,NA,NA,NA,0.00692,3.01,freshwater,Finfish,22.816667
Notopterus notopterus,Miscellaneous freshwater fishes,NA,122,3.7,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,freshwater,Finfish,15.484682
Gobionotothen gibberifrons,Miscellaneous coastal fishes,1.6946374763299,55,3.2,NA,NA,NA,NA,NA,NA,NA,120,0.00457,3.2,marine,Finfish,82.862752
Notothenia neglecta,Miscellaneous coastal fishes,1.15886563096846,45,3.1,NA,NA,NA,NA,NA,NA,NA,141,0.00617,3.19,marine,Finfish,82.862752
Notothenia neglecta,Miscellaneous coastal fishes,1.15886563096846,45,3.1,NA,0.51678,0.79431,NA,NA,NA,3.19,NA,0.00617,3.19,marine,Finfish,62
Oblada melanura,Miscellaneous coastal fishes,0.54400184857069,34,3,NA,NA,NA,NA,NA,NA,NA,138,0.01202,3.04,marine,Finfish,39.019184
Odax pullus,Miscellaneous coastal fishes,0.594909450135626,40,2.1,NA,NA,NA,NA,NA,NA,NA,99,0.00692,3.08,marine,Finfish,40.900557
Oncorhynchus gorbuscha,"Salmons, trouts, smelts",2.76205146640009,62,4.19,NA,0.166696,0.328416,NA,NA,NA,NA,NA,0.00336,3.299999952,marine,Finfish,61.01371
Oncorhynchus gorbuscha,"Salmons, trouts, smelts",7.12603173803049,76,4.2,NA,0.289409995,0.68509049,NA,NA,NA,3.95,NA,0.01148,3.08,marine,Finfish,53.726668
Oncorhynchus kisutch,"Salmons, trouts, smelts",11.1930519201145,88,4.25,NA,NA,NA,NA,NA,NA,NA,204,0.01148,3.08,marine,Finfish,48.368122
Oncorhynchus kisutch,NA,11.1930519201145,88,4.25,8,NA,NA,0.4,0.4,1,NA,1,0.01148,3.08,marine,Finfish,52.372895
Oncorhynchus kisutch,"Salmons, trouts, smelts",11.1930519201145,88,4.25,NA,NA,NA,NA,NA,NA,NA,241,0.01148,3.08,marine,Finfish,48.368122
Oncorhynchus kisutch,NA,11.1930519201145,88,4.25,66,NA,NA,0.6,0.7,1,NA,1,0.01148,3.08,marine,Finfish,52.372895
Oncorhynchus kisutch,NA,7.12603173803049,76,NA,29,NA,NA,0.8,0.67,1,NA,1,0.01148,3.08,marine,Finfish,52.372895
Oncorhynchus mykiss,"Salmons, trouts, smelts",19.0512092482775,120,4.4,NA,NA,NA,NA,NA,NA,NA,208,0.00955,3.03,freshwater,Finfish,46.207215
Oncorhynchus mykiss,"Salmons, trouts, smelts",19.0512092482775,120,4.4,NA,NA,NA,NA,NA,NA,NA,156,0.00955,3.03,freshwater,Finfish,46.207215
Oncorhynchus mykiss,"Salmons, trouts, smelts",19.0512092482775,120,4.4,NA,NA,NA,NA,NA,NA,NA,108,0.00955,3.03,freshwater,Finfish,42.740759
Oncorhynchus tshawytscha,"Salmons, trouts, smelts",29.8483843684906,121,4.4,NA,0.44,0.55,NA,NA,NA,7,NA,0.01148,3.08,marine,Finfish,45.9053
Oncorhynchus tshawytscha,"Salmons, trouts, smelts",29.8483843684906,121,4.4,NA,NA,NA,NA,NA,NA,NA,188,0.01148,3.08,marine,Finfish,45.867615
Oncorhynchus keta,NA,21.8715260559634,100,NA,44,NA,NA,0.7,0.58,1,NA,1,0.0138,3.1,marine,Finfish,52.372895
Oncorhynchus mykiss,NA,19.0512092482775,120,NA,43,NA,NA,1.5,0.66,1,NA,1,0.00955,3.03,freshwater,Finfish,52.372895
Oncorhynchus nerka,NA,9.69889123556942,84,NA,52,NA,NA,0.8,0.9,1,NA,1,0.01148,3.08,marine,Finfish,52.372895
Oncorhynchus tshawytscha,NA,57.8499470732865,150,NA,26,NA,NA,0.3,0.44,1,NA,1,0.01148,3.08,marine,Finfish,52.372895
Ophiodon elongatus,Miscellaneous coastal fishes,NA,125,4.32,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,marine,Finfish,46.25
Opisthonema oglinum,"Herrings, sardines, anchovies",0.483957388160377,31,3.23,NA,0.9044,2.527,NA,NA,NA,13.3,NA,0.0174,2.980000019,marine,Finfish,23.372169
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,621.6,0.039166696,0.133166766,0.83,1.3209,NA,NA,82,0.01995,2.96,freshwater,Finfish,4.565474
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,4.565474
Oreochromis macrochir,Tilapias and other cichlids,1.23156343,43,2.2,NA,0.013985924,0.0574764,NA,NA,NA,1.18,NA,0.01549,3,freshwater,Finfish,19.065134
Oreochromis macrochir,Tilapias and other cichlids,1.23156343,43,2.2,NA,0.018878146,0.12090498,NA,NA,NA,1.29,NA,0.01549,3,freshwater,Finfish,19.065134
Oreochromis macrochir,Tilapias and other cichlids,1.23156343,43,2.2,NA,0.039845871,0.112158748,NA,NA,NA,1.37,NA,0.01549,3,freshwater,Finfish,19.065134
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,7.031297
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,6.255568
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,0.012881055,0.076739861,NA,NA,NA,0.99,NA,0.01995,2.96,freshwater,Finfish,19.065134
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,0.01037568,0.04279968,NA,NA,NA,1.08,NA,0.01995,2.96,freshwater,Finfish,19.065134
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,7.031297
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,7.031297
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,7.031297
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,7.971943
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,7.971943
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,2.516667
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,2.516667
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,2.516667
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,6.255568
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,0.010859908,0.048743308,NA,NA,NA,0.83,NA,0.01995,2.96,freshwater,Finfish,19.065134
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,6.255568
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,0.01365,0.06335,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,1.504705
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,883,NA,NA,3,7,NA,NA,46,0.01995,2.96,freshwater,Finfish,11.066667
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,7.971943
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,0.17525383,0.64891283,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,0.033333
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,173,0.01995,2.96,freshwater,Finfish,15.484682
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,0.02035,0.0714,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,1.433393
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,NA,0.00874,0.05846,NA,NA,NA,NA,NA,0.01995,2.96,freshwater,Finfish,0.755775
Osteochilus vittatus,"Carps, barbels and other cyprinids",0.50223420803594,32,2.6,1103.31,NA,NA,1.11,1.8122,NA,NA,NA,0.01122,3.09,freshwater,Finfish,12.265754
Pagellus erythrinus,Miscellaneous coastal fishes,2.5570838559963,60,3.4,NA,0.074576297,0.30990909,NA,NA,NA,1.67,NA,0.01047,3.03,marine,Finfish,38.963745
Pagellus bogaraveo,Miscellaneous coastal fishes,4.88655182735429,70,3.7,NA,NA,NA,NA,NA,NA,NA,220,0.01202,3.04,marine,Finfish,39.019184
Pagellus bogaraveo,Miscellaneous coastal fishes,7.61192309174919,70,3.66,39,NA,0.229,0.15,0.263,NA,0.64,NA,0.0124,3.137000084,marine,Finfish,42.575055
Pagellus bogaraveo,Miscellaneous coastal fishes,7.61192309174919,70,3.66,64,0.018,0.22,0.14,0.256,NA,0.53,NA,0.0124,3.137000084,marine,Finfish,42.575055
Pagellus bogaraveo,Miscellaneous coastal fishes,7.61192309174919,70,3.66,69,0.018,0.203,0.19,0.356,NA,0.52,NA,0.0124,3.137000084,marine,Finfish,42.575055
Pagellus erythrinus,Miscellaneous coastal fishes,4.4496,60,3.52,NA,NA,NA,NA,NA,NA,NA,157,0.0206,3,marine,Finfish,34.208024
Pagrus auratus,Miscellaneous coastal fishes,35.855127417963,130,3.3,NA,NA,NA,NA,NA,NA,NA,180,0.0447,2.792999983,marine,Finfish,39.019184
Pagrus pagrus,Miscellaneous coastal fishes,10.8867887551479,90,3.8,NA,0.030405616,0.153564534,NA,NA,NA,1.02,NA,0.02239,2.91,marine,Finfish,37.370157
Pagrus pagrus,Miscellaneous coastal fishes,10.8867887551479,90,3.8,NA,NA,NA,NA,NA,NA,NA,105,0.02239,2.91,marine,Finfish,34.208024
Pagrus pagrus,Miscellaneous coastal fishes,6.55243766664437,75,3.65,NA,0.0364,0.0988,1.42,0.61,NA,0.81,229,0.0152,3.005000114,marine,Finfish,14.764504
Pagrus pagrus,Miscellaneous coastal fishes,6.55243766664437,75,3.65,NA,0.02631,0.15824,NA,NA,NA,0.91,NA,0.0152,3.005000114,marine,Finfish,39.919841
Pampus argenteus,Miscellaneous pelagic fishes,6.83195841135666,60,3.18,NA,NA,NA,NA,NA,NA,NA,153,0.042300001,2.928999901,marine,Finfish,9.71212
Pampus argenteus,Miscellaneous pelagic fishes,6.83195841135666,60,3.18,NA,NA,NA,NA,NA,NA,NA,123,0.042300001,2.928999901,marine,Finfish,3.144341
Pampus argenteus,Miscellaneous pelagic fishes,0.32585415915851,25.8,3.3,NA,0.200048145,0.5459927,NA,NA,NA,NA,122,0.01778,3.02,marine,Finfish,29.985295
Pangasianodon hypophthalmus,Miscellaneous freshwater fishes,NA,130,3.1,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,freshwater,Finfish,15.484682
Parambassis wolffii,Miscellaneous coastal fishes,0.164453525042636,20,3.7,1252.61,NA,NA,1.53,1.809024,NA,NA,NA,0.01995,3.01,marine,Finfish,12.265754
Parastromateus niger,Miscellaneous pelagic fishes,5.2840433833651,62,3.64,NA,NA,NA,NA,NA,NA,NA,158,0.0211,3.012000084,marine,Finfish,3.144341
Parastromateus niger,Miscellaneous pelagic fishes,5.2840433833651,62,3.64,NA,NA,NA,NA,NA,NA,NA,198,0.0211,3.012000084,marine,Finfish,9.71212
Parona signata,Miscellaneous pelagic fishes,0.779893998762744,46,3.4,NA,0.1336918,0.508827,NA,NA,NA,5.5,211,0.01175,2.9,marine,Finfish,34.941407
Patagonotothen ramsayi,Miscellaneous demersal fishes,1.07869633215983,44,3.5,NA,0.086307624,0.195420108,NA,NA,NA,0.78,NA,0.00617,3.19,marine,Finfish,51.796253
Patagonotothen ramsayi,Miscellaneous demersal fishes,1.07869633215983,44,3.5,NA,0.055120347,0.280779133,NA,NA,NA,0.83,NA,0.00617,3.19,marine,Finfish,51.796253
Patagonotothen ramsayi,Miscellaneous demersal fishes,1.07869633215983,44,3.5,8.635,NA,NA,0.3265,0.6825,NA,NA,NA,0.00617,3.19,marine,Finfish,51.796253
Patagonotothen ramsayi,Miscellaneous demersal fishes,1.07869633215983,44,3.5,NA,0.093000334,0.236501244,NA,NA,NA,0.94,NA,0.00617,3.19,marine,Finfish,51.796253
Patagonotothen ramsayi,Miscellaneous demersal fishes,1.07869633215983,44,3.5,NA,0.154125024,0.341466648,NA,NA,NA,1.34,NA,0.00617,3.19,marine,Finfish,51.796253
Perca flavescens,Miscellaneous freshwater fishes,1.79793474253376,50,3.7,2.99,0.000384852,0.056503323,0.09,0.135388,NA,NA,86,0.0123,3.04,freshwater,Finfish,45.052237
Perca flavescens,Miscellaneous freshwater fishes,1.79793474253376,50,3.7,NA,NA,NA,NA,NA,NA,NA,70,0.0123,3.04,freshwater,Finfish,42.740759
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,85.4,0.04723626,0.13118861,0.16,0.584,24,0.9,98,0.01,3.08,freshwater,Finfish,42.606001
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,46.3,0.042595948,0.118886214,0.24,0.737,27,0.86,115,0.01,3.08,freshwater,Finfish,42.119525
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,62.4,0.033646877,0.1795541,0.2,0.693,63,0.99,103,0.01,3.08,freshwater,Finfish,42.260357
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,18.29,NA,NA,0.13,0.472605,NA,NA,NA,0.01,3.08,freshwater,Finfish,54.117096
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,17.27,NA,NA,0.11,0.44161,NA,NA,NA,0.01,3.08,freshwater,Finfish,54.084241
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,10.2,NA,NA,0.11,0.421452,NA,NA,NA,0.01,3.08,freshwater,Finfish,54.00394
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,8.8,NA,NA,0.09,0.408639,NA,NA,NA,0.01,3.08,freshwater,Finfish,54.117096
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,11.1,NA,NA,0.1,0.40198,NA,NA,NA,0.01,3.08,freshwater,Finfish,54.084241
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,freshwater,Finfish,61.92411
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,freshwater,Finfish,61.92411
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,freshwater,Finfish,61.92411
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,freshwater,Finfish,61.92411
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,freshwater,Finfish,61.341081
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,freshwater,Finfish,61.341081
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,freshwater,Finfish,61.508114
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,freshwater,Finfish,61.508114
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,0.12324125,0.36578003,NA,NA,NA,1.21,NA,0.01,3.08,freshwater,Finfish,51.821038
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,0.15723708,0.37998961,NA,NA,NA,1.43,NA,0.01,3.08,freshwater,Finfish,46.402497
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,0.136724,0.3545058,NA,NA,NA,1.2,NA,0.01,3.08,freshwater,Finfish,51.821038
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,0.1095292,0.3391872,NA,NA,NA,1.1,NA,0.01,3.08,freshwater,Finfish,51.821038
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,0.13063635,0.39860835,NA,NA,NA,1.35,NA,0.01,3.08,freshwater,Finfish,51.821038
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,0.12081186,0.39547814,NA,NA,NA,1.26,NA,0.01,3.08,freshwater,Finfish,51.821038
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,0.20176792,0.33174112,NA,NA,NA,1.48,NA,0.01,3.08,freshwater,Finfish,46.402497
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,0.1680728,0.36735912,NA,NA,NA,1.44,NA,0.01,3.08,freshwater,Finfish,46.402497
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,0.14496418,0.43857807,NA,NA,NA,1.47,NA,0.01,3.08,freshwater,Finfish,46.402497
Perca fluviatilis,Miscellaneous freshwater fishes,2.99713186592385,60,4.4,NA,0.11847254,0.3819909,NA,NA,NA,1.34,NA,0.01,3.08,freshwater,Finfish,46.402497
Phycis blennoides,"Cods, hakes, haddocks",3.62618016524111,90,3.49,NA,NA,NA,NA,NA,NA,NA,NA,0.0012,3.315999985,marine,Finfish,53.810441
Phycis blennoides,"Cods, hakes, haddocks",3.62618016524111,90,3.49,NA,NA,NA,NA,NA,NA,NA,NA,0.0012,3.315999985,marine,Finfish,39.019184
Phycis phycis,"Cods, hakes, haddocks",1.58748050712063,49,4.11,NA,0.017286005,0.114857545,NA,NA,NA,0.55,NA,0.00699,3.16899991,marine,Finfish,37.370157
Piaractus mesopotamicus,Miscellaneous freshwater fishes,NA,40.5,2,NA,0.05082044,0.138427529,NA,NA,NA,7.9,NA,NA,NA,freshwater,Finfish,16.837027
Pimelodus argenteus,Miscellaneous freshwater fishes,10.0257009108214,94.2,3.3,NA,0.00301504,0.019291545,NA,NA,NA,0.35,59,0.01,3.04,freshwater,Finfish,19.427757
Pimelodus maculatus,Miscellaneous freshwater fishes,1.75837467638673,51,2.9,NA,0.02215466,0.09466082,NA,NA,NA,5.55,91,0.01047,3.06,freshwater,Finfish,19.427757
Pinirampus pirinampu,Miscellaneous freshwater fishes,24.8990762570775,120,4.5,NA,0.02333765,0.07001295,NA,NA,NA,7.3,50,0.00851,3.11,freshwater,Finfish,19.427757
Platichthys flesus,"Flounders, halibuts, soles",0.947757454158021,43,3.53,NA,NA,NA,NA,NA,NA,NA,NA,0.0093,3.065999985,marine,Finfish,53.164164
Platichthys flesus,"Flounders, halibuts, soles",0.947757454158021,43,3.53,NA,NA,NA,NA,NA,NA,NA,NA,0.0093,3.065999985,marine,Finfish,53.164164
Platichthys stellatus,"Flounders, halibuts, soles",6.66786756584721,75,3.32,NA,NA,NA,NA,NA,NA,NA,96,0.00359,3.343300104,marine,Finfish,45.867615
Platichthys stellatus,NA,8.58380173980419,91,NA,18,NA,NA,0.36,0.45,1,NA,1,0.00759,3.09,marine,Finfish,52.372895
Pleurogrammus monopterygius,Miscellaneous coastal fishes,1.38410216185219,48,3.33,14.1,NA,NA,0.62,0.5067,8,NA,NA,0.01072,3.04,marine,Finfish,57.241325
Pleuronectes platessa,"Flounders, halibuts, soles",10.7117818933184,100,3.26,28,NA,NA,0.19,0.48,37,NA,37,0.00776,3.07,marine,Finfish,63.968654
Pleuronectes platessa,"Flounders, halibuts, soles",10.7117818933184,100,3.26,NA,NA,NA,NA,NA,NA,NA,NA,0.00776,3.07,marine,Finfish,53.164164
Pleuronectes platessa,"Flounders, halibuts, soles",10.7117818933184,100,3.26,NA,NA,NA,NA,NA,NA,NA,NA,0.00776,3.07,marine,Finfish,53.164164
Pleuronectes platessa,"Flounders, halibuts, soles",10.7117818933184,100,3.26,NA,0.174054112,0.158101627,NA,NA,NA,1.7,NA,0.00776,3.07,marine,Finfish,63.968654
Parophrys vetulus,"Flounders, halibuts, soles",0.778770366023302,49,3.45,NA,NA,NA,NA,NA,NA,NA,27,0.00589,3.03,marine,Finfish,45.867615
Plotosus canius,Miscellaneous coastal fishes,5.02131779692119,94.2,3.3,NA,NA,NA,NA,NA,NA,NA,56,0.00437,3.07,marine,Finfish,3.144341
Pogonias cromis,Miscellaneous coastal fishes,30.3125248436651,139,3.89,NA,0.0703152,0.092777,NA,NA,NA,1.2,153,0.018579001,2.898999929,marine,Finfish,34.941407
Pollachius pollachius,"Cods, hakes, haddocks",12.8525991331729,107,4.15,NA,NA,NA,NA,NA,NA,NA,NA,0.00613,3.11500001,marine,Finfish,60.657778
Pollachius pollachius,"Cods, hakes, haddocks",12.8525991331729,107,4.15,NA,NA,NA,NA,NA,NA,NA,NA,0.00613,3.11500001,marine,Finfish,60.657778
Pollachius virens,"Cods, hakes, haddocks",21.2700739797548,130,4.4,10,NA,NA,0.25,0.38,71,NA,120,0.00759,3.05,marine,Finfish,63.968654
Pollachius virens,"Cods, hakes, haddocks",21.2700739797548,130,4.4,NA,0.071883579,0.254163204,NA,NA,NA,0.85,NA,0.00759,3.05,marine,Finfish,63.968654
Pollachius virens,"Cods, hakes, haddocks",11.8199687755881,107,4.38,NA,NA,NA,NA,NA,NA,NA,NA,0.00771,3.048000097,marine,Finfish,62.1
Pollachius virens,"Cods, hakes, haddocks",11.8199687755881,107,4.38,NA,NA,NA,NA,NA,NA,NA,NA,0.00771,3.048000097,marine,Finfish,NA
Polyprion oxygeneios,Miscellaneous demersal fishes,26.1712022767422,123,4.45,NA,NA,NA,NA,NA,NA,NA,173,0.0142,2.997999907,marine,Finfish,40.900557
Pomatomus saltatrix,Miscellaneous pelagic fishes,8.58696589877343,98,4.5,NA,0.748,2.5058,NA,NA,NA,18.7,NA,0.01096,2.96,marine,Finfish,23.372169
Pomatomus saltatrix,Miscellaneous pelagic fishes,18.2265965387216,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.013564148,2.898995876,marine,Finfish,39.019184
Pomoxis nigromaculatus,Miscellaneous freshwater fishes,1.62858548227354,49,4.2,NA,NA,NA,NA,NA,NA,NA,100,0.01096,3.06,freshwater,Finfish,42.740759
Prochilodus reticulatus,Miscellaneous freshwater fishes,0.313202168820961,28,2,19,0.01,NA,NA,NA,NA,NA,52,0.0138,3.01,freshwater,Finfish,5.816764
