Food.Item.ID,species,taxon,max_size,max_length,TL,CA_mg,EPA_g,DHA_g,FE_mg,ZN_mg,HG_mcg,FAT,PROTEIN,lwA,lwB,Habitat,Subgroup,Abs_lat,Latitude,max_length_study
902269,Amblypharyngodon mola,"Carps, barbels and other cyprinids",0.108917054665815,20,2.9,NA,NA,NA,NA,NA,NA,NA,NA,0.00794,3.18,freshwater,Finfish,24.4333,24.4333,NA
900180,Anabas testudineus,Miscellaneous freshwater fishes,0.304860446034431,25,2.7,NA,NA,NA,NA,NA,NA,NA,NA,0.02692,2.9,freshwater,Finfish,22.816667,22.816667,NA
900215,Anabas testudineus,Miscellaneous freshwater fishes,0.304860446034431,25,2.7,NA,0.011866184,0.096490812,NA,NA,NA,0.99,NA,0.02692,2.9,freshwater,Finfish,15.116386,15.116386,NA
900216,Anabas testudineus,Miscellaneous freshwater fishes,0.304860446034431,25,2.7,NA,0.008665437,0.073461047,NA,NA,NA,0.99,NA,0.02692,2.9,freshwater,Finfish,15.190255,15.190255,NA
900217,Anabas testudineus,Miscellaneous freshwater fishes,0.304860446034431,25,2.7,NA,0.004215618,0.039345768,NA,NA,NA,0.99,NA,0.02692,2.9,freshwater,Finfish,14.761942,14.761942,NA
902252,Anabas testudineus,Miscellaneous freshwater fishes,0.304860446034431,25,2.7,NA,NA,NA,NA,NA,NA,NA,NA,0.02692,2.9,freshwater,Finfish,24.4333,24.4333,NA
900550,Anadara granosa,"Clams, cockles, arkshells",NA,9,NA,NA,NA,NA,NA,NA,NA,1.93,15.99,NA,NA,marine,Molluscs,3.144341,3.144341,5
901256,Anarhichas lupus,Miscellaneous demersal fishes,35.2649545901455,150,3.2,6.8,NA,NA,0.15,0.78,14.3,NA,16.2,0.00347,3.22,marine,Finfish,63.968654,63.968654,NA
901284,Anarhichas lupus,Miscellaneous demersal fishes,35.2649545901455,150,3.2,NA,0.169891253,0.179600693,NA,NA,NA,2.18,NA,0.00347,3.22,marine,Finfish,63.968654,63.968654,NA
901283,Anarhichas lupus,Miscellaneous demersal fishes,35.2649545901455,150,3.2,NA,0.181546446,0.10213356,NA,NA,NA,1.3,NA,0.00347,3.22,marine,Finfish,63.968654,63.968654,NA
901282,Anarhichas lupus,Miscellaneous demersal fishes,35.2649545901455,150,3.2,NA,0.131686107,0.163997287,NA,NA,NA,1.5,NA,0.00347,3.22,marine,Finfish,63.968654,63.968654,NA
900958,Anchoa hepsetus,"Herrings, sardines, anchovies",0.0292866361782307,12,3.33,NA,NA,NA,NA,NA,NA,NA,15.74,0.002,3.859999895,marine,Finfish,19.173773,19.173773,NA
900418,Anguilla anguilla,River eels,0.228682834415693,50,3.5,NA,NA,NA,NA,NA,NA,NA,NA,0.00087,3.19,freshwater,Finfish,39.019184,39.019184,NA
900863,Anguilla bicolor,River eels,2.96359014721014,120,3.6,NA,NA,NA,NA,NA,NA,NA,NA,0.00076,3.17,freshwater,Finfish,12.265754,12.265754,NA
900691,Anguilla japonica,River eels,5.90511762089249,150,3.6,NA,NA,NA,NA,NA,NA,11.6,NA,0.00071,3.18,freshwater,Finfish,31.596553,31.596553,NA
900091,Anguilla rostrata,River eels,8.28643554968322,152,3.7,NA,0.0856776,0.1595376,NA,NA,NA,NA,NA,0.00166,3.069999933,freshwater,Finfish,35.131275,35.131275,43
900196,Anoplopoma fimbria,Miscellaneous demersal fishes,10.3723719088217,98,3.83,NA,0.35,0.42,NA,NA,NA,5.7,NA,0.0058,3.140000105,marine,Finfish,45.9053,45.9053,NA
900114,Aphanopus carbo,Miscellaneous demersal fishes,1.6809651826542,110,4.5,14,0.0479,0.1395,0.1,0.5,NA,NA,15.7,0.000201,3.391000032,marine,Finfish,38.444217,38.444217,NA
900113,Aphanopus carbo,Miscellaneous demersal fishes,1.6809651826542,110,4.5,NA,NA,NA,NA,NA,NA,NA,16.1,0.000201,3.391000032,marine,Finfish,38.444217,38.444217,NA
900112,Aphanopus carbo,Miscellaneous demersal fishes,1.6809651826542,110,4.5,11.9,0.0424763,0.12370675,NA,0.27,NA,NA,16.9,0.000201,3.391000032,marine,Finfish,38.444217,38.444217,NA
901259,Arctica islandica,"Clams, cockles, arkshells",0.0126719453545065,11,2,62.9,NA,NA,5.3,0.84,1.7,NA,7.3,0.023009,2.632,marine,Molluscs,63.968654,63.968654,NA
900918,Ariomma bondi,Miscellaneous demersal fishes,0.276896062828729,30,3.5,NA,0.23866826,1.3073548,NA,NA,NA,8.3,20.8,0.01175,2.96,marine,Finfish,25.304304,25.304304,18.1
900917,Ariomma bondi,Miscellaneous demersal fishes,0.276896062828729,30,3.5,NA,0.16785216,1.427909,NA,NA,NA,6.4,22.3,0.01175,2.96,marine,Finfish,25.304304,25.304304,17.4
901204,Aristaeomorpha foliacea,"Shrimps, prawns",NA,17.5,NA,NA,0.030021745,0.057581619,NA,NA,NA,NA,20.31,NA,NA,marine,Crustacean,33.886917,33.886917,NA
901207,Aristaeomorpha foliacea,"Shrimps, prawns",NA,17.5,NA,NA,0.034584211,0.07125565,NA,NA,NA,NA,21.86,NA,NA,marine,Crustacean,32.10119,32.10119,NA
901203,Aristaeomorpha foliacea,"Shrimps, prawns",NA,17.5,NA,NA,0.023645371,0.043766961,NA,NA,NA,NA,22.02,NA,NA,marine,Crustacean,33.886917,33.886917,NA
901209,Aristaeomorpha foliacea,"Shrimps, prawns",NA,17.5,NA,NA,0.022001845,0.041721764,NA,NA,NA,NA,22.23,NA,NA,marine,Crustacean,35.240117,35.240117,NA
901205,Aristaeomorpha foliacea,"Shrimps, prawns",NA,17.5,NA,NA,0.037700714,0.070346104,NA,NA,NA,NA,22.37,NA,NA,marine,Crustacean,36.5626,36.5626,NA
901201,Aristaeomorpha foliacea,"Shrimps, prawns",NA,17.5,NA,NA,0.039948611,0.071709734,NA,NA,NA,NA,22.66,NA,NA,marine,Crustacean,43.863529,43.863529,NA
901210,Aristaeomorpha foliacea,"Shrimps, prawns",NA,17.5,NA,NA,0.033838013,0.065869534,NA,NA,NA,NA,22.86,NA,NA,marine,Crustacean,35.240117,35.240117,NA
901206,Aristaeomorpha foliacea,"Shrimps, prawns",NA,17.5,NA,NA,0.030119591,0.056198482,NA,NA,NA,NA,23.92,NA,NA,marine,Crustacean,36.5626,36.5626,NA
901202,Aristaeomorpha foliacea,"Shrimps, prawns",NA,17.5,NA,NA,0.037101517,0.064228696,NA,NA,NA,NA,24.03,NA,NA,marine,Crustacean,43.863529,43.863529,NA
901208,Aristaeomorpha foliacea,"Shrimps, prawns",NA,17.5,NA,NA,0.029671139,0.062500818,NA,NA,NA,NA,24.63,NA,NA,marine,Crustacean,32.10119,32.10119,NA
900487,Aristeus antennatus,"Shrimps, prawns",5.89729683190815e-05,6,3.29,NA,NA,NA,NA,NA,NA,0.4,16,8e-04,2.4,marine,Crustacean,39.019184,39.019184,NA
900486,Aristeus antennatus,"Shrimps, prawns",5.89729683190815e-05,6,3.29,NA,NA,NA,NA,NA,NA,0.2,19,8e-04,2.4,marine,Crustacean,39.019184,39.019184,NA
900488,Aristeus antennatus,"Shrimps, prawns",5.89729683190815e-05,6,3.29,NA,NA,NA,NA,NA,NA,2,19,8e-04,2.4,marine,Crustacean,39.019184,39.019184,NA
901191,Aristeus antennatus,"Shrimps, prawns",5.89729683190815e-05,6,3.29,NA,0.006710598,0.007997562,NA,NA,NA,NA,NA,8e-04,2.4,marine,Crustacean,37.017954,37.017954,3.5
901192,Aristeus antennatus,"Shrimps, prawns",5.89729683190815e-05,6,3.29,NA,0.020545461,0.032266026,NA,NA,NA,NA,NA,8e-04,2.4,marine,Crustacean,37.017954,37.017954,3.5
900446,Aristeus antennatus,"Shrimps, prawns",5.89729683190815e-05,6,3.29,NA,0.1005696,0.111744,NA,NA,NA,NA,NA,8e-04,2.4,marine,Crustacean,39.019184,39.019184,NA
900820,Arius spp,Miscellaneous coastal fishes,3.45304877899306,70,3.7,NA,0.03700088,0.11402312,NA,NA,NA,4.2,NA,0.01096,2.98,marine,Finfish,16.041655,-16.041655,30
900821,Arius spp,Miscellaneous coastal fishes,3.45304877899306,70,3.7,NA,0.03249876,0.18918921,NA,NA,NA,4.3,NA,0.01096,2.98,marine,Finfish,16.041655,-16.041655,30
900822,Arius spp,Miscellaneous coastal fishes,3.45304877899306,70,3.7,NA,0.03760532,0.27594174,NA,NA,NA,5.6,NA,0.01096,2.98,marine,Finfish,16.041655,-16.041655,30
900823,Arius spp,Miscellaneous coastal fishes,3.45304877899306,70,3.7,NA,0.03319092,0.33032868,NA,NA,NA,5.8,NA,0.01096,2.98,marine,Finfish,16.041655,-16.041655,30
900824,Arius spp,Miscellaneous coastal fishes,3.45304877899306,70,3.7,NA,0.03548732,0.48479288,NA,NA,NA,6.6,NA,0.01096,2.98,marine,Finfish,16.041655,-16.041655,30
900435,Arnoglossus laterna,"Flounders, halibuts, soles",0.129213872582273,25,3.6,NA,NA,NA,NA,NA,NA,NA,NA,0.00562,3.12,marine,Finfish,39.019184,39.019184,NA
900204,Arripis trutta,Miscellaneous coastal fishes,0.612965431755724,75,4.07,NA,NA,NA,NA,NA,NA,8.6,21.2,0.0033,2.809999943,marine,Finfish,40.900557,-40.900557,48
900329,Aspitrigla cuculus,Miscellaneous demersal fishes,1.28510543068294,50,3.9,NA,0.018991364,0.151529686,NA,NA,NA,0.87,NA,0.00813,3.06,marine,Finfish,37.370157,37.370157,NA
900156,Aspius aspius,"Carps, barbels and other cyprinids",NA,120,4.5,70,NA,NA,0.9,0.6,8,7.3,21,NA,NA,freshwater,Finfish,41.53,41.53,50
900157,Aspius aspius,"Carps, barbels and other cyprinids",NA,120,4.5,70,NA,NA,1,0.7,7,6.2,23,NA,NA,freshwater,Finfish,41.53,41.53,40
900151,Atheresthes stomias,"Flounders, halibuts, soles",2.68945355778023,69,4.26,NA,0.393730288,0.237639134,NA,NA,NA,NA,NA,0.01981,2.791300058,marine,Finfish,57.79,57.79,NA
900797,Atherina boyeri,Miscellaneous pelagic fishes,0.0642798630603476,20,3.12,NA,0.34639424,0.47727936,NA,NA,NA,6.2,19.41,0.0075,3.023000002,marine,Finfish,37.266667,37.266667,8.18
902191,Atherinidae,Miscellaneous pelagic fishes,0.0550578985754269,20,3.2,NA,0.146054679,0.234779484,NA,NA,NA,5.03,17.86,0.00575,3.06,marine,Finfish,34.7,34.7,4.65
900798,Atherinidae,Miscellaneous pelagic fishes,0.0550578985754269,20,3.2,NA,0.200510714,0.243160783,NA,NA,NA,6.09,19.11,0.00575,3.06,marine,Finfish,37.266667,37.266667,8.02
901122,Atherinidae,Miscellaneous pelagic fishes,0.0550578985754269,20,3.2,NA,0.16,0.32,NA,NA,NA,6.09,19.11,0.00575,3.06,marine,Finfish,37.509726,37.509726,8.05
900425,Atrobucca nibe,Miscellaneous coastal fishes,0.664684389377375,45,3.6,NA,NA,NA,NA,NA,NA,NA,20,0.00603,3.05,marine,Finfish,39.019184,39.019184,NA
901007,Auxis rochei,"Tunas, bonitos, billfishes",2.39031488782063,50,4.1,NA,1.5807742,3.6417836,NA,NA,NA,NA,NA,0.00464,3.361999989,marine,Finfish,36.204824,36.204824,32.1
901006,Auxis rochei,"Tunas, bonitos, billfishes",2.39031488782063,50,4.1,NA,0.325155,0.8584092,NA,NA,NA,NA,NA,0.00464,3.361999989,marine,Finfish,36.204824,36.204824,32.1
900885,Auxis thazard,"Tunas, bonitos, billfishes",1.91041745119952,54,4.34,NA,0.5324,2.0086,NA,NA,NA,6.05,NA,0.00955,3.06,marine,Finfish,23.372169,-23.372169,NA
901009,Auxis thazard,"Tunas, bonitos, billfishes",4.7110115746824,65,4.3,NA,1.3707943,3.7308216,NA,NA,NA,NA,NA,0.00997,3.130000114,marine,Finfish,36.204824,36.204824,38.3
901008,Auxis thazard,"Tunas, bonitos, billfishes",4.7110115746824,65,4.3,NA,0.4661453,1.3430523,NA,NA,NA,NA,NA,0.00997,3.130000114,marine,Finfish,36.204824,36.204824,38.3
900144,Bagrus docmak,Miscellaneous freshwater fishes,20.5330077778066,127,4.1,NA,0.38111275,0.659837,NA,NA,NA,NA,NA,0.00955,3.01,freshwater,Finfish,0.033333,-0.033333,NA
900107,Bagrus docmak,Miscellaneous freshwater fishes,20.5330077778066,127,4.1,NA,0.013,0.06384,NA,NA,NA,NA,NA,0.00955,3.01,freshwater,Finfish,0.755775,-0.755775,NA
900108,Bagrus docmak,Miscellaneous freshwater fishes,20.5330077778066,127,4.1,NA,0.01008,0.04712,NA,NA,NA,NA,NA,0.00955,3.01,freshwater,Finfish,1.504705,1.504705,NA
900966,Balistidae,Miscellaneous coastal fishes,3.185967948877,53,3.44,NA,NA,NA,NA,NA,NA,NA,17.1,0.021400001,3,marine,Finfish,19.173773,19.173773,NA
900330,Balistidae,Miscellaneous coastal fishes,3.0894284646924,60,3.6,NA,0.015765698,0.057926456,NA,NA,NA,0.53,NA,0.01905,2.93,marine,Finfish,37.370157,37.370157,NA
900001,Barbonymus goniontus,"Carps, barbels and other cyprinids",0.694617055170104,40.5,2.4,NA,NA,NA,NA,NA,NA,NA,17.9,0.01514,2.9,freshwater,Finfish,15.484682,15.484682,NA
900289,Belone belone,Miscellaneous pelagic fishes,0.862033369884854,89,4.21,NA,0.490163256,2.161174356,NA,NA,NA,13.42,20.05,0.00055,3.177999973,marine,Finfish,42.163403,42.163403,NA
901168,Bivalvia,Mussels,NA,2.3,NA,NA,NA,NA,0.04,0.01579,NA,NA,NA,NA,NA,marine,Molluscs,36.632173,36.632173,1.91
900455,Boops boops,Miscellaneous coastal fishes,0.2619,30,3,NA,NA,NA,NA,NA,NA,NA,17,0.0097,3,marine,Finfish,39.019184,39.019184,NA
900456,Boops boops,Miscellaneous coastal fishes,0.2619,30,3,NA,NA,NA,NA,NA,NA,NA,18,0.0097,3,marine,Finfish,39.019184,39.019184,NA
900457,Boops boops,Miscellaneous coastal fishes,0.2619,30,3,NA,NA,NA,NA,NA,NA,NA,20,0.0097,3,marine,Finfish,39.019184,39.019184,NA
900320,Boops boops,Miscellaneous coastal fishes,0.2619,30,3,NA,0.165583808,0.60833344,NA,NA,NA,3.64,NA,0.0097,3,marine,Finfish,38.963745,38.963745,NA
900415,Boops boops,Miscellaneous coastal fishes,0.2619,30,3,NA,0.0569166,0.1138332,NA,NA,NA,NA,NA,0.0097,3,marine,Finfish,39.019184,39.019184,NA
900332,Bothus podus,"Flounders, halibuts, soles",0.896802127617942,45,3.4,NA,0.025146645,0.08477108,NA,NA,NA,0.47,NA,0.00912,3.02,marine,Finfish,37.370157,37.370157,NA
900839,Brama japonica,Miscellaneous pelagic fishes,3.37881718937371,61,4.4,8.8,NA,NA,0.29,0.3635,11.4,NA,NA,0.01905,2.94,marine,Finfish,57,57,NA
900964,Branchiostegidae,Miscellaneous demersal fishes,2.81951049170179,60,3.8,NA,NA,NA,NA,NA,NA,NA,16,0.00832,3.11,marine,Finfish,19.173773,19.173773,NA
900884,Brevoortia aurea,"Herrings, sardines, anchovies",0.153280503842738,26,2.75,NA,1.11824,2.38108,NA,NA,NA,9.64,NA,0.00741,3.05,marine,Finfish,23.372169,-23.372169,NA
902187,Brevoortia spp,"Herrings, sardines, anchovies",0.153280503842738,26,2.8,NA,1.2169426,1.5180418,NA,NA,NA,13.6,19.4,0.00741,3.05,marine,Finfish,34.941407,-34.941407,NA
900646,Brosme brosme,"Cods, hakes, haddocks",14.7147707445022,120,4,NA,NA,NA,NA,NA,NA,0.7,NA,0.00457,3.13,marine,Finfish,60.529651,60.529651,NA
900647,Brosme brosme,"Cods, hakes, haddocks",14.7147707445022,120,4,NA,NA,NA,NA,NA,NA,0.6,NA,0.00457,3.13,marine,Finfish,60.529651,60.529651,NA
900687,Brycon orbignyanus,Miscellaneous freshwater fishes,NA,79.5,2.5,NA,0.015256704,0.03337404,NA,NA,NA,3.56,NA,NA,NA,freshwater,Finfish,18.327778,18.327778,NA
901198,Callinectes sapidus,"Crabs, sea-spiders",NA,23,4,NA,NA,NA,NA,NA,NA,NA,14.71,NA,NA,marine,Crustacean,36.5,36.5,4.85
901197,Callinectes sapidus,"Crabs, sea-spiders",NA,23,4,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,marine,Crustacean,36.5,36.5,4.85
900333,Caranx crysos,Miscellaneous pelagic fishes,4.95914415189254,70,4.4,NA,0.34804382,1.319759711,NA,NA,NA,6.17,NA,0.01788,2.95,marine,Finfish,37.370157,37.370157,NA
900876,Caranx crysos,Miscellaneous pelagic fishes,4.95914415189254,70,4.4,NA,1.222,3.7036,NA,NA,NA,18.8,NA,0.01788,2.95,marine,Finfish,23.372169,-23.372169,NA
900162,Carassius carassius,"Carps, barbels and other cyprinids",5.89769217152976,64,3.1,59,NA,NA,0.9,0.6,8,1.6,18,0.01905,3.04,freshwater,Finfish,41.53,41.53,18
900163,Carassius carassius,"Carps, barbels and other cyprinids",5.89769217152976,64,3.1,57,NA,NA,0.8,0.5,8,1.2,18,0.01905,3.04,freshwater,Finfish,41.53,41.53,17
900228,Carassius carassius,"Carps, barbels and other cyprinids",5.89769217152976,64,3.1,NA,0.07539,0.05026,NA,NA,NA,1.5,NA,0.01905,3.04,freshwater,Finfish,41.53,41.53,NA
901033,Carcharhinus limbatus,"Sharks, rays, chimaeras",74.8229366587572,226,4.24,NA,0.01,0.0577,NA,NA,NA,0.46,24.3,0.00614,3.00999999,marine,Finfish,25.304304,25.304304,NA
901017,Carcinus maenas,"Crabs, sea-spiders",NA,10,NA,NA,0.154,0.115,NA,NA,NA,0.5,16.8,NA,NA,marine,Crustacean,43.133595,43.133595,NA
900919,Catostomus commersoni,"Carps, barbels and other cyprinids",3.31616908651045,65,2.8,NA,NA,NA,NA,NA,NA,NA,15.83,0.01259,2.99,freshwater,Finfish,42.740759,42.740759,NA
900078,Centrophorus squamosus,"Sharks, rays, chimaeras",27.299243299229,164,4.22,NA,0.019594817,0.309691789,NA,NA,NA,0.99,20,0.00288,3.15,marine,Finfish,57.596278,57.596278,NA
900077,Centroscyllium fabricii,"Sharks, rays, chimaeras",3.15853744605779,82,3.9,NA,0.02412773,0.19725567,NA,NA,NA,0.7,17.1,9e-04,3.420000076,marine,Finfish,57.596278,57.596278,NA
900076,Centroscymnus coelolepis,"Sharks, rays, chimaeras",13.1981696413185,120,4.2,NA,0.0223005,0.246420525,NA,NA,NA,0.95,20.8,0.0043,3.119999886,marine,Finfish,57.596278,57.596278,NA
900297,Cephalopholis taeniops,Miscellaneous coastal fishes,5.02751000623124,70,4.4,NA,0.0513552,0.0995007,NA,NA,NA,1.3,NA,0.01,3.09,marine,Finfish,14.764504,14.764504,NA
900611,Cephalopholis taeniops,Miscellaneous coastal fishes,5.02751000623124,70,4.4,NA,0.052018886,0.100152544,NA,NA,NA,1.31,NA,0.01,3.09,marine,Finfish,18.1,18.1,28
900612,Cephalopholis taeniops,Miscellaneous coastal fishes,5.02751000623124,70,4.4,NA,0.051755392,0.044539496,NA,NA,NA,0.82,NA,0.01,3.09,marine,Finfish,18.1,18.1,28
900613,Cephalopholis taeniops,Miscellaneous coastal fishes,5.02751000623124,70,4.4,NA,0.06891212,0.036535305,NA,NA,NA,0.79,NA,0.01,3.09,marine,Finfish,18.1,18.1,28
900614,Cephalopholis taeniops,Miscellaneous coastal fishes,5.02751000623124,70,4.4,NA,0.066095,0.031884228,NA,NA,NA,0.72,NA,0.01,3.09,marine,Finfish,18.1,18.1,28
900615,Cephalopholis taeniops,Miscellaneous coastal fishes,5.02751000623124,70,4.4,NA,0.12182345,0.04575354,NA,NA,NA,1.15,NA,0.01,3.09,marine,Finfish,18.1,18.1,28
900616,Cephalopholis taeniops,Miscellaneous coastal fishes,5.02751000623124,70,4.4,NA,0.060909912,0.084198996,NA,NA,NA,1.22,NA,0.01,3.09,marine,Finfish,18.1,18.1,28
900089,Chaenocephalus aceratus,Miscellaneous demersal fishes,1.55207706874942,59,3.47,NA,NA,NA,NA,NA,NA,0.9,17.3,5e-04,3.665999889,marine,Finfish,82.862752,-82.862752,49.7
900890,Chaenocephalus aceratus,Miscellaneous demersal fishes,1.55207706874942,59,3.47,NA,0.4896,0.75276,NA,NA,NA,3.06,NA,5e-04,3.665999889,marine,Finfish,62,-62,NA
901002,Chamelea gallina,"Clams, cockles, arkshells",NA,5,NA,150,0.032793408,0.07957224,6.73,0.91,1.22,0.73,8.55,NA,NA,marine,Molluscs,44.067829,44.067829,NA
901005,Chamelea gallina,"Clams, cockles, arkshells",NA,5,NA,304,0.05983072,0.10292912,8.2,1.28,1.05,0.84,9.04,NA,NA,marine,Molluscs,44.067829,44.067829,NA
901182,Chamelea gallina,"Clams, cockles, arkshells",NA,5,NA,NA,NA,NA,NA,NA,NA,2.13,9.06,NA,NA,marine,Molluscs,40.403611,40.403611,NA
901180,Chamelea gallina,"Clams, cockles, arkshells",NA,5,NA,NA,NA,NA,NA,NA,NA,2.94,10.05,NA,NA,marine,Molluscs,40.403611,40.403611,NA
901003,Chamelea gallina,"Clams, cockles, arkshells",NA,5,NA,327,0.162592,0.14308096,6.44,1.38,1.02,1.16,10.1,NA,NA,marine,Molluscs,44.067829,44.067829,NA
901001,Chamelea gallina,"Clams, cockles, arkshells",NA,5,NA,245,0.2241162,0.166012,6.31,1.23,1.1,1.55,10.4,NA,NA,marine,Molluscs,44.067829,44.067829,NA
901181,Chamelea gallina,"Clams, cockles, arkshells",NA,5,NA,NA,NA,NA,NA,NA,NA,3.13,10.5,NA,NA,marine,Molluscs,40.403611,40.403611,NA
901004,Chamelea gallina,"Clams, cockles, arkshells",NA,5,NA,67.5,0.2386878,0.15422904,10.7,1.48,1.26,1.59,10.8,NA,NA,marine,Molluscs,44.067829,44.067829,NA
