PageID,Level 1,Level 2,Common Name,Latin Name,Part,Preparation,Reference,Sample Size kCal,kCal (unit/100g),Sample Size H2O,H2O (g/100g),Sample Size Ash,Ash (g/100g),Sample Size CHO-T,CHO-T (g/100g),Sample Size Protein,Protein (g/100g),Sample Size Fat,Fat (g/100g),Sample Size PUFA,Total PUFA (g/100g),Sample Size Omega-3,Total Omega-3 (g/100g),Sample Size 18:3n3,Omega-3 18:3n3 (g/100g),Sample Size 20:3n3,Omega-3 20:3n3 (g/100g),Sample Size 20:5n3,Omega-3 20:5n3 (g/100g),Sample Size 22:3n3,Omega-3 22:3n3 (g/100g),Sample Size 22:6n3,Omega-3 22:6n3 (g/100g),Sample Size Omega-6,Total Omega-6 (g/100g),Sample Size 18:2n6,Omega-6 18:2n6 (g/100g),Sample Size 18:3n6,Omega-6 18:3n6 (g/100g),Sample Size 20:2n6,Omega-6 20:2n6 (g/100g),Sample Size 20:3n6,Omega-6 20:3n6 (g/100g),Sample Size 20:4n6,Omega-6 20:4n6 (g/100g),Sample Size 22:2n6,Omega-6 22:2n6 (g/100g),Sample Size 22:4n6,Omega-6 22:4n6 (g/100g),Sample Size MUFA,Total MUFA (g/100g),Sample Size 12:1,MUFA 12:1 (g/100g),Sample Size 14:1,MUFA 14:1 (g/100g),Sample Size 16:1,MUFA 16:1 (g/100g),Sample Size 18:1,MUFA 18:1 (g/100g),Sample Size 20:1,MUFA 20:1 (g/100g),Sample Size 22:1,MUFA 22:1 (g/100g),Sample Size 24:1,MUFA 24:1 (g/100g),Sample Size SFA,Total SFA (g/100g),Sample Size 8:0,SFA 8:0 (g/100g),Sample Size 10:0,SFA 10:0 (g/100g),Sample Size 12:0,SFA 12:0 (g/100g),Sample Size 14:0,SFA 14:0 (g/100g),Sample Size 16:0,SFA 16:0 (g/100g),Sample Size 18:0,SFA 18:0 (g/100g),Sample Size 20:0,SFA 20:0 (g/100g),Sample Size 22:0,SFA 22:0 (g/100g),Sample Size 24:0,SFA 24:0 (g/100g),Sample Size CHOL,CHOL (mg/100g),Sample Size A,A (units/100g),Sample Size D,D (units/100g),Sample Size E,Vitamin E (units/100g),Sample Size C,C (mg/100g),Sample Size THIA,THIA (mg/100g),Sample Size RIBO,RIBO (mg/100g),Sample Size NIAC,NIAC (mg/100g),Sample Size BIOT,BIOT (ug/100g),Sample Size B5/PA,B5/PA (mg/100g),Sample Size B6,B6 (mg/100g),Sample Size FOLA,FOLA (ug/100g),Sample Size B12,B12 (ug/100g),Sample Size Ca,Ca (mg/100g),Sample Size Fe,Fe (mg/100g),Sample Size Cu,Cu (mg/100g),Sample Size Zn,Zn (mg/100g),Sample Size P,P (mg/100g),Sample Size Mg,Mg (mg/100g),Sample Size Na,Na (mg/100g),Sample Size Mn,Mn (mg/100g),Sample Size K,K (mg/100g),Sample Size Se,Se (mg/100g)
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,fillet,raw,56,,,10,79.1 (SD 0.9),10,1.1 (SD 0.1),,,10,19.4 (SD 0.1),10,0.8 (SD 0.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,fillet,raw,79,,86,,,,,,,,18.1,,1,,0.5,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,,,,,,,,,,,90,,40 IU,,,,,,,,0.35,,0.34,,1.8,,,,,,,,,,,,95,,0.6,,,,1.2,,192,,,,61,,,,301,,
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,whole,raw,7,,86,,80.1,,,,1,,15.5,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202 IU,,,,,,,,0.01,,0.37,,1.9,,,,,,,,,,,,236,,4.6,,,,,,287,,,,,,,,,,
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,whole,raw,34,,,,80.1,,2.2,,1,,15.5,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202 IU,,,,,,,,0.01,,0.37,,1.9,,,,,,,,,,,,236,,4.6,,,,,,287,,,,,,,,,,
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,meat,raw,11,,,,79.4,,1.7,,1.4,,16.9,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83 IU,,,,,,6,,0,,0.21,,,,,,,,,,,,,,880,,,,,,,,,,,,,,,,,,
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,meat,raw,33,,,,79.4,,1.7,,1.4,,16.9,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83 IU,,,,,,6,,0,,0.21,,,,,,,,,,,,,,880,,,,,,,,,,,,,,,,,,
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,meat,raw,23,,,,,,,,,,,,3.7,,0.9,,,,0.05,,,,0.2,,,,"0,2",,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,"0,9",,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,meat,raw,69,,,,,64,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,78,,,64,284,,
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,muscle,raw,27,,98,20,77.5,18,1.2,,0.3,19,18.5,20,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00 IU,,,,,,,2,0.06,3,0.17,3,2.3,,,,,,,,,,,5,52,2,1.05,,,2,0.7,5,187,,,3,72,,,2,316,2,0.031
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,whole,raw,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,fillet,raw,56,,,6,77.4 (SD 1.9),6,1.2 (SD 0.1),,,6,18.0 (SD 0.8),6,3.2 (SD 1.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,not specified,raw,88,,119,650,77.3 (SE 0.125),652,1.08 (SE 0.016),,0,650,17.5 (SE 0.019),905,4.93 (SE 0.103),,1.15,,,,,,,7,0.230 (SE 0.024),,,7,,,,,,,,,,,,,,,,,,,2.19,,,,,7,,7,,7,0.081 (SE 0.028),1,0.119,,,,"1,12",,,,,,,7,,7,,7,,,,,,,,1,64,,170 IU,,,,,,1,,0.07,,0.17,,2.3,,,,"0,75",,"0,3",,15,,2,1,60,1,0.9,2,0.232,4,0.66 (SE 0.156),1,180,1,30,163,75 (SE 0.644),1,0.7,189,175 (SE 1.86),,0.013
6415,Fish,Freshwater Fish,Sunfish,Lepomis spp.,meat,raw,23,,,,,,,,,,,,0.7,,0.2,,,,trace,,,,trace,,,,"0,1",,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415,Fish,Freshwater Fish,Sunfish,Lepomis spp.,muscle,raw,27,,97,4,78.4,2,1.2,,0,2,20.4,2,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,0.14,,,,,,,,,,0.029,,,,0.036
6415,Fish,Freshwater Fish,Sunfish,Lepomis spp.,fillet,raw,56,,,8,79.5 (SD 0.6),8,1.1 (SD 0.1),,,8,19.4 (SD 0.4),8,0.7 (SD 0.2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6416,Fish,Freshwater Fish,Bowfin,Amia calva,muscle,raw,27,,99,,77.1,,1.4,,1.5,,20.1,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015
6416,Fish,Freshwater Fish,Bowfin,Amia calva,whole,raw,27,,88,,76.2,,3.6,,3.2,,15.5,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,muscle,raw,27,,84,,78,,1.4,,1.2,2,19,2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,muscle,raw,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.045
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,meat,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,meat,raw,82,,111,,75.1,,0.8,,0,,21.4,,2.7,,1.02,,,,0.03,,,,0.14,,,,"0,72",,,,"0,07",,,,,,,,"0,03",,,,,,0.64,,,,,,,,,,,,,,,,"0,474",,,,,,,,"0,07",,"0,33",,"0,06",,,,,,,,82,,7.0 RE,,5.0 ug,,1.7 mg AT,,2,,0.01,,0.05,,8.5,,1.2,,"0,8",,"0,9",,1,,"2,7",,25,,0.4,,0.42,,0.5,,251,,25,,55,,0.02,,298,,0.025
6418,Fish,Freshwater Fish,Pond Smelt,Hypomesus olidus,meat,raw,23,,,,,,,,,,,,0.7,,0.3,,,,,,,,0.1,,,,"0,2",,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6418,Fish,Freshwater Fish,Pond Smelt,Hypomesus olidus,whole,raw,27,,95,2,76.4,2,4,,0,,17.1,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,680,,,,,,,,,,
6418,Fish,Freshwater Fish,Pond Smelt,Hypomesus olidus,muscle,raw,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,meat,raw,11,,,,71.9,,4.5,,0.7,,20.7,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467 IU,,,,,,6,,0.04,,1.4,,,,,,,,,,,,,,901,,,,,,,,,,,,,,,,,,
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,meat,raw,33,,,,71.9,,4.5,,0.7,,20.7,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467 IU,,,,,,6,,0.04,,1.4,,,,,,,,,,,,,,901,,,,,,,,,,,,,,,,,,
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,meat,raw,7,,101,,77.3,,,,1.1,,9.9,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230 IU,,,,,,0,,0.05,,1.4,,0.4,,,,,,,,,,,,93,,6.2,,,,,,614,,,,,,,,,,
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,whole,raw,34,,,,77.3,,2.8,,1.1,,9.9,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230 IU,,,,,,,,0.05,,1.4,,,,,,,,,,,,,,93,,6.2,,,,,,614,,,,,,,,,,
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,meat,raw,36,,202,,65.5,,1,,,,19.9,,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,5",,41.0 RE,,16.3 ug,,2.23 mg,,1,,0.17,,0.17,,7.5,,7.4,,1,,"0,98",,"3,4",,"2,9",,13,,1,,0.2,,0.8,,266,,29,,51,,0.014,,371,,0.026
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,meat,raw,53,9,125,9,75 (SD 5.2),9,0.9 (SD 0.54),,,9,19 (SD 1.9),9,5 (SD 4.4),,,,,3,trace,3,trace,3,0.2 (SD 0.08),3,trace,3,,,,3,,3,trace,3,trace,3,trace,3,,3,trace,3,trace,,,,,3,trace,3,,3,,3,0.3 (SD 0.22),3,trace,3,trace,,,,,,,3,trace,3,,3,,3,,3,trace,3,trace,3,trace,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6 (SD 4.0),10,0.9 (SD 0.61),10,0.1 (SD 0.07),10,0.5 (SD 0.20),,,8,74 (SD 79),,,8,0.02 (SD 0.008),,,8,0.03 (SD 0.005)
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,oil,raw,23,,,,,,,,,,,,100,,29.9,,,,1,,,,8.8,,,,"11,1",,,,,,,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,"23,8",,,,,,,,,,,,,,,,,,,,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,3,214,3,58 (SD 1.8),3,1.0 (SD 0.62),,,3,27 (SD 1.3),3,10 (SD 3.5),,,,,2,trace,2,trace,2,1.1 (SD 0.14),,,2,,,,2,,2,trace,2,trace,2,trace,2,"0,1",,,,,,,,,2,trace,2,,2,,2,0.2 (SD 0.06),2,trace,,,,,,,,,2,trace,2,,2,"1,5",2,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,40 (SD 20),3,1.6 (SD 0.84),3,0.5 (SD 0.36),3,2 (SD 1.0),,,3,53 (SD 2.8),,,3,0.03,,,3,0.08 (SD 0.021)
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,86,,129,,,,,,0,,27,,10,,,,,,,,,,1.1,,,,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,0.7,,,,,,220,,,,50,,,,410,,
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,87,,227,,,,,,7,,16,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029 RE,,,,,,43,,0.27,,0.53,,2.7 NE,,,,,,,,,,,,42,,2,,,,,,,,,,,,,,,,
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,meat,raw,23,,,,,,,,,,,,6.6,,1.5,,,,0.1,,,,0.4,,,,"0,6",,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,"1,5",,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,meat,raw,7,,120,,75.4,,,,0,,20.1,,3.77,,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,74,,99 IU,,,,,,,,0.08,,0.18,,,,,,,,,,,,,,11,,0.55,,0.055,,0.47,,283,,,,50,,0.015,,429,,
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,meat,raw,13,,120,8,75.4 (SE 1.391),7,1.18 (SE 0.035),,0,8,20.1 (SE 1.222),13,3.77 (SE 0.650),,0.898,,,,,,,2,0.233,,,2,"0,394",,,2,"0,06",,,,,,,1,"0,03",,,,,,1.54,,,,,2,"0,221",2,"0,816",1,0.184,1,0.32,,,,"0,84",,,,,,,2,"0,15",2,"0,586",2,"0,104",,,,,,,2,,1,30 RE,,,,,,,1,0.08,1,0.18,,,,,,,,,,,,,1,11,,0.55,57,0.055 (SE 0.002),56,0.47 (SE 0.01),1,283,,,6,50 (SE 1.03),,0.015,6,429 (SE 5.797),,
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,meat,raw,63,,120,8,75.4 (SE 1.391),7,1.18 (SE 0.035),,0,8,20.1 (SE 1.222),13,3.77 (SE 0.650),,0.898,,,,,,,2,0.233,,,2,"0,394",,,,,,,,,,,,,,,,,,1.54,,,,,2,"0,221",2,"0,816",1,0.184,1,0.32,,,,"0,84",,,,,,,2,"0,15",2,"0,586",2,"0,104",,,,,,,2,74,1,30 RE,,,,1.09 mg AT,,0,1,0.08,1,0.18,,7,,,,"0,75",,"0,4",,4,,3,1,11,,0.55,57,0.055 (SE 0.002),56,0.47 (SE 0.01),1,283,,22,6,50 (SE 1.03),,,6,429 (SE 5.797),,0.036
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,meat,raw,88,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.32,,,,"0,84",,,,,,,2,"0,15",,,,,,,,,,,,,1,99 IU,,,,,,0,1,0.08,1,0.18,,7,,,,"0,75",,"0,4",,,,3,,,,,,,,,,,,,,,,0.015,,,,
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,meat,raw,34,,,,84.3,,,,0,,12,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,0.18,,,,,,,,,,,,,,11,,,,,,,,283,,,,,,,,,,
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,meat,raw,58,,65,,84,,,,,,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,0.18,,,,,,,,,,,,,,11,,,,,,,,283,,,,,,,,,,
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,27,,123,11,73.5,9,1.4,,0,15,20.4,18,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,3,46.9 IU,,,,,,,2,0.09,2,0.08,,,,,,,,,,,,"0,14",2,12,2,0.475,,0.02,2,1.37,,,2,22,,50,2,0.028,2,362,,
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,whole,raw,27,,66,,81.7,,2.3,,0,,14.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,roe,raw,27,,226,3,57.5,2,1.6,,10.1,,18.4,4,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,fillet,raw,79,,125,,,,,,,,20.4,,4.2,,1,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,"1,1",,,,,,,,,,,,,,,,,,,,74,,73 IU,,,,,,,,0.09,,0.13,,,,,,,,,,,,"0,14",,12,,0.5,,,,1,,283,,,,50,,,,396,,
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,fillet,raw,72,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,25",,"0,84",,0.37,,0.41,,,,,,,,,,,,"0,18",,"0,55",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,fillet,raw,55,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,meat,raw,23,,,,,,,,,,,,6,,1.7,,,,0.2,,,,0.3,,,,"0,5",,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,meat,raw,8,2,115,2,75,2,1.2,2,<0.1,2,21.3,2,3.3,,1.74 (7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,2,24 RE,,,,,2,0.8,2,0.08,2,0.13,2,7.3,,,2,"0,86",2,"0,62",2,10,2,"4,8",,,,,,,,,,,,,,,,,,,,
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,meat,raw,7,,146,,72.6,,,,0,,21.6,,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,"1,1",,,,,,,,,,,,,,,,,,,,39,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.7,,0.051,,0.41,,,,0,,46,,0.015,,422,,
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,meat,raw,13,,146,176,72.6 (SE 0.163),176,1.21 (SE 0.004),,0,176,21.6 (SE 0.044),217,5.95 (SE 0.162),,1.74,,,,,,,4,0.327,,,4,"0,487",,,4,"0,255",,,,,,,4,"0,141",,,,,,2.06,,,,,4,"0,537",4,"1,2",4,0.187,3,0.118,,,,"1,1",,,,,,,4,"0,273",4,"0,622",4,"0,191",,,,,,,,39,,,,,,,2,1.0 (SE 0.200),,,,,,,,,,,,,,,,,,,,0.7,67,0.051 (SE 0.003),72,0.41 (SE 0.017),,,,,45,46 (SE 1.11),,0.015,45,422 (SE 2.71),,
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,meat,raw,63,,146,178,72.7 (SE 0.162),178,1.21 (SE 0.004),,0,178,21.6 (SE 0.044),219,5.93 (SE 0.161),,1.99,,,,,,,6,0.429,,,6,"0,656",,,,,,,,,,,,,,,,,,2.13,,,,,6,"0,506",6,"1,2",6,0.25,6,0.146,,,,"1,26",,0,,0,,0,6,"0,264",6,"0,751",6,"0,207",,,,,,,3,,3,100 IU (SE 32.1 IU),,,,0.650 mg ATE,4,1.0 (SE 0.239),3,0.11 (SE 0.03),3,0.14 (SE 0.01),3,7.2 (SE 0.92),,,3,,3,,3,,3,,1,36,3,0.56 (SE 0.077),69,0.051 (SE 0.003),74,0.41 (SE 0.017),3,262 (SE 16.2),3,31 (SE 0.897),47,46 (SE 1.10),3,0.014 (SE 0.001),47,423 (SE 2.62),,0.036
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,meat,raw,88,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.25,,,,,,"1,26",,0,,0,,0,,,,,,,,,,,,,,,,135 IU,,361 IU,,0.73 mg AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,meat,raw,58,2,132,,,,,,,2,20,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 IU,,,,,,,,0.26,,0.22,,7,,,,,,,,,,,,78,,1.8,,,,,,212,,,,,,,,,,
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,27,,136,19,72.3,15,1.5,,0,20,21.1,24,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2,0.17,2,0.16,,7,,,,,,,,,,,2,36,2,1.345,,0.064,,,2,231,,29,4,38,,0.02,3,445,,
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,55,,,,,,,,,,,,5.4,,,,,,,,,,7.6,,,,"18,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,55,,,,,,,,,,,,32.2 (55),,,,,,,,,,6.2 (55),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,roe,raw,27,,219,,56.4,,2.9,,11.1,2,18.4,2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
