"","X","Food.Item.ID","species","taxon","max_size","max_length","TL","lwA","lwB","Habitat","Subgroup","Abs_lat","Latitude","max_length_study","RDI","CA_mg","DHA_g","EPA_g","FAT","FE_mg","HG_mcg","PROTEIN","ZN_mg"
"3786",64,900487,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,8e-04,2.4,"marine","Crustacean",39.019184,39.019184,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"3787",6004,900487,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,8e-04,2.4,"marine","Crustacean",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3788",9701,900487,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,NA,NA,"marine","Crustacean",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3789",9516,900487,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,NA,NA,"marine","Crustacean",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3790",10441,900487,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,NA,NA,"marine","Crustacean",39.019184,39.019184,NA,70,NA,NA,NA,0.4,NA,NA,NA,NA
"3791",9886,900487,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,NA,NA,"marine","Crustacean",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3792",10256,900487,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,NA,NA,"marine","Crustacean",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3793",10626,900487,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,NA,NA,"marine","Crustacean",39.019184,39.019184,NA,50,NA,NA,NA,NA,NA,NA,16,NA
"3794",10071,900487,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,NA,NA,"marine","Crustacean",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3795",2442,900488,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,8e-04,2.4,"marine","Crustacean",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3796",1254,900488,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,8e-04,2.4,"marine","Crustacean",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3797",4818,900488,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,8e-04,2.4,"marine","Crustacean",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3798",3630,900488,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,8e-04,2.4,"marine","Crustacean",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3799",8382,900488,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,8e-04,2.4,"marine","Crustacean",39.019184,39.019184,NA,56,NA,NA,NA,NA,NA,NA,19,NA
"3800",7194,900488,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,8e-04,2.4,"marine","Crustacean",39.019184,39.019184,NA,70,NA,NA,NA,2,NA,NA,NA,NA
"3801",66,900488,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,8e-04,2.4,"marine","Crustacean",39.019184,39.019184,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"3802",6006,900488,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,8e-04,2.4,"marine","Crustacean",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3803",9703,900488,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,NA,NA,"marine","Crustacean",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3804",9518,900488,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,NA,NA,"marine","Crustacean",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3805",10443,900488,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,NA,NA,"marine","Crustacean",39.019184,39.019184,NA,70,NA,NA,NA,2,NA,NA,NA,NA
"3806",9888,900488,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,NA,NA,"marine","Crustacean",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3807",10258,900488,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,NA,NA,"marine","Crustacean",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3808",10628,900488,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,NA,NA,"marine","Crustacean",39.019184,39.019184,NA,50,NA,NA,NA,NA,NA,NA,19,NA
"3809",10073,900488,"Aristeus antennatus","Shrimps, prawns",5.9e-05,6,3.29,NA,NA,"marine","Crustacean",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3810",2969,900489,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3811",1781,900489,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3812",5345,900489,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3813",4157,900489,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3814",8909,900489,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,56,NA,NA,NA,NA,NA,NA,8,NA
"3815",7721,900489,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3816",593,900489,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"3817",6533,900489,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",9763,900489,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3819",9578,900489,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3820",10503,900489,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3821",9948,900489,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3822",10318,900489,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3823",10688,900489,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,50,NA,NA,NA,NA,NA,NA,8,NA
"3824",10133,900489,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3825",2972,900490,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3826",1784,900490,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3827",5348,900490,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3828",4160,900490,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3829",8912,900490,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,56,NA,NA,NA,NA,NA,NA,13,NA
"3830",7724,900490,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3831",596,900490,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"3832",6536,900490,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3833",9766,900490,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3834",9581,900490,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3835",10506,900490,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3836",9951,900490,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3837",10321,900490,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3838",10691,900490,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,50,NA,NA,NA,NA,NA,NA,13,NA
"3839",10136,900490,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3840",2971,900491,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3841",1783,900491,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3842",5347,900491,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3843",4159,900491,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3844",8911,900491,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,56,NA,NA,NA,NA,NA,NA,11,NA
"3845",7723,900491,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3846",595,900491,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"3847",6535,900491,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3848",9765,900491,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3849",9580,900491,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3850",10505,900491,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3851",9950,900491,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3852",10320,900491,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3853",10690,900491,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,50,NA,NA,NA,NA,NA,NA,11,NA
"3854",10135,900491,"Mytilus galloprovincialis","Mussels",NA,7,2,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3855",2998,900492,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3856",1810,900492,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3857",5374,900492,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3858",4186,900492,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3859",8938,900492,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,56,NA,NA,NA,NA,NA,NA,15,NA
"3860",7750,900492,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3861",622,900492,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"3862",6562,900492,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3863",9786,900492,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3864",9601,900492,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3865",10526,900492,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3866",9971,900492,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3867",10341,900492,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3868",10711,900492,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,50,NA,NA,NA,NA,NA,NA,15,NA
"3869",10156,900492,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3870",2997,900493,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3871",1809,900493,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3872",5373,900493,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3873",4185,900493,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3874",8937,900493,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,56,NA,NA,NA,NA,NA,NA,13,NA
"3875",7749,900493,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3876",621,900493,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"3877",6561,900493,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3878",9785,900493,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3879",9600,900493,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3880",10525,900493,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3881",9970,900493,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3882",10340,900493,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3883",10710,900493,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,50,NA,NA,NA,NA,NA,NA,13,NA
"3884",10155,900493,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3885",2996,900494,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3886",1808,900494,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3887",5372,900494,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3888",4184,900494,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3889",8936,900494,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,56,NA,NA,NA,NA,NA,NA,11,NA
"3890",7748,900494,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3891",620,900494,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"3892",6560,900494,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3893",9784,900494,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3894",9599,900494,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3895",10524,900494,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3896",9969,900494,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3897",10339,900494,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3898",10709,900494,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,50,NA,NA,NA,NA,NA,NA,11,NA
"3899",10154,900494,"Octopus vulgaris","Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3900",2847,900495,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,0.01388,NA,NA,NA,NA,NA,NA
"3901",1659,900495,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,0.049968,NA,NA,NA,NA,NA
"3902",5223,900495,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3903",4035,900495,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3904",8787,900495,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,56,NA,NA,NA,NA,NA,NA,NA,NA
"3905",7599,900495,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3906",471,900495,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"3907",6411,900495,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3908",9739,900495,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,0.01388,NA,NA,NA,NA,NA,NA
"3909",9554,900495,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,0.049968,NA,NA,NA,NA,NA
"3910",10479,900495,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3911",9924,900495,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3912",10294,900495,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3913",10664,900495,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"3914",10109,900495,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3915",2842,900496,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3916",1654,900496,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3917",5218,900496,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3918",4030,900496,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"3919",8782,900496,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,56,NA,NA,NA,NA,NA,NA,15,NA
"3920",7594,900496,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3921",466,900496,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"3922",6406,900496,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3923",9734,900496,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3924",9549,900496,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3925",10474,900496,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"3926",9919,900496,"Loligo vulgaris","Squids, cuttlefishes, octopuses",NA,78,4.1,NA,NA,"marine","Molluscs",39.019184,39.019184,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
