species_name,subgroup,RDI.CA,RDI.FE,RDI.ZN,RDI.EPA,RDI.DHA,RDI.micro.tot,ID
Lates calcarifer,finfish,0.0,1.0,1.0,1.0,1.0,4.0,38
Carassius carassius,finfish,0.0,0.0,0.0,0.0,0.0,0.0,8
Homarus gammarus,crustacean,0.0,0.0,0.0,0.0,0.0,0.0,32
Boreogadus saida,finfish,0.0,0.0,0.0,0.0,0.0,0.0,6
Pomacea canaliculata,mollusc,1.0,1.0,1.0,0.0,0.0,3.0,78
Oncorhynchus mykiss,finfish,0.0,0.0,0.0,1.0,1.0,2.0,62
Schizothorax richardsonii,finfish,1.0,0.0,0.0,1.0,1.0,3.0,91
Leuciscus cephalus,finfish,0.0,0.0,0.0,0.0,0.0,0.0,40
Amblypharyngodon mola,finfish,1.0,1.0,1.0,1.0,1.0,5.0,2
Litopenaeus vannamei,crustacean,0.0,0.0,0.0,1.0,1.0,2.0,42
Psetta maxima,finfish,0.0,0.0,0.0,0.0,0.0,0.0,80
Trachurus trachurus,finfish,0.0,1.0,0.0,0.0,1.0,2.0,106
Tor putitora,finfish,0.0,0.0,0.0,1.0,1.0,2.0,105
Mya spp,mollusc,0.0,0.0,1.0,0.0,0.0,1.0,54
Oncorhyncus spp,finfish,0.0,0.0,0.0,0.0,0.0,0.0,64
Tenualosa ilisha,finfish,0.0,0.0,0.0,1.0,1.0,2.0,98
Theragra chalcogramma,finfish,0.0,0.0,0.0,0.0,0.0,0.0,100
Sardinella longiceps,finfish,1.0,1.0,1.0,1.0,1.0,5.0,89
Pomacea canaliculata,mollusc,1.0,1.0,1.0,0.0,0.0,3.0,78
Tenualosa ilisha,finfish,0.0,0.0,0.0,1.0,1.0,2.0,98
Eleutheronema tetradactylum,finfish,0.0,0.0,0.0,0.0,0.0,0.0,25
Perca fluviatilis,finfish,0.0,0.0,0.0,0.0,1.0,1.0,74
Labeo rohita,finfish,0.0,0.0,0.0,0.0,0.0,0.0,35
Crassostrea madrasensis,mollusc,0.0,0.0,0.0,1.0,1.0,2.0,19
